OID_,RegN,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
556,-13,-4.406663691150471,20.021558807536479,-13.2496710,0.0047107,47.1074371,-0.0133470,-0.8747562,4.0000000,-0.1726173,1.0114064,8.6200027,-1.5768951,3.1732819
557,-13,-4.399207051150471,20.021558807536479,-13.2485542,0.0037190,38.0165291,-0.0435541,-0.7614306,4.0000000,-0.1492972,1.0132480,9.2821264,-1.3735639,2.4853630
558,-13,-4.391750411150471,20.021558807536479,-13.2473507,0.0023967,28.9256191,-0.0776816,-0.6516277,4.0000000,-0.1525213,1.0150243,9.8781738,-1.1507339,1.9273481
559,-13,-4.384293771150471,20.021558807536479,-13.2460699,0.0009091,19.8347111,-0.1330260,-0.5419709,4.0000000,-0.1733495,1.0167003,10.4069796,-0.9105923,1.5120038
560,-13,-4.376837131150471,20.021558807536479,-13.2447243,-0.0006612,11.5702477,-0.2225615,-0.4260171,4.0000000,-0.2035216,1.0182345,10.8693457,-0.6485126,1.2445962
561,-13,-4.369380491150471,20.021558807536479,-13.2433252,-0.0021488,5.7851238,-0.3508288,-0.3050153,4.0000000,-0.2390092,1.0196055,11.2647572,-0.3710215,1.1574576
562,-13,-4.361923851150471,20.021558807536479,-13.2418833,-0.0034711,1.6528926,-0.5213280,-0.1885919,4.0000000,-0.2772062,1.0207993,11.5923920,-0.0999776,1.2898159
563,-13,-4.354467211150471,20.021558807536479,-13.2404099,-0.0047107,0.0000000,-0.7395398,-0.0938512,4.0000000,-0.3208134,1.0218760,11.8783197,0.1331111,1.6554149
564,-13,-4.347010571150471,20.021558807536479,-13.2389126,0.0040496,45.4545441,-1.0063839,-0.0140158,4.0000000,-0.3659905,1.0229646,12.1622829,0.3379588,2.2062116
565,-13,-4.339553931150471,20.021558807536479,-13.2373924,0.0026446,36.3636360,-1.3172091,0.0609838,4.0000000,-0.4105065,1.0241328,12.4604931,0.5324741,2.9088635
566,-13,-4.332097291150471,20.021558807536479,-13.2358522,0.0011570,27.2727280,-1.6720330,0.1328155,4.0000000,-0.4532082,1.0254446,12.7835293,0.7188392,3.7589653
567,-13,-4.324640651150471,20.021558807536479,-13.2342911,-0.0004132,18.1818180,-2.0737739,0.1986252,4.0000000,-0.4932666,1.0269939,13.1556664,0.8905171,4.7577066
568,-13,-4.317184011150471,20.021558807536479,-13.2327061,-0.0021488,9.9173555,-2.5213103,0.2612737,4.0000000,-0.5300704,1.0288482,13.5872860,1.0526178,5.9047208
569,-13,-4.309727371150471,20.021558807536479,-13.2310934,-0.0038017,4.9586778,-3.0193591,0.3185382,4.0000000,-0.5609055,1.0310750,14.0877180,1.1979820,7.2081957
570,-13,-4.302270731150471,20.021558807536479,-13.2294464,0.0046281,53.7190094,-3.5726609,0.3696323,4.0000000,-0.5837048,1.0337684,14.6674948,1.3229693,8.6803551
571,-13,-4.294814091150471,20.021558807536479,-13.2277555,0.0030579,44.6280975,-4.1590137,0.4211101,4.0000000,-0.5913399,1.0369896,15.3302116,1.4335600,10.2994957
572,-13,-4.287357451150471,20.021558807536479,-13.2260122,0.0014876,35.5371895,-4.7431583,0.4798545,4.0000000,-0.5789163,1.0407457,16.0661316,1.5386252,12.0253086
573,-13,-4.279900811150471,20.021558807536479,-13.2242069,-0.0003306,26.4462814,-5.2440367,0.5596530,4.0000000,-0.5342149,1.0450177,16.8637218,1.6535208,13.7547169
574,-13,-4.272444171150471,20.021558807536479,-13.2223330,-0.0021488,19.0082645,-5.5870962,0.6646978,4.0000000,-0.4561203,1.0497098,17.6902447,1.7855159,15.3768921
575,-13,-4.264987531150471,20.021558807536479,-13.2203865,-0.0040496,13.2231407,-5.7670193,0.7865396,4.0000000,-0.3531984,1.0546782,18.5176945,1.9262775,16.8823528
576,-13,-4.257530891150471,20.021558807536479,-13.2183685,0.0040496,49.5867767,-5.7862253,0.9135991,4.0000000,-0.2306327,1.0598406,19.3344898,2.0578308,18.2312698
577,-13,-4.250074251150471,20.021558807536479,-13.2162800,0.0019008,40.4958687,-5.6384044,1.0449560,4.0000000,-0.0890051,1.0650884,20.1258717,2.1789169,19.4067535
578,-13,-4.242617611150471,20.021558807536479,-13.2141237,-0.0002479,31.4049587,-5.2844138,1.1824262,4.0000000,0.0733911,1.0702959,20.8750191,2.2914615,20.3304520
579,-13,-4.235160971150471,20.021558807536479,-13.2119045,-0.0023140,23.9669418,-4.7070913,1.3301795,4.0000000,0.2556723,1.0753052,21.5667362,2.4046867,21.0162563
580,-13,-4.227704331150471,20.021558807536479,-13.2096300,0.0056198,53.7190094,-3.8711779,1.4939549,4.0000000,0.4583587,1.0798930,22.1772175,2.5295510,21.4776173
581,-13,-4.220247691150471,20.021558807536479,-13.2073126,0.0033884,45.4545441,-2.8448000,1.6677916,4.0000000,0.6717775,1.0838530,22.6869087,2.6638057,21.8587036
582,-13,-4.212791051150471,20.021558807536479,-13.2049675,0.0010744,36.3636360,-1.7756233,1.8318068,4.0000000,0.8771561,1.0870432,23.0836277,2.7864575,22.2281857
583,-13,-4.205334411150471,20.021558807536479,-13.2026110,-0.0012397,28.0991745,-0.8109009,1.9705378,3.0000000,1.0631735,1.0894657,23.3779583,2.8779020,22.6245251
584,-13,-4.197877771150471,20.021558807536479,-13.2002563,-0.0034711,21.4876041,-0.0903158,2.0699568,3.0000000,1.2163782,1.0912095,23.5846863,2.9235353,23.0109024
585,-13,-4.593079691150471,20.014102167536478,-13.2457466,-0.0003306,0.0000000,0.3333589,-0.7610087,4.0000000,-1.1766089,1.0067044,6.6073208,-0.3454086,1.7118438
586,-13,-4.585623051150471,20.014102167536478,-13.2465343,0.0003306,4.1322312,0.3710918,-0.7644943,4.0000000,-1.1421047,1.0060329,6.2629399,-0.3868840,1.6485573
587,-13,-4.578166411150471,20.014102167536478,-13.2472849,0.0010744,10.7438021,0.3869474,-0.7454877,4.0000000,-1.0861919,1.0054257,5.9394875,-0.4047835,1.4919072
588,-13,-4.570709771150471,20.014102167536478,-13.2480001,0.0018182,18.1818180,0.3939401,-0.7155954,4.0000000,-1.0142636,1.0049011,5.6437559,-0.4169271,1.2936944
589,-13,-4.563253131150471,20.014102167536478,-13.2486830,0.0026446,26.4462814,0.3991053,-0.6855052,4.0000000,-0.9341517,1.0044502,5.3781171,-0.4368586,1.1068784
590,-13,-4.555796491150471,20.014102167536478,-13.2493353,0.0035537,35.5371895,0.3963269,-0.6581478,4.0000000,-0.8498830,1.0040694,5.1457238,-0.4664125,0.9594613
591,-13,-4.548339851150471,20.014102167536478,-13.2499609,0.0044628,44.6280975,0.3921164,-0.6428356,4.0000000,-0.7664648,1.0037448,4.9366965,-0.5192065,0.8841510
592,-13,-4.540883211150471,20.014102167536478,-13.2505579,-0.0046281,0.0000000,0.3855666,-0.6398640,4.0000000,-0.6823861,1.0034559,4.7450686,-0.5973420,0.8793309
593,-13,-4.533426571150471,20.014102167536478,-13.2511272,-0.0037190,0.0000000,0.3799699,-0.6500050,4.0000000,-0.6002885,1.0031875,4.5573692,-0.6997216,0.9411307
594,-13,-4.525969931150471,20.014102167536478,-13.2516661,-0.0028099,0.0000000,0.3838780,-0.6742542,4.0000000,-0.5215414,1.0029309,4.3699813,-0.8269671,1.0606169
595,-13,-4.518513291150471,20.014102167536478,-13.2521715,-0.0019008,0.0000000,0.4143370,-0.7197011,4.0000000,-0.4559716,1.0026706,4.1740103,-0.9834305,1.2524232
596,-13,-4.511056651150471,20.014102167536478,-13.2526369,-0.0009917,0.0000000,0.4826456,-0.7907516,4.0000000,-0.4225205,1.0023919,3.9510269,-1.1589828,1.5449709
597,-13,-4.503600011150471,20.014102167536478,-13.2530527,-0.0004959,0.0000000,0.5813673,-0.8803083,4.0000000,-0.4503224,1.0020944,3.6935465,-1.3102943,1.9468819
598,-13,-4.496143371150471,20.014102167536478,-13.2534075,-0.0002479,0.0000000,0.6944591,-0.9795383,5.0000000,-0.5875967,1.0017875,3.4079189,-1.3714799,2.4610021
599,-13,-4.488686731150471,20.014102167536478,-13.2536879,-0.0000826,0.0000000,0.8002656,-1.0764173,4.0000000,-0.8933485,1.0015064,3.1221242,-1.2594861,3.0499017
600,-13,-4.481230091150471,20.014102167536478,-13.2538805,0.0000000,0.0000000,0.8708717,-1.1559881,4.0000000,-1.3752106,1.0013052,2.8956578,-0.9367654,3.6245654
601,-13,-4.473773451150471,20.014102167536478,-13.2539730,0.0000000,0.0000000,0.8932251,-1.2155263,5.0000000,-1.8737791,1.0012373,2.8136761,-0.5572737,4.1512818
602,-13,-4.466316811150471,20.014102167536478,-13.2539568,-0.0000826,0.0000000,0.8676537,-1.2572325,4.0000000,-2.0863829,1.0013517,2.9414587,-0.4280823,4.6225510
603,-13,-4.458860171150471,20.014102167536478,-13.2538233,-0.0002479,0.0000000,0.8005478,-1.2864847,4.0000000,-1.9043670,1.0016941,3.2984803,-0.6686025,5.0631108
604,-13,-4.451403531150471,20.014102167536478,-13.2535667,-0.0006612,0.0000000,0.6957459,-1.3037682,5.0000000,-1.5142901,1.0023037,3.8532653,-1.0932462,5.4619799
605,-13,-4.443946891150471,20.014102167536478,-13.2531805,-0.0012397,0.0000000,0.5652220,-1.3037059,5.0000000,-1.1072537,1.0032159,4.5633202,-1.5001583,5.7340803
606,-13,-4.436490251150471,20.014102167536478,-13.2526608,-0.0020661,0.0000000,0.4195549,-1.2722366,4.0000000,-0.7672822,1.0044386,5.3704853,-1.7771910,5.7124133
607,-13,-4.429033611150471,20.014102167536478,-13.2520075,-0.0029752,0.0000000,0.2783337,-1.2095114,4.0000000,-0.5173168,1.0059301,6.2154737,-1.9017061,5.3812027
608,-13,-4.421576971150471,20.014102167536478,-13.2512264,-0.0038843,0.0000000,0.1598769,-1.1225085,4.0000000,-0.3462553,1.0076365,7.0551248,-1.8987617,4.8118825
609,-13,-4.414120331150471,20.014102167536478,-13.2503223,-0.0047934,0.0000000,0.0743501,-1.0200796,4.0000000,-0.2392428,1.0094819,7.8608479,-1.8009163,4.1061506
610,-13,-4.406663691150471,20.014102167536478,-13.2493067,0.0042975,42.9752083,0.0201644,-0.9124734,4.0000000,-0.1819663,1.0113852,8.6089725,-1.6429806,3.3801582
611,-13,-4.399207051150471,20.014102167536478,-13.2481890,0.0032231,33.8842964,-0.0207811,-0.8089000,4.0000000,-0.1587493,1.0132977,9.2975063,-1.4590508,2.7453978
612,-13,-4.391750411150471,20.014102167536478,-13.2469797,0.0018182,24.7933884,-0.0592439,-0.7100176,4.0000000,-0.1613520,1.0151892,9.9286957,-1.2586831,2.2186425
613,-13,-4.384293771150471,20.014102167536478,-13.2456884,0.0003306,16.5289249,-0.1149872,-0.6083694,4.0000000,-0.1799663,1.0170145,10.5027809,-1.0367725,1.7929982
614,-13,-4.376837131150471,20.014102167536478,-13.2443256,-0.0012397,9.0909090,-0.1977366,-0.4997000,4.0000000,-0.2078782,1.0187327,11.0141401,-0.7915217,1.4790441
615,-13,-4.369380491150471,20.014102167536478,-13.2429008,-0.0026446,4.1322312,-0.3127187,-0.3827001,4.0000000,-0.2381199,1.0203040,11.4589415,-0.5272804,1.3034940
616,-13,-4.361923851150471,20.014102167536478,-13.2414265,-0.0038843,0.8264463,-0.4577110,-0.2727058,4.0000000,-0.2716644,1.0216901,11.8348722,-0.2737472,1.3218461
617,-13,-4.354467211150471,20.014102167536478,-13.2399139,0.0048760,51.2396698,-0.6358764,-0.1828817,4.0000000,-0.3040193,1.0229543,12.1642036,-0.0617440,1.5436994
618,-13,-4.347010571150471,20.014102167536478,-13.2383680,0.0035537,42.1487617,-0.8466418,-0.1092902,4.0000000,-0.3333790,1.0242163,12.4857225,0.1147986,1.9213039
619,-13,-4.339553931150471,20.014102167536478,-13.2367926,0.0020661,33.0578499,-1.0857499,-0.0395398,4.0000000,-0.3559079,1.0255291,12.8108511,0.2768282,2.4118671
620,-13,-4.332097291150471,20.014102167536478,-13.2351894,0.0004959,23.9669418,-1.3528756,0.0254221,4.0000000,-0.3720176,1.0269384,13.1492443,0.4228618,3.0101280
621,-13,-4.324640651150471,20.014102167536478,-13.2335587,-0.0011570,14.8760328,-1.6516789,0.0859819,4.0000000,-0.3781690,1.0285311,13.5236712,0.5501328,3.7204256
622,-13,-4.317184011150471,20.014102167536478,-13.2318983,-0.0029752,7.4380164,-1.9848368,0.1430989,4.0000000,-0.3761767,1.0303751,13.9406357,0.6623745,4.5473857
623,-13,-4.309727371150471,20.014102167536478,-13.2302036,-0.0047107,3.3057852,-2.3630648,0.1957372,4.0000000,-0.3651003,1.0325242,14.4101324,0.7565746,5.5146451
624,-13,-4.302270731150471,20.014102167536478,-13.2284708,0.0036364,47.1074371,-2.7967803,0.2423791,4.0000000,-0.3443798,1.0350609,14.9452868,0.8291379,6.6459274
625,-13,-4.294814091150471,20.014102167536478,-13.2266903,0.0020661,38.0165291,-3.2700300,0.2909940,4.0000000,-0.3092346,1.0380490,15.5494013,0.8912226,7.9275179
626,-13,-4.287357451150471,20.014102167536478,-13.2248545,0.0003306,28.9256191,-3.7605734,0.3455211,4.0000000,-0.2589969,1.0414902,16.2158031,0.9500390,9.3328371
627,-13,-4.279900811150471,20.014102167536478,-13.2229557,-0.0016529,19.8347111,-4.1989408,0.4220479,4.0000000,-0.1847052,1.0453838,16.9355640,1.0288010,10.7746897
628,-13,-4.272444171150471,20.014102167536478,-13.2209864,-0.0035537,13.2231407,-4.5186758,0.5243905,4.0000000,-0.0883927,1.0496267,17.6816120,1.1371737,12.1585875
629,-13,-4.264987531150471,20.014102167536478,-13.2189455,0.0044628,51.2396698,-4.6938934,0.6466691,4.0000000,0.0261208,1.0540670,18.4251366,1.2672175,13.4539251
630,-13,-4.257530891150471,20.014102167536478,-13.2168350,0.0023967,42.1487617,-4.7338829,0.7769894,4.0000000,0.1538148,1.0586488,19.1562309,1.4001640,14.6619406
631,-13,-4.250074251150471,20.014102167536478,-13.2146540,0.0001653,33.0578499,-4.6238127,0.9133015,4.0000000,0.2933509,1.0632560,19.8578835,1.5332520,15.7488375
632,-13,-4.242617611150471,20.014102167536478,-13.2124100,-0.0020661,23.9669418,-4.3288422,1.0580552,4.0000000,0.4468757,1.0677662,20.5190411,1.6692346,16.6646233
633,-13,-4.235160971150471,20.014102167536478,-13.2101059,-0.0041322,17.3553715,-3.8232577,1.2157396,4.0000000,0.6155695,1.0720348,21.1228752,1.8159097,17.4169159
634,-13,-4.227704331150471,20.014102167536478,-13.2077532,0.0037190,46.2809906,-3.0773590,1.3884188,4.0000000,0.7975972,1.0758594,21.6452312,1.9792404,17.9967499
635,-13,-4.220247691150471,20.014102167536478,-13.2053633,0.0014050,37.1900826,-2.1462409,1.5708250,4.0000000,0.9873046,1.0790465,22.0692692,2.1543453,18.5299721
636,-13,-4.212791051150471,20.014102167536478,-13.2029533,-0.0009917,28.0991745,-1.1648883,1.7444719,4.0000000,1.1692007,1.0814747,22.3812389,2.3197432,19.0877190
637,-13,-4.205334411150471,20.014102167536478,-13.2005377,-0.0033058,20.6611576,-0.2700499,1.8924985,4.0000000,1.3333629,1.0831707,22.5940189,2.4516342,19.6635647
638,-13,-4.197877771150471,20.014102167536478,-13.1981316,0.0043802,49.5867767,0.3974357,1.9988139,4.0000000,1.4690930,1.0842340,22.7236519,2.5285349,20.1851940
639,-13,-4.190421131150471,20.014102167536478,-13.1957436,0.0019835,40.4958687,0.7973605,2.0627413,4.0000000,1.5740725,1.0848578,22.7953262,2.5514102,20.6078758
640,-13,-4.182964491150471,20.014102167536478,-13.1933775,-0.0004132,31.4049587,0.9178807,2.0843503,4.0000000,1.6475921,1.0852125,22.8366146,2.5211086,20.8837509
641,-13,-4.593079691150471,20.006645527536481,-13.2454119,-0.0005785,0.0000000,0.4069418,-0.8130737,4.0000000,-1.2744651,1.0074384,6.9617705,-0.3516823,1.9085382
642,-13,-4.585623051150471,20.006645527536481,-13.2462282,0.0000826,3.3057852,0.4753375,-0.8380736,4.0000000,-1.2664232,1.0066996,6.6020613,-0.4097240,1.9287137
643,-13,-4.578166411150471,20.006645527536481,-13.2470036,0.0008264,9.0909090,0.5152683,-0.8373356,4.0000000,-1.2286161,1.0060090,6.2506719,-0.4460551,1.8329370
644,-13,-4.570709771150471,20.006645527536481,-13.2477407,0.0015702,15.7024794,0.5454332,-0.8248100,4.0000000,-1.1685470,1.0053910,5.9192219,-0.4810730,1.6781002
645,-13,-4.563253131150471,20.006645527536481,-13.2484407,0.0023140,23.1404953,0.5676608,-0.8082167,4.0000000,-1.0944965,1.0048435,5.6104336,-0.5219368,1.5153193
646,-13,-4.555796491150471,20.006645527536481,-13.2491045,0.0031405,31.4049587,0.5726555,-0.7887454,4.0000000,-1.0102251,1.0043709,5.3299384,-0.5672657,1.3728621
647,-13,-4.548339851150471,20.006645527536481,-13.2497330,0.0040496,40.4958687,0.5700430,-0.7751809,4.0000000,-0.9205695,1.0039648,5.0780416,-0.6297923,1.2872101
648,-13,-4.540883211150471,20.006645527536481,-13.2503290,-0.0050413,0.0000000,0.5643031,-0.7709860,4.0000000,-0.8281105,1.0036100,4.8460207,-0.7138615,1.2684031
649,-13,-4.533426571150471,20.006645527536481,-13.2508907,-0.0041322,0.0000000,0.5543361,-0.7740018,4.0000000,-0.7336380,1.0032920,4.6273961,-0.8143656,1.3037689
650,-13,-4.525969931150471,20.006645527536481,-13.2514172,-0.0032231,0.0000000,0.5544047,-0.7883786,4.0000000,-0.6444020,1.0030051,4.4222541,-0.9323552,1.3911620
651,-13,-4.518513291150471,20.006645527536481,-13.2519064,-0.0023140,0.0000000,0.5848507,-0.8219445,4.0000000,-0.5744333,1.0027342,4.2185192,-1.0694557,1.5449508
652,-13,-4.511056651150471,20.006645527536481,-13.2523518,-0.0014050,0.0000000,0.6539629,-0.8769081,4.0000000,-0.5435678,1.0024605,4.0022411,-1.2102484,1.7795525
653,-13,-4.503600011150471,20.006645527536481,-13.2527466,-0.0008264,0.0000000,0.7565331,-0.9493386,5.0000000,-0.5853345,1.0021815,3.7688138,-1.3133427,2.1040857
654,-13,-4.496143371150471,20.006645527536481,-13.2530804,-0.0004959,0.0000000,0.8775513,-1.0331130,5.0000000,-0.7400357,1.0019065,3.5199354,-1.3261905,2.5286574
655,-13,-4.488686731150471,20.006645527536481,-13.2533407,-0.0002479,0.0000000,0.9827459,-1.1125721,4.0000000,-1.0372711,1.0016615,3.2794073,-1.1878730,3.0043199
656,-13,-4.481230091150471,20.006645527536481,-13.2535152,-0.0000826,0.0000000,1.0503933,-1.1779141,4.0000000,-1.4500396,1.0014889,3.0999906,-0.9057887,3.4731929
657,-13,-4.473773451150471,20.006645527536481,-13.2535934,0.0000000,0.0000000,1.0690910,-1.2279177,5.0000000,-1.8358579,1.0014368,3.0417614,-0.6199775,3.9234440
658,-13,-4.466316811150471,20.006645527536481,-13.2535677,-0.0001653,0.0000000,1.0358887,-1.2645388,4.0000000,-1.9884315,1.0015485,3.1570232,-0.5406461,4.3620176
659,-13,-4.458860171150471,20.006645527536481,-13.2534285,-0.0004132,0.0000000,0.9558247,-1.2909507,4.0000000,-1.8300481,1.0018672,3.4687111,-0.7518533,4.7998776
660,-13,-4.451403531150471,20.006645527536481,-13.2531700,-0.0009091,0.0000000,0.8414362,-1.3098116,4.0000000,-1.4858612,1.0024347,3.9659996,-1.1337620,5.2339721
661,-13,-4.443946891150471,20.006645527536481,-13.2527866,-0.0015702,0.0000000,0.6925454,-1.3115879,5.0000000,-1.1032834,1.0032940,4.6195073,-1.5198925,5.5608292
662,-13,-4.436490251150471,20.006645527536481,-13.2522717,-0.0024793,0.0000000,0.5298076,-1.2846098,4.0000000,-0.7736514,1.0044583,5.3823371,-1.7955682,5.6166224
663,-13,-4.429033611150471,20.006645527536481,-13.2516251,-0.0033884,0.0000000,0.3721032,-1.2282755,4.0000000,-0.5272726,1.0058953,6.1954842,-1.9292786,5.3748336
664,-13,-4.421576971150471,20.006645527536481,-13.2508507,-0.0042975,0.0000000,0.2362486,-1.1497592,4.0000000,-0.3585805,1.0075665,7.0215435,-1.9409379,4.9064856
665,-13,-4.414120331150471,20.006645527536481,-13.2499533,0.0047934,47.9338837,0.1346905,-1.0562183,4.0000000,-0.2527307,1.0094100,7.8288751,-1.8597059,4.2876797
666,-13,-4.406663691150471,20.006645527536481,-13.2489414,0.0038843,38.8429756,0.0652460,-0.9571897,4.0000000,-0.1952032,1.0113478,8.5931015,-1.7191763,3.6294928
667,-13,-4.399207051150471,20.006645527536481,-13.2478247,0.0027273,29.7520657,0.0122243,-0.8619043,4.0000000,-0.1708281,1.0133343,9.3082037,-1.5529805,3.0418324
668,-13,-4.391750411150471,20.006645527536481,-13.2466116,0.0012397,20.6611576,-0.0381641,-0.7683989,4.0000000,-0.1697075,1.0153407,9.9772406,-1.3670903,2.5326324
669,-13,-4.384293771150471,20.006645527536481,-13.2453098,-0.0002479,13.2231407,-0.1009928,-0.6699914,4.0000000,-0.1822036,1.0173191,10.5944386,-1.1577792,2.0924618
670,-13,-4.376837131150471,20.006645527536481,-13.2439299,-0.0018182,6.6115704,-0.1842191,-0.5624652,4.0000000,-0.2017294,1.0192167,11.1521397,-0.9232009,1.7306682
671,-13,-4.369380491150471,20.006645527536481,-13.2424812,-0.0031405,2.4793389,-0.2888230,-0.4471188,4.0000000,-0.2248652,1.0209739,11.6437092,-0.6693724,1.4792594
672,-13,-4.361923851150471,20.006645527536481,-13.2409763,-0.0043802,0.0000000,-0.4145967,-0.3360498,4.0000000,-0.2471862,1.0225450,12.0630054,-0.4249134,1.3950111
673,-13,-4.354467211150471,20.006645527536481,-13.2394257,0.0043802,47.9338837,-0.5614241,-0.2461851,4.0000000,-0.2676057,1.0239825,12.4294329,-0.2247646,1.5023935
674,-13,-4.347010571150471,20.006645527536481,-13.2378368,0.0029752,38.8429756,-0.7279219,-0.1750090,4.0000000,-0.2842910,1.0253974,12.7812281,-0.0657270,1.7493479
675,-13,-4.339553931150471,20.006645527536481,-13.2362108,0.0014050,29.7520657,-0.9077349,-0.1092355,4.0000000,-0.2913924,1.0268339,13.1304417,0.0729215,2.0763147
676,-13,-4.332097291150471,20.006645527536481,-13.2345524,-0.0002479,20.6611576,-1.1045057,-0.0486747,4.0000000,-0.2879444,1.0283273,13.4805975,0.1905949,2.4839103
677,-13,-4.324640651150471,20.006645527536481,-13.2328615,-0.0020661,11.5702477,-1.3219488,0.0056839,4.0000000,-0.2729237,1.0299674,13.8546429,0.2842916,2.9753599
678,-13,-4.317184011150471,20.006645527536481,-13.2311354,-0.0039669,4.9586778,-1.5674559,0.0559160,4.0000000,-0.2459853,1.0318021,14.2609062,0.3578174,3.5628409
679,-13,-4.309727371150471,20.006645527536481,-13.2293720,0.0042975,50.4132233,-1.8496826,0.1010183,4.0000000,-0.2080547,1.0338876,14.7060900,0.4100913,4.2642374
680,-13,-4.302270731150471,20.006645527536481,-13.2275658,0.0026446,41.3223152,-2.1810567,0.1396487,4.0000000,-0.1575162,1.0362996,15.2052422,0.4368137,5.1073198
681,-13,-4.294814091150471,20.006645527536481,-13.2257109,0.0010744,32.2314034,-2.5555198,0.1796745,4.0000000,-0.0943040,1.0390961,15.7610617,0.4536530,6.0913920
682,-13,-4.287357451150471,20.006645527536481,-13.2237978,-0.0008264,23.1404953,-2.9637425,0.2253086,4.0000000,-0.0183969,1.0422901,16.3707905,0.4690140,7.2136931
683,-13,-4.279900811150471,20.006645527536481,-13.2218208,-0.0028926,14.8760328,-3.3414266,0.2906328,4.0000000,0.0723352,1.0458856,17.0301170,0.5089303,8.3739424
684,-13,-4.272444171150471,20.006645527536481,-13.2197723,0.0051240,53.7190094,-3.6244483,0.3847928,4.0000000,0.1804687,1.0497732,17.7134609,0.5891168,9.4876299
685,-13,-4.264987531150471,20.006645527536481,-13.2176533,0.0031405,44.6280975,-3.7803421,0.5018195,4.0000000,0.3020010,1.0538161,18.3896008,0.7016380,10.5186119
686,-13,-4.257530891150471,20.006645527536481,-13.2154627,0.0009917,35.5371895,-3.8251426,0.6292349,4.0000000,0.4321440,1.0579407,19.0487595,0.8263258,11.5037832
687,-13,-4.250074251150471,20.006645527536481,-13.2132053,-0.0013223,26.4462814,-3.7365885,0.7657495,4.0000000,0.5700681,1.0620247,19.6785374,0.9614308,12.4104023
688,-13,-4.242617611150471,20.006645527536481,-13.2108850,-0.0035537,18.1818180,-3.4891651,0.9131259,4.0000000,0.7168624,1.0659652,20.2632847,1.1093892,13.2163277
689,-13,-4.235160971150471,20.006645527536481,-13.2085104,0.0042975,48.7603302,-3.0471115,1.0750644,4.0000000,0.8740255,1.0696156,20.7885990,1.2761033,13.9047260
690,-13,-4.227704331150471,20.006645527536481,-13.2060900,0.0020661,39.6694221,-2.3883121,1.2537078,4.0000000,1.0400900,1.0727985,21.2335796,1.4673254,14.4987507
691,-13,-4.220247691150471,20.006645527536481,-13.2036371,-0.0003306,30.5785122,-1.5513190,1.4426955,4.0000000,1.2103050,1.0753348,21.5778847,1.6750860,15.0814095
692,-13,-4.212791051150471,20.006645527536481,-13.2011690,-0.0028099,21.4876041,-0.6688725,1.6221815,4.0000000,1.3722556,1.0771061,21.8119259,1.8721076,15.7230949
693,-13,-4.205334411150471,20.006645527536481,-13.1987028,0.0047934,51.2396698,0.1467318,1.7775226,4.0000000,1.5193067,1.0781718,21.9480114,2.0357387,16.4038811
694,-13,-4.197877771150471,20.006645527536481,-13.1962500,0.0023967,42.1487617,0.7595946,1.8901861,4.0000000,1.6414970,1.0786357,22.0023232,2.1388750,17.0096569
695,-13,-4.190421131150471,20.006645527536481,-13.1938229,0.0000000,33.0578499,1.1209328,1.9583083,4.0000000,1.7363037,1.0786824,22.0029030,2.1803129,17.4878387
696,-13,-4.182964491150471,20.006645527536481,-13.1914234,-0.0024793,23.9669418,1.2104527,1.9813545,4.0000000,1.8023398,1.0785406,21.9786758,2.1603692,17.7930450
697,-13,-4.175507851150471,20.006645527536481,-13.1890516,0.0052893,51.2396698,1.0796392,1.9700660,4.0000000,1.8409204,1.0783403,21.9472408,2.0992112,17.9698696
698,-13,-4.168051211150471,20.006645527536481,-13.1867037,0.0029752,42.1487617,0.7434169,1.9273155,4.0000000,1.8530563,1.0782355,21.9301929,2.0015745,18.0545254
699,-13,-4.593079691150471,19.999188887536480,-13.2450218,-0.0008264,0.0000000,0.4800597,-0.8538166,4.0000000,-1.3377197,1.0082647,7.3387551,-0.3699135,2.0496824
700,-13,-4.585623051150471,19.999188887536480,-13.2458649,-0.0001653,2.4793389,0.5811208,-0.8990037,4.0000000,-1.3556713,1.0074680,6.9723153,-0.4423363,2.1583323
701,-13,-4.578166411150471,19.999188887536480,-13.2466660,0.0005785,7.4380164,0.6513135,-0.9179156,4.0000000,-1.3388736,1.0066992,6.6011600,-0.4969575,2.1447024
702,-13,-4.570709771150471,19.999188887536480,-13.2474260,0.0013223,13.2231407,0.7106199,-0.9241863,4.0000000,-1.2951852,1.0059862,6.2386427,-0.5531875,2.0600421
703,-13,-4.563253131150471,19.999188887536480,-13.2481422,0.0019835,19.8347111,0.7520837,-0.9201430,4.0000000,-1.2273073,1.0053405,5.8911128,-0.6129787,1.9351206
704,-13,-4.555796491150471,19.999188887536480,-13.2488174,0.0027273,27.2727280,0.7680661,-0.9093159,4.0000000,-1.1448903,1.0047774,5.5700240,-0.6737416,1.8134886
705,-13,-4.548339851150471,19.999188887536480,-13.2494526,0.0035537,35.5371895,0.7661142,-0.8975407,4.0000000,-1.0503489,1.0042902,5.2795916,-0.7447327,1.7238826
