OID_,RegF2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
6800,-13,-5.070304651150471,18.053005847536483,-13.2342653,-0.0014876,35.5371895,0.8079208,-1.2154349,4.0000000,-0.4035173,1.1741295,31.6229515,-2.0273523,6.1342993
6801,-13,-5.062848011150471,18.053005847536483,-13.2362099,0.0004132,40.4958687,1.0203891,-1.2823868,4.0000000,-0.5018926,1.1744829,31.6485100,-2.0628810,6.5910273
6802,-13,-5.055391371150471,18.053005847536483,-13.2381001,0.0022314,44.6280975,1.1953322,-1.3378758,4.0000000,-0.5808653,1.1744971,31.6490154,-2.0948863,7.0244102
6803,-13,-5.047934731150471,18.053005847536483,-13.2399311,0.0040496,48.7603302,1.3567799,-1.3881010,4.0000000,-0.6524081,1.1742136,31.6253433,-2.1237938,7.4473000
6804,-13,-5.040478091150471,18.053005847536483,-13.2417011,-0.0042149,29.7520657,1.5264835,-1.4378544,4.0000000,-0.7267495,1.1736438,31.5798950,-2.1489594,7.8786941
6805,-13,-5.033021451150471,18.053005847536483,-13.2434044,-0.0025620,33.8842964,1.7057469,-1.4878745,4.0000000,-0.8045152,1.1727583,31.5088387,-2.1712339,8.3266430
6806,-13,-5.025564811150471,18.053005847536483,-13.2450352,-0.0009917,38.0165291,1.8868979,-1.5361964,4.0000000,-0.8831921,1.1715814,31.4143238,-2.1892006,8.7749147
6807,-13,-5.018108171150471,18.053005847536483,-13.2465906,0.0004959,41.3223152,2.0420220,-1.5763999,4.0000000,-0.9529369,1.1701231,31.2956085,-2.1998630,9.1642199
6808,-13,-5.010651531150471,18.053005847536483,-13.2480640,0.0019008,43.8016510,2.1485169,-1.6042111,4.0000000,-1.0044723,1.1684067,31.1559124,-2.2039499,9.4452305
6809,-13,-5.003194891150471,18.053005847536483,-13.2494535,0.0033884,47.1074371,2.1950865,-1.6191474,4.0000000,-1.0316607,1.1665223,31.0011368,-2.2066340,9.6125364
6810,-13,-4.995738251150471,18.053005847536483,-13.2507591,-0.0052066,28.9256191,2.1876540,-1.6218243,4.0000000,-1.0370191,1.1645374,30.8364105,-2.2066293,9.6585712
6811,-13,-4.988281611150471,18.053005847536483,-13.2519817,-0.0040496,32.2314034,2.1561682,-1.6199993,4.0000000,-1.0306100,1.1624932,30.6658440,-2.2093885,9.6617374
6812,-13,-4.980824971150471,18.053005847536483,-13.2531242,-0.0030579,34.7107430,2.1305220,-1.6198401,4.0000000,-1.0245256,1.1604075,30.4911270,-2.2151546,9.6761446
6813,-13,-4.973368331150471,18.053005847536483,-13.2541885,-0.0019835,37.1900826,2.1271887,-1.6252021,4.0000000,-1.0239153,1.1582764,30.3099747,-2.2264886,9.7330141
6814,-13,-4.965911691150471,18.053005847536483,-13.2551737,-0.0009091,38.8429756,2.1086142,-1.6267172,4.0000000,-1.0152661,1.1561073,30.1241589,-2.2381685,9.7427759
6815,-13,-4.958455051150471,18.053005847536483,-13.2560816,0.0000000,40.4958687,2.0500302,-1.6200662,4.0000000,-0.9874917,1.1539459,29.9374142,-2.2526405,9.6787062
6816,-13,-4.950998411150471,18.053005847536483,-13.2569141,0.0008264,42.9752083,1.9339001,-1.6001186,4.0000000,-0.9360046,1.1518480,29.7544727,-2.2642326,9.5011873
6817,-13,-4.943541771150471,18.053005847536483,-13.2576752,0.0015702,44.6280975,1.7716198,-1.5698549,4.0000000,-0.8656663,1.1498406,29.5767574,-2.2740436,9.2572660
6818,-13,-4.936085131150471,18.053005847536483,-13.2583723,0.0022314,46.2809906,1.5881997,-1.5338187,4.0000000,-0.7880181,1.1479143,29.4070168,-2.2796192,8.9911776
6819,-13,-4.928628491150471,18.053005847536483,-13.2590113,0.0028099,47.9338837,1.4210954,-1.5003008,4.0000000,-0.7187580,1.1460559,29.2415276,-2.2818434,8.7647495
6820,-13,-4.921171851150472,18.053005847536483,-13.2595987,0.0033884,49.5867767,1.2847049,-1.4714487,4.0000000,-0.6646628,1.1442310,29.0762234,-2.2782347,8.5733767
6821,-13,-4.913715211150471,18.053005847536483,-13.2601385,-0.0061157,25.6198349,1.1758035,-1.4468199,4.0000000,-0.6243555,1.1423798,28.9081135,-2.2692842,8.4071341
6822,-13,-4.906258571150472,18.053005847536483,-13.2606335,-0.0054545,27.2727280,1.0856177,-1.4233446,4.0000000,-0.5948910,1.1404728,28.7360802,-2.2517982,8.2328625
6823,-13,-4.898801931150471,18.053005847536483,-13.2610865,-0.0047934,28.9256191,0.9872832,-1.3960578,4.0000000,-0.5644321,1.1385232,28.5558281,-2.2276835,8.0336695
6824,-13,-4.891345291150472,18.053005847536483,-13.2614985,-0.0042975,29.7520657,0.8831515,-1.3638796,4.0000000,-0.5342362,1.1365198,28.3668385,-2.1935229,7.7924018
6825,-13,-4.883888651150472,18.053005847536483,-13.2618742,-0.0038843,30.5785122,0.7827702,-1.3300471,4.0000000,-0.5071147,1.1344122,28.1684799,-2.1529796,7.5357280
6826,-13,-4.876432011150472,18.053005847536483,-13.2622137,-0.0034711,31.4049587,0.7233986,-1.3023734,4.0000000,-0.4983181,1.1322020,27.9601860,-2.1064286,7.2822738
6827,-13,-4.868975371150472,18.053005847536483,-13.2625208,-0.0031405,32.2314034,0.7082781,-1.2827761,4.0000000,-0.5095164,1.1299205,27.7406731,-2.0560358,7.0425200
6828,-13,-4.861518731150472,18.053005847536483,-13.2627916,-0.0028099,33.0578499,0.7473987,-1.2741580,4.0000000,-0.5446255,1.1275719,27.5120430,-2.0036907,6.8247123
6829,-13,-4.854062091150472,18.053005847536483,-13.2630253,-0.0024793,33.8842964,0.8128677,-1.2715981,4.0000000,-0.5916269,1.1251824,27.2767887,-1.9515693,6.6264319
6830,-13,-4.846605451150472,18.053005847536483,-13.2632160,-0.0021488,34.7107430,0.8965648,-1.2736921,4.0000000,-0.6468688,1.1227852,27.0380344,-1.9005154,6.4482899
6831,-13,-4.839148811150472,18.053005847536483,-13.2633591,-0.0020661,35.5371895,0.9797897,-1.2767117,4.0000000,-0.7020793,1.1204059,26.7994003,-1.8513441,6.2849240
6832,-13,-4.831692171150472,18.053005847536483,-13.2634497,-0.0020661,35.5371895,1.0625905,-1.2819916,4.0000000,-0.7568409,1.1180792,26.5623531,-1.8071423,6.1540575
6833,-13,-4.824235531150472,18.053005847536483,-13.2634840,-0.0022314,34.7107430,1.1351979,-1.2869517,5.0000000,-0.8046190,1.1158324,26.3310814,-1.7692844,6.0402141
6834,-13,-4.816778891150472,18.053005847536483,-13.2634554,-0.0023967,33.8842964,1.2012819,-1.2934986,4.0000000,-0.8466359,1.1136924,26.1091785,-1.7403613,5.9608893
6835,-13,-4.809322251150472,18.053005847536483,-13.2633619,-0.0025620,33.0578499,1.2646618,-1.3018444,4.0000000,-0.8841321,1.1116860,25.8982716,-1.7195567,5.9098473
6836,-13,-4.801865611150472,18.053005847536483,-13.2631989,-0.0027273,32.2314034,1.3325801,-1.3158492,4.0000000,-0.9193372,1.1098254,25.7002964,-1.7123612,5.9234953
6837,-13,-4.794408971150472,18.053005847536483,-13.2629623,-0.0028926,31.4049587,1.3975359,-1.3326992,4.0000000,-0.9473881,1.1081127,25.5175877,-1.7180103,5.9794278
6838,-13,-4.786952331150472,18.053005847536483,-13.2626505,-0.0033058,29.7520657,1.4498529,-1.3491101,4.0000000,-0.9618719,1.1065456,25.3489895,-1.7363483,6.0504923
6839,-13,-4.779495691150472,18.053005847536483,-13.2622595,-0.0037190,28.0991745,1.4915353,-1.3666945,4.0000000,-0.9636157,1.1051136,25.1939240,-1.7697734,6.1547499
6840,-13,-4.772039051150472,18.053005847536483,-13.2617884,-0.0041322,26.4462814,1.5156649,-1.3824791,4.0000000,-0.9474137,1.1037952,25.0492077,-1.8175445,6.2611036
6841,-13,-4.764582411150472,18.053005847536483,-13.2612371,-0.0047107,23.9669418,1.5349627,-1.3999773,4.0000000,-0.9235660,1.1025573,24.9129162,-1.8763885,6.3982863
6842,-13,-4.757125771150472,18.053005847536483,-13.2606058,-0.0053719,21.4876041,1.5534188,-1.4200168,4.0000000,-0.8952871,1.1013831,24.7813473,-1.9447464,6.5716362
6843,-13,-4.749669131150472,18.053005847536483,-13.2598963,0.0039669,47.9338837,1.5784456,-1.4445111,4.0000000,-0.8669962,1.1002727,24.6576538,-2.0220261,6.7962494
6844,-13,-4.742212491150472,18.053005847536483,-13.2591076,0.0032231,45.4545441,1.5939083,-1.4680892,4.0000000,-0.8336506,1.0992044,24.5368900,-2.1025279,7.0321183
6845,-13,-4.734755851150472,18.053005847536483,-13.2582407,0.0023140,42.9752083,1.6210163,-1.4973755,4.0000000,-0.8064740,1.0981811,24.4195232,-2.1882770,7.3352485
6846,-13,-4.727299211150472,18.053005847536483,-13.2572956,0.0013223,39.6694221,1.6489513,-1.5275954,4.0000000,-0.7822114,1.0971943,24.3061275,-2.2729795,7.6621456
6847,-13,-4.719842571150472,18.053005847536483,-13.2562733,0.0003306,36.3636360,1.6406113,-1.5499438,4.0000000,-0.7439614,1.0962352,24.1978073,-2.3559263,7.9561620
6848,-13,-4.712385931150472,18.053005847536483,-13.2551718,-0.0009091,32.2314034,1.5941926,-1.5636671,4.0000000,-0.6937947,1.0952719,24.0849514,-2.4335394,8.2079954
6849,-13,-4.704929291150472,18.053005847536483,-13.2539959,-0.0020661,28.0991745,1.5247517,-1.5726494,4.0000000,-0.6391903,1.0942681,23.9680119,-2.5061085,8.4449167
6850,-13,-4.697472651150472,18.053005847536483,-13.2527456,-0.0033058,23.9669418,1.4373095,-1.5781766,4.0000000,-0.5829911,1.0932236,23.8453522,-2.5733621,8.6763115
6851,-13,-4.690016011150472,18.053005847536483,-13.2514229,-0.0047107,19.8347111,1.3327484,-1.5803881,4.0000000,-0.5242425,1.0921141,23.7128086,-2.6365335,8.8996716
6852,-13,-4.682559371150472,18.053005847536483,-13.2500296,-0.0061157,15.7024794,1.1985375,-1.5771793,4.0000000,-0.4583639,1.0909324,23.5722427,-2.6959949,9.1118870
6853,-13,-4.675102731150472,18.053005847536483,-13.2485666,0.0024793,42.1487617,1.0302603,-1.5675920,4.0000000,-0.3837361,1.0896589,23.4186859,-2.7514479,9.3094425
6854,-13,-4.667646091150472,18.053005847536483,-13.2470379,0.0009917,36.3636360,0.8264413,-1.5525244,4.0000000,-0.2998648,1.0882674,23.2489433,-2.8051841,9.5122347
6855,-13,-4.660189451150472,18.053005847536483,-13.2454453,-0.0005785,30.5785122,0.5879732,-1.5331653,4.0000000,-0.2076131,1.0867423,23.0609837,-2.8587177,9.7399569
6856,-13,-4.652732811150472,18.053005847536483,-13.2437916,-0.0020661,25.6198349,0.3145030,-1.5088913,4.0000000,-0.1082014,1.0850536,22.8502064,-2.9095814,9.9889259
6857,-13,-4.645276171150472,18.053005847536483,-13.2420816,-0.0036364,20.6611576,0.0329328,-1.4861495,4.0000000,-0.0118118,1.0832046,22.6158810,-2.9604874,10.2913342
6858,-13,-4.637819531150472,18.053005847536483,-13.2403183,-0.0055372,15.7024794,-0.2229720,-1.4734075,4.0000000,0.0698946,1.0812294,22.3598595,-3.0167096,10.6813812
6859,-13,-4.630362891150472,18.053005847536483,-13.2385035,0.0027273,39.6694221,-0.4526902,-1.4688582,4.0000000,0.1366531,1.0791798,22.0903263,-3.0743694,11.1265402
6860,-13,-4.622906251150471,18.053005847536483,-13.2366381,0.0009091,33.0578499,-0.6487576,-1.4712554,4.0000000,0.1862551,1.0771097,21.8150101,-3.1287658,11.5894918
6861,-13,-4.615449611150471,18.053005847536483,-13.2347221,-0.0009917,27.2727280,-0.8163475,-1.4785306,4.0000000,0.2200476,1.0750865,21.5407238,-3.1771090,12.0547895
6862,-13,-4.607992971150471,18.053005847536483,-13.2327538,-0.0029752,21.4876041,-0.9425954,-1.4903735,5.0000000,0.2333389,1.0731919,21.2797966,-3.2140858,12.4915524
6863,-13,-4.600536331150471,18.053005847536483,-13.2307310,-0.0049587,16.5289249,-1.0271312,-1.5046519,5.0000000,0.2266073,1.0714649,21.0379829,-3.2359109,12.8723030
6864,-13,-4.593079691150471,18.053005847536483,-13.2286530,0.0029752,39.6694221,-1.0580950,-1.5199646,4.0000000,0.1961899,1.0699922,20.8293552,-3.2361190,13.1551762
6865,-13,-4.585623051150471,18.053005847536483,-13.2265158,0.0007438,32.2314034,-1.0279183,-1.5339510,4.0000000,0.1409134,1.0688417,20.6629944,-3.2088156,13.2928848
6866,-13,-4.578166411150471,18.053005847536483,-13.2243156,-0.0014876,25.6198349,-0.9227501,-1.5492954,4.0000000,0.0604237,1.0680486,20.5470924,-3.1590147,13.2907238
6867,-13,-4.570709771150471,18.053005847536483,-13.2220497,-0.0038017,19.0082645,-0.7519535,-1.5600674,4.0000000,-0.0413180,1.0677276,20.5013218,-3.0788169,13.0912695
6868,-13,-4.563253131150471,18.053005847536483,-13.2197123,0.0038017,42.9752083,-0.5697801,-1.5538027,4.0000000,-0.1500896,1.0678861,20.5249348,-2.9575160,12.6417446
6869,-13,-4.555796491150471,18.053005847536483,-13.2173014,0.0014050,34.7107430,-0.3963249,-1.5259002,4.0000000,-0.2588801,1.0684620,20.6081486,-2.7929204,11.9196768
6870,-13,-4.548339851150471,18.053005847536483,-13.2148151,-0.0010744,26.4462814,-0.2308476,-1.4796163,4.0000000,-0.3632935,1.0694057,20.7462025,-2.5959389,10.9731064
6871,-13,-4.540883211150471,18.053005847536483,-13.2122555,-0.0035537,19.0082645,-0.1095433,-1.4062102,4.0000000,-0.4532488,1.0706395,20.9256382,-2.3591716,9.7863264
6872,-13,-4.533426571150471,18.053005847536483,-13.2096243,0.0038017,45.4545441,-0.0445942,-1.3028926,4.0000000,-0.5224518,1.0720357,21.1245613,-2.0833333,8.3956146
6873,-13,-4.525969931150471,18.053005847536483,-13.2069273,0.0012397,36.3636360,-0.0283849,-1.1721990,4.0000000,-0.5682751,1.0734133,21.3200989,-1.7761229,6.8851228
6874,-13,-5.092674571150472,18.045549207536482,-13.2240944,-0.0012397,36.3636360,-0.3162507,-0.8212562,4.0000000,0.1722118,1.1742142,31.6349964,-1.8147242,4.6351147
6875,-13,-5.085217931150471,18.045549207536482,-13.2261105,0.0006612,41.3223152,-0.0226653,-0.9183878,4.0000000,0.0113012,1.1769521,31.8502140,-1.8480767,4.7406979
6876,-13,-5.077761291150471,18.045549207536482,-13.2281027,0.0024793,45.4545441,0.2688159,-1.0138031,4.0000000,-0.1430198,1.1790363,32.0119476,-1.8845865,4.9975495
6877,-13,-5.070304651150471,18.045549207536482,-13.2300596,-0.0056198,26.4462814,0.5312003,-1.0971040,4.0000000,-0.2771230,1.1804856,32.1223869,-1.9170849,5.3323197
6878,-13,-5.062848011150471,18.045549207536482,-13.2319717,-0.0037190,31.4049587,0.7468593,-1.1644895,4.0000000,-0.3841882,1.1814157,32.1925278,-1.9447908,5.6842723
6879,-13,-5.055391371150471,18.045549207536482,-13.2338333,-0.0019835,35.5371895,0.9211055,-1.2192190,4.0000000,-0.4687783,1.1819513,32.2329903,-1.9696597,6.0305705
6880,-13,-5.047934731150471,18.045549207536482,-13.2356415,-0.0001653,39.6694221,1.0812894,-1.2686443,4.0000000,-0.5458968,1.1821439,32.2468185,-1.9913919,6.3809004
6881,-13,-5.040478091150471,18.045549207536482,-13.2373905,0.0015702,43.8016510,1.2435315,-1.3165694,4.0000000,-0.6240895,1.1820092,32.2358551,-2.0090494,6.7450128
6882,-13,-5.033021451150471,18.045549207536482,-13.2390785,0.0032231,47.1074371,1.4136188,-1.3652291,4.0000000,-0.7057683,1.1815081,32.1970024,-2.0246899,7.1410036
6883,-13,-5.025564811150471,18.045549207536482,-13.2406979,-0.0052066,28.9256191,1.5820206,-1.4120176,4.0000000,-0.7870465,1.1806500,32.1306610,-2.0369887,7.5479455
6884,-13,-5.018108171150471,18.045549207536482,-13.2422457,-0.0037190,32.2314034,1.7269865,-1.4517353,4.0000000,-0.8588187,1.1794813,32.0388680,-2.0446517,7.9180794
6885,-13,-5.010651531150471,18.045549207536482,-13.2437162,-0.0023967,34.7107430,1.8344251,-1.4818466,4.0000000,-0.9148398,1.1780185,31.9231720,-2.0488534,8.2197285
6886,-13,-5.003194891150471,18.045549207536482,-13.2451067,-0.0009917,38.0165291,1.8876113,-1.4990064,4.0000000,-0.9473637,1.1763235,31.7895107,-2.0506492,8.4114275
6887,-13,-4.995738251150471,18.045549207536482,-13.2464161,0.0004132,41.3223152,1.8986262,-1.5069251,4.0000000,-0.9603369,1.1744767,31.6423092,-2.0535133,8.5201206
6888,-13,-4.988281611150471,18.045549207536482,-13.2476463,0.0015702,43.8016510,1.8860918,-1.5102632,4.0000000,-0.9603815,1.1725360,31.4870110,-2.0601449,8.5844135
6889,-13,-4.980824971150471,18.045549207536482,-13.2487984,0.0026446,46.2809906,1.8813076,-1.5164939,4.0000000,-0.9604086,1.1705332,31.3252411,-2.0725791,8.6708345
6890,-13,-4.973368331150471,18.045549207536482,-13.2498751,0.0038017,47.9338837,1.8936212,-1.5275507,4.0000000,-0.9646027,1.1684765,31.1581821,-2.0904987,8.7954893
6891,-13,-4.965911691150471,18.045549207536482,-13.2508755,-0.0051240,29.7520657,1.8965515,-1.5373539,4.0000000,-0.9616131,1.1663696,30.9855633,-2.1130946,8.9060698
6892,-13,-4.958455051150471,18.045549207536482,-13.2517996,-0.0042149,31.4049587,1.8576221,-1.5376115,4.0000000,-0.9391967,1.1642548,30.8101101,-2.1360264,8.9287949
6893,-13,-4.950998411150471,18.045549207536482,-13.2526493,-0.0033058,33.8842964,1.7689053,-1.5272924,4.0000000,-0.8941415,1.1621697,30.6354847,-2.1604433,8.8690882
6894,-13,-4.943541771150471,18.045549207536482,-13.2534294,-0.0024793,35.5371895,1.6298770,-1.5053219,4.0000000,-0.8282179,1.1601456,30.4655285,-2.1824257,8.7275829
6895,-13,-4.936085131150471,18.045549207536482,-13.2541456,-0.0017355,37.1900826,1.4661136,-1.4774568,4.0000000,-0.7535769,1.1581998,30.3005867,-2.2013366,8.5653801
6896,-13,-4.928628491150471,18.045549207536482,-13.2548056,-0.0010744,38.8429756,1.3085734,-1.4500755,4.0000000,-0.6850525,1.1563033,30.1390362,-2.2150984,8.4293375
6897,-13,-4.921171851150472,18.045549207536482,-13.2554140,-0.0004959,40.4958687,1.1783295,-1.4284997,4.0000000,-0.6311225,1.1544169,29.9774895,-2.2258768,8.3504162
6898,-13,-4.913715211150471,18.045549207536482,-13.2559767,0.0000000,41.3223152,1.0688810,-1.4094303,4.0000000,-0.5901081,1.1524973,29.8111629,-2.2287524,8.2833490
6899,-13,-4.906258571150472,18.045549207536482,-13.2564974,0.0006612,42.1487617,0.9768546,-1.3920407,4.0000000,-0.5604188,1.1505017,29.6357975,-2.2236626,8.2171583
6900,-13,-4.898801931150471,18.045549207536482,-13.2569771,0.0012397,42.9752083,0.8763233,-1.3704222,4.0000000,-0.5302429,1.1483965,29.4502544,-2.2106016,8.1186237
6901,-13,-4.891345291150472,18.045549207536482,-13.2574177,0.0016529,43.8016510,0.7721393,-1.3456627,4.0000000,-0.5020708,1.1461741,29.2529793,-2.1892548,7.9966564
6902,-13,-4.883888651150472,18.045549207536482,-13.2578249,0.0019835,44.6280975,0.6716866,-1.3178806,4.0000000,-0.4779794,1.1438289,29.0420609,-2.1577818,7.8345914
6903,-13,-4.876432011150472,18.045549207536482,-13.2581987,0.0023140,45.4545441,0.6132579,-1.2955619,4.0000000,-0.4728264,1.1413593,28.8169022,-2.1182973,7.6573415
6904,-13,-4.868975371150472,18.045549207536482,-13.2585411,0.0025620,45.4545441,0.6079667,-1.2830520,4.0000000,-0.4903988,1.1387823,28.5786819,-2.0757051,7.4901500
6905,-13,-4.861518731150472,18.045549207536482,-13.2588501,0.0028099,45.4545441,0.6565053,-1.2790819,4.0000000,-0.5307783,1.1361049,28.3291187,-2.0273857,7.3083568
6906,-13,-4.854062091150472,18.045549207536482,-13.2591219,0.0030579,45.4545441,0.7320560,-1.2800159,4.0000000,-0.5833393,1.1333575,28.0700665,-1.9766926,7.1285834
6907,-13,-4.846605451150472,18.045549207536482,-13.2593517,0.0033058,45.4545441,0.8242634,-1.2837037,4.0000000,-0.6425487,1.1305850,27.8039913,-1.9248587,6.9451156
6908,-13,-4.839148811150472,18.045549207536482,-13.2595348,0.0034711,45.4545441,0.9162138,-1.2878511,4.0000000,-0.7010654,1.1278220,27.5367584,-1.8746368,6.7684126
6909,-13,-4.831692171150472,18.045549207536482,-13.2596655,0.0035537,45.4545441,1.0061029,-1.2915914,4.0000000,-0.7582701,1.1251179,27.2713966,-1.8249127,6.5914512
6910,-13,-4.824235531150472,18.045549207536482,-13.2597380,0.0034711,45.4545441,1.0872487,-1.2946332,4.0000000,-0.8087502,1.1225168,27.0121861,-1.7805161,6.4220400
6911,-13,-4.816778891150472,18.045549207536482,-13.2597485,0.0033884,45.4545441,1.1570207,-1.2966303,5.0000000,-0.8520373,1.1200540,26.7638264,-1.7412233,6.2635126
6912,-13,-4.809322251150472,18.045549207536482,-13.2596922,0.0033058,45.4545441,1.2217702,-1.2995785,4.0000000,-0.8901494,1.1177567,26.5298786,-1.7090076,6.1281857
6913,-13,-4.801865611150472,18.045549207536482,-13.2595654,0.0032231,45.4545441,1.2839897,-1.3051983,4.0000000,-0.9243848,1.1156367,26.3124943,-1.6860117,6.0352979
6914,-13,-4.794408971150472,18.045549207536482,-13.2593641,0.0031405,45.4545441,1.3348968,-1.3109708,4.0000000,-0.9494163,1.1137168,26.1140156,-1.6725253,5.9678397
6915,-13,-4.786952331150472,18.045549207536482,-13.2590866,0.0028099,44.6280975,1.3722460,-1.3161347,4.0000000,-0.9618420,1.1120059,25.9341068,-1.6704274,5.9161062
6916,-13,-4.779495691150472,18.045549207536482,-13.2587290,0.0024793,43.8016510,1.3958477,-1.3208661,4.0000000,-0.9615544,1.1104696,25.7717857,-1.6801779,5.8828993
6917,-13,-4.772039051150472,18.045549207536482,-13.2582922,0.0021488,42.9752083,1.4000372,-1.3232938,4.0000000,-0.9436723,1.1090776,25.6243153,-1.7029152,5.8506923
6918,-13,-4.764582411150472,18.045549207536482,-13.2577744,0.0016529,42.1487617,1.4018135,-1.3280987,4.0000000,-0.9195057,1.1078002,25.4882488,-1.7366918,5.8520942
6919,-13,-4.757125771150472,18.045549207536482,-13.2571793,0.0009917,40.4958687,1.4061325,-1.3375974,4.0000000,-0.8922958,1.1066234,25.3622150,-1.7828990,5.9097204
6920,-13,-4.749669131150472,18.045549207536482,-13.2565041,0.0004132,38.8429756,1.4130599,-1.3508567,4.0000000,-0.8629917,1.1055405,25.2440758,-1.8387216,6.0117631
6921,-13,-4.742212491150472,18.045549207536482,-13.2557516,-0.0002479,36.3636360,1.4102973,-1.3641340,4.0000000,-0.8278728,1.1045135,25.1313419,-1.9003952,6.1361685
6922,-13,-4.734755851150472,18.045549207536482,-13.2549229,-0.0010744,33.8842964,1.4147490,-1.3830349,4.0000000,-0.7968052,1.1035154,25.0223331,-1.9692647,6.3278022
6923,-13,-4.727299211150472,18.045549207536482,-13.2540178,-0.0019835,30.5785122,1.4157842,-1.4035153,4.0000000,-0.7666399,1.1025357,24.9156914,-2.0403910,6.5565929
6924,-13,-4.719842571150472,18.045549207536482,-13.2530375,-0.0028926,27.2727280,1.3822718,-1.4171888,4.0000000,-0.7209808,1.1015676,24.8071060,-2.1133966,6.7665772
6925,-13,-4.712385931150472,18.045549207536482,-13.2519798,-0.0041322,23.1404953,1.3164016,-1.4236770,4.0000000,-0.6635632,1.1005366,24.6916676,-2.1837907,6.9492035
6926,-13,-4.704929291150472,18.045549207536482,-13.2508507,-0.0052066,19.8347111,1.2261752,-1.4264762,4.0000000,-0.5989992,1.0994223,24.5669498,-2.2539532,7.1382966
6927,-13,-4.697472651150472,18.045549207536482,-13.2496500,0.0036364,47.1074371,1.1199007,-1.4268031,4.0000000,-0.5326987,1.0982279,24.4300365,-2.3209076,7.3351984
6928,-13,-4.690016011150472,18.045549207536482,-13.2483807,0.0023140,42.9752083,0.9956743,-1.4250828,4.0000000,-0.4626164,1.0969087,24.2786255,-2.3875492,7.5485201
6929,-13,-4.682559371150472,18.045549207536482,-13.2470446,0.0009917,38.0165291,0.8452266,-1.4188640,4.0000000,-0.3857555,1.0954783,24.1132431,-2.4519727,7.7640343
6930,-13,-4.675102731150472,18.045549207536482,-13.2456436,-0.0003306,33.0578499,0.6656517,-1.4073999,4.0000000,-0.3003039,1.0939170,23.9296799,-2.5144961,7.9787335
6931,-13,-4.667646091150472,18.045549207536482,-13.2441797,-0.0017355,28.0991745,0.4558025,-1.3908204,4.0000000,-0.2063002,1.0921972,23.7253380,-2.5753405,8.2007065
6932,-13,-4.660189451150472,18.045549207536482,-13.2426567,-0.0032231,23.1404953,0.2161514,-1.3691560,4.0000000,-0.1042275,1.0903208,23.5007229,-2.6340845,8.4336643
6933,-13,-4.652732811150472,18.045549207536482,-13.2410774,-0.0047107,19.0082645,-0.0500266,-1.3441553,4.0000000,0.0039107,1.0882694,23.2503929,-2.6922214,8.6968689
6934,-13,-4.645276171150472,18.045549207536482,-13.2394466,0.0037190,44.6280975,-0.3158182,-1.3234363,4.0000000,0.1064942,1.0860407,22.9724560,-2.7533667,9.0248470
6935,-13,-4.637819531150472,18.045549207536482,-13.2377672,0.0019008,38.0165291,-0.5624589,-1.3114836,4.0000000,0.1959696,1.0836642,22.6722870,-2.8189368,9.4230137
6936,-13,-4.630362891150472,18.045549207536482,-13.2360411,0.0003306,32.2314034,-0.7793316,-1.3110304,4.0000000,0.2688857,1.0812020,22.3553085,-2.8909464,9.8921127
6937,-13,-4.622906251150471,18.045549207536482,-13.2342691,-0.0014050,26.4462814,-0.9609888,-1.3198534,4.0000000,0.3241217,1.0787225,22.0306129,-2.9638286,10.3891296
6938,-13,-4.615449611150471,18.045549207536482,-13.2324514,-0.0032231,21.4876041,-1.1116281,-1.3364304,4.0000000,0.3633183,1.0763068,21.7059536,-3.0361793,10.9072266
6939,-13,-4.607992971150471,18.045549207536482,-13.2305841,-0.0050413,16.5289249,-1.2220366,-1.3579595,4.0000000,0.3839385,1.0740081,21.3921032,-3.0998573,11.3947630
6940,-13,-4.600536331150471,18.045549207536482,-13.2286673,0.0030579,39.6694221,-1.2884401,-1.3853540,5.0000000,0.3842643,1.0718855,21.0988178,-3.1549723,11.8605328
6941,-13,-4.593079691150471,18.045549207536482,-13.2266960,0.0010744,33.0578499,-1.3014964,-1.4158242,5.0000000,0.3621166,1.0700341,20.8353310,-3.1937649,12.2542486
6942,-13,-4.585623051150471,18.045549207536482,-13.2246666,-0.0010744,26.4462814,-1.2516357,-1.4484922,5.0000000,0.3144972,1.0685092,20.6169834,-3.2114816,12.5502481
6943,-13,-4.578166411150471,18.045549207536482,-13.2225761,-0.0032231,20.6611576,-1.1282116,-1.4837558,4.0000000,0.2403849,1.0673783,20.4511929,-3.2078965,12.7336664
6944,-13,-4.570709771150471,18.045549207536482,-13.2204189,-0.0053719,14.8760328,-0.9387769,-1.5149565,4.0000000,0.1425395,1.0667483,20.3580818,-3.1724524,12.7397213
6945,-13,-4.563253131150471,18.045549207536482,-13.2181873,0.0023140,37.1900826,-0.7291998,-1.5321472,4.0000000,0.0329360,1.0666306,20.3419437,-3.0972302,12.5358839
6946,-13,-4.555796491150471,18.045549207536482,-13.2158794,0.0000000,29.7520657,-0.5322685,-1.5252765,4.0000000,-0.0790680,1.0669714,20.3944569,-2.9714851,12.0473814
6947,-13,-4.548339851150471,18.045549207536482,-13.2134933,-0.0023967,22.3140488,-0.3466241,-1.4983668,4.0000000,-0.1906135,1.0677556,20.5087299,-2.8061202,11.3207941
