OID_,RegF2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
872,-13,-4.898801931150471,18.492947607536482,-13.2827225,-0.0023140,28.0991745,-0.0065633,-0.3216970,4.0000000,-0.1263615,1.0928239,23.8152180,-0.5170324,0.5519068
873,-13,-4.891345291150472,18.492947607536482,-13.2813864,-0.0035537,23.9669418,-0.0257081,-0.2207664,4.0000000,-0.0361136,1.0923374,23.7571125,-0.4054191,0.3134237
874,-13,-4.883888651150472,18.492947607536482,-13.2800331,-0.0048760,19.8347111,-0.0300637,-0.1292735,4.0000000,0.0283366,1.0918473,23.6962738,-0.2868836,0.1619149
875,-13,-4.876432011150472,18.492947607536482,-13.2786713,0.0038017,46.2809906,-0.0246609,-0.0467300,4.0000000,0.0730787,1.0913632,23.6360607,-0.1665387,0.0775480
876,-13,-4.868975371150472,18.492947607536482,-13.2773075,0.0024793,42.1487617,-0.0144581,0.0193942,4.0000000,0.0934287,1.0909109,23.5817890,-0.0546402,0.0447983
877,-13,-4.861518731150472,18.492947607536482,-13.2759438,0.0011570,38.0165291,-0.0065914,0.0683672,4.0000000,0.0915796,1.0905333,23.5351295,0.0451548,0.0469126
878,-13,-4.854062091150472,18.492947607536482,-13.2745819,-0.0001653,33.8842964,-0.0072886,0.1023663,4.0000000,0.0770848,1.0902566,23.5019741,0.1276478,0.0778030
879,-13,-4.846605451150472,18.492947607536482,-13.2732191,-0.0014876,29.7520657,-0.0186406,0.1260038,4.0000000,0.0603866,1.0900664,23.4774151,0.1916210,0.1351429
880,-13,-4.839148811150472,18.492947607536482,-13.2718544,-0.0028926,24.7933884,-0.0438592,0.1375250,4.0000000,0.0433729,1.0899129,23.4585838,0.2316770,0.2191840
881,-13,-4.831692171150472,18.492947607536482,-13.2704840,-0.0042149,20.6611576,-0.0808116,0.1431822,4.0000000,0.0384570,1.0897632,23.4417191,0.2479074,0.3305146
882,-13,-4.824235531150472,18.492947607536482,-13.2691031,0.0043802,47.9338837,-0.1239150,0.1494557,4.0000000,0.0558377,1.0895627,23.4182587,0.2430738,0.4632081
883,-13,-4.816778891150472,18.492947607536482,-13.2677097,0.0028926,42.9752083,-0.1685937,0.1588340,4.0000000,0.1030766,1.0892276,23.3756905,0.2145913,0.6096752
884,-13,-4.809322251150472,18.492947607536482,-13.2663021,0.0014050,38.0165291,-0.2240232,0.1647787,4.0000000,0.1667611,1.0886575,23.3061275,0.1627962,0.7838620
885,-13,-4.801865611150472,18.492947607536482,-13.2648821,0.0000000,33.0578499,-0.2986341,0.1621123,4.0000000,0.2381728,1.0878233,23.2032852,0.0860518,0.9972404
886,-13,-4.794408971150472,18.492947607536482,-13.2634478,-0.0014876,28.0991745,-0.3966140,0.1497270,4.0000000,0.3128247,1.0867344,23.0676441,-0.0133706,1.2569267
887,-13,-4.786952331150472,18.492947607536482,-13.2619991,-0.0029752,23.1404953,-0.5096246,0.1333219,4.0000000,0.3981633,1.0853838,22.8979836,-0.1315194,1.5497258
888,-13,-4.779495691150472,18.492947607536482,-13.2605343,-0.0043802,19.0082645,-0.6346205,0.1163316,4.0000000,0.4951229,1.0837510,22.6887531,-0.2624597,1.8714201
889,-13,-4.772039051150472,18.492947607536482,-13.2590561,0.0041322,46.2809906,-0.7680830,0.0991187,4.0000000,0.5984955,1.0818009,22.4391251,-0.4002582,2.2103772
890,-13,-4.764582411150472,18.492947607536482,-13.2575655,0.0026446,40.4958687,-0.9093606,0.0802392,4.0000000,0.7024203,1.0795734,22.1497307,-0.5419418,2.5607657
891,-13,-4.757125771150472,18.492947607536482,-13.2560635,0.0010744,34.7107430,-1.0487571,0.0637477,4.0000000,0.8079419,1.0771097,21.8223705,-0.6804466,2.9007318
892,-13,-4.749669131150472,18.492947607536482,-13.2545538,-0.0004959,28.9256191,-1.1774817,0.0513482,4.0000000,0.9118270,1.0744126,21.4566460,-0.8091307,3.2072215
893,-13,-4.742212491150472,18.492947607536482,-13.2530394,-0.0020661,23.9669418,-1.2962095,0.0394634,4.0000000,1.0043583,1.0715009,21.0540009,-0.9254315,3.4772096
894,-13,-4.734755851150472,18.492947607536482,-13.2515259,-0.0035537,19.0082645,-1.3934931,0.0213253,4.0000000,1.0720044,1.0684603,20.6226177,-1.0293539,3.6754498
895,-13,-4.727299211150472,18.492947607536482,-13.2500143,-0.0049587,14.8760328,-1.4634334,0.0004012,4.0000000,1.1187608,1.0653616,20.1722813,-1.1179585,3.7963996
896,-13,-4.719842571150472,18.492947607536482,-13.2485094,0.0034711,41.3223152,-1.5008488,-0.0187728,4.0000000,1.1482615,1.0622461,19.7085304,-1.1858071,3.8350921
897,-13,-4.712385931150472,18.492947607536482,-13.2470121,0.0019835,34.7107430,-1.5053266,-0.0363207,4.0000000,1.1590384,1.0591722,19.2357388,-1.2316799,3.7936797
898,-13,-4.704929291150472,18.492947607536482,-13.2455263,0.0005785,28.9256191,-1.4776971,-0.0570516,4.0000000,1.1458596,1.0561662,18.7607899,-1.2599628,3.6770363
899,-13,-4.697472651150472,18.492947607536482,-13.2440538,-0.0009091,23.1404953,-1.4155762,-0.0829806,4.0000000,1.1058749,1.0532756,18.2910137,-1.2718360,3.4858706
900,-13,-4.690016011150472,18.492947607536482,-13.2425957,-0.0023140,18.1818180,-1.3249520,-0.1110370,4.0000000,1.0453070,1.0505676,17.8383179,-1.2673810,3.2414517
901,-13,-4.682559371150472,18.492947607536482,-13.2411518,-0.0038017,13.2231407,-1.2105329,-0.1378696,4.0000000,0.9689648,1.0480565,17.4069214,-1.2447040,2.9561751
902,-13,-4.675102731150472,18.492947607536482,-13.2397232,0.0047107,47.1074371,-1.0848637,-0.1664661,4.0000000,0.8796707,1.0457512,16.9982452,-1.2126030,2.6629393
903,-13,-4.667646091150472,18.492947607536482,-13.2383089,0.0032231,39.6694221,-0.9487459,-0.2003529,4.0000000,0.7763542,1.0436691,16.6212234,-1.1770600,2.3704400
904,-13,-4.660189451150472,18.492947607536482,-13.2369080,0.0019008,33.0578499,-0.8124507,-0.2363968,4.0000000,0.6677212,1.0418264,16.2810764,-1.1405149,2.1016037
905,-13,-4.652732811150472,18.492947607536482,-13.2355175,0.0005785,26.4462814,-0.6921439,-0.2680273,4.0000000,0.5679150,1.0402218,15.9770346,-1.1039696,1.8797944
906,-13,-4.645276171150472,18.492947607536482,-13.2341347,-0.0008264,20.6611576,-0.5875188,-0.2946433,4.0000000,0.4780415,1.0388134,15.7059870,-1.0673281,1.6963995
907,-13,-5.294003851150472,18.485490967536482,-13.2404051,-0.0043802,4.9586778,-1.3589408,0.5169998,4.0000000,-0.2011945,1.0287675,13.5795279,1.2351941,4.1502728
908,-13,-5.286547211150472,18.485490967536482,-13.2422123,-0.0027273,12.3966942,-1.2143118,0.4935964,4.0000000,-0.1964333,1.0319563,14.3028908,1.1836261,3.7658255
909,-13,-5.279090571150472,18.485490967536482,-13.2441111,-0.0009091,21.4876041,-1.0797678,0.4292364,4.0000000,-0.2142235,1.0350932,14.9765368,1.0726963,3.2414372
910,-13,-5.271633931150472,18.485490967536482,-13.2460938,0.0009091,30.5785122,-0.9537724,0.3279218,4.0000000,-0.2510812,1.0380449,15.5789776,0.9069248,2.6520228
911,-13,-5.264177291150472,18.485490967536482,-13.2481508,0.0030579,39.6694221,-0.8183553,0.1859012,4.0000000,-0.3033615,1.0406600,16.0963707,0.6751639,2.0507302
912,-13,-5.256720651150472,18.485490967536482,-13.2502680,-0.0045455,9.0909090,-0.6489707,0.0012563,4.0000000,-0.3664087,1.0427333,16.4918365,0.3689213,1.5363970
913,-13,-5.249264011150472,18.485490967536482,-13.2524261,-0.0025620,16.5289249,-0.4384324,-0.2116796,4.0000000,-0.4347964,1.0440842,16.7433434,0.0114372,1.2762446
914,-13,-5.241807371150472,18.485490967536482,-13.2546034,-0.0007438,25.6198349,-0.1953047,-0.4312303,4.0000000,-0.5022776,1.0446483,16.8452702,-0.3601831,1.3665646
915,-13,-5.234350731150472,18.485490967536482,-13.2567768,0.0011570,34.7107430,0.0618901,-0.6407107,4.0000000,-0.5628896,1.0444643,16.8071098,-0.7185318,1.7909603
916,-13,-5.226894091150472,18.485490967536482,-13.2589273,0.0033058,43.8016510,0.3022486,-0.8263559,4.0000000,-0.6082462,1.0436416,16.6514664,-1.0444658,2.4574804
917,-13,-5.219437451150472,18.485490967536482,-13.2610369,-0.0043802,9.0909090,0.4922357,-0.9822546,4.0000000,-0.6297172,1.0423590,16.4056454,-1.3347921,3.2675958
918,-13,-5.211980811150472,18.485490967536482,-13.2630930,-0.0023967,15.7024794,0.6144695,-1.1107327,4.0000000,-0.6200905,1.0407965,16.1037769,-1.6013749,4.1555653
919,-13,-5.204524171150472,18.485490967536482,-13.2650852,-0.0005785,23.1404953,0.6422359,-1.2075586,4.0000000,-0.5744581,1.0390861,15.7662363,-1.8406591,5.0414100
920,-13,-5.197067531150472,18.485490967536482,-13.2670040,0.0012397,31.4049587,0.5624073,-1.2743511,4.0000000,-0.4887733,1.0374094,15.4265203,-2.0599289,5.8935280
921,-13,-5.189610891150472,18.485490967536482,-13.2688475,0.0032231,39.6694221,0.3644919,-1.3091211,4.0000000,-0.3621327,1.0358951,15.1137457,-2.2561095,6.6651735
922,-13,-5.182154251150472,18.485490967536482,-13.2706108,-0.0049587,6.6115704,0.0402596,-1.3103024,4.0000000,-0.1935923,1.0346478,14.8475304,-2.4270124,7.3344879
923,-13,-5.174697611150472,18.485490967536482,-13.2722969,-0.0033058,10.7438021,-0.4155219,-1.2729424,4.0000000,0.0145054,1.0338233,14.6676264,-2.5603902,7.8689756
924,-13,-5.167240971150472,18.485490967536482,-13.2739096,-0.0017355,15.7024794,-0.9481153,-1.2110316,4.0000000,0.2466327,1.0335093,14.5969591,-2.6686957,8.3401871
925,-13,-5.159784331150472,18.485490967536482,-13.2754555,-0.0001653,21.4876041,-1.5129533,-1.1352766,4.0000000,0.4847977,1.0337372,14.6437740,-2.7553508,8.8012037
926,-13,-5.152327691150472,18.485490967536482,-13.2769403,0.0014050,27.2727280,-2.0675485,-1.0526743,5.0000000,0.7099893,1.0345281,14.8088388,-2.8153379,9.2547188
927,-13,-5.144871051150472,18.485490967536482,-13.2783728,0.0028926,33.8842964,-2.5676076,-0.9689451,5.0000000,0.9023926,1.0358571,15.0845928,-2.8402827,9.6687479
928,-13,-5.137414411150472,18.485490967536482,-13.2797556,0.0042975,40.4958687,-2.9755518,-0.8919886,4.0000000,1.0437636,1.0376747,15.4567270,-2.8277407,10.0221739
929,-13,-5.129957771150472,18.485490967536482,-13.2810955,-0.0043802,11.5702477,-3.2830520,-0.8200010,4.0000000,1.1305046,1.0399487,15.9055738,-2.7705066,10.2673502
930,-13,-5.122501131150472,18.485490967536482,-13.2823944,-0.0030579,15.7024794,-3.4828143,-0.7527432,4.0000000,1.1623503,1.0426177,16.4156590,-2.6678369,10.3714314
931,-13,-5.115044491150472,18.485490967536482,-13.2836533,-0.0018182,19.8347111,-3.5899816,-0.6847835,4.0000000,1.1521603,1.0456361,16.9728336,-2.5217273,10.3216248
932,-13,-5.107587851150472,18.485490967536482,-13.2848749,-0.0004959,24.7933884,-3.5977190,-0.6234258,4.0000000,1.0992579,1.0489634,17.5634537,-2.3461096,10.1309690
933,-13,-5.100131211150472,18.485490967536482,-13.2860594,0.0006612,29.7520657,-3.5088181,-0.5716291,4.0000000,1.0041730,1.0525315,18.1727962,-2.1474311,9.7982359
934,-13,-5.092674571150472,18.485490967536482,-13.2872066,0.0018182,34.7107430,-3.3378963,-0.5332296,4.0000000,0.8689157,1.0562340,18.7821064,-1.9353749,9.3502550
935,-13,-5.085217931150471,18.485490967536482,-13.2883139,0.0029752,40.4958687,-3.1006188,-0.5074948,4.0000000,0.7008027,1.0600007,19.3795967,-1.7157924,8.7990770
936,-13,-5.077761291150471,18.485490967536482,-13.2893791,0.0039669,45.4545441,-2.8063378,-0.4998513,4.0000000,0.4971813,1.0637470,19.9512634,-1.4968839,8.1770544
937,-13,-5.070304651150471,18.485490967536482,-13.2903967,-0.0050413,14.8760328,-2.4832606,-0.5072993,4.0000000,0.2668567,1.0673544,20.4844875,-1.2814553,7.5380354
938,-13,-5.062848011150471,18.485490967536482,-13.2913599,-0.0041322,18.1818180,-2.1408310,-0.5274193,4.0000000,0.0223611,1.0707484,20.9711437,-1.0771996,6.9003038
939,-13,-5.055391371150471,18.485490967536482,-13.2922611,-0.0032231,21.4876041,-1.7962836,-0.5592626,4.0000000,-0.2298012,1.0738803,21.4075375,-0.8887240,6.3177943
940,-13,-5.047934731150471,18.485490967536482,-13.2930937,-0.0023967,24.7933884,-1.4588175,-0.6046901,4.0000000,-0.4873353,1.0767031,21.7929192,-0.7220450,5.8470564
941,-13,-5.040478091150471,18.485490967536482,-13.2938490,-0.0016529,28.0991745,-1.1271234,-0.6619124,4.0000000,-0.7441179,1.0791922,22.1240692,-0.5797070,5.5002403
942,-13,-5.033021451150471,18.485490967536482,-13.2945166,-0.0009917,30.5785122,-0.7990692,-0.7338687,4.0000000,-1.0008518,1.0813384,22.4040260,-0.4668857,5.3259101
943,-13,-5.025564811150471,18.485490967536482,-13.2950888,-0.0005785,32.2314034,-0.4798627,-0.8124053,4.0000000,-1.2431006,1.0831186,22.6336098,-0.3817101,5.3005605
944,-13,-5.018108171150471,18.485490967536482,-13.2955542,-0.0001653,33.8842964,-0.1670481,-0.9000567,4.0000000,-1.4695539,1.0845592,22.8175049,-0.3305596,5.4587126
945,-13,-5.010651531150471,18.485490967536482,-13.2959032,0.0000826,34.7107430,0.1366906,-0.9911675,4.0000000,-1.6684519,1.0857179,22.9620304,-0.3138831,5.7611966
946,-13,-5.003194891150471,18.485490967536482,-13.2961273,0.0001653,35.5371895,0.4271138,-1.0828120,4.0000000,-1.8343179,1.0866451,23.0761471,-0.3313059,6.1835794
947,-13,-4.995738251150471,18.485490967536482,-13.2962179,0.0002479,36.3636360,0.6947465,-1.1641868,5.0000000,-1.9458756,1.0874006,23.1682739,-0.3824979,6.5827913
948,-13,-4.988281611150471,18.485490967536482,-13.2961683,0.0001653,35.5371895,0.9294221,-1.2333933,4.0000000,-2.0023265,1.0880395,23.2464027,-0.4644600,6.9205933
949,-13,-4.980824971150471,18.485490967536482,-13.2959747,-0.0000826,34.7107430,1.1213533,-1.2865409,4.0000000,-1.9997462,1.0886227,23.3165264,-0.5733355,7.1278768
950,-13,-4.973368331150471,18.485490967536482,-13.2956352,-0.0004959,33.8842964,1.2607815,-1.3228937,4.0000000,-1.9460647,1.0891863,23.3838902,-0.6997228,7.1989603
951,-13,-4.965911691150471,18.485490967536482,-13.2951517,-0.0009917,32.2314034,1.3401787,-1.3377596,4.0000000,-1.8414003,1.0897492,23.4515285,-0.8341190,7.0673594
952,-13,-4.958455051150471,18.485490967536482,-13.2945251,-0.0015702,30.5785122,1.3521923,-1.3269048,4.0000000,-1.6912801,1.0903198,23.5204010,-0.9625295,6.6954508
953,-13,-4.950998411150471,18.485490967536482,-13.2937641,-0.0023140,28.0991745,1.2970563,-1.2869952,4.0000000,-1.4995360,1.0908934,23.5890160,-1.0744543,6.0609436
954,-13,-4.943541771150471,18.485490967536482,-13.2928772,-0.0030579,25.6198349,1.1847087,-1.2223356,4.0000000,-1.2891616,1.0914279,23.6529636,-1.1555095,5.2712398
955,-13,-4.936085131150471,18.485490967536482,-13.2918777,-0.0040496,22.3140488,1.0273356,-1.1349512,4.0000000,-1.0688033,1.0918754,23.7055836,-1.2010993,4.3890038
956,-13,-4.928628491150471,18.485490967536482,-13.2907791,-0.0050413,19.0082645,0.8361489,-1.0265670,4.0000000,-0.8482320,1.0921879,23.7451553,-1.2049019,3.4855902
957,-13,-4.921171851150472,18.485490967536482,-13.2895975,0.0039669,47.9338837,0.6306143,-0.9013810,4.0000000,-0.6354365,1.0923271,23.7614174,-1.1673254,2.6305733
958,-13,-4.913715211150471,18.485490967536482,-13.2883501,0.0028099,44.6280975,0.4401644,-0.7719777,4.0000000,-0.4512132,1.0922859,23.7536526,-1.0927421,1.9223651
959,-13,-4.906258571150472,18.485490967536482,-13.2870541,0.0016529,40.4958687,0.2825063,-0.6463894,4.0000000,-0.3027304,1.0920831,23.7282562,-0.9900485,1.3742816
960,-13,-4.898801931150471,18.485490967536482,-13.2857227,0.0004959,37.1900826,0.1624772,-0.5276277,4.0000000,-0.1899357,1.0917780,23.6911449,-0.8653198,0.9594656
961,-13,-4.891345291150472,18.485490967536482,-13.2843685,-0.0007438,33.0578499,0.0771769,-0.4177582,4.0000000,-0.1071392,1.0914305,23.6481209,-0.7283772,0.6541361
962,-13,-4.883888651150472,18.485490967536482,-13.2830029,-0.0019835,28.9256191,0.0221659,-0.3174547,4.0000000,-0.0496111,1.0910956,23.6060696,-0.5852983,0.4316510
963,-13,-4.876432011150472,18.485490967536482,-13.2816315,-0.0033058,24.7933884,-0.0070186,-0.2299817,4.0000000,-0.0140827,1.0908035,23.5708294,-0.4458807,0.2746699
964,-13,-4.868975371150472,18.485490967536482,-13.2802601,-0.0046281,20.6611576,-0.0143105,-0.1595474,4.0000000,-0.0017572,1.0905776,23.5422859,-0.3173377,0.1619218
965,-13,-4.861518731150472,18.485490967536482,-13.2788925,0.0039669,47.1074371,-0.0086102,-0.1070333,4.0000000,-0.0108474,1.0904524,23.5267181,-0.2032193,0.0799295
966,-13,-4.854062091150472,18.485490967536482,-13.2775278,0.0026446,42.9752083,-0.0002482,-0.0713120,4.0000000,-0.0345769,1.0904409,23.5245552,-0.1080471,0.0271733
967,-13,-4.846605451150472,18.485490967536482,-13.2761641,0.0013223,38.8429756,0.0021700,-0.0483667,4.0000000,-0.0608533,1.0905308,23.5362453,-0.0358800,0.0078055
968,-13,-4.839148811150472,18.485490967536482,-13.2747965,-0.0000826,33.8842964,-0.0063501,-0.0368369,4.0000000,-0.0850971,1.0906745,23.5538673,0.0114232,0.0275920
969,-13,-4.831692171150472,18.485490967536482,-13.2734213,-0.0014050,29.7520657,-0.0288670,-0.0315868,4.0000000,-0.0952122,1.0908258,23.5721302,0.0320386,0.0896751
970,-13,-4.824235531150472,18.485490967536482,-13.2720327,-0.0028099,24.7933884,-0.0652958,-0.0263590,4.0000000,-0.0815896,1.0909101,23.5837135,0.0288717,0.1906586
971,-13,-4.816778891150472,18.485490967536482,-13.2706280,-0.0042975,20.6611576,-0.1137247,-0.0170551,4.0000000,-0.0355049,1.0908440,23.5771980,0.0013948,0.3243280
972,-13,-4.809322251150472,18.485490967536482,-13.2692032,0.0042149,47.1074371,-0.1793862,-0.0104206,4.0000000,0.0316958,1.0905447,23.5396252,-0.0525370,0.5081293
973,-13,-4.801865611150472,18.485490967536482,-13.2677593,0.0027273,42.1487617,-0.2675947,-0.0111509,4.0000000,0.1111903,1.0899442,23.4658070,-0.1334922,0.7559050
974,-13,-4.794408971150472,18.485490967536482,-13.2662945,0.0012397,37.1900826,-0.3808492,-0.0204098,4.0000000,0.1972268,1.0890369,23.3539104,-0.2380464,1.0722119
975,-13,-4.786952331150472,18.485490967536482,-13.2648077,-0.0003306,31.4049587,-0.5132934,-0.0323783,4.0000000,0.2960413,1.0878141,23.2027874,-0.3607979,1.4386410
976,-13,-4.779495691150472,18.485490967536482,-13.2632990,-0.0018182,26.4462814,-0.6640062,-0.0432473,4.0000000,0.4095631,1.0862660,23.0098038,-0.4960578,1.8504111
977,-13,-4.772039051150472,18.485490967536482,-13.2617683,-0.0033058,21.4876041,-0.8247214,-0.0522632,4.0000000,0.5317370,1.0843778,22.7696724,-0.6362635,2.2819784
978,-13,-4.764582411150472,18.485490967536482,-13.2602177,-0.0047934,17.3553715,-0.9951144,-0.0628221,4.0000000,0.6540965,1.0821575,22.4850883,-0.7797406,2.7307930
979,-13,-4.757125771150472,18.485490967536482,-13.2586517,0.0036364,43.8016510,-1.1616291,-0.0683751,4.0000000,0.7779423,1.0796556,22.1594563,-0.9146925,3.1579463
980,-13,-4.749669131150472,18.485490967536482,-13.2570715,0.0019835,37.1900826,-1.3176402,-0.0676987,4.0000000,0.9011300,1.0768924,21.7919693,-1.0365273,3.5451858
981,-13,-4.742212491150472,18.485490967536482,-13.2554827,0.0003306,31.4049587,-1.4619025,-0.0665921,4.0000000,1.0116714,1.0738730,21.3820114,-1.1448556,3.8894989
982,-13,-4.734755851150472,18.485490967536482,-13.2538919,-0.0012397,25.6198349,-1.5767311,-0.0705676,4.0000000,1.0952293,1.0706964,20.9389706,-1.2363644,4.1449180
983,-13,-4.727299211150472,18.485490967536482,-13.2523012,-0.0027273,20.6611576,-1.6619312,-0.0765034,4.0000000,1.1569566,1.0674384,20.4732494,-1.3099635,4.3151641
984,-13,-4.719842571150472,18.485490967536482,-13.2507153,-0.0043802,15.7024794,-1.7069691,-0.0814827,4.0000000,1.1968724,1.0641314,19.9886856,-1.3598378,4.3771353
985,-13,-4.712385931150472,18.485490967536482,-13.2491388,0.0039669,42.9752083,-1.7156447,-0.0858114,4.0000000,1.2148443,1.0608425,19.4928226,-1.3864671,4.3454671
986,-13,-4.704929291150472,18.485490967536482,-13.2475739,0.0025620,36.3636360,-1.6891201,-0.0932931,4.0000000,1.2076920,1.0576211,18.9902897,-1.3942784,4.2279220
987,-13,-4.697472651150472,18.485490967536482,-13.2460251,0.0010744,29.7520657,-1.6213874,-0.1070532,4.0000000,1.1705490,1.0545076,18.4912815,-1.3846555,4.0163808
988,-13,-4.690016011150472,18.485490967536482,-13.2444944,-0.0004132,23.9669418,-1.5229073,-0.1257189,4.0000000,1.1095747,1.0515702,18.0052032,-1.3610125,3.7432315
989,-13,-4.682559371150472,18.485490967536482,-13.2429819,-0.0019835,18.1818180,-1.3969699,-0.1442180,4.0000000,1.0303606,1.0488344,17.5398407,-1.3187966,3.4178791
990,-13,-4.675102731150472,18.485490967536482,-13.2414894,-0.0035537,13.2231407,-1.2559363,-0.1676212,4.0000000,0.9343832,1.0463076,17.0966263,-1.2696255,3.0763116
991,-13,-4.667646091150472,18.485490967536482,-13.2400160,-0.0051240,9.0909090,-1.1009253,-0.1995450,4.0000000,0.8212779,1.0440326,16.6847324,-1.2203678,2.7305582
992,-13,-4.660189451150472,18.485490967536482,-13.2385607,0.0034711,40.4958687,-0.9434999,-0.2380756,4.0000000,0.6994594,1.0420176,16.3130512,-1.1756105,2.4121990
993,-13,-4.652732811150472,18.485490967536482,-13.2371206,0.0020661,33.0578499,-0.7992212,-0.2745497,4.0000000,0.5831736,1.0402584,15.9812088,-1.1322730,2.1432805
994,-13,-4.645276171150472,18.485490967536482,-13.2356930,0.0005785,26.4462814,-0.6714430,-0.3068130,4.0000000,0.4761361,1.0387360,15.6872253,-1.0897621,1.9211131
995,-13,-4.637819531150472,18.485490967536482,-13.2342749,-0.0007438,20.6611576,-0.5681214,-0.3323617,4.0000000,0.3853863,1.0374082,15.4260454,-1.0501097,1.7503035
996,-13,-5.301460491150472,18.478034327536481,-13.2390137,0.0042975,42.9752083,-2.0769897,0.2890738,4.0000000,-0.6374070,1.0267382,13.0946274,1.2155546,4.9272141
997,-13,-5.294003851150472,18.478034327536481,-13.2407684,-0.0042149,5.7851238,-1.9000480,0.3056606,4.0000000,-0.5960215,1.0297276,13.7956934,1.2073427,4.6231685
998,-13,-5.286547211150472,18.478034327536481,-13.2426128,-0.0024793,14.0495872,-1.7045697,0.2883644,4.0000000,-0.5793276,1.0328150,14.4870777,1.1560564,4.1883407
999,-13,-5.279090571150472,18.478034327536481,-13.2445450,-0.0006612,23.1404953,-1.4966166,0.2335403,4.0000000,-0.5846422,1.0358560,15.1291399,1.0517228,3.6400564
1000,-13,-5.271633931150472,18.478034327536481,-13.2465582,0.0011570,32.2314034,-1.2838876,0.1473012,4.0000000,-0.6055118,1.0387031,15.7045660,0.9001142,3.0555222
1001,-13,-5.264177291150472,18.478034327536481,-13.2486420,0.0033884,41.3223152,-1.0507816,0.0241974,4.0000000,-0.6403824,1.0412202,16.1985874,0.6887773,2.4712679
1002,-13,-5.256720651150472,18.478034327536481,-13.2507839,-0.0041322,10.7438021,-0.7809485,-0.1383419,4.0000000,-0.6833950,1.0432156,16.5765610,0.4067113,1.9747518
1003,-13,-5.249264011150472,18.478034327536481,-13.2529659,-0.0021488,19.0082645,-0.4737257,-0.3285567,4.0000000,-0.7298569,1.0445240,16.8196678,0.0727435,1.7002931
1004,-13,-5.241807371150472,18.478034327536481,-13.2551670,-0.0003306,28.0991745,-0.1507089,-0.5260766,4.0000000,-0.7745458,1.0450819,16.9190292,-0.2776073,1.7396142
1005,-13,-5.234350731150472,18.478034327536481,-13.2573681,0.0016529,37.1900826,0.1555099,-0.7120435,4.0000000,-0.8105657,1.0449020,16.8809700,-0.6135214,2.0821018
1006,-13,-5.226894091150472,18.478034327536481,-13.2595472,0.0038843,46.2809906,0.4113030,-0.8726176,4.0000000,-0.8320200,1.0441153,16.7328873,-0.9132152,2.6354961
1007,-13,-5.219437451150472,18.478034327536481,-13.2616911,-0.0037190,11.5702477,0.5919845,-1.0054367,4.0000000,-0.8315009,1.0429045,16.5032787,-1.1793723,3.3227124
1008,-13,-5.211980811150472,18.478034327536481,-13.2637863,-0.0017355,19.0082645,0.6906595,-1.1144279,4.0000000,-0.8016296,1.0414370,16.2229061,-1.4272263,4.0963898
1009,-13,-5.204524171150472,18.478034327536481,-13.2658243,0.0000826,27.2727280,0.6827964,-1.1956358,4.0000000,-0.7372118,1.0398356,15.9087696,-1.6540598,4.8998036
1010,-13,-5.197067531150472,18.478034327536481,-13.2677975,0.0020661,36.3636360,0.5600332,-1.2511922,4.0000000,-0.6336221,1.0382549,15.5933256,-1.8687624,5.7171521
1011,-13,-5.189610891150472,18.478034327536481,-13.2697029,0.0042149,45.4545441,0.3136103,-1.2792268,4.0000000,-0.4882063,1.0368356,15.3035212,-2.0702474,6.5136266
1012,-13,-5.182154251150472,18.478034327536481,-13.2715378,-0.0039669,9.0909090,-0.0607303,-1.2784747,4.0000000,-0.2994569,1.0356725,15.0580931,-2.2574923,7.2702618
1013,-13,-5.174697611150472,18.478034327536481,-13.2733030,-0.0023140,14.0495872,-0.5603368,-1.2446550,4.0000000,-0.0717694,1.0349140,14.8956089,-2.4175408,7.9470749
1014,-13,-5.167240971150472,18.478034327536481,-13.2750034,-0.0007438,19.8347111,-1.1412154,-1.1893194,4.0000000,0.1840663,1.0346596,14.8390579,-2.5627050,8.6035719
1015,-13,-5.159784331150472,18.478034327536481,-13.2766447,0.0009917,26.4462814,-1.7444898,-1.1240348,4.0000000,0.4477400,1.0349464,14.8959522,-2.6958096,9.2601624
1016,-13,-5.152327691150472,18.478034327536481,-13.2782335,0.0026446,33.0578499,-2.3283212,-1.0558035,4.0000000,0.7007575,1.0357838,15.0679893,-2.8123646,9.9109173
1017,-13,-5.144871051150472,18.478034327536481,-13.2797756,0.0042149,40.4958687,-2.8489995,-0.9923808,5.0000000,0.9212356,1.0371565,15.3491163,-2.9059970,10.5339565
1018,-13,-5.137414411150472,18.478034327536481,-13.2812757,-0.0042975,11.5702477,-3.2648053,-0.9375374,5.0000000,1.0891167,1.0390279,15.7220860,-2.9641914,11.0587301
1019,-13,-5.129957771150472,18.478034327536481,-13.2827358,-0.0028926,15.7024794,-3.5693991,-0.8895636,5.0000000,1.1979194,1.0413409,16.1709137,-2.9770465,11.4437189
1020,-13,-5.122501131150472,18.478034327536481,-13.2841578,-0.0014050,20.6611576,-3.7532344,-0.8457502,4.0000000,1.2457952,1.0440478,16.6801529,-2.9372957,11.6342001
