OID_,RegQ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
149,-12,-2.937705611150471,21.773869207536482,-12.7928286,-0.0023140,0.0000000,-0.0718453,-0.3530988,4.0000000,-0.7841467,1.0093744,7.8159170,0.0779490,0.6787518
150,-12,-2.930248971150471,21.773869207536482,-12.7935410,-0.0017355,0.0000000,-0.1037849,-0.4271159,3.0000000,-0.9165622,1.0086539,7.5100842,0.0623303,0.9851876
151,-12,-2.922792331150471,21.773869207536482,-12.7942181,-0.0012397,0.0000000,-0.1575561,-0.4980005,4.0000000,-1.0504104,1.0077945,7.1256037,0.0544094,1.3660431
152,-12,-2.915335691150471,21.773869207536482,-12.7948465,-0.0008264,0.0000000,-0.2305005,-0.5553484,4.0000000,-1.1763451,1.0068402,6.6723804,0.0656483,1.7607492
153,-12,-2.907879051150471,21.773869207536482,-12.7954206,-0.0004959,0.0000000,-0.3159352,-0.5951673,4.0000000,-1.2888353,1.0058491,6.1670341,0.0985007,2.1166213
154,-12,-2.900422411150471,21.773869207536482,-12.7959318,-0.0002479,0.0000000,-0.4040932,-0.6180294,4.0000000,-1.3855650,1.0048654,5.6218619,0.1495062,2.4002635
155,-12,-2.892965771150471,21.773869207536482,-12.7963762,-0.0000826,0.0000000,-0.4862800,-0.6220587,4.0000000,-1.4594345,1.0039424,5.0526724,0.2153171,2.5764935
156,-12,-2.885509131150471,21.773869207536482,-12.7967520,0.0000000,0.0000000,-0.5534644,-0.6051102,4.0000000,-1.5006793,1.0031114,4.4816966,0.2904589,2.6167400
157,-12,-2.878052491150471,21.773869207536482,-12.7970591,0.0000000,0.0000000,-0.5983202,-0.5631294,4.0000000,-1.4935309,1.0023938,3.9241285,0.3672720,2.4983103
158,-12,-2.870595851150471,21.773869207536482,-12.7972994,0.0000000,0.0000000,-0.6091980,-0.4998802,4.0000000,-1.4241967,1.0018094,3.4039819,0.4244364,2.2402256
159,-12,-2.863139211150471,21.773869207536482,-12.7974806,0.0000000,0.0000000,-0.5903760,-0.4192008,4.0000000,-1.2888037,1.0013527,2.9354048,0.4504021,1.8974435
160,-12,-2.855682571150471,21.773869207536482,-12.7976093,0.0000000,0.0000000,-0.5464386,-0.3293988,4.0000000,-1.0954499,1.0010056,2.5274704,0.4366524,1.5348225
161,-12,-3.049555211150471,21.766412567536481,-12.7827406,-0.0024793,0.8264463,0.0358274,-0.3635546,4.0000000,-0.6069311,1.0125542,9.0283766,-0.1201781,0.4898032
162,-12,-3.042098571150471,21.766412567536481,-12.7834635,-0.0017355,2.4793389,0.0197750,-0.3551845,4.0000000,-0.5949279,1.0121080,8.8666353,-0.1154410,0.4966909
163,-12,-3.034641931150471,21.766412567536481,-12.7841740,-0.0009917,4.9586778,-0.0010961,-0.3377341,4.0000000,-0.5676355,1.0117023,8.7165337,-0.1078327,0.4879098
164,-12,-3.027185291150471,21.766412567536481,-12.7848759,-0.0003306,7.4380164,-0.0321117,-0.3058870,4.0000000,-0.5210599,1.0113493,8.5817738,-0.0907141,0.4649670
165,-12,-3.019728651150471,21.766412567536481,-12.7855711,0.0003306,10.7438021,-0.0685926,-0.2626832,4.0000000,-0.4608985,1.0110688,8.4747887,-0.0644679,0.4365793
166,-12,-3.012272011150471,21.766412567536481,-12.7862663,0.0009917,14.8760328,-0.1034867,-0.2159852,4.0000000,-0.3998861,1.0108658,8.3975363,-0.0320842,0.4145281
167,-12,-3.004815371150471,21.766412567536481,-12.7869654,0.0017355,19.8347111,-0.1248694,-0.1746783,4.0000000,-0.3486662,1.0107343,8.3463116,-0.0006903,0.3906960
168,-12,-2.997358731150471,21.766412567536481,-12.7876730,0.0024793,25.6198349,-0.1325892,-0.1416456,4.0000000,-0.3125466,1.0106568,8.3173895,0.0292554,0.3625150
169,-12,-2.989902091150471,21.766412567536481,-12.7883902,0.0032231,32.2314034,-0.1246539,-0.1222043,4.0000000,-0.2957205,1.0106096,8.3013515,0.0513118,0.3242267
170,-12,-2.982445451150471,21.766412567536481,-12.7891188,0.0039669,39.6694221,-0.1061209,-0.1161253,4.0000000,-0.2988205,1.0105708,8.2870169,0.0665699,0.2794755
171,-12,-2.974988811150471,21.766412567536481,-12.7898569,0.0047934,47.9338837,-0.0835151,-0.1195919,4.0000000,-0.3176863,1.0105017,8.2609138,0.0785026,0.2358779
172,-12,-2.967532171150471,21.766412567536481,-12.7906008,-0.0043802,0.0000000,-0.0649784,-0.1295018,4.0000000,-0.3490680,1.0103824,8.2154369,0.0900645,0.2078140
173,-12,-2.960075531150471,21.766412567536481,-12.7913465,-0.0036364,0.0000000,-0.0523320,-0.1504066,4.0000000,-0.4002377,1.0102024,8.1468258,0.0994246,0.2064452
174,-12,-2.952618891150471,21.766412567536481,-12.7920914,-0.0029752,0.0000000,-0.0477592,-0.1893321,4.0000000,-0.4776893,1.0099249,8.0388098,0.0990251,0.2530660
175,-12,-2.945162251150471,21.766412567536481,-12.7928267,-0.0023140,0.0000000,-0.0590902,-0.2459037,3.0000000,-0.5810048,1.0095099,7.8718376,0.0891973,0.3804990
176,-12,-2.937705611150471,21.766412567536481,-12.7935429,-0.0017355,0.0000000,-0.0940412,-0.3123043,4.0000000,-0.7034848,1.0089450,7.6357479,0.0788763,0.6082931
177,-12,-2.930248971150471,21.766412567536481,-12.7942305,-0.0012397,0.0000000,-0.1535170,-0.3848124,4.0000000,-0.8407918,1.0082315,7.3258982,0.0711670,0.9413204
178,-12,-2.922792331150471,21.766412567536481,-12.7948780,-0.0008264,0.0000000,-0.2372364,-0.4519492,4.0000000,-0.9824344,1.0073868,6.9387689,0.0785359,1.3446740
179,-12,-2.915335691150471,21.766412567536481,-12.7954760,-0.0004959,0.0000000,-0.3385101,-0.5052533,4.0000000,-1.1194841,1.0064558,6.4843774,0.1089776,1.7587575
180,-12,-2.907879051150471,21.766412567536481,-12.7960138,-0.0002479,0.0000000,-0.4440835,-0.5393116,4.0000000,-1.2403926,1.0054979,5.9808364,0.1617694,2.1138480
181,-12,-2.900422411150471,21.766412567536481,-12.7964878,-0.0000826,0.0000000,-0.5473866,-0.5561245,4.0000000,-1.3470215,1.0045631,5.4440746,0.2347724,2.3906996
182,-12,-2.892965771150471,21.766412567536481,-12.7968931,0.0000000,0.0000000,-0.6377918,-0.5521390,4.0000000,-1.4258479,1.0036939,4.8918462,0.3215698,2.5460482
183,-12,-2.885509131150471,21.766412567536481,-12.7972288,0.0000000,0.0000000,-0.7050790,-0.5288770,4.0000000,-1.4689635,1.0029206,4.3439941,0.4112096,2.5698862
184,-12,-2.878052491150471,21.766412567536481,-12.7974939,0.0000000,0.0000000,-0.7405249,-0.4815738,4.0000000,-1.4546764,1.0022640,3.8175554,0.4915287,2.4386265
185,-12,-2.870595851150471,21.766412567536481,-12.7976942,0.0000000,0.0000000,-0.7355054,-0.4110851,4.0000000,-1.3615924,1.0017349,3.3345160,0.5394222,2.1669214
186,-12,-2.863139211150471,21.766412567536481,-12.7978354,0.0000000,0.0000000,-0.6938571,-0.3263750,4.0000000,-1.1924123,1.0013235,2.9088826,0.5396621,1.8261116
187,-12,-2.855682571150471,21.766412567536481,-12.7979259,0.0000000,0.0000000,-0.6241223,-0.2360057,4.0000000,-0.9625294,1.0010130,2.5414040,0.4905179,1.4781984
188,-12,-2.848225931150471,21.766412567536481,-12.7979755,0.0000000,0.0000000,-0.5386620,-0.1429497,4.0000000,-0.6954751,1.0007826,2.2311568,0.4095757,1.1630652
189,-12,-2.840769291150471,21.766412567536481,-12.7979927,0.0000000,0.0000000,-0.4545049,-0.0602247,5.0000000,-0.4434253,1.0006086,1.9669563,0.3229758,0.9258069
190,-12,-3.049555211150471,21.758955927536480,-12.7836599,-0.0016529,2.4793389,0.0118558,-0.3401754,4.0000000,-0.6129187,1.0118828,8.7833385,-0.0674322,0.4696757
191,-12,-3.042098571150471,21.758955927536480,-12.7843657,-0.0009091,4.9586778,-0.0018263,-0.3251684,4.0000000,-0.5863432,1.0114366,8.6162882,-0.0639936,0.4545688
192,-12,-3.034641931150471,21.758955927536480,-12.7850590,-0.0001653,8.2644625,-0.0184551,-0.3008031,4.0000000,-0.5438660,1.0110410,8.4649277,-0.0577402,0.4234730
193,-12,-3.027185291150471,21.758955927536480,-12.7857437,0.0004959,11.5702477,-0.0439637,-0.2622196,4.0000000,-0.4836253,1.0107065,8.3355980,-0.0408139,0.3839176
194,-12,-3.019728651150471,21.758955927536480,-12.7864237,0.0011570,15.7024794,-0.0703715,-0.2163420,4.0000000,-0.4136073,1.0104529,8.2366953,-0.0190766,0.3455754
195,-12,-3.012272011150471,21.758955927536480,-12.7871046,0.0018182,20.6611576,-0.0958352,-0.1650509,4.0000000,-0.3412176,1.0102851,8.1689930,0.0111159,0.3156520
196,-12,-3.004815371150471,21.758955927536480,-12.7877903,0.0025620,26.4462814,-0.1085125,-0.1206148,4.0000000,-0.2790867,1.0101912,8.1331339,0.0378570,0.2882000
197,-12,-2.997358731150471,21.758955927536480,-12.7884855,0.0033058,33.0578499,-0.1080219,-0.0871129,4.0000000,-0.2351644,1.0101597,8.1229277,0.0609387,0.2576355
198,-12,-2.989902091150471,21.758955927536480,-12.7891922,0.0040496,40.4958687,-0.0946544,-0.0688974,4.0000000,-0.2135743,1.0101583,8.1230917,0.0757796,0.2177177
199,-12,-2.982445451150471,21.758955927536480,-12.7899094,0.0048760,48.7603302,-0.0738972,-0.0633449,4.0000000,-0.2108531,1.0101584,8.1247120,0.0841634,0.1713873
200,-12,-2.974988811150471,21.758955927536480,-12.7906370,-0.0042975,0.0000000,-0.0525372,-0.0699735,4.0000000,-0.2276635,1.0101248,8.1141138,0.0877165,0.1307163
201,-12,-2.967532171150471,21.758955927536480,-12.7913694,-0.0035537,0.0000000,-0.0368442,-0.0844721,4.0000000,-0.2597958,1.0100375,8.0819445,0.0908515,0.1076414
202,-12,-2.960075531150471,21.758955927536480,-12.7921038,-0.0028926,0.0000000,-0.0308406,-0.1089984,4.0000000,-0.3120226,1.0098836,8.0202379,0.0940258,0.1154142
203,-12,-2.952618891150471,21.758955927536480,-12.7928343,-0.0023140,0.0000000,-0.0381711,-0.1524854,4.0000000,-0.3938757,1.0096204,7.9170427,0.0889049,0.1789244
204,-12,-2.945162251150471,21.758955927536480,-12.7935534,-0.0017355,0.0000000,-0.0659800,-0.2133592,4.0000000,-0.5035766,1.0092154,7.7514715,0.0768581,0.3305573
205,-12,-2.937705611150471,21.758955927536480,-12.7942514,-0.0011570,0.8264463,-0.1213566,-0.2828253,4.0000000,-0.6352136,1.0086553,7.5138836,0.0695631,0.5896025
206,-12,-2.930248971150471,21.758955927536480,-12.7949162,-0.0006612,1.6528926,-0.2049001,-0.3547474,4.0000000,-0.7830083,1.0079464,7.2007713,0.0735136,0.9525831
207,-12,-2.922792331150471,21.758955927536480,-12.7955379,-0.0002479,2.4793389,-0.3114272,-0.4198174,4.0000000,-0.9371505,1.0071139,6.8113279,0.0975156,1.3787514
208,-12,-2.915335691150471,21.758955927536480,-12.7961054,0.0000826,3.3057852,-0.4322261,-0.4693337,4.0000000,-1.0865948,1.0062056,6.3593922,0.1479274,1.8039384
209,-12,-2.907879051150471,21.758955927536480,-12.7966118,0.0003306,4.1322312,-0.5519053,-0.4993325,4.0000000,-1.2212942,1.0052800,5.8635941,0.2226291,2.1612334
210,-12,-2.900422411150471,21.758955927536480,-12.7970505,0.0004959,4.9586778,-0.6632487,-0.5099077,4.0000000,-1.3365362,1.0043869,5.3383002,0.3167208,2.4230137
211,-12,-2.892965771150471,21.758955927536480,-12.7974186,0.0005785,5.7851238,-0.7553304,-0.4999119,4.0000000,-1.4196786,1.0035648,4.8082843,0.4198548,2.5591669
212,-12,-2.885509131150471,21.758955927536480,-12.7977152,0.0006612,6.6115704,-0.8182006,-0.4728451,4.0000000,-1.4611499,1.0028424,4.2893386,0.5154597,2.5699272
213,-12,-2.878052491150471,21.758955927536480,-12.7979422,0.0007438,7.4380164,-0.8432750,-0.4198191,4.0000000,-1.4279232,1.0022384,3.7988837,0.5882849,2.4202142
214,-12,-2.870595851150471,21.758955927536480,-12.7981024,0.0007438,7.4380164,-0.8252274,-0.3424169,4.0000000,-1.2991521,1.0017538,3.3570740,0.6143184,2.1386075
215,-12,-2.863139211150471,21.758955927536480,-12.7982054,0.0007438,7.4380164,-0.7642326,-0.2530208,4.0000000,-1.0856113,1.0013785,2.9740117,0.5795697,1.7964790
216,-12,-2.855682571150471,21.758955927536480,-12.7982588,0.0006612,6.6115704,-0.6762652,-0.1594494,4.0000000,-0.8161829,1.0010940,2.6475120,0.4972840,1.4613529
217,-12,-2.848225931150471,21.758955927536480,-12.7982740,0.0005785,5.7851238,-0.5741271,-0.0676053,5.0000000,-0.5290614,1.0008780,2.3725700,0.3938508,1.1707600
218,-12,-2.840769291150471,21.758955927536480,-12.7982588,0.0004959,4.9586778,-0.4741198,0.0134095,4.0000000,-0.2695167,1.0007111,2.1340246,0.2963356,0.9515750
219,-12,-2.833312651150471,21.758955927536480,-12.7982235,0.0004132,4.1322312,-0.3883750,0.0759505,4.0000000,-0.0613495,1.0005777,1.9215119,0.2132505,0.8015784
220,-12,-2.825856011150471,21.758955927536480,-12.7981739,0.0003306,3.3057852,-0.3231577,0.1219253,4.0000000,0.0947517,1.0004669,1.7278651,0.1490989,0.7070516
221,-12,-2.333717771150471,21.758955927536480,-12.7469444,0.0019835,35.5371895,-0.0760072,-0.1921296,4.0000000,-0.0923251,1.0312545,14.1505566,-0.2919340,0.3338285
222,-12,-2.326261131150471,21.758955927536480,-12.7451220,0.0001653,26.4462814,-0.0666737,-0.1373364,4.0000000,-0.0908194,1.0321018,14.3359184,-0.1838533,0.2352165
223,-12,-2.318804491150471,21.758955927536480,-12.7432795,-0.0016529,17.3553715,-0.0588884,-0.0771840,4.0000000,-0.0831293,1.0327328,14.4740639,-0.0712387,0.1612697
224,-12,-2.311347851150471,21.758955927536480,-12.7414255,-0.0036364,8.2644625,-0.0494983,-0.0137106,4.0000000,-0.0716000,1.0331428,14.5625601,0.0441788,0.1139200
225,-12,-2.303891211150471,21.758955927536480,-12.7395649,0.0044628,47.9338837,-0.0387135,0.0540089,4.0000000,-0.0543389,1.0333053,14.5982800,0.1623567,0.0999110
226,-12,-3.049555211150471,21.751499287536479,-12.7845526,-0.0007438,5.7851238,-0.0150984,-0.3024344,4.0000000,-0.5960583,1.0112702,8.5542269,-0.0088106,0.4225931
227,-12,-3.042098571150471,21.751499287536479,-12.7852402,0.0000000,9.0909090,-0.0257556,-0.2804794,4.0000000,-0.5564785,1.0108330,8.3861780,-0.0044802,0.3893007
228,-12,-3.034641931150471,21.751499287536479,-12.7859163,0.0007438,13.2231407,-0.0368828,-0.2498631,4.0000000,-0.5006519,1.0104561,8.2377234,0.0009257,0.3426706
229,-12,-3.027185291150471,21.751499287536479,-12.7865849,0.0014050,17.3553715,-0.0539634,-0.2064417,4.0000000,-0.4280746,1.0101548,8.1173601,0.0151911,0.2937183
230,-12,-3.019728651150471,21.751499287536479,-12.7872496,0.0020661,22.3140488,-0.0703981,-0.1564371,4.0000000,-0.3470736,1.0099390,8.0294867,0.0341994,0.2507502
231,-12,-3.012272011150471,21.751499287536479,-12.7879171,0.0027273,28.0991745,-0.0838530,-0.1027243,4.0000000,-0.2635771,1.0098100,7.9780564,0.0581285,0.2195936
232,-12,-3.004815371150471,21.751499287536479,-12.7885914,0.0034711,34.7107430,-0.0878553,-0.0573119,4.0000000,-0.1942519,1.0097599,7.9598284,0.0796281,0.1969463
233,-12,-2.997358731150471,21.751499287536479,-12.7892761,0.0042149,42.1487617,-0.0803920,-0.0257545,4.0000000,-0.1453038,1.0097779,7.9687142,0.0937948,0.1701596
234,-12,-2.989902091150471,21.751499287536479,-12.7899742,0.0049587,49.5867767,-0.0645453,-0.0099724,4.0000000,-0.1208080,1.0098226,7.9882336,0.1008633,0.1347331
235,-12,-2.982445451150471,21.751499287536479,-12.7906837,-0.0042149,0.0000000,-0.0451642,-0.0085422,4.0000000,-0.1175632,1.0098629,8.0079708,0.1004789,0.0943235
236,-12,-2.974988811150471,21.751499287536479,-12.7914028,-0.0034711,0.0000000,-0.0278963,-0.0212163,4.0000000,-0.1360819,1.0098724,8.0140724,0.0936493,0.0601036
237,-12,-2.967532171150471,21.751499287536479,-12.7921276,-0.0028099,0.0000000,-0.0179663,-0.0431747,4.0000000,-0.1738629,1.0098221,7.9949875,0.0875135,0.0455835
238,-12,-2.960075531150471,21.751499287536479,-12.7928534,-0.0022314,0.0000000,-0.0197618,-0.0751543,4.0000000,-0.2321839,1.0096864,7.9425669,0.0818753,0.0655157
239,-12,-2.952618891150471,21.751499287536479,-12.7935734,-0.0016529,0.8264463,-0.0383355,-0.1248727,4.0000000,-0.3213436,1.0094357,7.8434272,0.0715981,0.1463065
240,-12,-2.945162251150471,21.751499287536479,-12.7942791,-0.0010744,1.6528926,-0.0799523,-0.1924291,4.0000000,-0.4421904,1.0090394,7.6799517,0.0573322,0.3229496
241,-12,-2.937705611150471,21.751499287536479,-12.7949600,-0.0004959,3.3057852,-0.1498072,-0.2687990,4.0000000,-0.5885714,1.0084827,7.4421210,0.0509735,0.6149539
242,-12,-2.930248971150471,21.751499287536479,-12.7956057,0.0000000,4.9586778,-0.2486524,-0.3423023,4.0000000,-0.7508824,1.0077773,7.1258430,0.0662779,1.0054381
243,-12,-2.922792331150471,21.751499287536479,-12.7962036,0.0004132,6.6115704,-0.3668647,-0.4074931,4.0000000,-0.9203672,1.0069531,6.7370529,0.1053811,1.4492141
244,-12,-2.915335691150471,21.751499287536479,-12.7967443,0.0007438,8.2644625,-0.4947327,-0.4551898,4.0000000,-1.0843377,1.0060658,6.2898469,0.1739581,1.8769656
245,-12,-2.907879051150471,21.751499287536479,-12.7972202,0.0009917,9.9173555,-0.6198277,-0.4809521,4.0000000,-1.2304496,1.0051686,5.8011937,0.2685454,2.2250381
246,-12,-2.900422411150471,21.751499287536479,-12.7976255,0.0011570,11.5702477,-0.7343072,-0.4853324,4.0000000,-1.3510355,1.0043105,5.2956028,0.3803706,2.4671056
247,-12,-2.892965771150471,21.751499287536479,-12.7979593,0.0013223,13.2231407,-0.8233060,-0.4725606,4.0000000,-1.4360821,1.0035318,4.7893648,0.4909608,2.5886288
248,-12,-2.885509131150471,21.751499287536479,-12.7982187,0.0014876,14.8760328,-0.8861460,-0.4393253,4.0000000,-1.4653223,1.0028573,4.3025727,0.5866716,2.5835366
249,-12,-2.878052491150471,21.751499287536479,-12.7984085,0.0016529,16.5289249,-0.9055881,-0.3796694,4.0000000,-1.4020123,1.0022972,3.8517728,0.6426736,2.4165788
250,-12,-2.870595851150471,21.751499287536479,-12.7985315,0.0016529,16.5289249,-0.8748166,-0.2966402,4.0000000,-1.2289455,1.0018497,3.4550064,0.6356651,2.1210310
251,-12,-2.863139211150471,21.751499287536479,-12.7985964,0.0016529,16.5289249,-0.8020558,-0.1999283,4.0000000,-0.9673147,1.0015057,3.1144664,0.5674581,1.7762878
252,-12,-2.855682571150471,21.751499287536479,-12.7986145,0.0014876,14.8760328,-0.7021568,-0.1029509,5.0000000,-0.6677955,1.0012414,2.8275409,0.4618937,1.4543473
253,-12,-2.848225931150471,21.751499287536479,-12.7985945,0.0013223,13.2231407,-0.5894057,-0.0099055,4.0000000,-0.3691695,1.0010345,2.5814774,0.3493584,1.1840322
254,-12,-2.840769291150471,21.751499287536479,-12.7985477,0.0011570,11.5702477,-0.4798506,0.0708499,4.0000000,-0.1139540,1.0008674,2.3642399,0.2556539,0.9830340
255,-12,-2.833312651150471,21.751499287536479,-12.7984829,0.0009917,9.9173555,-0.3884811,0.1324091,4.0000000,0.0789675,1.0007279,2.1648555,0.1858507,0.8494730
256,-12,-2.825856011150471,21.751499287536479,-12.7984047,0.0008264,8.2644625,-0.3207497,0.1734923,4.0000000,0.2161962,1.0006088,1.9783859,0.1307884,0.7637526
257,-12,-2.818399371150471,21.751499287536479,-12.7983198,0.0006612,6.6115704,-0.2763320,0.1967521,4.0000000,0.3096967,1.0005058,1.8010323,0.0838074,0.7089974
258,-12,-2.810942731150471,21.751499287536479,-12.7982292,0.0004959,4.9586778,-0.2557834,0.2024036,4.0000000,0.3723623,1.0004181,1.6363336,0.0324448,0.6766511
259,-12,-2.348631051150471,21.751499287536479,-12.7509851,-0.0043802,2.4793389,-0.0587946,-0.3160680,4.0000000,-0.1319458,1.0286441,13.5568838,-0.5001901,0.5648158
260,-12,-2.341174411150471,21.751499287536479,-12.7492342,0.0040496,46.2809906,-0.0452493,-0.2758526,4.0000000,-0.1459968,1.0298340,13.8291655,-0.4057083,0.4350577
261,-12,-2.333717771150471,21.751499287536479,-12.7474508,0.0023967,37.1900826,-0.0382400,-0.2294452,4.0000000,-0.1567514,1.0308481,14.0593510,-0.3021389,0.3198512
262,-12,-2.326261131150471,21.751499287536479,-12.7456417,0.0005785,28.0991745,-0.0364258,-0.1778683,4.0000000,-0.1626943,1.0316768,14.2428122,-0.1930422,0.2252998
263,-12,-2.318804491150471,21.751499287536479,-12.7438135,-0.0012397,19.0082645,-0.0376852,-0.1241741,4.0000000,-0.1649002,1.0323051,14.3799782,-0.0834481,0.1571986
264,-12,-2.311347851150471,21.751499287536479,-12.7419720,-0.0031405,9.9173555,-0.0405168,-0.0669459,4.0000000,-0.1626394,1.0327258,14.4714327,0.0287477,0.1145285
265,-12,-2.303891211150471,21.751499287536479,-12.7401247,-0.0050413,3.3057852,-0.0436288,-0.0043367,4.0000000,-0.1537863,1.0329056,14.5119410,0.1451129,0.0997258
266,-12,-2.296434571150471,21.751499287536479,-12.7382803,0.0031405,41.3223152,-0.0462570,0.0536170,4.0000000,-0.1420628,1.0328363,14.4960642,0.2492968,0.1154868
267,-12,-2.288977931150471,21.751499287536479,-12.7364445,0.0014050,32.2314034,-0.0471598,0.1029623,4.0000000,-0.1282218,1.0325780,14.4387627,0.3341464,0.1488002
268,-12,-2.281521291150471,21.751499287536479,-12.7346230,-0.0004132,23.1404953,-0.0472838,0.1381748,4.0000000,-0.1166087,1.0321561,14.3460150,0.3929584,0.1842783
269,-12,-3.049555211150471,21.744042647536482,-12.7854233,0.0001653,9.9173555,-0.0449598,-0.2514076,4.0000000,-0.5620377,1.0107410,8.3498316,0.0592225,0.3646927
270,-12,-3.042098571150471,21.744042647536482,-12.7860928,0.0009091,14.0495872,-0.0493883,-0.2217638,4.0000000,-0.5071183,1.0103248,8.1852312,0.0635908,0.3133049
271,-12,-3.034641931150471,21.744042647536482,-12.7867508,0.0016529,19.0082645,-0.0531809,-0.1841476,4.0000000,-0.4370672,1.0099735,8.0447836,0.0687719,0.2556421
272,-12,-3.027185291150471,21.744042647536482,-12.7874041,0.0023140,23.9669418,-0.0590841,-0.1363619,4.0000000,-0.3521846,1.0097082,7.9364653,0.0794608,0.2024837
273,-12,-3.019728651150471,21.744042647536482,-12.7880554,0.0029752,29.7520657,-0.0640974,-0.0831834,4.0000000,-0.2618316,1.0095332,7.8645506,0.0954647,0.1630588
274,-12,-3.012272011150471,21.744042647536482,-12.7887106,0.0036364,36.3636360,-0.0657742,-0.0284848,4.0000000,-0.1708282,1.0094498,7.8303113,0.1138586,0.1402639
275,-12,-3.004815371150471,21.744042647536482,-12.7893744,0.0043802,43.8016510,-0.0612737,0.0166926,4.0000000,-0.0966043,1.0094532,7.8340502,0.1299894,0.1282458
276,-12,-2.997358731150471,21.744042647536482,-12.7900515,-0.0048760,0.0000000,-0.0492211,0.0448540,4.0000000,-0.0456594,1.0095215,7.8637128,0.1353673,0.1102763
