OID_,RegA,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
466,-13,-5.211980811150471,17.471387927536480,-13.0224199,-0.0025620,10.7438021,-0.5786469,0.1296495,4.0000000,0.6255026,1.0296324,13.7901850,-0.3662035,1.3944391
467,-13,-5.204524171150471,17.471387927536480,-13.0241766,-0.0007438,19.8347111,-0.6982309,0.0417197,4.0000000,0.6209577,1.0283118,13.4831419,-0.5375183,1.5766475
468,-13,-5.197067531150471,17.471387927536480,-13.0258884,0.0010744,28.9256191,-0.7857231,-0.0266679,4.0000000,0.6125731,1.0267892,13.1225395,-0.6659088,1.7473145
469,-13,-5.189610891150471,17.471387927536480,-13.0275507,0.0028099,38.0165291,-0.8469864,-0.0812018,4.0000000,0.5982229,1.0251329,12.7170124,-0.7606265,1.8892007
470,-13,-5.182154251150471,17.471387927536480,-13.0291557,0.0043802,47.1074371,-0.8805969,-0.1172472,4.0000000,0.5835238,1.0233965,12.2765121,-0.8180181,1.9767545
471,-13,-5.174697611150471,17.471387927536480,-13.0307007,-0.0043802,0.0000000,-0.8738638,-0.1283282,4.0000000,0.5703956,1.0216705,11.8191996,-0.8270520,1.9601706
472,-13,-5.167240971150471,17.471387927536480,-13.0321856,-0.0033058,1.6528926,-0.8305568,-0.1144432,4.0000000,0.5633786,1.0200361,11.3690195,-0.7922649,1.8423456
473,-13,-5.159784331150471,17.471387927536480,-13.0336123,-0.0019008,6.6115704,-0.7601545,-0.0826801,4.0000000,0.5619749,1.0185535,10.9453516,-0.7273352,1.6577684
474,-13,-5.152327691150471,17.471387927536480,-13.0349855,-0.0000826,15.7024794,-0.6676182,-0.0365710,4.0000000,0.5661119,1.0172495,10.5580034,-0.6392539,1.4325788
475,-13,-5.144871051150471,17.471387927536480,-13.0363111,0.0016529,24.7933884,-0.5606183,0.0200801,4.0000000,0.5745200,1.0161575,10.2209768,-0.5343598,1.1989000
476,-13,-5.137414411150471,17.471387927536480,-13.0375977,0.0031405,33.8842964,-0.4507142,0.0788829,4.0000000,0.5836769,1.0152745,9.9426489,-0.4259111,0.9894979
477,-13,-5.129957771150471,17.471387927536480,-13.0388508,0.0042975,42.9752083,-0.3571310,0.1263478,4.0000000,0.5901167,1.0145804,9.7196627,-0.3374211,0.8318322
478,-13,-5.122501131150471,17.471387927536480,-13.0400791,-0.0047934,0.0000000,-0.2831099,0.1600442,4.0000000,0.5935205,1.0140314,9.5384998,-0.2734320,0.7153153
479,-13,-5.115044491150471,17.471387927536480,-13.0412855,-0.0038843,0.0000000,-0.2255659,0.1838063,4.0000000,0.5957436,1.0135807,9.3870296,-0.2281310,0.6275295
480,-13,-5.107587851150471,17.471387927536480,-13.0424738,-0.0029752,0.0000000,-0.1809524,0.1974418,4.0000000,0.5915154,1.0132201,9.2661495,-0.1966319,0.5545313
481,-13,-5.100131211150471,17.471387927536480,-13.0436478,-0.0018182,2.4793389,-0.1557604,0.1963464,4.0000000,0.5817615,1.0129284,9.1665897,-0.1890686,0.4986213
482,-13,-5.092674571150471,17.471387927536480,-13.0448093,-0.0003306,8.2644625,-0.1496454,0.1800681,4.0000000,0.5653678,1.0126632,9.0739193,-0.2052317,0.4586241
483,-13,-5.085217931150471,17.471387927536480,-13.0459576,0.0013223,17.3553715,-0.1601653,0.1471786,4.0000000,0.5405560,1.0123857,8.9797592,-0.2461987,0.4336701
484,-13,-5.077761291150471,17.471387927536480,-13.0470905,0.0026446,26.4462814,-0.1789379,0.0998939,4.0000000,0.5049319,1.0120689,8.8677502,-0.3051442,0.4215829
485,-13,-5.070304651150471,17.471387927536480,-13.0482054,0.0035537,35.5371895,-0.2011367,0.0410785,4.0000000,0.4597783,1.0116924,8.7307405,-0.3776212,0.4303245
486,-13,-5.062848011150471,17.471387927536480,-13.0492983,0.0044628,44.6280975,-0.2183912,-0.0244569,4.0000000,0.4048102,1.0112349,8.5624580,-0.4537239,0.4584254
487,-13,-5.055391371150471,17.471387927536480,-13.0503635,-0.0046281,0.0000000,-0.2242269,-0.0880617,4.0000000,0.3429565,1.0106906,8.3524294,-0.5190797,0.4970795
488,-13,-5.047934731150471,17.471387927536480,-13.0513964,-0.0037190,0.0000000,-0.2131529,-0.1393751,4.0000000,0.2760944,1.0100821,8.1121550,-0.5548446,0.5199259
489,-13,-5.040478091150471,17.471387927536480,-13.0523939,-0.0028099,0.0000000,-0.1918692,-0.1801206,4.0000000,0.2057018,1.0094442,7.8543801,-0.5659429,0.5278676
490,-13,-5.033021451150471,17.471387927536480,-13.0533543,-0.0019008,0.0000000,-0.1685485,-0.2161247,4.0000000,0.1321840,1.0087990,7.5829196,-0.5644334,0.5372463
491,-13,-5.025564811150471,17.471387927536480,-13.0542765,-0.0009917,0.0000000,-0.1487631,-0.2462110,4.0000000,0.0601763,1.0081434,7.2953315,-0.5525984,0.5528259
492,-13,-5.018108171150471,17.471387927536480,-13.0551596,-0.0002479,0.8264463,-0.1322199,-0.2725456,4.0000000,-0.0114304,1.0074834,6.9954205,-0.5336608,0.5742512
493,-13,-5.010651531150471,17.471387927536480,-13.0560017,0.0004132,4.1322312,-0.1204345,-0.2941702,4.0000000,-0.0787704,1.0068309,6.6852808,-0.5095700,0.5997251
494,-13,-5.003194891150471,17.471387927536480,-13.0568037,0.0009917,9.9173555,-0.1136228,-0.3098842,4.0000000,-0.1356921,1.0061953,6.3650441,-0.4840763,0.6239506
495,-13,-4.995738251150471,17.471387927536480,-13.0575657,0.0017355,17.3553715,-0.1090274,-0.3242725,4.0000000,-0.1823693,1.0055802,6.0433278,-0.4661756,0.6509801
496,-13,-4.988281611150471,17.471387927536480,-13.0582867,0.0026446,26.4462814,-0.1033435,-0.3378053,4.0000000,-0.2181675,1.0049886,5.7131815,-0.4574430,0.6748484
497,-13,-4.980824971150471,17.471387927536480,-13.0589676,0.0035537,35.5371895,-0.0934766,-0.3485064,4.0000000,-0.2419939,1.0044237,5.3787489,-0.4550189,0.6834379
498,-13,-4.973368331150471,17.471387927536480,-13.0596075,0.0044628,44.6280975,-0.0787055,-0.3587792,4.0000000,-0.2537313,1.0038958,5.0493555,-0.4638271,0.6816571
499,-13,-4.965911691150471,17.471387927536480,-13.0602083,-0.0046281,0.0000000,-0.0576477,-0.3722595,4.0000000,-0.2574984,1.0033991,4.7154245,-0.4870206,0.6775795
500,-13,-4.958455051150471,17.471387927536480,-13.0607672,-0.0037190,0.0000000,-0.0310567,-0.3877119,4.0000000,-0.2537394,1.0029330,4.3805599,-0.5216843,0.6699799
501,-13,-4.950998411150471,17.471387927536480,-13.0612850,-0.0028099,0.0000000,-0.0023928,-0.4009623,4.0000000,-0.2462888,1.0025032,4.0450711,-0.5556358,0.6531193
502,-13,-4.943541771150471,17.471387927536480,-13.0617609,-0.0019008,0.0000000,0.0268635,-0.4129699,4.0000000,-0.2389935,1.0021079,3.7123456,-0.5869462,0.6325380
503,-13,-4.936085131150471,17.471387927536480,-13.0621929,-0.0010744,0.0000000,0.0549265,-0.4261689,4.0000000,-0.2344923,1.0017579,3.3911119,-0.6178455,0.6198140
504,-13,-4.928628491150471,17.471387927536480,-13.0625839,-0.0004959,0.0000000,0.0817466,-0.4403185,4.0000000,-0.2371006,1.0014472,3.0739918,-0.6435365,0.6145290
505,-13,-4.921171851150471,17.471387927536480,-13.0629311,-0.0001653,0.0000000,0.1054368,-0.4507710,4.0000000,-0.2455878,1.0011765,2.7708292,-0.6559542,0.6038591
506,-13,-4.913715211150471,17.471387927536480,-13.0632362,0.0000000,0.0000000,0.1283413,-0.4570301,4.0000000,-0.2622838,1.0009537,2.4937985,-0.6517763,0.5803448
507,-13,-4.906258571150471,17.471387927536480,-13.0635004,0.0000000,0.0000000,0.1482930,-0.4600802,4.0000000,-0.2822325,1.0007770,2.2489054,-0.6379279,0.5513019
508,-13,-4.898801931150471,17.471387927536480,-13.0637264,0.0000000,0.0000000,0.1682093,-0.4660391,4.0000000,-0.3052019,1.0006461,2.0502343,-0.6268763,0.5333319
509,-12,-5.323830411150471,17.463931287536479,-12.9960051,0.0014050,30.5785122,-1.0054480,0.5352956,4.0000000,-0.4782661,1.0309836,14.0723066,1.5488573,3.4222994
510,-12,-5.316373771150471,17.463931287536479,-12.9975529,0.0028926,39.6694221,-1.0026829,0.5537091,4.0000000,-0.4350060,1.0303923,13.9382582,1.5424241,3.4996915
511,-12,-5.308917131150471,17.463931287536479,-12.9991255,0.0043802,48.7603302,-0.9473947,0.5791700,4.0000000,-0.3635273,1.0299760,13.8417454,1.5218673,3.5013366
512,-13,-5.301460491150471,17.463931287536479,-13.0007248,-0.0040496,4.9586778,-0.8456881,0.6092137,4.0000000,-0.2690831,1.0297278,13.7836781,1.4875103,3.4334357
513,-13,-5.294003851150471,17.463931287536479,-13.0023527,-0.0022314,11.5702477,-0.7040625,0.6420572,4.0000000,-0.1579843,1.0296930,13.7761974,1.4420989,3.3048265
514,-13,-5.286547211150471,17.463931287536479,-13.0040140,-0.0004132,20.6611576,-0.5449773,0.6667089,4.0000000,-0.0400019,1.0298853,13.8217592,1.3734196,3.1046772
515,-13,-5.279090571150471,17.463931287536479,-13.0057116,0.0012397,29.7520657,-0.3915313,0.6738210,4.0000000,0.0776968,1.0302448,13.9045963,1.2699451,2.8230727
516,-13,-5.271633931150471,17.463931287536479,-13.0074444,0.0028099,38.8429756,-0.2562195,0.6647428,4.0000000,0.1902700,1.0306966,14.0091591,1.1392157,2.4893849
517,-13,-5.264177291150471,17.463931287536479,-13.0092106,0.0043802,47.9338837,-0.1538120,0.6403936,4.0000000,0.2929863,1.0311844,14.1207085,0.9878009,2.1428914
518,-13,-5.256720651150471,17.463931287536479,-13.0110073,-0.0038017,6.6115704,-0.0947827,0.6000355,4.0000000,0.3822400,1.0316384,14.2241287,0.8178309,1.8107986
519,-13,-5.249264011150471,17.463931287536479,-13.0128288,-0.0018182,15.7024794,-0.0843137,0.5442754,4.0000000,0.4579835,1.0319779,14.3017616,0.6305673,1.5231624
520,-13,-5.241807371150471,17.463931287536479,-13.0146675,0.0000000,24.7933884,-0.1225527,0.4730464,4.0000000,0.5184393,1.0321313,14.3386202,0.4276535,1.3012644
521,-13,-5.234350731150471,17.463931287536479,-13.0165148,0.0018182,33.8842964,-0.2063847,0.3877492,4.0000000,0.5669258,1.0320312,14.3192320,0.2085727,1.1713679
522,-13,-5.226894091150471,17.463931287536479,-13.0183611,0.0034711,42.9752083,-0.3231449,0.2934715,4.0000000,0.6014274,1.0316029,14.2275286,-0.0144844,1.1486039
523,-13,-5.219437451150471,17.463931287536479,-13.0201931,-0.0047934,2.4793389,-0.4577784,0.1961719,4.0000000,0.6263888,1.0308455,14.0611887,-0.2340451,1.2320273
524,-13,-5.211980811150471,17.463931287536479,-13.0220013,-0.0030579,8.2644625,-0.5920120,0.1045085,4.0000000,0.6433117,1.0297672,13.8174286,-0.4342947,1.3967862
525,-13,-5.204524171150471,17.463931287536479,-13.0237722,-0.0012397,17.3553715,-0.7075058,0.0285694,4.0000000,0.6536760,1.0283970,13.5018482,-0.5965372,1.5923882
526,-13,-5.197067531150471,17.463931287536479,-13.0254984,0.0005785,26.4462814,-0.7954658,-0.0302930,4.0000000,0.6567395,1.0268543,13.1365271,-0.7173255,1.7696036
527,-13,-5.189610891150471,17.463931287536479,-13.0271730,0.0023967,35.5371895,-0.8648375,-0.0748352,4.0000000,0.6566755,1.0251924,12.7300520,-0.8063458,1.9249115
528,-13,-5.182154251150471,17.463931287536479,-13.0287914,0.0040496,44.6280975,-0.9098091,-0.1041163,4.0000000,0.6546274,1.0234561,12.2897501,-0.8628601,2.0293036
529,-13,-5.174697611150471,17.463931287536479,-13.0303497,-0.0046281,0.0000000,-0.9142787,-0.1095358,4.0000000,0.6527209,1.0217279,11.8335333,-0.8717925,2.0304770
530,-13,-5.167240971150471,17.463931287536479,-13.0318470,-0.0036364,0.8264463,-0.8833254,-0.0932515,4.0000000,0.6542925,1.0200940,11.3839941,-0.8407954,1.9394237
531,-13,-5.159784331150471,17.463931287536479,-13.0332870,-0.0023140,4.9586778,-0.8230121,-0.0607107,4.0000000,0.6592689,1.0186003,10.9582672,-0.7806903,1.7814605
532,-13,-5.152327691150471,17.463931287536479,-13.0346727,-0.0004959,14.0495872,-0.7362753,-0.0140252,4.0000000,0.6680545,1.0172746,10.5635157,-0.6961049,1.5767772
533,-13,-5.144871051150471,17.463931287536479,-13.0360098,0.0013223,23.1404953,-0.6287803,0.0441778,4.0000000,0.6797215,1.0161520,10.2185402,-0.5913660,1.3532102
534,-13,-5.137414411150471,17.463931287536479,-13.0373049,0.0028926,32.2314034,-0.5159948,0.1047523,4.0000000,0.6926431,1.0152402,9.9308701,-0.4831385,1.1511003
535,-13,-5.129957771150471,17.463931287536479,-13.0385666,0.0041322,41.3223152,-0.4182980,0.1542189,4.0000000,0.7028118,1.0145169,9.6970367,-0.3943740,0.9975409
536,-13,-5.122501131150471,17.463931287536479,-13.0398006,0.0050413,50.4132233,-0.3426772,0.1908437,4.0000000,0.7119949,1.0139353,9.5047140,-0.3303074,0.8901579
537,-13,-5.115044491150471,17.463931287536479,-13.0410118,-0.0040496,0.0000000,-0.2843273,0.2158714,4.0000000,0.7176148,1.0134500,9.3409567,-0.2858719,0.8088953
538,-13,-5.107587851150471,17.463931287536479,-13.0422029,-0.0031405,0.0000000,-0.2372193,0.2326848,4.0000000,0.7180728,1.0130496,9.2052937,-0.2527032,0.7403219
539,-13,-5.100131211150471,17.463931287536479,-13.0433769,-0.0020661,1.6528926,-0.2100791,0.2364371,4.0000000,0.7138253,1.0127243,9.0924025,-0.2409512,0.6893697
540,-13,-5.092674571150471,17.463931287536479,-13.0445366,-0.0006612,6.6115704,-0.2047137,0.2254652,4.0000000,0.7041156,1.0124255,8.9886990,-0.2531852,0.6552037
541,-13,-5.085217931150471,17.463931287536479,-13.0456810,0.0010744,15.7024794,-0.2172169,0.1988576,4.0000000,0.6854300,1.0121231,8.8826160,-0.2877147,0.6318851
542,-13,-5.077761291150471,17.463931287536479,-13.0468092,0.0024793,24.7933884,-0.2394484,0.1600064,4.0000000,0.6574258,1.0117961,8.7652988,-0.3374129,0.6172720
543,-13,-5.070304651150471,17.463931287536479,-13.0479183,0.0033884,33.8842964,-0.2687439,0.1108168,4.0000000,0.6222141,1.0114208,8.6272821,-0.4005806,0.6194756
544,-13,-5.062848011150471,17.463931287536479,-13.0490055,0.0042975,42.9752083,-0.2961949,0.0542008,4.0000000,0.5774496,1.0109758,8.4613419,-0.4690481,0.6339087
545,-13,-5.055391371150471,17.463931287536479,-13.0500650,-0.0047934,0.0000000,-0.3108895,-0.0021133,4.0000000,0.5225241,1.0104585,8.2615175,-0.5267507,0.6483198
546,-13,-5.047934731150471,17.463931287536479,-13.0510941,-0.0038843,0.0000000,-0.3046507,-0.0472883,4.0000000,0.4604184,1.0098931,8.0342970,-0.5549949,0.6412613
547,-13,-5.040478091150471,17.463931287536479,-13.0520887,-0.0029752,0.0000000,-0.2848750,-0.0821062,4.0000000,0.3942619,1.0093045,7.7940607,-0.5584744,0.6163540
548,-13,-5.033021451150471,17.463931287536479,-13.0530491,-0.0020661,0.0000000,-0.2602971,-0.1138280,4.0000000,0.3215643,1.0087084,7.5431166,-0.5492203,0.5891673
549,-13,-5.025564811150471,17.463931287536479,-13.0539732,-0.0011570,0.0000000,-0.2364629,-0.1456385,4.0000000,0.2443953,1.0081065,7.2804337,-0.5356722,0.5723712
550,-13,-5.018108171150471,17.463931287536479,-13.0548601,-0.0004132,0.0000000,-0.2150361,-0.1744133,4.0000000,0.1663358,1.0075058,7.0060992,-0.5151625,0.5649059
551,-13,-5.010651531150471,17.463931287536479,-13.0557108,0.0002479,2.4793389,-0.1957723,-0.2025900,4.0000000,0.0885094,1.0069053,6.7217669,-0.4936894,0.5679405
552,-13,-5.003194891150471,17.463931287536479,-13.0565233,0.0007438,7.4380164,-0.1783654,-0.2284923,4.0000000,0.0158273,1.0063107,6.4266596,-0.4728120,0.5771392
553,-13,-4.995738251150471,17.463931287536479,-13.0572977,0.0014050,14.0495872,-0.1622347,-0.2577127,4.0000000,-0.0505782,1.0057286,6.1241298,-0.4648471,0.6013123
554,-13,-4.988281611150471,17.463931287536479,-13.0580339,0.0023140,23.1404953,-0.1444207,-0.2868421,4.0000000,-0.1084805,1.0051539,5.8103967,-0.4652037,0.6286795
555,-13,-4.980824971150471,17.463931287536479,-13.0587301,0.0032231,32.2314034,-0.1204921,-0.3156210,4.0000000,-0.1570990,1.0045973,5.4861135,-0.4741430,0.6494412
556,-13,-4.973368331150471,17.463931287536479,-13.0593872,0.0041322,41.3223152,-0.0920986,-0.3433042,4.0000000,-0.1925361,1.0040668,5.1601224,-0.4940723,0.6646656
557,-13,-4.965911691150471,17.463931287536479,-13.0600033,-0.0049587,0.0000000,-0.0563783,-0.3752174,4.0000000,-0.2215089,1.0035528,4.8241906,-0.5289260,0.6839200
558,-13,-4.958455051150471,17.463931287536479,-13.0605764,-0.0040496,0.0000000,-0.0137816,-0.4086649,4.0000000,-0.2430757,1.0030652,4.4813080,-0.5742542,0.7024921
559,-13,-4.950998411150471,17.463931287536479,-13.0611067,-0.0031405,0.0000000,0.0313229,-0.4380060,4.0000000,-0.2592009,1.0026085,4.1316323,-0.6168110,0.7104838
560,-13,-4.943541771150471,17.463931287536479,-13.0615911,-0.0022314,0.0000000,0.0757033,-0.4622375,4.0000000,-0.2703165,1.0021865,3.7816961,-0.6541585,0.7078502
561,-13,-4.936085131150471,17.463931287536479,-13.0620308,-0.0013223,0.0000000,0.1176943,-0.4852374,4.0000000,-0.2821699,1.0018115,3.4420080,-0.6883048,0.7101231
562,-13,-4.928628491150471,17.463931287536479,-13.0624247,-0.0006612,0.0000000,0.1538128,-0.5057822,4.0000000,-0.2947606,1.0014794,3.1085880,-0.7168039,0.7186026
563,-13,-4.921171851150471,17.463931287536479,-13.0627718,-0.0002479,0.0000000,0.1827256,-0.5201892,4.0000000,-0.3080865,1.0011963,2.7924829,-0.7322918,0.7192994
564,-13,-4.913715211150471,17.463931287536479,-13.0630741,0.0000000,0.0000000,0.2025853,-0.5257530,4.0000000,-0.3201015,1.0009680,2.5090945,-0.7314045,0.7023552
565,-13,-4.906258571150471,17.463931287536479,-13.0633326,0.0000000,0.0000000,0.2147699,-0.5271194,4.0000000,-0.3277435,1.0007935,2.2686510,-0.7264953,0.6833612
566,-13,-4.898801931150471,17.463931287536479,-13.0635509,0.0000000,0.0000000,0.2229046,-0.5291785,5.0000000,-0.3334942,1.0006714,2.0855384,-0.7248628,0.6755501
567,-12,-5.346200331150471,17.456474647536478,-12.9902534,-0.0042149,5.7851238,-0.6478174,0.5961035,4.0000000,-0.3518213,1.0337887,14.6899824,1.5440283,2.9378958
568,-12,-5.338743691150471,17.456474647536478,-12.9917974,-0.0027273,9.9173555,-0.7891498,0.5731862,4.0000000,-0.4002087,1.0332462,14.5737305,1.5465811,3.1364489
569,-12,-5.331287051150471,17.456474647536478,-12.9933672,-0.0011570,16.5289249,-0.9037105,0.5551341,4.0000000,-0.4259909,1.0326908,14.4507790,1.5362591,3.3038747
570,-12,-5.323830411150471,17.456474647536478,-12.9949608,0.0004959,25.6198349,-0.9755407,0.5479482,4.0000000,-0.4225259,1.0321238,14.3241024,1.5184222,3.4295847
571,-12,-5.316373771150471,17.456474647536478,-12.9965763,0.0020661,34.7107430,-0.9969807,0.5519641,4.0000000,-0.3909164,1.0316224,14.2127714,1.4948447,3.4965715
572,-12,-5.308917131150471,17.456474647536478,-12.9982157,0.0035537,43.8016510,-0.9703731,0.5623413,4.0000000,-0.3345672,1.0312574,14.1309452,1.4592497,3.4893966
573,-12,-5.301460491150471,17.456474647536478,-12.9998808,0.0051240,52.8925629,-0.8962864,0.5770053,4.0000000,-0.2553082,1.0310361,14.0790777,1.4093188,3.4015467
574,-13,-5.294003851150471,17.456474647536478,-13.0015736,-0.0030579,9.0909090,-0.7826436,0.5956433,4.0000000,-0.1596537,1.0309913,14.0690432,1.3509403,3.2510860
575,-13,-5.286547211150471,17.456474647536478,-13.0032959,-0.0010744,18.1818180,-0.6461417,0.6072521,4.0000000,-0.0551115,1.0311364,14.1033039,1.2696157,3.0197380
576,-13,-5.279090571150471,17.456474647536478,-13.0050497,0.0006612,27.2727280,-0.5074371,0.6041444,4.0000000,0.0524257,1.0314225,14.1682644,1.1558632,2.7099607
577,-13,-5.271633931150471,17.456474647536478,-13.0068350,0.0023140,36.3636360,-0.3811731,0.5879655,4.0000000,0.1567251,1.0317709,14.2468615,1.0192059,2.3611794
578,-13,-5.264177291150471,17.456474647536478,-13.0086479,0.0038843,45.4545441,-0.2773890,0.5605556,4.0000000,0.2533799,1.0321331,14.3293629,0.8677312,2.0082245
579,-13,-5.256720651150471,17.456474647536478,-13.0104856,-0.0042975,4.9586778,-0.2085786,0.5211206,4.0000000,0.3398093,1.0324587,14.4024324,0.7024319,1.6822228
580,-13,-5.249264011150471,17.456474647536478,-13.0123425,-0.0022314,14.0495872,-0.1817773,0.4695089,4.0000000,0.4164242,1.0326673,14.4495106,0.5225936,1.4099270
581,-13,-5.241807371150471,17.456474647536478,-13.0142126,-0.0004132,23.1404953,-0.1998323,0.4047094,4.0000000,0.4803262,1.0326879,14.4582977,0.3290925,1.2095059
582,-13,-5.234350731150471,17.456474647536478,-13.0160866,0.0014050,32.2314034,-0.2637291,0.3260229,4.0000000,0.5331641,1.0324717,14.4139013,0.1188816,1.1029778
583,-13,-5.226894091150471,17.456474647536478,-13.0179558,0.0031405,41.3223152,-0.3601762,0.2403465,4.0000000,0.5754039,1.0319459,14.3009052,-0.0947109,1.1028643
584,-13,-5.219437451150471,17.456474647536478,-13.0198069,0.0048760,50.4132233,-0.4784397,0.1524904,4.0000000,0.6107093,1.0311071,14.1171761,-0.3057285,1.2072946
585,-13,-5.211980811150471,17.456474647536478,-13.0216322,-0.0033884,6.6115704,-0.6008113,0.0700467,4.0000000,0.6374569,1.0299573,13.8593531,-0.4973635,1.3863173
586,-13,-5.204524171150471,17.456474647536478,-13.0234184,-0.0015702,15.7024794,-0.7095255,0.0051840,4.0000000,0.6601985,1.0285331,13.5303783,-0.6498305,1.5906551
587,-13,-5.197067531150471,17.456474647536478,-13.0251579,0.0002479,24.7933884,-0.7968110,-0.0426067,4.0000000,0.6771609,1.0269605,13.1597748,-0.7623743,1.7750677
588,-13,-5.189610891150471,17.456474647536478,-13.0268459,0.0020661,33.8842964,-0.8723040,-0.0776911,4.0000000,0.6914962,1.0252823,12.7510929,-0.8468785,1.9429970
589,-13,-5.182154251150471,17.456474647536478,-13.0284767,0.0038017,42.9752083,-0.9273248,-0.0990966,4.0000000,0.7033898,1.0235404,12.3089876,-0.9015830,2.0638764
590,-13,-5.174697611150471,17.456474647536478,-13.0300474,-0.0047934,0.0000000,-0.9431325,-0.0989430,4.0000000,0.7140591,1.0218103,11.8549604,-0.9119452,2.0850735
591,-13,-5.167240971150471,17.456474647536478,-13.0315580,-0.0038843,0.0000000,-0.9230736,-0.0807827,4.0000000,0.7240416,1.0201718,11.4044628,-0.8856071,2.0176032
592,-13,-5.159784331150471,17.456474647536478,-13.0330105,-0.0026446,3.3057852,-0.8723399,-0.0472831,4.0000000,0.7362490,1.0186660,10.9761162,-0.8308152,1.8830432
593,-13,-5.152327691150471,17.456474647536478,-13.0344076,-0.0008264,12.3966942,-0.7936075,0.0008741,4.0000000,0.7513347,1.0173180,10.5759783,-0.7495865,1.7006156
594,-13,-5.144871051150471,17.456474647536478,-13.0357552,0.0009917,21.4876041,-0.6901764,0.0589176,4.0000000,0.7663069,1.0161657,10.2221689,-0.6484717,1.4926268
595,-13,-5.137414411150471,17.456474647536478,-13.0370598,0.0026446,30.5785122,-0.5787563,0.1217091,4.0000000,0.7845185,1.0152227,9.9232483,-0.5411003,1.3031583
596,-13,-5.129957771150471,17.456474647536478,-13.0383291,0.0039669,39.6694221,-0.4821887,0.1729015,4.0000000,0.8002184,1.0144621,9.6777344,-0.4544154,1.1614616
597,-13,-5.122501131150471,17.456474647536478,-13.0395689,0.0048760,48.7603302,-0.4069220,0.2105497,4.0000000,0.8131941,1.0138398,9.4724503,-0.3920948,1.0621711
598,-13,-5.115044491150471,17.456474647536478,-13.0407839,-0.0042149,0.0000000,-0.3473110,0.2371095,4.0000000,0.8210127,1.0133152,9.2924929,-0.3467937,0.9851181
599,-13,-5.107587851150471,17.456474647536478,-13.0419760,-0.0033058,0.0000000,-0.2976716,0.2585504,4.0000000,0.8267231,1.0128732,9.1409531,-0.3096223,0.9240668
600,-13,-5.100131211150471,17.456474647536478,-13.0431499,-0.0023140,0.8264463,-0.2708362,0.2657260,4.0000000,0.8269781,1.0125014,9.0116510,-0.2955261,0.8819162
601,-13,-5.092674571150471,17.456474647536478,-13.0443068,-0.0009917,4.9586778,-0.2674019,0.2588890,4.0000000,0.8227757,1.0121567,8.8905401,-0.3049976,0.8577247
602,-13,-5.085217931150471,17.456474647536478,-13.0454454,0.0008264,14.0495872,-0.2800511,0.2409692,4.0000000,0.8128462,1.0118210,8.7689247,-0.3309077,0.8443333
603,-13,-5.077761291150471,17.456474647536478,-13.0465670,0.0023140,23.1404953,-0.3042249,0.2119809,4.0000000,0.7953405,1.0114743,8.6433525,-0.3713787,0.8370792
604,-13,-5.070304651150471,17.456474647536478,-13.0476685,0.0032231,32.2314034,-0.3370059,0.1712326,4.0000000,0.7683800,1.0110886,8.4999971,-0.4259147,0.8366777
605,-13,-5.062848011150471,17.456474647536478,-13.0487471,0.0041322,41.3223152,-0.3696326,0.1225841,4.0000000,0.7316572,1.0106510,8.3332701,-0.4864889,0.8408396
606,-13,-5.055391371150471,17.456474647536478,-13.0497990,0.0050413,50.4132233,-0.3875327,0.0757001,4.0000000,0.6857581,1.0101540,8.1389065,-0.5343579,0.8350198
607,-13,-5.047934731150471,17.456474647536478,-13.0508204,-0.0040496,0.0000000,-0.3826171,0.0363726,4.0000000,0.6296744,1.0096221,7.9230466,-0.5569292,0.8025191
608,-13,-5.040478091150471,17.456474647536478,-13.0518103,-0.0031405,0.0000000,-0.3604742,0.0055047,4.0000000,0.5668199,1.0090809,7.6988664,-0.5558105,0.7480049
609,-13,-5.033021451150471,17.456474647536478,-13.0527668,-0.0022314,0.0000000,-0.3314129,-0.0232086,4.0000000,0.4958390,1.0085355,7.4666986,-0.5422563,0.6872533
610,-13,-5.025564811150471,17.456474647536478,-13.0536900,-0.0013223,0.0000000,-0.3015816,-0.0548866,4.0000000,0.4168783,1.0079920,7.2288733,-0.5266514,0.6335211
611,-13,-5.018108171150471,17.456474647536478,-13.0545797,-0.0004959,0.0000000,-0.2722961,-0.0871348,4.0000000,0.3331620,1.0074501,6.9801278,-0.5074315,0.5901248
612,-13,-5.010651531150471,17.456474647536478,-13.0554352,0.0001653,1.6528926,-0.2455052,-0.1219340,4.0000000,0.2479500,1.0069054,6.7222929,-0.4918181,0.5633546
613,-13,-5.003194891150471,17.456474647536478,-13.0562553,0.0005785,5.7851238,-0.2176192,-0.1585600,4.0000000,0.1612310,1.0063601,6.4543443,-0.4783510,0.5469810
614,-13,-4.995738251150471,17.456474647536478,-13.0570402,0.0011570,11.5702477,-0.1912812,-0.2016670,4.0000000,0.0765480,1.0058202,6.1742311,-0.4798821,0.5554208
615,-13,-4.988281611150471,17.456474647536478,-13.0577888,0.0019835,19.8347111,-0.1608670,-0.2456769,4.0000000,-0.0022347,1.0052748,5.8798909,-0.4891191,0.5726075
