OID_,RegA,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
6560,-12,-5.264177291150471,16.986706327536481,-12.9275436,0.0024793,40.4958687,-1.0817561,-0.2769607,4.0000000,0.2808507,1.0757167,21.6326141,-0.8347722,3.1983027
6561,-12,-5.256720651150471,16.986706327536481,-12.9286366,0.0034711,44.6280975,-0.9549377,-0.3121842,4.0000000,0.1809039,1.0780934,21.9469166,-0.8052722,2.9919317
6562,-12,-5.249264011150471,16.986706327536481,-12.9296951,0.0043802,47.9338837,-0.8548181,-0.3410179,4.0000000,0.0967187,1.0803984,22.2462044,-0.7787544,2.8471050
6563,-12,-5.241807371150471,16.986706327536481,-12.9307175,-0.0046281,19.0082645,-0.7688707,-0.3678761,4.0000000,0.0169922,1.0826395,22.5338593,-0.7527444,2.7422314
6564,-12,-5.234350731150471,16.986706327536481,-12.9317007,-0.0038017,22.3140488,-0.6902945,-0.3909790,4.0000000,-0.0586530,1.0848302,22.8106728,-0.7233049,2.6510463
6565,-12,-5.226894091150471,16.986706327536481,-12.9326429,-0.0028099,25.6198349,-0.6144097,-0.4084752,4.0000000,-0.1265148,1.0869617,23.0770683,-0.6904357,2.5489695
6566,-12,-5.219437451150471,16.986706327536481,-12.9335413,-0.0018182,28.9256191,-0.5403864,-0.4143329,4.0000000,-0.1776332,1.0890459,23.3321552,-0.6510325,2.4010372
6567,-12,-5.211980811150471,16.986706327536481,-12.9343977,-0.0009091,32.2314034,-0.4708584,-0.4085218,4.0000000,-0.2072494,1.0910790,23.5779190,-0.6097943,2.2079811
6568,-12,-5.204524171150471,16.986706327536481,-12.9352112,-0.0000826,34.7107430,-0.4034299,-0.3976326,4.0000000,-0.2259300,1.0930494,23.8146191,-0.5693352,1.9934180
6569,-12,-5.197067531150471,16.986706327536481,-12.9359846,0.0006612,37.1900826,-0.3382584,-0.3883122,4.0000000,-0.2445120,1.0949575,24.0404129,-0.5321124,1.7891393
6570,-12,-5.189610891150471,16.986706327536481,-12.9367199,0.0014050,38.8429756,-0.2745519,-0.3836305,4.0000000,-0.2703074,1.0967708,24.2522907,-0.4969537,1.6076885
6571,-12,-5.182154251150471,16.986706327536481,-12.9374170,0.0021488,41.3223152,-0.2106285,-0.3837135,4.0000000,-0.3016251,1.0984689,24.4485245,-0.4658020,1.4442418
6572,-12,-5.174697611150471,16.986706327536481,-12.9380760,0.0028926,43.8016510,-0.1503443,-0.3858732,4.0000000,-0.3341267,1.1000302,24.6269684,-0.4376197,1.2981939
6573,-12,-5.167240971150471,16.986706327536481,-12.9386969,0.0035537,45.4545441,-0.0932996,-0.3915017,4.0000000,-0.3695282,1.1014396,24.7857628,-0.4134751,1.1757121
6574,-12,-5.159784331150471,16.986706327536481,-12.9392796,0.0041322,47.1074371,-0.0429060,-0.3991115,4.0000000,-0.4051219,1.1026883,24.9250355,-0.3931010,1.0807849
6575,-12,-5.152327691150471,16.986706327536481,-12.9398222,0.0047107,48.7603302,-0.0020817,-0.4053856,4.0000000,-0.4347706,1.1037774,25.0462132,-0.3760006,1.0056086
6576,-12,-5.144871051150471,16.986706327536481,-12.9403238,-0.0048760,23.9669418,0.0269627,-0.4095556,4.0000000,-0.4576110,1.1047512,25.1523972,-0.3615001,0.9526951
6577,-12,-5.137414411150471,16.986706327536481,-12.9407845,-0.0045455,24.7933884,0.0478124,-0.4162887,4.0000000,-0.4814279,1.1056490,25.2495041,-0.3511494,0.9364575
6578,-12,-5.129957771150471,16.986706327536481,-12.9412031,-0.0042149,25.6198349,0.0600360,-0.4231193,4.0000000,-0.5060686,1.1065134,25.3427124,-0.3401699,0.9477614
6579,-12,-5.122501131150471,16.986706327536481,-12.9415789,-0.0038017,27.2727280,0.0635499,-0.4260501,4.0000000,-0.5235434,1.1073852,25.4355888,-0.3285568,0.9638639
6580,-12,-5.115044491150471,16.986706327536481,-12.9419098,-0.0033884,28.9256191,0.0572286,-0.4203926,4.0000000,-0.5264536,1.1082836,25.5319099,-0.3143317,0.9613500
6581,-12,-5.107587851150471,16.986706327536481,-12.9421968,-0.0030579,29.7520657,0.0412549,-0.4045106,4.0000000,-0.5100526,1.1092514,25.6361122,-0.2989685,0.9311695
6582,-12,-5.100131211150471,16.986706327536481,-12.9424410,-0.0028099,30.5785122,0.0161588,-0.3813221,4.0000000,-0.4822577,1.1103266,25.7497921,-0.2803865,0.8943020
6583,-12,-5.092674571150471,16.986706327536481,-12.9426460,-0.0026446,31.4049587,-0.0172855,-0.3531364,4.0000000,-0.4462882,1.1115272,25.8774471,-0.2599846,0.8658234
6584,-12,-5.085217931150471,16.986706327536481,-12.9428139,-0.0024793,32.2314034,-0.0592354,-0.3210392,4.0000000,-0.4046341,1.1128992,26.0213394,-0.2374443,0.8570659
6585,-12,-5.077761291150471,16.986706327536481,-12.9429483,-0.0023140,33.0578499,-0.1095218,-0.2862442,4.0000000,-0.3586008,1.1144763,26.1854458,-0.2138875,0.8774157
6586,-12,-5.070304651150471,16.986706327536481,-12.9430523,-0.0021488,33.8842964,-0.1635810,-0.2521053,4.0000000,-0.3154378,1.1162629,26.3719158,-0.1887728,0.9293920
6587,-12,-5.062848011150471,16.986706327536481,-12.9431314,-0.0019835,34.7107430,-0.2155330,-0.2202647,4.0000000,-0.2780547,1.1182717,26.5803127,-0.1624747,0.9992846
6588,-12,-5.055391371150471,16.986706327536481,-12.9431877,-0.0019008,35.5371895,-0.2620062,-0.1883459,4.0000000,-0.2395015,1.1204796,26.8055477,-0.1371903,1.0663435
6589,-12,-5.047934731150471,16.986706327536481,-12.9432240,-0.0018182,36.3636360,-0.2973247,-0.1544237,4.0000000,-0.1948930,1.1228443,27.0460796,-0.1139545,1.1080991
6590,-12,-5.040478091150471,16.986706327536481,-12.9432449,-0.0018182,36.3636360,-0.3193231,-0.1213657,4.0000000,-0.1482269,1.1253372,27.2944450,-0.0945044,1.1248763
6591,-12,-5.033021451150471,16.986706327536481,-12.9432535,-0.0018182,36.3636360,-0.3286275,-0.0919160,4.0000000,-0.1068659,1.1278977,27.5462856,-0.0769661,1.1211903
6592,-12,-5.025564811150471,16.986706327536481,-12.9432535,-0.0018182,36.3636360,-0.3231680,-0.0682748,4.0000000,-0.0702087,1.1304661,27.7972908,-0.0663408,1.0866395
6593,-12,-5.018108171150471,16.986706327536481,-12.9432487,-0.0018182,36.3636360,-0.3062007,-0.0490179,4.0000000,-0.0386205,1.1330185,28.0436687,-0.0594153,1.0245062
6594,-12,-5.010651531150471,16.986706327536481,-12.9432421,-0.0018182,36.3636360,-0.2760516,-0.0355380,4.0000000,-0.0138752,1.1355072,28.2801189,-0.0572009,0.9252293
6595,-12,-5.003194891150471,16.986706327536481,-12.9432335,-0.0018182,36.3636360,-0.2342612,-0.0277841,4.0000000,0.0044254,1.1378618,28.5020447,-0.0599935,0.7893557
6596,-12,-4.995738251150471,16.986706327536481,-12.9432268,-0.0018182,36.3636360,-0.1857294,-0.0263141,4.0000000,0.0163972,1.1400177,28.7021351,-0.0690254,0.6305233
6597,-12,-4.988281611150471,16.986706327536481,-12.9432220,-0.0018182,36.3636360,-0.1366169,-0.0256346,4.0000000,0.0302989,1.1419014,28.8757019,-0.0815680,0.4670077
6598,-12,-4.980824971150471,16.986706327536481,-12.9432192,-0.0018182,36.3636360,-0.0933506,-0.0290355,3.0000000,0.0438771,1.1434699,29.0200462,-0.1019481,0.3219035
6599,-12,-4.973368331150471,16.986706327536481,-12.9432211,-0.0018182,36.3636360,-0.0591431,-0.0384860,4.0000000,0.0507318,1.1447271,29.1333237,-0.1277038,0.2081017
6600,-12,-4.965911691150471,16.986706327536481,-12.9432287,-0.0018182,36.3636360,-0.0341977,-0.0565311,4.0000000,0.0455951,1.1456692,29.2162895,-0.1586572,0.1306843
6601,-12,-4.958455051150471,16.986706327536481,-12.9432392,-0.0018182,36.3636360,-0.0166847,-0.0834574,4.0000000,0.0292028,1.1463017,29.2727261,-0.1961177,0.0903340
6602,-12,-4.950998411150471,16.986706327536481,-12.9432535,-0.0018182,36.3636360,-0.0040458,-0.1158760,4.0000000,0.0058453,1.1466615,29.3047695,-0.2375972,0.0835043
6603,-12,-4.943541771150471,16.986706327536481,-12.9432688,-0.0018182,36.3636360,0.0065080,-0.1529708,4.0000000,-0.0230426,1.1467867,29.3160820,-0.2828990,0.1065136
6604,-12,-4.936085131150471,16.986706327536481,-12.9432821,-0.0018182,36.3636360,0.0165068,-0.1929632,4.0000000,-0.0554452,1.1467004,29.3080807,-0.3304812,0.1569120
6605,-12,-4.928628491150471,16.986706327536481,-12.9432917,-0.0018182,36.3636360,0.0238422,-0.2310043,4.0000000,-0.0831131,1.1464031,29.2806263,-0.3788956,0.2308174
6606,-12,-4.921171851150471,16.986706327536481,-12.9432926,-0.0018182,36.3636360,0.0267137,-0.2638487,5.0000000,-0.1024207,1.1458802,29.2342014,-0.4252766,0.3193620
6607,-12,-4.913715211150471,16.986706327536481,-12.9432850,-0.0018182,36.3636360,0.0258526,-0.2921755,4.0000000,-0.1159037,1.1451570,29.1698971,-0.4684473,0.4159804
6608,-12,-4.906258571150471,16.986706327536481,-12.9432669,-0.0018182,36.3636360,0.0238010,-0.3168436,4.0000000,-0.1304076,1.1442739,29.0894184,-0.5032796,0.5133473
6609,-12,-4.898801931150471,16.986706327536481,-12.9432383,-0.0018182,36.3636360,0.0156658,-0.3346722,4.0000000,-0.1373610,1.1432254,28.9948921,-0.5319835,0.6082379
6610,-12,-4.891345291150471,16.986706327536481,-12.9431953,-0.0018182,36.3636360,0.0016089,-0.3469851,4.0000000,-0.1419375,1.1420048,28.8853798,-0.5520326,0.7033480
6611,-12,-4.883888651150471,16.986706327536481,-12.9431410,-0.0018182,36.3636360,-0.0237875,-0.3496659,4.0000000,-0.1371749,1.1406146,28.7584858,-0.5621569,0.7943322
6612,-12,-4.876432011150471,16.986706327536481,-12.9430723,-0.0018182,36.3636360,-0.0599338,-0.3457935,4.0000000,-0.1278399,1.1390336,28.6132011,-0.5637471,0.8926105
6613,-12,-4.868975371150471,16.986706327536481,-12.9429922,-0.0018182,36.3636360,-0.1110626,-0.3323291,4.0000000,-0.1092822,1.1372327,28.4480247,-0.5553759,0.9995931
6614,-12,-4.861518731150471,16.986706327536481,-12.9429016,-0.0019008,35.5371895,-0.1716302,-0.3127743,4.0000000,-0.0878752,1.1352003,28.2576389,-0.5376734,1.1163704
6615,-12,-4.854062091150471,16.986706327536481,-12.9428005,-0.0019835,34.7107430,-0.2398304,-0.2854892,4.0000000,-0.0607889,1.1329387,28.0432758,-0.5101895,1.2346741
6616,-12,-4.846605451150471,16.986706327536481,-12.9426928,-0.0020661,33.8842964,-0.3051192,-0.2571883,4.0000000,-0.0395060,1.1304669,27.8063316,-0.4748705,1.3496714
6617,-12,-4.839148811150471,16.986706327536481,-12.9425793,-0.0022314,33.0578499,-0.3657506,-0.2284404,4.0000000,-0.0246694,1.1278212,27.5507431,-0.4322114,1.4572757
6618,-12,-4.831692171150471,16.986706327536481,-12.9424601,-0.0023967,32.2314034,-0.4224079,-0.2025453,4.0000000,-0.0196059,1.1250287,27.2761250,-0.3854848,1.5668274
6619,-12,-4.824235531150471,16.986706327536481,-12.9423380,-0.0025620,31.4049587,-0.4784280,-0.1774664,4.0000000,-0.0206211,1.1221107,26.9847870,-0.3343116,1.6808134
6620,-12,-4.816778891150471,16.986706327536481,-12.9422102,-0.0027273,30.5785122,-0.5328684,-0.1602983,4.0000000,-0.0379199,1.1190670,26.6769733,-0.2826766,1.8082799
6621,-12,-4.809322251150471,16.986706327536481,-12.9420767,-0.0028926,29.7520657,-0.5889201,-0.1490076,4.0000000,-0.0668218,1.1159118,26.3534470,-0.2311933,1.9500107
6622,-12,-4.801865611150471,16.986706327536481,-12.9419336,-0.0030579,28.9256191,-0.6405474,-0.1474224,4.0000000,-0.1137304,1.1126826,26.0148811,-0.1811144,2.0924160
6623,-12,-4.794408971150471,16.986706327536481,-12.9417791,-0.0032231,28.0991745,-0.6864305,-0.1535361,4.0000000,-0.1718079,1.1094170,25.6648293,-0.1352644,2.2280025
6624,-12,-4.786952331150471,16.986706327536481,-12.9416056,-0.0034711,26.4462814,-0.7252286,-0.1661158,4.0000000,-0.2378174,1.1061597,25.3105297,-0.0944143,2.3535917
6625,-12,-4.779495691150471,16.986706327536481,-12.9414082,-0.0037190,25.6198349,-0.7581338,-0.1828165,4.0000000,-0.3058343,1.1029456,24.9551411,-0.0597988,2.4709802
6626,-12,-4.772039051150471,16.986706327536481,-12.9411821,-0.0039669,24.7933884,-0.7879798,-0.2049453,4.0000000,-0.3763173,1.0998200,24.6023045,-0.0335732,2.5950632
6627,-12,-4.764582411150471,16.986706327536481,-12.9409189,-0.0042975,23.9669418,-0.8118199,-0.2318099,4.0000000,-0.4474964,1.0968130,24.2555161,-0.0161233,2.7197018
6628,-12,-4.757125771150471,16.986706327536481,-12.9406147,-0.0045455,23.1404953,-0.8317046,-0.2596323,4.0000000,-0.5118556,1.0939572,23.9211845,-0.0074090,2.8424160
6629,-12,-4.749669131150471,16.986706327536481,-12.9402609,-0.0048760,21.4876041,-0.8400363,-0.2863739,4.0000000,-0.5634930,1.0912830,23.6023731,-0.0092548,2.9340217
6630,-12,-4.742212491150471,16.986706327536481,-12.9398527,0.0047107,48.7603302,-0.8284507,-0.3042614,4.0000000,-0.5895378,1.0888096,23.3016605,-0.0189851,2.9396040
6631,-12,-4.734755851150471,16.986706327536481,-12.9393864,0.0042975,47.1074371,-0.7930862,-0.3108514,4.0000000,-0.5882136,1.0865679,23.0246754,-0.0334892,2.8364756
6632,-12,-4.727299211150471,16.986706327536481,-12.9388609,0.0037190,45.4545441,-0.7321163,-0.3051024,4.0000000,-0.5601572,1.0845704,22.7752361,-0.0500477,2.6171544
6633,-12,-4.719842571150471,16.986706327536481,-12.9382772,0.0031405,43.8016510,-0.6534808,-0.2893385,4.0000000,-0.5126433,1.0828172,22.5535774,-0.0660337,2.3184769
6634,-12,-4.712385931150471,16.986706327536481,-12.9376373,0.0023967,41.3223152,-0.5632535,-0.2624042,4.0000000,-0.4448121,1.0812908,22.3577538,-0.0799963,1.9608849
6635,-12,-4.704929291150471,16.986706327536481,-12.9369459,0.0017355,38.8429756,-0.4672020,-0.2274148,4.0000000,-0.3647318,1.0799545,22.1859818,-0.0900978,1.5809617
6636,-12,-4.697472651150471,16.986706327536481,-12.9362097,0.0010744,37.1900826,-0.3728801,-0.1887612,4.0000000,-0.2827538,1.0787815,22.0328350,-0.0947686,1.2190915
6637,-12,-4.690016011150471,16.986706327536481,-12.9354343,0.0003306,34.7107430,-0.2871895,-0.1498866,4.0000000,-0.2046572,1.0777549,21.8979111,-0.0951159,0.9036559
6638,-12,-4.682559371150471,16.986706327536481,-12.9346275,-0.0004132,32.2314034,-0.2099768,-0.1113561,4.0000000,-0.1300247,1.0768512,21.7782459,-0.0926875,0.6334627
6639,-12,-4.675102731150471,16.986706327536481,-12.9337959,-0.0012397,29.7520657,-0.1447823,-0.0723876,4.0000000,-0.0579849,1.0760454,21.6713123,-0.0867903,0.4156661
6640,-12,-4.667646091150471,16.986706327536481,-12.9329472,-0.0020661,26.4462814,-0.0940926,-0.0403233,4.0000000,-0.0001080,1.0753218,21.5735683,-0.0805386,0.2591490
6641,-12,-4.660189451150471,16.986706327536481,-12.9320879,-0.0028926,23.9669418,-0.0575054,-0.0212427,4.0000000,0.0328694,1.0746888,21.4876575,-0.0753548,0.1550341
6642,-12,-4.652732811150471,16.986706327536481,-12.9312220,-0.0038017,21.4876041,-0.0324892,-0.0194134,4.0000000,0.0359014,1.0741646,21.4157848,-0.0747282,0.0877873
6643,-12,-4.645276171150471,16.986706327536481,-12.9303522,-0.0046281,18.1818180,-0.0158203,-0.0270651,4.0000000,0.0226892,1.0737710,21.3617363,-0.0768194,0.0450208
6644,-12,-4.637819531150471,16.986706327536481,-12.9294796,0.0044628,48.7603302,-0.0053108,-0.0400510,4.0000000,0.0014090,1.0735090,21.3266068,-0.0815110,0.0214611
6645,-12,-4.630362891150471,16.986706327536481,-12.9286041,0.0036364,45.4545441,0.0008278,-0.0539642,4.0000000,-0.0198184,1.0733659,21.3076038,-0.0881101,0.0119832
6646,-12,-4.622906251150471,16.986706327536481,-12.9277248,0.0027273,42.1487617,0.0037516,-0.0685419,4.0000000,-0.0382922,1.0733305,21.3032818,-0.0987917,0.0135692
6647,-12,-4.615449611150471,16.986706327536481,-12.9268436,0.0018182,39.6694221,0.0034543,-0.0777910,4.0000000,-0.0456586,1.0733843,21.3111362,-0.1099233,0.0212648
6648,-12,-4.607992971150471,16.986706327536481,-12.9259596,0.0009091,36.3636360,-0.0014225,-0.0777523,4.0000000,-0.0340000,1.0734977,21.3267078,-0.1215047,0.0335345
6649,-12,-4.600536331150471,16.986706327536481,-12.9250746,0.0000000,33.0578499,-0.0122607,-0.0678791,4.0000000,-0.0017214,1.0736169,21.3431473,-0.1340369,0.0539079
6650,-12,-5.316373771150471,16.979249687536480,-12.9171000,0.0023967,35.5371895,-3.5153227,0.4265824,4.0000000,1.8812274,1.0497053,17.7181282,-1.0280625,9.7431078
6651,-12,-5.308917131150471,16.979249687536480,-12.9182119,0.0035537,41.3223152,-3.0374980,0.2916265,4.0000000,1.5663105,1.0541184,18.4557171,-0.9830576,8.1416903
6652,-12,-5.301460491150471,16.979249687536480,-12.9193325,0.0046281,46.2809906,-2.5997157,0.1776043,4.0000000,1.2914566,1.0582227,19.1118584,-0.9362481,6.8146405
6653,-12,-5.294003851150471,16.979249687536480,-12.9204531,-0.0042975,15.7024794,-2.2204826,0.0739493,4.0000000,1.0423646,1.0620252,19.6943378,-0.8944660,5.7411900
6654,-12,-5.286547211150471,16.979249687536480,-12.9215670,-0.0032231,19.0082645,-1.8966513,-0.0178771,4.0000000,0.8203976,1.0655075,20.2097836,-0.8561518,4.8975129
6655,-12,-5.279090571150471,16.979249687536480,-12.9226665,-0.0022314,23.1404953,-1.6207335,-0.0961187,4.0000000,0.6291060,1.0686947,20.6687069,-0.8213435,4.2417750
6656,-12,-5.271633931150471,16.979249687536480,-12.9237471,-0.0011570,27.2727280,-1.3952347,-0.1638136,4.0000000,0.4661641,1.0716521,21.0817966,-0.7937912,3.7581596
6657,-12,-5.264177291150471,16.979249687536480,-12.9248037,-0.0000826,31.4049587,-1.2130922,-0.2208048,4.0000000,0.3284489,1.0744085,21.4567356,-0.7700584,3.4100542
6658,-12,-5.256720651150471,16.979249687536480,-12.9258308,0.0009091,35.5371895,-1.0653007,-0.2671954,4.0000000,0.2146230,1.0770122,21.8052101,-0.7490137,3.1573009
6659,-12,-5.249264011150471,16.979249687536480,-12.9268265,0.0018182,38.8429756,-0.9446144,-0.3042600,4.0000000,0.1194281,1.0795182,22.1343822,-0.7279480,2.9700863
6660,-12,-5.241807371150471,16.979249687536480,-12.9277878,0.0027273,42.1487617,-0.8404569,-0.3357006,4.0000000,0.0328007,1.0819409,22.4465847,-0.7042019,2.8225882
6661,-12,-5.234350731150471,16.979249687536480,-12.9287119,0.0033884,44.6280975,-0.7479256,-0.3617704,4.0000000,-0.0464609,1.0842921,22.7442074,-0.6770799,2.6973033
6662,-12,-5.226894091150471,16.979249687536480,-12.9295979,0.0042149,47.9338837,-0.6622571,-0.3792228,4.0000000,-0.1131282,1.0865653,23.0282364,-0.6453173,2.5626268
6663,-12,-5.219437451150471,16.979249687536480,-12.9304428,-0.0048760,19.8347111,-0.5805556,-0.3851681,4.0000000,-0.1612933,1.0887704,23.3009167,-0.6090429,2.3910112
6664,-12,-5.211980811150471,16.979249687536480,-12.9312468,-0.0040496,23.1404953,-0.5044421,-0.3797146,4.0000000,-0.1874631,1.0909278,23.5620785,-0.5719662,2.1815047
6665,-12,-5.204524171150471,16.979249687536480,-12.9320116,-0.0033058,25.6198349,-0.4318589,-0.3693907,4.0000000,-0.2030018,1.0930210,23.8122749,-0.5357795,1.9566549
6666,-12,-5.197067531150471,16.979249687536480,-12.9327393,-0.0026446,28.0991745,-0.3633992,-0.3608876,4.0000000,-0.2182221,1.0950390,24.0512886,-0.5035531,1.7474059
6667,-12,-5.189610891150471,16.979249687536480,-12.9334316,-0.0019835,29.7520657,-0.2977036,-0.3585596,4.0000000,-0.2409993,1.0969609,24.2749176,-0.4761199,1.5685904
6668,-12,-5.182154251150471,16.979249687536480,-12.9340887,-0.0013223,32.2314034,-0.2330405,-0.3598045,4.0000000,-0.2678322,1.0987585,24.4819241,-0.4517767,1.4048140
6669,-12,-5.174697611150471,16.979249687536480,-12.9347115,-0.0006612,34.7107430,-0.1714199,-0.3627215,4.0000000,-0.2953686,1.1004176,24.6722088,-0.4300744,1.2543236
6670,-12,-5.167240971150471,16.979249687536480,-12.9352999,-0.0000826,36.3636360,-0.1110911,-0.3719881,4.0000000,-0.3299581,1.1019262,24.8431816,-0.4140181,1.1336536
6671,-12,-5.159784331150471,16.979249687536480,-12.9358521,0.0005785,38.0165291,-0.0556653,-0.3844312,4.0000000,-0.3678256,1.1032836,24.9937401,-0.4010368,1.0420036
6672,-12,-5.152327691150471,16.979249687536480,-12.9363689,0.0012397,39.6694221,-0.0087184,-0.3968369,4.0000000,-0.4018194,1.1044892,25.1254787,-0.3918543,0.9750770
6673,-12,-5.144871051150471,16.979249687536480,-12.9368467,0.0017355,41.3223152,0.0286733,-0.4097281,4.0000000,-0.4333744,1.1055509,25.2418060,-0.3860817,0.9393938
6674,-12,-5.137414411150471,16.979249687536480,-12.9372864,0.0020661,42.1487617,0.0584453,-0.4252448,4.0000000,-0.4671403,1.1065078,25.3457031,-0.3833492,0.9421285
6675,-12,-5.129957771150471,16.979249687536480,-12.9376850,0.0023967,42.9752083,0.0797660,-0.4399005,4.0000000,-0.5002363,1.1074158,25.4432564,-0.3795646,0.9693836
6676,-12,-5.122501131150471,16.979249687536480,-12.9380407,0.0028099,43.8016510,0.0924818,-0.4499410,4.0000000,-0.5245699,1.1083157,25.5394745,-0.3753120,0.9979916
6677,-12,-5.115044491150471,16.979249687536480,-12.9383526,0.0032231,44.6280975,0.0942272,-0.4507361,4.0000000,-0.5344125,1.1092337,25.6372261,-0.3670596,1.0062335
6678,-12,-5.107587851150471,16.979249687536480,-12.9386196,0.0035537,45.4545441,0.0832090,-0.4389310,4.0000000,-0.5228183,1.1102037,25.7403755,-0.3550438,0.9781811
6679,-12,-5.100131211150471,16.979249687536480,-12.9388428,0.0038017,45.4545441,0.0625709,-0.4210846,4.0000000,-0.5022012,1.1112595,25.8525391,-0.3399679,0.9473687
6680,-12,-5.092674571150471,16.979249687536480,-12.9390259,0.0039669,45.4545441,0.0320080,-0.3981621,4.0000000,-0.4759676,1.1124325,25.9751892,-0.3203566,0.9250705
6681,-12,-5.085217931150471,16.979249687536480,-12.9391689,0.0041322,45.4545441,-0.0085743,-0.3707978,4.0000000,-0.4445186,1.1137545,26.1121540,-0.2970769,0.9190785
6682,-12,-5.077761291150471,16.979249687536480,-12.9392757,0.0042149,45.4545441,-0.0594028,-0.3370682,4.0000000,-0.4039532,1.1152542,26.2694530,-0.2701832,0.9259544
6683,-12,-5.070304651150471,16.979249687536480,-12.9393511,0.0042149,45.4545441,-0.1157851,-0.3009470,4.0000000,-0.3621190,1.1169634,26.4475040,-0.2397751,0.9568415
6684,-12,-5.062848011150471,16.979249687536480,-12.9393959,0.0042149,45.4545441,-0.1708822,-0.2644302,4.0000000,-0.3211031,1.1189018,26.6463451,-0.2077573,1.0008667
6685,-12,-5.055391371150471,16.979249687536480,-12.9394159,0.0042149,45.4545441,-0.2219909,-0.2261022,5.0000000,-0.2770624,1.1210399,26.8638935,-0.1751420,1.0451397
6686,-12,-5.047934731150471,16.979249687536480,-12.9394131,0.0042149,45.4545441,-0.2650890,-0.1829244,4.0000000,-0.2240170,1.1233404,27.0959949,-0.1418318,1.0714428
6687,-12,-5.040478091150471,16.979249687536480,-12.9393930,0.0041322,45.4545441,-0.2943325,-0.1407074,4.0000000,-0.1686862,1.1257654,27.3370056,-0.1127286,1.0804288
6688,-12,-5.033021451150471,16.979249687536480,-12.9393606,0.0040496,45.4545441,-0.3092333,-0.1031969,4.0000000,-0.1190969,1.1282549,27.5828819,-0.0872969,1.0747468
6689,-12,-5.025564811150471,16.979249687536480,-12.9393206,0.0039669,45.4545441,-0.3101199,-0.0699016,4.0000000,-0.0737392,1.1307712,27.8284740,-0.0660640,1.0469395
6690,-12,-5.018108171150471,16.979249687536480,-12.9392748,0.0038843,45.4545441,-0.2980545,-0.0404904,4.0000000,-0.0315120,1.1332903,28.0696049,-0.0494689,0.9937438
6691,-12,-5.010651531150471,16.979249687536480,-12.9392281,0.0038017,45.4545441,-0.2735732,-0.0176855,4.0000000,0.0044303,1.1357580,28.3030548,-0.0398013,0.9120004
6692,-12,-5.003194891150471,16.979249687536480,-12.9391832,0.0037190,45.4545441,-0.2369214,0.0003662,4.0000000,0.0354197,1.1380972,28.5238438,-0.0346873,0.7952829
6693,-12,-4.995738251150471,16.979249687536480,-12.9391422,0.0036364,45.4545441,-0.1918459,0.0114549,4.0000000,0.0596495,1.1402516,28.7250061,-0.0367398,0.6509661
6694,-12,-4.988281611150471,16.979249687536480,-12.9391069,0.0036364,45.4545441,-0.1463823,0.0180999,4.0000000,0.0811219,1.1421719,28.9004555,-0.0449222,0.5032357
6695,-12,-4.980824971150471,16.979249687536480,-12.9390802,0.0036364,45.4545441,-0.1055115,0.0187082,4.0000000,0.0981201,1.1438080,29.0496941,-0.0607037,0.3673125
6696,-12,-4.973368331150471,16.979249687536480,-12.9390621,0.0036364,45.4545441,-0.0730971,0.0104912,4.0000000,0.1043157,1.1451571,29.1709290,-0.0833332,0.2552511
6697,-12,-4.965911691150471,16.979249687536480,-12.9390535,0.0036364,45.4545441,-0.0487301,-0.0090371,3.0000000,0.0956734,1.1462237,29.2656307,-0.1137477,0.1684707
6698,-12,-4.958455051150471,16.979249687536480,-12.9390545,0.0036364,45.4545441,-0.0307445,-0.0370889,4.0000000,0.0752497,1.1470051,29.3357849,-0.1494276,0.1098078
6699,-12,-4.950998411150471,16.979249687536480,-12.9390621,0.0036364,45.4545441,-0.0172857,-0.0710773,4.0000000,0.0483540,1.1475459,29.3840427,-0.1905085,0.0811555
6700,-12,-4.943541771150471,16.979249687536480,-12.9390736,0.0036364,45.4545441,-0.0059978,-0.1084211,4.0000000,0.0174028,1.1478758,29.4123878,-0.2342450,0.0796760
6701,-12,-4.936085131150471,16.979249687536480,-12.9390869,0.0036364,45.4545441,0.0042484,-0.1471875,4.0000000,-0.0152255,1.1479937,29.4234848,-0.2791494,0.1032500
6702,-12,-4.928628491150471,16.979249687536480,-12.9390984,0.0036364,45.4545441,0.0119657,-0.1841002,4.0000000,-0.0435991,1.1478993,29.4145832,-0.3246014,0.1508060
6703,-12,-4.921171851150471,16.979249687536480,-12.9391060,0.0036364,45.4545441,0.0156244,-0.2163773,4.0000000,-0.0653587,1.1475697,29.3850651,-0.3673959,0.2166474
6704,-12,-4.913715211150471,16.979249687536480,-12.9391088,0.0036364,45.4545441,0.0144928,-0.2435178,5.0000000,-0.0810842,1.1470138,29.3372307,-0.4059515,0.2956336
6705,-12,-4.906258571150471,16.979249687536480,-12.9391031,0.0036364,45.4545441,0.0108275,-0.2685829,4.0000000,-0.0972077,1.1462643,29.2701836,-0.4399580,0.3861353
6706,-12,-4.898801931150471,16.979249687536480,-12.9390888,0.0036364,45.4545441,-0.0004539,-0.2858032,4.0000000,-0.1042211,1.1453152,29.1844292,-0.4673853,0.4803700
