OID_,RegL,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
2192,-12,-2.296434571150472,19.857512727536481,-12.9423532,-0.0024793,8.2644625,0.0026226,0.1788965,4.0000000,0.3369892,1.0235933,12.3328114,0.0208038,0.1407265
2193,-12,-2.288977931150472,19.857512727536481,-12.9413090,-0.0034711,4.9586778,0.0216193,0.2351148,4.0000000,0.3934846,1.0230478,12.1888876,0.0767449,0.2024895
2194,-12,-2.281521291150472,19.857512727536481,-12.9402857,-0.0045455,2.4793389,0.0397079,0.2684975,4.0000000,0.4179984,1.0224566,12.0305481,0.1189967,0.2363590
2195,-12,-2.274064651150472,19.857512727536481,-12.9392872,0.0043802,45.4545441,0.0510871,0.2756501,4.0000000,0.4061205,1.0218694,11.8730755,0.1451797,0.2269644
2196,-12,-2.266608011150472,19.857512727536481,-12.9383125,0.0033884,38.0165291,0.0558413,0.2660254,4.0000000,0.3684636,1.0213561,11.7342434,0.1635872,0.1916737
2197,-12,-2.259151371150472,19.857512727536481,-12.9373589,0.0024793,31.4049587,0.0562777,0.2508076,4.0000000,0.3178015,1.0209402,11.6198931,0.1838137,0.1542220
2198,-12,-2.251694731150472,19.857512727536481,-12.9364233,0.0015702,25.6198349,0.0551532,0.2392695,4.0000000,0.2701224,1.0206017,11.5273237,0.2084166,0.1301834
2199,-12,-2.244238091150473,19.857512727536481,-12.9355040,0.0005785,19.8347111,0.0531277,0.2323997,4.0000000,0.2252510,1.0203359,11.4556770,0.2395485,0.1187899
2200,-12,-2.236781451150473,19.857512727536481,-12.9345999,-0.0003306,14.8760328,0.0496922,0.2297346,4.0000000,0.1834609,1.0201433,11.4029598,0.2760082,0.1192599
2201,-12,-2.617070091150472,19.850056087536480,-12.9685917,0.0029752,29.7520657,0.0932482,-0.6440264,4.0000000,-0.1994766,1.0045786,5.4436483,-1.0885762,1.4889603
2202,-12,-2.609613451150472,19.850056087536480,-12.9684210,0.0026446,26.4462814,0.2152826,-0.7141617,4.0000000,-0.3065408,1.0046916,5.5113997,-1.1217825,1.6287185
2203,-12,-2.602156811150472,19.850056087536480,-12.9682388,0.0023967,23.9669418,0.3077124,-0.7670124,4.0000000,-0.3916094,1.0048326,5.5955696,-1.1424155,1.7601815
2204,-12,-2.594700171150472,19.850056087536480,-12.9680414,0.0020661,20.6611576,0.3575185,-0.7989652,4.0000000,-0.4492289,1.0049983,5.6898837,-1.1487015,1.8638393
2205,-12,-2.587243531150472,19.850056087536480,-12.9678268,0.0017355,17.3553715,0.3835509,-0.8189679,4.0000000,-0.4960614,1.0051848,5.7957492,-1.1418744,1.9444253
2206,-12,-2.579786891150472,19.850056087536480,-12.9675941,0.0014050,14.0495872,0.3959860,-0.8318449,4.0000000,-0.5415866,1.0053980,5.9154687,-1.1221032,2.0080986
2207,-12,-2.572330251150472,19.850056087536480,-12.9673424,0.0011570,11.5702477,0.4012183,-0.8407208,4.0000000,-0.5931234,1.0056469,6.0490003,-1.0883182,2.0611298
2208,-12,-2.564873611150472,19.850056087536480,-12.9670715,0.0009091,9.0909090,0.3984876,-0.8460526,4.0000000,-0.6505873,1.0059389,6.2037330,-1.0415181,2.1075139
2209,-12,-2.557416971150472,19.850056087536480,-12.9667797,0.0005785,6.6115704,0.3819067,-0.8463823,4.0000000,-0.7099800,1.0062834,6.3816299,-0.9827847,2.1487772
2210,-12,-2.549960331150472,19.850056087536480,-12.9664669,0.0003306,4.9586778,0.3554345,-0.8441178,4.0000000,-0.7725731,1.0066876,6.5841494,-0.9156626,2.1934977
2211,-12,-2.542503691150472,19.850056087536480,-12.9661322,0.0000000,3.3057852,0.3159825,-0.8361132,4.0000000,-0.8327572,1.0071586,6.8121514,-0.8394692,2.2265699
2212,-12,-2.535047051150472,19.850056087536480,-12.9657745,-0.0003306,1.6528926,0.2665137,-0.8248048,4.0000000,-0.8886194,1.0076996,7.0659299,-0.7609903,2.2594149
2213,-12,-2.527590411150472,19.850056087536480,-12.9653940,-0.0006612,0.8264463,0.2100543,-0.8092536,4.0000000,-0.9372828,1.0083095,7.3409905,-0.6812244,2.2803113
2214,-12,-2.520133771150472,19.850056087536480,-12.9649897,-0.0009917,0.0000000,0.1548569,-0.7918853,4.0000000,-0.9792314,1.0089926,7.6378212,-0.6045392,2.2895803
2215,-12,-2.512677131150472,19.850056087536480,-12.9645615,-0.0013223,0.0000000,0.0964768,-0.7677382,4.0000000,-1.0030328,1.0097442,7.9512620,-0.5324435,2.2647820
2216,-12,-2.505220491150472,19.850056087536480,-12.9641094,-0.0016529,0.0000000,0.0451287,-0.7390719,4.0000000,-1.0082273,1.0105501,8.2757797,-0.4699165,2.2018750
2217,-12,-2.497763851150472,19.850056087536480,-12.9636335,-0.0020661,0.0000000,-0.0082093,-0.6988462,4.0000000,-0.9835758,1.0113965,8.6016903,-0.4141166,2.0802915
2218,-12,-2.490307211150472,19.850056087536480,-12.9631348,-0.0024793,0.0000000,-0.0617309,-0.6463019,4.0000000,-0.9249149,1.0122486,8.9189177,-0.3676888,1.9024626
2219,-12,-2.482850571150472,19.850056087536480,-12.9626169,-0.0029752,0.0000000,-0.1093925,-0.5861039,4.0000000,-0.8408787,1.0130719,9.2142315,-0.3313291,1.6944259
2220,-12,-2.475393931150472,19.850056087536480,-12.9620838,-0.0033884,0.0000000,-0.1386493,-0.5249217,4.0000000,-0.7451118,1.0138484,9.4839706,-0.3047315,1.4712458
2221,-12,-2.467937291150472,19.850056087536480,-12.9615402,-0.0038017,0.0000000,-0.1518386,-0.4642198,4.0000000,-0.6384676,1.0145633,9.7246361,-0.2899720,1.2452974
2222,-12,-2.460480651150472,19.850056087536480,-12.9609880,-0.0042149,0.0000000,-0.1464054,-0.4100933,4.0000000,-0.5335212,1.0151901,9.9310188,-0.2866653,1.0322927
2223,-12,-2.453024011150472,19.850056087536480,-12.9604330,-0.0046281,0.0000000,-0.1233296,-0.3662286,4.0000000,-0.4378356,1.0157241,10.1036663,-0.2946216,0.8373128
2224,-12,-2.445567371150472,19.850056087536480,-12.9598761,0.0049587,49.5867767,-0.0867558,-0.3357489,4.0000000,-0.3625972,1.0161715,10.2439108,-0.3089007,0.6672346
2225,-12,-2.438110731150472,19.850056087536480,-12.9593191,0.0044628,45.4545441,-0.0434223,-0.3203841,4.0000000,-0.3145731,1.0165386,10.3577948,-0.3261950,0.5310746
2226,-12,-2.430654091150472,19.850056087536480,-12.9587603,0.0039669,41.3223152,0.0097181,-0.3254148,4.0000000,-0.3047981,1.0168502,10.4516544,-0.3460315,0.4312821
2227,-12,-2.423197451150472,19.850056087536480,-12.9581976,0.0033884,37.1900826,0.0639106,-0.3453168,4.0000000,-0.3278421,1.0171316,10.5358191,-0.3627915,0.3729955
2228,-12,-2.415740811150472,19.850056087536480,-12.9576263,0.0028099,33.0578499,0.1206693,-0.3807859,4.0000000,-0.3817321,1.0174140,10.6201954,-0.3798397,0.3631246
2229,-12,-2.408284171150472,19.850056087536480,-12.9570398,0.0020661,28.0991745,0.1777882,-0.4290183,4.0000000,-0.4583209,1.0177256,10.7112980,-0.3997158,0.4105194
2230,-12,-2.400827531150472,19.850056087536480,-12.9564314,0.0014050,23.9669418,0.2303099,-0.4839008,4.0000000,-0.5451406,1.0180937,10.8204117,-0.4226609,0.5163332
2231,-12,-2.393370891150472,19.850056087536480,-12.9557915,0.0006612,19.8347111,0.2694611,-0.5339737,4.0000000,-0.6217291,1.0185361,10.9488735,-0.4462182,0.6552994
2232,-12,-2.385914251150472,19.850056087536480,-12.9551134,-0.0001653,15.7024794,0.2947075,-0.5766379,4.0000000,-0.6845606,1.0190624,11.0992756,-0.4687152,0.8094051
2233,-12,-2.378457611150472,19.850056087536480,-12.9543896,-0.0009917,12.3966942,0.3056643,-0.6090870,4.0000000,-0.7287632,1.0196836,11.2762003,-0.4894109,0.9563066
2234,-12,-2.371000971150472,19.850056087536480,-12.9536142,-0.0018182,9.0909090,0.2967677,-0.6224748,4.0000000,-0.7421225,1.0204024,11.4790859,-0.5028271,1.0506355
2235,-12,-2.363544331150472,19.850056087536480,-12.9527845,-0.0026446,6.6115704,0.2679830,-0.6106012,4.0000000,-0.7177767,1.0212057,11.7006092,-0.5034258,1.0517775
2236,-12,-2.356087691150472,19.850056087536480,-12.9518986,-0.0034711,4.1322312,0.2214710,-0.5680719,4.0000000,-0.6495944,1.0220450,11.9271851,-0.4865494,0.9347407
2237,-12,-2.348631051150472,19.850056087536480,-12.9509602,-0.0043802,2.4793389,0.1655232,-0.4981010,4.0000000,-0.5452570,1.0228388,12.1401844,-0.4509449,0.7292125
2238,-12,-2.341174411150472,19.850056087536480,-12.9499750,0.0046281,47.9338837,0.1076709,-0.4079961,4.0000000,-0.4179391,1.0235231,12.3209229,-0.3980530,0.4957376
2239,-12,-2.333717771150472,19.850056087536480,-12.9489517,0.0035537,40.4958687,0.0578940,-0.3084684,4.0000000,-0.2816292,1.0240648,12.4586906,-0.3353075,0.2898107
2240,-12,-2.326261131150472,19.850056087536480,-12.9478989,0.0026446,33.8842964,0.0200866,-0.2028699,4.0000000,-0.1429362,1.0244170,12.5465145,-0.2628036,0.1346087
2241,-12,-2.318804491150472,19.850056087536480,-12.9468279,0.0016529,27.2727280,-0.0030441,-0.0975251,4.0000000,-0.0114472,1.0245494,12.5810404,-0.1836029,0.0468832
2242,-12,-2.311347851150472,19.850056087536480,-12.9457483,0.0006612,21.4876041,-0.0114288,0.0025736,4.0000000,0.1082257,1.0244837,12.5644388,-0.1030786,0.0253011
2243,-12,-2.303891211150472,19.850056087536480,-12.9446697,-0.0003306,16.5289249,-0.0066779,0.0935643,4.0000000,0.2128301,1.0242511,12.5027037,-0.0257016,0.0556645
2244,-12,-2.296434571150472,19.850056087536480,-12.9435997,-0.0013223,12.3966942,0.0072130,0.1724562,4.0000000,0.3005676,1.0238587,12.4012260,0.0443449,0.1195928
2245,-12,-2.288977931150472,19.850056087536480,-12.9425468,-0.0023140,8.2644625,0.0257062,0.2334121,4.0000000,0.3661498,1.0233425,12.2670059,0.1006744,0.1890788
2246,-12,-2.281521291150472,19.850056087536480,-12.9415169,-0.0033058,4.9586778,0.0436575,0.2708448,4.0000000,0.3998078,1.0227741,12.1159611,0.1418818,0.2326380
2247,-12,-2.274064651150472,19.850056087536480,-12.9405107,-0.0043802,2.4793389,0.0544763,0.2813695,4.0000000,0.3974715,1.0221967,11.9602976,0.1652674,0.2332420
2248,-12,-2.266608011150472,19.850056087536480,-12.9395304,0.0046281,47.1074371,0.0588826,0.2737575,4.0000000,0.3674719,1.0216675,11.8194485,0.1800431,0.2032584
2249,-12,-2.259151371150472,19.850056087536480,-12.9385729,0.0037190,40.4958687,0.0600617,0.2619764,4.0000000,0.3259456,1.0212311,11.7016716,0.1980071,0.1711377
2250,-12,-2.251694731150472,19.850056087536480,-12.9376345,0.0028099,33.8842964,0.0588519,0.2510983,4.0000000,0.2830341,1.0208696,11.6018953,0.2191625,0.1476320
2251,-12,-2.244238091150473,19.850056087536480,-12.9367151,0.0018182,27.2727280,0.0562779,0.2435116,4.0000000,0.2397185,1.0205784,11.5225067,0.2473047,0.1351542
2252,-12,-2.236781451150473,19.850056087536480,-12.9358120,0.0009091,21.4876041,0.0519249,0.2389631,4.0000000,0.1975813,1.0203539,11.4609680,0.2803450,0.1333905
2253,-12,-2.609613451150472,19.842599447536479,-12.9690857,0.0035537,35.5371895,0.1631724,-0.5833089,4.0000000,-0.2642258,1.0039147,5.0343318,-0.9023919,1.0449548
2254,-12,-2.602156811150472,19.842599447536479,-12.9689102,0.0033058,33.0578499,0.2378529,-0.6404813,4.0000000,-0.3498370,1.0040152,5.0986209,-0.9311255,1.1778172
2255,-12,-2.594700171150472,19.842599447536479,-12.9687204,0.0029752,29.7520657,0.2788082,-0.6767136,4.0000000,-0.4092954,1.0041410,5.1802464,-0.9441317,1.2891926
2256,-12,-2.587243531150472,19.842599447536479,-12.9685144,0.0026446,26.4462814,0.2942422,-0.6985624,4.0000000,-0.4539239,1.0042927,5.2744479,-0.9432009,1.3809524
2257,-12,-2.579786891150472,19.842599447536479,-12.9682913,0.0023140,23.1404953,0.2954883,-0.7123135,4.0000000,-0.4971344,1.0044738,5.3836660,-0.9274926,1.4587780
2258,-12,-2.572330251150472,19.842599447536479,-12.9680519,0.0019835,19.8347111,0.2883453,-0.7215856,4.0000000,-0.5452982,1.0046887,5.5118170,-0.8978732,1.5294751
2259,-12,-2.564873611150472,19.842599447536479,-12.9677954,0.0016529,16.5289249,0.2744657,-0.7287927,4.0000000,-0.6005619,1.0049450,5.6607814,-0.8570236,1.6030638
2260,-12,-2.557416971150472,19.842599447536479,-12.9675207,0.0013223,13.2231407,0.2486025,-0.7317398,4.0000000,-0.6583865,1.0052510,5.8341188,-0.8050931,1.6768689
2261,-12,-2.549960331150472,19.842599447536479,-12.9672289,0.0010744,10.7438021,0.2129669,-0.7321125,4.0000000,-0.7200807,1.0056143,6.0314426,-0.7441443,1.7562622
2262,-12,-2.542503691150472,19.842599447536479,-12.9669180,0.0007438,8.2644625,0.1702663,-0.7311054,4.0000000,-0.7837095,1.0060425,6.2583904,-0.6785012,1.8429863
2263,-12,-2.535047051150472,19.842599447536479,-12.9665880,0.0004132,5.7851238,0.1213417,-0.7277611,4.0000000,-0.8442470,1.0065416,6.5124507,-0.6112751,1.9296699
2264,-12,-2.527590411150472,19.842599447536479,-12.9662371,0.0000826,4.1322312,0.0680647,-0.7213635,4.0000000,-0.8987790,1.0071124,6.7911987,-0.5439479,2.0084269
2265,-12,-2.520133771150472,19.842599447536479,-12.9658670,-0.0002479,2.4793389,0.0210477,-0.7150688,4.0000000,-0.9480551,1.0077572,7.0926189,-0.4820824,2.0763998
2266,-12,-2.512677131150472,19.842599447536479,-12.9654741,-0.0005785,1.6528926,-0.0207643,-0.7057717,4.0000000,-0.9853854,1.0084740,7.4146104,-0.4261579,2.1173379
2267,-12,-2.505220491150472,19.842599447536479,-12.9650593,-0.0009091,0.8264463,-0.0542741,-0.6925856,4.0000000,-1.0066321,1.0092529,7.7494483,-0.3785391,2.1197915
2268,-12,-2.497763851150472,19.842599447536479,-12.9646215,-0.0013223,0.0000000,-0.0865024,-0.6684294,4.0000000,-0.9983889,1.0100827,8.0917826,-0.3384698,2.0588512
2269,-12,-2.490307211150472,19.842599447536479,-12.9641609,-0.0016529,0.0000000,-0.1208299,-0.6310846,4.0000000,-0.9564409,1.0109352,8.4284048,-0.3057284,1.9350590
2270,-12,-2.482850571150472,19.842599447536479,-12.9636803,-0.0020661,0.0000000,-0.1509191,-0.5842983,4.0000000,-0.8865467,1.0117788,8.7464218,-0.2820498,1.7648951
2271,-12,-2.475393931150472,19.842599447536479,-12.9631824,-0.0024793,0.0000000,-0.1632015,-0.5366936,4.0000000,-0.8043274,1.0125865,9.0429811,-0.2690599,1.5697629
2272,-12,-2.467937291150472,19.842599447536479,-12.9626713,-0.0028926,0.0000000,-0.1620964,-0.4878253,4.0000000,-0.7106604,1.0133454,9.3124523,-0.2649901,1.3580170
2273,-12,-2.460480651150472,19.842599447536479,-12.9621487,-0.0033058,0.0000000,-0.1418801,-0.4448243,4.0000000,-0.6161829,1.0140392,9.5496559,-0.2734657,1.1461463
2274,-12,-2.453024011150472,19.842599447536479,-12.9616194,-0.0037190,0.0000000,-0.1108558,-0.4075921,4.0000000,-0.5255986,1.0146470,9.7532282,-0.2895855,0.9454807
2275,-12,-2.445567371150472,19.842599447536479,-12.9610844,-0.0041322,0.0000000,-0.0679310,-0.3826279,4.0000000,-0.4527098,1.0151682,9.9243670,-0.3125460,0.7699100
2276,-12,-2.438110731150472,19.842599447536479,-12.9605446,-0.0045455,0.0000000,-0.0232111,-0.3683486,4.0000000,-0.4013750,1.0156100,10.0653629,-0.3353222,0.6286012
2277,-12,-2.430654091150472,19.842599447536479,-12.9600000,-0.0049587,0.0000000,0.0302803,-0.3724145,4.0000000,-0.3852466,1.0159916,10.1850567,-0.3595823,0.5274245
2278,-12,-2.423197451150472,19.842599447536479,-12.9594479,0.0045455,46.2809906,0.0853313,-0.3895429,4.0000000,-0.3979543,1.0163393,10.2918320,-0.3811314,0.4661833
2279,-12,-2.415740811150472,19.842599447536479,-12.9588842,0.0040496,42.1487617,0.1461010,-0.4234379,4.0000000,-0.4444537,1.0166777,10.3961267,-0.4024221,0.4555581
2280,-12,-2.408284171150472,19.842599447536479,-12.9583044,0.0033884,37.1900826,0.2077657,-0.4686752,4.0000000,-0.5137420,1.0170413,10.5044212,-0.4236083,0.4988114
2281,-12,-2.400827531150472,19.842599447536479,-12.9576998,0.0028099,33.0578499,0.2657711,-0.5212352,4.0000000,-0.5964202,1.0174594,10.6292467,-0.4460503,0.6011735
2282,-12,-2.393370891150472,19.842599447536479,-12.9570627,0.0020661,28.0991745,0.3080324,-0.5675201,4.0000000,-0.6685402,1.0179446,10.7745657,-0.4665000,0.7310361
2283,-12,-2.385914251150472,19.842599447536479,-12.9563856,0.0012397,23.1404953,0.3342026,-0.6056603,4.0000000,-0.7265424,1.0185137,10.9415102,-0.4847781,0.8718407
2284,-12,-2.378457611150472,19.842599447536479,-12.9556627,0.0004132,19.0082645,0.3445557,-0.6335555,4.0000000,-0.7667732,1.0191827,11.1333752,-0.5003377,1.0033182
2285,-12,-2.371000971150472,19.842599447536479,-12.9548883,-0.0004132,14.8760328,0.3361425,-0.6449135,4.0000000,-0.7808571,1.0199480,11.3509045,-0.5089699,1.0886108
2286,-12,-2.363544331150472,19.842599447536479,-12.9540596,-0.0012397,11.5702477,0.3057445,-0.6314031,4.0000000,-0.7598941,1.0207936,11.5864868,-0.5029122,1.0828631
2287,-12,-2.356087691150472,19.842599447536479,-12.9531746,-0.0021488,8.2644625,0.2556557,-0.5887972,4.0000000,-0.6981630,1.0216798,11.8307142,-0.4794314,0.9667029
2288,-12,-2.348631051150472,19.842599447536479,-12.9522362,-0.0030579,5.7851238,0.1952434,-0.5201459,4.0000000,-0.6013601,1.0225390,12.0605679,-0.4389318,0.7651718
2289,-12,-2.341174411150472,19.842599447536479,-12.9512501,-0.0040496,3.3057852,0.1344371,-0.4334994,4.0000000,-0.4817773,1.0232991,12.2613697,-0.3852215,0.5341811
2290,-12,-2.333717771150472,19.842599447536479,-12.9502258,-0.0051240,1.6528926,0.0790071,-0.3328091,4.0000000,-0.3471499,1.0239130,12.4218521,-0.3184683,0.3146305
2291,-12,-2.326261131150472,19.842599447536479,-12.9491711,0.0039669,42.9752083,0.0353895,-0.2240239,4.0000000,-0.2072562,1.0243522,12.5321054,-0.2407916,0.1424594
2292,-12,-2.318804491150472,19.842599447536479,-12.9480953,0.0028926,35.5371895,0.0078096,-0.1156329,4.0000000,-0.0715803,1.0245765,12.5869474,-0.1596855,0.0406813
2293,-12,-2.311347851150472,19.842599447536479,-12.9470110,0.0019008,28.9256191,-0.0040319,-0.0141783,4.0000000,0.0507215,1.0245831,12.5890989,-0.0790781,0.0095885
2294,-12,-2.303891211150472,19.842599447536479,-12.9459267,0.0009091,23.1404953,-0.0022507,0.0815780,4.0000000,0.1635522,1.0244068,12.5436249,-0.0003962,0.0357372
2295,-12,-2.296434571150472,19.842599447536479,-12.9448509,-0.0000826,18.1818180,0.0095480,0.1633339,4.0000000,0.2584581,1.0240641,12.4539165,0.0682097,0.0997170
2296,-12,-2.288977931150472,19.842599447536479,-12.9437923,-0.0010744,13.2231407,0.0261401,0.2259718,4.0000000,0.3306208,1.0235864,12.3301687,0.1213228,0.1718393
2297,-12,-2.281521291150472,19.842599447536479,-12.9427557,-0.0020661,9.0909090,0.0420954,0.2655183,4.0000000,0.3736934,1.0230418,12.1873808,0.1573432,0.2226207
2298,-12,-2.274064651150472,19.842599447536479,-12.9417439,-0.0030579,5.7851238,0.0536635,0.2819506,4.0000000,0.3842424,1.0224799,12.0362806,0.1796587,0.2360490
2299,-12,-2.266608011150472,19.842599447536479,-12.9407587,-0.0040496,3.3057852,0.0580784,0.2770109,4.0000000,0.3638918,1.0219522,11.8944006,0.1901300,0.2128198
2300,-12,-2.259151371150472,19.842599447536479,-12.9397974,0.0050413,49.5867767,0.0587378,0.2658181,4.0000000,0.3294422,1.0214994,11.7741861,0.2021940,0.1831056
2301,-12,-2.251694731150472,19.842599447536479,-12.9388571,0.0041322,42.9752083,0.0587237,0.2577159,4.0000000,0.2927302,1.0211107,11.6697121,0.2227016,0.1629062
2302,-12,-2.244238091150473,19.842599447536479,-12.9379377,0.0031405,36.3636360,0.0569095,0.2522011,4.0000000,0.2553341,1.0207936,11.5810881,0.2490681,0.1529179
2303,-12,-2.602156811150472,19.835142807536478,-12.9695234,0.0042149,42.1487617,0.1697516,-0.5128072,4.0000000,-0.2913682,1.0034248,4.7115450,-0.7342463,0.7189901
2304,-12,-2.594700171150472,19.835142807536478,-12.9693384,0.0038843,38.8429756,0.2013469,-0.5511108,4.0000000,-0.3505993,1.0035127,4.7717032,-0.7516224,0.8204615
2305,-12,-2.587243531150472,19.835142807536478,-12.9691391,0.0035537,35.5371895,0.2098499,-0.5742875,4.0000000,-0.3944637,1.0036277,4.8498483,-0.7541112,0.9095358
2306,-12,-2.579786891150472,19.835142807536478,-12.9689255,0.0032231,32.2314034,0.2031908,-0.5879146,4.0000000,-0.4343452,1.0037713,4.9447894,-0.7414842,0.9881490
2307,-12,-2.572330251150472,19.835142807536478,-12.9686975,0.0028926,28.9256191,0.1877321,-0.5978053,4.0000000,-0.4803957,1.0039488,5.0594835,-0.7152148,1.0684053
2308,-12,-2.564873611150472,19.835142807536478,-12.9684544,0.0025620,25.6198349,0.1649856,-0.6054110,4.0000000,-0.5322184,1.0041670,5.1965294,-0.6786036,1.1535319
2309,-12,-2.557416971150472,19.835142807536478,-12.9681978,0.0022314,22.3140488,0.1311139,-0.6102321,4.0000000,-0.5882552,1.0044314,5.3588328,-0.6322090,1.2485490
2310,-12,-2.549960331150472,19.835142807536478,-12.9679260,0.0019008,19.0082645,0.0893873,-0.6139545,4.0000000,-0.6490284,1.0047487,5.5482297,-0.5788807,1.3550428
2311,-12,-2.542503691150472,19.835142807536478,-12.9676399,0.0015702,15.7024794,0.0435061,-0.6182688,4.0000000,-0.7128083,1.0051298,5.7664628,-0.5237293,1.4740360
2312,-12,-2.535047051150472,19.835142807536478,-12.9673376,0.0012397,12.3966942,-0.0062207,-0.6224259,4.0000000,-0.7776172,1.0055814,6.0148935,-0.4672344,1.6013877
2313,-12,-2.527590411150472,19.835142807536478,-12.9670200,0.0009091,9.9173555,-0.0567965,-0.6252233,4.0000000,-0.8378665,1.0061047,6.2906790,-0.4125801,1.7248664
2314,-12,-2.520133771150472,19.835142807536478,-12.9666834,0.0005785,7.4380164,-0.0969721,-0.6298036,4.0000000,-0.8951407,1.0067014,6.5923471,-0.3644665,1.8376266
2315,-12,-2.512677131150472,19.835142807536478,-12.9663286,0.0002479,5.7851238,-0.1250513,-0.6344790,4.0000000,-0.9453874,1.0073736,6.9170713,-0.3235707,1.9275000
2316,-12,-2.505220491150472,19.835142807536478,-12.9659529,-0.0000826,4.1322312,-0.1411893,-0.6359243,4.0000000,-0.9810589,1.0081152,7.2573380,-0.2907896,1.9768264
2317,-12,-2.497763851150472,19.835142807536478,-12.9655552,-0.0004959,2.4793389,-0.1560935,-0.6265344,4.0000000,-0.9886117,1.0089129,7.6072807,-0.2644570,1.9669129
2318,-12,-2.490307211150472,19.835142807536478,-12.9651346,-0.0008264,1.6528926,-0.1745929,-0.6038098,4.0000000,-0.9643500,1.0097432,7.9554930,-0.2432697,1.8965219
2319,-12,-2.482850571150472,19.835142807536478,-12.9646931,-0.0012397,0.8264463,-0.1861327,-0.5715203,4.0000000,-0.9109892,1.0105789,8.2911701,-0.2320514,1.7680802
2320,-12,-2.475393931150472,19.835142807536478,-12.9642324,-0.0016529,0.0000000,-0.1833999,-0.5373672,4.0000000,-0.8446992,1.0113987,8.6067362,-0.2300352,1.6082430
2321,-12,-2.467937291150472,19.835142807536478,-12.9637556,-0.0019835,0.0000000,-0.1647531,-0.5025994,4.0000000,-0.7666590,1.0121821,8.8986225,-0.2385397,1.4201263
2322,-12,-2.460480651150472,19.835142807536478,-12.9632664,-0.0023967,0.0000000,-0.1319031,-0.4703082,4.0000000,-0.6846706,1.0129133,9.1603441,-0.2559459,1.2201586
2323,-12,-2.453024011150472,19.835142807536478,-12.9627647,-0.0028099,0.0000000,-0.0921722,-0.4418655,4.0000000,-0.6038666,1.0135741,9.3920212,-0.2798645,1.0271969
2324,-12,-2.445567371150472,19.835142807536478,-12.9622536,-0.0032231,0.0000000,-0.0456463,-0.4207526,4.0000000,-0.5336310,1.0141524,9.5879717,-0.3078742,0.8515106
2325,-12,-2.438110731150472,19.835142807536478,-12.9617338,-0.0036364,0.0000000,0.0010564,-0.4089554,4.0000000,-0.4819008,1.0146568,9.7556849,-0.3360099,0.7107151
2326,-12,-2.430654091150472,19.835142807536478,-12.9612045,-0.0040496,0.0000000,0.0530349,-0.4105967,4.0000000,-0.4591285,1.0150967,9.8989201,-0.3620649,0.6061310
2327,-12,-2.423197451150472,19.835142807536478,-12.9606657,-0.0044628,0.0000000,0.1073909,-0.4256014,4.0000000,-0.4647332,1.0155017,10.0270576,-0.3864695,0.5445018
2328,-12,-2.415740811150472,19.835142807536478,-12.9601116,-0.0048760,0.0000000,0.1680481,-0.4562339,4.0000000,-0.5032430,1.0158939,10.1494732,-0.4092249,0.5319404
2329,-12,-2.408284171150472,19.835142807536478,-12.9595394,0.0045455,46.2809906,0.2313012,-0.4993863,4.0000000,-0.5674831,1.0163013,10.2770185,-0.4312895,0.5756743
2330,-12,-2.400827531150472,19.835142807536478,-12.9589405,0.0040496,42.1487617,0.2885038,-0.5467724,4.0000000,-0.6430966,1.0167679,10.4194231,-0.4504483,0.6692436
2331,-12,-2.393370891150472,19.835142807536478,-12.9583073,0.0033884,37.1900826,0.3320876,-0.5904540,4.0000000,-0.7118237,1.0173033,10.5817165,-0.4690842,0.7932292
2332,-12,-2.385914251150472,19.835142807536478,-12.9576340,0.0025620,31.4049587,0.3586160,-0.6257138,4.0000000,-0.7671859,1.0179191,10.7654352,-0.4842416,0.9253820
2333,-12,-2.378457611150472,19.835142807536478,-12.9569139,0.0017355,26.4462814,0.3672706,-0.6495287,4.0000000,-0.8035235,1.0186287,10.9734087,-0.4955339,1.0425705
2334,-12,-2.371000971150472,19.835142807536478,-12.9561424,0.0009091,21.4876041,0.3560990,-0.6567676,4.0000000,-0.8154266,1.0194310,11.2036734,-0.4981085,1.1122926
2335,-12,-2.363544331150472,19.835142807536478,-12.9553156,0.0000826,17.3553715,0.3256964,-0.6428518,4.0000000,-0.7968531,1.0203110,11.4536333,-0.4888504,1.1036022
2336,-12,-2.356087691150472,19.835142807536478,-12.9544334,-0.0008264,13.2231407,0.2773703,-0.6037598,4.0000000,-0.7433996,1.0212380,11.7112284,-0.4641199,0.9988461
2337,-12,-2.348631051150472,19.835142807536478,-12.9534979,-0.0017355,9.9173555,0.2159085,-0.5378433,4.0000000,-0.6546412,1.0221566,11.9597645,-0.4210455,0.8045121
2338,-12,-2.341174411150472,19.835142807536478,-12.9525146,-0.0027273,6.6115704,0.1529991,-0.4532376,4.0000000,-0.5415332,1.0229948,12.1798525,-0.3649420,0.5733386
2339,-12,-2.333717771150472,19.835142807536478,-12.9514904,-0.0038017,4.1322312,0.0954428,-0.3546143,4.0000000,-0.4126585,1.0236875,12.3619766,-0.2965702,0.3473818
