OID_,RegL,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
656,-12,-2.609613451150472,20.043928727536478,-12.9244022,-0.0005785,23.1404953,-0.2320478,0.1835438,4.0000000,-0.3233158,1.0317018,14.2336922,0.6904033,0.6533704
657,-12,-2.602156811150472,20.043928727536478,-12.9240828,-0.0008264,22.3140488,-0.1803692,0.2331663,4.0000000,-0.2486515,1.0319878,14.2958145,0.7149841,0.6249350
658,-12,-2.594700171150472,20.043928727536478,-12.9237499,-0.0009917,21.4876041,-0.1272906,0.2828969,4.0000000,-0.1723993,1.0323223,14.3692446,0.7381932,0.6167192
659,-12,-2.587243531150472,20.043928727536478,-12.9234085,-0.0013223,19.8347111,-0.0786811,0.3258589,4.0000000,-0.1024514,1.0326960,14.4517708,0.7541691,0.6224977
660,-12,-2.579786891150472,20.043928727536478,-12.9230633,-0.0016529,18.1818180,-0.0246500,0.3684662,4.0000000,-0.0248393,1.0330957,14.5392532,0.7617717,0.6331270
661,-12,-2.572330251150472,20.043928727536478,-12.9227200,-0.0019835,16.5289249,0.0313651,0.4075222,4.0000000,0.0565108,1.0335015,14.6279221,0.7585337,0.6447009
662,-12,-2.564873611150472,20.043928727536478,-12.9223833,-0.0023140,14.8760328,0.0830277,0.4395039,4.0000000,0.1341490,1.0338948,14.7119217,0.7448587,0.6536532
663,-12,-2.557416971150472,20.043928727536478,-12.9220600,-0.0025620,14.0495872,0.1140843,0.4540440,4.0000000,0.1866713,1.0342640,14.7907028,0.7214167,0.6464863
664,-12,-2.549960331150472,20.043928727536478,-12.9217529,-0.0028099,13.2231407,0.1261049,0.4521296,4.0000000,0.2143801,1.0346167,14.8653793,0.6898791,0.6157786
665,-12,-2.542503691150472,20.043928727536478,-12.9214621,-0.0029752,12.3966942,0.1150440,0.4298543,4.0000000,0.2084858,1.0349569,14.9374800,0.6512228,0.5552616
666,-12,-2.535047051150472,20.043928727536478,-12.9211893,-0.0032231,11.5702477,0.0908187,0.3921611,4.0000000,0.1779670,1.0352840,15.0063000,0.6063552,0.4723643
667,-12,-2.527590411150472,20.043928727536478,-12.9209290,-0.0036364,9.9173555,0.0582783,0.3415978,4.0000000,0.1254427,1.0355911,15.0711002,0.5577528,0.3799471
668,-12,-2.520133771150472,20.043928727536478,-12.9206800,-0.0040496,8.2644625,0.0270899,0.2861578,4.0000000,0.0661028,1.0358615,15.1287556,0.5062128,0.2950567
669,-12,-2.512677131150472,20.043928727536478,-12.9204359,-0.0044628,6.6115704,-0.0014067,0.2286087,4.0000000,0.0018996,1.0360918,15.1763592,0.4553179,0.2278089
670,-12,-2.505220491150472,20.043928727536478,-12.9201927,-0.0047107,5.7851238,-0.0239564,0.1731065,4.0000000,-0.0584120,1.0362785,15.2139921,0.4046249,0.1807980
671,-12,-2.497763851150472,20.043928727536478,-12.9199467,0.0050413,49.5867767,-0.0463217,0.1140206,4.0000000,-0.1292821,1.0364248,15.2442083,0.3573232,0.1581751
672,-12,-2.490307211150472,20.043928727536478,-12.9196939,0.0047934,48.7603302,-0.0640291,0.0545479,4.0000000,-0.2014824,1.0365500,15.2703333,0.3105781,0.1573699
673,-12,-2.482850571150472,20.043928727536478,-12.9194269,0.0043802,47.1074371,-0.0740126,0.0024710,4.0000000,-0.2620678,1.0366627,15.2935333,0.2670098,0.1712203
674,-12,-2.475393931150472,20.043928727536478,-12.9191437,0.0039669,45.4545441,-0.0738559,-0.0357047,4.0000000,-0.2957362,1.0367620,15.3142910,0.2243268,0.1801102
675,-12,-2.467937291150472,20.043928727536478,-12.9188395,0.0035537,43.8016510,-0.0686626,-0.0616979,4.0000000,-0.3076011,1.0368403,15.3301449,0.1842054,0.1818196
676,-12,-2.460480651150472,20.043928727536478,-12.9185152,0.0031405,42.1487617,-0.0607136,-0.0779921,4.0000000,-0.3012024,1.0368773,15.3378325,0.1452181,0.1746983
677,-12,-2.453024011150472,20.043928727536478,-12.9181700,0.0028099,41.3223152,-0.0532455,-0.0887272,4.0000000,-0.2860411,1.0368669,15.3358612,0.1085867,0.1656766
678,-12,-2.445567371150472,20.043928727536478,-12.9178047,0.0024793,39.6694221,-0.0461195,-0.0972363,4.0000000,-0.2675824,1.0368178,15.3269005,0.0731099,0.1561165
679,-12,-2.438110731150472,20.043928727536478,-12.9174204,0.0021488,38.0165291,-0.0401317,-0.1034523,4.0000000,-0.2476038,1.0367411,15.3100538,0.0406991,0.1473867
680,-12,-2.430654091150472,20.043928727536478,-12.9170170,0.0018182,36.3636360,-0.0352753,-0.1085669,4.0000000,-0.2256379,1.0366384,15.2882137,0.0085041,0.1403315
681,-12,-2.423197451150472,20.043928727536478,-12.9165955,0.0014876,34.7107430,-0.0316311,-0.1128159,4.0000000,-0.2016511,1.0364971,15.2609339,-0.0239806,0.1352507
682,-12,-2.415740811150472,20.043928727536478,-12.9161577,0.0009917,32.2314034,-0.0305685,-0.1137702,4.0000000,-0.1710224,1.0363201,15.2258015,-0.0565181,0.1325060
683,-12,-2.408284171150472,20.043928727536478,-12.9157038,0.0004959,29.7520657,-0.0318736,-0.1167865,4.0000000,-0.1422917,1.0361017,15.1792755,-0.0912813,0.1374197
684,-12,-2.400827531150472,20.043928727536478,-12.9152365,0.0001653,28.0991745,-0.0346703,-0.1249310,4.0000000,-0.1220858,1.0358255,15.1223984,-0.1277762,0.1516948
685,-12,-2.393370891150472,20.043928727536478,-12.9147558,-0.0002479,25.6198349,-0.0388249,-0.1374721,4.0000000,-0.1111987,1.0355062,15.0572710,-0.1637456,0.1751762
686,-12,-2.385914251150472,20.043928727536478,-12.9142618,-0.0007438,23.1404953,-0.0434341,-0.1500606,4.0000000,-0.0992270,1.0351591,14.9850807,-0.2008943,0.2009153
687,-12,-2.378457611150472,20.043928727536478,-12.9137526,-0.0013223,19.8347111,-0.0503094,-0.1580287,4.0000000,-0.0775376,1.0347748,14.9056273,-0.2385198,0.2261038
688,-12,-2.371000971150472,20.043928727536478,-12.9132309,-0.0019008,16.5289249,-0.0638404,-0.1528455,4.0000000,-0.0322270,1.0343444,14.8158894,-0.2734641,0.2476374
689,-12,-2.363544331150472,20.043928727536478,-12.9126968,-0.0023967,14.0495872,-0.0860321,-0.1351064,4.0000000,0.0349234,1.0338445,14.7107592,-0.3051362,0.2732660
690,-12,-2.356087691150472,20.043928727536478,-12.9121542,-0.0028926,11.5702477,-0.1161281,-0.1124085,4.0000000,0.1123128,1.0332489,14.5849352,-0.3371298,0.3151461
691,-12,-2.348631051150472,20.043928727536478,-12.9116068,-0.0033884,9.0909090,-0.1522971,-0.0931041,4.0000000,0.1816330,1.0325533,14.4355755,-0.3678412,0.3786453
692,-12,-2.341174411150472,20.043928727536478,-12.9110603,-0.0038843,6.6115704,-0.1907977,-0.0769369,4.0000000,0.2423558,1.0317686,14.2640181,-0.3962296,0.4528526
693,-12,-2.333717771150472,20.043928727536478,-12.9105139,-0.0043802,4.9586778,-0.2300594,-0.0611920,4.0000000,0.2984924,1.0309037,14.0732393,-0.4208764,0.5311801
694,-12,-2.326261131150472,20.043928727536478,-12.9099722,0.0051240,49.5867767,-0.2679932,-0.0449492,4.0000000,0.3511683,1.0299673,13.8622818,-0.4410667,0.6082358
695,-12,-2.318804491150472,20.043928727536478,-12.9094362,0.0045455,46.2809906,-0.3006895,-0.0320208,4.0000000,0.3923277,1.0289769,13.6348476,-0.4563693,0.6760074
696,-12,-2.311347851150472,20.043928727536478,-12.9089079,0.0040496,42.9752083,-0.3286736,-0.0190784,4.0000000,0.4290946,1.0279422,13.3942442,-0.4672513,0.7342122
697,-12,-2.303891211150472,20.043928727536478,-12.9083891,0.0035537,40.4958687,-0.3470118,-0.0133919,4.0000000,0.4475990,1.0268779,13.1413870,-0.4743827,0.7717509
698,-12,-2.296434571150472,20.043928727536478,-12.9078817,0.0030579,37.1900826,-0.3515309,-0.0193871,4.0000000,0.4399119,1.0258194,12.8820944,-0.4786861,0.7787933
699,-12,-2.288977931150472,20.043928727536478,-12.9073839,0.0025620,33.8842964,-0.3399968,-0.0406674,4.0000000,0.4009351,1.0247957,12.6281710,-0.4822699,0.7539064
700,-12,-2.281521291150472,20.043928727536478,-12.9068928,0.0020661,30.5785122,-0.3135393,-0.0750731,4.0000000,0.3344934,1.0238309,12.3825216,-0.4846396,0.7078136
701,-12,-2.274064651150472,20.043928727536478,-12.9064064,0.0014876,27.2727280,-0.2752617,-0.1179416,4.0000000,0.2516656,1.0229621,12.1581402,-0.4875488,0.6554149
702,-12,-2.266608011150472,20.043928727536478,-12.9059162,0.0009091,23.9669418,-0.2357749,-0.1532076,4.0000000,0.1831612,1.0221912,11.9557228,-0.4895765,0.6076962
703,-12,-2.259151371150472,20.043928727536478,-12.9054203,0.0002479,19.8347111,-0.1970601,-0.1789287,4.0000000,0.1317550,1.0215065,11.7732649,-0.4896125,0.5584904
704,-12,-2.251694731150472,20.043928727536478,-12.9049158,-0.0003306,16.5289249,-0.1590780,-0.2022016,4.0000000,0.0847669,1.0209051,11.6092577,-0.4891702,0.5130203
705,-12,-2.244238091150473,20.043928727536478,-12.9043999,-0.0009091,13.2231407,-0.1261880,-0.2209457,4.0000000,0.0476884,1.0203872,11.4687471,-0.4895798,0.4750836
706,-12,-2.236781451150473,20.043928727536478,-12.9038706,-0.0014876,10.7438021,-0.1002375,-0.2332640,4.0000000,0.0233685,1.0199393,11.3438139,-0.4898966,0.4424326
707,-12,-2.229324811150473,20.043928727536478,-12.9033279,-0.0020661,8.2644625,-0.0855572,-0.2331095,4.0000000,0.0236537,1.0195400,11.2334061,-0.4898728,0.4099113
708,-12,-2.221868171150473,20.043928727536478,-12.9027700,-0.0026446,5.7851238,-0.0840966,-0.2187989,4.0000000,0.0505409,1.0191633,11.1286135,-0.4881387,0.3785892
709,-12,-2.214411531150473,20.043928727536478,-12.9022007,-0.0031405,4.1322312,-0.0936300,-0.1885847,4.0000000,0.1027920,1.0187813,11.0201244,-0.4799615,0.3463487
710,-12,-2.669266571150472,20.036472087536481,-12.9279509,0.0029752,40.4958687,-0.2256991,0.2076457,4.0000000,-0.2144332,1.0336969,14.6623144,0.6297246,0.6867926
711,-12,-2.661809931150472,20.036472087536481,-12.9278250,0.0028099,39.6694221,-0.2461334,0.1842855,4.0000000,-0.2674164,1.0332627,14.5697069,0.6359875,0.6921784
712,-12,-2.654353291150472,20.036472087536481,-12.9276800,0.0026446,38.8429756,-0.2702343,0.1607057,4.0000000,-0.3224306,1.0329258,14.4976854,0.6438419,0.7110805
713,-12,-2.646896651150472,20.036472087536481,-12.9275131,0.0024793,38.0165291,-0.2930736,0.1409324,4.0000000,-0.3713833,1.0326993,14.4483404,0.6532481,0.7371038
714,-12,-2.639440011150472,20.036472087536481,-12.9273214,0.0022314,36.3636360,-0.3097071,0.1303870,4.0000000,-0.4050369,1.0325845,14.4230280,0.6658109,0.7624346
715,-12,-2.631983371150472,20.036472087536481,-12.9271021,0.0019835,34.7107430,-0.3131333,0.1328421,4.0000000,-0.4147932,1.0325694,14.4207344,0.6804773,0.7723448
716,-12,-2.624526731150472,20.036472087536481,-12.9268560,0.0017355,33.8842964,-0.2985303,0.1493651,4.0000000,-0.3970340,1.0326487,14.4393120,0.6957641,0.7579806
717,-12,-2.617070091150472,20.036472087536481,-12.9265833,0.0014876,33.0578499,-0.2668605,0.1793151,4.0000000,-0.3546382,1.0328108,14.4745646,0.7132683,0.7269254
718,-12,-2.609613451150472,20.036472087536481,-12.9262886,0.0012397,32.2314034,-0.2163957,0.2217015,4.0000000,-0.2874725,1.0330409,14.5242891,0.7308755,0.6847769
719,-12,-2.602156811150472,20.036472087536481,-12.9259758,0.0009917,31.4049587,-0.1610693,0.2671266,4.0000000,-0.2135791,1.0333270,14.5861206,0.7478324,0.6557211
720,-12,-2.594700171150472,20.036472087536481,-12.9256516,0.0008264,30.5785122,-0.1068117,0.3091885,4.0000000,-0.1406669,1.0336580,14.6575050,0.7590439,0.6397836
721,-12,-2.587243531150472,20.036472087536481,-12.9253197,0.0004959,28.9256191,-0.0599358,0.3436298,4.0000000,-0.0761032,1.0340234,14.7362614,0.7633627,0.6343246
722,-12,-2.579786891150472,20.036472087536481,-12.9249868,0.0001653,27.2727280,-0.0101022,0.3754269,4.0000000,-0.0060667,1.0344080,14.8191195,0.7569205,0.6256939
723,-12,-2.572330251150472,20.036472087536481,-12.9246559,-0.0001653,25.6198349,0.0396595,0.4037355,4.0000000,0.0665677,1.0347916,14.9006720,0.7409033,0.6154004
724,-12,-2.564873611150472,20.036472087536481,-12.9243336,-0.0004959,23.9669418,0.0846384,0.4247126,4.0000000,0.1371057,1.0351548,14.9768677,0.7123195,0.5967518
725,-12,-2.557416971150472,20.036472087536481,-12.9240227,-0.0007438,23.1404953,0.1118167,0.4314467,4.0000000,0.1879337,1.0354820,15.0454006,0.6749597,0.5665911
726,-12,-2.549960331150472,20.036472087536481,-12.9237270,-0.0009917,22.3140488,0.1193571,0.4208593,4.0000000,0.2136782,1.0357780,15.1075277,0.6280404,0.5137342
727,-12,-2.542503691150472,20.036472087536481,-12.9234486,-0.0011570,21.4876041,0.1047609,0.3895583,4.0000000,0.2047680,1.0360506,15.1636219,0.5743484,0.4355765
728,-12,-2.535047051150472,20.036472087536481,-12.9231853,-0.0014050,20.6611576,0.0778427,0.3424987,4.0000000,0.1689253,1.0362960,15.2155685,0.5160720,0.3429156
729,-12,-2.527590411150472,20.036472087536481,-12.9229355,-0.0017355,19.0082645,0.0455976,0.2835300,4.0000000,0.1116194,1.0365161,15.2605371,0.4554406,0.2504140
730,-12,-2.520133771150472,20.036472087536481,-12.9226933,-0.0020661,17.3553715,0.0166849,0.2203936,4.0000000,0.0473099,1.0366993,15.2992172,0.3934774,0.1736499
731,-12,-2.512677131150472,20.036472087536481,-12.9224548,-0.0023967,15.7024794,-0.0057355,0.1580100,4.0000000,-0.0166850,1.0368391,15.3287954,0.3327049,0.1197816
732,-12,-2.505220491150472,20.036472087536481,-12.9222164,-0.0025620,14.8760328,-0.0202617,0.1001117,4.0000000,-0.0732876,1.0369384,15.3485680,0.2735109,0.0876243
733,-12,-2.497763851150472,20.036472087536481,-12.9219723,-0.0027273,14.0495872,-0.0320455,0.0383643,4.0000000,-0.1400865,1.0369992,15.3608370,0.2168152,0.0788363
734,-12,-2.490307211150472,20.036472087536481,-12.9217205,-0.0028926,13.2231407,-0.0380946,-0.0223682,4.0000000,-0.2084421,1.0370415,15.3689089,0.1637057,0.0920707
735,-12,-2.482850571150472,20.036472087536481,-12.9214535,-0.0033058,11.5702477,-0.0375370,-0.0768158,4.0000000,-0.2678151,1.0370750,15.3763084,0.1141835,0.1193811
736,-12,-2.475393931150472,20.036472087536481,-12.9211693,-0.0037190,9.9173555,-0.0305351,-0.1188892,4.0000000,-0.3044335,1.0370991,15.3823709,0.0666551,0.1438409
737,-12,-2.467937291150472,20.036472087536481,-12.9208641,-0.0041322,8.2644625,-0.0221825,-0.1480481,4.0000000,-0.3202829,1.0371126,15.3860197,0.0241867,0.1617339
738,-12,-2.460480651150472,20.036472087536481,-12.9205370,-0.0045455,6.6115704,-0.0135239,-0.1657471,4.0000000,-0.3147699,1.0370965,15.3827829,-0.0167242,0.1671060
739,-12,-2.453024011150472,20.036472087536481,-12.9201870,-0.0048760,4.9586778,-0.0068849,-0.1758524,4.0000000,-0.2981229,1.0370445,15.3724003,-0.0535819,0.1665706
740,-12,-2.445567371150472,20.036472087536481,-12.9198160,0.0047107,48.7603302,-0.0016635,-0.1823735,4.0000000,-0.2767792,1.0369583,15.3536263,-0.0879677,0.1637560
741,-12,-2.438110731150472,20.036472087536481,-12.9194241,0.0042975,47.1074371,0.0016763,-0.1874585,4.0000000,-0.2560964,1.0368354,15.3305368,-0.1188205,0.1631656
742,-12,-2.430654091150472,20.036472087536481,-12.9190140,0.0038843,45.4545441,0.0040110,-0.1927810,4.0000000,-0.2356085,1.0366905,15.3016729,-0.1499534,0.1654709
743,-12,-2.423197451150472,20.036472087536481,-12.9185839,0.0034711,43.8016510,0.0040882,-0.1956101,4.0000000,-0.2124998,1.0365227,15.2660036,-0.1787203,0.1685920
744,-12,-2.415740811150472,20.036472087536481,-12.9181366,0.0028926,41.3223152,0.0017160,-0.1971681,4.0000000,-0.1855112,1.0363152,15.2242575,-0.2088251,0.1749007
745,-12,-2.408284171150472,20.036472087536481,-12.9176731,0.0023140,38.8429756,-0.0034493,-0.1987100,4.0000000,-0.1590609,1.0360658,15.1739788,-0.2383591,0.1876406
746,-12,-2.400827531150472,20.036472087536481,-12.9171934,0.0019835,37.1900826,-0.0096616,-0.2033900,4.0000000,-0.1375625,1.0357666,15.1111822,-0.2692175,0.2086428
747,-12,-2.393370891150472,20.036472087536481,-12.9166994,0.0015702,34.7107430,-0.0156043,-0.2127140,4.0000000,-0.1251136,1.0354187,15.0400295,-0.3003143,0.2382619
748,-12,-2.385914251150472,20.036472087536481,-12.9161901,0.0010744,32.2314034,-0.0217191,-0.2218073,4.0000000,-0.1127053,1.0350451,14.9619188,-0.3309093,0.2684330
749,-12,-2.378457611150472,20.036472087536481,-12.9156656,0.0004959,28.9256191,-0.0308154,-0.2264627,4.0000000,-0.0920428,1.0346429,14.8767252,-0.3608827,0.2965977
750,-12,-2.371000971150472,20.036472087536481,-12.9151268,-0.0000826,25.6198349,-0.0478296,-0.2204876,4.0000000,-0.0499780,1.0341903,14.7835350,-0.3909971,0.3207463
751,-12,-2.363544331150472,20.036472087536481,-12.9145737,-0.0005785,23.1404953,-0.0741455,-0.2032944,4.0000000,0.0115099,1.0336765,14.6774082,-0.4180986,0.3453057
752,-12,-2.356087691150472,20.036472087536481,-12.9140110,-0.0011570,19.8347111,-0.1091710,-0.1786536,4.0000000,0.0864168,1.0330900,14.5497799,-0.4437239,0.3806138
753,-12,-2.348631051150472,20.036472087536481,-12.9134417,-0.0017355,16.5289249,-0.1474861,-0.1571818,4.0000000,0.1533031,1.0324109,14.4026442,-0.4676667,0.4338365
754,-12,-2.341174411150472,20.036472087536481,-12.9128695,-0.0023140,13.2231407,-0.1874473,-0.1379936,4.0000000,0.2141546,1.0316395,14.2347031,-0.4901418,0.4978763
755,-12,-2.333717771150472,20.036472087536481,-12.9122963,-0.0028099,10.7438021,-0.2283056,-0.1178864,4.0000000,0.2729812,1.0307881,14.0466776,-0.5087541,0.5663819
756,-12,-2.326261131150472,20.036472087536481,-12.9117250,-0.0033058,8.2644625,-0.2680822,-0.0963917,4.0000000,0.3305090,1.0298645,13.8388119,-0.5232924,0.6348574
757,-12,-2.318804491150472,20.036472087536481,-12.9111586,-0.0038843,5.7851238,-0.3014507,-0.0763377,4.0000000,0.3779744,1.0288908,13.6152039,-0.5306498,0.6937433
758,-12,-2.311347851150472,20.036472087536481,-12.9105988,-0.0043802,4.1322312,-0.3300390,-0.0574250,4.0000000,0.4205588,1.0278817,13.3784227,-0.5354087,0.7456269
759,-12,-2.303891211150472,20.036472087536481,-12.9100466,-0.0048760,2.4793389,-0.3481672,-0.0443433,4.0000000,0.4459278,1.0268371,13.1287813,-0.5346143,0.7785323
760,-12,-2.296434571150472,20.036472087536481,-12.9095058,0.0046281,46.2809906,-0.3529142,-0.0415467,4.0000000,0.4474583,1.0257865,12.8747549,-0.5305517,0.7852561
761,-12,-2.288977931150472,20.036472087536481,-12.9089737,0.0041322,42.9752083,-0.3426585,-0.0540116,4.0000000,0.4186633,1.0247688,12.6203251,-0.5266865,0.7637052
762,-12,-2.281521291150472,20.036472087536481,-12.9084501,0.0036364,39.6694221,-0.3175540,-0.0802787,4.0000000,0.3621380,1.0238057,12.3758612,-0.5226954,0.7192065
763,-12,-2.274064651150472,20.036472087536481,-12.9079313,0.0031405,36.3636360,-0.2811831,-0.1163642,4.0000000,0.2871932,1.0229321,12.1490078,-0.5199217,0.6660744
764,-12,-2.266608011150472,20.036472087536481,-12.9074106,0.0026446,33.0578499,-0.2429099,-0.1461973,4.0000000,0.2234802,1.0221543,11.9448690,-0.5158749,0.6135923
765,-12,-2.259151371150472,20.036472087536481,-12.9068861,0.0020661,28.9256191,-0.2058850,-0.1692717,4.0000000,0.1731086,1.0214579,11.7586117,-0.5116521,0.5625642
766,-12,-2.251694731150472,20.036472087536481,-12.9063540,0.0014050,24.7933884,-0.1698634,-0.1894231,4.0000000,0.1273630,1.0208406,11.5916348,-0.5062092,0.5142771
767,-12,-2.244238091150473,20.036472087536481,-12.9058132,0.0007438,20.6611576,-0.1370008,-0.2090191,4.0000000,0.0860980,1.0203053,11.4443579,-0.5041363,0.4757801
768,-12,-2.236781451150473,20.036472087536481,-12.9052610,0.0000826,17.3553715,-0.1104055,-0.2217086,4.0000000,0.0572002,1.0198424,11.3152885,-0.5006174,0.4412312
769,-12,-2.229324811150473,20.036472087536481,-12.9046955,-0.0005785,14.0495872,-0.0935080,-0.2242777,4.0000000,0.0501427,1.0194341,11.2018204,-0.4986981,0.4092364
770,-12,-2.221868171150473,20.036472087536481,-12.9041166,-0.0012397,10.7438021,-0.0887628,-0.2131527,4.0000000,0.0685156,1.0190518,11.0942440,-0.4948210,0.3778388
771,-12,-2.214411531150473,20.036472087536481,-12.9035273,-0.0018182,8.2644625,-0.0945646,-0.1868464,4.0000000,0.1121681,1.0186703,10.9860592,-0.4858609,0.3453019
772,-12,-2.206954891150473,20.036472087536481,-12.9029284,-0.0023967,5.7851238,-0.1097603,-0.1466831,4.0000000,0.1771791,1.0182667,10.8701992,-0.4705453,0.3213159
773,-12,-2.661809931150472,20.029015447536480,-12.9297781,0.0051240,48.7603302,-0.2214815,0.2117122,4.0000000,-0.2282671,1.0346389,14.8629904,0.6516914,0.6851752
774,-12,-2.654353291150472,20.029015447536480,-12.9296217,0.0048760,47.9338837,-0.2446139,0.1914810,4.0000000,-0.2802885,1.0343115,14.7935410,0.6632506,0.7011294
775,-12,-2.646896651150472,20.029015447536480,-12.9294462,0.0046281,47.1074371,-0.2672955,0.1755323,4.0000000,-0.3268076,1.0340946,14.7467861,0.6778722,0.7265682
776,-12,-2.639440011150472,20.029015447536480,-12.9292488,0.0042975,45.4545441,-0.2859142,0.1644303,4.0000000,-0.3627171,1.0339853,14.7243872,0.6915776,0.7522163
777,-12,-2.631983371150472,20.029015447536480,-12.9290266,0.0039669,43.8016510,-0.2924424,0.1644541,4.0000000,-0.3771350,1.0339795,14.7243261,0.7060432,0.7665229
778,-12,-2.624526731150472,20.029015447536480,-12.9287796,0.0036364,42.9752083,-0.2793624,0.1784308,4.0000000,-0.3626962,1.0340677,14.7434301,0.7195578,0.7564645
779,-12,-2.617070091150472,20.029015447536480,-12.9285088,0.0033058,42.1487617,-0.2456438,0.2070628,4.0000000,-0.3198059,1.0342315,14.7778368,0.7339316,0.7262921
780,-12,-2.609613451150472,20.029015447536480,-12.9282179,0.0030579,41.3223152,-0.1921118,0.2461723,4.0000000,-0.2520035,1.0344554,14.8256550,0.7443480,0.6810642
781,-12,-2.602156811150472,20.029015447536480,-12.9279108,0.0028099,40.4958687,-0.1366838,0.2855791,4.0000000,-0.1807525,1.0347283,14.8845329,0.7519106,0.6471807
782,-12,-2.594700171150472,20.029015447536480,-12.9275951,0.0026446,39.6694221,-0.0845926,0.3198077,4.0000000,-0.1123621,1.0350451,14.9511957,0.7519775,0.6215433
783,-12,-2.587243531150472,20.029015447536480,-12.9272738,0.0023140,38.0165291,-0.0420469,0.3448659,4.0000000,-0.0543150,1.0353922,15.0237074,0.7440468,0.6008748
784,-12,-2.579786891150472,20.029015447536480,-12.9269524,0.0019835,36.3636360,0.0020371,0.3673112,4.0000000,0.0087926,1.0357475,15.0972624,0.7258297,0.5752649
785,-12,-2.572330251150472,20.029015447536480,-12.9266329,0.0016529,34.7107430,0.0440098,0.3851684,4.0000000,0.0728371,1.0360857,15.1688261,0.6974997,0.5444865
786,-12,-2.564873611150472,20.029015447536480,-12.9263220,0.0013223,33.0578499,0.0816164,0.3973255,4.0000000,0.1365056,1.0363866,15.2323885,0.6581454,0.5073445
787,-12,-2.557416971150472,20.029015447536480,-12.9260216,0.0010744,32.2314034,0.1040231,0.3968185,4.0000000,0.1843481,1.0366449,15.2853727,0.6092889,0.4603104
788,-12,-2.549960331150472,20.029015447536480,-12.9257364,0.0008264,31.4049587,0.1085683,0.3808765,4.0000000,0.2091296,1.0368575,15.3283129,0.5526234,0.3988754
789,-12,-2.542503691150472,20.029015447536480,-12.9254665,0.0006612,30.5785122,0.0919365,0.3436298,4.0000000,0.1978833,1.0370342,15.3637323,0.4893762,0.3176248
790,-12,-2.535047051150472,20.029015447536480,-12.9252110,0.0004132,29.7520657,0.0643539,0.2902391,4.0000000,0.1583985,1.0371741,15.3932791,0.4220796,0.2286878
791,-12,-2.527590411150472,20.029015447536480,-12.9249668,0.0000826,28.0991745,0.0338564,0.2246882,4.0000000,0.0980889,1.0372782,15.4159184,0.3512874,0.1461649
792,-12,-2.520133771150472,20.029015447536480,-12.9247293,-0.0002479,26.4462814,0.0086035,0.1556641,4.0000000,0.0307065,1.0373527,15.4306641,0.2806217,0.0859544
793,-12,-2.512677131150472,20.029015447536480,-12.9244938,-0.0005785,24.7933884,-0.0077941,0.0883911,4.0000000,-0.0324609,1.0373836,15.4370785,0.2092431,0.0507558
794,-12,-2.505220491150472,20.029015447536480,-12.9242554,-0.0007438,23.9669418,-0.0153117,0.0278199,4.0000000,-0.0854208,1.0373676,15.4353714,0.1410605,0.0380682
795,-12,-2.497763851150472,20.029015447536480,-12.9240112,-0.0009091,23.1404953,-0.0171651,-0.0362149,4.0000000,-0.1469173,1.0373205,15.4254694,0.0744874,0.0472803
796,-12,-2.490307211150472,20.029015447536480,-12.9237576,-0.0010744,22.3140488,-0.0119320,-0.0987771,4.0000000,-0.2103031,1.0372578,15.4131708,0.0127489,0.0766942
797,-12,-2.482850571150472,20.029015447536480,-12.9234886,-0.0014050,20.6611576,0.0000233,-0.1563795,4.0000000,-0.2678531,1.0371981,15.4008551,-0.0449059,0.1193090
798,-12,-2.475393931150472,20.029015447536480,-12.9232006,-0.0017355,19.0082645,0.0154040,-0.2024021,4.0000000,-0.3070924,1.0371429,15.3896685,-0.0977118,0.1614746
799,-12,-2.467937291150472,20.029015447536480,-12.9228916,-0.0020661,17.3553715,0.0307181,-0.2379901,4.0000000,-0.3288258,1.0370793,15.3793335,-0.1471544,0.1987541
800,-12,-2.460480651150472,20.029015447536480,-12.9225588,-0.0023967,15.7024794,0.0415398,-0.2578101,4.0000000,-0.3244208,1.0370007,15.3644009,-0.1911995,0.2176513
801,-12,-2.453024011150472,20.029015447536480,-12.9222031,-0.0027273,13.2231407,0.0475833,-0.2680067,4.0000000,-0.3062684,1.0368990,15.3436852,-0.2297450,0.2260580
802,-12,-2.445567371150472,20.029015447536480,-12.9218254,-0.0031405,11.5702477,0.0504567,-0.2736544,4.0000000,-0.2837035,1.0367725,15.3180084,-0.2636053,0.2309307
803,-12,-2.438110731150472,20.029015447536480,-12.9214258,-0.0035537,9.9173555,0.0520914,-0.2791750,4.0000000,-0.2647948,1.0366219,15.2870350,-0.2935553,0.2388760
804,-12,-2.430654091150472,20.029015447536480,-12.9210062,-0.0039669,8.2644625,0.0513765,-0.2823677,4.0000000,-0.2451284,1.0364451,15.2513170,-0.3196070,0.2465062
805,-12,-2.423197451150472,20.029015447536480,-12.9205675,-0.0043802,6.6115704,0.0484121,-0.2835052,4.0000000,-0.2236773,1.0362432,15.2102671,-0.3433331,0.2540291
806,-12,-2.415740811150472,20.029015447536480,-12.9201097,-0.0049587,4.9586778,0.0432413,-0.2842129,4.0000000,-0.2011994,1.0360124,15.1631269,-0.3672264,0.2654527
