OID_,DEM_Large_S3_Clip18,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-3.213601291150471,17.270058647536480,-12.9357090,-0.0003306,22.3140488,3.3509660,-2.2606483,4.0000000,-1.7782822,1.0390650,15.7851629,-2.7430143,15.6694031
2,-12,-3.206144651150471,17.270058647536480,-12.9342098,-0.0017355,18.1818180,2.1968005,-1.9558706,5.0000000,-1.2607969,1.0432086,16.5870724,-2.6509442,12.4179716
3,-12,-3.198688011150471,17.270058647536480,-12.9325266,-0.0033058,14.0495872,1.1070987,-1.6010708,4.0000000,-0.7547043,1.0471580,17.3117695,-2.4474373,9.1056318
4,-12,-3.191231371150471,17.270058647536480,-12.9306860,-0.0049587,9.9173555,0.1868386,-1.2118156,4.0000000,-0.2674661,1.0505148,17.8992081,-2.1561651,6.1812291
5,-12,-3.183774731150470,17.270058647536480,-12.9287214,0.0033058,40.4958687,-0.4995176,-0.7990642,4.0000000,0.1997088,1.0529157,18.3083954,-1.7978373,3.9863913
6,-12,-3.176318091150470,17.270058647536480,-12.9266691,0.0014050,32.2314034,-0.9108583,-0.3756960,4.0000000,0.6424378,1.0541184,18.5070419,-1.3938297,2.7661345
7,-12,-3.168861451150470,17.270058647536480,-12.9245653,-0.0004132,24.7933884,-1.0336130,0.0447177,4.0000000,1.0551364,1.0539737,18.4804230,-0.9657011,2.6026073
8,-12,-3.161404811150471,17.270058647536480,-12.9224482,-0.0021488,18.1818180,-0.8855495,0.4505807,4.0000000,1.4336118,1.0524549,18.2264042,-0.5324504,3.4135144
9,-12,-3.153948171150471,17.270058647536480,-12.9203539,-0.0039669,12.3966942,-0.5109099,0.8274544,4.0000000,1.7729219,1.0496904,17.7499790,-0.1180130,4.9605622
10,-12,-3.221057931150471,17.262602007536483,-12.9385662,0.0021488,33.8842964,5.5005403,-2.6304286,4.0000000,-2.4637654,1.0333529,14.6006584,-2.7970915,18.9181843
11,-12,-3.213601291150471,17.262602007536483,-12.9372511,0.0010744,28.9256191,4.3654294,-2.3849056,5.0000000,-2.0171192,1.0377504,15.5203905,-2.7526920,16.0007687
12,-12,-3.206144651150471,17.262602007536483,-12.9357271,-0.0002479,23.9669418,3.1680820,-2.0862908,5.0000000,-1.5657603,1.0424093,16.4342117,-2.6068213,12.6944723
13,-12,-3.198688011150471,17.262602007536483,-12.9340153,-0.0017355,19.0082645,2.0125945,-1.7391701,4.0000000,-1.1094280,1.0469348,17.2687321,-2.3689120,9.2578363
14,-12,-3.191231371150471,17.262602007536483,-12.9321423,-0.0034711,14.0495872,1.0032520,-1.3567986,4.0000000,-0.6551586,1.0509114,17.9671745,-2.0584388,6.1057596
15,-12,-3.183774731150470,17.262602007536483,-12.9301414,-0.0052893,9.9173555,0.2097419,-0.9491918,4.0000000,-0.2060343,1.0539759,18.4820499,-1.6923493,3.5857861
16,-12,-3.176318091150470,17.262602007536483,-12.9280462,0.0027273,38.8429756,-0.3193805,-0.5299318,4.0000000,0.2303469,1.0558438,18.7875824,-1.2902104,1.9862138
17,-12,-3.168861451150470,17.262602007536483,-12.9258938,0.0008264,30.5785122,-0.5694981,-0.1084273,4.0000000,0.6500720,1.0563164,18.8625832,-0.8669266,1.4426017
18,-12,-3.161404811150471,17.262602007536483,-12.9237213,-0.0009917,23.1404953,-0.5481352,0.3036263,4.0000000,1.0482050,1.0553321,18.7019081,-0.4409525,1.9516177
19,-12,-3.153948171150471,17.262602007536483,-12.9215660,-0.0028926,16.5289249,-0.2964152,0.6875183,4.0000000,1.4167686,1.0529803,18.3104954,-0.0417319,3.3276608
20,-12,-3.146491531150471,17.262602007536483,-12.9194603,0.0052066,47.9338837,0.1117768,1.0240799,4.0000000,1.7469702,1.0494875,17.7104301,0.3011896,5.1904550
21,-12,-3.139034891150471,17.262602007536483,-12.9174328,0.0032231,38.8429756,0.6045404,1.3074814,4.0000000,2.0341344,1.0451956,16.9445133,0.5808285,7.1469417
22,-12,-3.131578251150471,17.262602007536483,-12.9155045,0.0013223,29.7520657,1.1161863,1.5368248,4.0000000,2.2762392,1.0404274,16.0447350,0.7974104,8.9031878
23,-12,-3.124121611150471,17.262602007536483,-12.9136915,-0.0004959,21.4876041,1.5798395,1.7066693,4.0000000,2.4665611,1.0354646,15.0452480,0.9467774,10.1984653
24,-12,-3.228514571150471,17.255145367536482,-12.9411469,-0.0057851,0.0000000,7.1985941,-2.8875275,4.0000000,-2.9523616,1.0271095,13.1740141,-2.8226936,21.1587734
25,-12,-3.221057931150471,17.255145367536482,-12.9400425,-0.0066942,0.0000000,6.2725596,-2.7142973,4.0000000,-2.6062403,1.0311863,14.1235905,-2.8223541,19.0854092
26,-12,-3.213601291150471,17.255145367536482,-12.9387140,0.0022314,35.5371895,5.1391153,-2.4780231,5.0000000,-2.2338698,1.0359128,15.1442251,-2.7221763,16.2919407
27,-12,-3.206144651150471,17.255145367536482,-12.9371767,0.0009917,29.7520657,3.9304626,-2.1917875,4.0000000,-1.8457787,1.0409623,16.1568336,-2.5377960,13.0908890
28,-12,-3.198688011150471,17.255145367536482,-12.9354506,-0.0004132,23.9669418,2.7418864,-1.8583002,4.0000000,-1.4403678,1.0459540,17.0894852,-2.2762325,9.6772223
29,-12,-3.191231371150471,17.255145367536482,-12.9335623,-0.0021488,18.1818180,1.6807597,-1.4911976,4.0000000,-1.0249994,1.0504730,17.8891754,-1.9573958,6.4388919
30,-12,-3.183774731150470,17.255145367536482,-12.9315414,-0.0039669,13.2231407,0.8072258,-1.0953333,4.0000000,-0.6011295,1.0541431,18.5078926,-1.5895370,3.6734841
31,-12,-3.176318091150470,17.255145367536482,-12.9294205,0.0040496,45.4545441,0.1783062,-0.6849552,4.0000000,-0.1776035,1.0566522,18.9163685,-1.1923070,1.7161015
32,-12,-3.168861451150470,17.255145367536482,-12.9272356,0.0020661,36.3636360,-0.1880538,-0.2679838,4.0000000,0.2409993,1.0577636,19.0946503,-0.7769668,0.7596048
33,-12,-3.161404811150471,17.255145367536482,-12.9250240,0.0001653,28.0991745,-0.2903921,0.1424153,4.0000000,0.6468595,1.0573895,19.0329437,-0.3620289,0.8737268
34,-12,-3.153948171150471,17.255145367536482,-12.9228210,-0.0018182,20.6611576,-0.1586618,0.5290508,4.0000000,1.0331279,1.0555578,18.7344551,0.0249737,1.9390286
35,-12,-3.146491531150471,17.255145367536482,-12.9206629,-0.0037190,14.0495872,0.1457043,0.8713254,4.0000000,1.3885688,1.0524690,18.2208881,0.3540820,3.6142917
36,-12,-3.139034891150471,17.255145367536482,-12.9185781,0.0042975,44.6280975,0.5548873,1.1640762,4.0000000,1.7084064,1.0484687,17.5308113,0.6197459,5.5238194
37,-12,-3.131578251150471,17.255145367536482,-12.9165869,0.0023967,35.5371895,1.0079333,1.4066979,4.0000000,1.9894289,1.0438521,16.6968269,0.8239669,7.3651137
38,-12,-3.124121611150471,17.255145367536482,-12.9147091,0.0004959,26.4462814,1.4462847,1.5939538,4.0000000,2.2242162,1.0389231,15.7494450,0.9636917,8.8514452
39,-12,-3.116664971150471,17.255145367536482,-12.9129543,-0.0013223,18.1818180,1.8022193,1.7182407,4.0000000,2.4037611,1.0340070,14.7385321,1.0327202,9.7580729
40,-12,-3.109208331150471,17.255145367536482,-12.9113274,-0.0028926,11.5702477,2.0473969,1.7872285,4.0000000,2.5297313,1.0293496,13.7083750,1.0447258,10.1044931
41,-12,-3.235971211150471,17.247688727536481,-12.9434109,-0.0036364,2.4793389,8.2401896,-3.0230219,4.0000000,-3.2257216,1.0211946,11.6534758,-2.8203223,21.9466801
42,-12,-3.228514571150471,17.247688727536481,-12.9425287,-0.0044628,1.6528926,7.6448088,-2.9224651,4.0000000,-2.9881144,1.0245228,12.5341425,-2.8568158,20.8480930
43,-12,-3.221057931150471,17.247688727536481,-12.9414158,-0.0054545,0.8264463,6.7463326,-2.7581499,5.0000000,-2.7161791,1.0287623,13.5708513,-2.8001206,18.9661045
44,-12,-3.213601291150471,17.247688727536481,-12.9400845,-0.0066116,0.0000000,5.6513939,-2.5380855,5.0000000,-2.4161003,1.0336863,14.6732960,-2.6600707,16.4548244
45,-12,-3.206144651150471,17.247688727536481,-12.9385462,0.0021488,36.3636360,4.4739633,-2.2715805,4.0000000,-2.0923932,1.0389858,15.7686367,-2.4507678,13.5212755
46,-12,-3.198688011150471,17.247688727536481,-12.9368219,0.0008264,29.7520657,3.2932684,-1.9589292,4.0000000,-1.7396029,1.0442991,16.7869473,-2.1782556,10.2873201
47,-12,-3.191231371150471,17.247688727536481,-12.9349327,-0.0008264,23.1404953,2.2098260,-1.6113744,4.0000000,-1.3657172,1.0492507,17.6734486,-1.8570316,7.0835509
48,-12,-3.183774731150470,17.247688727536481,-12.9329071,-0.0026446,17.3553715,1.2901618,-1.2347155,4.0000000,-0.9751198,1.0534416,18.3893070,-1.4943110,4.1938519
49,-12,-3.176318091150470,17.247688727536481,-12.9307766,-0.0046281,11.5702477,0.5826237,-0.8388194,4.0000000,-0.5722788,1.0565393,18.8964176,-1.1053602,1.9463143
50,-12,-3.168861451150470,17.247688727536481,-12.9285755,0.0033884,42.9752083,0.1149507,-0.4330046,4.0000000,-0.1646816,1.0582887,19.1756191,-0.7013275,0.5909114
51,-12,-3.161404811150471,17.247688727536481,-12.9263401,0.0014050,33.8842964,-0.1044975,-0.0293489,4.0000000,0.2393313,1.0585501,19.2179394,-0.2980291,0.2638560
52,-12,-3.153948171150471,17.247688727536481,-12.9241066,-0.0006612,25.6198349,-0.0935034,0.3550746,4.0000000,0.6327852,1.0573043,19.0164013,0.0773639,0.9240425
53,-12,-3.146491531150471,17.247688727536481,-12.9219103,-0.0026446,18.1818180,0.0993622,0.6975895,4.0000000,1.0019943,1.0547307,18.5955601,0.3931848,2.2872527
54,-12,-3.139034891150471,17.247688727536481,-12.9197788,0.0053719,49.5867767,0.4135754,0.9946293,4.0000000,1.3430910,1.0511369,17.9939079,0.6461676,4.0091219
55,-12,-3.131578251150471,17.247688727536481,-12.9177370,0.0034711,40.4958687,0.7986472,1.2473598,4.0000000,1.6530792,1.0468016,17.2362804,0.8416403,5.8011351
56,-12,-3.124121611150471,17.247688727536481,-12.9158030,0.0015702,31.4049587,1.1973189,1.4473879,4.0000000,1.9211850,1.0420350,16.3550568,0.9735909,7.3466787
57,-12,-3.116664971150471,17.247688727536481,-12.9139891,-0.0003306,22.3140488,1.5494421,1.5879389,4.0000000,2.1369140,1.0371642,15.3981266,1.0389638,8.4003229
58,-12,-3.109208331150471,17.247688727536481,-12.9123020,-0.0019835,14.8760328,1.8276750,1.6762358,4.0000000,2.3000493,1.0324552,14.4083529,1.0524223,8.9367189
59,-12,-3.101751691150471,17.247688727536481,-12.9107409,-0.0034711,9.0909090,2.0024385,1.7144853,4.0000000,2.4071898,1.0281004,13.4197445,1.0217807,8.9665108
60,-12,-3.243427851150471,17.240232087536480,-12.9453459,-0.0018182,6.6115704,8.5029163,-3.0398161,4.0000000,-3.3158312,1.0161819,10.1789675,-2.7638013,21.3870068
61,-12,-3.235971211150471,17.240232087536480,-12.9446812,-0.0023140,5.7851238,8.2497110,-2.9979889,4.0000000,-3.1564429,1.0185280,10.8962946,-2.8395348,21.0079517
62,-12,-3.228514571150471,17.240232087536480,-12.9437914,-0.0031405,4.1322312,7.6878452,-2.9026880,4.0000000,-2.9782102,1.0219207,11.8533049,-2.8271658,20.0351601
63,-12,-3.221057931150471,17.240232087536480,-12.9426794,-0.0042149,2.4793389,6.8600783,-2.7541902,5.0000000,-2.7773223,1.0262092,12.9588242,-2.7310579,18.4660034
64,-12,-3.213601291150471,17.240232087536480,-12.9413548,-0.0054545,0.8264463,5.8538008,-2.5576568,4.0000000,-2.5462775,1.0311962,14.1255188,-2.5690362,16.3680153
65,-12,-3.206144651150471,17.240232087536480,-12.9398270,0.0032231,42.9752083,4.7490582,-2.3161600,4.0000000,-2.2823119,1.0366111,15.2864695,-2.3500080,13.8199692
66,-12,-3.198688011150471,17.240232087536480,-12.9381151,0.0019008,35.5371895,3.6249881,-2.0304394,4.0000000,-1.9840889,1.0421032,16.3722572,-2.0767901,10.9013519
67,-12,-3.191231371150471,17.240232087536480,-12.9362392,0.0003306,28.0991745,2.5716007,-1.7104484,4.0000000,-1.6578330,1.0473406,17.3343182,-1.7630638,7.8897529
68,-12,-3.183774731150470,17.240232087536480,-12.9342241,-0.0014876,21.4876041,1.6466254,-1.3598158,4.0000000,-1.3081561,1.0519480,18.1343918,-1.4114757,5.0190406
69,-12,-3.176318091150470,17.240232087536480,-12.9320993,-0.0034711,14.8760328,0.8930446,-0.9847809,4.0000000,-0.9365397,1.0555515,18.7339382,-1.0330222,2.5908222
70,-12,-3.168861451150470,17.240232087536480,-12.9298983,0.0045455,48.7603302,0.3483571,-0.5970365,4.0000000,-0.5526965,1.0578953,19.1099834,-0.6413765,0.9053458
71,-12,-3.161404811150471,17.240232087536480,-12.9276543,0.0025620,39.6694221,0.0242211,-0.2066037,4.0000000,-0.1625818,1.0587932,19.2524681,-0.2506256,0.1494171
72,-12,-3.153948171150471,17.240232087536480,-12.9254045,0.0004959,30.5785122,-0.0841899,0.1687973,4.0000000,0.2254587,1.0581570,19.1523914,0.1121359,0.3605726
73,-12,-3.146491531150471,17.240232087536480,-12.9231834,-0.0015702,22.3140488,-0.0082887,0.5069745,4.0000000,0.5983769,1.0561556,18.8278656,0.4155720,1.3311561
74,-12,-3.139034891150471,17.240232087536480,-12.9210205,-0.0035537,14.8760328,0.2005310,0.8041388,4.0000000,0.9505673,1.0530627,18.3189964,0.6577103,2.7602324
75,-12,-3.131578251150471,17.240232087536480,-12.9189386,0.0045455,45.4545441,0.5018912,1.0622460,4.0000000,1.2770058,1.0491222,17.6466923,0.8474863,4.3760500
76,-12,-3.124121611150471,17.240232087536480,-12.9169588,0.0026446,36.3636360,0.8475484,1.2721907,4.0000000,1.5682719,1.0446274,16.8404980,0.9761096,5.8677950
77,-12,-3.116664971150471,17.240232087536480,-12.9150953,0.0007438,27.2727280,1.1863503,1.4274449,4.0000000,1.8127625,1.0399156,15.9480209,1.0421274,6.9778833
78,-12,-3.109208331150471,17.240232087536480,-12.9133549,-0.0009917,19.0082645,1.4833478,1.5317693,4.0000000,2.0067611,1.0352607,15.0093298,1.0567775,7.6211858
79,-12,-3.101751691150471,17.240232087536480,-12.9117403,-0.0024793,12.3966942,1.7060100,1.5879204,4.0000000,2.1458108,1.0308787,14.0624151,1.0300299,7.7932491
80,-12,-3.094295051150471,17.240232087536480,-12.9102468,-0.0038843,7.4380164,1.8357133,1.6007001,4.0000000,2.2270150,1.0269235,13.1447468,0.9743851,7.5607162
81,-12,-3.250884491150471,17.232775447536483,-12.9469604,0.0000826,13.2231407,8.1338673,-2.9706912,4.0000000,-3.3229349,1.0123055,8.8731461,-2.6184473,20.0825253
82,-12,-3.243427851150471,17.232775447536483,-12.9464998,-0.0004132,11.5702477,8.0848894,-2.9565175,4.0000000,-3.1674938,1.0136917,9.3622026,-2.7455411,19.9071159
83,-12,-3.235971211150471,17.232775447536483,-12.9458237,-0.0009917,9.9173555,7.8372989,-2.9131060,4.0000000,-3.0416579,1.0160806,10.1501694,-2.7845540,19.5194645
84,-12,-3.228514571150471,17.232775447536483,-12.9449329,-0.0018182,7.4380164,7.3436871,-2.8292406,5.0000000,-2.9165442,1.0194515,11.1689548,-2.7419367,18.7620678
85,-12,-3.221057931150471,17.232775447536483,-12.9438276,-0.0028926,4.9586778,6.6203179,-2.7010531,5.0000000,-2.7751341,1.0236831,12.3225508,-2.6269720,17.5583038
86,-12,-3.213601291150471,17.232775447536483,-12.9425173,-0.0042149,2.4793389,5.7310715,-2.5305054,4.0000000,-2.6038303,1.0286045,13.5336828,-2.4571807,15.9085674
87,-12,-3.206144651150471,17.232775447536483,-12.9410114,-0.0056198,0.8264463,4.7527199,-2.3207638,4.0000000,-2.3988943,1.0340074,14.7390738,-2.2426333,13.8454390
88,-12,-3.198688011150471,17.232775447536483,-12.9393225,0.0029752,42.1487617,3.7370851,-2.0689435,4.0000000,-2.1588547,1.0395582,15.8758717,-1.9790324,11.3698111
89,-12,-3.191231371150471,17.232775447536483,-12.9374714,0.0014876,33.8842964,2.7605491,-1.7820504,4.0000000,-1.8851155,1.0449350,16.8974991,-1.6789851,8.6754274
90,-12,-3.183774731150470,17.232775447536483,-12.9354801,-0.0002479,26.4462814,1.8694735,-1.4614257,4.0000000,-1.5817902,1.0498188,17.7664242,-1.3410611,5.9499464
91,-12,-3.176318091150470,17.232775447536483,-12.9333744,-0.0022314,19.0082645,1.1147499,-1.1155168,4.0000000,-1.2529935,1.0538183,18.4452972,-0.9780401,3.4908464
92,-12,-3.168861451150470,17.232775447536483,-12.9311876,-0.0042149,12.3966942,0.5230480,-0.7516115,4.0000000,-0.9027737,1.0566596,18.9105473,-0.6004494,1.5872976
93,-12,-3.161404811150471,17.232775447536483,-12.9289503,0.0038017,45.4545441,0.1146050,-0.3805171,4.0000000,-0.5379354,1.0581468,19.1482067,-0.2230987,0.4765196
94,-12,-3.153948171150471,17.232775447536483,-12.9266977,0.0017355,36.3636360,-0.1027315,-0.0208602,4.0000000,-0.1685771,1.0581315,19.1442814,0.1268566,0.2622801
95,-12,-3.146491531150471,17.232775447536483,-12.9244661,-0.0003306,27.2727280,-0.1428354,0.3085957,4.0000000,0.1958896,1.0567253,18.9195156,0.4213018,0.8147501
96,-12,-3.139034891150471,17.232775447536483,-12.9222832,-0.0023967,19.0082645,-0.0434585,0.6027517,4.0000000,0.5474901,1.0541779,18.5042267,0.6580133,1.8920876
97,-12,-3.131578251150471,17.232775447536483,-12.9201736,-0.0042975,12.3966942,0.1597525,0.8623022,4.0000000,0.8801132,1.0507022,17.9197330,0.8444911,3.2554469
98,-12,-3.124121611150471,17.232775447536483,-12.9181595,0.0038017,42.1487617,0.4326485,1.0778346,4.0000000,1.1848485,1.0465659,17.1950531,0.9708206,4.6030960
99,-12,-3.116664971150471,17.232775447536483,-12.9162560,0.0019008,33.0578499,0.7340545,1.2433611,4.0000000,1.4499390,1.0421113,16.3724194,1.0367832,5.6782203
100,-12,-3.109208331150471,17.232775447536483,-12.9144716,0.0000826,23.9669418,1.0263456,1.3595557,4.0000000,1.6663973,1.0376134,15.4942150,1.0527140,6.3490438
101,-12,-3.101751691150471,17.232775447536483,-12.9128103,-0.0014876,16.5289249,1.2822099,1.4306200,4.0000000,1.8299155,1.0332956,14.5964384,1.0313244,6.5925946
102,-12,-3.094295051150471,17.232775447536483,-12.9112711,-0.0028926,10.7438021,1.4814479,1.4610268,4.0000000,1.9355237,1.0293404,13.7174587,0.9865298,6.4488673
103,-12,-3.086838411150471,17.232775447536483,-12.9098463,0.0057025,51.2396698,1.6026012,1.4557700,4.0000000,1.9821719,1.0258452,12.8877783,0.9293680,6.0185065
104,-12,-3.258341131150471,17.225318807536482,-12.9482794,0.0019008,21.4876041,7.4451456,-2.8595979,4.0000000,-3.3466418,1.0095716,7.8189793,-2.3725541,18.6083546
105,-12,-3.250884491150471,17.225318807536482,-12.9480057,0.0016529,19.8347111,7.4789877,-2.8531582,4.0000000,-3.1421759,1.0101128,8.0399008,-2.5641403,18.3846779
106,-12,-3.243427851150471,17.225318807536482,-12.9475279,0.0010744,17.3553715,7.3859200,-2.8286715,4.0000000,-2.9872508,1.0115689,8.6067724,-2.6700921,18.0791779
107,-12,-3.235971211150471,17.225318807536482,-12.9468441,0.0004132,14.8760328,7.1412868,-2.7842050,4.0000000,-2.8853815,1.0139484,9.4573326,-2.6830287,17.7043629
108,-12,-3.228514571150471,17.225318807536482,-12.9459553,-0.0004959,11.5702477,6.7134743,-2.7114120,5.0000000,-2.7995477,1.0172296,10.5164204,-2.6232762,17.1441135
109,-12,-3.221057931150471,17.225318807536482,-12.9448633,-0.0015702,8.2644625,6.1203103,-2.6072481,4.0000000,-2.7075367,1.0213189,11.6956606,-2.5069594,16.3199387
110,-12,-3.213601291150471,17.225318807536482,-12.9435749,-0.0029752,4.9586778,5.3904538,-2.4691200,4.0000000,-2.5930741,1.0260746,12.9277668,-2.3451660,15.1643276
111,-12,-3.206144651150471,17.225318807536482,-12.9420967,-0.0044628,2.4793389,4.5702109,-2.2947247,4.0000000,-2.4456754,1.0313342,14.1573963,-2.1437738,13.6076698
112,-12,-3.198688011150471,17.225318807536482,-12.9404402,-0.0059504,0.8264463,3.7000334,-2.0805991,4.0000000,-2.2638621,1.0368167,15.3245459,-1.8973361,11.6147709
113,-12,-3.191231371150471,17.225318807536482,-12.9386234,0.0024793,39.6694221,2.8440092,-1.8328716,4.0000000,-2.0494115,1.0422159,16.3876476,-1.6163316,9.3313656
114,-12,-3.183774731150470,17.225318807536482,-12.9366655,0.0008264,31.4049587,2.0279336,-1.5491514,4.0000000,-1.7997230,1.0472372,17.3111248,-1.2985799,6.8720007
115,-12,-3.176318091150470,17.225318807536482,-12.9345913,-0.0011570,23.1404953,1.2967243,-1.2367700,4.0000000,-1.5218648,1.0515132,18.0554295,-0.9516752,4.5086904
116,-12,-3.168861451150470,17.225318807536482,-12.9324293,-0.0031405,15.7024794,0.6776436,-0.9020861,4.0000000,-1.2168809,1.0547454,18.5968018,-0.5872914,2.5185518
117,-12,-3.161404811150471,17.225318807536482,-12.9302111,-0.0051240,9.9173555,0.1972778,-0.5561756,4.0000000,-0.8899945,1.0567176,18.9189548,-0.2223568,1.1621156
118,-12,-3.153948171150471,17.225318807536482,-12.9279699,0.0028099,41.3223152,-0.1263475,-0.2144172,4.0000000,-0.5484977,1.0572720,19.0071087,0.1196634,0.5891223
119,-12,-3.146491531150471,17.225318807536482,-12.9257393,0.0008264,32.2314034,-0.2861916,0.1007458,4.0000000,-0.2044055,1.0564579,18.8752270,0.4058971,0.7492452
120,-12,-3.139034891150471,17.225318807536482,-12.9235487,-0.0013223,23.1404953,-0.3091561,0.3881744,4.0000000,0.1359403,1.0544665,18.5523281,0.6404086,1.4627609
121,-12,-3.131578251150471,17.225318807536482,-12.9214230,-0.0032231,15.7024794,-0.2204931,0.6462036,4.0000000,0.4653186,1.0514910,18.0558357,0.8270887,2.5316384
122,-12,-3.124121611150471,17.225318807536482,-12.9193850,0.0048760,47.1074371,-0.0414607,0.8642056,4.0000000,0.7736737,1.0477722,17.4102650,0.9547375,3.6763883
123,-12,-3.116664971150471,17.225318807536482,-12.9174519,0.0029752,38.0165291,0.1952482,1.0349602,4.0000000,1.0483836,1.0436355,16.6621437,1.0215366,4.6379924
124,-12,-3.109208331150471,17.225318807536482,-12.9156332,0.0011570,28.9256191,0.4628558,1.1618325,4.0000000,1.2820443,1.0393624,15.8454990,1.0416205,5.2836928
125,-12,-3.101751691150471,17.225318807536482,-12.9139357,-0.0004959,20.6611576,0.7347018,1.2465204,4.0000000,1.4658457,1.0351809,14.9991350,1.0271951,5.5477071
126,-12,-3.094295051150471,17.225318807536482,-12.9123573,-0.0019008,14.0495872,0.9843216,1.2913574,4.0000000,1.5932519,1.0312916,14.1631298,0.9894629,5.4362659
127,-12,-3.086838411150471,17.225318807536482,-12.9108944,-0.0033058,8.2644625,1.1878115,1.3021473,4.0000000,1.6610940,1.0278145,13.3673344,0.9432005,5.0392923
128,-12,-3.265797771150471,17.217862167536481,-12.9493294,0.0031405,31.4049587,6.6652980,-2.7353582,5.0000000,-3.4276280,1.0077800,7.0448165,-2.0430884,17.2292004
129,-12,-3.258341131150471,17.217862167536481,-12.9492283,0.0029752,29.7520657,6.6868806,-2.7255297,4.0000000,-3.1754830,1.0076315,6.9752736,-2.2755764,16.9099560
130,-12,-3.250884491150471,17.217862167536481,-12.9489307,0.0026446,27.2727280,6.6264439,-2.6991894,4.0000000,-2.9348822,1.0083082,7.2820125,-2.4634964,16.4573212
131,-12,-3.243427851150471,17.217862167536481,-12.9484367,0.0020661,23.9669418,6.4919510,-2.6650183,4.0000000,-2.7746360,1.0098088,7.9243374,-2.5554004,16.0549393
132,-12,-3.235971211150471,17.217862167536481,-12.9477491,0.0014050,20.6611576,6.2719326,-2.6235080,5.0000000,-2.6884997,1.0121381,8.8238859,-2.5585163,15.7394714
133,-12,-3.228514571150471,17.217862167536481,-12.9468670,0.0004959,16.5289249,5.9312940,-2.5652692,5.0000000,-2.6321585,1.0152793,9.9056654,-2.4983799,15.3834152
134,-12,-3.221057931150471,17.217862167536481,-12.9457922,-0.0005785,12.3966942,5.4686069,-2.4845471,4.0000000,-2.5781302,1.0191624,11.0930557,-2.3909638,14.8798513
135,-12,-3.213601291150471,17.217862167536481,-12.9445286,-0.0019008,8.2644625,4.9078236,-2.3793194,4.0000000,-2.5126195,1.0236865,12.3247499,-2.2460194,14.1615915
136,-12,-3.206144651150471,17.217862167536481,-12.9430838,-0.0033884,4.9586778,4.2726569,-2.2439620,4.0000000,-2.4209070,1.0287099,13.5577946,-2.0670168,13.1027231
137,-12,-3.198688011150471,17.217862167536481,-12.9414663,-0.0048760,2.4793389,3.5754855,-2.0709636,4.0000000,-2.2976253,1.0340117,14.7385330,-1.8443023,11.6031542
138,-12,-3.191231371150471,17.217862167536481,-12.9396906,0.0035537,46.2809906,2.8564546,-1.8627987,4.0000000,-2.1429532,1.0393200,15.8246040,-1.5826441,9.7452936
139,-12,-3.183774731150470,17.217862167536481,-12.9377747,0.0019008,37.1900826,2.1429780,-1.6191813,4.0000000,-1.9532880,1.0443524,16.7850647,-1.2850747,7.6299901
140,-12,-3.176318091150470,17.217862167536481,-12.9357395,0.0000000,28.0991745,1.4591401,-1.3433121,4.0000000,-1.7319027,1.0487745,17.5798054,-0.9547215,5.4701061
141,-12,-3.168861451150470,17.217862167536481,-12.9336128,-0.0019835,19.8347111,0.8346239,-1.0419565,4.0000000,-1.4806247,1.0522798,18.1832275,-0.6032883,3.5282078
142,-12,-3.161404811150471,17.217862167536481,-12.9314232,-0.0039669,13.2231407,0.2968161,-0.7237806,4.0000000,-1.1998781,1.0546303,18.5768547,-0.2476832,2.0539565
143,-12,-3.153948171150471,17.217862167536481,-12.9292030,0.0039669,46.2809906,-0.1236992,-0.4055610,4.0000000,-0.8990497,1.0556631,18.7454491,0.0879276,1.2406285
144,-12,-3.146491531150471,17.217862167536481,-12.9269848,0.0019835,37.1900826,-0.4039729,-0.1074599,4.0000000,-0.5875117,1.0553861,18.6994038,0.3725919,1.0924455
145,-12,-3.139034891150471,17.217862167536481,-12.9247971,-0.0000826,28.0991745,-0.5597054,0.1689441,4.0000000,-0.2706412,1.0539289,18.4629364,0.6085294,1.4881363
146,-12,-3.131578251150471,17.217862167536481,-12.9226665,-0.0020661,19.8347111,-0.6029227,0.4218691,4.0000000,0.0446377,1.0514508,18.0491581,0.7991005,2.2719045
147,-12,-3.124121611150471,17.217862167536481,-12.9206152,-0.0039669,13.2231407,-0.5394899,0.6388423,4.0000000,0.3464933,1.0481731,17.4815979,0.9311913,3.1958854
148,-12,-3.116664971150471,17.217862167536481,-12.9186621,0.0041322,43.8016510,-0.3867500,0.8132242,4.0000000,0.6228928,1.0443983,16.8029346,1.0035557,4.0126920
149,-12,-3.109208331150471,17.217862167536481,-12.9168186,0.0023140,34.7107430,-0.1684020,0.9481997,4.0000000,0.8666567,1.0403978,16.0493813,1.0297426,4.5889320
150,-12,-3.101751691150471,17.217862167536481,-12.9150915,0.0005785,25.6198349,0.0920915,1.0439609,4.0000000,1.0667536,1.0364041,15.2548504,1.0211681,4.8337874
151,-12,-3.094295051150471,17.217862167536481,-12.9134836,-0.0009091,18.1818180,0.3657829,1.1006587,4.0000000,1.2135401,1.0326335,14.4604092,0.9877772,4.7218342
