OID_,RegG,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
3419,-13,-4.063658251150471,19.104392087536478,-13.0868063,0.0025620,45.4545441,0.2744749,0.9805761,4.0000000,0.2251964,1.2267625,35.3970795,1.7359557,5.2355361
3420,-13,-4.056201611150471,19.104392087536478,-13.0818930,-0.0023140,36.3636360,0.2863237,0.9205158,4.0000000,0.2821005,1.2180573,34.8158226,1.5589311,4.5410051
3421,-13,-4.048744971150471,19.104392087536478,-13.0770960,0.0028099,44.6280975,0.2702105,0.8471017,4.0000000,0.3327399,1.2099559,34.2590752,1.3614635,3.8443127
3422,-13,-4.041288331150471,19.104392087536478,-13.0724087,-0.0019008,35.5371895,0.2286147,0.7579634,4.0000000,0.3768938,1.2025348,33.7331963,1.1390328,3.1443748
3423,-13,-4.033831691150471,19.104392087536478,-13.0678167,0.0033884,46.2809906,0.1673165,0.6615386,4.0000000,0.4153853,1.1960034,33.2625351,0.9076918,2.5412748
3424,-13,-4.026375051150471,19.104392087536478,-13.0633059,-0.0012397,37.1900826,0.0980548,0.5744867,4.0000000,0.4533042,1.1902092,32.8373375,0.6956693,2.1415789
3425,-13,-4.018918411150471,19.104392087536478,-13.0588665,0.0043802,47.1074371,0.0213111,0.4941874,4.0000000,0.4899765,1.1850629,32.4489822,0.4983984,1.8927039
3426,-13,-4.011461771150471,19.104392087536478,-13.0544853,-0.0000826,38.0165291,-0.0583969,0.4254341,4.0000000,0.5272899,1.1805942,32.1086998,0.3235784,1.7884898
3427,-13,-4.004005131150471,19.104392087536478,-13.0501528,-0.0044628,28.9256191,-0.1353997,0.3771160,4.0000000,0.5678102,1.1765990,31.7999668,0.1864217,1.8284063
3428,-13,-3.996548491150472,19.104392087536478,-13.0458622,0.0012397,41.3223152,-0.2088724,0.3525610,4.0000000,0.6140479,1.1729118,31.5089931,0.0910740,1.9957070
3429,-13,-3.989091851150472,19.104392087536478,-13.0416079,-0.0030579,32.2314034,-0.2839235,0.3460942,4.0000000,0.6671587,1.1693585,31.2277451,0.0250297,2.2638052
3430,-13,-3.981635211150472,19.104392087536478,-13.0373898,0.0028099,44.6280975,-0.3605754,0.3586890,4.0000000,0.7267253,1.1658161,30.9402122,-0.0093472,2.6340656
3431,-13,-3.974178571150472,19.104392087536478,-13.0332060,-0.0014876,35.5371895,-0.4425041,0.3830443,4.0000000,0.7907397,1.1621760,30.6405811,-0.0246511,3.0861394
3432,-13,-3.966721931150472,19.104392087536478,-13.0290594,0.0044628,48.7603302,-0.5177219,0.4271710,4.0000000,0.8585076,1.1583654,30.3236027,-0.0041656,3.6340468
3433,-13,-3.959265291150472,19.104392087536478,-13.0249510,0.0004132,39.6694221,-0.5697936,0.4972253,4.0000000,0.9282708,1.1542636,29.9746819,0.0661798,4.2873030
3434,-13,-3.951808651150472,19.104392087536478,-13.0208874,-0.0036364,30.5785122,-0.5972397,0.5855227,4.0000000,0.9963114,1.1496093,29.5702953,0.1747340,5.0292654
3435,-13,-3.944352011150472,19.104392087536478,-13.0168800,0.0023967,42.1487617,-0.6012032,0.6786174,4.0000000,1.0606585,1.1444401,29.1096535,0.2965764,5.7878637
3436,-13,-3.936895371150472,19.104392087536478,-13.0129347,-0.0015702,33.0578499,-0.5907916,0.7661515,4.0000000,1.1170608,1.1388729,28.5990524,0.4152421,6.4972830
3437,-13,-3.929438731150471,19.104392087536478,-13.0090599,0.0046281,47.9338837,-0.5670897,0.8481125,4.0000000,1.1648191,1.1329737,28.0443382,0.5314059,7.1426706
3438,-13,-3.921982091150471,19.104392087536478,-13.0052624,0.0007438,38.8429756,-0.5259646,0.9269995,4.0000000,1.2043442,1.1268554,27.4546185,0.6496549,7.7268229
3439,-13,-3.914525451150471,19.104392087536478,-13.0015478,-0.0028926,29.7520657,-0.4676920,1.0041864,4.0000000,1.2354411,1.1205658,26.8263245,0.7729316,8.2591934
3440,-12,-3.907068811150471,19.104392087536478,-12.9979210,0.0038843,44.6280975,-0.3758667,1.0827194,4.0000000,1.2548658,1.1141534,26.1658363,0.9105731,8.7220364
3441,-13,-4.816778891150472,19.096935447536477,-13.2077160,0.0032231,34.7107430,-0.6614364,-0.2032712,4.0000000,0.4168427,1.0170484,10.4984570,-0.8233851,1.5744140
3442,-13,-4.809322251150472,19.096935447536477,-13.2090731,0.0043802,43.8016510,-0.5923170,-0.1982785,4.0000000,0.4638917,1.0161263,10.2170525,-0.8604487,1.4131099
3443,-13,-4.801865611150472,19.096935447536477,-13.2103891,-0.0047107,0.0000000,-0.5363880,-0.2023218,4.0000000,0.4926323,1.0152023,9.9271183,-0.8972759,1.2959024
3444,-13,-4.794408971150472,19.096935447536477,-13.2116604,-0.0038017,0.0000000,-0.4995253,-0.2233734,4.0000000,0.4986219,1.0142391,9.6140404,-0.9453688,1.2495743
3445,-13,-4.786952331150472,19.096935447536477,-13.2128839,-0.0028926,0.0000000,-0.4793978,-0.2531067,4.0000000,0.4835158,1.0132244,9.2722845,-0.9897292,1.2604449
3446,-13,-4.779495691150472,19.096935447536477,-13.2140560,-0.0019008,0.8264463,-0.4696883,-0.2899106,4.0000000,0.4465232,1.0121413,8.8880262,-1.0263445,1.3174477
3447,-13,-4.772039051150472,19.096935447536477,-13.2151709,-0.0005785,4.9586778,-0.4548627,-0.3189160,4.0000000,0.3912805,1.0110159,8.4701147,-1.0291125,1.3551357
3448,-13,-4.764582411150472,19.096935447536477,-13.2162266,0.0010744,12.3966942,-0.4319513,-0.3404427,4.0000000,0.3208951,1.0098969,8.0306664,-1.0017804,1.3626410
3449,-13,-4.757125771150472,19.096935447536477,-13.2172222,0.0021488,21.4876041,-0.3989537,-0.3576936,4.0000000,0.2380640,1.0088129,7.5822897,-0.9534512,1.3411577
3450,-13,-4.749669131150472,19.096935447536477,-13.2181578,0.0030579,30.5785122,-0.3630728,-0.3821287,4.0000000,0.1457268,1.0077866,7.1321197,-0.9099843,1.3387589
3451,-13,-4.742212491150472,19.096935447536477,-13.2190351,0.0039669,39.6694221,-0.3204713,-0.4140441,4.0000000,0.0465716,1.0068126,6.6733713,-0.8746599,1.3526584
3452,-13,-4.734755851150472,19.096935447536477,-13.2198524,0.0048760,48.7603302,-0.2707595,-0.4532389,4.0000000,-0.0556103,1.0058862,6.2066965,-0.8508675,1.3870316
3453,-13,-4.727299211150472,19.096935447536477,-13.2206106,-0.0042149,0.0000000,-0.2090886,-0.4933873,4.0000000,-0.1583876,1.0050236,5.7347388,-0.8283870,1.4133857
3454,-13,-4.719842571150472,19.096935447536477,-13.2213106,-0.0033058,0.0000000,-0.1374411,-0.5298603,4.0000000,-0.2535165,1.0042291,5.2608185,-0.8062041,1.4166905
3455,-13,-4.712385931150472,19.096935447536477,-13.2219524,-0.0023967,0.0000000,-0.0633456,-0.5533161,4.0000000,-0.3379966,1.0035218,4.7993851,-0.7686356,1.3670682
3456,-13,-4.704929291150472,19.096935447536477,-13.2225389,-0.0014876,0.0000000,0.0090651,-0.5705038,4.0000000,-0.4098984,1.0029179,4.3683972,-0.7311093,1.2966495
3457,-13,-4.697472651150472,19.096935447536477,-13.2230759,-0.0006612,0.0000000,0.0811252,-0.5943211,4.0000000,-0.4701961,1.0024105,3.9719312,-0.7184460,1.2612834
3458,-13,-4.690016011150472,19.096935447536477,-13.2235651,-0.0001653,0.0000000,0.1612502,-0.6294158,4.0000000,-0.5199018,1.0019717,3.5927963,-0.7389298,1.2710410
3459,-13,-4.682559371150472,19.096935447536477,-13.2240076,0.0000000,0.0000000,0.2510995,-0.6704120,4.0000000,-0.5553671,1.0015894,3.2236710,-0.7854569,1.3028643
3460,-13,-4.675102731150472,19.096935447536477,-13.2244043,0.0000000,0.0000000,0.3424590,-0.7084851,5.0000000,-0.5799693,1.0012510,2.8580091,-0.8370010,1.3285812
3461,-13,-4.667646091150472,19.096935447536477,-13.2247524,0.0000000,0.0000000,0.4249919,-0.7357783,4.0000000,-0.5967143,1.0009563,2.4956434,-0.8748423,1.3197203
3462,-13,-4.660189451150472,19.096935447536477,-13.2250528,0.0000000,0.0000000,0.4872253,-0.7490717,4.0000000,-0.6109017,1.0007129,2.1505315,-0.8872417,1.2729833
3463,-13,-4.652732811150472,19.096935447536477,-13.2253075,0.0000000,0.0000000,0.5274131,-0.7517843,4.0000000,-0.6270709,1.0005128,1.8205562,-0.8764978,1.2079515
3464,-13,-4.645276171150472,19.096935447536477,-13.2255163,0.0000000,0.0000000,0.5469245,-0.7478315,4.0000000,-0.6568676,1.0003514,1.5035634,-0.8387955,1.1445475
3465,-13,-4.637819531150472,19.096935447536477,-13.2256804,0.0000000,0.0000000,0.5356582,-0.7325650,4.0000000,-0.7023162,1.0002254,1.1979588,-0.7628137,1.0761913
3466,-13,-4.630362891150472,19.096935447536477,-13.2258015,0.0000000,0.0000000,0.4956697,-0.7081915,4.0000000,-0.7652755,1.0001316,0.9064981,-0.6511074,1.0153499
3467,-13,-4.622906251150471,19.096935447536477,-13.2258816,0.0000000,0.0000000,0.4202456,-0.6688362,5.0000000,-0.8317350,1.0000668,0.6281024,-0.5059375,0.9491569
3468,-13,-4.615449611150471,19.096935447536477,-13.2259226,0.0000000,0.0000000,0.3153045,-0.6144989,5.0000000,-0.8163364,1.0000284,0.3789626,-0.4126614,0.8799253
3469,-13,-4.607992971150471,19.096935447536477,-13.2259283,0.0000000,0.0000000,0.1852878,-0.5417504,6.0000000,-0.3202288,1.0000137,0.2215108,-0.7632720,0.8034155
3470,-13,-4.600536331150471,19.096935447536477,-13.2259064,0.0000000,0.0000000,0.0520928,-0.4596635,6.0000000,-0.3755195,1.0000168,0.2665462,-0.5438074,0.7410051
3471,-13,-4.593079691150471,19.096935447536477,-13.2258635,0.0000000,0.0000000,-0.0667407,-0.3753535,4.0000000,-0.7281219,1.0000333,0.4180058,-0.0225851,0.6971449
3472,-13,-4.585623051150471,19.096935447536477,-13.2258053,0.0000000,0.0000000,-0.1561059,-0.2993672,4.0000000,-0.7943708,1.0000592,0.5847610,0.1956363,0.6708962
3473,-13,-4.578166411150471,19.096935447536477,-13.2257395,0.0000000,0.0000000,-0.2102432,-0.2326966,3.0000000,-0.7018085,1.0000925,0.7495016,0.2364152,0.6373700
3474,-13,-4.570709771150471,19.096935447536477,-13.2256727,0.0000000,0.0000000,-0.2346154,-0.1729023,4.0000000,-0.5210161,1.0001322,0.9098160,0.1752116,0.5891693
3475,-13,-4.563253131150471,19.096935447536477,-13.2256088,0.0000000,0.0000000,-0.2336425,-0.1219529,4.0000000,-0.2959986,1.0001751,1.0561919,0.0520928,0.5271620
3476,-13,-4.555796491150471,19.096935447536477,-13.2255535,0.0000000,0.0000000,-0.2184715,-0.0827870,4.0000000,-0.0690466,1.0002179,1.1849216,-0.0965273,0.4647533
3477,-13,-4.548339851150471,19.096935447536477,-13.2255106,0.0000000,0.0000000,-0.1989748,-0.0539262,4.0000000,0.1320998,1.0002582,1.2972146,-0.2399522,0.4099813
3478,-13,-4.540883211150471,19.096935447536477,-13.2254848,0.0000000,0.0000000,-0.1850176,-0.0329098,4.0000000,0.2918956,1.0002942,1.3876284,-0.3577151,0.3747818
3479,-13,-4.533426571150471,19.096935447536477,-13.2254782,0.0000000,0.0000000,-0.1862248,-0.0172755,3.0000000,0.3990623,1.0003240,1.4571680,-0.4336134,0.3741086
3480,-13,-4.525969931150471,19.096935447536477,-13.2254934,0.0000000,0.0000000,-0.2078177,-0.0043177,4.0000000,0.4439986,1.0003473,1.5072782,-0.4526341,0.4162806
3481,-13,-4.518513291150471,19.096935447536477,-13.2255344,0.0000000,0.0000000,-0.2550359,0.0120919,4.0000000,0.4246814,1.0003672,1.5478706,-0.4004976,0.5114174
3482,-13,-4.511056651150471,19.096935447536477,-13.2256031,0.0000000,0.0000000,-0.3227758,0.0290223,4.0000000,0.3218049,1.0003916,1.5947402,-0.2637603,0.6499536
3483,-13,-4.503600011150471,19.096935447536477,-13.2257051,0.0000000,0.0000000,-0.4091328,0.0533293,4.0000000,0.1511516,1.0004312,1.6688356,-0.0444930,0.8310684
3484,-13,-4.496143371150471,19.096935447536477,-13.2258444,0.0000000,0.0000000,-0.5102018,0.0828113,3.0000000,-0.0660281,1.0005006,1.7945179,0.2316506,1.0498439
3485,-13,-4.488686731150471,19.096935447536477,-13.2260265,0.0000000,0.0000000,-0.6197959,0.1147770,4.0000000,-0.2854716,1.0006202,1.9966811,0.5150254,1.2952064
3486,-13,-4.481230091150471,19.096935447536477,-13.2262583,0.0000000,0.0000000,-0.7224770,0.1387029,4.0000000,-0.4688783,1.0008074,2.2801294,0.7462840,1.5262026
3487,-13,-4.473773451150471,19.096935447536477,-13.2265453,0.0000000,0.0000000,-0.8120575,0.1521506,4.0000000,-0.6035489,1.0010719,2.6336584,0.9078501,1.7230130
3488,-13,-4.466316811150471,19.096935447536477,-13.2268906,0.0000000,0.0000000,-0.8893908,0.1482918,4.0000000,-0.7043357,1.0014205,3.0386293,1.0009193,1.8758537
3489,-13,-4.458860171150471,19.096935447536477,-13.2272968,0.0004132,4.1322312,-0.9359745,0.1200697,4.0000000,-0.7849648,1.0018538,3.4782546,1.0251040,1.9422964
3490,-13,-4.451403531150471,19.096935447536477,-13.2277660,0.0011570,11.5702477,-0.9295782,0.0570161,4.0000000,-0.8579121,1.0023444,3.9196420,0.9719443,1.8888115
3491,-13,-4.443946891150471,19.096935447536477,-13.2282934,0.0020661,20.6611576,-0.8594772,-0.0422959,4.0000000,-0.9314159,1.0028421,4.3227801,0.8468241,1.7467852
3492,-13,-4.436490251150471,19.096935447536477,-13.2288704,0.0029752,29.7520657,-0.7103196,-0.1788246,4.0000000,-1.0110600,1.0032967,4.6618643,0.6534108,1.5732454
3493,-13,-4.429033611150471,19.096935447536477,-13.2294874,0.0038843,38.8429756,-0.4647189,-0.3489847,4.0000000,-1.0953995,1.0036405,4.9025083,0.3974301,1.4453080
3494,-13,-4.421576971150471,19.096935447536477,-13.2301292,-0.0052066,0.0000000,-0.1063318,-0.5536602,4.0000000,-1.1874698,1.0038030,5.0155663,0.0801494,1.4720508
3495,-13,-4.414120331150471,19.096935447536477,-13.2307758,-0.0042975,0.0000000,0.3665296,-0.7855397,4.0000000,-1.2856123,1.0037378,4.9753208,-0.2854670,1.7737259
3496,-13,-4.406663691150471,19.096935447536477,-13.2314072,-0.0033884,0.0000000,0.9422693,-1.0349439,4.0000000,-1.3859700,1.0034167,4.7548771,-0.6839177,2.4434369
3497,-13,-4.399207051150471,19.096935447536477,-13.2319975,-0.0024793,0.0000000,1.5770292,-1.2842653,4.0000000,-1.4839101,1.0028629,4.3490639,-1.0846204,3.4892766
3498,-13,-4.391750411150472,19.096935447536477,-13.2325239,-0.0015702,0.0000000,2.2577658,-1.5308286,4.0000000,-1.5756369,1.0021539,3.7627819,-1.4860202,4.9015689
3499,-13,-4.384293771150471,19.096935447536477,-13.2329636,-0.0006612,0.0000000,2.9460902,-1.7651720,5.0000000,-1.6478616,1.0013844,2.9925494,-1.8824823,6.6048641
3500,-13,-4.376837131150472,19.096935447536477,-13.2332926,-0.0001653,0.0000000,3.5961623,-1.9772397,5.0000000,-1.6844232,1.0006843,2.0479875,-2.2700562,8.4642353
3501,-13,-4.369380491150471,19.096935447536477,-13.2334890,0.0000000,0.0000000,4.1439686,-2.1522839,6.0000000,-1.6051152,1.0002112,0.9640719,-2.6994526,10.2458334
3502,-13,-4.361923851150472,19.096935447536477,-13.2335377,-0.0001653,0.0000000,4.5883999,-2.2938426,8.0000000,-2.9454827,1.0001112,0.3705423,-1.6422023,11.8712959
3503,-13,-4.354467211150472,19.096935447536477,-13.2334232,-0.0005785,0.0000000,4.9063716,-2.3974586,4.0000000,-2.2082753,1.0005085,1.6258610,-2.5866418,13.1982708
3504,-13,-4.347010571150472,19.096935447536477,-13.2331343,-0.0014876,0.0000000,5.1065035,-2.4652557,4.0000000,-2.1064856,1.0014975,3.0146432,-2.8240259,14.1654358
3505,-13,-4.339553931150472,19.096935447536477,-13.2326632,-0.0023967,0.0000000,5.1791301,-2.4963143,4.0000000,-2.0475388,1.0031323,4.4476190,-2.9450896,14.7177649
3506,-13,-4.332097291150472,19.096935447536477,-13.2320061,-0.0033058,0.0000000,5.1615558,-2.5000081,4.0000000,-1.9916865,1.0054371,5.9024796,-3.0083296,14.9380150
3507,-13,-4.324640651150472,19.096935447536477,-13.2311602,-0.0042149,0.0000000,5.0734129,-2.4825764,4.0000000,-1.9304415,1.0083925,7.3540096,-3.0347114,14.9013891
3508,-13,-4.317184011150472,19.096935447536477,-13.2301264,-0.0052893,0.0000000,4.9757733,-2.4601798,4.0000000,-1.8677109,1.0119853,8.7912397,-3.0526490,14.8078527
3509,-13,-4.309727371150472,19.096935447536477,-13.2289038,0.0033058,39.6694221,4.8673034,-2.4322608,4.0000000,-1.8028954,1.0162139,10.2199211,-3.0616260,14.6472111
3510,-13,-4.302270731150472,19.096935447536477,-13.2274923,0.0014876,30.5785122,4.7586870,-2.4015605,4.0000000,-1.7406456,1.0210314,11.6265402,-3.0624754,14.4498730
3511,-13,-4.294814091150472,19.096935447536477,-13.2258940,-0.0003306,21.4876041,4.6668563,-2.3747694,4.0000000,-1.6826080,1.0264218,13.0058699,-3.0669312,14.3120956
3512,-13,-4.287357451150472,19.096935447536477,-13.2241087,-0.0023140,12.3966942,4.6349463,-2.3650551,4.0000000,-1.6346383,1.0324056,14.3708210,-3.0954721,14.4098530
3513,-13,-4.279900811150472,19.096935447536477,-13.2221355,-0.0045455,4.9586778,4.6480622,-2.3692534,4.0000000,-1.5970106,1.0390197,15.7288675,-3.1414962,14.7180662
3514,-13,-4.272444171150472,19.096935447536477,-13.2199726,0.0031405,47.9338837,4.6945844,-2.3844993,4.0000000,-1.5694598,1.0463374,17.0920601,-3.1995387,15.2184086
3515,-13,-4.264987531150472,19.096935447536477,-13.2176142,0.0011570,38.8429756,4.7629352,-2.4085698,4.0000000,-1.5504901,1.0544136,18.4628448,-3.2666495,15.9075232
3516,-13,-4.257530891150472,19.096935447536477,-13.2150574,-0.0013223,29.7520657,4.8618135,-2.4455369,4.0000000,-1.5385820,1.0633417,19.8489265,-3.3524919,16.8793335
3517,-13,-4.250074251150472,19.096935447536477,-13.2122946,-0.0040496,20.6611576,5.0048985,-2.5024114,4.0000000,-1.5303044,1.0732616,21.2615967,-3.4745183,18.3025646
3518,-13,-4.242617611150472,19.096935447536477,-13.2093172,0.0028926,47.1074371,5.1413879,-2.5650249,4.0000000,-1.5202668,1.0843877,22.7228317,-3.6097829,20.0258999
3519,-13,-4.235160971150472,19.096935447536477,-13.2061129,-0.0005785,38.0165291,5.1827421,-2.6059952,4.0000000,-1.5036433,1.0968461,24.2334709,-3.7083471,21.6081142
3520,-13,-4.227704331150472,19.096935447536477,-13.2026711,-0.0039669,28.9256191,5.0993652,-2.6157441,4.0000000,-1.4808497,1.1105179,25.7569370,-3.7506385,22.8330784
3521,-13,-4.220247691150472,19.096935447536477,-13.1989861,0.0023967,46.2809906,4.9044461,-2.5998950,4.0000000,-1.4507408,1.1253200,27.2787609,-3.7490494,23.7755203
3522,-13,-4.212791051150472,19.096935447536477,-13.1950531,-0.0015702,37.1900826,4.5822196,-2.5541804,4.0000000,-1.4104209,1.1411707,28.7900658,-3.6979399,24.3423080
3523,-13,-4.205334411150472,19.096935447536477,-13.1908703,-0.0058678,28.0991745,4.1232309,-2.4691966,4.0000000,-1.3607419,1.1578641,30.2643738,-3.5776513,24.2954216
3524,-13,-4.197877771150472,19.096935447536477,-13.1864386,-0.0002479,42.1487617,3.5514209,-2.3440657,4.0000000,-1.3025788,1.1750792,31.6793957,-3.3855524,23.5681057
3525,-13,-4.190421131150472,19.096935447536477,-13.1817646,-0.0047934,33.0578499,2.9194524,-2.1890805,4.0000000,-1.2379541,1.1924059,33.0091934,-3.1402071,22.3441734
3526,-13,-4.182964491150472,19.096935447536477,-13.1768608,0.0003306,42.9752083,2.2565351,-2.0050187,4.0000000,-1.1668770,1.2095674,34.2460213,-2.8431602,20.6425800
3527,-13,-4.175507851150472,19.096935447536477,-13.1717386,-0.0047107,33.8842964,1.5819350,-1.7810848,4.0000000,-1.0910938,1.2261667,35.3782578,-2.4710758,18.2795467
3528,-13,-4.168051211150472,19.096935447536477,-13.1664171,0.0001653,42.9752083,0.9075521,-1.5039862,4.0000000,-1.0114448,1.2414504,36.3693008,-1.9965276,15.1909914
3529,-13,-4.160594571150471,19.096935447536477,-13.1609259,-0.0052893,33.8842964,0.3030192,-1.1955209,4.0000000,-0.9314249,1.2546262,37.1837006,-1.4596168,11.9936676
3530,-13,-4.153137931150471,19.096935447536477,-13.1553001,-0.0005785,42.1487617,-0.1796743,-0.8844966,4.0000000,-0.8514529,1.2652491,37.8144646,-0.9175404,9.2653828
3531,-13,-4.145681291150471,19.096935447536477,-13.1495762,0.0038017,48.7603302,-0.5292527,-0.5851296,4.0000000,-0.7728963,1.2732493,38.2773094,-0.3973628,7.2132063
3532,-13,-4.138224651150471,19.096935447536477,-13.1437883,-0.0016529,39.6694221,-0.7503744,-0.3023469,4.0000000,-0.6929759,1.2785190,38.5755653,0.0882821,5.8060355
3533,-13,-4.130768011150471,19.096935447536477,-13.1379728,0.0027273,46.2809906,-0.8572346,-0.0399777,4.0000000,-0.6131023,1.2811698,38.7222023,0.5331468,4.9966140
3534,-13,-4.123311371150471,19.096935447536477,-13.1321592,-0.0028926,37.1900826,-0.8672563,0.2000538,4.0000000,-0.5311220,1.2813144,38.7294617,0.9312295,4.6889729
3535,-13,-4.115854731150471,19.096935447536477,-13.1263809,0.0015702,44.6280975,-0.7985395,0.4121205,4.0000000,-0.4472095,1.2790551,38.6001053,1.2714506,4.7573180
3536,-13,-4.108398091150471,19.096935447536477,-13.1206636,-0.0039669,35.5371895,-0.6746344,0.5926744,4.0000000,-0.3611676,1.2747859,38.3551140,1.5465164,5.0642586
3537,-13,-4.100941451150471,19.096935447536477,-13.1150303,0.0004959,42.1487617,-0.5204324,0.7458839,4.0000000,-0.2733730,1.2687398,38.0079498,1.7651408,5.5276070
3538,-13,-4.093484811150471,19.096935447536477,-13.1095018,0.0052066,49.5867767,-0.3549492,0.8607276,4.0000000,-0.1847791,1.2611655,37.5588799,1.9062344,5.9336996
3539,-13,-4.086028171150471,19.096935447536477,-13.1040945,-0.0001653,40.4958687,-0.1979555,0.9217872,4.0000000,-0.0989717,1.2526580,37.0423508,1.9425461,5.9887900
3540,-13,-4.078571531150471,19.096935447536477,-13.0988140,0.0046281,48.7603302,-0.0665521,0.9337763,4.0000000,-0.0175912,1.2438048,36.4946823,1.8851438,5.6598835
3541,-13,-4.071114891150471,19.096935447536477,-13.0936613,-0.0005785,39.6694221,0.0292817,0.9161767,4.0000000,0.0582480,1.2349753,35.9340553,1.7741054,5.1574869
3542,-13,-4.063658251150471,19.096935447536477,-13.0886335,0.0043802,48.7603302,0.0883736,0.8735348,4.0000000,0.1266518,1.2263987,35.3746338,1.6204177,4.5326905
3543,-13,-4.056201611150471,19.096935447536477,-13.0837250,-0.0005785,39.6694221,0.1144826,0.8166776,4.0000000,0.1872842,1.2182909,34.8326073,1.4460711,3.9072030
3544,-13,-4.048744971150471,19.096935447536477,-13.0789261,0.0045455,47.9338837,0.1134067,0.7463316,4.0000000,0.2401338,1.2107320,34.3130264,1.2525293,3.2863078
3545,-13,-4.041288331150471,19.096935447536477,-13.0742283,-0.0001653,38.8429756,0.0891589,0.6602577,4.0000000,0.2851842,1.2037801,33.8225288,1.0353312,2.6658552
3546,-13,-4.033831691150471,19.096935447536477,-13.0696201,0.0051240,49.5867767,0.0497412,0.5690994,4.0000000,0.3254555,1.1976720,33.3852615,0.8127433,2.1436100
3547,-13,-4.026375051150471,19.096935447536477,-13.0650864,0.0004959,40.4958687,0.0000242,0.4857161,4.0000000,0.3633887,1.1922977,32.9918022,0.6080435,1.7976285
3548,-13,-4.018918411150471,19.096935447536477,-13.0606174,-0.0039669,31.4049587,-0.0560567,0.4106553,4.0000000,0.3994031,1.1875174,32.6341743,0.4219075,1.5912619
3549,-13,-4.011461771150471,19.096935447536477,-13.0562029,0.0015702,42.1487617,-0.1160097,0.3453464,4.0000000,0.4346575,1.1833638,32.3218536,0.2560352,1.5019789
3550,-13,-4.004005131150471,19.096935447536477,-13.0518322,-0.0028926,33.0578499,-0.1751285,0.3008271,4.0000000,0.4726510,1.1796814,32.0402412,0.1290032,1.5398643
3551,-13,-3.996548491150472,19.096935447536477,-13.0474987,0.0028099,44.6280975,-0.2347971,0.2776506,4.0000000,0.5156723,1.1762943,31.7779770,0.0396288,1.6842257
3552,-13,-3.989091851150472,19.096935447536477,-13.0431986,-0.0015702,35.5371895,-0.2985005,0.2696468,4.0000000,0.5640811,1.1730636,31.5233917,-0.0247875,1.9079355
3553,-13,-3.981635211150472,19.096935447536477,-13.0389290,0.0042149,47.9338837,-0.3660810,0.2787936,4.0000000,0.6188366,1.1698682,31.2690697,-0.0612494,2.2169385
3554,-13,-3.974178571150472,19.096935447536477,-13.0346889,0.0000000,38.8429756,-0.4387057,0.3024698,4.0000000,0.6801699,1.1665769,31.0041542,-0.0752304,2.6103959
3555,-13,-3.966721931150472,19.096935447536477,-13.0304813,-0.0041322,29.7520657,-0.5044317,0.3479251,4.0000000,0.7459408,1.1631130,30.7208366,-0.0500906,3.0923307
3556,-13,-3.959265291150472,19.096935447536477,-13.0263062,0.0017355,42.1487617,-0.5539685,0.4192918,4.0000000,0.8147755,1.1593173,30.4063950,0.0238081,3.6864078
3557,-13,-3.951808651150472,19.096935447536477,-13.0221729,-0.0023967,33.0578499,-0.5793489,0.5115250,4.0000000,0.8854088,1.1549387,30.0343819,0.1376412,4.3840742
3558,-13,-3.944352011150472,19.096935447536477,-13.0180902,0.0035537,45.4545441,-0.5837293,0.6086779,4.0000000,0.9528767,1.1499969,29.6038322,0.2644791,5.1190648
3559,-13,-3.936895371150472,19.096935447536477,-13.0140676,-0.0004959,36.3636360,-0.5747709,0.7006979,4.0000000,1.0149257,1.1445593,29.1194649,0.3864700,5.8333941
3560,-13,-3.929438731150471,19.096935447536477,-13.0101137,-0.0043802,27.2727280,-0.5521188,0.7867897,4.0000000,1.0697466,1.1387421,28.5869675,0.5038328,6.4962258
3561,-13,-3.921982091150471,19.096935447536477,-13.0062342,0.0017355,41.3223152,-0.5156647,0.8694919,4.0000000,1.1176844,1.1326722,28.0165863,0.6212994,7.1187267
3562,-13,-3.914525451150471,19.096935447536477,-13.0024347,-0.0020661,32.2314034,-0.4582414,0.9527171,4.0000000,1.1576554,1.1263537,27.4052944,0.7477790,7.7096100
3563,-12,-3.907068811150471,19.096935447536477,-12.9987230,0.0046281,46.2809906,-0.3667845,1.0396456,4.0000000,1.1884480,1.1198537,26.7552204,0.8908430,8.2661409
3564,-13,-4.809322251150472,19.089478807536480,-13.2089462,0.0042975,42.9752083,-0.5661882,-0.1231699,4.0000000,0.5063107,1.0153301,9.9639482,-0.7526504,1.2582232
3565,-13,-4.801865611150472,19.089478807536480,-13.2102327,-0.0047934,0.0000000,-0.5185501,-0.1257141,4.0000000,0.5366287,1.0145308,9.7079020,-0.7880569,1.1558850
3566,-13,-4.794408971150472,19.089478807536480,-13.2114801,-0.0038843,0.0000000,-0.4917217,-0.1465158,4.0000000,0.5459125,1.0136902,9.4293518,-0.8389442,1.1178414
3567,-13,-4.786952331150472,19.089478807536480,-13.2126856,-0.0029752,0.0000000,-0.4811987,-0.1784288,4.0000000,0.5353778,1.0127966,9.1215591,-0.8922355,1.1333785
