OID_,RegG,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
495,-13,-4.473773451150471,19.290808087536480,-13.2187223,0.0046281,47.1074371,-3.0793576,0.5087906,3.0000000,-1.1723577,1.0078832,7.1166253,2.1899388,7.3663936
496,-13,-4.466316811150471,19.290808087536480,-13.2181540,0.0038017,39.6694221,-3.5826836,0.4463590,4.0000000,-1.1019002,1.0087909,7.5117459,1.9946183,8.1930799
497,-13,-4.458860171150471,19.290808087536480,-13.2176390,0.0028926,32.2314034,-4.0323901,0.3398038,4.0000000,-0.9880566,1.0100429,8.0305710,1.6676643,8.8332243
498,-13,-4.451403531150471,19.290808087536480,-13.2171736,0.0022314,28.0991745,-4.3606558,0.1891757,4.0000000,-0.8967685,1.0116811,8.6626711,1.2751199,9.2616873
499,-13,-4.443946891150471,19.290808087536480,-13.2167511,0.0016529,24.7933884,-4.5088105,-0.0064030,4.0000000,-0.8926654,1.0137227,9.3920221,0.8798594,9.5192232
500,-13,-4.436490251150471,19.290808087536480,-13.2163572,0.0012397,23.1404953,-4.4089537,-0.2454818,4.0000000,-1.0151576,1.0161674,10.1952810,0.5241940,9.6807766
501,-13,-4.429033611150471,19.290808087536480,-13.2159758,0.0007438,21.4876041,-4.0337610,-0.5134436,4.0000000,-1.2595428,1.0190065,11.0537434,0.2326557,9.8946638
502,-13,-4.421576971150471,19.290808087536480,-13.2155828,0.0002479,19.8347111,-3.3924096,-0.7903416,4.0000000,-1.5858910,1.0222226,11.9464979,0.0052079,10.2560444
503,-13,-4.414120331150471,19.290808087536480,-13.2151546,-0.0003306,18.1818180,-2.5204036,-1.0564339,4.0000000,-1.9397330,1.0257883,12.8597040,-0.1731349,10.7369928
504,-13,-4.406663691150471,19.290808087536480,-13.2146673,-0.0010744,15.7024794,-1.4993335,-1.3009155,4.0000000,-2.2821522,1.0296705,13.7799034,-0.3196789,11.3241806
505,-13,-4.399207051150471,19.290808087536480,-13.2140980,-0.0019835,13.2231407,-0.4385809,-1.5087725,4.0000000,-2.5690989,1.0338498,14.7006626,-0.4484459,11.9084921
506,-13,-4.391750411150472,19.290808087536480,-13.2134266,-0.0027273,11.5702477,0.5687668,-1.6772410,4.0000000,-2.7822134,1.0383136,15.6161222,-0.5722685,12.4325628
507,-13,-4.384293771150471,19.290808087536480,-13.2126369,-0.0036364,9.9173555,1.4551492,-1.8080242,4.0000000,-2.9196410,1.0430564,16.5269794,-0.6964074,12.8764324
508,-13,-4.376837131150472,19.290808087536480,-13.2117138,-0.0046281,8.2644625,2.1936026,-1.9046371,4.0000000,-2.9859228,1.0480793,17.4322720,-0.8233514,13.2055311
509,-13,-4.369380491150471,19.290808087536480,-13.2106485,-0.0056198,6.6115704,2.7522669,-1.9669576,4.0000000,-2.9841218,1.0533850,18.3326149,-0.9497935,13.3751335
510,-13,-4.361923851150472,19.290808087536480,-13.2094307,0.0031405,44.6280975,3.1368484,-2.0008717,4.0000000,-2.9283321,1.0589714,19.2265739,-1.0734111,13.4087610
511,-13,-4.354467211150472,19.290808087536480,-13.2080536,0.0016529,38.0165291,3.3487678,-2.0073075,4.0000000,-2.8263662,1.0648298,20.1138611,-1.1882489,13.2790098
512,-13,-4.347010571150472,19.290808087536480,-13.2065134,0.0000826,32.2314034,3.4181294,-1.9945700,4.0000000,-2.6984148,1.0709465,20.9909763,-1.2907252,13.0755863
513,-13,-4.339553931150472,19.290808087536480,-13.2048082,-0.0015702,26.4462814,3.3896976,-1.9732039,4.0000000,-2.5624273,1.0773610,21.8621426,-1.3839805,12.9210949
514,-13,-4.332097291150472,19.290808087536480,-13.2029324,-0.0033884,21.4876041,3.2888193,-1.9487790,4.0000000,-2.4258122,1.0841317,22.7370014,-1.4717457,12.8853683
515,-13,-4.324640651150472,19.290808087536480,-13.2008829,-0.0053719,16.5289249,3.1146722,-1.9184299,4.0000000,-2.2844281,1.0913248,23.6242065,-1.5524317,12.9199190
516,-13,-4.317184011150472,19.290808087536480,-13.1986551,0.0024793,42.1487617,2.8822987,-1.8843961,4.0000000,-2.1363447,1.0990373,24.5270863,-1.6324475,13.0360126
517,-13,-4.309727371150472,19.290808087536480,-13.1962433,0.0000826,34.7107430,2.5968823,-1.8444959,5.0000000,-1.9759470,1.1073177,25.4498234,-1.7130448,13.1731987
518,-13,-4.302270731150472,19.290808087536480,-13.1936417,-0.0023967,28.0991745,2.2612085,-1.7980899,4.0000000,-1.8010480,1.1161546,26.3894234,-1.7951317,13.3122921
519,-13,-4.294814091150472,19.290808087536480,-13.1908474,-0.0051240,22.3140488,1.8812715,-1.7412965,4.0000000,-1.6096510,1.1255751,27.3424244,-1.8729420,13.3615427
520,-13,-4.287357451150472,19.290808087536480,-13.1878557,0.0019008,42.1487617,1.4711360,-1.6752247,4.0000000,-1.4048861,1.1355299,28.3004284,-1.9455632,13.3192244
521,-13,-4.279900811150472,19.290808087536480,-13.1846647,-0.0012397,33.8842964,1.0398015,-1.5938305,4.0000000,-1.1860073,1.1459301,29.2551327,-2.0016537,13.0587482
522,-13,-4.272444171150472,19.290808087536480,-13.1812725,-0.0045455,26.4462814,0.6058133,-1.4973862,4.0000000,-0.9583567,1.1566318,30.1912460,-2.0364158,12.5754681
523,-13,-4.264987531150472,19.290808087536480,-13.1776838,0.0018182,43.8016510,0.1900143,-1.3769501,4.0000000,-0.7228627,1.1674222,31.0941334,-2.0310376,11.7048559
524,-13,-4.257530891150472,19.290808087536480,-13.1739025,-0.0018182,34.7107430,-0.1823249,-1.2328185,4.0000000,-0.4855368,1.1780106,31.9426022,-1.9801002,10.4878016
525,-13,-4.250074251150472,19.290808087536480,-13.1699409,0.0042975,48.7603302,-0.4831330,-1.0666226,4.0000000,-0.2532168,1.1880331,32.7126312,-1.8800282,9.0011063
526,-13,-4.242617611150472,19.290808087536480,-13.1658134,0.0003306,39.6694221,-0.7002819,-0.8858919,4.0000000,-0.0299396,1.1971687,33.3902512,-1.7418441,7.4513354
527,-13,-4.235160971150472,19.290808087536480,-13.1615391,-0.0037190,30.5785122,-0.8314027,-0.6962544,4.0000000,0.1790977,1.2050920,33.9587288,-1.5716065,6.0124965
528,-13,-4.227704331150472,19.290808087536480,-13.1571388,0.0019835,44.6280975,-0.8850790,-0.5082458,4.0000000,0.3706742,1.2116076,34.4128799,-1.3871658,4.8644252
529,-13,-4.220247691150472,19.290808087536480,-13.1526346,-0.0024793,35.5371895,-0.8769646,-0.3275404,4.0000000,0.5436475,1.2165997,34.7538147,-1.1987283,4.0782657
530,-13,-4.212791051150472,19.290808087536480,-13.1480494,0.0030579,46.2809906,-0.8224354,-0.1574980,4.0000000,0.6974196,1.2200214,34.9825859,-1.0124156,3.6511407
531,-13,-4.205334411150472,19.290808087536480,-13.1434040,-0.0014876,37.1900826,-0.7409203,-0.0001321,4.0000000,0.8354258,1.2218920,35.1049500,-0.8356900,3.5623648
532,-13,-4.197877771150472,19.290808087536480,-13.1387186,0.0038843,47.9338837,-0.6530309,0.1397220,4.0000000,0.9564180,1.2222379,35.1248779,-0.6769741,3.7655199
533,-13,-4.190421131150472,19.290808087536480,-13.1340132,-0.0006612,38.8429756,-0.5748130,0.2645789,4.0000000,1.0653001,1.2211870,35.0520058,-0.5361423,4.2158642
534,-13,-4.182964491150472,19.290808087536480,-13.1293039,0.0047934,48.7603302,-0.5344389,0.3662096,4.0000000,1.1605641,1.2188283,34.8892097,-0.4281448,4.8604555
535,-13,-4.175507851150472,19.290808087536480,-13.1246071,0.0000000,39.6694221,-0.5440086,0.4466661,4.0000000,1.2441717,1.2153630,34.6490479,-0.3508396,5.6455841
536,-13,-4.168051211150472,19.290808087536480,-13.1199341,0.0054545,49.5867767,-0.6206056,0.5014495,4.0000000,1.3140346,1.2109895,34.3452568,-0.3111356,6.5037656
537,-13,-4.160594571150471,19.290808087536480,-13.1152954,0.0008264,40.4958687,-0.7629570,0.5343054,4.0000000,1.3709568,1.2058892,33.9847183,-0.3023460,7.3899260
538,-13,-4.153137931150471,19.290808087536480,-13.1106968,-0.0038017,31.4049587,-0.9681693,0.5465645,4.0000000,1.4132360,1.2004143,33.5913849,-0.3201071,8.2679605
539,-13,-4.145681291150471,19.290808087536480,-13.1061401,0.0016529,42.1487617,-1.2136134,0.5512151,4.0000000,1.4422842,1.1946807,33.1717644,-0.3398542,9.1608591
540,-13,-4.138224651150471,19.290808087536480,-13.1016283,-0.0028926,33.0578499,-1.4821484,0.5582775,4.0000000,1.4607850,1.1887072,32.7284279,-0.3442300,10.0988760
541,-13,-4.130768011150471,19.290808087536480,-13.0971651,0.0026446,43.8016510,-1.7589717,0.5737641,4.0000000,1.4673256,1.1825657,32.2615852,-0.3197973,11.0760756
542,-13,-4.123311371150471,19.290808087536480,-13.0927525,-0.0017355,34.7107430,-2.0266027,0.6047445,4.0000000,1.4607297,1.1761903,31.7652092,-0.2512408,12.0885830
543,-13,-4.115854731150471,19.290808087536480,-13.0883961,0.0038843,47.1074371,-2.2796063,0.6461207,4.0000000,1.4394904,1.1695119,31.2319469,-0.1472490,13.0665607
544,-13,-4.108398091150471,19.290808087536480,-13.0841026,-0.0003306,38.0165291,-2.5011449,0.6954146,4.0000000,1.4010204,1.1626310,30.6651363,-0.0101912,13.9321146
545,-13,-4.100941451150471,19.290808087536480,-13.0798779,0.0055372,48.7603302,-2.6629684,0.7552096,4.0000000,1.3429962,1.1555742,30.0700703,0.1674229,14.6277704
546,-13,-4.093484811150471,19.290808087536480,-13.0757284,0.0013223,39.6694221,-2.7567532,0.8226227,4.0000000,1.2693251,1.1483076,29.4362926,0.3759203,15.1218367
547,-13,-4.086028171150471,19.290808087536480,-13.0716629,-0.0026446,30.5785122,-2.7808824,0.8913943,4.0000000,1.1802924,1.1409587,28.7733879,0.6024961,15.3755817
548,-13,-4.078571531150471,19.290808087536480,-13.0676870,0.0029752,44.6280975,-2.7329443,0.9666095,4.0000000,1.0798424,1.1335844,28.0889111,0.8533767,15.4745255
549,-13,-4.071114891150471,19.290808087536480,-13.0638075,-0.0009917,35.5371895,-2.6233656,1.0438824,4.0000000,0.9726505,1.1261255,27.3674660,1.1151143,15.4275856
550,-13,-4.063658251150471,19.290808087536480,-13.0600338,-0.0045455,26.4462814,-2.4578540,1.1158073,4.0000000,0.8616478,1.1186976,26.6222820,1.3699667,15.1951866
551,-13,-4.056201611150471,19.290808087536480,-13.0563698,0.0018182,41.3223152,-2.2468832,1.1785216,4.0000000,0.7489867,1.1113844,25.8597870,1.6080567,14.7769051
552,-13,-4.048744971150471,19.290808087536480,-13.0528221,-0.0019008,32.2314034,-2.0030193,1.2236682,4.0000000,0.6411026,1.1042037,25.0769978,1.8062340,14.1151466
553,-13,-4.041288331150471,19.290808087536480,-13.0493956,0.0047107,45.4545441,-1.7580401,1.2375679,3.0000000,0.5389265,1.0973986,24.3045349,1.9362092,13.1419907
554,-13,-4.033831691150471,19.290808087536480,-13.0460863,0.0015702,36.3636360,-1.5083057,1.2366706,4.0000000,0.4453948,1.0911367,23.5671158,2.0279465,12.0627508
555,-13,-4.026375051150471,19.290808087536480,-13.0428925,-0.0018182,27.2727280,-1.2662197,1.2255404,4.0000000,0.3639454,1.0853283,22.8560524,2.0871353,10.9657316
556,-13,-4.018918411150471,19.290808087536480,-13.0398140,0.0049587,49.5867767,-1.0562130,1.1958067,4.0000000,0.2941119,1.0800526,22.1800842,2.0975015,9.8189611
557,-13,-4.011461771150471,19.290808087536480,-13.0368423,0.0022314,40.4958687,-0.8797410,1.1476183,4.0000000,0.2358703,1.0753978,21.5653400,2.0593662,8.6402349
558,-13,-4.004005131150471,19.290808087536480,-13.0339718,-0.0008264,31.4049587,-0.7288274,1.0934690,4.0000000,0.1879987,1.0713160,21.0084496,1.9989394,7.5474110
559,-13,-3.996548491150472,19.290808087536480,-13.0311956,-0.0032231,22.3140488,-0.5929530,1.0363019,4.0000000,0.1521201,1.0677881,20.5118561,1.9204836,6.5391774
560,-13,-3.989091851150472,19.290808087536480,-13.0285053,0.0042149,45.4545441,-0.4641627,0.9831524,4.0000000,0.1273906,1.0647700,20.0775700,1.8389143,5.6520004
561,-13,-3.981635211150472,19.290808087536480,-13.0258932,0.0014050,36.3636360,-0.3426020,0.9359058,4.0000000,0.1126218,1.0621537,19.6883392,1.7591898,4.8853059
562,-13,-4.772039051150472,19.283351447536479,-13.2148333,-0.0004959,6.6115704,-2.9051991,0.3540583,4.0000000,1.8974652,1.0113132,8.5615101,-1.1893487,6.6537395
563,-13,-4.764582411150472,19.283351447536479,-13.2158823,0.0005785,10.7438021,-2.9415147,0.3413973,4.0000000,1.8942525,1.0098635,7.9961109,-1.2114580,6.6463737
564,-13,-4.757125771150472,19.283351447536479,-13.2168522,0.0018182,18.1818180,-2.9041958,0.3414281,4.0000000,1.8702321,1.0085517,7.4452343,-1.1873759,6.5281258
565,-13,-4.749669131150472,19.283351447536479,-13.2177448,0.0027273,27.2727280,-2.7733679,0.3567784,4.0000000,1.8221896,1.0073982,6.9236321,-1.1086329,6.2678380
566,-13,-4.742212491150472,19.283351447536479,-13.2185621,0.0036364,36.3636360,-2.5531461,0.3856571,4.0000000,1.7503664,1.0064311,6.4558430,-0.9790522,5.8759594
567,-13,-4.734755851150472,19.283351447536479,-13.2193108,0.0045455,45.4545441,-2.2727568,0.4217121,4.0000000,1.6555340,1.0056601,6.0576410,-0.8121098,5.4000025
568,-13,-4.727299211150472,19.283351447536479,-13.2199984,0.0054545,54.5454559,-1.9745221,0.4564445,4.0000000,1.5401043,1.0050634,5.7312560,-0.6272153,4.8996153
569,-13,-4.719842571150472,19.283351447536479,-13.2206316,-0.0036364,0.0000000,-1.6720834,0.4874420,4.0000000,1.4082575,1.0046194,5.4772773,-0.4333736,4.3907313
570,-13,-4.712385931150472,19.283351447536479,-13.2212172,-0.0027273,0.0000000,-1.3701404,0.5147414,4.0000000,1.2683353,1.0043012,5.2888036,-0.2388526,3.8790519
571,-13,-4.704929291150472,19.283351447536479,-13.2217636,-0.0019008,0.0000000,-1.0817056,0.5366549,4.0000000,1.1296257,1.0040931,5.1633215,-0.0563157,3.3803325
572,-13,-4.697472651150472,19.283351447536479,-13.2222786,-0.0012397,0.0000000,-0.8256391,0.5505643,4.0000000,0.9965577,1.0039672,5.0861583,0.1045710,2.9172194
573,-13,-4.690016011150472,19.283351447536479,-13.2227678,-0.0006612,0.0000000,-0.6290976,0.5477722,4.0000000,0.8627712,1.0038896,5.0429826,0.2327733,2.5023119
574,-13,-4.682559371150472,19.283351447536479,-13.2232361,-0.0001653,0.0000000,-0.4885038,0.5293335,3.0000000,0.7242103,1.0038363,5.0120368,0.3344567,2.1334064
575,-13,-4.675102731150472,19.283351447536479,-13.2236872,0.0000000,0.0000000,-0.4005696,0.4962748,4.0000000,0.5760559,1.0037794,4.9779515,0.4164937,1.8147303
576,-13,-4.667646091150472,19.283351447536479,-13.2241211,0.0000000,0.0000000,-0.3707362,0.4483719,4.0000000,0.4150827,1.0037004,4.9298887,0.4816611,1.5682683
577,-13,-4.660189451150472,19.283351447536479,-13.2245398,0.0000000,0.0000000,-0.4013135,0.3805453,4.0000000,0.2283484,1.0035706,4.8455434,0.5327423,1.4001451
578,-13,-4.652732811150472,19.283351447536479,-13.2249374,0.0000000,0.0000000,-0.4752601,0.3007877,4.0000000,0.0198095,1.0033726,4.7101955,0.5817659,1.3279825
579,-13,-4.645276171150472,19.283351447536479,-13.2253103,0.0000000,0.0000000,-0.5680240,0.2206958,4.0000000,-0.1959209,1.0031064,4.5186596,0.6373125,1.3452410
580,-13,-4.637819531150472,19.283351447536479,-13.2256536,0.0000000,0.0000000,-0.6802762,0.1438525,4.0000000,-0.4138666,1.0027753,4.2694373,0.7015717,1.4576662
581,-13,-4.630362891150472,19.283351447536479,-13.2259607,0.0000000,0.0000000,-0.8146232,0.0665523,4.0000000,-0.6372637,1.0023963,3.9650905,0.7703683,1.6619318
582,-13,-4.622906251150471,19.283351447536479,-13.2262268,0.0000000,0.0000000,-0.9689965,-0.0110018,4.0000000,-0.8645730,1.0019855,3.6035402,0.8425694,1.9540453
583,-13,-4.615449611150471,19.283351447536479,-13.2264452,0.0000000,0.0000000,-1.1274872,-0.0844266,4.0000000,-1.0862077,1.0015676,3.1922951,0.9173546,2.2987816
584,-13,-4.533426571150471,19.283351447536479,-13.2243872,-0.0002479,0.0000000,-1.5391916,-0.1386729,4.0000000,0.0568554,1.0031821,4.5509920,-0.3342013,3.1947215
585,-13,-4.525969931150471,19.283351447536479,-13.2237892,-0.0005785,0.0000000,-1.4730721,-0.0409644,4.0000000,-0.1384508,1.0038458,5.0070329,0.0565220,2.9984870
586,-13,-4.518513291150471,19.283351447536479,-13.2231522,-0.0010744,0.0000000,-1.4203008,0.0741882,4.0000000,-0.3354960,1.0044529,5.3886781,0.4838725,2.9127038
587,-13,-4.511056651150471,19.283351447536479,-13.2224922,-0.0015702,0.0000000,-1.4020187,0.1996361,4.0000000,-0.5296658,1.0049657,5.6897712,0.9289380,3.0167720
588,-13,-4.503600011150471,19.283351447536479,-13.2218266,-0.0021488,0.0000000,-1.4527214,0.3240708,4.0000000,-0.7117032,1.0053736,5.9129357,1.3598448,3.3827572
589,-13,-4.496143371150471,19.283351447536479,-13.2211723,-0.0027273,0.0000000,-1.6043687,0.4305500,4.0000000,-0.8627005,1.0056993,6.0800018,1.7238004,4.0149159
590,-13,-4.488686731150471,19.283351447536479,-13.2205477,-0.0033058,0.0000000,-1.8759445,0.5040425,3.0000000,-0.9522137,1.0060081,6.2324910,1.9602987,4.8472328
591,-13,-4.481230091150471,19.283351447536479,-13.2199669,0.0061157,61.1570244,-2.2589779,0.5302691,3.0000000,-0.9526790,1.0063974,6.4213104,2.0132172,5.7463484
592,-13,-4.473773451150471,19.283351447536479,-13.2194405,0.0054545,54.5454559,-2.7075610,0.5030800,4.0000000,-0.8567109,1.0069654,6.6937561,1.8628708,6.5676947
593,-13,-4.466316811150471,19.283351447536479,-13.2189732,0.0047934,47.9338837,-3.1645508,0.4236245,4.0000000,-0.6987007,1.0077983,7.0811915,1.5459497,7.2364168
594,-13,-4.458860171150471,19.283351447536479,-13.2185640,0.0040496,41.3223152,-3.5611782,0.2959877,4.0000000,-0.5378751,1.0089477,7.5865846,1.1298505,7.7225409
595,-13,-4.451403531150471,19.283351447536479,-13.2182093,0.0034711,37.1900826,-3.8323359,0.1231775,4.0000000,-0.4416198,1.0104370,8.1983280,0.6879748,8.0435896
596,-13,-4.443946891150471,19.283351447536479,-13.2178993,0.0029752,33.8842964,-3.9135604,-0.0957233,4.0000000,-0.4663748,1.0122745,8.8930464,0.2749282,8.2572422
597,-13,-4.436490251150471,19.283351447536479,-13.2176208,0.0026446,32.2314034,-3.7395515,-0.3588799,4.0000000,-0.6406729,1.0144492,9.6491375,-0.0770868,8.4755230
598,-13,-4.429033611150471,19.283351447536479,-13.2173538,0.0022314,30.5785122,-3.2799795,-0.6529609,4.0000000,-0.9532663,1.0169433,10.4466467,-0.3526556,8.8655548
599,-13,-4.421576971150471,19.283351447536479,-13.2170744,0.0018182,28.9256191,-2.5375688,-0.9568658,4.0000000,-1.3556235,1.0197397,11.2722731,-0.5581082,9.5115843
600,-13,-4.414120331150471,19.283351447536479,-13.2167578,0.0013223,27.2727280,-1.5660397,-1.2504419,4.0000000,-1.7942744,1.0228312,12.1138649,-0.7066094,10.4094858
601,-13,-4.406663691150471,19.283351447536479,-13.2163773,0.0007438,24.7933884,-0.4574773,-1.5176301,4.0000000,-2.2173617,1.0262197,12.9676609,-0.8178986,11.4820471
602,-13,-4.399207051150471,19.283351447536479,-13.2159081,0.0000000,22.3140488,0.6740338,-1.7443434,4.0000000,-2.5768828,1.0299064,13.8337345,-0.9118041,12.5747175
603,-13,-4.391750411150472,19.283351447536479,-13.2153301,-0.0007438,19.8347111,1.7209572,-1.9253926,4.0000000,-2.8513832,1.0339115,14.7125998,-0.9994022,13.5778713
604,-13,-4.384293771150471,19.283351447536479,-13.2146254,-0.0016529,17.3553715,2.6274612,-2.0629056,4.0000000,-3.0374854,1.0382649,15.6024361,-1.0883256,14.4107161
605,-13,-4.376837131150472,19.283351447536479,-13.2137814,-0.0026446,14.8760328,3.3591547,-2.1610761,4.0000000,-3.1420169,1.0429779,16.5060806,-1.1801355,15.0486279
606,-13,-4.369380491150471,19.283351447536479,-13.2127857,-0.0036364,12.3966942,3.9014318,-2.2232149,4.0000000,-3.1734583,1.0480610,17.4227791,-1.2729715,15.4626293
607,-13,-4.361923851150472,19.283351447536479,-13.2116299,-0.0047934,9.9173555,4.2484307,-2.2515604,4.0000000,-3.1409054,1.0535223,18.3488159,-1.3622153,15.6261730
608,-13,-4.354467211150472,19.283351447536479,-13.2103090,-0.0061983,7.4380164,4.4114299,-2.2498507,4.0000000,-3.0563207,1.0593559,19.2796726,-1.4433810,15.5448999
609,-13,-4.347010571150472,19.283351447536479,-13.2088175,0.0022314,40.4958687,4.4267349,-2.2262967,4.0000000,-2.9391444,1.0655332,20.2095222,-1.5134491,15.3041868
610,-13,-4.339553931150472,19.283351447536479,-13.2071543,0.0005785,33.8842964,4.3393192,-2.1911914,4.0000000,-2.8093853,1.0720744,21.1409836,-1.5729972,15.0442858
611,-13,-4.332097291150472,19.283351447536479,-13.2053165,-0.0011570,28.0991745,4.1894279,-2.1529856,4.0000000,-2.6775815,1.0790486,22.0779057,-1.6283896,14.8729572
612,-13,-4.324640651150472,19.283351447536479,-13.2033005,-0.0031405,22.3140488,3.9845841,-2.1120901,4.0000000,-2.5435083,1.0865041,23.0277042,-1.6806719,14.7915192
613,-13,-4.317184011150472,19.283351447536479,-13.2011023,-0.0053719,17.3553715,3.7302740,-2.0689321,4.0000000,-2.4026098,1.0945022,23.9968548,-1.7352543,14.7972736
614,-13,-4.309727371150472,19.283351447536479,-13.1987181,0.0023140,42.1487617,3.4200995,-2.0193362,5.0000000,-2.2477467,1.1031318,24.9854660,-1.7909257,14.8081150
615,-13,-4.302270731150472,19.283351447536479,-13.1961412,-0.0000826,34.7107430,3.0722015,-1.9664816,4.0000000,-2.0802033,1.1123898,25.9907856,-1.8527600,14.8486176
616,-13,-4.294814091150472,19.283351447536479,-13.1933689,-0.0028099,28.0991745,2.6809790,-1.9047992,4.0000000,-1.8944860,1.1222740,27.0099926,-1.9151124,14.8041363
617,-13,-4.287357451150472,19.283351447536479,-13.1903944,-0.0057025,21.4876041,2.2493789,-1.8326832,4.0000000,-1.6932960,1.1327449,28.0361443,-1.9720705,14.6469469
618,-13,-4.279900811150472,19.283351447536479,-13.1872177,0.0011570,40.4958687,1.7903987,-1.7450403,4.0000000,-1.4765913,1.1437337,29.0551968,-2.0134890,14.2429304
619,-13,-4.272444171150472,19.283351447536479,-13.1838360,-0.0021488,32.2314034,1.3250962,-1.6433262,4.0000000,-1.2493491,1.1550874,30.0568886,-2.0373032,13.6015882
620,-13,-4.264987531150472,19.283351447536479,-13.1802530,-0.0057025,24.7933884,0.8691295,-1.5187631,4.0000000,-1.0134856,1.1665846,31.0243931,-2.0240405,12.5566416
621,-13,-4.257530891150472,19.283351447536479,-13.1764727,0.0006612,41.3223152,0.4457031,-1.3708309,4.0000000,-0.7725951,1.1779195,31.9345608,-1.9690666,11.1284637
622,-13,-4.250074251150472,19.283351447536479,-13.1725073,-0.0032231,32.2314034,0.0876692,-1.2028722,4.0000000,-0.5344632,1.1887194,32.7634659,-1.8712811,9.4093924
623,-13,-4.242617611150472,19.283351447536479,-13.1683702,0.0027273,45.4545441,-0.1964340,-1.0207258,4.0000000,-0.3036601,1.1986532,33.4985161,-1.7377915,7.6119528
624,-13,-4.235160971150472,19.283351447536479,-13.1640806,-0.0012397,36.3636360,-0.3966618,-0.8313682,4.0000000,-0.0852443,1.2073969,34.1217499,-1.5774921,5.9153271
625,-13,-4.227704331150472,19.283351447536479,-13.1596584,0.0043802,49.5867767,-0.5227569,-0.6441299,4.0000000,0.1172700,1.2147074,34.6268654,-1.4055299,4.5232062
626,-13,-4.220247691150472,19.283351447536479,-13.1551266,-0.0000826,40.4958687,-0.5855489,-0.4650203,4.0000000,0.3011080,1.2204611,35.0158958,-1.2311486,3.5152438
627,-13,-4.212791051150472,19.283351447536479,-13.1505060,-0.0045455,31.4049587,-0.6038029,-0.2975062,4.0000000,0.4675633,1.2246016,35.2888184,-1.0625757,2.9157839
628,-13,-4.205334411150472,19.283351447536479,-13.1458187,0.0008264,42.1487617,-0.5941767,-0.1445797,4.0000000,0.6167691,1.2271146,35.4528008,-0.9059285,2.6997037
629,-13,-4.197877771150472,19.283351447536479,-13.1410856,-0.0038843,33.0578499,-0.5779826,-0.0096097,4.0000000,0.7490235,1.2280728,35.5117455,-0.7682428,2.8310223
630,-13,-4.190421131150472,19.283351447536479,-13.1363249,0.0014876,42.9752083,-0.5709285,0.1090329,4.0000000,0.8671606,1.2275752,35.4759903,-0.6490948,3.2500839
631,-13,-4.182964491150472,19.283351447536479,-13.1315536,-0.0031405,33.8842964,-0.5976006,0.2037974,4.0000000,0.9701370,1.2257149,35.3498802,-0.5625423,3.9066715
632,-13,-4.175507851150472,19.283351447536479,-13.1267881,0.0020661,43.8016510,-0.6692891,0.2778932,4.0000000,1.0604898,1.2227310,35.1483727,-0.5047033,4.7440705
633,-13,-4.168051211150472,19.283351447536479,-13.1220369,-0.0026446,34.7107430,-0.7957926,0.3299723,4.0000000,1.1368018,1.2188270,34.8823204,-0.4768573,5.6991353
634,-13,-4.160594571150471,19.283351447536479,-13.1173115,0.0027273,44.6280975,-0.9743705,0.3620023,4.0000000,1.1978210,1.2141417,34.5584297,-0.4738163,6.6986728
635,-13,-4.153137931150471,19.283351447536479,-13.1126184,-0.0020661,35.5371895,-1.2016128,0.3752847,4.0000000,1.2426332,1.2090108,34.2014618,-0.4920638,7.7009101
636,-13,-4.145681291150471,19.283351447536479,-13.1079597,0.0033884,45.4545441,-1.4556532,0.3840154,4.0000000,1.2743664,1.2035904,33.8178482,-0.5063356,8.7115669
637,-13,-4.138224651150471,19.283351447536479,-13.1033392,-0.0013223,36.3636360,-1.7264704,0.3955871,4.0000000,1.2938182,1.1979249,33.4084702,-0.5026441,9.7421350
638,-13,-4.130768011150471,19.283351447536479,-13.0987587,0.0041322,47.1074371,-2.0005562,0.4178434,4.0000000,1.3018909,1.1920418,32.9770393,-0.4662040,10.8000488
639,-13,-4.123311371150471,19.283351447536479,-13.0942221,-0.0003306,38.0165291,-2.2562404,0.4600413,4.0000000,1.2991444,1.1858630,32.5155678,-0.3790618,11.8734436
640,-13,-4.115854731150471,19.283351447536479,-13.0897369,0.0052066,49.5867767,-2.4893072,0.5153760,4.0000000,1.2839159,1.1793280,32.0112762,-0.2531639,12.8967381
641,-13,-4.108398091150471,19.283351447536479,-13.0853100,0.0008264,40.4958687,-2.6830435,0.5805768,4.0000000,1.2535650,1.1725084,31.4727135,-0.0924112,13.7976685
642,-13,-4.100941451150471,19.283351447536479,-13.0809469,-0.0033884,31.4049587,-2.8119221,0.6601218,4.0000000,1.2085925,1.1654080,30.8984318,0.1116510,14.5475006
643,-13,-4.093484811150471,19.283351447536479,-13.0766582,0.0022314,42.1487617,-2.8718300,0.7479669,4.0000000,1.1504587,1.1579645,30.2748394,0.3454751,15.1045370
644,-13,-4.086028171150471,19.283351447536479,-13.0724535,-0.0018182,33.0578499,-2.8601823,0.8371512,4.0000000,1.0809515,1.1503373,29.6173458,0.5933509,15.4335728
645,-13,-4.078571531150471,19.283351447536479,-13.0683393,0.0037190,46.2809906,-2.7736123,0.9314051,4.0000000,1.0023276,1.1426156,28.9288597,0.8604826,15.5953054
