OID_,DEM_Large_S3_Clip15,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-3.049555211150472,20.670286487536480,-12.8598652,0.0048760,48.7603302,-0.1675100,0.2002986,4.0000000,-0.1618695,1.0183592,10.9076567,0.5624667,0.5218450
2,-12,-3.064468491150472,20.662829847536479,-12.8619890,-0.0033058,3.3057852,-0.1634100,0.2925764,4.0000000,-0.1735600,1.0191957,11.1485882,0.7587129,0.7002532
3,-12,-3.057011851150472,20.662829847536479,-12.8616390,-0.0037190,2.4793389,-0.2025559,0.1921211,4.0000000,-0.2122892,1.0192796,11.1724062,0.5965313,0.5841941
4,-12,-3.049555211150472,20.662829847536479,-12.8612700,-0.0040496,1.6528926,-0.2325335,0.1107653,4.0000000,-0.2193674,1.0192486,11.1640320,0.4408981,0.5491298
5,-12,-3.086838411150472,20.655373207536481,-12.8644171,-0.0001653,16.5289249,-0.0079722,0.5292066,4.0000000,-0.0072571,1.0197808,11.3167667,1.0656703,1.1817111
6,-12,-3.079381771150472,20.655373207536481,-12.8640985,-0.0007438,14.0495872,-0.0874902,0.4094117,4.0000000,-0.0879616,1.0200311,11.3869257,0.9067849,0.8810632
7,-12,-3.071925131150472,20.655373207536481,-12.8637753,-0.0013223,11.5702477,-0.1509840,0.2955817,4.0000000,-0.1613412,1.0201962,11.4320908,0.7525046,0.6828600
8,-12,-3.064468491150472,20.655373207536481,-12.8634396,-0.0017355,9.9173555,-0.2058852,0.1890606,4.0000000,-0.2254391,1.0202630,11.4503450,0.6035604,0.5878995
9,-12,-3.057011851150472,20.655373207536481,-12.8630857,-0.0022314,8.2644625,-0.2498106,0.0964605,4.0000000,-0.2656107,1.0202343,11.4421196,0.4585316,0.5758908
10,-12,-3.049555211150472,20.655373207536481,-12.8627071,-0.0026446,6.6115704,-0.2838354,0.0237525,4.0000000,-0.2701429,1.0201095,11.4067259,0.3176479,0.6162138
11,-12,-3.042098571150472,20.655373207536481,-12.8623009,-0.0031405,4.9586778,-0.3113394,-0.0248766,4.0000000,-0.2322434,1.0198885,11.3433418,0.1824901,0.6774374
12,-12,-3.101751691150472,20.647916567536480,-12.8665257,0.0022314,28.9256191,0.1794805,0.6462190,4.0000000,0.1589093,1.0207214,11.5781546,1.1335287,1.3687918
13,-12,-3.094295051150472,20.647916567536480,-12.8662119,0.0019008,27.2727280,0.0579089,0.5228723,4.0000000,0.0594617,1.0209472,11.6408644,0.9862829,1.0196465
14,-12,-3.086838411150472,20.647916567536480,-12.8659019,0.0014876,25.6198349,-0.0409513,0.4022634,4.0000000,-0.0387930,1.0211170,11.6869650,0.8433199,0.7612379
15,-12,-3.079381771150472,20.647916567536480,-12.8655901,0.0009917,23.1404953,-0.1173722,0.2877936,4.0000000,-0.1285552,1.0212200,11.7150459,0.7041423,0.5943074
16,-12,-3.071925131150472,20.647916567536480,-12.8652678,0.0004959,20.6611576,-0.1777662,0.1815037,4.0000000,-0.2064573,1.0212492,11.7225456,0.5694647,0.5176064
17,-12,-3.064468491150472,20.647916567536480,-12.8649282,0.0000000,18.1818180,-0.2311828,0.0821815,4.0000000,-0.2739710,1.0212018,11.7088585,0.4383339,0.5272242
18,-12,-3.057011851150472,20.647916567536480,-12.8645658,-0.0005785,15.7024794,-0.2749963,-0.0024228,4.0000000,-0.3135947,1.0210842,11.6756010,0.3087492,0.5983146
19,-12,-3.049555211150472,20.647916567536480,-12.8641729,-0.0010744,13.2231407,-0.3099560,-0.0660721,4.0000000,-0.3143572,1.0208913,11.6223698,0.1822130,0.6955183
20,-12,-3.042098571150472,20.647916567536480,-12.8637486,-0.0016529,10.7438021,-0.3409303,-0.1040845,4.0000000,-0.2697012,1.0206186,11.5456429,0.0615321,0.7901139
21,-12,-3.034641931150472,20.647916567536480,-12.8632898,-0.0021488,8.2644625,-0.3758856,-0.1270373,4.0000000,-0.1994081,1.0202633,11.4459982,-0.0546664,0.8862656
22,-12,-3.116664971150472,20.640459927536480,-12.8686972,0.0042149,42.9752083,0.3470988,0.7216253,4.0000000,0.3077621,1.0218434,11.8839979,1.1354886,1.4594508
23,-12,-3.109208331150472,20.640459927536480,-12.8683643,0.0038843,40.4958687,0.2320251,0.6162183,4.0000000,0.2320406,1.0220091,11.9291487,1.0003960,1.1070735
24,-12,-3.101751691150472,20.640459927536480,-12.8680487,0.0035537,38.0165291,0.1205150,0.5047970,4.0000000,0.1400911,1.0221325,11.9614086,0.8695030,0.8151829
25,-12,-3.094295051150472,20.640459927536480,-12.8677416,0.0033058,36.3636360,0.0168403,0.3880115,4.0000000,0.0340157,1.0222139,11.9812984,0.7420073,0.5950370
26,-12,-3.086838411150472,20.640459927536480,-12.8674355,0.0029752,34.7107430,-0.0681927,0.2736421,4.0000000,-0.0710551,1.0222443,11.9898586,0.6183392,0.4583388
27,-12,-3.079381771150472,20.640459927536480,-12.8671227,0.0025620,32.2314034,-0.1347061,0.1664995,4.0000000,-0.1665293,1.0222167,11.9818859,0.4995283,0.4049487
28,-12,-3.071925131150472,20.640459927536480,-12.8667955,0.0021488,29.7520657,-0.1874468,0.0678815,4.0000000,-0.2477499,1.0221317,11.9582901,0.3835128,0.4255161
29,-12,-3.064468491150472,20.640459927536480,-12.8664474,0.0017355,27.2727280,-0.2341378,-0.0238603,4.0000000,-0.3172193,1.0219890,11.9190884,0.2694988,0.5149300
30,-12,-3.057011851150472,20.640459927536480,-12.8660717,0.0012397,24.7933884,-0.2737467,-0.1000374,4.0000000,-0.3564008,1.0217993,11.8670740,0.1563260,0.6455423
31,-12,-3.049555211150472,20.640459927536480,-12.8656616,0.0006612,21.4876041,-0.3088637,-0.1534818,4.0000000,-0.3526643,1.0215571,11.8008184,0.0457007,0.7812819
32,-12,-3.042098571150472,20.640459927536480,-12.8652153,0.0000000,18.1818180,-0.3435494,-0.1829847,4.0000000,-0.3046050,1.0212494,11.7184572,-0.0613643,0.8973770
33,-12,-3.034641931150472,20.640459927536480,-12.8647308,-0.0005785,14.8760328,-0.3834500,-0.1974869,4.0000000,-0.2290385,1.0208837,11.6173296,-0.1659353,1.0037627
34,-12,-3.027185291150472,20.640459927536480,-12.8642092,-0.0011570,12.3966942,-0.4248027,-0.1924893,4.0000000,-0.1199447,1.0204525,11.4971352,-0.2650340,1.0797033
35,-12,-3.116664971150472,20.633003287536479,-12.8702564,-0.0046281,1.6528926,0.2444142,0.5678627,4.0000000,0.2885017,1.0232521,12.2543907,0.8472238,0.8472533
36,-12,-3.109208331150472,20.633003287536479,-12.8699312,0.0050413,49.5867767,0.1526518,0.4707692,4.0000000,0.2114754,1.0232860,12.2618389,0.7300629,0.6133448
37,-12,-3.101751691150472,20.633003287536479,-12.8696194,0.0047107,47.1074371,0.0634576,0.3667198,4.0000000,0.1160675,1.0232677,12.2576036,0.6173722,0.4325933
38,-12,-3.094295051150472,20.633003287536479,-12.8693132,0.0045455,45.4545441,-0.0173268,0.2596181,4.0000000,0.0081044,1.0232128,12.2431355,0.5111318,0.3207102
39,-12,-3.086838411150472,20.633003287536479,-12.8690052,0.0042975,43.8016510,-0.0847145,0.1530011,4.0000000,-0.1010654,1.0231233,12.2177610,0.4070675,0.2807043
40,-12,-3.079381771150472,20.633003287536479,-12.8686867,0.0039669,41.3223152,-0.1379380,0.0528283,4.0000000,-0.2011042,1.0229901,12.1828928,0.3067608,0.3118954
41,-12,-3.071925131150472,20.633003287536479,-12.8683510,0.0036364,38.8429756,-0.1803332,-0.0372821,4.0000000,-0.2835345,1.0228151,12.1362839,0.2089703,0.4028375
42,-12,-3.064468491150472,20.633003287536479,-12.8679895,0.0033058,36.3636360,-0.2186561,-0.1198686,4.0000000,-0.3528464,1.0226032,12.0790625,0.1131092,0.5467649
43,-12,-3.057011851150472,20.633003287536479,-12.8675976,0.0028926,33.8842964,-0.2544475,-0.1881115,4.0000000,-0.3923990,1.0223655,12.0158720,0.0161760,0.7183176
44,-12,-3.049555211150472,20.633003287536479,-12.8671675,0.0023967,30.5785122,-0.2889897,-0.2336845,4.0000000,-0.3876320,1.0221001,11.9452267,-0.0797371,0.8763413
45,-12,-3.042098571150472,20.633003287536479,-12.8666964,0.0018182,27.2727280,-0.3257454,-0.2560799,4.0000000,-0.3379586,1.0217924,11.8622236,-0.1742013,1.0003040
46,-12,-3.034641931150472,20.633003287536479,-12.8661842,0.0011570,23.1404953,-0.3704169,-0.2623510,4.0000000,-0.2578097,1.0214387,11.7669878,-0.2668923,1.1061612
47,-12,-3.027185291150472,20.633003287536479,-12.8656321,0.0004959,19.8347111,-0.4189961,-0.2493981,4.0000000,-0.1436202,1.0210302,11.6558361,-0.3551761,1.1766100
48,-12,-3.019728651150472,20.633003287536479,-12.8650408,-0.0001653,16.5289249,-0.4699798,-0.2210171,4.0000000,-0.0051000,1.0205414,11.5219975,-0.4369342,1.2234133
49,-12,-3.124121611150472,20.625546647536481,-12.8722010,-0.0028926,8.2644625,0.2317346,0.5136026,4.0000000,0.3346721,1.0243907,12.5445585,0.6925331,0.6329080
50,-12,-3.116664971150472,20.625546647536481,-12.8718624,-0.0032231,6.6115704,0.1532539,0.4257036,4.0000000,0.2633669,1.0243460,12.5344591,0.5880403,0.4466082
51,-12,-3.109208331150472,20.625546647536481,-12.8715391,-0.0036364,4.9586778,0.0844442,0.3386323,4.0000000,0.1883541,1.0242552,12.5093098,0.4889106,0.3086086
52,-12,-3.101751691150472,20.625546647536481,-12.8712254,-0.0040496,3.3057852,0.0180491,0.2439016,4.0000000,0.0932006,1.0241227,12.4738808,0.3946026,0.2145682
53,-12,-3.094295051150472,20.625546647536481,-12.8709154,-0.0042975,2.4793389,-0.0417108,0.1439812,4.0000000,-0.0169089,1.0239536,12.4304647,0.3048713,0.1781804
54,-12,-3.086838411150472,20.625546647536481,-12.8706007,-0.0045455,1.6528926,-0.0904079,0.0452201,4.0000000,-0.1285947,1.0237608,12.3803930,0.2190349,0.2060990
55,-12,-3.079381771150472,20.625546647536481,-12.8702726,-0.0048760,0.8264463,-0.1284848,-0.0467023,4.0000000,-0.2297711,1.0235456,12.3233376,0.1363664,0.2934962
56,-12,-3.071925131150472,20.625546647536481,-12.8699236,0.0047934,47.9338837,-0.1592820,-0.1297905,4.0000000,-0.3136997,1.0233053,12.2611246,0.0541188,0.4282160
57,-12,-3.064468491150472,20.625546647536481,-12.8695469,0.0045455,45.4545441,-0.1887701,-0.2049332,4.0000000,-0.3829351,1.0230488,12.1934586,-0.0269313,0.6051324
58,-12,-3.057011851150472,20.625546647536481,-12.8691359,0.0042149,42.9752083,-0.2197332,-0.2657203,4.0000000,-0.4235903,1.0227895,12.1251125,-0.1078504,0.7985755
59,-12,-3.049555211150472,20.625546647536481,-12.8686838,0.0038017,39.6694221,-0.2536458,-0.3053041,4.0000000,-0.4191819,1.0225261,12.0562754,-0.1914262,0.9692807
60,-12,-3.042098571150472,20.625546647536481,-12.8681879,0.0033058,36.3636360,-0.2925245,-0.3219811,4.0000000,-0.3691808,1.0222405,11.9808512,-0.2747814,1.0949534
61,-12,-3.034641931150472,20.625546647536481,-12.8676481,0.0027273,32.2314034,-0.3409615,-0.3225774,4.0000000,-0.2876453,1.0219229,11.8953543,-0.3575096,1.1958469
62,-12,-3.027185291150472,20.625546647536481,-12.8670635,0.0020661,28.0991745,-0.3964341,-0.3049574,4.0000000,-0.1710145,1.0215586,11.7985964,-0.4389004,1.2613533
63,-12,-3.019728651150472,20.625546647536481,-12.8664370,0.0014050,23.9669418,-0.4531513,-0.2724608,4.0000000,-0.0283734,1.0211202,11.6808882,-0.5165482,1.2964444
64,-12,-3.012272011150472,20.625546647536481,-12.8657742,0.0006612,19.8347111,-0.5130930,-0.2276490,4.0000000,0.1293954,1.0205902,11.5347919,-0.5846934,1.3242972
65,-12,-3.124121611150472,20.618090007536480,-12.8738403,-0.0010744,17.3553715,0.1359791,0.3761245,4.0000000,0.3079347,1.0252814,12.7653608,0.4443143,0.3195943
66,-12,-3.116664971150472,20.618090007536480,-12.8735008,-0.0014876,14.8760328,0.0785075,0.2967703,4.0000000,0.2372252,1.0251330,12.7280140,0.3563153,0.2120729
67,-12,-3.109208331150472,20.618090007536480,-12.8731747,-0.0019835,12.3966942,0.0296506,0.2191302,4.0000000,0.1638094,1.0249358,12.6788826,0.2744510,0.1440447
68,-12,-3.101751691150472,20.618090007536480,-12.8728561,-0.0024793,9.9173555,-0.0153663,0.1352287,4.0000000,0.0710620,1.0247070,12.6190948,0.1993954,0.1127403
69,-12,-3.094295051150472,20.618090007536480,-12.8725376,-0.0028099,8.2644625,-0.0548023,0.0437698,4.0000000,-0.0386549,1.0244515,12.5537472,0.1261945,0.1284386
70,-12,-3.086838411150472,20.618090007536480,-12.8722124,-0.0031405,6.6115704,-0.0861792,-0.0467687,4.0000000,-0.1513263,1.0241802,12.4851093,0.0577889,0.2003654
71,-12,-3.079381771150472,20.618090007536480,-12.8718719,-0.0035537,4.9586778,-0.1102115,-0.1312134,4.0000000,-0.2536418,1.0239044,12.4136963,-0.0087849,0.3214249
72,-12,-3.071925131150472,20.618090007536480,-12.8715076,-0.0039669,3.3057852,-0.1309423,-0.2068468,4.0000000,-0.3385646,1.0236279,12.3414154,-0.0751290,0.4812194
73,-12,-3.064468491150472,20.618090007536480,-12.8711128,-0.0042975,2.4793389,-0.1521823,-0.2754947,4.0000000,-0.4087394,1.0233536,12.2702141,-0.1422501,0.6744949
74,-12,-3.057011851150472,20.618090007536480,-12.8706818,-0.0046281,1.6528926,-0.1776745,-0.3309752,4.0000000,-0.4507661,1.0230931,12.2025709,-0.2111843,0.8777120
75,-12,-3.049555211150472,20.618090007536480,-12.8702068,-0.0050413,0.8264463,-0.2090413,-0.3666836,4.0000000,-0.4482456,1.0228496,12.1383247,-0.2851215,1.0526360
76,-12,-3.042098571150472,20.618090007536480,-12.8696852,0.0044628,45.4545441,-0.2494108,-0.3802055,4.0000000,-0.4002460,1.0225999,12.0739861,-0.3601649,1.1796731
77,-12,-3.034641931150472,20.618090007536480,-12.8691168,0.0039669,41.3223152,-0.3005696,-0.3774846,4.0000000,-0.3179368,1.0223269,12.0034695,-0.4370323,1.2753643
78,-12,-3.027185291150472,20.618090007536480,-12.8685007,0.0033884,37.1900826,-0.3606829,-0.3575221,4.0000000,-0.2012923,1.0220257,11.9233227,-0.5137519,1.3347054
79,-12,-3.019728651150472,20.618090007536480,-12.8678398,0.0028099,33.0578499,-0.4264719,-0.3208834,4.0000000,-0.0550687,1.0216596,11.8240662,-0.5866981,1.3625014
80,-12,-3.012272011150472,20.618090007536480,-12.8671389,0.0020661,28.0991745,-0.4956745,-0.2720028,4.0000000,0.1078740,1.0211906,11.6991072,-0.6518797,1.3815948
81,-12,-3.004815371150472,20.618090007536480,-12.8664036,0.0013223,23.1404953,-0.5639008,-0.2195427,4.0000000,0.2703667,1.0206152,11.5416279,-0.7094522,1.4144788
82,-12,-3.131578251150472,20.610633367536479,-12.8758612,0.0011570,28.0991745,0.1153421,0.3400277,4.0000000,0.3524721,1.0260602,12.9541283,0.3275834,0.2582783
83,-12,-3.124121611150472,20.610633367536479,-12.8755045,0.0007438,26.4462814,0.0653944,0.2636887,4.0000000,0.2816264,1.0258644,12.9055796,0.2457509,0.1644909
84,-12,-3.116664971150472,20.610633367536479,-12.8751612,0.0003306,23.9669418,0.0246710,0.1920401,4.0000000,0.2124828,1.0256304,12.8469028,0.1715974,0.1096409
85,-12,-3.109208331150472,20.610633367536479,-12.8748283,-0.0001653,21.4876041,-0.0082509,0.1232511,4.0000000,0.1414320,1.0253522,12.7773314,0.1050703,0.0859571
86,-12,-3.101751691150472,20.610633367536479,-12.8745003,-0.0006612,19.0082645,-0.0370972,0.0474776,4.0000000,0.0505917,1.0250443,12.7012463,0.0443635,0.0919178
87,-12,-3.094295051150472,20.610633367536479,-12.8741713,-0.0010744,16.5289249,-0.0600788,-0.0349221,4.0000000,-0.0567529,1.0247281,12.6196527,-0.0130914,0.1380539
88,-12,-3.086838411150472,20.610633367536479,-12.8738327,-0.0014876,14.0495872,-0.0768192,-0.1192113,4.0000000,-0.1701525,1.0244097,12.5382452,-0.0682701,0.2331547
89,-12,-3.079381771150472,20.610633367536479,-12.8734770,-0.0019835,11.5702477,-0.0892235,-0.1972050,4.0000000,-0.2721183,1.0240961,12.4593630,-0.1222917,0.3706249
90,-12,-3.071925131150472,20.610633367536479,-12.8730955,-0.0024793,9.0909090,-0.1005910,-0.2680036,4.0000000,-0.3591813,1.0238019,12.3838892,-0.1768259,0.5419754
91,-12,-3.064468491150472,20.610633367536479,-12.8726826,-0.0028926,7.4380164,-0.1148293,-0.3313837,4.0000000,-0.4294180,1.0235319,12.3125916,-0.2333495,0.7410958
92,-12,-3.057011851150472,20.610633367536479,-12.8722296,-0.0033058,5.7851238,-0.1342772,-0.3844072,4.0000000,-0.4734431,1.0232897,12.2509184,-0.2953712,0.9498832
93,-12,-3.049555211150472,20.610633367536479,-12.8717318,-0.0038017,4.1322312,-0.1639865,-0.4169222,4.0000000,-0.4733220,1.0230788,12.1974478,-0.3605224,1.1262416
94,-12,-3.042098571150472,20.610633367536479,-12.8711853,-0.0042975,2.4793389,-0.2046840,-0.4298419,4.0000000,-0.4300134,1.0228839,12.1459312,-0.4296705,1.2577069
95,-12,-3.034641931150472,20.610633367536479,-12.8705873,-0.0047934,1.6528926,-0.2561835,-0.4261127,4.0000000,-0.3497297,1.0226763,12.0924187,-0.5024957,1.3489928
96,-12,-3.027185291150472,20.610633367536479,-12.8699408,0.0046281,46.2809906,-0.3188135,-0.4058964,4.0000000,-0.2347412,1.0224402,12.0330248,-0.5770516,1.4040604
97,-12,-3.019728651150472,20.610633367536479,-12.8692455,0.0040496,42.1487617,-0.3922192,-0.3655618,4.0000000,-0.0854750,1.0221512,11.9567652,-0.6456485,1.4207587
98,-12,-3.012272011150472,20.610633367536479,-12.8685064,0.0033884,37.1900826,-0.4698448,-0.3149559,4.0000000,0.0805387,1.0217693,11.8543558,-0.7104506,1.4339330
99,-12,-3.004815371150472,20.610633367536479,-12.8677301,0.0026446,31.4049587,-0.5481448,-0.2570807,4.0000000,0.2511816,1.0212680,11.7186813,-0.7653431,1.4569266
100,-12,-2.997358731150472,20.610633367536479,-12.8669233,0.0019008,26.4462814,-0.6203145,-0.1973192,4.0000000,0.4131708,1.0206462,11.5493135,-0.8078093,1.4947724
101,-12,-3.131578251150472,20.603176727536479,-12.8775444,0.0028926,37.1900826,0.0506457,0.2430971,4.0000000,0.3246207,1.0264912,13.0545397,0.1615736,0.1548224
102,-12,-3.124121611150472,20.603176727536479,-12.8771820,0.0025620,35.5371895,0.0158740,0.1753424,4.0000000,0.2568793,1.0262121,12.9870615,0.0938055,0.1045955
103,-12,-3.116664971150472,20.603176727536479,-12.8768320,0.0021488,33.0578499,-0.0117669,0.1120213,4.0000000,0.1905356,1.0259051,12.9116745,0.0335071,0.0837336
104,-12,-3.109208331150472,20.603176727536479,-12.8764896,0.0016529,30.5785122,-0.0329642,0.0513080,4.0000000,0.1220510,1.0255698,12.8277149,-0.0194350,0.0854264
105,-12,-3.101751691150472,20.603176727536479,-12.8761501,0.0011570,28.0991745,-0.0499055,-0.0175847,4.0000000,0.0334585,1.0252128,12.7381420,-0.0686279,0.1114497
106,-12,-3.094295051150472,20.603176727536479,-12.8758078,0.0007438,25.6198349,-0.0610219,-0.0926242,4.0000000,-0.0720125,1.0248524,12.6479492,-0.1132360,0.1721152
107,-12,-3.086838411150472,20.603176727536479,-12.8754549,0.0003306,23.1404953,-0.0673830,-0.1707349,4.0000000,-0.1842153,1.0245042,12.5603743,-0.1572545,0.2775101
108,-12,-3.079381771150472,20.603176727536479,-12.8750820,-0.0001653,20.6611576,-0.0710979,-0.2449054,4.0000000,-0.2865741,1.0241792,12.4769659,-0.2032367,0.4227468
109,-12,-3.071925131150472,20.603176727536479,-12.8746834,-0.0007438,17.3553715,-0.0758091,-0.3118606,4.0000000,-0.3745567,1.0238823,12.4013815,-0.2491644,0.5985006
110,-12,-3.064468491150472,20.603176727536479,-12.8742504,-0.0012397,14.8760328,-0.0839166,-0.3718743,4.0000000,-0.4451520,1.0236222,12.3344297,-0.2985966,0.7975269
111,-12,-3.057011851150472,20.603176727536479,-12.8737764,-0.0017355,12.3966942,-0.0979571,-0.4236151,4.0000000,-0.4920498,1.0234104,12.2791462,-0.3551804,1.0086576
112,-12,-3.049555211150472,20.603176727536479,-12.8732557,-0.0023140,9.9173555,-0.1234165,-0.4571599,4.0000000,-0.4975579,1.0232418,12.2375612,-0.4167618,1.1912998
113,-12,-3.042098571150472,20.603176727536479,-12.8726835,-0.0028926,7.4380164,-0.1630239,-0.4706627,4.0000000,-0.4582496,1.0231017,12.2027836,-0.4830759,1.3275077
114,-12,-3.034641931150472,20.603176727536479,-12.8720589,-0.0034711,5.7851238,-0.2146684,-0.4673453,4.0000000,-0.3796120,1.0229714,12.1686020,-0.5550786,1.4193182
115,-12,-3.027185291150472,20.603176727536479,-12.8713808,-0.0040496,4.1322312,-0.2788513,-0.4477963,4.0000000,-0.2668785,1.0228188,12.1302586,-0.6287141,1.4728228
116,-12,-3.019728651150472,20.603176727536479,-12.8706522,-0.0046281,2.4793389,-0.3539283,-0.4088859,4.0000000,-0.1201644,1.0226147,12.0793705,-0.6976073,1.4830010
117,-12,-3.012272011150472,20.603176727536479,-12.8698769,0.0047107,46.2809906,-0.4367745,-0.3567420,4.0000000,0.0473520,1.0223259,12.0028191,-0.7608360,1.4831889
118,-12,-3.004815371150472,20.603176727536479,-12.8690596,0.0039669,40.4958687,-0.5225620,-0.2948479,4.0000000,0.2240306,1.0219175,11.8945332,-0.8137264,1.4909480
119,-12,-2.997358731150472,20.603176727536479,-12.8682089,0.0031405,34.7107430,-0.6039252,-0.2292311,4.0000000,0.3943432,1.0213724,11.7479410,-0.8528054,1.5178521
120,-12,-2.989902091150472,20.603176727536479,-12.8673315,0.0023140,28.9256191,-0.6780396,-0.1609466,4.0000000,0.5557876,1.0206977,11.5627594,-0.8776808,1.5648940
121,-12,-3.139034891150472,20.595720087536481,-12.8796225,0.0048760,48.7603302,0.0362610,0.2324007,4.0000000,0.3636284,1.0270493,13.1875572,0.1011730,0.1671971
122,-12,-3.131578251150472,20.595720087536481,-12.8792372,0.0044628,46.2809906,0.0064358,0.1698343,4.0000000,0.3018844,1.0267409,13.1127348,0.0377842,0.1193436
123,-12,-3.124121611150472,20.595720087536481,-12.8788671,0.0041322,44.6280975,-0.0175577,0.1085161,4.0000000,0.2354931,1.0264030,13.0312376,-0.0184609,0.0945406
124,-12,-3.116664971150472,20.595720087536481,-12.8785076,0.0038017,42.1487617,-0.0353068,0.0523243,4.0000000,0.1708125,1.0260428,12.9428244,-0.0661640,0.0918729
125,-12,-3.109208331150472,20.595720087536481,-12.8781538,0.0033884,39.6694221,-0.0481628,-0.0012934,4.0000000,0.1048129,1.0256623,12.8494730,-0.1073997,0.1066189
126,-12,-3.101751691150472,20.595720087536481,-12.8778009,0.0029752,37.1900826,-0.0567101,-0.0628906,4.0000000,0.0201271,1.0252700,12.7506475,-0.1459082,0.1416929
127,-12,-3.094295051150472,20.595720087536481,-12.8774443,0.0025620,34.7107430,-0.0595214,-0.1331912,4.0000000,-0.0843439,1.0248839,12.6543341,-0.1820384,0.2082823
128,-12,-3.086838411150472,20.595720087536481,-12.8770742,0.0021488,32.2314034,-0.0587306,-0.2075116,4.0000000,-0.1958965,1.0245210,12.5626564,-0.2191267,0.3187895
129,-12,-3.079381771150472,20.595720087536481,-12.8766851,0.0016529,29.7520657,-0.0573436,-0.2774203,4.0000000,-0.2970536,1.0241921,12.4789543,-0.2577870,0.4662799
130,-12,-3.071925131150472,20.595720087536481,-12.8762674,0.0010744,26.4462814,-0.0567311,-0.3426910,4.0000000,-0.3857680,1.0239011,12.4044504,-0.2996140,0.6443623
131,-12,-3.064468491150472,20.595720087536481,-12.8758144,0.0004959,23.1404953,-0.0594936,-0.4014899,4.0000000,-0.4567990,1.0236584,12.3425007,-0.3461808,0.8436087
132,-12,-3.057011851150472,20.595720087536481,-12.8753195,-0.0000826,19.8347111,-0.0695084,-0.4521879,4.0000000,-0.5060875,1.0234796,12.2963009,-0.3982882,1.0554552
133,-12,-3.049555211150472,20.595720087536481,-12.8747759,-0.0007438,16.5289249,-0.0896968,-0.4884055,4.0000000,-0.5183339,1.0233632,12.2663622,-0.4584772,1.2467793
134,-12,-3.042098571150472,20.595720087536481,-12.8741789,-0.0014050,13.2231407,-0.1255774,-0.5050692,4.0000000,-0.4848159,1.0232847,12.2486372,-0.5253226,1.3927432
135,-12,-3.034641931150472,20.595720087536481,-12.8735275,-0.0020661,10.7438021,-0.1757774,-0.5040093,4.0000000,-0.4099908,1.0232253,12.2345686,-0.5980278,1.4903501
136,-12,-3.027185291150472,20.595720087536481,-12.8728199,-0.0027273,8.2644625,-0.2393583,-0.4862999,4.0000000,-0.2996433,1.0231593,12.2179527,-0.6729565,1.5437820
137,-12,-3.019728651150472,20.595720087536481,-12.8720589,-0.0033884,5.7851238,-0.3132481,-0.4507070,4.0000000,-0.1554490,1.0230486,12.1915369,-0.7459650,1.5505731
138,-12,-3.012272011150472,20.595720087536481,-12.8712463,-0.0040496,4.1322312,-0.3990225,-0.3974599,4.0000000,0.0126079,1.0228542,12.1420765,-0.8075277,1.5338142
139,-12,-3.004815371150472,20.595720087536481,-12.8703909,-0.0047934,2.4793389,-0.4880808,-0.3335888,4.0000000,0.1906620,1.0225486,12.0615025,-0.8578395,1.5207196
140,-12,-2.997358731150472,20.595720087536481,-12.8694963,0.0043802,43.8016510,-0.5763384,-0.2637379,4.0000000,0.3662234,1.0220994,11.9423037,-0.8936991,1.5310127
141,-12,-2.989902091150472,20.595720087536481,-12.8685732,0.0034711,37.1900826,-0.6578615,-0.1888768,4.0000000,0.5340181,1.0214962,11.7815609,-0.9117718,1.5638438
142,-12,-2.982445451150472,20.595720087536481,-12.8676281,0.0027273,31.4049587,-0.7281607,-0.1088540,4.0000000,0.6918014,1.0207535,11.5777063,-0.9095094,1.6182209
143,-12,-3.139034891150472,20.588263447536480,-12.8813267,-0.0036364,5.7851238,-0.0053435,0.1647896,4.0000000,0.3382568,1.0272036,13.2232733,-0.0086775,0.1398782
144,-12,-3.131578251150472,20.588263447536480,-12.8809338,-0.0040496,4.1322312,-0.0261643,0.1088144,4.0000000,0.2802179,1.0268409,13.1359367,-0.0625891,0.1153749
145,-12,-3.124121611150472,20.588263447536480,-12.8805542,-0.0043802,2.4793389,-0.0415545,0.0543104,4.0000000,0.2177937,1.0264599,13.0426207,-0.1091728,0.1075188
146,-12,-3.116664971150472,20.588263447536480,-12.8801832,-0.0047107,1.6528926,-0.0517287,0.0035242,4.0000000,0.1558236,1.0260645,12.9464254,-0.1487752,0.1149269
147,-12,-3.109208331150472,20.588263447536480,-12.8798161,0.0048760,48.7603302,-0.0578056,-0.0470268,4.0000000,0.0905073,1.0256555,12.8464317,-0.1845608,0.1363467
148,-12,-3.101751691150472,20.588263447536480,-12.8794489,0.0044628,46.2809906,-0.0588886,-0.1030092,4.0000000,0.0094887,1.0252419,12.7439623,-0.2155070,0.1745387
149,-12,-3.094295051150472,20.588263447536480,-12.8790760,0.0041322,43.8016510,-0.0536981,-0.1697845,4.0000000,-0.0936752,1.0248464,12.6441898,-0.2458937,0.2429742
150,-12,-3.086838411150472,20.588263447536480,-12.8786898,0.0038017,41.3223152,-0.0459184,-0.2410337,4.0000000,-0.2046638,1.0244828,12.5526314,-0.2774036,0.3554542
