OID_,RegB,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
10145,-12,-4.287357451150471,17.128382487536481,-12.9956102,0.0001653,38.8429756,0.5205150,-0.7468495,4.0000000,-0.5822492,1.1119916,25.9377480,-0.9114498,1.6994215
10146,-12,-4.279900811150471,17.128382487536481,-12.9960957,0.0007438,40.4958687,0.5271326,-0.7495757,4.0000000,-0.5744267,1.1120969,25.9517937,-0.9247248,1.6944364
10147,-12,-4.272444171150472,17.128382487536481,-12.9965363,0.0011570,41.3223152,0.5483869,-0.7615075,4.0000000,-0.5851960,1.1120770,25.9526958,-0.9378189,1.7371635
10148,-12,-4.264987531150471,17.128382487536481,-12.9969330,0.0014876,42.1487617,0.5818624,-0.7818426,4.0000000,-0.6128397,1.1118915,25.9340267,-0.9508454,1.8305553
10149,-12,-4.257530891150472,17.128382487536481,-12.9972830,0.0018182,42.9752083,0.6199818,-0.8077101,4.0000000,-0.6486666,1.1114984,25.8936901,-0.9667536,1.9704260
10150,-12,-4.250074251150472,17.128382487536481,-12.9975834,0.0021488,43.8016510,0.6502297,-0.8335693,4.0000000,-0.6787135,1.1108758,25.8286057,-0.9884250,2.1349456
10151,-12,-4.242617611150472,17.128382487536481,-12.9978342,0.0024793,44.6280975,0.6685058,-0.8580093,4.0000000,-0.7001254,1.1100271,25.7388153,-1.0158932,2.3193130
10152,-12,-4.235160971150472,17.128382487536481,-12.9980335,0.0027273,45.4545441,0.6793093,-0.8827319,4.0000000,-0.7172036,1.1089635,25.6249332,-1.0482601,2.5284305
10153,-12,-4.227704331150472,17.128382487536481,-12.9981813,0.0028926,45.4545441,0.6978542,-0.9151877,4.0000000,-0.7420424,1.1076959,25.4886074,-1.0883329,2.8020747
10154,-12,-4.220247691150472,17.128382487536481,-12.9982738,0.0030579,45.4545441,0.7191113,-0.9523785,4.0000000,-0.7689666,1.1062313,25.3271980,-1.1357905,3.1255329
10155,-12,-4.212791051150472,17.128382487536481,-12.9983091,0.0031405,45.4545441,0.7480960,-0.9947355,5.0000000,-0.8020116,1.1045734,25.1449795,-1.1874595,3.4980454
10156,-12,-4.205334411150472,17.128382487536481,-12.9982862,0.0031405,45.4545441,0.7827761,-1.0410300,4.0000000,-0.8391193,1.1027430,24.9410248,-1.2429409,3.9157739
10157,-12,-4.197877771150472,17.128382487536481,-12.9981985,0.0029752,44.6280975,0.8188622,-1.0894388,4.0000000,-0.8764561,1.1007775,24.7197952,-1.3024215,4.3710527
10158,-12,-4.190421131150472,17.128382487536481,-12.9980421,0.0027273,43.8016510,0.8342139,-1.1317956,4.0000000,-0.8985445,1.0986891,24.4808731,-1.3650467,4.8142715
10159,-12,-4.182964491150472,17.128382487536481,-12.9978151,0.0023967,42.9752083,0.8245244,-1.1673982,4.0000000,-0.9060688,1.0964880,24.2267799,-1.4287276,5.2412286
10160,-12,-4.175507851150472,17.128382487536481,-12.9975128,0.0020661,42.1487617,0.7874051,-1.1950288,4.0000000,-0.8963752,1.0941910,23.9564190,-1.4936823,5.6325068
10161,-12,-4.168051211150472,17.128382487536481,-12.9971342,0.0015702,40.4958687,0.7246875,-1.2149369,4.0000000,-0.8712167,1.0918096,23.6727600,-1.5586569,5.9825902
10162,-12,-4.160594571150471,17.128382487536481,-12.9966784,0.0010744,38.8429756,0.6291341,-1.2252704,4.0000000,-0.8287964,1.0893676,23.3772602,-1.6217444,6.2841101
10163,-12,-4.153137931150471,17.128382487536481,-12.9961443,0.0004959,37.1900826,0.4974537,-1.2241275,4.0000000,-0.7648354,1.0868766,23.0718575,-1.6834197,6.5183249
10164,-12,-4.145681291150471,17.128382487536481,-12.9955311,-0.0001653,34.7107430,0.3132276,-1.2050091,4.0000000,-0.6684056,1.0843304,22.7531128,-1.7416124,6.6462216
10165,-12,-4.138224651150471,17.128382487536481,-12.9948435,-0.0009091,32.2314034,0.0750539,-1.1661043,4.0000000,-0.5396960,1.0817183,22.4200821,-1.7925125,6.6708417
10166,-12,-4.130768011150471,17.128382487536481,-12.9940844,-0.0017355,28.9256191,-0.2017205,-1.1090478,4.0000000,-0.3840157,1.0790110,22.0681820,-1.8340797,6.6061912
10167,-12,-4.123311371150471,17.128382487536481,-12.9932594,-0.0026446,24.7933884,-0.5162226,-1.0328645,4.0000000,-0.1994664,1.0761777,21.6954384,-1.8662626,6.4801064
10168,-12,-4.115854731150471,17.128382487536481,-12.9923792,-0.0034711,21.4876041,-0.8533884,-0.9375343,4.0000000,0.0076376,1.0732039,21.2920895,-1.8827064,6.3095036
10169,-12,-4.108398091150471,17.128382487536481,-12.9914532,-0.0042975,18.1818180,-1.1926605,-0.8277736,4.0000000,0.2276383,1.0700713,20.8558521,-1.8831855,6.1426406
10170,-12,-4.100941451150471,17.128382487536481,-12.9904938,-0.0051240,14.8760328,-1.5188420,-0.7103031,4.0000000,0.4508667,1.0667559,20.3828678,-1.8714728,6.0341864
10171,-12,-4.093484811150471,17.128382487536481,-12.9895124,0.0040496,46.2809906,-1.8116778,-0.5915849,4.0000000,0.6640876,1.0632569,19.8683510,-1.8472573,5.9906735
10172,-12,-4.086028171150471,17.128382487536481,-12.9885235,0.0031405,42.1487617,-2.0544467,-0.4845718,4.0000000,0.8493021,1.0596162,19.3132687,-1.8184457,6.0199695
10173,-12,-4.078571531150471,17.128382487536481,-12.9875364,0.0021488,37.1900826,-2.2371914,-0.3958556,4.0000000,0.9971613,1.0558864,18.7240028,-1.7888725,6.0727401
10174,-12,-4.071114891150471,17.128382487536481,-12.9865608,0.0012397,33.0578499,-2.3649437,-0.3262025,4.0000000,1.1091787,1.0521305,18.1088009,-1.7615837,6.1110315
10175,-12,-4.063658251150471,17.128382487536481,-12.9856014,0.0002479,28.0991745,-2.4339745,-0.2795567,4.0000000,1.1799947,1.0484093,17.4720802,-1.7391081,6.0952435
10176,-12,-4.056201611150471,17.128382487536481,-12.9846621,-0.0006612,23.1404953,-2.4436951,-0.2552001,4.0000000,1.2105293,1.0447944,16.8294067,-1.7209296,5.9969544
10177,-12,-4.048744971150471,17.128382487536481,-12.9837437,-0.0014876,19.0082645,-2.3960044,-0.2525948,4.0000000,1.2029339,1.0413576,16.1894512,-1.7081234,5.8106842
10178,-12,-4.041288331150471,17.128382487536481,-12.9828434,-0.0023140,14.8760328,-2.2986035,-0.2693153,4.0000000,1.1621494,1.0381414,15.5631695,-1.7007800,5.5548096
10179,-12,-4.473773451150471,17.120925847536480,-12.9689131,0.0042975,47.1074371,-0.8915002,0.5884186,4.0000000,1.5487440,1.0865034,23.0187435,-0.3719068,4.9887433
10180,-12,-4.466316811150471,17.120925847536480,-12.9696121,0.0050413,49.5867767,-0.7937527,0.5497037,4.0000000,1.4637355,1.0906144,23.5230598,-0.3643280,4.5006924
10181,-12,-4.458860171150471,17.120925847536480,-12.9703960,-0.0042149,23.1404953,-0.6901463,0.5059955,4.0000000,1.3638180,1.0946674,24.0081615,-0.3518271,3.9535055
10182,-12,-4.451403531150471,17.120925847536480,-12.9712572,-0.0034711,25.6198349,-0.5858006,0.4564023,4.0000000,1.2487887,1.0985824,24.4656277,-0.3359841,3.3629999
10183,-12,-4.443946891150471,17.120925847536480,-12.9721899,-0.0024793,28.9256191,-0.4851841,0.3988378,4.0000000,1.1165969,1.1023009,24.8883915,-0.3189214,2.7424231
10184,-12,-4.436490251150471,17.120925847536480,-12.9731855,-0.0015702,31.4049587,-0.3910863,0.3286476,4.0000000,0.9603208,1.1057214,25.2685833,-0.3030255,2.0977902
10185,-12,-4.429033611150471,17.120925847536480,-12.9742346,-0.0005785,33.8842964,-0.3039650,0.2528225,4.0000000,0.7930623,1.1087466,25.5988598,-0.2874173,1.5004854
10186,-12,-4.421576971150471,17.120925847536480,-12.9753265,0.0004959,37.1900826,-0.2263951,0.1747218,4.0000000,0.6231468,1.1113157,25.8749104,-0.2737032,0.9948404
10187,-12,-4.414120331150471,17.120925847536480,-12.9764509,0.0014050,39.6694221,-0.1597092,0.0968887,4.0000000,0.4580927,1.1134034,26.0950775,-0.2643152,0.6053906
10188,-12,-4.406663691150471,17.120925847536480,-12.9775972,0.0024793,42.1487617,-0.1031961,0.0112954,4.0000000,0.2880826,1.1150128,26.2626381,-0.2654918,0.3298155
10189,-12,-4.399207051150471,17.120925847536480,-12.9787569,0.0036364,45.4545441,-0.0514720,-0.0802241,4.0000000,0.1168571,1.1161224,26.3768158,-0.2773054,0.1814148
10190,-12,-4.391750411150471,17.120925847536480,-12.9799175,0.0047934,48.7603302,0.0012591,-0.1785737,4.0000000,-0.0533841,1.1167488,26.4391003,-0.3037633,0.1671534
10191,-12,-4.384293771150471,17.120925847536480,-12.9810686,-0.0042149,26.4462814,0.0572787,-0.2732332,4.0000000,-0.2026876,1.1169597,26.4583855,-0.3437788,0.2658583
10192,-12,-4.376837131150471,17.120925847536480,-12.9821978,-0.0030579,29.7520657,0.1218441,-0.3667706,4.0000000,-0.3374737,1.1168419,26.4432583,-0.3960676,0.4534758
10193,-12,-4.369380491150471,17.120925847536480,-12.9832973,-0.0019835,32.2314034,0.1959186,-0.4564995,4.0000000,-0.4539227,1.1164874,26.4049358,-0.4590763,0.7005332
10194,-12,-4.361923851150471,17.120925847536480,-12.9843569,-0.0010744,34.7107430,0.2765782,-0.5395545,4.0000000,-0.5507270,1.1159806,26.3497829,-0.5283821,0.9781712
10195,-12,-4.354467211150471,17.120925847536480,-12.9853706,-0.0000826,37.1900826,0.3512697,-0.6068449,4.0000000,-0.6151403,1.1154200,26.2891541,-0.5985495,1.2265881
10196,-12,-4.347010571150471,17.120925847536480,-12.9863310,0.0009091,39.6694221,0.4158532,-0.6601724,4.0000000,-0.6522182,1.1149070,26.2342052,-0.6681266,1.4329849
10197,-12,-4.339553931150471,17.120925847536480,-12.9872360,0.0017355,42.1487617,0.4707374,-0.7040344,4.0000000,-0.6723192,1.1145135,26.1920738,-0.7357496,1.6120001
10198,-12,-4.332097291150471,17.120925847536480,-12.9880848,0.0026446,44.6280975,0.5144790,-0.7387099,4.0000000,-0.6851059,1.1142535,26.1653175,-0.7923138,1.7645525
10199,-12,-4.324640651150471,17.120925847536480,-12.9888754,0.0033884,46.2809906,0.5420554,-0.7612079,4.0000000,-0.6842115,1.1141263,26.1530304,-0.8382043,1.8639034
10200,-12,-4.317184011150471,17.120925847536480,-12.9896069,0.0041322,47.9338837,0.5510327,-0.7707639,4.0000000,-0.6684572,1.1141412,26.1559029,-0.8730706,1.9008597
10201,-12,-4.309727371150471,17.120925847536480,-12.9902811,-0.0051240,24.7933884,0.5437265,-0.7687627,4.0000000,-0.6411434,1.1142926,26.1726913,-0.8963820,1.8797693
10202,-12,-4.302270731150471,17.120925847536480,-12.9909019,-0.0044628,26.4462814,0.5264614,-0.7588005,4.0000000,-0.6095227,1.1145374,26.1995831,-0.9080783,1.8196474
10203,-12,-4.294814091150471,17.120925847536480,-12.9914713,-0.0039669,28.0991745,0.5037555,-0.7431532,4.0000000,-0.5754824,1.1148145,26.2316456,-0.9108239,1.7297908
10204,-12,-4.287357451150471,17.120925847536480,-12.9919920,-0.0033884,29.7520657,0.4846576,-0.7279133,4.0000000,-0.5477063,1.1150678,26.2607079,-0.9081202,1.6414787
10205,-12,-4.279900811150471,17.120925847536480,-12.9924688,-0.0028926,31.4049587,0.4739867,-0.7171357,4.0000000,-0.5311148,1.1152543,26.2825775,-0.9031566,1.5751528
10206,-12,-4.272444171150472,17.120925847536480,-12.9929037,-0.0024793,32.2314034,0.4774760,-0.7151268,4.0000000,-0.5340431,1.1153206,26.2917271,-0.8962104,1.5519345
10207,-12,-4.264987531150471,17.120925847536480,-12.9932966,-0.0021488,33.0578499,0.4948868,-0.7233955,4.0000000,-0.5553758,1.1152235,26.2832775,-0.8914154,1.5826592
10208,-12,-4.257530891150472,17.120925847536480,-12.9936476,-0.0018182,33.8842964,0.5198807,-0.7398861,4.0000000,-0.5874745,1.1149224,26.2521992,-0.8922977,1.6664171
10209,-12,-4.250074251150472,17.120925847536480,-12.9939547,-0.0014876,34.7107430,0.5374925,-0.7566767,4.0000000,-0.6144971,1.1143836,26.1983128,-0.8988565,1.7729605
10210,-12,-4.242617611150472,17.120925847536480,-12.9942150,-0.0011570,35.5371895,0.5475122,-0.7741143,4.0000000,-0.6356629,1.1136270,26.1206188,-0.9125656,1.9044540
10211,-12,-4.235160971150472,17.120925847536480,-12.9944296,-0.0009091,36.3636360,0.5534028,-0.7940645,4.0000000,-0.6538045,1.1126723,26.0195980,-0.9343244,2.0688612
10212,-12,-4.227704331150472,17.120925847536480,-12.9945946,-0.0007438,36.3636360,0.5647084,-0.8212148,4.0000000,-0.6798006,1.1115023,25.8950691,-0.9626290,2.2908614
10213,-12,-4.220247691150472,17.120925847536480,-12.9947109,-0.0005785,36.3636360,0.5797864,-0.8543569,4.0000000,-0.7094277,1.1101086,25.7482281,-0.9992862,2.5658038
10214,-12,-4.212791051150472,17.120925847536480,-12.9947739,-0.0004959,36.3636360,0.6023605,-0.8942707,4.0000000,-0.7463354,1.1085209,25.5776234,-1.0422060,2.8994567
10215,-12,-4.205334411150472,17.120925847536480,-12.9947824,-0.0004959,36.3636360,0.6274132,-0.9381925,5.0000000,-0.7861534,1.1067659,25.3858929,-1.0902315,3.2823992
10216,-12,-4.197877771150472,17.120925847536480,-12.9947300,-0.0006612,35.5371895,0.6493649,-0.9842213,4.0000000,-0.8244473,1.1048383,25.1743412,-1.1439954,3.7107790
10217,-12,-4.190421131150472,17.120925847536480,-12.9946146,-0.0009091,34.7107430,0.6547238,-1.0263864,4.0000000,-0.8490117,1.1027495,24.9422340,-1.2037611,4.1462054
10218,-12,-4.182964491150472,17.120925847536480,-12.9944305,-0.0011570,33.8842964,0.6348372,-1.0620288,4.0000000,-0.8586805,1.1005158,24.6896248,-1.2653769,4.5758729
10219,-12,-4.175507851150472,17.120925847536480,-12.9941778,-0.0014050,33.0578499,0.5888566,-1.0908751,4.0000000,-0.8520784,1.0981401,24.4184589,-1.3296720,4.9894834
10220,-12,-4.168051211150472,17.120925847536480,-12.9938526,-0.0018182,31.4049587,0.5166153,-1.1132022,4.0000000,-0.8312072,1.0956367,24.1288548,-1.3951972,5.3869681
10221,-12,-4.160594571150471,17.120925847536480,-12.9934540,-0.0022314,29.7520657,0.4099272,-1.1269363,4.0000000,-0.7925744,1.0930308,23.8197689,-1.4612982,5.7599216
10222,-12,-4.153137931150471,17.120925847536480,-12.9929810,-0.0027273,28.0991745,0.2655311,-1.1277698,4.0000000,-0.7311298,1.0903181,23.4934120,-1.5244099,6.0615973
10223,-12,-4.145681291150471,17.120925847536480,-12.9924345,-0.0033058,25.6198349,0.0721226,-1.1118082,4.0000000,-0.6388649,1.0874927,23.1495094,-1.5847515,6.2770071
10224,-12,-4.138224651150471,17.120925847536480,-12.9918156,-0.0039669,23.1404953,-0.1686542,-1.0778004,4.0000000,-0.5148813,1.0845698,22.7838802,-1.6407194,6.4036436
10225,-12,-4.130768011150471,17.120925847536480,-12.9911308,-0.0047107,19.8347111,-0.4464778,-1.0260437,4.0000000,-0.3627243,1.0815248,22.3956165,-1.6893630,6.4482751
10226,-12,-4.123311371150471,17.120925847536480,-12.9903851,-0.0054545,16.5289249,-0.7614685,-0.9541476,4.0000000,-0.1804524,1.0783372,21.9813709,-1.7278427,6.4260583
10227,-12,-4.115854731150471,17.120925847536480,-12.9895859,0.0038843,46.2809906,-1.0879705,-0.8661947,4.0000000,0.0217286,1.0750085,21.5368671,-1.7541178,6.3616109
10228,-12,-4.108398091150471,17.120925847536480,-12.9887438,0.0032231,43.8016510,-1.4123262,-0.7643871,4.0000000,0.2370381,1.0715292,21.0581493,-1.7658123,6.2858977
10229,-12,-4.100941451150471,17.120925847536480,-12.9878702,0.0024793,40.4958687,-1.7188807,-0.6529098,4.0000000,0.4561583,1.0678967,20.5453053,-1.7619778,6.2298760
10230,-12,-4.093484811150471,17.120925847536480,-12.9869785,0.0017355,37.1900826,-1.9894866,-0.5397789,4.0000000,0.6651866,1.0641207,19.9929466,-1.7447445,6.2153273
10231,-12,-4.086028171150471,17.120925847536480,-12.9860792,0.0009091,33.0578499,-2.2052224,-0.4387634,4.0000000,0.8437647,1.0602338,19.4053345,-1.7212915,6.2442884
10232,-12,-4.078571531150471,17.120925847536480,-12.9851847,0.0000000,28.0991745,-2.3630512,-0.3559619,4.0000000,0.9841685,1.0563002,18.7879868,-1.6960922,6.2823462
10233,-12,-4.071114891150471,17.120925847536480,-12.9843006,-0.0008264,23.9669418,-2.4636583,-0.2919244,4.0000000,1.0869572,1.0523843,18.1473408,-1.6708061,6.2844653
10234,-12,-4.063658251150471,17.120925847536480,-12.9834337,-0.0016529,19.8347111,-2.5022261,-0.2529010,4.0000000,1.1443174,1.0485426,17.4926682,-1.6501195,6.2170038
10235,-12,-4.056201611150471,17.120925847536480,-12.9825869,-0.0024793,15.7024794,-2.4818265,-0.2372044,4.0000000,1.1599743,1.0448496,16.8347931,-1.6343832,6.0621438
10236,-12,-4.048744971150471,17.120925847536480,-12.9817591,-0.0032231,12.3966942,-2.4051089,-0.2432343,4.0000000,1.1375501,1.0413618,16.1863861,-1.6240188,5.8203902
10237,-12,-4.041288331150471,17.120925847536480,-12.9809484,-0.0040496,9.0909090,-2.2884548,-0.2677330,4.0000000,1.0857364,1.0381120,15.5555649,-1.6212025,5.5332022
10238,-12,-4.473773451150471,17.113469207536479,-12.9658136,0.0011570,38.0165291,-0.7704247,0.6312076,4.0000000,1.5408351,1.0858811,22.9413414,-0.2784198,4.9333143
10239,-12,-4.466316811150471,17.113469207536479,-12.9664526,0.0019008,40.4958687,-0.6948440,0.5972491,4.0000000,1.4734777,1.0898405,23.4308758,-0.2789796,4.5318179
10240,-12,-4.458860171150471,17.113469207536479,-12.9671793,0.0026446,42.9752083,-0.6182596,0.5552384,4.0000000,1.3892896,1.0938036,23.9065704,-0.2788127,4.0602527
10241,-12,-4.451403531150471,17.113469207536479,-12.9679871,0.0033884,44.6280975,-0.5396129,0.5060513,4.0000000,1.2887443,1.0976855,24.3608456,-0.2766418,3.5301239
10242,-12,-4.443946891150471,17.113469207536479,-12.9688692,0.0043802,47.1074371,-0.4659575,0.4456157,4.0000000,1.1679111,1.1014130,24.7873859,-0.2766797,2.9493423
10243,-12,-4.436490251150471,17.113469207536479,-12.9698191,0.0052066,49.5867767,-0.3958568,0.3728705,4.0000000,1.0244508,1.1048952,25.1783218,-0.2787098,2.3342230
10244,-12,-4.429033611150471,17.113469207536479,-12.9708271,-0.0038843,24.7933884,-0.3279555,0.2921166,4.0000000,0.8668239,1.1080546,25.5237789,-0.2825907,1.7397721
10245,-12,-4.421576971150471,17.113469207536479,-12.9718838,-0.0028926,28.0991745,-0.2637537,0.2074337,4.0000000,0.7037402,1.1108203,25.8213959,-0.2888729,1.2180973
10246,-12,-4.414120331150471,17.113469207536479,-12.9729786,-0.0019835,30.5785122,-0.2048555,0.1193965,4.0000000,0.5400670,1.1131353,26.0658894,-0.3012739,0.7970778
10247,-12,-4.406663691150471,17.113469207536479,-12.9741011,-0.0009917,33.0578499,-0.1492988,0.0231485,4.0000000,0.3694684,1.1149999,26.2611904,-0.3231714,0.4847475
10248,-12,-4.399207051150471,17.113469207536479,-12.9752426,0.0000826,36.3636360,-0.0914178,-0.0815479,4.0000000,0.1933168,1.1163946,26.4049263,-0.3564126,0.3007053
10249,-12,-4.391750411150471,17.113469207536479,-12.9763889,0.0012397,39.6694221,-0.0254354,-0.1919237,4.0000000,0.0162789,1.1173291,26.4997101,-0.4001263,0.2594105
10250,-12,-4.384293771150471,17.113469207536479,-12.9775286,0.0022314,42.1487617,0.0486267,-0.2998150,4.0000000,-0.1442214,1.1178552,26.5509815,-0.4554086,0.3530419
10251,-12,-4.376837131150471,17.113469207536479,-12.9786501,0.0033884,45.4545441,0.1343159,-0.4057811,4.0000000,-0.2917253,1.1180454,26.5675411,-0.5198368,0.5582147
10252,-12,-4.369380491150471,17.113469207536479,-12.9797430,0.0044628,48.7603302,0.2287813,-0.5052191,4.0000000,-0.4190403,1.1179826,26.5590248,-0.5913979,0.8394758
10253,-12,-4.361923851150471,17.113469207536479,-12.9807968,-0.0046281,25.6198349,0.3270197,-0.5950017,4.0000000,-0.5255303,1.1177526,26.5332870,-0.6644731,1.1593615
10254,-12,-4.354467211150471,17.113469207536479,-12.9818039,-0.0036364,28.0991745,0.4174753,-0.6688183,4.0000000,-0.6017209,1.1174502,26.4988194,-0.7359157,1.4599103
10255,-12,-4.347010571150471,17.113469207536479,-12.9827566,-0.0026446,30.5785122,0.4896092,-0.7239519,4.0000000,-0.6469252,1.1171508,26.4668617,-0.8009786,1.7027700
10256,-12,-4.339553931150471,17.113469207536479,-12.9836531,-0.0018182,33.0578499,0.5433165,-0.7642420,4.0000000,-0.6711849,1.1169410,26.4460411,-0.8572991,1.8910766
10257,-12,-4.332097291150471,17.113469207536479,-12.9844913,-0.0009917,35.5371895,0.5834301,-0.7941351,4.0000000,-0.6860062,1.1168615,26.4370842,-0.9022640,2.0388982
10258,-12,-4.324640651150471,17.113469207536479,-12.9852695,-0.0002479,37.1900826,0.6017091,-0.8089929,4.0000000,-0.6844513,1.1169008,26.4393539,-0.9335346,2.1118770
10259,-12,-4.317184011150471,17.113469207536479,-12.9859877,0.0004132,38.8429756,0.5963655,-0.8080543,4.0000000,-0.6652432,1.1170352,26.4555473,-0.9508653,2.1001177
10260,-12,-4.309727371150471,17.113469207536479,-12.9866486,0.0010744,40.4958687,0.5712000,-0.7935638,4.0000000,-0.6321467,1.1172599,26.4819107,-0.9549809,2.0166700
10261,-12,-4.302270731150471,17.113469207536479,-12.9872541,0.0017355,42.1487617,0.5372263,-0.7717381,4.0000000,-0.5940606,1.1175706,26.5147152,-0.9494155,1.8967636
10262,-12,-4.294814091150471,17.113469207536479,-12.9878101,0.0022314,42.9752083,0.4961298,-0.7427725,4.0000000,-0.5517853,1.1179085,26.5499821,-0.9337597,1.7434630
10263,-12,-4.287357451150471,17.113469207536479,-12.9883204,0.0028099,44.6280975,0.4603905,-0.7149810,4.0000000,-0.5165492,1.1181965,26.5827751,-0.9134127,1.6005967
10264,-12,-4.279900811150471,17.113469207536479,-12.9887877,0.0033058,46.2809906,0.4317068,-0.6900768,4.0000000,-0.4909708,1.1183995,26.6060276,-0.8891827,1.4760293
10265,-12,-4.272444171150472,17.113469207536479,-12.9892159,0.0037190,47.9338837,0.4213043,-0.6765285,4.0000000,-0.4880562,1.1184818,26.6155033,-0.8650008,1.4052793
10266,-12,-4.264987531150471,17.113469207536479,-12.9896069,0.0040496,48.7603302,0.4261170,-0.6747709,4.0000000,-0.5044803,1.1183897,26.6083755,-0.8450615,1.3921634
10267,-12,-4.257530891150472,17.113469207536479,-12.9899578,0.0043802,49.5867767,0.4384600,-0.6814330,4.0000000,-0.5327165,1.1181026,26.5803356,-0.8301494,1.4281809
10268,-12,-4.250074251150472,17.113469207536479,-12.9902697,-0.0052893,25.6198349,0.4453844,-0.6895584,4.0000000,-0.5568533,1.1176132,26.5308247,-0.8222634,1.4881970
10269,-12,-4.242617611150472,17.113469207536479,-12.9905396,-0.0049587,26.4462814,0.4473115,-0.6995937,4.0000000,-0.5769787,1.1169168,26.4595604,-0.8222086,1.5744450
10270,-12,-4.235160971150472,17.113469207536479,-12.9907656,-0.0046281,27.2727280,0.4473390,-0.7138923,4.0000000,-0.5953846,1.1160142,26.3672962,-0.8324000,1.6981653
10271,-12,-4.227704331150472,17.113469207536479,-12.9909487,-0.0043802,27.2727280,0.4530853,-0.7362911,4.0000000,-0.6224340,1.1149011,26.2523804,-0.8501483,1.8782140
10272,-12,-4.220247691150472,17.113469207536479,-12.9910860,-0.0042149,27.2727280,0.4611951,-0.7642217,4.0000000,-0.6527672,1.1135808,26.1146889,-0.8756763,2.1038342
10273,-12,-4.212791051150472,17.113469207536479,-12.9911747,-0.0040496,27.2727280,0.4754450,-0.7996271,4.0000000,-0.6908753,1.1120677,25.9551773,-0.9083788,2.3895185
10274,-12,-4.205334411150472,17.113469207536479,-12.9912119,-0.0039669,27.2727280,0.4922787,-0.8407654,5.0000000,-0.7316172,1.1103739,25.7753181,-0.9499136,2.7330320
10275,-12,-4.197877771150472,17.113469207536479,-12.9911938,-0.0040496,26.4462814,0.5043564,-0.8840590,4.0000000,-0.7706540,1.1084920,25.5721092,-0.9974639,3.1237268
10276,-12,-4.190421131150472,17.113469207536479,-12.9911156,-0.0042149,25.6198349,0.4973730,-0.9231168,4.0000000,-0.7959234,1.1064181,25.3472977,-1.0503103,3.5287237
10277,-12,-4.182964491150472,17.113469207536479,-12.9909754,-0.0043802,24.7933884,0.4686527,-0.9579177,4.0000000,-0.8066937,1.1041681,25.1004486,-1.1091418,3.9473977
10278,-12,-4.175507851150472,17.113469207536479,-12.9907694,-0.0045455,23.9669418,0.4126237,-0.9866750,4.0000000,-0.8019314,1.1017561,24.8303699,-1.1714184,4.3698764
10279,-12,-4.168051211150472,17.113469207536479,-12.9904966,-0.0048760,22.3140488,0.3265998,-1.0090126,4.0000000,-0.7836989,1.0991702,24.5356464,-1.2343262,4.7958775
10280,-12,-4.160594571150471,17.113469207536479,-12.9901552,-0.0052066,20.6611576,0.2118920,-1.0257602,4.0000000,-0.7505022,1.0964121,24.2176857,-1.3010181,5.2243390
10281,-12,-4.153137931150471,17.113469207536479,-12.9897442,0.0043802,48.7603302,0.0605282,-1.0309448,4.0000000,-0.6951417,1.0934948,23.8738174,-1.3667479,5.6047630
10282,-12,-4.145681291150471,17.113469207536479,-12.9892654,0.0038843,47.1074371,-0.1409209,-1.0188384,4.0000000,-0.6073384,1.0904273,23.5064526,-1.4303385,5.9087024
10283,-12,-4.138224651150471,17.113469207536479,-12.9887190,0.0033058,45.4545441,-0.3848794,-0.9905475,4.0000000,-0.4887952,1.0872146,23.1139908,-1.4922998,6.1419978
10284,-12,-4.130768011150471,17.113469207536479,-12.9881096,0.0026446,42.9752083,-0.6669968,-0.9448956,4.0000000,-0.3414889,1.0838592,22.6944904,-1.5483022,6.3066754
10285,-12,-4.123311371150471,17.113469207536479,-12.9874449,0.0019835,40.4958687,-0.9763111,-0.8819401,4.0000000,-0.1688395,1.0803677,22.2437649,-1.5950408,6.4093885
10286,-12,-4.115854731150471,17.113469207536479,-12.9867296,0.0014050,37.1900826,-1.2958096,-0.8014719,4.0000000,0.0255031,1.0767136,21.7614594,-1.6284471,6.4471903
10287,-12,-4.108398091150471,17.113469207536479,-12.9859762,0.0007438,34.7107430,-1.6074485,-0.7083693,4.0000000,0.2320429,1.0729022,21.2463531,-1.6487814,6.4579215
10288,-12,-4.100941451150471,17.113469207536479,-12.9851933,0.0000000,31.4049587,-1.8964682,-0.6048605,4.0000000,0.4426849,1.0689702,20.6953087,-1.6524060,6.4549665
10289,-12,-4.093484811150471,17.113469207536479,-12.9843931,-0.0007438,28.0991745,-2.1501374,-0.4999188,4.0000000,0.6443251,1.0649322,20.1104088,-1.6441625,6.4768991
10290,-12,-4.086028171150471,17.113469207536479,-12.9835882,-0.0015702,23.9669418,-2.3471150,-0.4047465,4.0000000,0.8157858,1.0608280,19.4931965,-1.6252788,6.5072742
10291,-12,-4.078571531150471,17.113469207536479,-12.9827871,-0.0023967,19.8347111,-2.4779322,-0.3291847,4.0000000,0.9453608,1.0567206,18.8502941,-1.6037301,6.5140233
10292,-12,-4.071114891150471,17.113469207536479,-12.9819984,-0.0031405,16.5289249,-2.5465255,-0.2745989,4.0000000,1.0333188,1.0526679,18.1897011,-1.5825167,6.4643898
