OID_,RegB,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1543,-13,-4.294814091150471,17.814393367536479,-13.1430702,-0.0031405,0.0000000,1.3564857,-1.2659101,4.0000000,-1.6301746,1.0163063,10.2828522,-0.9016458,4.0102043
1544,-13,-4.287357451150471,17.814393367536479,-13.1417055,-0.0040496,0.0000000,1.1888621,-1.1832024,4.0000000,-1.5752050,1.0176735,10.6978598,-0.7911998,3.5280840
1545,-13,-4.279900811150471,17.814393367536479,-13.1402903,-0.0049587,0.0000000,1.0490441,-1.1109053,4.0000000,-1.5126541,1.0189254,11.0663347,-0.7091565,3.1340313
1546,-13,-4.272444171150472,17.814393367536479,-13.1388302,0.0038843,41.3223152,0.9023534,-1.0371495,4.0000000,-1.4468251,1.0200602,11.3889017,-0.6274740,2.7801847
1547,-13,-4.264987531150471,17.814393367536479,-13.1373310,0.0023140,32.2314034,0.7352641,-0.9555068,4.0000000,-1.3770771,1.0210408,11.6617317,-0.5339366,2.4464035
1548,-13,-4.257530891150472,17.814393367536479,-13.1358004,0.0004959,23.1404953,0.5229381,-0.8549700,4.0000000,-1.3040396,1.0218300,11.8803577,-0.4059004,2.1223862
1549,-13,-4.250074251150472,17.814393367536479,-13.1342449,-0.0013223,14.0495872,0.2840242,-0.7386169,4.0000000,-1.2264911,1.0223533,12.0200491,-0.2507427,1.8353908
1550,-13,-4.242617611150472,17.814393367536479,-13.1326761,-0.0030579,5.7851238,0.0577629,-0.6215633,4.0000000,-1.1511952,1.0225673,12.0737591,-0.0919316,1.6295809
1551,-13,-4.235160971150472,17.814393367536479,-13.1311045,-0.0045455,0.0000000,-0.1320288,-0.5107760,4.0000000,-1.0757099,1.0224999,12.0573807,0.0541580,1.4872577
1552,-13,-4.227704331150472,17.814393367536479,-13.1295395,0.0045455,45.4545441,-0.2849377,-0.4065602,4.0000000,-1.0010407,1.0221744,11.9710464,0.1879202,1.3917460
1553,-13,-4.220247691150472,17.814393367536479,-13.1279898,0.0033884,36.3636360,-0.3988331,-0.3101521,4.0000000,-0.9270222,1.0216444,11.8277836,0.3067179,1.3251907
1554,-13,-4.212791051150472,17.814393367536479,-13.1264620,0.0017355,27.2727280,-0.4969271,-0.2133896,4.0000000,-0.8580030,1.0209423,11.6387329,0.4312237,1.3036114
1555,-13,-4.205334411150472,17.814393367536479,-13.1249619,-0.0000826,18.1818180,-0.6011650,-0.1011929,4.0000000,-0.7896359,1.0200346,11.3908024,0.5872500,1.3591062
1556,-13,-4.197877771150472,17.814393367536479,-13.1234999,-0.0019008,9.0909090,-0.6968749,0.0181962,4.0000000,-0.7250890,1.0188894,11.0661411,0.7614813,1.5024915
1557,-13,-4.190421131150472,17.814393367536479,-13.1220865,-0.0034711,2.4793389,-0.7603874,0.1262138,4.0000000,-0.6674742,1.0175415,10.6651344,0.9199017,1.6847414
1558,-13,-4.182964491150472,17.814393367536479,-13.1207314,-0.0046281,0.0000000,-0.7842303,0.2106638,4.0000000,-0.6185077,1.0160592,10.2077265,1.0398353,1.8380631
1559,-13,-4.175507851150472,17.814393367536479,-13.1194401,0.0044628,44.6280975,-0.7597083,0.2591338,4.0000000,-0.5764591,1.0145290,9.7091913,1.0947267,1.8684328
1560,-13,-4.168051211150472,17.814393367536479,-13.1182175,0.0035537,35.5371895,-0.7035497,0.2724897,4.0000000,-0.5446314,1.0130732,9.2098827,1.0896109,1.7710614
1561,-13,-4.160594571150471,17.814393367536479,-13.1170597,0.0026446,26.4462814,-0.6335717,0.2566090,4.0000000,-0.5243454,1.0117527,8.7342978,1.0375633,1.5844303
1562,-13,-4.153137931150471,17.814393367536479,-13.1159658,0.0016529,17.3553715,-0.5677813,0.2275509,4.0000000,-0.5133460,1.0105851,8.2916555,0.9684477,1.3858143
1563,-13,-4.145681291150471,17.814393367536479,-13.1149292,0.0004132,8.2644625,-0.5058016,0.1852451,4.0000000,-0.5112566,1.0095898,7.8939466,0.8817466,1.1834502
1564,-13,-4.138224651150471,17.814393367536479,-13.1139441,-0.0009091,1.6528926,-0.4459414,0.1322958,4.0000000,-0.5165719,1.0087500,7.5403943,0.7811635,0.9898564
1565,-13,-4.130768011150471,17.814393367536479,-13.1130056,-0.0019835,0.0000000,-0.3753263,0.0592212,4.0000000,-0.5308281,1.0080755,7.2427473,0.6492705,0.7873625
1566,-13,-4.123311371150471,17.814393367536479,-13.1121044,-0.0028926,0.0000000,-0.2877887,-0.0313405,4.0000000,-0.5500510,1.0075783,7.0161943,0.4873700,0.5982648
1567,-13,-4.115854731150471,17.814393367536479,-13.1112318,-0.0038017,0.0000000,-0.1816586,-0.1369294,4.0000000,-0.5734881,1.0072695,6.8727174,0.2996293,0.4547383
1568,-13,-4.108398091150471,17.814393367536479,-13.1103754,-0.0047107,0.0000000,-0.0614018,-0.2490074,4.0000000,-0.5960375,1.0071579,6.8195672,0.0980228,0.3865925
1569,-13,-4.100941451150471,17.814393367536479,-13.1095228,0.0043802,43.8016510,0.0605566,-0.3584881,4.0000000,-0.6189032,1.0072389,6.8588786,-0.0980730,0.4099569
1570,-13,-4.093484811150471,17.814393367536479,-13.1086607,0.0034711,34.7107430,0.1669952,-0.4486132,4.0000000,-0.6324521,1.0074823,6.9774294,-0.2647744,0.4903468
1571,-13,-4.086028171150471,17.814393367536479,-13.1077814,0.0025620,25.6198349,0.2583221,-0.5232697,4.0000000,-0.6390364,1.0078627,7.1530285,-0.4075029,0.6009481
1572,-13,-4.078571531150471,17.814393367536479,-13.1068754,0.0015702,16.5289249,0.3366324,-0.5856283,4.0000000,-0.6372700,1.0083700,7.3792410,-0.5339866,0.7243868
1573,-13,-4.071114891150471,17.814393367536479,-13.1059370,0.0004132,8.2644625,0.4124332,-0.6463438,4.0000000,-0.6325443,1.0089928,7.6483431,-0.6601433,0.8764459
1574,-13,-4.063658251150471,17.814393367536479,-13.1049595,-0.0009091,2.4793389,0.4757286,-0.6981381,4.0000000,-0.6219335,1.0097486,7.9605713,-0.7743427,1.0334566
1575,-13,-4.056201611150471,17.814393367536479,-13.1039352,-0.0020661,0.0000000,0.5262675,-0.7412121,4.0000000,-0.6100348,1.0106317,8.3136835,-0.8723893,1.1861608
1576,-13,-4.048744971150471,17.814393367536479,-13.1028614,-0.0029752,0.0000000,0.5703173,-0.7801896,4.0000000,-0.6004095,1.0116302,8.6890726,-0.9599696,1.3420979
1577,-13,-4.041288331150471,17.814393367536479,-13.1017332,-0.0038843,0.0000000,0.6219291,-0.8255955,4.0000000,-0.5967598,1.0127746,9.1011219,-1.0544312,1.5399919
1578,-13,-4.033831691150471,17.814393367536479,-13.1005449,-0.0047934,0.0000000,0.6649510,-0.8635801,4.0000000,-0.5962854,1.0140923,9.5572500,-1.1308749,1.7216165
1579,-13,-4.026375051150471,17.814393367536479,-13.0992908,0.0042975,42.9752083,0.6984408,-0.8927450,4.0000000,-0.5995351,1.0155653,10.0375528,-1.1859548,1.8716125
1580,-13,-4.018918411150471,17.814393367536479,-13.0979691,0.0029752,33.8842964,0.7238409,-0.9150149,4.0000000,-0.6057737,1.0171922,10.5426378,-1.2242560,1.9952134
1581,-13,-4.011461771150471,17.814393367536479,-13.0965757,0.0011570,24.7933884,0.7487024,-0.9378490,4.0000000,-0.6148195,1.0189811,11.0691385,-1.2608784,2.1309030
1582,-13,-4.004005131150471,17.814393367536479,-13.0951090,-0.0006612,15.7024794,0.7652227,-0.9569567,4.0000000,-0.6231816,1.0209315,11.6152430,-1.2907318,2.2610939
1583,-13,-3.996548491150471,17.814393367536479,-13.0935659,-0.0023967,7.4380164,0.7750016,-0.9744526,4.0000000,-0.6310366,1.0230689,12.1854620,-1.3178685,2.3983674
1584,-13,-3.989091851150471,17.814393367536479,-13.0919437,-0.0038843,1.6528926,0.7645086,-0.9799043,4.0000000,-0.6361675,1.0253885,12.7716885,-1.3236412,2.4838459
1585,-13,-3.981635211150471,17.814393367536479,-13.0902405,-0.0052893,0.0000000,0.7503662,-0.9865117,4.0000000,-0.6409978,1.0278471,13.3621979,-1.3320256,2.5897574
1586,-13,-3.974178571150471,17.814393367536479,-13.0884571,0.0028926,41.3223152,0.7304009,-0.9952249,4.0000000,-0.6427480,1.0304877,13.9661360,-1.3477018,2.7295721
1587,-13,-3.966721931150471,17.814393367536479,-13.0865889,0.0010744,32.2314034,0.6925737,-0.9924846,4.0000000,-0.6394680,1.0333523,14.5955734,-1.3455012,2.8137259
1588,-13,-3.959265291150472,17.814393367536479,-13.0846348,-0.0007438,23.1404953,0.6270908,-0.9654381,4.0000000,-0.6305764,1.0363325,15.2186356,-1.3002996,2.7534096
1589,-13,-3.951808651150472,17.814393367536479,-13.0825977,-0.0028099,14.0495872,0.5538805,-0.9276934,4.0000000,-0.6164363,1.0393429,15.8173695,-1.2389504,2.6270010
1590,-13,-3.944352011150472,17.814393367536479,-13.0804796,-0.0052893,4.9586778,0.4862247,-0.8899130,4.0000000,-0.5982850,1.0423717,16.3954868,-1.1815410,2.4971561
1591,-13,-3.936895371150472,17.814393367536479,-13.0782843,0.0023967,42.1487617,0.4251575,-0.8516524,4.0000000,-0.5768616,1.0454073,16.9532795,-1.1264431,2.3578842
1592,-13,-3.929438731150471,17.814393367536479,-13.0760136,0.0005785,33.0578499,0.3739074,-0.8164068,4.0000000,-0.5539038,1.0484378,17.4881725,-1.0789099,2.2278004
1593,-13,-3.921982091150471,17.814393367536479,-13.0736713,-0.0015702,23.9669418,0.3301428,-0.7835799,4.0000000,-0.5309043,1.0514830,18.0073242,-1.0362555,2.1061926
1594,-13,-3.914525451150471,17.814393367536479,-13.0712576,-0.0041322,14.8760328,0.2941923,-0.7552449,4.0000000,-0.5083510,1.0545233,18.5087738,-1.0021387,2.0046203
1595,-13,-3.907068811150471,17.814393367536479,-13.0687761,0.0031405,45.4545441,0.2635645,-0.7308785,4.0000000,-0.4863304,1.0575724,18.9955730,-0.9754266,1.9226440
1596,-13,-3.899612171150471,17.814393367536479,-13.0662270,0.0006612,36.3636360,0.2354745,-0.7049511,4.0000000,-0.4629737,1.0606649,19.4772167,-0.9469284,1.8278290
1597,-13,-3.892155531150471,17.814393367536479,-13.0636110,-0.0016529,27.2727280,0.2090359,-0.6718897,4.0000000,-0.4376729,1.0637312,19.9398308,-0.9061065,1.6869779
1598,-13,-3.884698891150471,17.814393367536479,-13.0609322,-0.0043802,18.1818180,0.1873137,-0.6407651,4.0000000,-0.4107448,1.0667205,20.3770657,-0.8707855,1.5527186
1599,-13,-3.877242251150471,17.814393367536479,-13.0581923,0.0028926,43.8016510,0.1722274,-0.6178065,4.0000000,-0.3804780,1.0696813,20.8000336,-0.8551350,1.4547116
1600,-13,-3.869785611150471,17.814393367536479,-13.0553923,0.0000000,34.7107430,0.1587491,-0.5988215,4.0000000,-0.3469459,1.0726634,21.2153969,-0.8506970,1.3773334
1601,-13,-3.862328971150471,17.814393367536479,-13.0525331,-0.0028926,25.6198349,0.1430693,-0.5795850,4.0000000,-0.3090052,1.0756499,21.6224823,-0.8501648,1.3046428
1602,-13,-3.854872331150471,17.814393367536479,-13.0496149,0.0043802,48.7603302,0.1235303,-0.5557557,4.0000000,-0.2648012,1.0786514,22.0221405,-0.8467103,1.2173122
1603,-13,-3.847415691150471,17.814393367536479,-13.0466375,0.0013223,39.6694221,0.0965201,-0.5221404,4.0000000,-0.2130546,1.0816191,22.4104519,-0.8312262,1.1017749
1604,-13,-3.839959051150471,17.814393367536479,-13.0436039,-0.0018182,30.5785122,0.0646550,-0.4755885,4.0000000,-0.1534559,1.0844865,22.7772961,-0.7977211,0.9467323
1605,-13,-3.832502411150471,17.814393367536479,-13.0405159,-0.0047107,21.4876041,0.0269351,-0.4174124,4.0000000,-0.0835613,1.0871743,23.1145687,-0.7512634,0.7789423
1606,-13,-3.825045771150471,17.814393367536479,-13.0373793,0.0022314,42.1487617,-0.0129241,-0.3506390,4.0000000,-0.0061423,1.0896224,23.4153309,-0.6951357,0.6223928
1607,-13,-3.817589131150472,17.814393367536479,-13.0341969,-0.0011570,33.0578499,-0.0545997,-0.2755640,4.0000000,0.0793354,1.0917779,23.6767082,-0.6304634,0.4976007
1608,-13,-3.810132491150472,17.814393367536479,-13.0309763,-0.0042975,23.9669418,-0.0952527,-0.1943721,4.0000000,0.1703642,1.0935773,23.8931274,-0.5591084,0.4236348
1609,-13,-3.802675851150472,17.814393367536479,-13.0277233,0.0027273,43.8016510,-0.1325994,-0.1049663,4.0000000,0.2673593,1.0950305,24.0645523,-0.4772919,0.4109444
1610,-13,-3.795219211150472,17.814393367536479,-13.0244436,-0.0007438,34.7107430,-0.1591904,-0.0042007,4.0000000,0.3673758,1.0960636,24.1875896,-0.3757772,0.4649902
1611,-13,-3.787762571150472,17.814393367536479,-13.0211458,-0.0039669,25.6198349,-0.1690343,0.1072858,4.0000000,0.4686298,1.0965886,24.2478905,-0.2540582,0.6044930
1612,-13,-3.780305931150472,17.814393367536479,-13.0178385,0.0032231,43.8016510,-0.1543267,0.2313439,4.0000000,0.5716238,1.0965508,24.2462616,-0.1089360,0.8493202
1613,-13,-3.772849291150472,17.814393367536479,-13.0145330,-0.0002479,34.7107430,-0.1104841,0.3638881,4.0000000,0.6730680,1.0958972,24.1700478,0.0547081,1.2144237
1614,-13,-3.765392651150472,17.814393367536479,-13.0112400,-0.0035537,25.6198349,-0.0393512,0.4997542,4.0000000,0.7716458,1.0945910,24.0140114,0.2278626,1.7054232
1615,-13,-3.757936011150472,17.814393367536479,-13.0079718,0.0035537,44.6280975,0.0603023,0.6351560,4.0000000,0.8636736,1.0926571,23.7866096,0.4066384,2.2979372
1616,-13,-3.750479371150472,17.814393367536479,-13.0047398,0.0002479,35.5371895,0.1969089,0.7749388,4.0000000,0.9499735,1.0901222,23.4802284,0.5999041,2.9976776
1617,-13,-3.743022731150472,17.814393367536479,-13.0015554,-0.0030579,26.4462814,0.3633834,0.9131730,4.0000000,1.0253240,1.0869797,23.0931892,0.8010219,3.7727189
1618,-12,-3.735566091150472,17.814393367536479,-12.9984322,0.0040496,47.1074371,0.5543696,1.0471535,4.0000000,1.0882865,1.0832826,22.6273785,1.0060204,4.5922289
1619,-12,-3.728109451150472,17.814393367536479,-12.9953804,0.0013223,38.0165291,0.7591065,1.1732841,4.0000000,1.1380254,1.0790852,22.0835247,1.2085427,5.4183764
1620,-12,-3.720652811150472,17.814393367536479,-12.9924126,-0.0019008,28.9256191,0.9720868,1.2894635,4.0000000,1.1713529,1.0744884,21.4672203,1.4075742,6.2040973
1621,-12,-3.713196171150472,17.814393367536479,-12.9895382,0.0052066,48.7603302,1.1708337,1.3890120,4.0000000,1.1884520,1.0695808,20.7836189,1.5895720,6.8859248
1622,-13,-4.436490251150471,17.806936727536481,-13.1543112,-0.0012397,2.4793389,-1.3467301,-0.5486911,4.0000000,0.0180579,1.0100543,8.0795279,-1.1154401,4.0308104
1623,-13,-4.429033611150471,17.806936727536481,-13.1541853,-0.0012397,1.6528926,-1.3857888,-0.5980067,4.0000000,0.0535067,1.0087963,7.5551124,-1.2495202,4.3232660
1624,-13,-4.421576971150471,17.806936727536481,-13.1540451,-0.0012397,0.8264463,-1.3848046,-0.6620607,4.0000000,0.0776118,1.0076129,7.0260749,-1.4017333,4.6311493
1625,-13,-4.414120331150471,17.806936727536481,-13.1538868,-0.0012397,0.0000000,-1.3273549,-0.7431075,4.0000000,0.0882697,1.0065167,6.4975553,-1.5744847,4.9580684
1626,-13,-4.406663691150471,17.806936727536481,-13.1537066,-0.0012397,0.0000000,-1.1965194,-0.8429348,4.0000000,0.0878012,1.0055321,5.9794250,-1.7736708,5.3158879
1627,-13,-4.399207051150471,17.806936727536481,-13.1534986,-0.0012397,0.0000000,-0.9793423,-0.9598889,4.0000000,0.0816660,1.0046858,5.4945455,-2.0014439,5.7118220
1628,-13,-4.391750411150471,17.806936727536481,-13.1532536,-0.0013223,0.0000000,-0.6762417,-1.0880946,4.0000000,0.0705843,1.0040048,5.0700784,-2.2467735,6.1444993
1629,-13,-4.384293771150471,17.806936727536481,-13.1529617,-0.0014876,0.0000000,-0.2922480,-1.2237529,4.0000000,0.0360409,1.0035262,4.7440948,-2.4835465,6.6228924
1630,-13,-4.376837131150471,17.806936727536481,-13.1526108,-0.0023140,0.0000000,0.1387030,-1.3524746,5.0000000,-0.0557640,1.0032814,4.5690641,-2.6491852,7.0844555
1631,-13,-4.369380491150471,17.806936727536481,-13.1521921,-0.0031405,0.0000000,0.5591317,-1.4578494,5.0000000,-0.2417562,1.0033008,4.5839524,-2.6739426,7.4323845
1632,-13,-4.361923851150471,17.806936727536481,-13.1516943,-0.0039669,0.0000000,0.9375598,-1.5362176,4.0000000,-0.5211543,1.0035950,4.7878203,-2.5512810,7.6271992
1633,-13,-4.354467211150471,17.806936727536481,-13.1511126,-0.0047934,0.0000000,1.2693191,-1.5918437,4.0000000,-0.8370995,1.0041550,5.1599588,-2.3465881,7.6821761
1634,-13,-4.347010571150471,17.806936727536481,-13.1504440,-0.0056198,0.0000000,1.5596498,-1.6308445,4.0000000,-1.1225653,1.0049838,5.6617260,-2.1391237,7.6350627
1635,-13,-4.339553931150471,17.806936727536481,-13.1496830,0.0035537,35.5371895,1.7990301,-1.6540247,4.0000000,-1.3445854,1.0060701,6.2577000,-1.9634640,7.4981794
1636,-13,-4.332097291150471,17.806936727536481,-13.1488295,0.0027273,27.2727280,1.9624866,-1.6566640,4.0000000,-1.4972039,1.0073936,6.9175291,-1.8161242,7.2470450
1637,-13,-4.324640651150471,17.806936727536481,-13.1478815,0.0019835,19.8347111,2.0247180,-1.6318130,5.0000000,-1.5889837,1.0089127,7.6013336,-1.6746424,6.8348103
1638,-13,-4.317184011150471,17.806936727536481,-13.1468410,0.0009917,12.3966942,1.9945208,-1.5820689,5.0000000,-1.6349897,1.0105554,8.2770405,-1.5291480,6.2888012
1639,-13,-4.309727371150471,17.806936727536481,-13.1457138,-0.0005785,5.7851238,1.8769941,-1.5085925,4.0000000,-1.6468215,1.0122550,8.9203587,-1.3703634,5.6389866
1640,-13,-4.302270731150471,17.806936727536481,-13.1445045,-0.0020661,0.0000000,1.6850153,-1.4142399,4.0000000,-1.6350361,1.0139188,9.5070076,-1.1934435,4.9318004
1641,-13,-4.294814091150471,17.806936727536481,-13.1432247,-0.0029752,0.0000000,1.4677671,-1.3143700,4.0000000,-1.6058497,1.0154613,10.0165510,-1.0228903,4.2784891
1642,-13,-4.287357451150471,17.806936727536481,-13.1418829,-0.0038843,0.0000000,1.2882262,-1.2282494,4.0000000,-1.5655662,1.0168797,10.4567499,-0.8909327,3.7588248
1643,-13,-4.279900811150471,17.806936727536481,-13.1404867,-0.0047934,0.0000000,1.1408271,-1.1539439,4.0000000,-1.5166295,1.0181934,10.8521729,-0.7912583,3.3395965
1644,-13,-4.272444171150472,17.806936727536481,-13.1390429,0.0041322,42.9752083,0.9857975,-1.0772418,4.0000000,-1.4603173,1.0194005,11.2038240,-0.6941662,2.9545512
1645,-13,-4.264987531150471,17.806936727536481,-13.1375551,0.0026446,33.8842964,0.8106986,-0.9917690,4.0000000,-1.3968102,1.0204648,11.5028811,-0.5867279,2.5813630
1646,-13,-4.257530891150472,17.806936727536481,-13.1360321,0.0008264,24.7933884,0.5908743,-0.8867022,4.0000000,-1.3280503,1.0213485,11.7503672,-0.4453542,2.2108784
1647,-13,-4.250074251150472,17.806936727536481,-13.1344805,-0.0009917,15.7024794,0.3447479,-0.7658404,4.0000000,-1.2556242,1.0219638,11.9170074,-0.2760565,1.8804680
1648,-13,-4.242617611150472,17.806936727536481,-13.1329136,-0.0028099,6.6115704,0.1090038,-0.6410940,4.0000000,-1.1807201,1.0222596,11.9948673,-0.1014680,1.6258993
1649,-13,-4.235160971150472,17.806936727536481,-13.1313410,-0.0043802,0.0000000,-0.0882685,-0.5224759,4.0000000,-1.1038810,1.0222758,12.0002565,0.0589291,1.4456552
1650,-13,-4.227704331150472,17.806936727536481,-13.1297731,0.0047107,47.1074371,-0.2465104,-0.4116961,4.0000000,-1.0280994,1.0220222,11.9296017,0.2047072,1.3273977
1651,-13,-4.220247691150472,17.806936727536481,-13.1282187,0.0036364,38.0165291,-0.3649332,-0.3092366,4.0000000,-0.9528387,1.0215379,11.8008690,0.3343655,1.2496784
1652,-13,-4.212791051150472,17.806936727536481,-13.1266851,0.0020661,28.9256191,-0.4652129,-0.2046488,4.0000000,-0.8773789,1.0208712,11.6216497,0.4680814,1.2185104
1653,-13,-4.205334411150472,17.806936727536481,-13.1251793,0.0002479,19.8347111,-0.5707470,-0.0867507,4.0000000,-0.8049314,1.0199918,11.3786898,0.6314300,1.2800277
1654,-13,-4.197877771150472,17.806936727536481,-13.1237116,-0.0015702,10.7438021,-0.6679860,0.0362199,4.0000000,-0.7383254,1.0188543,11.0565443,0.8107651,1.4419752
1655,-13,-4.190421131150472,17.806936727536481,-13.1222935,-0.0032231,3.3057852,-0.7325329,0.1496888,4.0000000,-0.6753173,1.0174952,10.6536140,0.9746948,1.6491629
1656,-13,-4.182964491150472,17.806936727536481,-13.1209335,-0.0044628,0.0000000,-0.7597669,0.2374868,4.0000000,-0.6234534,1.0160004,10.1887093,1.0984269,1.8328419
1657,-13,-4.175507851150472,17.806936727536481,-13.1196394,0.0046281,46.2809906,-0.7417846,0.2859861,4.0000000,-0.5813261,1.0144444,9.6804028,1.1532983,1.8882154
1658,-13,-4.168051211150472,17.806936727536481,-13.1184158,0.0037190,37.1900826,-0.6953270,0.2974539,4.0000000,-0.5509520,1.0129570,9.1694288,1.1458598,1.8098896
1659,-13,-4.160594571150471,17.806936727536481,-13.1172590,0.0028099,28.0991745,-0.6340920,0.2796606,4.0000000,-0.5313791,1.0116085,8.6801624,1.0907001,1.6340998
1660,-13,-4.153137931150471,17.806936727536481,-13.1161671,0.0019008,19.0082645,-0.5796002,0.2455632,4.0000000,-0.5247905,1.0104126,8.2225904,1.0159169,1.4434936
1661,-13,-4.145681291150471,17.806936727536481,-13.1151342,0.0007438,9.9173555,-0.5246229,0.1964979,4.0000000,-0.5278068,1.0093873,7.8090868,0.9208025,1.2385882
1662,-13,-4.138224651150471,17.806936727536481,-13.1141558,-0.0005785,2.4793389,-0.4705942,0.1355691,4.0000000,-0.5405664,1.0085238,7.4418859,0.8117048,1.0433491
1663,-13,-4.130768011150471,17.806936727536481,-13.1132240,-0.0017355,0.0000000,-0.4004835,0.0547167,4.0000000,-0.5607703,1.0078315,7.1308465,0.6702038,0.8365252
1664,-13,-4.123311371150471,17.806936727536481,-13.1123314,-0.0026446,0.0000000,-0.3090648,-0.0458135,4.0000000,-0.5880696,1.0073185,6.8932261,0.4964425,0.6465211
1665,-13,-4.115854731150471,17.806936727536481,-13.1114674,-0.0035537,0.0000000,-0.1918296,-0.1621168,4.0000000,-0.6188208,1.0070004,6.7416258,0.2945873,0.5068142
1666,-13,-4.108398091150471,17.806936727536481,-13.1106195,-0.0044628,0.0000000,-0.0573129,-0.2843976,4.0000000,-0.6512746,1.0068825,6.6848640,0.0824794,0.4561675
1667,-13,-4.100941451150471,17.806936727536481,-13.1097746,0.0046281,46.2809906,0.0819983,-0.4016406,4.0000000,-0.6822918,1.0069597,6.7238693,-0.1209893,0.5011806
1668,-13,-4.093484811150471,17.806936727536481,-13.1089211,0.0037190,37.1900826,0.2080889,-0.5004492,4.0000000,-0.7062113,1.0072060,6.8456211,-0.2946872,0.6087486
1669,-13,-4.086028171150471,17.806936727536481,-13.1080484,0.0028099,28.0991745,0.3178449,-0.5815637,4.0000000,-0.7220149,1.0075952,7.0290484,-0.4411126,0.7443123
1670,-13,-4.078571531150471,17.806936727536481,-13.1071482,0.0019008,19.0082645,0.4146367,-0.6498592,4.0000000,-0.7285042,1.0081146,7.2647858,-0.5712141,0.8916913
1671,-13,-4.071114891150471,17.806936727536481,-13.1062136,0.0007438,9.9173555,0.5080144,-0.7145408,4.0000000,-0.7297247,1.0087603,7.5464559,-0.6993569,1.0635250
1672,-13,-4.063658251150471,17.806936727536481,-13.1052380,-0.0005785,3.3057852,0.5856960,-0.7683144,4.0000000,-0.7234024,1.0095406,7.8762279,-0.8132264,1.2333163
1673,-13,-4.056201611150471,17.806936727536481,-13.1042156,-0.0018182,0.0000000,0.6446744,-0.8099573,4.0000000,-0.7147727,1.0104518,8.2425566,-0.9051419,1.3850042
1674,-13,-4.048744971150471,17.806936727536481,-13.1031408,-0.0027273,0.0000000,0.6942657,-0.8460460,4.0000000,-0.7065969,1.0114740,8.6306429,-0.9854952,1.5325211
1675,-13,-4.041288331150471,17.806936727536481,-13.1020107,-0.0036364,0.0000000,0.7473286,-0.8851948,4.0000000,-0.7015778,1.0126355,9.0530052,-1.0688118,1.7073301
1676,-13,-4.033831691150471,17.806936727536481,-13.1008196,-0.0045455,0.0000000,0.7895036,-0.9169607,4.0000000,-0.6982110,1.0139613,9.5121231,-1.1357104,1.8630940
1677,-13,-4.026375051150471,17.806936727536481,-13.0995636,0.0045455,45.4545441,0.8183563,-0.9389622,4.0000000,-0.6981472,1.0154217,9.9928045,-1.1797770,1.9805868
1678,-13,-4.018918411150471,17.806936727536481,-13.0982409,0.0033058,36.3636360,0.8375022,-0.9548662,4.0000000,-0.6994013,1.0170189,10.4914551,-1.2103311,2.0756369
1679,-13,-4.011461771150471,17.806936727536481,-13.0968485,0.0014876,27.2727280,0.8537787,-0.9701989,4.0000000,-0.7021348,1.0187656,11.0082407,-1.2382629,2.1761336
1680,-13,-4.004005131150471,17.806936727536481,-13.0953836,-0.0003306,18.1818180,0.8696044,-0.9868398,4.0000000,-0.7075986,1.0206604,11.5404329,-1.2660811,2.2927797
1681,-13,-3.996548491150471,17.806936727536481,-13.0938454,-0.0021488,9.0909090,0.8789920,-1.0016313,4.0000000,-0.7136430,1.0227213,12.0943918,-1.2896196,2.4126284
1682,-13,-3.989091851150471,17.806936727536481,-13.0922308,-0.0037190,2.4793389,0.8697677,-1.0064780,4.0000000,-0.7193099,1.0249482,12.6646538,-1.2936460,2.4919484
1683,-13,-3.981635211150471,17.806936727536481,-13.0905380,-0.0051240,0.0000000,0.8569829,-1.0122577,4.0000000,-0.7251118,1.0273110,13.2351723,-1.2994035,2.5896475
1684,-13,-3.974178571150471,17.806936727536481,-13.0887671,0.0031405,42.1487617,0.8454612,-1.0236049,4.0000000,-0.7305869,1.0298479,13.8216619,-1.3166229,2.7370236
1685,-13,-3.966721931150471,17.806936727536481,-13.0869150,0.0013223,33.0578499,0.8180861,-1.0262140,4.0000000,-0.7336470,1.0325969,14.4320326,-1.3187811,2.8465564
1686,-13,-3.959265291150472,17.806936727536481,-13.0849791,-0.0004959,23.9669418,0.7613796,-1.0067344,4.0000000,-0.7316800,1.0354663,15.0398760,-1.2817887,2.8272471
1687,-13,-3.951808651150472,17.806936727536481,-13.0829620,-0.0024793,14.8760328,0.6950762,-0.9770632,4.0000000,-0.7256218,1.0383871,15.6295004,-1.2285048,2.7440104
1688,-13,-3.944352011150472,17.806936727536481,-13.0808659,-0.0048760,5.7851238,0.6354319,-0.9469559,4.0000000,-0.7162160,1.0413526,16.2015419,-1.1776959,2.6475480
1689,-13,-3.936895371150472,17.806936727536481,-13.0786924,0.0027273,43.8016510,0.5815973,-0.9164594,4.0000000,-0.7033548,1.0443330,16.7574520,-1.1295640,2.5399132
1690,-13,-3.929438731150471,17.806936727536481,-13.0764456,0.0009091,34.7107430,0.5335599,-0.8870702,4.0000000,-0.6869116,1.0473298,17.2937546,-1.0872287,2.4326899
