OID_,RegI,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1880,-12,-2.393370891150473,18.515317527536478,-12.9760303,0.0007438,19.0082645,-0.5379876,-0.4684028,4.0000000,0.2211426,1.0166080,10.3665113,-1.1579481,2.0418918
1881,-12,-2.385914251150473,18.515317527536478,-12.9765654,0.0014050,23.1404953,-0.5753182,-0.4766892,4.0000000,0.2034250,1.0169715,10.4779453,-1.1568036,2.1570418
1882,-12,-2.378457611150472,18.515317527536478,-12.9771261,0.0020661,28.0991745,-0.6012649,-0.4931727,4.0000000,0.1734335,1.0173283,10.5875521,-1.1597790,2.2825637
1883,-12,-2.371000971150472,18.515317527536478,-12.9777117,0.0027273,33.0578499,-0.5998144,-0.5193952,4.0000000,0.1241926,1.0176729,10.6926985,-1.1629831,2.3947456
1884,-12,-2.363544331150472,18.515317527536478,-12.9783220,0.0033884,38.0165291,-0.5818421,-0.5530509,4.0000000,0.0622511,1.0179936,10.7870455,-1.1683530,2.5123994
1885,-12,-2.356087691150472,18.515317527536478,-12.9789543,0.0040496,42.9752083,-0.5518960,-0.5889567,4.0000000,-0.0059292,1.0182700,10.8700876,-1.1719841,2.6258743
1886,-12,-2.348631051150472,18.515317527536478,-12.9796076,0.0046281,47.9338837,-0.5148637,-0.6254368,4.0000000,-0.0804590,1.0185055,10.9393625,-1.1704146,2.7390499
1887,-12,-2.341174411150472,18.515317527536478,-12.9802799,-0.0048760,0.0000000,-0.4635229,-0.6632327,4.0000000,-0.1614654,1.0186828,10.9909096,-1.1650001,2.8409848
1888,-12,-2.706549771150472,18.507860887536477,-12.9500036,-0.0049587,0.8264463,-0.0420722,-0.0029376,4.0000000,0.1941015,1.0222443,11.9879417,-0.1999768,0.0919117
1889,-12,-2.699093131150472,18.507860887536477,-12.9510126,-0.0040496,2.4793389,-0.0176137,-0.1217978,4.0000000,0.0555175,1.0224860,12.0520620,-0.2991132,0.0992737
1890,-12,-2.691636491150472,18.507860887536477,-12.9520197,-0.0031405,4.9586778,0.0312740,-0.2370737,4.0000000,-0.0795402,1.0225571,12.0700541,-0.3946073,0.1703173
1891,-12,-2.684179851150472,18.507860887536477,-12.9530144,-0.0021488,8.2644625,0.0976859,-0.3423745,4.0000000,-0.2026173,1.0224692,12.0460281,-0.4821317,0.2899630
1892,-12,-2.676723211150472,18.507860887536477,-12.9539909,-0.0012397,11.5702477,0.1707047,-0.4322124,4.0000000,-0.3053174,1.0222641,11.9901619,-0.5591074,0.4331117
1893,-12,-2.669266571150472,18.507860887536477,-12.9549427,-0.0003306,15.7024794,0.2429342,-0.5067875,4.0000000,-0.3898891,1.0219803,11.9128876,-0.6236860,0.5800354
1894,-12,-2.661809931150472,18.507860887536477,-12.9558687,0.0005785,20.6611576,0.3050492,-0.5651911,4.0000000,-0.4532684,1.0216415,11.8203287,-0.6771139,0.7162758
1895,-12,-2.654353291150472,18.507860887536477,-12.9567642,0.0014876,25.6198349,0.3525623,-0.6094308,4.0000000,-0.4995265,1.0212753,11.7229805,-0.7193352,0.8376118
1896,-12,-2.646896651150472,18.507860887536477,-12.9576311,0.0023967,31.4049587,0.3862456,-0.6436617,4.0000000,-0.5343616,1.0209101,11.6239557,-0.7529618,0.9492888
1897,-12,-2.639440011150472,18.507860887536477,-12.9584694,0.0032231,37.1900826,0.4190797,-0.6779390,4.0000000,-0.5699650,1.0205406,11.5214548,-0.7859130,1.0730088
1898,-12,-2.631983371150472,18.507860887536477,-12.9592791,0.0040496,43.8016510,0.4570173,-0.7148323,4.0000000,-0.6101829,1.0201541,11.4147348,-0.8194817,1.2118535
1899,-12,-2.624526731150472,18.507860887536477,-12.9600611,-0.0052066,0.0000000,0.4948472,-0.7508969,4.0000000,-0.6492149,1.0197334,11.2972269,-0.8525789,1.3567512
1900,-12,-2.617070091150472,18.507860887536477,-12.9608145,-0.0045455,0.0000000,0.5248778,-0.7826276,4.0000000,-0.6818751,1.0192844,11.1696301,-0.8833802,1.4995430
1901,-12,-2.609613451150472,18.507860887536477,-12.9615383,-0.0039669,0.0000000,0.5415866,-0.8081713,4.0000000,-0.7029255,1.0188198,11.0353622,-0.9134171,1.6352476
1902,-12,-2.602156811150472,18.507860887536477,-12.9622335,-0.0034711,0.8264463,0.5588189,-0.8338024,4.0000000,-0.7225417,1.0183424,10.8961096,-0.9450630,1.7753030
1903,-12,-2.594700171150472,18.507860887536477,-12.9629011,-0.0028926,1.6528926,0.5764368,-0.8592823,4.0000000,-0.7402856,1.0178546,10.7526169,-0.9782791,1.9182594
1904,-12,-2.587243531150472,18.507860887536477,-12.9635410,-0.0023140,3.3057852,0.6056066,-0.8883935,4.0000000,-0.7612146,1.0173523,10.6011581,-1.0155724,2.0688198
1905,-12,-2.579786891150472,18.507860887536477,-12.9641523,-0.0018182,4.9586778,0.6420439,-0.9185687,4.0000000,-0.7809704,1.0168326,10.4420395,-1.0561669,2.2184067
1906,-12,-2.572330251150472,18.507860887536477,-12.9647341,-0.0011570,7.4380164,0.6816094,-0.9477369,4.0000000,-0.7934543,1.0162997,10.2755384,-1.1020195,2.3594148
1907,-12,-2.564873611150472,18.507860887536477,-12.9652853,-0.0005785,9.9173555,0.7019178,-0.9668829,4.0000000,-0.7858204,1.0157731,10.1085405,-1.1479454,2.4641235
1908,-12,-2.557416971150472,18.507860887536477,-12.9658070,0.0000826,13.2231407,0.6924965,-0.9733272,4.0000000,-0.7545863,1.0152718,9.9463749,-1.1920681,2.5281887
1909,-12,-2.549960331150472,18.507860887536477,-12.9662981,0.0006612,16.5289249,0.6569421,-0.9683887,4.0000000,-0.7024227,1.0148152,9.7963219,-1.2343547,2.5535316
1910,-12,-2.542503691150472,18.507860887536477,-12.9667625,0.0012397,19.8347111,0.6090497,-0.9566827,4.0000000,-0.6403948,1.0144168,9.6627951,-1.2729706,2.5508080
1911,-12,-2.535047051150472,18.507860887536477,-12.9672022,0.0018182,23.9669418,0.5583610,-0.9417379,4.0000000,-0.5743001,1.0140773,9.5479088,-1.3091757,2.5302513
1912,-12,-2.527590411150472,18.507860887536477,-12.9676189,0.0023967,28.0991745,0.4999012,-0.9218771,4.0000000,-0.5030862,1.0138003,9.4542522,-1.3406681,2.4907436
1913,-12,-2.520133771150472,18.507860887536477,-12.9680166,0.0028926,31.4049587,0.4325722,-0.8966069,4.0000000,-0.4278726,1.0135942,9.3837614,-1.3653411,2.4335833
1914,-12,-2.512677131150472,18.507860887536477,-12.9683971,0.0033884,35.5371895,0.3505399,-0.8645436,4.0000000,-0.3448259,1.0134659,9.3371334,-1.3842613,2.3642685
1915,-12,-2.505220491150472,18.507860887536477,-12.9687634,0.0038017,38.8429756,0.2486503,-0.8242663,4.0000000,-0.2523738,1.0134158,9.3180513,-1.3961588,2.2894394
1916,-12,-2.497763851150472,18.507860887536477,-12.9691191,0.0042149,42.1487617,0.1327752,-0.7762247,4.0000000,-0.1545634,1.0134465,9.3300238,-1.3978859,2.2083955
1917,-12,-2.490307211150472,18.507860887536477,-12.9694691,0.0044628,44.6280975,0.0239912,-0.7284965,4.0000000,-0.0653048,1.0135617,9.3702030,-1.3916882,2.1353281
1918,-12,-2.482850571150472,18.507860887536477,-12.9698172,0.0047934,47.9338837,-0.0598239,-0.6877342,4.0000000,0.0044627,1.0137520,9.4358883,-1.3799311,2.0701678
1919,-12,-2.475393931150472,18.507860887536477,-12.9701672,-0.0049587,0.0000000,-0.1243171,-0.6525726,4.0000000,0.0592952,1.0139987,9.5203075,-1.3644404,2.0096574
1920,-12,-2.467937291150472,18.507860887536477,-12.9705210,-0.0047107,0.0000000,-0.1766508,-0.6213915,4.0000000,0.1038477,1.0142959,9.6203508,-1.3466307,1.9551599
1921,-12,-2.460480651150472,18.507860887536477,-12.9708805,-0.0043802,0.0000000,-0.2296584,-0.5907038,4.0000000,0.1472299,1.0146341,9.7331629,-1.3286376,1.9130148
1922,-12,-2.453024011150472,18.507860887536477,-12.9712467,-0.0041322,0.0000000,-0.2860064,-0.5595733,4.0000000,0.1907250,1.0150040,9.8563738,-1.3098716,1.8841246
1923,-12,-2.445567371150472,18.507860887536477,-12.9716244,-0.0038843,0.0000000,-0.3374426,-0.5298499,4.0000000,0.2283916,1.0154057,9.9863682,-1.2880914,1.8597426
1924,-12,-2.438110731150472,18.507860887536477,-12.9720154,-0.0036364,0.0000000,-0.3780096,-0.5067582,4.0000000,0.2551289,1.0158195,10.1194010,-1.2686452,1.8479564
1925,-12,-2.430654091150472,18.507860887536477,-12.9724207,-0.0033058,0.8264463,-0.4090417,-0.4897946,4.0000000,0.2707242,1.0162379,10.2518101,-1.2503134,1.8456277
1926,-12,-2.423197451150472,18.507860887536477,-12.9728432,-0.0028926,2.4793389,-0.4340155,-0.4789705,4.0000000,0.2771418,1.0166581,10.3837509,-1.2350829,1.8574274
1927,-12,-2.415740811150473,18.507860887536477,-12.9732847,-0.0024793,4.1322312,-0.4572381,-0.4728805,4.0000000,0.2776742,1.0170686,10.5099840,-1.2234352,1.8851517
1928,-12,-2.408284171150473,18.507860887536477,-12.9737453,-0.0019008,6.6115704,-0.4893623,-0.4685083,4.0000000,0.2796354,1.0174778,10.6323605,-1.2166519,1.9388492
1929,-12,-2.400827531150473,18.507860887536477,-12.9742279,-0.0014050,9.0909090,-0.5273673,-0.4658210,4.0000000,0.2813216,1.0178881,10.7540321,-1.2129636,2.0119843
1930,-12,-2.393370891150473,18.507860887536477,-12.9747324,-0.0008264,12.3966942,-0.5670129,-0.4666793,4.0000000,0.2793997,1.0182966,10.8759890,-1.2127582,2.1027617
1931,-12,-2.385914251150473,18.507860887536477,-12.9752607,-0.0001653,15.7024794,-0.6024425,-0.4726582,4.0000000,0.2686079,1.0187132,10.9986105,-1.2139243,2.2052085
1932,-12,-2.378457611150472,18.507860887536477,-12.9758158,0.0004959,19.8347111,-0.6260500,-0.4848865,4.0000000,0.2460470,1.0191358,11.1206360,-1.2158198,2.3084669
1933,-12,-2.371000971150472,18.507860887536477,-12.9763956,0.0011570,23.9669418,-0.6247907,-0.5079919,4.0000000,0.2037193,1.0195510,11.2391710,-1.2197031,2.4062760
1934,-12,-2.363544331150472,18.507860887536477,-12.9770012,0.0019008,28.9256191,-0.6082851,-0.5368101,4.0000000,0.1492489,1.0199432,11.3508463,-1.2228692,2.5023084
1935,-12,-2.356087691150472,18.507860887536477,-12.9776306,0.0026446,33.8842964,-0.5832203,-0.5671322,4.0000000,0.0884904,1.0202976,11.4497776,-1.2227547,2.5948777
1936,-12,-2.348631051150472,18.507860887536477,-12.9782829,0.0033058,38.8429756,-0.5489820,-0.5993719,4.0000000,0.0181140,1.0206063,11.5363083,-1.2168578,2.6863263
1937,-12,-2.341174411150472,18.507860887536477,-12.9789553,0.0038843,42.9752083,-0.5057916,-0.6314514,4.0000000,-0.0586891,1.0208541,11.6055279,-1.2042136,2.7674294
1938,-12,-2.706549771150472,18.500404247536480,-12.9487801,0.0038017,41.3223152,-0.0851351,-0.0067564,4.0000000,0.2800330,1.0221239,11.9547215,-0.2935457,0.1858798
1939,-12,-2.699093131150472,18.500404247536480,-12.9497766,0.0047107,47.9338837,-0.0569059,-0.1219186,4.0000000,0.1449160,1.0225018,12.0530663,-0.3887531,0.1832703
1940,-12,-2.691636491150472,18.500404247536480,-12.9507713,-0.0043802,2.4793389,-0.0067364,-0.2331901,4.0000000,0.0140087,1.0227135,12.1094246,-0.4803890,0.2416363
1941,-12,-2.684179851150472,18.500404247536480,-12.9517555,-0.0033884,4.9586778,0.0594944,-0.3343701,4.0000000,-0.1065208,1.0227685,12.1223440,-0.5622195,0.3445258
1942,-12,-2.676723211150472,18.500404247536480,-12.9527216,-0.0025620,7.4380164,0.1315081,-0.4197142,4.0000000,-0.2096800,1.0227032,12.1044455,-0.6297485,0.4663153
1943,-12,-2.669266571150472,18.500404247536480,-12.9536657,-0.0016529,10.7438021,0.2018974,-0.4902292,4.0000000,-0.2947289,1.0225511,12.0653677,-0.6857294,0.5914849
1944,-12,-2.661809931150472,18.500404247536480,-12.9545822,-0.0007438,14.8760328,0.2618604,-0.5443063,4.0000000,-0.3589953,1.0223480,12.0091257,-0.7296174,0.7037578
1945,-12,-2.654353291150472,18.500404247536480,-12.9554720,0.0001653,19.0082645,0.3034448,-0.5809618,4.0000000,-0.4015858,1.0221212,11.9472637,-0.7603378,0.7920531
1946,-12,-2.646896651150472,18.500404247536480,-12.9563332,0.0010744,23.9669418,0.3342360,-0.6099478,4.0000000,-0.4350359,1.0218786,11.8842478,-0.7848597,0.8745345
1947,-12,-2.639440011150472,18.500404247536480,-12.9571667,0.0019008,28.9256191,0.3635504,-0.6387256,4.0000000,-0.4692976,1.0216204,11.8162041,-0.8081535,0.9663787
1948,-12,-2.631983371150472,18.500404247536480,-12.9579744,0.0027273,34.7107430,0.3993238,-0.6714829,4.0000000,-0.5106493,1.0213420,11.7426958,-0.8323166,1.0746636
1949,-12,-2.624526731150472,18.500404247536480,-12.9587564,0.0035537,40.4958687,0.4354174,-0.7043517,4.0000000,-0.5512823,1.0210288,11.6568499,-0.8574212,1.1918597
1950,-12,-2.617070091150472,18.500404247536480,-12.9595098,0.0042975,46.2809906,0.4669409,-0.7352654,4.0000000,-0.5866506,1.0206822,11.5604534,-0.8838801,1.3151144
1951,-12,-2.609613451150472,18.500404247536480,-12.9602365,-0.0050413,0.0000000,0.4848836,-0.7597774,4.0000000,-0.6100096,1.0203103,11.4575071,-0.9095453,1.4327610
1952,-12,-2.602156811150472,18.500404247536480,-12.9609365,-0.0045455,0.0000000,0.5041151,-0.7853328,4.0000000,-0.6322913,1.0199149,11.3486977,-0.9383743,1.5591798
1953,-12,-2.594700171150472,18.500404247536480,-12.9616098,-0.0039669,0.0000000,0.5247454,-0.8117133,4.0000000,-0.6530813,1.0195030,11.2316132,-0.9703454,1.6931525
1954,-12,-2.587243531150472,18.500404247536480,-12.9622564,-0.0034711,0.8264463,0.5581546,-0.8431078,4.0000000,-0.6794037,1.0190717,11.1071596,-1.0068120,1.8413191
1955,-12,-2.579786891150472,18.500404247536480,-12.9628763,-0.0030579,1.6528926,0.6015727,-0.8772109,4.0000000,-0.7072605,1.0186104,10.9737282,-1.0471612,1.9959550
1956,-12,-2.572330251150472,18.500404247536480,-12.9634676,-0.0024793,3.3057852,0.6508343,-0.9119764,4.0000000,-0.7306914,1.0181227,10.8309641,-1.0932614,2.1517518
1957,-12,-2.564873611150472,18.500404247536480,-12.9640293,-0.0019835,4.9586778,0.6823872,-0.9380060,4.0000000,-0.7352243,1.0176321,10.6825199,-1.1407877,2.2833867
1958,-12,-2.557416971150472,18.500404247536480,-12.9645596,-0.0014050,7.4380164,0.6849788,-0.9514611,4.0000000,-0.7146391,1.0171584,10.5372524,-1.1882831,2.3779995
1959,-12,-2.549960331150472,18.500404247536480,-12.9650602,-0.0009091,9.9173555,0.6621608,-0.9538428,4.0000000,-0.6747926,1.0167176,10.4013662,-1.2328929,2.4370220
1960,-12,-2.542503691150472,18.500404247536480,-12.9655333,-0.0003306,12.3966942,0.6282641,-0.9507130,4.0000000,-0.6263369,1.0163202,10.2777386,-1.2750891,2.4751105
1961,-12,-2.535047051150472,18.500404247536480,-12.9659796,0.0002479,15.7024794,0.5881302,-0.9429773,4.0000000,-0.5719373,1.0159742,10.1682568,-1.3140173,2.4900675
1962,-12,-2.527590411150472,18.500404247536480,-12.9664030,0.0008264,19.0082645,0.5383198,-0.9291776,4.0000000,-0.5115171,1.0156856,10.0756359,-1.3468380,2.4790125
1963,-12,-2.520133771150472,18.500404247536480,-12.9668045,0.0014050,22.3140488,0.4820274,-0.9104852,4.0000000,-0.4470101,1.0154598,10.0021534,-1.3739603,2.4465263
1964,-12,-2.512677131150472,18.500404247536480,-12.9671860,0.0019835,26.4462814,0.4113484,-0.8852773,4.0000000,-0.3743228,1.0153009,9.9498272,-1.3962319,2.3994076
1965,-12,-2.505220491150472,18.500404247536480,-12.9675512,0.0024793,29.7520657,0.3138672,-0.8483290,4.0000000,-0.2880201,1.0152165,9.9221725,-1.4086379,2.3308957
1966,-12,-2.497763851150472,18.500404247536480,-12.9679041,0.0029752,33.0578499,0.1976770,-0.8019912,4.0000000,-0.1933561,1.0152141,9.9209661,-1.4106262,2.2511432
1967,-12,-2.490307211150472,18.500404247536480,-12.9682484,0.0033058,35.5371895,0.0856110,-0.7557371,4.0000000,-0.1044673,1.0152895,9.9455347,-1.4070070,2.1829026
1968,-12,-2.482850571150472,18.500404247536480,-12.9685879,0.0037190,38.8429756,-0.0052869,-0.7145146,4.0000000,-0.0314569,1.0154380,9.9932747,-1.3975722,2.1196487
1969,-12,-2.475393931150472,18.500404247536480,-12.9689283,0.0040496,41.3223152,-0.0783581,-0.6774194,4.0000000,0.0282589,1.0156478,10.0614891,-1.3830978,2.0576310
1970,-12,-2.467937291150472,18.500404247536480,-12.9692698,0.0043802,43.8016510,-0.1406785,-0.6430955,4.0000000,0.0794014,1.0159122,10.1455345,-1.3655924,2.0001824
1971,-12,-2.460480651150472,18.500404247536480,-12.9696159,0.0047107,47.1074371,-0.2026330,-0.6094913,4.0000000,0.1288976,1.0162261,10.2440729,-1.3478802,1.9560401
1972,-12,-2.453024011150472,18.500404247536480,-12.9699697,0.0049587,49.5867767,-0.2722149,-0.5721417,4.0000000,0.1828527,1.0165784,10.3546906,-1.3271362,1.9200891
1973,-12,-2.445567371150472,18.500404247536480,-12.9703321,-0.0047934,0.0000000,-0.3365009,-0.5371602,4.0000000,0.2312001,1.0169713,10.4765272,-1.3055205,1.8959404
1974,-12,-2.438110731150472,18.500404247536480,-12.9707088,-0.0045455,0.0000000,-0.3869444,-0.5090156,4.0000000,0.2675357,1.0173887,10.6031675,-1.2855668,1.8821201
1975,-12,-2.430654091150472,18.500404247536480,-12.9711008,-0.0042975,0.0000000,-0.4256988,-0.4879314,4.0000000,0.2919542,1.0178154,10.7328062,-1.2678170,1.8791020
1976,-12,-2.423197451150472,18.500404247536480,-12.9715109,-0.0039669,0.8264463,-0.4551939,-0.4729564,4.0000000,0.3062482,1.0182562,10.8629074,-1.2521611,1.8843838
1977,-12,-2.415740811150473,18.500404247536480,-12.9719410,-0.0036364,1.6528926,-0.4785629,-0.4645872,4.0000000,0.3123253,1.0186954,10.9925241,-1.2414997,1.9040741
1978,-12,-2.408284171150473,18.500404247536480,-12.9723902,-0.0031405,3.3057852,-0.5039905,-0.4593145,4.0000000,0.3161896,1.0191363,11.1187401,-1.2348186,1.9406751
1979,-12,-2.400827531150473,18.500404247536480,-12.9728622,-0.0027273,4.9586778,-0.5407025,-0.4541201,4.0000000,0.3236957,1.0195893,11.2485628,-1.2319359,2.0021708
1980,-12,-2.393370891150473,18.500404247536480,-12.9733572,-0.0022314,7.4380164,-0.5774169,-0.4522173,4.0000000,0.3271156,1.0200505,11.3784752,-1.2315503,2.0766468
1981,-12,-2.385914251150473,18.500404247536480,-12.9738779,-0.0016529,9.9173555,-0.6127303,-0.4549912,4.0000000,0.3243116,1.0205251,11.5110817,-1.2342939,2.1663251
1982,-12,-2.378457611150472,18.500404247536480,-12.9744234,-0.0010744,13.2231407,-0.6340368,-0.4639581,4.0000000,0.3082765,1.0210097,11.6434164,-1.2361926,2.2504900
1983,-12,-2.371000971150472,18.500404247536480,-12.9749966,-0.0004959,16.5289249,-0.6371618,-0.4811940,4.0000000,0.2765437,1.0214876,11.7756071,-1.2389317,2.3299446
1984,-12,-2.363544331150472,18.500404247536480,-12.9755955,0.0002479,20.6611576,-0.6237116,-0.5035796,4.0000000,0.2303406,1.0219471,11.9003077,-1.2374998,2.3986888
1985,-12,-2.356087691150472,18.500404247536480,-12.9762201,0.0009917,24.7933884,-0.6036451,-0.5274136,4.0000000,0.1763670,1.0223749,12.0139408,-1.2311943,2.4646232
1986,-12,-2.348631051150472,18.500404247536480,-12.9768677,0.0017355,29.7520657,-0.5745954,-0.5521826,4.0000000,0.1132371,1.0227572,12.1160564,-1.2176021,2.5213523
1987,-12,-2.341174411150472,18.500404247536480,-12.9775391,0.0023967,33.8842964,-0.5424667,-0.5750799,4.0000000,0.0432843,1.0230787,12.1997557,-1.1934441,2.5685678
1988,-12,-2.706549771150472,18.492947607536479,-12.9475508,0.0025620,32.2314034,-0.1405998,-0.0207445,4.0000000,0.3504850,1.0219719,11.9116182,-0.3919740,0.3074822
1989,-12,-2.699093131150472,18.492947607536479,-12.9485292,0.0034711,38.8429756,-0.1065329,-0.1315287,4.0000000,0.2197773,1.0224632,12.0423822,-0.4828347,0.2998514
1990,-12,-2.691636491150472,18.492947607536479,-12.9495068,0.0043802,45.4545441,-0.0530276,-0.2364435,4.0000000,0.0933642,1.0228025,12.1300097,-0.5662513,0.3457842
1991,-12,-2.684179851150472,18.492947607536479,-12.9504747,-0.0046281,2.4793389,0.0140190,-0.3314064,4.0000000,-0.0239423,1.0229934,12.1800041,-0.6388704,0.4306252
1992,-12,-2.676723211150472,18.492947607536479,-12.9514265,-0.0038017,4.1322312,0.0852023,-0.4106827,4.0000000,-0.1253666,1.0230671,12.1969280,-0.6959988,0.5295691
1993,-12,-2.669266571150472,18.492947607536479,-12.9523563,-0.0029752,6.6115704,0.1536996,-0.4757900,4.0000000,-0.2094893,1.0230496,12.1918983,-0.7420906,0.6305865
1994,-12,-2.661809931150472,18.492947607536479,-12.9532614,-0.0021488,9.9173555,0.2095184,-0.5225426,4.0000000,-0.2716559,1.0229672,12.1710701,-0.7734292,0.7118897
1995,-12,-2.654353291150472,18.492947607536479,-12.9541388,-0.0012397,13.2231407,0.2486863,-0.5532739,4.0000000,-0.3137577,1.0228645,12.1430044,-0.7927900,0.7704998
1996,-12,-2.646896651150472,18.492947607536479,-12.9549904,-0.0003306,17.3553715,0.2768812,-0.5758581,4.0000000,-0.3464434,1.0227512,12.1134481,-0.8052726,0.8203169
1997,-12,-2.639440011150472,18.492947607536479,-12.9558172,0.0004959,21.4876041,0.3046489,-0.5998877,4.0000000,-0.3801335,1.0226150,12.0789919,-0.8196418,0.8830018
1998,-12,-2.631983371150472,18.492947607536479,-12.9566193,0.0013223,26.4462814,0.3370152,-0.6274392,4.0000000,-0.4191246,1.0224527,12.0362930,-0.8357538,0.9599761
1999,-12,-2.624526731150472,18.492947607536479,-12.9573965,0.0021488,31.4049587,0.3728145,-0.6581371,4.0000000,-0.4598626,1.0222459,11.9821634,-0.8564116,1.0537385
2000,-12,-2.617070091150472,18.492947607536479,-12.9581480,0.0029752,37.1900826,0.4041888,-0.6868629,4.0000000,-0.4958400,1.0219965,11.9167166,-0.8778858,1.1530670
2001,-12,-2.609613451150472,18.492947607536479,-12.9588747,0.0037190,42.1487617,0.4244113,-0.7103665,4.0000000,-0.5217181,1.0217211,11.8425541,-0.8990148,1.2507210
2002,-12,-2.602156811150472,18.492947607536479,-12.9595757,0.0042975,46.2809906,0.4432200,-0.7335061,4.0000000,-0.5450252,1.0214204,11.7611237,-0.9219871,1.3533655
2003,-12,-2.594700171150472,18.492947607536479,-12.9602518,-0.0050413,0.0000000,0.4681731,-0.7607458,4.0000000,-0.5703252,1.0210899,11.6719809,-0.9511665,1.4735993
2004,-12,-2.587243531150472,18.492947607536479,-12.9609022,-0.0045455,0.0000000,0.5031489,-0.7922915,4.0000000,-0.5997199,1.0207329,11.5749779,-0.9848629,1.6074716
2005,-12,-2.579786891150472,18.492947607536479,-12.9615278,-0.0041322,0.0000000,0.5521629,-0.8296002,4.0000000,-0.6336095,1.0203483,11.4678555,-1.0255908,1.7599518
2006,-12,-2.572330251150472,18.492947607536479,-12.9621258,-0.0036364,0.8264463,0.6072772,-0.8678099,4.0000000,-0.6641255,1.0199292,11.3493853,-1.0714943,1.9167101
2007,-12,-2.564873611150472,18.492947607536479,-12.9626942,-0.0032231,1.6528926,0.6493943,-0.8999383,4.0000000,-0.6784055,1.0194907,11.2243710,-1.1214712,2.0647373
2008,-12,-2.557416971150472,18.492947607536479,-12.9632320,-0.0027273,3.3057852,0.6609662,-0.9186440,4.0000000,-0.6669711,1.0190586,11.1000795,-1.1703168,2.1785560
2009,-12,-2.549960331150472,18.492947607536479,-12.9637403,-0.0023140,4.9586778,0.6486700,-0.9270556,4.0000000,-0.6383127,1.0186534,10.9814901,-1.2157985,2.2633741
2010,-12,-2.542503691150472,18.492947607536479,-12.9642200,-0.0018182,6.6115704,0.6225615,-0.9285871,4.0000000,-0.6003023,1.0182806,10.8721714,-1.2568721,2.3234468
2011,-12,-2.535047051150472,18.492947607536479,-12.9646730,-0.0013223,9.0909090,0.5946096,-0.9274490,4.0000000,-0.5587878,1.0179478,10.7728806,-1.2961103,2.3665121
2012,-12,-2.527590411150472,18.492947607536479,-12.9651012,-0.0008264,11.5702477,0.5580503,-0.9205496,4.0000000,-0.5111660,1.0176616,10.6852665,-1.3299333,2.3830791
2013,-12,-2.520133771150472,18.492947607536479,-12.9655056,-0.0003306,14.0495872,0.5129989,-0.9078653,4.0000000,-0.4577880,1.0174249,10.6127748,-1.3579426,2.3740065
2014,-12,-2.512677131150472,18.492947607536479,-12.9658899,0.0001653,17.3553715,0.4502722,-0.8868210,4.0000000,-0.3936175,1.0172431,10.5592823,-1.3800244,2.3412986
2015,-12,-2.505220491150472,18.492947607536479,-12.9662552,0.0007438,20.6611576,0.3610670,-0.8543556,4.0000000,-0.3150865,1.0171332,10.5244665,-1.3936247,2.2861929
2016,-12,-2.497763851150472,18.492947607536479,-12.9666052,0.0013223,23.9669418,0.2502234,-0.8123382,4.0000000,-0.2253739,1.0171050,10.5131721,-1.3993025,2.2211182
2017,-12,-2.490307211150472,18.492947607536479,-12.9669447,0.0017355,26.4462814,0.1362749,-0.7666146,4.0000000,-0.1361412,1.0171461,10.5270271,-1.3970879,2.1552074
2018,-12,-2.482850571150472,18.492947607536479,-12.9672785,0.0022314,29.7520657,0.0435759,-0.7258737,4.0000000,-0.0628594,1.0172560,10.5615644,-1.3888881,2.0940917
2019,-12,-2.475393931150472,18.492947607536479,-12.9676104,0.0026446,32.2314034,-0.0311391,-0.6899523,4.0000000,-0.0024617,1.0174329,10.6134129,-1.3774427,2.0379739
2020,-12,-2.467937291150472,18.492947607536479,-12.9679422,0.0030579,34.7107430,-0.0985274,-0.6556062,4.0000000,0.0518149,1.0176630,10.6828156,-1.3630273,1.9867845
2021,-12,-2.460480651150472,18.492947607536479,-12.9682770,0.0034711,38.0165291,-0.1705168,-0.6181927,4.0000000,0.1086775,1.0179439,10.7675209,-1.3450629,1.9400260
2022,-12,-2.453024011150472,18.492947607536479,-12.9686174,0.0038017,40.4958687,-0.2502898,-0.5773022,4.0000000,0.1707331,1.0182737,10.8644266,-1.3253375,1.9053377
2023,-12,-2.445567371150472,18.492947607536479,-12.9689674,0.0041322,42.9752083,-0.3255972,-0.5383087,4.0000000,0.2283903,1.0186487,10.9741726,-1.3050077,1.8846669
2024,-12,-2.438110731150472,18.492947607536479,-12.9693308,0.0044628,45.4545441,-0.3831918,-0.5065671,4.0000000,0.2721075,1.0190578,11.0945101,-1.2852417,1.8704624
2025,-12,-2.430654091150472,18.492947607536479,-12.9697104,0.0047934,47.9338837,-0.4280554,-0.4811516,4.0000000,0.3043587,1.0194863,11.2170715,-1.2666619,1.8634269
2026,-12,-2.423197451150472,18.492947607536479,-12.9701071,-0.0049587,0.0000000,-0.4598765,-0.4636979,4.0000000,0.3239485,1.0199374,11.3440580,-1.2513442,1.8649788
2027,-12,-2.415740811150473,18.492947607536479,-12.9705248,-0.0047107,0.0000000,-0.4853705,-0.4521335,4.0000000,0.3363878,1.0203958,11.4719858,-1.2406548,1.8778374
