OID_,RegI,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
350,-12,-2.393370891150473,18.776299927536478,-12.9854050,0.0000826,0.8264463,-0.0392542,0.1014818,4.0000000,-0.1086088,1.0050520,5.7524190,0.3115725,0.1212715
351,-12,-2.385914251150473,18.776299927536478,-12.9858952,0.0002479,2.4793389,-0.0490407,0.0796668,4.0000000,-0.1349669,1.0049264,5.6791739,0.2943005,0.1252414
352,-12,-2.378457611150472,18.776299927536478,-12.9863834,0.0004959,4.9586778,-0.0517995,0.0594902,4.0000000,-0.1498238,1.0047886,5.6005492,0.2688042,0.1195494
353,-12,-2.371000971150472,18.776299927536478,-12.9868679,0.0008264,8.2644625,-0.0491350,0.0368379,4.0000000,-0.1590143,1.0046476,5.5169091,0.2326901,0.1053725
354,-12,-2.363544331150472,18.776299927536478,-12.9873486,0.0012397,12.3966942,-0.0417737,0.0126932,4.0000000,-0.1637132,1.0045097,5.4342995,0.1890996,0.0856431
355,-12,-2.356087691150472,18.776299927536478,-12.9878225,0.0017355,17.3553715,-0.0311188,-0.0146374,4.0000000,-0.1665461,1.0043768,5.3561616,0.1372713,0.0642897
356,-12,-2.348631051150472,18.776299927536478,-12.9882908,0.0023140,23.1404953,-0.0181613,-0.0500059,4.0000000,-0.1739873,1.0042549,5.2818766,0.0739755,0.0473361
357,-12,-2.341174411150472,18.776299927536478,-12.9887524,0.0028926,28.9256191,-0.0031224,-0.0921978,4.0000000,-0.1855716,1.0041420,5.2116356,0.0011761,0.0412102
358,-12,-2.333717771150472,18.776299927536478,-12.9892063,0.0035537,35.5371895,0.0137049,-0.1348922,4.0000000,-0.1963964,1.0040303,5.1418028,-0.0733881,0.0463850
359,-12,-2.326261131150472,18.776299927536478,-12.9896498,0.0042975,42.9752083,0.0299908,-0.1756539,4.0000000,-0.2037244,1.0039334,5.0807996,-0.1475835,0.0646023
360,-12,-2.318804491150472,18.776299927536478,-12.9900846,-0.0049587,0.0000000,0.0453179,-0.2181227,4.0000000,-0.2119476,1.0038570,5.0300870,-0.2242977,0.1011851
361,-12,-2.311347851150472,18.776299927536478,-12.9905100,-0.0042149,0.0000000,0.0629217,-0.2661830,4.0000000,-0.2268323,1.0037893,4.9860864,-0.3055336,0.1596595
362,-12,-2.303891211150472,18.776299927536478,-12.9909258,-0.0035537,0.0000000,0.0819469,-0.3164373,4.0000000,-0.2432363,1.0037291,4.9485703,-0.3896383,0.2395013
363,-12,-2.296434571150472,18.776299927536478,-12.9913301,-0.0028926,0.0000000,0.1005022,-0.3645033,4.0000000,-0.2583835,1.0036805,4.9144068,-0.4706231,0.3342017
364,-12,-2.288977931150472,18.776299927536478,-12.9917240,-0.0023140,0.0000000,0.1113262,-0.4038100,4.0000000,-0.2656512,1.0036418,4.8854899,-0.5419688,0.4342594
365,-12,-2.281521291150472,18.776299927536478,-12.9921055,-0.0018182,0.0000000,0.1045267,-0.4285232,4.0000000,-0.2558712,1.0036136,4.8663759,-0.6011752,0.5309635
366,-12,-2.274064651150473,18.776299927536478,-12.9924765,-0.0014050,0.0000000,0.0741794,-0.4361908,4.0000000,-0.2298099,1.0036095,4.8617115,-0.6425716,0.6189669
367,-12,-2.266608011150473,18.776299927536478,-12.9928408,-0.0010744,0.0000000,0.0142846,-0.4229075,4.0000000,-0.1863203,1.0036333,4.8755016,-0.6594948,0.6939337
368,-12,-2.259151371150473,18.776299927536478,-12.9932013,-0.0007438,0.0000000,-0.0738159,-0.3898794,4.0000000,-0.1306987,1.0036892,4.9104047,-0.6490602,0.7638474
369,-12,-2.251694731150473,18.776299927536478,-12.9935656,-0.0004959,0.0000000,-0.1943437,-0.3312633,4.0000000,-0.0620439,1.0037801,4.9683838,-0.6004828,0.8374695
370,-12,-2.244238091150473,18.776299927536478,-12.9939394,-0.0003306,0.0000000,-0.3499582,-0.2414695,4.0000000,0.0202524,1.0039184,5.0545344,-0.5031914,0.9458106
371,-12,-2.236781451150473,18.776299927536478,-12.9943333,-0.0001653,0.0000000,-0.5369147,-0.1180562,4.0000000,0.1058986,1.0041322,5.1867127,-0.3420109,1.1473923
372,-12,-2.229324811150473,18.776299927536478,-12.9947605,0.0000000,0.8264463,-0.7343159,0.0380050,4.0000000,0.1766368,1.0044533,5.3785787,-0.1006268,1.5008554
373,-12,-2.460480651150472,18.768843287536477,-12.9820929,-0.0015702,0.0000000,-0.2085831,0.2154779,4.0000000,0.6502766,1.0040975,5.1874900,-0.2193207,0.6160117
374,-12,-2.453024011150472,18.768843287536477,-12.9824371,-0.0012397,0.0000000,-0.1267335,0.2059756,4.0000000,0.5271177,1.0044301,5.3955426,-0.1151664,0.4331582
375,-12,-2.445567371150472,18.768843287536477,-12.9828148,-0.0009917,0.0000000,-0.0654596,0.1851572,4.0000000,0.3986079,1.0047140,5.5663905,-0.0282935,0.2746985
376,-12,-2.438110731150472,18.768843287536477,-12.9832211,-0.0007438,0.0000000,-0.0249602,0.1643950,4.0000000,0.2824814,1.0049328,5.6911960,0.0463086,0.1619644
377,-12,-2.430654091150472,18.768843287536477,-12.9836483,-0.0004959,0.0000000,-0.0040593,0.1494614,4.0000000,0.1862038,1.0050852,5.7771068,0.1127191,0.0997100
378,-12,-2.423197451150472,18.768843287536477,-12.9840927,-0.0003306,0.0000000,0.0031517,0.1398456,4.0000000,0.1073518,1.0051836,5.8321333,0.1723393,0.0732419
379,-12,-2.415740811150473,18.768843287536477,-12.9845524,-0.0001653,0.0000000,0.0003833,0.1251038,4.0000000,0.0348122,1.0052303,5.8567944,0.2153954,0.0626652
380,-12,-2.408284171150473,18.768843287536477,-12.9850225,0.0000000,0.8264463,-0.0099223,0.1049894,4.0000000,-0.0336298,1.0052227,5.8534322,0.2436086,0.0646685
381,-12,-2.400827531150473,18.768843287536477,-12.9854994,0.0001653,1.6528926,-0.0249800,0.0785137,4.0000000,-0.0979562,1.0051651,5.8211770,0.2549835,0.0755958
382,-12,-2.393370891150473,18.768843287536477,-12.9859791,0.0003306,3.3057852,-0.0392855,0.0560896,4.0000000,-0.1472127,1.0050621,5.7610321,0.2593919,0.0925535
383,-12,-2.385914251150473,18.768843287536477,-12.9864578,0.0005785,5.7851238,-0.0492137,0.0389304,4.0000000,-0.1804438,1.0049307,5.6846085,0.2583046,0.1062320
384,-12,-2.378457611150472,18.768843287536477,-12.9869347,0.0009091,9.0909090,-0.0531018,0.0236447,4.0000000,-0.2008198,1.0047866,5.6016073,0.2481092,0.1103337
385,-12,-2.371000971150472,18.768843287536477,-12.9874077,0.0013223,13.2231407,-0.0524708,0.0049127,4.0000000,-0.2170322,1.0046350,5.5116935,0.2268577,0.1069664
386,-12,-2.363544331150472,18.768843287536477,-12.9878769,0.0018182,18.1818180,-0.0471348,-0.0167744,4.0000000,-0.2292046,1.0044823,5.4223194,0.1956557,0.0972558
387,-12,-2.356087691150472,18.768843287536477,-12.9883413,0.0023967,23.9669418,-0.0382484,-0.0428671,4.0000000,-0.2403289,1.0043350,5.3327503,0.1545946,0.0856168
388,-12,-2.348631051150472,18.768843287536477,-12.9888010,0.0030579,30.5785122,-0.0265057,-0.0755442,4.0000000,-0.2544434,1.0041953,5.2456608,0.1033551,0.0775873
389,-12,-2.341174411150472,18.768843287536477,-12.9892550,0.0037190,37.1900826,-0.0108675,-0.1162690,4.0000000,-0.2723666,1.0040587,5.1621003,0.0398286,0.0776537
390,-12,-2.333717771150472,18.768843287536477,-12.9897022,0.0044628,44.6280975,0.0072360,-0.1589661,4.0000000,-0.2895381,1.0039237,5.0754905,-0.0283941,0.0886460
391,-12,-2.326261131150472,18.768843287536477,-12.9901409,-0.0047934,0.0000000,0.0246220,-0.1992483,4.0000000,-0.3025578,1.0038015,4.9951200,-0.0959388,0.1118751
392,-12,-2.318804491150472,18.768843287536477,-12.9905729,-0.0040496,0.0000000,0.0411228,-0.2402706,4.0000000,-0.3145008,1.0036936,4.9247031,-0.1660404,0.1514291
393,-12,-2.311347851150472,18.768843287536477,-12.9909964,-0.0033058,0.0000000,0.0620845,-0.2893239,4.0000000,-0.3351411,1.0035942,4.8595400,-0.2435068,0.2141127
394,-12,-2.303891211150472,18.768843287536477,-12.9914112,-0.0026446,0.0000000,0.0836080,-0.3381557,4.0000000,-0.3527593,1.0035032,4.7951074,-0.3235521,0.2944256
395,-12,-2.296434571150472,18.768843287536477,-12.9918165,-0.0020661,0.0000000,0.1055038,-0.3860252,4.0000000,-0.3677951,1.0034189,4.7361150,-0.4042553,0.3901703
396,-12,-2.288977931150472,18.768843287536477,-12.9922123,-0.0015702,0.0000000,0.1179545,-0.4244120,4.0000000,-0.3718748,1.0033414,4.6815748,-0.4769491,0.4905186
397,-12,-2.281521291150472,18.768843287536477,-12.9925966,-0.0011570,0.0000000,0.1120284,-0.4491761,4.0000000,-0.3586490,1.0032777,4.6343226,-0.5397032,0.5895962
398,-12,-2.274064651150473,18.768843287536477,-12.9929714,-0.0008264,0.0000000,0.0782258,-0.4542034,4.0000000,-0.3247997,1.0032432,4.6057429,-0.5836070,0.6759282
399,-12,-2.266608011150473,18.768843287536477,-12.9933405,-0.0005785,0.0000000,0.0194591,-0.4421496,4.0000000,-0.2778539,1.0032382,4.6000748,-0.6064453,0.7508289
400,-12,-2.259151371150473,18.768843287536477,-12.9937057,-0.0003306,0.0000000,-0.0680905,-0.4088713,4.0000000,-0.2163146,1.0032675,4.6191320,-0.6014280,0.8133591
401,-12,-2.251694731150473,18.768843287536477,-12.9940739,-0.0001653,0.0000000,-0.1886678,-0.3509529,4.0000000,-0.1417778,1.0033413,4.6683216,-0.5601279,0.8796784
402,-12,-2.244238091150473,18.768843287536477,-12.9944515,-0.0000826,0.0000000,-0.3443279,-0.2606119,4.0000000,-0.0511578,1.0034739,4.7558651,-0.4700659,0.9721485
403,-12,-2.236781451150473,18.768843287536477,-12.9948483,0.0000000,0.0000000,-0.5262698,-0.1376105,4.0000000,0.0445115,1.0036908,4.8973908,-0.3197325,1.1441731
404,-12,-2.229324811150473,18.768843287536477,-12.9952765,0.0001653,1.6528926,-0.7152143,0.0182744,4.0000000,0.1296849,1.0040208,5.1068559,-0.0931361,1.4547924
405,-12,-2.467937291150472,18.761386647536476,-12.9823542,-0.0011570,0.0000000,-0.4115345,0.1104636,4.0000000,0.7073106,1.0036205,4.8760433,-0.4863833,0.8865744
406,-12,-2.460480651150472,18.761386647536476,-12.9826784,-0.0009091,0.0000000,-0.3050801,0.1134948,4.0000000,0.6013349,1.0040106,5.1335921,-0.3743454,0.6742341
407,-12,-2.453024011150472,18.761386647536476,-12.9830351,-0.0006612,0.0000000,-0.2094797,0.1030358,4.0000000,0.4805582,1.0043615,5.3541436,-0.2744866,0.4709629
408,-12,-2.445567371150472,18.761386647536476,-12.9834223,-0.0004959,0.0000000,-0.1306603,0.0834495,4.0000000,0.3551456,1.0046599,5.5337324,-0.1882467,0.2955005
409,-12,-2.438110731150472,18.761386647536476,-12.9838333,-0.0003306,0.0000000,-0.0736991,0.0646457,4.0000000,0.2416015,1.0048847,5.6651788,-0.1123101,0.1678207
410,-12,-2.430654091150472,18.761386647536476,-12.9842625,-0.0001653,0.0000000,-0.0392086,0.0531341,4.0000000,0.1464727,1.0050427,5.7557955,-0.0402045,0.0917482
411,-12,-2.423197451150472,18.761386647536476,-12.9847059,-0.0000826,0.0000000,-0.0217440,0.0466988,4.0000000,0.0672234,1.0051469,5.8133917,0.0261742,0.0533397
412,-12,-2.415740811150473,18.761386647536476,-12.9851608,0.0000826,0.8264463,-0.0150862,0.0368475,4.0000000,-0.0077155,1.0051949,5.8405833,0.0814105,0.0362829
413,-12,-2.408284171150473,18.761386647536476,-12.9856243,0.0002479,2.4793389,-0.0170852,0.0208974,4.0000000,-0.0806849,1.0051888,5.8385487,0.1224798,0.0365833
414,-12,-2.400827531150473,18.761386647536476,-12.9860926,0.0004132,4.1322312,-0.0245924,-0.0019009,4.0000000,-0.1510960,1.0051312,5.8041759,0.1472942,0.0502356
415,-12,-2.393370891150473,18.761386647536476,-12.9865627,0.0006612,6.6115704,-0.0349470,-0.0201660,4.0000000,-0.2067014,1.0050207,5.7406683,0.1663693,0.0731315
416,-12,-2.385914251150473,18.761386647536476,-12.9870291,0.0009917,9.9173555,-0.0442754,-0.0322041,4.0000000,-0.2446677,1.0048788,5.6588669,0.1802595,0.0948057
417,-12,-2.378457611150472,18.761386647536476,-12.9874935,0.0014050,14.0495872,-0.0511907,-0.0423598,4.0000000,-0.2722155,1.0047234,5.5675287,0.1874959,0.1120310
418,-12,-2.371000971150472,18.761386647536476,-12.9879541,0.0019008,19.0082645,-0.0540169,-0.0571821,4.0000000,-0.2960263,1.0045562,5.4691930,0.1816620,0.1238566
419,-12,-2.363544331150472,18.761386647536476,-12.9884100,0.0024793,24.7933884,-0.0528809,-0.0747232,4.0000000,-0.3151476,1.0043879,5.3663874,0.1657012,0.1310142
420,-12,-2.356087691150472,18.761386647536476,-12.9888620,0.0031405,31.4049587,-0.0481773,-0.0949755,4.0000000,-0.3306143,1.0042213,5.2627468,0.1406633,0.1354667
421,-12,-2.348631051150472,18.761386647536476,-12.9893093,0.0038843,38.8429756,-0.0395239,-0.1232719,4.0000000,-0.3500625,1.0040586,5.1635590,0.1035187,0.1430535
422,-12,-2.341174411150472,18.761386647536476,-12.9897518,0.0046281,46.2809906,-0.0253674,-0.1608384,4.0000000,-0.3745736,1.0039002,5.0621886,0.0528967,0.1577367
423,-12,-2.333717771150472,18.761386647536476,-12.9901886,-0.0046281,0.0000000,-0.0089292,-0.1986835,4.0000000,-0.3953402,1.0037442,4.9580593,-0.0020268,0.1796083
424,-12,-2.326261131150472,18.761386647536476,-12.9906187,-0.0038843,0.0000000,0.0071072,-0.2350906,4.0000000,-0.4116092,1.0035979,4.8599763,-0.0585721,0.2110754
425,-12,-2.318804491150472,18.761386647536476,-12.9910421,-0.0031405,0.0000000,0.0241676,-0.2739478,4.0000000,-0.4272024,1.0034624,4.7692227,-0.1206931,0.2565587
426,-12,-2.311347851150472,18.761386647536476,-12.9914589,-0.0024793,0.0000000,0.0456659,-0.3184152,4.0000000,-0.4475740,1.0033376,4.6814003,-0.1892564,0.3195690
427,-12,-2.303891211150472,18.761386647536476,-12.9918690,-0.0019008,0.0000000,0.0679623,-0.3624166,4.0000000,-0.4643415,1.0032197,4.5967293,-0.2604916,0.3954802
428,-12,-2.296434571150472,18.761386647536476,-12.9922705,-0.0014050,0.0000000,0.0912777,-0.4057060,4.0000000,-0.4769320,1.0031081,4.5159154,-0.3344800,0.4825236
429,-12,-2.288977931150472,18.761386647536476,-12.9926624,-0.0009917,0.0000000,0.1049901,-0.4397603,4.0000000,-0.4751077,1.0030080,4.4399672,-0.4044129,0.5707780
430,-12,-2.281521291150472,18.761386647536476,-12.9930458,-0.0006612,0.0000000,0.0969682,-0.4577428,4.0000000,-0.4529104,1.0029242,4.3731036,-0.4625752,0.6516893
431,-12,-2.274064651150473,18.761386647536476,-12.9934206,-0.0004132,0.0000000,0.0636734,-0.4596181,4.0000000,-0.4126106,1.0028703,4.3325067,-0.5066257,0.7254169
432,-12,-2.266608011150473,18.761386647536476,-12.9937906,-0.0002479,0.0000000,0.0067835,-0.4448870,4.0000000,-0.3587909,1.0028520,4.3151474,-0.5309832,0.7861438
433,-12,-2.259151371150473,18.761386647536476,-12.9941587,-0.0000826,0.0000000,-0.0774812,-0.4106174,4.0000000,-0.2912325,1.0028715,4.3269839,-0.5300023,0.8377864
434,-12,-2.251694731150473,18.761386647536476,-12.9945297,0.0000000,0.0000000,-0.1978713,-0.3494980,4.0000000,-0.2060229,1.0029420,4.3763723,-0.4929731,0.8935473
435,-12,-2.244238091150473,18.761386647536476,-12.9949112,0.0000000,0.0000000,-0.3502626,-0.2593431,4.0000000,-0.1073612,1.0030789,4.4727488,-0.4113249,0.9804919
436,-12,-2.236781451150473,18.761386647536476,-12.9953127,0.0000826,0.8264463,-0.5242178,-0.1365144,4.0000000,-0.0027380,1.0033062,4.6313305,-0.2702909,1.1372851
437,-12,-2.229324811150473,18.761386647536476,-12.9957457,0.0003306,3.3057852,-0.7028767,0.0162626,4.0000000,0.0936394,1.0036540,4.8654356,-0.0611142,1.4273095
438,-12,-2.467937291150472,18.753930007536479,-12.9828997,-0.0005785,0.0000000,-0.5062542,0.0050972,4.0000000,0.6372385,1.0034798,4.7801175,-0.6270440,1.0269346
439,-12,-2.460480651150472,18.753930007536479,-12.9832430,-0.0004132,0.0000000,-0.3931907,0.0040189,4.0000000,0.5336868,1.0038788,5.0491133,-0.5256490,0.7988567
440,-12,-2.453024011150472,18.753930007536479,-12.9836168,-0.0002479,0.0000000,-0.2850388,-0.0090974,4.0000000,0.4164211,1.0042382,5.2792158,-0.4346158,0.5800700
441,-12,-2.445567371150472,18.753930007536479,-12.9840155,-0.0001653,0.0000000,-0.1893664,-0.0294020,4.0000000,0.2954127,1.0045414,5.4646983,-0.3542167,0.3888731
442,-12,-2.438110731150472,18.753930007536479,-12.9844351,-0.0000826,0.0000000,-0.1161695,-0.0486794,4.0000000,0.1837444,1.0047690,5.5993638,-0.2811032,0.2460527
443,-12,-2.430654091150472,18.753930007536479,-12.9848680,0.0000000,0.0000000,-0.0679303,-0.0594512,4.0000000,0.0899467,1.0049314,5.6928086,-0.2088491,0.1526387
444,-12,-2.423197451150472,18.753930007536479,-12.9853134,0.0000826,0.8264463,-0.0393510,-0.0639313,4.0000000,0.0112883,1.0050368,5.7525783,-0.1391509,0.0967927
445,-12,-2.415740811150473,18.753930007536479,-12.9857664,0.0002479,2.4793389,-0.0224041,-0.0720618,4.0000000,-0.0666793,1.0050832,5.7798319,-0.0774443,0.0669149
446,-12,-2.408284171150473,18.753930007536479,-12.9862251,0.0004959,4.9586778,-0.0150330,-0.0860440,4.0000000,-0.1453198,1.0050757,5.7751184,-0.0267682,0.0611205
447,-12,-2.400827531150473,18.753930007536479,-12.9866867,0.0007438,7.4380164,-0.0140839,-0.1054211,4.0000000,-0.2217868,1.0050093,5.7378268,0.0109445,0.0746016
448,-12,-2.393370891150473,18.753930007536479,-12.9871464,0.0010744,10.7438021,-0.0207749,-0.1197861,4.0000000,-0.2837669,1.0048892,5.6677742,0.0441947,0.1016928
449,-12,-2.385914251150473,18.753930007536479,-12.9876022,0.0014876,14.8760328,-0.0313314,-0.1279291,4.0000000,-0.3280938,1.0047377,5.5779958,0.0722356,0.1315782
450,-12,-2.378457611150472,18.753930007536479,-12.9880533,0.0019835,19.8347111,-0.0419068,-0.1327436,4.0000000,-0.3588539,1.0045700,5.4780297,0.0933667,0.1582737
451,-12,-2.371000971150472,18.753930007536479,-12.9884996,0.0025620,25.6198349,-0.0497133,-0.1417347,4.0000000,-0.3870563,1.0043900,5.3693724,0.1035870,0.1842230
452,-12,-2.363544331150472,18.753930007536479,-12.9889412,0.0032231,32.2314034,-0.0548474,-0.1524727,4.0000000,-0.4099743,1.0042051,5.2549872,0.1050288,0.2074822
453,-12,-2.356087691150472,18.753930007536479,-12.9893780,0.0039669,39.6694221,-0.0568717,-0.1673768,4.0000000,-0.4314145,1.0040201,5.1393604,0.0966608,0.2309251
454,-12,-2.348631051150472,18.753930007536479,-12.9898100,0.0047934,47.9338837,-0.0538501,-0.1888729,4.0000000,-0.4552213,1.0038415,5.0237432,0.0774755,0.2558562
455,-12,-2.341174411150472,18.753930007536479,-12.9902382,-0.0044628,0.0000000,-0.0436919,-0.2189189,4.0000000,-0.4818238,1.0036646,4.9058619,0.0439859,0.2849346
456,-12,-2.333717771150472,18.753930007536479,-12.9906607,-0.0037190,0.0000000,-0.0313323,-0.2494881,4.0000000,-0.5041949,1.0034875,4.7854352,0.0052188,0.3178319
457,-12,-2.326261131150472,18.753930007536479,-12.9910774,-0.0030579,0.0000000,-0.0186262,-0.2795941,4.0000000,-0.5219375,1.0033208,4.6696792,-0.0372506,0.3564617
458,-12,-2.318804491150472,18.753930007536479,-12.9914885,-0.0023967,0.0000000,-0.0041007,-0.3109347,4.0000000,-0.5375631,1.0031664,4.5588923,-0.0843062,0.4017756
459,-12,-2.311347851150472,18.753930007536479,-12.9918938,-0.0018182,0.0000000,0.0162738,-0.3474038,4.0000000,-0.5552670,1.0030235,4.4533510,-0.1395406,0.4574624
460,-12,-2.303891211150472,18.753930007536479,-12.9922934,-0.0013223,0.0000000,0.0382758,-0.3831606,4.0000000,-0.5680311,1.0028878,4.3526483,-0.1982901,0.5182931
461,-12,-2.296434571150472,18.753930007536479,-12.9926853,-0.0009091,0.0000000,0.0607388,-0.4172317,5.0000000,-0.5736592,1.0027641,4.2557435,-0.2608041,0.5826994
462,-12,-2.288977931150472,18.753930007536479,-12.9930716,-0.0005785,0.0000000,0.0726992,-0.4418108,5.0000000,-0.5630696,1.0026549,4.1674690,-0.3205519,0.6433063
463,-12,-2.281521291150472,18.753930007536479,-12.9934492,-0.0003306,0.0000000,0.0639939,-0.4517584,5.0000000,-0.5323349,1.0025656,4.0945654,-0.3711819,0.6961852
464,-12,-2.274064651150473,18.753930007536479,-12.9938211,-0.0001653,0.0000000,0.0316966,-0.4468028,5.0000000,-0.4842607,1.0025111,4.0483751,-0.4093448,0.7428638
465,-12,-2.266608011150473,18.753930007536479,-12.9941902,-0.0000826,0.0000000,-0.0214744,-0.4279087,5.0000000,-0.4233679,1.0024939,4.0313177,-0.4324496,0.7830594
466,-12,-2.259151371150473,18.753930007536479,-12.9945602,0.0000000,0.0000000,-0.1022319,-0.3897112,5.0000000,-0.3467469,1.0025165,4.0462537,-0.4326755,0.8197755
467,-12,-2.251694731150473,18.753930007536479,-12.9949341,0.0000000,0.0000000,-0.2174380,-0.3258658,5.0000000,-0.2529810,1.0025942,4.1053686,-0.3987505,0.8680197
468,-12,-2.244238091150473,18.753930007536479,-12.9953203,0.0000000,0.0000000,-0.3632118,-0.2346762,5.0000000,-0.1478826,1.0027436,4.2181964,-0.3214698,0.9565982
469,-12,-2.236781451150473,18.753930007536479,-12.9957266,0.0001653,1.6528926,-0.5274138,-0.1142261,4.0000000,-0.0368272,1.0029893,4.3998151,-0.1916251,1.1199536
470,-12,-2.229324811150473,18.753930007536479,-12.9961662,0.0004959,4.9586778,-0.6951766,0.0368853,4.0000000,0.0708740,1.0033633,4.6624742,0.0028966,1.4144586
471,-12,-2.475393931150472,18.746473367536478,-12.9830751,-0.0002479,0.0000000,-0.6960189,-0.1083090,4.0000000,0.6177616,1.0028828,4.3459468,-0.8343796,1.4538162
472,-12,-2.467937291150472,18.746473367536478,-12.9834127,-0.0001653,0.0000000,-0.5876337,-0.1053236,4.0000000,0.5349997,1.0033036,4.6564817,-0.7456468,1.2340869
473,-12,-2.460480651150472,18.746473367536478,-12.9837799,-0.0000826,0.0000000,-0.4686483,-0.1131878,4.0000000,0.4363077,1.0037011,4.9323063,-0.6626833,1.0014656
474,-12,-2.453024011150472,18.746473367536478,-12.9841719,0.0000000,0.0000000,-0.3465607,-0.1304208,4.0000000,0.3248063,1.0040598,5.1661830,-0.5856479,0.7717046
475,-12,-2.445567371150472,18.746473367536478,-12.9845867,0.0000000,0.0000000,-0.2341183,-0.1521821,4.0000000,0.2112261,1.0043577,5.3536482,-0.5155904,0.5688123
476,-12,-2.438110731150472,18.746473367536478,-12.9850168,0.0000000,0.0000000,-0.1441183,-0.1729217,4.0000000,0.1042433,1.0045813,5.4897504,-0.4500867,0.4136271
477,-12,-2.430654091150472,18.746473367536478,-12.9854574,0.0000826,0.8264463,-0.0814442,-0.1846645,4.0000000,0.0123001,1.0047435,5.5849857,-0.3816290,0.3036389
478,-12,-2.423197451150472,18.746473367536478,-12.9859066,0.0002479,2.4793389,-0.0412038,-0.1903518,4.0000000,-0.0678542,1.0048442,5.6435633,-0.3128495,0.2308853
479,-12,-2.415740811150473,18.746473367536478,-12.9863596,0.0004959,4.9586778,-0.0137617,-0.1982343,4.0000000,-0.1482960,1.0048858,5.6690354,-0.2481725,0.1879771
480,-12,-2.408284171150473,18.746473367536478,-12.9868155,0.0008264,8.2644625,0.0038761,-0.2105214,4.0000000,-0.2292178,1.0048714,5.6602869,-0.1918251,0.1730332
481,-12,-2.400827531150473,18.746473367536478,-12.9872704,0.0011570,11.5702477,0.0146996,-0.2284497,4.0000000,-0.3109008,1.0047938,5.6155157,-0.1459986,0.1835871
482,-12,-2.393370891150473,18.746473367536478,-12.9877214,0.0015702,15.7024794,0.0114906,-0.2379808,4.0000000,-0.3743902,1.0046625,5.5358009,-0.1015714,0.2086440
483,-12,-2.385914251150473,18.746473367536478,-12.9881659,0.0020661,20.6611576,-0.0016838,-0.2405531,4.0000000,-0.4214657,1.0044976,5.4368787,-0.0596405,0.2407105
484,-12,-2.378457611150472,18.746473367536478,-12.9886036,0.0026446,26.4462814,-0.0191167,-0.2393074,4.0000000,-0.4551273,1.0043169,5.3271422,-0.0234875,0.2738016
485,-12,-2.371000971150472,18.746473367536478,-12.9890356,0.0033058,33.0578499,-0.0343382,-0.2415154,4.0000000,-0.4852890,1.0041262,5.2055159,0.0022581,0.3090164
486,-12,-2.363544331150472,18.746473367536478,-12.9894609,0.0040496,40.4958687,-0.0478550,-0.2447350,4.0000000,-0.5099260,1.0039290,5.0803814,0.0204560,0.3426962
487,-12,-2.356087691150472,18.746473367536478,-12.9898806,0.0048760,48.7603302,-0.0574061,-0.2533365,4.0000000,-0.5345470,1.0037322,4.9517136,0.0278740,0.3792996
488,-12,-2.348631051150472,18.746473367536478,-12.9902954,-0.0042975,0.0000000,-0.0619552,-0.2673114,4.0000000,-0.5616136,1.0035404,4.8216615,0.0269908,0.4178545
489,-12,-2.341174411150472,18.746473367536478,-12.9907064,-0.0035537,0.0000000,-0.0600058,-0.2861871,4.0000000,-0.5883342,1.0033476,4.6883273,0.0159599,0.4560229
490,-12,-2.333717771150472,18.746473367536478,-12.9911108,-0.0028926,0.0000000,-0.0540750,-0.3072897,4.0000000,-0.6109160,1.0031577,4.5528703,-0.0036633,0.4944356
491,-12,-2.326261131150472,18.746473367536478,-12.9915104,-0.0023140,0.0000000,-0.0470847,-0.3267112,4.0000000,-0.6256347,1.0029817,4.4217286,-0.0277877,0.5297452
492,-12,-2.318804491150472,18.746473367536478,-12.9919052,-0.0017355,0.0000000,-0.0374079,-0.3463838,4.0000000,-0.6367177,1.0028188,4.2986979,-0.0560499,0.5633281
493,-12,-2.311347851150472,18.746473367536478,-12.9922953,-0.0012397,0.0000000,-0.0205838,-0.3694777,5.0000000,-0.6461361,1.0026700,4.1831784,-0.0928193,0.5957332
494,-12,-2.303891211150472,18.746473367536478,-12.9926805,-0.0008264,0.0000000,0.0005116,-0.3938026,4.0000000,-0.6511911,1.0025343,4.0733528,-0.1364141,0.6276736
495,-12,-2.296434571150472,18.746473367536478,-12.9930611,-0.0004959,0.0000000,0.0202464,-0.4142366,4.0000000,-0.6454231,1.0024121,3.9712021,-0.1830502,0.6539803
496,-12,-2.288977931150472,18.746473367536478,-12.9934359,-0.0002479,0.0000000,0.0289112,-0.4254041,4.0000000,-0.6225046,1.0023067,3.8819411,-0.2283037,0.6737598
497,-12,-2.281521291150472,18.746473367536478,-12.9938059,-0.0000826,0.0000000,0.0196771,-0.4253312,4.0000000,-0.5838643,1.0022275,3.8125126,-0.2667981,0.6915731
498,-12,-2.274064651150473,18.746473367536478,-12.9941730,0.0000000,0.0000000,-0.0111326,-0.4118099,4.0000000,-0.5281250,1.0021842,3.7702537,-0.2954947,0.7075538
499,-12,-2.266608011150473,18.746473367536478,-12.9945402,0.0000000,0.0000000,-0.0604871,-0.3865372,4.0000000,-0.4599551,1.0021768,3.7629743,-0.3131194,0.7253462
