OID_,RegJ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
3342,-12,-2.736376331150472,19.574160407536478,-12.9973516,0.0029752,29.7520657,-0.6667043,0.2367895,4.0000000,-0.5515727,1.0130553,9.2152691,1.0251516,1.6208100
3343,-12,-2.728919691150472,19.574160407536478,-12.9962006,0.0019835,20.6611576,-0.7042864,0.2893804,4.0000000,-0.5097606,1.0117468,8.7440042,1.0885214,1.8047537
3344,-12,-2.721463051150472,19.574160407536478,-12.9951162,0.0008264,11.5702477,-0.7365530,0.3252758,4.0000000,-0.4708987,1.0104148,8.2342825,1.1214503,1.9545312
3345,-12,-2.714006411150472,19.574160407536478,-12.9941025,-0.0003306,4.1322312,-0.7652880,0.3480590,4.0000000,-0.4359992,1.0091027,7.6996212,1.1321173,2.0692453
3346,-12,-2.706549771150472,19.574160407536478,-12.9931622,-0.0014876,0.0000000,-0.7816528,0.3540070,4.0000000,-0.4042984,1.0078480,7.1508584,1.1123123,2.1129670
3347,-12,-2.699093131150472,19.574160407536478,-12.9922953,-0.0023967,0.0000000,-0.7917638,0.3503462,4.0000000,-0.3767493,1.0066839,6.5982404,1.0774418,2.1165929
3348,-13,-3.235971211150472,19.566703767536481,-13.0075855,0.0020661,20.6611576,-0.0494294,0.1025674,4.0000000,-0.1298255,1.0051686,5.8043098,0.3349602,0.1428732
3349,-13,-3.228514571150472,19.566703767536481,-13.0083513,0.0029752,29.7520657,-0.0508291,0.1548430,4.0000000,-0.1061481,1.0054446,5.9575830,0.4158340,0.2001118
3350,-13,-3.221057931150472,19.566703767536481,-13.0091400,0.0038843,38.8429756,-0.0514720,0.2032068,4.0000000,-0.0889226,1.0057970,6.1473818,0.4953362,0.2715873
3351,-13,-3.213601291150472,19.566703767536481,-13.0099564,0.0047934,47.9338837,-0.0529527,0.2427911,4.0000000,-0.0792884,1.0062287,6.3718362,0.5648708,0.3463224
3352,-13,-3.206144651150472,19.566703767536481,-13.0108051,-0.0042975,0.0000000,-0.0573665,0.2641297,4.0000000,-0.0797074,1.0067339,6.6283307,0.6079668,0.3995276
3353,-13,-3.198688011150472,19.566703767536481,-13.0116892,-0.0033884,0.0000000,-0.0654068,0.2650764,4.0000000,-0.0898089,1.0072803,6.8932891,0.6199617,0.4184249
3354,-13,-3.191231371150472,19.566703767536481,-13.0126076,-0.0024793,0.0000000,-0.0800710,0.2527538,4.0000000,-0.1119945,1.0078490,7.1577954,0.6175022,0.4229902
3355,-13,-3.183774731150472,19.566703767536481,-13.0135612,-0.0015702,0.0000000,-0.0999702,0.2339851,4.0000000,-0.1432094,1.0084438,7.4228091,0.6111795,0.4271908
3356,-13,-3.176318091150472,19.566703767536481,-13.0145502,-0.0006612,0.0000000,-0.1250398,0.2056615,5.0000000,-0.1852547,1.0090501,7.6839776,0.5965776,0.4287205
3357,-13,-3.168861451150472,19.566703767536481,-13.0155735,0.0009091,9.0909090,-0.1514861,0.1673125,4.0000000,-0.2355718,1.0096563,7.9377394,0.5701969,0.4259148
3358,-13,-3.161404811150472,19.566703767536481,-13.0166292,0.0018182,18.1818180,-0.1726835,0.1121787,4.0000000,-0.2941073,1.0102507,8.1787395,0.5184648,0.4084139
3359,-13,-3.153948171150472,19.566703767536481,-13.0177155,0.0027273,27.2727280,-0.1788939,0.0380860,4.0000000,-0.3589877,1.0107887,8.3926544,0.4351597,0.3783077
3360,-13,-3.146491531150472,19.566703767536481,-13.0188274,0.0036364,36.3636360,-0.1588516,-0.0590721,4.0000000,-0.4314715,1.0112343,8.5651197,0.3133273,0.3490182
3361,-13,-3.139034891150472,19.566703767536481,-13.0199585,0.0045455,45.4545441,-0.1063526,-0.1735391,4.0000000,-0.5104585,1.0115327,8.6792402,0.1633802,0.3545982
3362,-13,-3.131578251150472,19.566703767536481,-13.0211000,-0.0045455,0.0000000,-0.0163282,-0.3010644,4.0000000,-0.5954741,1.0116444,8.7217255,-0.0066547,0.4227783
3363,-13,-3.124121611150472,19.566703767536481,-13.0222416,-0.0036364,0.0000000,0.1119127,-0.4376326,4.0000000,-0.6879566,1.0115589,8.6924896,-0.1873085,0.5786569
3364,-13,-3.116664971150472,19.566703767536481,-13.0233736,-0.0027273,0.0000000,0.2828483,-0.5807890,4.0000000,-0.7844675,1.0112643,8.5815191,-0.3771105,0.8310081
3365,-13,-3.109208331150472,19.566703767536481,-13.0244856,-0.0018182,0.0000000,0.5003825,-0.7304263,4.0000000,-0.8861827,1.0107617,8.3899097,-0.5746699,1.1936607
3366,-13,-3.101751691150472,19.566703767536481,-13.0255661,-0.0005785,3.3057852,0.7588288,-0.8811541,4.0000000,-0.9916760,1.0100543,8.1114988,-0.7706321,1.6617346
3367,-13,-3.094295051150472,19.566703767536481,-13.0266037,0.0010744,10.7438021,1.0563865,-1.0313948,4.0000000,-1.1000994,1.0091723,7.7472672,-0.9626902,2.2281294
3368,-13,-3.086838411150472,19.566703767536481,-13.0275879,0.0019008,19.0082645,1.3704981,-1.1717308,4.0000000,-1.2091891,1.0081481,7.3032146,-1.1342725,2.8452539
3369,-13,-3.079381771150472,19.566703767536481,-13.0285072,0.0028099,28.0991745,1.6852231,-1.2984630,4.0000000,-1.3188868,1.0070384,6.7856932,-1.2780392,3.4716611
3370,-13,-3.071925131150472,19.566703767536481,-13.0293550,0.0037190,37.1900826,1.9798985,-1.4072729,4.0000000,-1.4250411,1.0059134,6.2168326,-1.3895048,4.0579438
3371,-13,-3.064468491150472,19.566703767536481,-13.0301247,-0.0053719,0.0000000,2.2450314,-1.4987142,4.0000000,-1.5258893,1.0048108,5.6040931,-1.4715393,4.5832806
3372,-13,-3.057011851150472,19.566703767536481,-13.0308104,-0.0044628,0.0000000,2.4660792,-1.5715656,4.0000000,-1.6206584,1.0037832,4.9634967,-1.5224727,5.0245180
3373,-13,-3.049555211150472,19.566703767536481,-13.0314121,-0.0035537,0.0000000,2.6356800,-1.6265694,4.0000000,-1.7044573,1.0028687,4.3134203,-1.5486816,5.3751545
3374,-13,-3.042098571150472,19.566703767536481,-13.0319262,-0.0026446,0.0000000,2.7783809,-1.6728466,4.0000000,-1.7744960,1.0020784,3.6622591,-1.5711972,5.6860318
3375,-13,-3.034641931150472,19.566703767536481,-13.0323544,-0.0017355,0.0000000,2.8862808,-1.7090690,4.0000000,-1.8281248,1.0014220,3.0130186,-1.5900131,5.9461913
3376,-13,-3.027185291150472,19.566703767536481,-13.0326958,-0.0008264,0.0000000,2.9569793,-1.7348859,4.0000000,-1.8530656,1.0009055,2.3791795,-1.6167061,6.1479526
3377,-13,-3.019728651150472,19.566703767536481,-13.0329514,-0.0002479,0.0000000,2.9932823,-1.7512044,4.0000000,-1.8257531,1.0005275,1.7791332,-1.6766558,6.2929354
3378,-13,-3.012272011150472,19.566703767536481,-13.0331221,-0.0000826,0.0000000,3.0097687,-1.7619139,5.0000000,-1.6942637,1.0002831,1.2459103,-1.8295641,6.4036536
3379,-13,-3.004815371150472,19.566703767536481,-13.0332088,0.0000000,0.0000000,2.9883292,-1.7620928,5.0000000,-1.4394447,1.0001702,0.8982656,-2.0847409,6.4458346
3380,-13,-2.997358731150472,19.566703767536481,-13.0332146,-0.0000826,0.0000000,2.9503219,-1.7566512,6.0000000,-1.5683982,1.0001807,0.9368442,-1.9449041,6.4457417
3381,-13,-2.989902091150472,19.566703767536481,-13.0331402,-0.0001653,0.0000000,2.9117198,-1.7490486,5.0000000,-1.8761568,1.0003065,1.3054309,-1.6219403,6.4203691
3382,-13,-2.982445451150472,19.566703767536481,-13.0329876,-0.0003306,0.0000000,2.8770654,-1.7405313,5.0000000,-2.0096478,1.0005425,1.8051406,-1.4714148,6.3781805
3383,-13,-2.974988811150472,19.566703767536481,-13.0327568,-0.0006612,0.0000000,2.8407540,-1.7296667,4.0000000,-2.0525451,1.0008820,2.3446648,-1.4067882,6.3103352
3384,-13,-2.967532171150472,19.566703767536481,-13.0324507,-0.0015702,0.0000000,2.8003595,-1.7162359,4.0000000,-2.0567551,1.0013236,2.8992810,-1.3757167,6.2189317
3385,-13,-2.960075531150472,19.566703767536481,-13.0320673,-0.0024793,0.0000000,2.7385542,-1.6963593,4.0000000,-2.0408611,1.0018654,3.4588180,-1.3518574,6.0862198
3386,-13,-2.952618891150472,19.566703767536481,-13.0316086,-0.0033884,0.0000000,2.6328726,-1.6649625,4.0000000,-2.0143714,1.0024943,4.0146098,-1.3155535,5.8917747
3387,-13,-2.945162251150472,19.566703767536481,-13.0310764,-0.0042975,0.0000000,2.4996557,-1.6258340,4.0000000,-1.9819404,1.0031945,4.5514593,-1.2697276,5.6598306
3388,-13,-2.937705611150472,19.566703767536481,-13.0304737,-0.0052066,0.0000000,2.3578396,-1.5836973,4.0000000,-1.9474373,1.0039470,5.0645852,-1.2199574,5.4190321
3389,-13,-2.930248971150472,19.566703767536481,-13.0298052,0.0038843,38.8429756,2.2372630,-1.5466356,4.0000000,-1.9149014,1.0047452,5.5551381,-1.1783699,5.2127147
3390,-13,-2.922792331150472,19.566703767536481,-13.0290709,0.0029752,29.7520657,2.1488729,-1.5178202,4.0000000,-1.8844652,1.0055856,6.0265641,-1.1511753,5.0531263
3391,-13,-2.915335691150472,19.566703767536481,-13.0282755,0.0021488,21.4876041,2.0921557,-1.4978956,4.0000000,-1.8586538,1.0064772,6.4904323,-1.1371373,4.9441838
3392,-13,-2.907879051150472,19.566703767536481,-13.0274172,0.0013223,13.2231407,2.0454588,-1.4812523,4.0000000,-1.8355510,1.0074264,6.9481463,-1.1269535,4.8581147
3393,-13,-2.900422411150472,19.566703767536481,-13.0264978,0.0004132,5.7851238,1.9976165,-1.4652100,4.0000000,-1.8160224,1.0084233,7.3992724,-1.1143975,4.7845383
3394,-13,-2.892965771150472,19.566703767536481,-13.0255184,-0.0010744,0.0000000,1.9398109,-1.4471171,4.0000000,-1.7992100,1.0094644,7.8425584,-1.0950243,4.7098122
3395,-13,-2.885509131150472,19.566703767536481,-13.0244799,-0.0019835,0.0000000,1.8749921,-1.4272867,4.0000000,-1.7829515,1.0105388,8.2736540,-1.0716219,4.6318884
3396,-13,-2.878052491150472,19.566703767536481,-13.0233831,-0.0028926,0.0000000,1.7997254,-1.4045107,4.0000000,-1.7680306,1.0116434,8.6936760,-1.0409907,4.5447745
3397,-13,-2.870595851150472,19.566703767536481,-13.0222301,-0.0038017,0.0000000,1.7102783,-1.3764693,4.0000000,-1.7499678,1.0127617,9.1003094,-1.0029707,4.4304090
3398,-13,-2.863139211150472,19.566703767536481,-13.0210228,-0.0047107,0.0000000,1.5986781,-1.3405929,4.0000000,-1.7296365,1.0138812,9.4875708,-0.9515491,4.2797565
3399,-13,-2.855682571150472,19.566703767536481,-13.0197630,0.0043802,43.8016510,1.4642293,-1.2950826,4.0000000,-1.7027510,1.0149767,9.8540945,-0.8874140,4.0804343
3400,-13,-2.848225931150472,19.566703767536481,-13.0184555,0.0033884,34.7107430,1.2881098,-1.2335712,4.0000000,-1.6685474,1.0160260,10.1935387,-0.7985950,3.8158948
3401,-13,-2.840769291150472,19.566703767536481,-13.0171032,0.0018182,25.6198349,1.0753430,-1.1555840,4.0000000,-1.6245143,1.0169883,10.4933023,-0.6866537,3.4936161
3402,-13,-2.833312651150472,19.566703767536481,-13.0157137,0.0000000,16.5289249,0.8506009,-1.0677503,4.0000000,-1.5731689,1.0178097,10.7423496,-0.5623317,3.1524968
3403,-13,-2.825856011150472,19.566703767536481,-13.0142927,-0.0018182,7.4380164,0.6248704,-0.9710882,4.0000000,-1.5114272,1.0184824,10.9428682,-0.4307493,2.7991197
3404,-13,-2.818399371150472,19.566703767536481,-13.0128479,-0.0034711,0.0000000,0.4038912,-0.8670311,4.0000000,-1.4415902,1.0189824,11.0898924,-0.2924720,2.4541020
3405,-13,-2.810942731150472,19.566703767536481,-13.0113869,-0.0043802,0.0000000,0.1942737,-0.7579193,4.0000000,-1.3657622,1.0192968,11.1799574,-0.1500762,2.1390417
3406,-13,-2.803486091150472,19.566703767536481,-13.0099173,0.0047107,47.1074371,0.0001210,-0.6445855,4.0000000,-1.2847886,1.0194155,11.2167425,-0.0043825,1.8651100
3407,-13,-2.796029451150472,19.566703767536481,-13.0084476,0.0037190,38.0165291,-0.1796373,-0.5269286,4.0000000,-1.2012248,1.0193276,11.1921892,0.1473676,1.6473526
3408,-13,-2.788572811150472,19.566703767536481,-13.0069857,0.0023967,28.9256191,-0.3251430,-0.4141446,4.0000000,-1.1179867,1.0190257,11.1043453,0.2896974,1.4898630
3409,-13,-2.781116171150472,19.566703767536481,-13.0055408,0.0005785,19.8347111,-0.4378102,-0.3079280,4.0000000,-1.0371536,1.0185415,10.9651566,0.4212977,1.3874375
3410,-13,-2.773659531150472,19.566703767536481,-13.0041189,-0.0012397,10.7438021,-0.5218868,-0.2088840,4.0000000,-0.9599844,1.0178990,10.7743664,0.5422163,1.3329391
3411,-13,-2.766202891150472,19.566703767536481,-13.0027275,-0.0029752,2.4793389,-0.5775960,-0.1207529,4.0000000,-0.8882793,1.0170997,10.5331221,0.6467734,1.3131121
3412,-13,-2.758746251150472,19.566703767536481,-13.0013733,-0.0041322,0.0000000,-0.6173988,-0.0391226,4.0000000,-0.8209978,1.0161989,10.2563362,0.7427527,1.3283904
3413,-13,-2.751289611150472,19.566703767536481,-13.0000601,-0.0050413,0.0000000,-0.6580316,0.0408701,4.0000000,-0.7606112,1.0151896,9.9343338,0.8423514,1.4015608
3414,-12,-2.743832971150472,19.566703767536481,-12.9987955,0.0040496,40.4958687,-0.6975568,0.1160814,4.0000000,-0.7056062,1.0140555,9.5603771,0.9377689,1.5216705
3415,-12,-2.736376331150472,19.566703767536481,-12.9975863,0.0031405,31.4049587,-0.7261032,0.1797356,4.0000000,-0.6531178,1.0128478,9.1437540,1.0125890,1.6488074
3416,-12,-2.728919691150472,19.566703767536481,-12.9964361,0.0022314,22.3140488,-0.7559899,0.2330652,4.0000000,-0.6061664,1.0115978,8.6882877,1.0722969,1.7924708
3417,-12,-2.721463051150472,19.566703767536481,-12.9953499,0.0011570,13.2231407,-0.7810471,0.2738231,4.0000000,-0.5622680,1.0103148,8.1966381,1.1099141,1.9208230
3418,-12,-2.714006411150472,19.566703767536481,-12.9943333,0.0000000,4.9586778,-0.8006645,0.3034196,4.0000000,-0.5212190,1.0090493,7.6792860,1.1280582,2.0234163
3419,-12,-2.706549771150472,19.566703767536481,-12.9933853,-0.0011570,0.0000000,-0.8077508,0.3176809,4.0000000,-0.4845372,1.0078317,7.1430855,1.1198989,2.0669050
3420,-12,-2.699093131150472,19.566703767536481,-12.9925098,-0.0020661,0.0000000,-0.8090901,0.3223882,4.0000000,-0.4543471,1.0066874,6.6026669,1.0991236,2.0752218
3421,-13,-3.235971211150472,19.559247127536480,-13.0075283,0.0020661,20.6611576,-0.0285720,0.1431151,4.0000000,-0.0530129,1.0052680,5.8608565,0.3392432,0.1408229
3422,-13,-3.228514571150472,19.559247127536480,-13.0083008,0.0029752,29.7520657,-0.0256457,0.1905189,4.0000000,-0.0369235,1.0055453,6.0127745,0.4179612,0.1989209
3423,-13,-3.221057931150472,19.559247127536480,-13.0090971,0.0038843,38.8429756,-0.0226345,0.2340097,4.0000000,-0.0270103,1.0059015,6.2019086,0.4950296,0.2676712
3424,-13,-3.213601291150472,19.559247127536480,-13.0099211,0.0047934,47.9338837,-0.0223718,0.2679971,4.0000000,-0.0251408,1.0063311,6.4253912,0.5611351,0.3364731
3425,-13,-3.206144651150472,19.559247127536480,-13.0107765,-0.0042975,0.0000000,-0.0273767,0.2835085,4.0000000,-0.0336996,1.0068328,6.6779485,0.6007167,0.3816497
3426,-13,-3.198688011150472,19.559247127536480,-13.0116663,-0.0033884,0.0000000,-0.0375383,0.2810712,4.0000000,-0.0513976,1.0073794,6.9401503,0.6135401,0.3971359
3427,-13,-3.191231371150472,19.559247127536480,-13.0125914,-0.0024793,0.0000000,-0.0532122,0.2675456,4.0000000,-0.0785879,1.0079478,7.2017665,0.6136792,0.3993817
3428,-13,-3.183774731150472,19.559247127536480,-13.0135508,-0.0015702,0.0000000,-0.0752132,0.2471066,4.0000000,-0.1161563,1.0085399,7.4654050,0.6103695,0.4020763
3429,-13,-3.176318091150472,19.559247127536480,-13.0145454,-0.0006612,0.0000000,-0.1005850,0.2200012,4.0000000,-0.1605626,1.0091470,7.7243705,0.6005650,0.4031656
3430,-13,-3.168861451150472,19.559247127536480,-13.0155735,0.0009091,9.0909090,-0.1260867,0.1828527,4.0000000,-0.2111392,1.0097575,7.9786944,0.5768446,0.3954706
3431,-13,-3.161404811150472,19.559247127536480,-13.0166349,0.0018182,18.1818180,-0.1455066,0.1284197,5.0000000,-0.2682208,1.0103556,8.2214499,0.5250603,0.3677296
3432,-13,-3.153948171150472,19.559247127536480,-13.0177269,0.0027273,27.2727280,-0.1496202,0.0538090,5.0000000,-0.3308760,1.0108961,8.4333906,0.4384940,0.3228310
3433,-13,-3.146491531150472,19.559247127536480,-13.0188437,0.0036364,36.3636360,-0.1291035,-0.0419571,5.0000000,-0.3983091,1.0113357,8.6035328,0.3143950,0.2790168
3434,-13,-3.139034891150472,19.559247127536480,-13.0199804,0.0045455,45.4545441,-0.0791447,-0.1557517,5.0000000,-0.4730697,1.0116192,8.7119551,0.1615662,0.2723324
3435,-13,-3.131578251150472,19.559247127536480,-13.0211258,-0.0045455,0.0000000,0.0045365,-0.2816523,5.0000000,-0.5524964,1.0117143,8.7470255,-0.0108082,0.3305756
3436,-13,-3.124121611150472,19.559247127536480,-13.0222721,-0.0036364,0.0000000,0.1218328,-0.4142117,5.0000000,-0.6362160,1.0116068,8.7087069,-0.1922073,0.4726946
3437,-13,-3.116664971150472,19.559247127536480,-13.0234070,-0.0027273,0.0000000,0.2783392,-0.5543106,5.0000000,-0.7243594,1.0112848,8.5893698,-0.3842617,0.7124698
3438,-13,-3.109208331150472,19.559247127536480,-13.0245209,-0.0018182,0.0000000,0.4758025,-0.6996921,5.0000000,-0.8155667,1.0107577,8.3872585,-0.5838175,1.0584384
3439,-13,-3.101751691150472,19.559247127536480,-13.0256023,-0.0005785,3.3057852,0.7079141,-0.8447051,5.0000000,-0.9084492,1.0100225,8.0973711,-0.7809610,1.5018882
3440,-13,-3.094295051150472,19.559247127536480,-13.0266390,0.0010744,10.7438021,0.9756722,-0.9896473,5.0000000,-1.0052966,1.0091150,7.7250614,-0.9739981,2.0408010
3441,-13,-3.086838411150472,19.559247127536480,-13.0276213,0.0019835,19.8347111,1.2587761,-1.1246378,5.0000000,-1.1036359,1.0080770,7.2709966,-1.1456398,2.6238790
3442,-13,-3.079381771150472,19.559247127536480,-13.0285387,0.0028926,28.9256191,1.5397031,-1.2444937,5.0000000,-1.2028937,1.0069585,6.7470231,-1.2860937,3.2008250
3443,-13,-3.071925131150472,19.559247127536480,-13.0293837,0.0038017,38.0165291,1.8003880,-1.3453716,5.0000000,-1.3015153,1.0058306,6.1750631,-1.3892279,3.7224658
3444,-13,-3.064468491150472,19.559247127536480,-13.0301504,-0.0052893,0.0000000,2.0396357,-1.4307578,5.0000000,-1.3992584,1.0047379,5.5626402,-1.4622571,4.1857715
3445,-13,-3.057011851150472,19.559247127536480,-13.0308352,-0.0043802,0.0000000,2.2389867,-1.4977595,5.0000000,-1.4935327,1.0037230,4.9265637,-1.5019863,4.5621409
3446,-13,-3.049555211150472,19.559247127536480,-13.0314350,-0.0034711,0.0000000,2.4071155,-1.5525130,5.0000000,-1.5859973,1.0028204,4.2823453,-1.5190287,4.8824897
3447,-13,-3.042098571150472,19.559247127536480,-13.0319510,-0.0025620,0.0000000,2.5462482,-1.5976070,5.0000000,-1.6722062,1.0020405,3.6321337,-1.5230078,5.1601892
3448,-13,-3.034641931150472,19.559247127536480,-13.0323811,-0.0016529,0.0000000,2.6579411,-1.6346443,5.0000000,-1.7534668,1.0013856,2.9801047,-1.5158218,5.4036593
3449,-13,-3.027185291150472,19.559247127536480,-13.0327253,-0.0007438,0.0000000,2.7415564,-1.6640283,5.0000000,-1.8283737,1.0008631,2.3321850,-1.4996830,5.6132436
3450,-13,-3.019728651150472,19.559247127536480,-13.0329866,-0.0001653,0.0000000,2.7985132,-1.6861997,5.0000000,-1.8939596,1.0004729,1.6870637,-1.4784397,5.7872963
3451,-13,-3.012272011150472,19.559247127536480,-13.0331640,0.0000000,0.0000000,2.8266034,-1.7003719,5.0000000,-1.9489949,1.0002087,1.0495486,-1.4517487,5.9163880
3452,-13,-3.004815371150472,19.559247127536480,-13.0332584,0.0000000,0.0000000,2.8303337,-1.7077451,7.0000000,-1.9961293,1.0000691,0.4209311,-1.4193609,6.0056605
3453,-13,-2.997358731150472,19.559247127536480,-13.0332727,0.0000000,0.0000000,2.8188646,-1.7100282,8.0000000,-2.0094323,1.0000491,0.1976629,-1.4106241,6.0592256
3454,-13,-2.989902091150472,19.559247127536480,-13.0332079,0.0000000,0.0000000,2.8003309,-1.7089452,5.0000000,-2.0419960,1.0001426,0.8048338,-1.3758942,6.0841618
3455,-13,-2.982445451150472,19.559247127536480,-13.0330648,-0.0000826,0.0000000,2.7888150,-1.7079365,5.0000000,-2.0543404,1.0003459,1.4062340,-1.3615327,6.0993295
3456,-13,-2.974988811150472,19.559247127536480,-13.0328436,-0.0004132,0.0000000,2.7753084,-1.7045608,5.0000000,-2.0551569,1.0006565,2.0049484,-1.3539644,6.0893221
3457,-13,-2.967532171150472,19.559247127536480,-13.0325451,-0.0013223,0.0000000,2.7477419,-1.6958972,5.0000000,-2.0454237,1.0010728,2.6011114,-1.3463706,6.0385342
3458,-13,-2.960075531150472,19.559247127536480,-13.0321703,-0.0022314,0.0000000,2.6975493,-1.6800283,5.0000000,-2.0268764,1.0015928,3.1911271,-1.3331802,5.9388947
3459,-13,-2.952618891150472,19.559247127536480,-13.0317192,-0.0031405,0.0000000,2.6083887,-1.6535790,5.0000000,-2.0039513,1.0022072,3.7722855,-1.3032068,5.7805576
3460,-13,-2.945162251150472,19.559247127536480,-13.0311937,-0.0040496,0.0000000,2.4884136,-1.6183766,4.0000000,-1.9777148,1.0028961,4.3313541,-1.2590384,5.5765762
3461,-13,-2.937705611150472,19.559247127536480,-13.0305977,-0.0049587,0.0000000,2.3559744,-1.5791526,4.0000000,-1.9497125,1.0036439,4.8643522,-1.2085925,5.3567295
3462,-13,-2.930248971150472,19.559247127536480,-13.0299330,0.0041322,41.3223152,2.2451546,-1.5454609,4.0000000,-1.9239974,1.0044426,5.3729544,-1.1669244,5.1746392
3463,-13,-2.922792331150472,19.559247127536480,-13.0292034,0.0032231,32.2314034,2.1669555,-1.5202299,4.0000000,-1.8995399,1.0052873,5.8620195,-1.1409199,5.0395303
3464,-13,-2.915335691150472,19.559247127536480,-13.0284100,0.0023140,23.1404953,2.1206439,-1.5041113,4.0000000,-1.8790569,1.0061904,6.3426208,-1.1291656,4.9564223
3465,-13,-2.907879051150472,19.559247127536480,-13.0275536,0.0014050,14.0495872,2.0841928,-1.4912390,4.0000000,-1.8612624,1.0071515,6.8173475,-1.1212153,4.8955798
3466,-13,-2.900422411150472,19.559247127536480,-13.0266352,0.0004959,5.7851238,2.0451956,-1.4786829,4.0000000,-1.8476330,1.0081687,7.2857203,-1.1097327,4.8462424
3467,-13,-2.892965771150472,19.559247127536480,-13.0256548,-0.0009917,0.0000000,1.9896154,-1.4620954,4.0000000,-1.8358759,1.0092398,7.7473469,-1.0883149,4.7848434
3468,-13,-2.885509131150472,19.559247127536480,-13.0246134,-0.0019008,0.0000000,1.9298513,-1.4451773,4.0000000,-1.8281906,1.0103428,8.1942310,-1.0621641,4.7311020
3469,-13,-2.878052491150472,19.559247127536480,-13.0235138,-0.0028099,0.0000000,1.8520833,-1.4228719,4.0000000,-1.8196458,1.0114760,8.6303549,-1.0260981,4.6538906
3470,-13,-2.870595851150472,19.559247127536480,-13.0223560,-0.0037190,0.0000000,1.7589444,-1.3952830,4.0000000,-1.8088840,1.0126238,9.0503340,-0.9816819,4.5509734
3471,-13,-2.863139211150472,19.559247127536480,-13.0211439,-0.0046281,0.0000000,1.6364342,-1.3579504,4.0000000,-1.7942871,1.0137659,9.4474955,-0.9216138,4.4036064
3472,-13,-2.855682571150472,19.559247127536480,-13.0198793,0.0044628,44.6280975,1.4936090,-1.3121872,4.0000000,-1.7737123,1.0148782,9.8216677,-0.8506623,4.2150903
3473,-13,-2.848225931150472,19.559247127536480,-13.0185671,0.0035537,35.5371895,1.3046827,-1.2492927,4.0000000,-1.7437054,1.0159327,10.1627903,-0.7548801,3.9560156
3474,-13,-2.840769291150472,19.559247127536480,-13.0172110,0.0019835,26.4462814,1.0828009,-1.1721053,4.0000000,-1.7047359,1.0168868,10.4609585,-0.6394747,3.6521337
3475,-13,-2.833312651150472,19.559247127536480,-13.0158176,0.0001653,17.3553715,0.8407574,-1.0827330,4.0000000,-1.6557668,1.0176886,10.7059641,-0.5096993,3.3220916
3476,-13,-2.825856011150472,19.559247127536480,-13.0143957,-0.0016529,8.2644625,0.5968042,-0.9850763,4.0000000,-1.5958087,1.0183266,10.8973503,-0.3743438,2.9869659
3477,-13,-2.818399371150472,19.559247127536480,-13.0129519,-0.0033884,0.0000000,0.3599325,-0.8824443,4.0000000,-1.5294725,1.0187825,11.0300522,-0.2354162,2.6740007
3478,-13,-2.810942731150472,19.559247127536480,-13.0114937,-0.0042975,0.0000000,0.1353637,-0.7747885,4.0000000,-1.4550226,1.0190375,11.1065168,-0.0945544,2.3854716
3479,-13,-2.803486091150472,19.559247127536480,-13.0100298,-0.0052066,0.0000000,-0.0713070,-0.6648318,4.0000000,-1.3770430,1.0191035,11.1252241,0.0473793,2.1402686
3480,-13,-2.796029451150472,19.559247127536480,-13.0085669,0.0038843,38.8429756,-0.2596225,-0.5526680,4.0000000,-1.2976604,1.0189652,11.0855007,0.1923243,1.9454745
3481,-13,-2.788572811150472,19.559247127536480,-13.0071144,0.0026446,29.7520657,-0.4103484,-0.4463152,4.0000000,-1.2190531,1.0186195,10.9865866,0.3264227,1.7978512
3482,-13,-2.781116171150472,19.559247127536480,-13.0056801,0.0008264,20.6611576,-0.5234355,-0.3458705,4.0000000,-1.1402473,1.0181142,10.8370371,0.4485064,1.6827810
3483,-13,-2.773659531150472,19.559247127536480,-13.0042696,-0.0009917,11.5702477,-0.6024724,-0.2547311,4.0000000,-1.0664090,1.0174650,10.6435051,0.5569467,1.6014792
3484,-13,-2.766202891150472,19.559247127536480,-13.0028896,-0.0028099,2.4793389,-0.6529099,-0.1721548,4.0000000,-0.9958943,1.0166845,10.4045887,0.6515847,1.5429689
3485,-13,-2.758746251150472,19.559247127536480,-13.0015459,-0.0039669,0.0000000,-0.6873579,-0.0949080,4.0000000,-0.9291393,1.0158119,10.1335430,0.7393234,1.5136670
3486,-13,-2.751289611150472,19.559247127536480,-13.0002422,-0.0048760,0.0000000,-0.7225840,-0.0169511,4.0000000,-0.8664722,1.0148445,9.8226690,0.8325700,1.5368016
3487,-12,-2.743832971150472,19.559247127536480,-12.9989853,0.0042149,42.1487617,-0.7535961,0.0557004,4.0000000,-0.8084405,1.0137697,9.4624805,0.9198413,1.6002216
3488,-12,-2.736376331150472,19.559247127536480,-12.9977808,0.0033058,33.0578499,-0.7755968,0.1187124,4.0000000,-0.7532330,1.0126230,9.0639238,0.9906577,1.6799995
3489,-12,-2.728919691150472,19.559247127536480,-12.9966335,0.0023967,23.9669418,-0.7970317,0.1745067,4.0000000,-0.7015458,1.0114326,8.6289558,1.0505592,1.7816736
