OID_,RegJ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1391,-13,-3.012272011150472,19.775489687536481,-13.0046329,-0.0005785,14.8760328,0.1411221,-0.4056968,4.0000000,-0.5572500,1.0176117,10.6756630,-0.2541437,0.4127788
1392,-13,-3.004815371150472,19.775489687536481,-13.0044823,-0.0007438,14.0495872,0.1204705,-0.3604957,4.0000000,-0.4536243,1.0177184,10.7078686,-0.2673670,0.3044340
1393,-13,-2.997358731150472,19.775489687536481,-13.0043049,-0.0009917,12.3966942,0.0941512,-0.3167787,4.0000000,-0.3527654,1.0177432,10.7149820,-0.2807921,0.2304821
1394,-13,-2.989902091150472,19.775489687536481,-13.0041056,-0.0012397,10.7438021,0.0649929,-0.2752131,4.0000000,-0.2556038,1.0176895,10.6977539,-0.2948224,0.1848385
1395,-13,-2.982445451150472,19.775489687536481,-13.0038900,-0.0015702,9.0909090,0.0372436,-0.2394742,4.0000000,-0.1699846,1.0175670,10.6595688,-0.3089639,0.1636703
1396,-13,-2.974988811150472,19.775489687536481,-13.0036631,-0.0019008,7.4380164,0.0154612,-0.2151081,4.0000000,-0.1078571,1.0173894,10.6056356,-0.3223590,0.1618291
1397,-13,-2.967532171150472,19.775489687536481,-13.0034266,-0.0022314,5.7851238,0.0055487,-0.2126769,4.0000000,-0.0854394,1.0171746,10.5387239,-0.3399144,0.1779206
1398,-13,-2.960075531150472,19.775489687536481,-13.0031834,-0.0025620,4.1322312,0.0059580,-0.2268555,4.0000000,-0.0918097,1.0169401,10.4660139,-0.3619014,0.2030849
1399,-13,-2.952618891150472,19.775489687536481,-13.0029316,-0.0028099,3.3057852,0.0164210,-0.2548684,4.0000000,-0.1217786,1.0166961,10.3912563,-0.3879581,0.2378135
1400,-13,-2.945162251150472,19.775489687536481,-13.0026693,-0.0030579,2.4793389,0.0346246,-0.2918717,4.0000000,-0.1635365,1.0164609,10.3182278,-0.4202068,0.2847036
1401,-13,-2.937705611150472,19.775489687536481,-13.0023928,-0.0033058,1.6528926,0.0630660,-0.3397433,4.0000000,-0.2207341,1.0162425,10.2495079,-0.4587525,0.3524653
1402,-13,-2.930248971150472,19.775489687536481,-13.0020990,-0.0035537,0.8264463,0.0992140,-0.3928661,4.0000000,-0.2831691,1.0160435,10.1881742,-0.5025631,0.4407850
1403,-13,-2.922792331150472,19.775489687536481,-13.0017824,-0.0038843,0.0000000,0.1392511,-0.4460817,4.0000000,-0.3413459,1.0158768,10.1347904,-0.5508175,0.5450104
1404,-13,-2.915335691150472,19.775489687536481,-13.0014391,-0.0041322,0.0000000,0.1769127,-0.4932645,4.0000000,-0.3850065,1.0157377,10.0911341,-0.6015226,0.6524462
1405,-13,-2.907879051150472,19.775489687536481,-13.0010653,-0.0044628,0.0000000,0.2078231,-0.5317976,4.0000000,-0.4111509,1.0156196,10.0549917,-0.6524442,0.7531434
1406,-13,-2.900422411150472,19.775489687536481,-13.0006571,-0.0047107,0.0000000,0.2297330,-0.5612099,4.0000000,-0.4183806,1.0155221,10.0252857,-0.7040392,0.8410103
1407,-13,-2.892965771150472,19.775489687536481,-13.0002146,-0.0050413,0.0000000,0.2343813,-0.5750855,4.0000000,-0.4003770,1.0154389,9.9984646,-0.7497939,0.8953310
1408,-12,-2.885509131150472,19.775489687536481,-12.9997349,0.0046281,46.2809906,0.2250080,-0.5783412,4.0000000,-0.3662886,1.0153571,9.9742298,-0.7903938,0.9281604
1409,-12,-2.878052491150472,19.775489687536481,-12.9992208,0.0042149,42.1487617,0.2088533,-0.5785108,4.0000000,-0.3293006,1.0152680,9.9458513,-0.8277210,0.9603299
1410,-12,-2.870595851150472,19.775489687536481,-12.9986715,0.0036364,37.1900826,0.1885372,-0.5772178,4.0000000,-0.2928367,1.0151769,9.9172697,-0.8615989,0.9943635
1411,-12,-2.863139211150472,19.775489687536481,-12.9980869,0.0030579,32.2314034,0.1610378,-0.5721191,4.0000000,-0.2525253,1.0150828,9.8866596,-0.8917130,1.0252610
1412,-12,-2.855682571150472,19.775489687536481,-12.9974689,0.0023967,27.2727280,0.1197999,-0.5551752,4.0000000,-0.1967348,1.0149828,9.8557119,-0.9136156,1.0294287
1413,-12,-2.848225931150472,19.775489687536481,-12.9968157,0.0017355,22.3140488,0.0696197,-0.5304004,4.0000000,-0.1318672,1.0148604,9.8174648,-0.9289337,1.0199358
1414,-12,-2.840769291150472,19.775489687536481,-12.9961319,0.0010744,18.1818180,0.0215201,-0.5053055,4.0000000,-0.0722082,1.0147123,9.7675438,-0.9384028,1.0104302
1415,-12,-2.833312651150472,19.775489687536481,-12.9954185,0.0003306,14.0495872,-0.0120059,-0.4890815,4.0000000,-0.0317258,1.0145642,9.7166901,-0.9464372,1.0121717
1416,-12,-2.825856011150472,19.775489687536481,-12.9946747,-0.0004132,10.7438021,-0.0315173,-0.4805628,4.0000000,-0.0078384,1.0144277,9.6706457,-0.9532873,1.0177858
1417,-12,-2.818399371150472,19.775489687536481,-12.9939013,-0.0012397,7.4380164,-0.0380690,-0.4785644,4.0000000,0.0009853,1.0143278,9.6372862,-0.9581140,1.0230464
1418,-12,-2.810942731150472,19.775489687536481,-12.9930973,-0.0020661,4.9586778,-0.0345995,-0.4812033,4.0000000,-0.0015338,1.0142947,9.6247244,-0.9608727,1.0261860
1419,-12,-2.803486091150472,19.775489687536481,-12.9922590,-0.0029752,2.4793389,-0.0301388,-0.4753945,4.0000000,-0.0008612,1.0143352,9.6393118,-0.9499277,0.9939309
1420,-12,-2.796029451150472,19.775489687536481,-12.9913855,-0.0039669,0.8264463,-0.0267599,-0.4532276,5.0000000,0.0061674,1.0144292,9.6724100,-0.9126226,0.9018696
1421,-12,-2.788572811150472,19.775489687536481,-12.9904776,-0.0048760,0.0000000,-0.0260571,-0.4101311,5.0000000,0.0190293,1.0145440,9.7126408,-0.8392915,0.7468124
1422,-12,-2.781116171150472,19.775489687536481,-12.9895401,0.0042975,42.9752083,-0.0224290,-0.3577941,4.0000000,0.0264773,1.0146557,9.7501993,-0.7420656,0.5735814
1423,-12,-2.773659531150472,19.775489687536481,-12.9885769,0.0034711,35.5371895,-0.0137652,-0.3043282,4.0000000,0.0216074,1.0147461,9.7797756,-0.6302639,0.4098555
1424,-12,-2.766202891150472,19.775489687536481,-12.9875937,0.0025620,28.0991745,-0.0079904,-0.2464938,4.0000000,0.0146091,1.0148211,9.8081322,-0.5075968,0.2668073
1425,-12,-2.758746251150472,19.775489687536481,-12.9865942,0.0016529,21.4876041,-0.0116602,-0.1719402,4.0000000,0.0186693,1.0148641,9.8240137,-0.3625497,0.1461431
1426,-12,-2.751289611150472,19.775489687536481,-12.9855852,0.0006612,15.7024794,-0.0244696,-0.0800173,4.0000000,0.0388925,1.0147985,9.8061428,-0.1989272,0.0779015
1427,-12,-2.743832971150472,19.775489687536481,-12.9845781,-0.0003306,10.7438021,-0.0425043,0.0261107,4.0000000,0.0798910,1.0145965,9.7442627,-0.0276696,0.0931630
1428,-12,-2.736376331150472,19.775489687536481,-12.9835815,-0.0013223,6.6115704,-0.0584672,0.1407478,4.0000000,0.1408073,1.0142369,9.6255550,0.1406884,0.2076394
1429,-12,-2.728919691150472,19.775489687536481,-12.9826097,-0.0022314,3.3057852,-0.0692864,0.2557870,4.0000000,0.2226005,1.0137000,9.4452000,0.2889734,0.4218166
1430,-12,-2.721463051150472,19.775489687536481,-12.9816723,-0.0031405,0.8264463,-0.0674648,0.3588383,4.0000000,0.3207471,1.0130023,9.2054348,0.3969294,0.6831794
1431,-12,-2.714006411150472,19.775489687536481,-12.9807825,-0.0039669,0.0000000,-0.0528700,0.4444547,4.0000000,0.4311143,1.0121934,8.9163589,0.4577952,0.9400633
1432,-12,-2.706549771150472,19.775489687536481,-12.9799461,0.0052066,52.0661163,-0.0308979,0.5049792,3.0000000,0.5454817,1.0113235,8.5924110,0.4644767,1.1338432
1433,-12,-2.699093131150472,19.775489687536481,-12.9791698,0.0042975,42.9752083,-0.0061927,0.5449508,4.0000000,0.6625955,1.0104228,8.2489738,0.4273060,1.2569559
1434,-12,-3.206144651150472,19.768033047536480,-12.9993429,0.0042149,42.1487617,0.0856086,-0.4694661,4.0000000,-0.1023426,1.0098503,8.0061779,-0.8365896,0.7248568
1435,-12,-3.198688011150472,19.768033047536480,-12.9997511,0.0046281,46.2809906,0.0867483,-0.4467304,4.0000000,-0.1112978,1.0100008,8.0651779,-0.7821631,0.6378458
1436,-13,-3.191231371150472,19.768033047536480,-13.0001469,-0.0050413,0.0000000,0.0757746,-0.4124903,4.0000000,-0.1071364,1.0101422,8.1226721,-0.7178444,0.5403498
1437,-13,-3.183774731150472,19.768033047536480,-13.0005302,-0.0046281,0.0000000,0.0619511,-0.3744253,4.0000000,-0.0991474,1.0102782,8.1755381,-0.6497031,0.4464144
1438,-13,-3.176318091150472,19.768033047536480,-13.0009012,-0.0042975,0.0000000,0.0439644,-0.3320924,4.0000000,-0.0830422,1.0104158,8.2278671,-0.5811425,0.3610786
1439,-13,-3.168861451150472,19.768033047536480,-13.0012627,-0.0039669,0.0000000,0.0211641,-0.2833663,4.0000000,-0.0536762,1.0105572,8.2825499,-0.5130563,0.2851689
1440,-13,-3.161404811150472,19.768033047536480,-13.0016146,-0.0037190,0.0000000,-0.0042806,-0.2292309,4.0000000,-0.0104652,1.0107144,8.3429127,-0.4479967,0.2238517
1441,-13,-3.153948171150472,19.768033047536480,-13.0019608,-0.0033884,0.0000000,-0.0293656,-0.1725783,4.0000000,0.0439724,1.0109030,8.4142447,-0.3891290,0.1823915
1442,-13,-3.146491531150472,19.768033047536480,-13.0023031,-0.0031405,0.0000000,-0.0508031,-0.1179466,4.0000000,0.1021109,1.0111270,8.4984865,-0.3380042,0.1619878
1443,-13,-3.139034891150472,19.768033047536480,-13.0026445,-0.0028099,0.8264463,-0.0683942,-0.0691511,4.0000000,0.1573767,1.0113925,8.5977421,-0.2956789,0.1616740
1444,-13,-3.131578251150472,19.768033047536480,-13.0029898,-0.0024793,1.6528926,-0.0819462,-0.0373640,4.0000000,0.1912059,1.0116961,8.7120237,-0.2659339,0.1767289
1445,-13,-3.124121611150472,19.768033047536480,-13.0033388,-0.0021488,2.4793389,-0.0954849,-0.0287288,4.0000000,0.1934339,1.0120353,8.8372412,-0.2508916,0.2031669
1446,-13,-3.116664971150472,19.768033047536480,-13.0036907,-0.0017355,4.1322312,-0.1113730,-0.0457867,4.0000000,0.1588178,1.0124071,8.9713440,-0.2503911,0.2418554
1447,-13,-3.109208331150472,19.768033047536480,-13.0040426,-0.0013223,5.7851238,-0.1289295,-0.0815265,4.0000000,0.0935974,1.0127935,9.1098461,-0.2566504,0.2977606
1448,-13,-3.101751691150472,19.768033047536480,-13.0043879,-0.0009917,7.4380164,-0.1457362,-0.1285363,4.0000000,0.0088724,1.0131859,9.2479811,-0.2659450,0.3748465
1449,-13,-3.094295051150472,19.768033047536480,-13.0047216,-0.0006612,9.0909090,-0.1574096,-0.1791817,4.0000000,-0.0850951,1.0135847,9.3852625,-0.2732683,0.4659053
1450,-13,-3.086838411150472,19.768033047536480,-13.0050373,-0.0002479,11.5702477,-0.1588548,-0.2348321,4.0000000,-0.1926225,1.0139865,9.5236034,-0.2770418,0.5679045
1451,-13,-3.079381771150472,19.768033047536480,-13.0053301,0.0001653,14.0495872,-0.1459006,-0.2989831,4.0000000,-0.3211377,1.0143867,9.6588173,-0.2768284,0.6884071
1452,-13,-3.071925131150472,19.768033047536480,-13.0055933,0.0004959,16.5289249,-0.1176254,-0.3670938,4.0000000,-0.4657966,1.0147777,9.7873497,-0.2683910,0.8256876
1453,-13,-3.064468491150472,19.768033047536480,-13.0058193,0.0008264,19.0082645,-0.0755530,-0.4335718,4.0000000,-0.6123959,1.0151523,9.9099388,-0.2547477,0.9691265
1454,-13,-3.057011851150472,19.768033047536480,-13.0060005,0.0010744,20.6611576,-0.0243394,-0.4893101,4.0000000,-0.7417712,1.0155190,10.0278740,-0.2368491,1.0867842
1455,-13,-3.049555211150472,19.768033047536480,-13.0061331,0.0013223,22.3140488,0.0302089,-0.5266622,4.0000000,-0.8361955,1.0158795,10.1429472,-0.2171288,1.1395782
1456,-13,-3.042098571150472,19.768033047536480,-13.0062113,0.0014876,23.9669418,0.0754843,-0.5368672,4.0000000,-0.8752272,1.0162278,10.2538681,-0.1985072,1.0939893
1457,-13,-3.034641931150472,19.768033047536480,-13.0062370,0.0014876,23.9669418,0.1100043,-0.5243521,5.0000000,-0.8599494,1.0165601,10.3572607,-0.1887547,0.9646759
1458,-13,-3.027185291150472,19.768033047536480,-13.0062113,0.0014050,23.9669418,0.1265992,-0.4931301,4.0000000,-0.8012979,1.0168567,10.4472275,-0.1849622,0.7914034
1459,-13,-3.019728651150472,19.768033047536480,-13.0061388,0.0013223,23.9669418,0.1287829,-0.4514075,4.0000000,-0.7150981,1.0170993,10.5233574,-0.1877169,0.6142756
1460,-13,-3.012272011150472,19.768033047536480,-13.0060253,0.0012397,23.9669418,0.1188404,-0.4033630,4.0000000,-0.6124887,1.0172825,10.5785742,-0.1942374,0.4550985
1461,-13,-3.004815371150472,19.768033047536480,-13.0058756,0.0010744,23.1404953,0.1010782,-0.3547661,4.0000000,-0.5067157,1.0173994,10.6134348,-0.2028165,0.3309744
1462,-13,-2.997358731150472,19.768033047536480,-13.0056963,0.0008264,21.4876041,0.0779078,-0.3060465,4.0000000,-0.3995047,1.0174410,10.6244822,-0.2125884,0.2388871
1463,-13,-2.989902091150472,19.768033047536480,-13.0054922,0.0005785,19.8347111,0.0520509,-0.2585582,4.0000000,-0.2937916,1.0174052,10.6129856,-0.2233249,0.1764113
1464,-13,-2.982445451150472,19.768033047536480,-13.0052691,0.0002479,18.1818180,0.0264380,-0.2162174,4.0000000,-0.1977776,1.0172944,10.5793505,-0.2346571,0.1431179
1465,-13,-2.974988811150472,19.768033047536480,-13.0050325,-0.0000826,16.5289249,0.0060728,-0.1881082,4.0000000,-0.1277915,1.0171214,10.5264750,-0.2484249,0.1368819
1466,-13,-2.967532171150472,19.768033047536480,-13.0047865,-0.0004959,14.0495872,-0.0065368,-0.1810159,4.0000000,-0.0956515,1.0169066,10.4585972,-0.2663803,0.1519640
1467,-13,-2.960075531150472,19.768033047536480,-13.0045319,-0.0009091,11.5702477,-0.0111346,-0.1924352,4.0000000,-0.0942797,1.0166649,10.3828049,-0.2905907,0.1794158
1468,-13,-2.952618891150472,19.768033047536480,-13.0042667,-0.0012397,9.9173555,-0.0072863,-0.2189018,4.0000000,-0.1165228,1.0164045,10.3025942,-0.3212807,0.2170549
1469,-13,-2.945162251150472,19.768033047536480,-13.0039911,-0.0015702,8.2644625,0.0035732,-0.2557794,4.0000000,-0.1526646,1.0161433,10.2205420,-0.3588943,0.2678489
1470,-13,-2.937705611150472,19.768033047536480,-13.0037012,-0.0019008,6.6115704,0.0248689,-0.3039954,4.0000000,-0.2058735,1.0158942,10.1410961,-0.4021174,0.3368183
1471,-13,-2.930248971150472,19.768033047536480,-13.0033932,-0.0022314,4.9586778,0.0558393,-0.3598585,4.0000000,-0.2661761,1.0156634,10.0677443,-0.4535408,0.4280218
1472,-13,-2.922792331150472,19.768033047536480,-13.0030622,-0.0026446,3.3057852,0.0908678,-0.4143917,4.0000000,-0.3209050,1.0154608,10.0037098,-0.5078783,0.5322015
1473,-13,-2.915335691150472,19.768033047536480,-13.0027046,-0.0029752,2.4793389,0.1274946,-0.4642775,4.0000000,-0.3650885,1.0152915,9.9494610,-0.5634665,0.6394578
1474,-13,-2.907879051150472,19.768033047536480,-13.0023146,-0.0033884,1.6528926,0.1609188,-0.5074105,4.0000000,-0.3931261,1.0151570,9.9057646,-0.6216947,0.7447249
1475,-13,-2.900422411150472,19.768033047536480,-13.0018911,-0.0037190,0.8264463,0.1856604,-0.5390132,4.0000000,-0.4006906,1.0150496,9.8721466,-0.6773359,0.8302923
1476,-13,-2.892965771150472,19.768033047536480,-13.0014305,-0.0041322,0.0000000,0.1961428,-0.5559930,4.0000000,-0.3844862,1.0149624,9.8453779,-0.7274998,0.8841503
1477,-13,-2.885509131150472,19.768033047536480,-13.0009336,-0.0044628,0.0000000,0.1953869,-0.5632710,4.0000000,-0.3544014,1.0148896,9.8222809,-0.7721406,0.9173537
1478,-13,-2.878052491150472,19.768033047536480,-13.0003996,-0.0048760,0.0000000,0.1883299,-0.5657395,4.0000000,-0.3224501,1.0148237,9.8009415,-0.8090289,0.9414939
1479,-12,-2.870595851150472,19.768033047536480,-12.9998302,0.0046281,46.2809906,0.1771671,-0.5667298,4.0000000,-0.2917252,1.0147684,9.7822762,-0.8417344,0.9675272
1480,-12,-2.863139211150472,19.768033047536480,-12.9992247,0.0041322,41.3223152,0.1596035,-0.5643544,4.0000000,-0.2589136,1.0147207,9.7685413,-0.8697951,0.9912331
1481,-12,-2.855682571150472,19.768033047536480,-12.9985828,0.0034711,35.5371895,0.1270065,-0.5499040,4.0000000,-0.2092691,1.0146809,9.7569227,-0.8905389,0.9901394
1482,-12,-2.848225931150472,19.768033047536480,-12.9979048,0.0028099,29.7520657,0.0820486,-0.5250252,4.0000000,-0.1467406,1.0146260,9.7394314,-0.9033099,0.9705469
1483,-12,-2.840769291150472,19.768033047536480,-12.9971952,0.0021488,24.7933884,0.0383086,-0.4991265,4.0000000,-0.0883047,1.0145459,9.7131186,-0.9099483,0.9498565
1484,-12,-2.833312651150472,19.768033047536480,-12.9964542,0.0014050,19.8347111,0.0046082,-0.4795171,4.0000000,-0.0449149,1.0144669,9.6861715,-0.9141194,0.9393654
1485,-12,-2.825856011150472,19.768033047536480,-12.9956827,0.0006612,15.7024794,-0.0161442,-0.4688393,4.0000000,-0.0176566,1.0143985,9.6615171,-0.9200221,0.9398984
1486,-12,-2.818399371150472,19.768033047536480,-12.9948816,-0.0001653,11.5702477,-0.0268918,-0.4627830,4.0000000,-0.0035209,1.0143584,9.6476622,-0.9220451,0.9385589
1487,-12,-2.810942731150472,19.768033047536480,-12.9940491,-0.0009917,8.2644625,-0.0279415,-0.4620894,4.0000000,-0.0009622,1.0143726,9.6518803,-0.9232168,0.9380258
1488,-12,-2.803486091150472,19.768033047536480,-12.9931831,-0.0019008,4.9586778,-0.0274356,-0.4522205,5.0000000,0.0039541,1.0144519,9.6790047,-0.9083951,0.8997048
1489,-12,-2.796029451150472,19.768033047536480,-12.9922829,-0.0028926,2.4793389,-0.0276380,-0.4262378,5.0000000,0.0146291,1.0145707,9.7210894,-0.8671047,0.8058569
1490,-12,-2.788572811150472,19.768033047536480,-12.9913511,-0.0038843,0.8264463,-0.0296044,-0.3805391,4.0000000,0.0303861,1.0146937,9.7623291,-0.7914643,0.6577440
1491,-12,-2.781116171150472,19.768033047536480,-12.9903908,-0.0048760,0.0000000,-0.0271996,-0.3277445,4.0000000,0.0384286,1.0147921,9.7964468,-0.6939176,0.4986216
1492,-12,-2.773659531150472,19.768033047536480,-12.9894085,0.0042975,42.9752083,-0.0193810,-0.2752434,4.0000000,0.0323024,1.0148554,9.8156614,-0.5827892,0.3521284
1493,-12,-2.766202891150472,19.768033047536480,-12.9884090,0.0033884,34.7107430,-0.0120315,-0.2230959,4.0000000,0.0169437,1.0148865,9.8282623,-0.4631355,0.2301238
1494,-12,-2.758746251150472,19.768033047536480,-12.9873981,0.0024793,27.2727280,-0.0160343,-0.1585129,4.0000000,0.0089174,1.0148776,9.8288279,-0.3259432,0.1373699
1495,-12,-2.751289611150472,19.768033047536480,-12.9863806,0.0014876,20.6611576,-0.0337555,-0.0786871,4.0000000,0.0143728,1.0147729,9.7965088,-0.1717471,0.0969628
1496,-12,-2.743832971150472,19.768033047536480,-12.9853678,0.0004959,14.8760328,-0.0642088,0.0134391,4.0000000,0.0387519,1.0145304,9.7200165,-0.0118737,0.1368719
1497,-12,-2.736376331150472,19.768033047536480,-12.9843693,-0.0004959,9.9173555,-0.1005130,0.1123746,4.0000000,0.0825070,1.0141393,9.5926332,0.1422421,0.2657239
1498,-12,-2.728919691150472,19.768033047536480,-12.9833956,-0.0014050,5.7851238,-0.1387716,0.2116809,4.0000000,0.1466012,1.0135908,9.4060917,0.2767605,0.4806556
1499,-12,-2.721463051150472,19.768033047536480,-12.9824581,-0.0023140,2.4793389,-0.1688078,0.2970033,4.0000000,0.2268314,1.0128974,9.1652594,0.3671752,0.7246836
1500,-12,-2.714006411150472,19.768033047536480,-12.9815683,-0.0031405,0.8264463,-0.1863502,0.3657433,4.0000000,0.3214241,1.0121051,8.8835020,0.4100625,0.9511091
1501,-12,-2.706549771150472,19.768033047536480,-12.9807310,-0.0039669,0.0000000,-0.1893689,0.4124047,4.0000000,0.4242004,1.0112678,8.5724106,0.4006091,1.1082733
1502,-12,-2.699093131150472,19.768033047536480,-12.9799519,0.0052066,52.0661163,-0.1799621,0.4408650,4.0000000,0.5305375,1.0104164,8.2446041,0.3511926,1.1891485
1503,-12,-3.213601291150472,19.760576407536480,-12.9998465,0.0046281,46.2809906,0.0505462,-0.4844053,4.0000000,-0.0559801,1.0090952,7.6935663,-0.9128305,0.8529239
1504,-13,-3.206144651150472,19.760576407536480,-13.0002851,-0.0048760,0.0000000,0.0641625,-0.4719964,4.0000000,-0.0740470,1.0092840,7.7728014,-0.8699459,0.7772298
1505,-13,-3.198688011150472,19.760576407536480,-13.0007095,-0.0044628,0.0000000,0.0597694,-0.4454205,4.0000000,-0.0762409,1.0094652,7.8468490,-0.8146001,0.6871789
1506,-13,-3.191231371150472,19.760576407536480,-13.0011196,-0.0041322,0.0000000,0.0457002,-0.4097272,4.0000000,-0.0681914,1.0096511,7.9225793,-0.7512630,0.5917433
1507,-13,-3.183774731150472,19.760576407536480,-13.0015173,-0.0037190,0.0000000,0.0288967,-0.3685016,4.0000000,-0.0565626,1.0098419,8.0003424,-0.6804407,0.4954850
1508,-13,-3.176318091150472,19.760576407536480,-13.0019026,-0.0033884,0.0000000,0.0082698,-0.3217936,4.0000000,-0.0371362,1.0100397,8.0789213,-0.6064510,0.4063205
1509,-13,-3.168861451150472,19.760576407536480,-13.0022764,-0.0030579,0.0000000,-0.0169015,-0.2672586,4.0000000,-0.0027596,1.0102468,8.1601229,-0.5317575,0.3268525
1510,-13,-3.161404811150472,19.760576407536480,-13.0026417,-0.0028099,0.0000000,-0.0422171,-0.2087557,4.0000000,0.0432273,1.0104727,8.2489471,-0.4607387,0.2652263
1511,-13,-3.153948171150472,19.760576407536480,-13.0030012,-0.0023967,0.8264463,-0.0655732,-0.1491850,4.0000000,0.0983889,1.0107281,8.3492289,-0.3967589,0.2265116
1512,-13,-3.146491531150472,19.760576407536480,-13.0033579,-0.0020661,1.6528926,-0.0840328,-0.0902075,4.0000000,0.1577825,1.0110214,8.4608545,-0.3381976,0.2075803
1513,-13,-3.139034891150472,19.760576407536480,-13.0037155,-0.0016529,3.3057852,-0.0968239,-0.0392413,4.0000000,0.2118451,1.0113524,8.5854435,-0.2903276,0.2081249
1514,-13,-3.131578251150472,19.760576407536480,-13.0040760,-0.0012397,4.9586778,-0.1059492,-0.0060258,4.0000000,0.2444786,1.0117165,8.7223558,-0.2565302,0.2220318
1515,-13,-3.124121611150472,19.760576407536480,-13.0044422,-0.0008264,6.6115704,-0.1145197,0.0030874,4.0000000,0.2436737,1.0121080,8.8667545,-0.2374988,0.2404731
1516,-13,-3.116664971150472,19.760576407536480,-13.0048132,-0.0003306,9.0909090,-0.1258924,-0.0127549,4.0000000,0.2058914,1.0125155,9.0143986,-0.2314013,0.2650414
1517,-13,-3.109208331150472,19.760576407536480,-13.0051851,0.0001653,11.5702477,-0.1400413,-0.0503802,4.0000000,0.1352068,1.0129243,9.1595144,-0.2359672,0.3045378
1518,-13,-3.101751691150472,19.760576407536480,-13.0055532,0.0005785,14.0495872,-0.1530257,-0.1006833,4.0000000,0.0428807,1.0133235,9.2993107,-0.2442472,0.3638448
1519,-13,-3.094295051150472,19.760576407536480,-13.0059099,0.0009917,16.5289249,-0.1609839,-0.1565222,4.0000000,-0.0603279,1.0137154,9.4352226,-0.2527166,0.4417742
1520,-13,-3.086838411150472,19.760576407536480,-13.0062504,0.0014876,19.8347111,-0.1584761,-0.2180729,4.0000000,-0.1780574,1.0140988,9.5646620,-0.2580884,0.5353920
1521,-13,-3.079381771150472,19.760576407536480,-13.0065670,0.0019835,23.1404953,-0.1417985,-0.2876554,4.0000000,-0.3159960,1.0144627,9.6855297,-0.2593148,0.6519704
1522,-13,-3.071925131150472,19.760576407536480,-13.0068541,0.0023140,25.6198349,-0.1127857,-0.3614751,4.0000000,-0.4684611,1.0147977,9.7972717,-0.2544892,0.7984672
1523,-13,-3.064468491150472,19.760576407536480,-13.0071030,0.0026446,28.0991745,-0.0715610,-0.4327254,4.0000000,-0.6226672,1.0151124,9.8995094,-0.2427836,0.9579864
1524,-13,-3.057011851150472,19.760576407536480,-13.0073061,0.0028926,29.7520657,-0.0223920,-0.4939083,4.0000000,-0.7634965,1.0154210,9.9997196,-0.2243202,1.1026641
1525,-13,-3.049555211150472,19.760576407536480,-13.0074587,0.0031405,31.4049587,0.0273891,-0.5357466,4.0000000,-0.8693663,1.0157278,10.0966749,-0.2021269,1.1879247
1526,-13,-3.042098571150472,19.760576407536480,-13.0075550,0.0033058,33.0578499,0.0700200,-0.5501781,4.0000000,-0.9194226,1.0160329,10.1929264,-0.1809336,1.1691251
1527,-13,-3.034641931150472,19.760576407536480,-13.0075951,0.0033058,33.0578499,0.0993823,-0.5382987,5.0000000,-0.9109287,1.0163301,10.2865314,-0.1656687,1.0528276
1528,-13,-3.027185291150472,19.760576407536480,-13.0075808,0.0032231,33.0578499,0.1120951,-0.5057894,4.0000000,-0.8556494,1.0166075,10.3739367,-0.1559294,0.8789243
1529,-13,-3.019728651150472,19.760576407536480,-13.0075159,0.0031405,33.0578499,0.1123483,-0.4615983,4.0000000,-0.7707824,1.0168493,10.4477320,-0.1524141,0.6917805
1530,-13,-3.012272011150472,19.760576407536480,-13.0074062,0.0030579,33.0578499,0.1032337,-0.4115532,4.0000000,-0.6686465,1.0170403,10.5074406,-0.1544600,0.5196092
1531,-13,-3.004815371150472,19.760576407536480,-13.0072584,0.0028926,32.2314034,0.0866665,-0.3595675,4.0000000,-0.5604922,1.0171700,10.5467653,-0.1586428,0.3788271
1532,-13,-2.997358731150472,19.760576407536480,-13.0070772,0.0026446,30.5785122,0.0657144,-0.3063364,4.0000000,-0.4464071,1.0172306,10.5645685,-0.1662657,0.2676321
1533,-13,-2.989902091150472,19.760576407536480,-13.0068684,0.0023967,28.9256191,0.0423775,-0.2543542,4.0000000,-0.3333989,1.0172182,10.5603971,-0.1753094,0.1893677
1534,-13,-2.982445451150472,19.760576407536480,-13.0066385,0.0020661,27.2727280,0.0198439,-0.2096666,4.0000000,-0.2320415,1.0171316,10.5329895,-0.1872916,0.1464670
1535,-13,-2.974988811150472,19.760576407536480,-13.0063925,0.0017355,25.6198349,-0.0004770,-0.1780770,4.0000000,-0.1534153,1.0169735,10.4834061,-0.2027386,0.1361076
1536,-13,-2.967532171150472,19.760576407536480,-13.0061350,0.0013223,23.1404953,-0.0152325,-0.1670419,4.0000000,-0.1119411,1.0167547,10.4170084,-0.2221427,0.1505714
1537,-13,-2.960075531150472,19.760576407536480,-13.0058680,0.0009091,20.6611576,-0.0246314,-0.1749961,4.0000000,-0.1018080,1.0165033,10.3378544,-0.2481843,0.1816284
1538,-13,-2.952618891150472,19.760576407536480,-13.0055895,0.0004959,18.1818180,-0.0269035,-0.2003845,4.0000000,-0.1169204,1.0162314,10.2515106,-0.2838485,0.2264346
