OID_,RegH,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
679,-12,-3.496953611150472,19.022369047536479,-12.9725437,-0.0027273,17.3553715,-4.7215791,-0.2901220,5.0000000,1.8171486,1.0528423,18.2321968,-2.3973925,11.7663298
680,-12,-3.489496971150472,19.022369047536479,-12.9743299,-0.0008264,23.1404953,-4.3166890,-0.3895007,5.0000000,1.6648945,1.0572799,18.9559345,-2.4438958,11.1699429
681,-12,-3.482040331150472,19.022369047536479,-12.9761314,0.0009091,29.7520657,-3.8207555,-0.4989957,5.0000000,1.4799957,1.0616462,19.6369667,-2.4779873,10.4499578
682,-12,-3.474583691150471,19.022369047536479,-12.9779434,0.0025620,36.3636360,-3.2353065,-0.6215140,4.0000000,1.2608477,1.0658216,20.2646332,-2.5038755,9.6587200
683,-12,-3.467127051150471,19.022369047536479,-12.9797564,0.0042149,43.8016510,-2.5838628,-0.7513289,4.0000000,1.0154020,1.0696332,20.8174953,-2.5180597,8.8739824
684,-12,-3.459670411150471,19.022369047536479,-12.9815588,-0.0040496,18.1818180,-1.9035418,-0.8737653,4.0000000,0.7582882,1.0729758,21.2836456,-2.5058188,8.1195593
685,-12,-3.452213771150471,19.022369047536479,-12.9833393,-0.0023140,23.1404953,-1.2529004,-0.9751757,4.0000000,0.5092151,1.0758033,21.6711578,-2.4595666,7.4084311
686,-12,-3.444757131150471,19.022369047536479,-12.9850874,-0.0005785,28.9256191,-0.6564553,-1.0540584,4.0000000,0.2734907,1.0781180,21.9831276,-2.3816075,6.7278385
687,-12,-3.437300491150471,19.022369047536479,-12.9867954,0.0010744,34.7107430,-0.1395840,-1.1072202,4.0000000,0.0581232,1.0799464,22.2243862,-2.2725635,6.0525217
688,-12,-3.429843851150471,19.022369047536479,-12.9884577,0.0028099,41.3223152,0.2846388,-1.1388711,4.0000000,-0.1351202,1.0813006,22.4021149,-2.1426218,5.4134760
689,-12,-3.422387211150471,19.022369047536479,-12.9900713,-0.0055372,14.8760328,0.6064634,-1.1504327,4.0000000,-0.3039449,1.0821936,22.5177898,-1.9969203,4.8230934
690,-12,-3.414930571150471,19.022369047536479,-12.9916353,-0.0038843,19.0082645,0.8198768,-1.1440219,4.0000000,-0.4467417,1.0826255,22.5746670,-1.8413019,4.3058262
691,-12,-3.407473931150471,19.022369047536479,-12.9931498,-0.0024793,23.9669418,0.9188569,-1.1195728,4.0000000,-0.5617033,1.0826261,22.5772152,-1.6774423,3.8736405
692,-12,-3.400017291150472,19.022369047536479,-12.9946184,-0.0009917,28.9256191,0.9196938,-1.0837060,4.0000000,-0.6601826,1.0822213,22.5266991,-1.5072293,3.5712337
693,-12,-3.392560651150472,19.022369047536479,-12.9960451,0.0004959,34.7107430,0.8154904,-1.0358052,4.0000000,-0.7449183,1.0813943,22.4223309,-1.3266921,3.4223895
694,-12,-3.385104011150472,19.022369047536479,-12.9974346,0.0019835,40.4958687,0.6193488,-0.9841677,4.0000000,-0.8310258,1.0801312,22.2603340,-1.1373096,3.4975088
695,-12,-3.377647371150472,19.022369047536479,-12.9987936,0.0033884,46.2809906,0.3472083,-0.9361774,4.0000000,-0.9323426,1.0784020,22.0352135,-0.9400121,3.8322170
696,-13,-3.370190731150472,19.022369047536479,-13.0001278,-0.0052893,13.2231407,0.0332384,-0.9059745,4.0000000,-1.0697703,1.0761423,21.7365227,-0.7421787,4.4634023
697,-13,-3.362734091150472,19.022369047536479,-13.0014381,-0.0040496,16.5289249,-0.3163418,-0.8940732,4.0000000,-1.2426250,1.0733224,21.3540745,-0.5455214,5.3518515
698,-13,-3.355277451150472,19.022369047536479,-13.0027256,-0.0027273,20.6611576,-0.7002252,-0.8996514,4.0000000,-1.4453305,1.0699227,20.8796654,-0.3539723,6.4638381
699,-13,-3.347820811150472,19.022369047536479,-13.0039854,-0.0015702,24.7933884,-1.1195105,-0.9183075,4.0000000,-1.6699591,1.0659752,20.3105888,-0.1666560,7.7446613
700,-13,-3.340364171150472,19.022369047536479,-13.0052147,-0.0003306,29.7520657,-1.5630281,-0.9501176,4.0000000,-1.9112879,1.0615255,19.6457329,0.0110527,9.1551638
701,-13,-3.332907531150472,19.022369047536479,-13.0064058,0.0007438,33.8842964,-2.0208912,-0.9929236,4.0000000,-2.1646652,1.0566380,18.8834209,0.1788179,10.6431208
702,-13,-3.325450891150472,19.022369047536479,-13.0075521,0.0018182,38.8429756,-2.4652224,-1.0474459,4.0000000,-2.4242227,1.0514183,18.0221653,0.3293308,12.1443224
703,-13,-3.317994251150472,19.022369047536479,-13.0086441,0.0028099,43.8016510,-2.8592353,-1.1145108,4.0000000,-2.6843474,1.0459430,17.0657864,0.4553258,13.5879440
704,-13,-3.310537611150472,19.022369047536479,-13.0096712,0.0037190,48.7603302,-3.1664455,-1.1912378,4.0000000,-2.9310050,1.0403317,16.0193920,0.5485294,14.8734608
705,-13,-3.303080971150472,19.022369047536479,-13.0106220,-0.0054545,0.0000000,-3.3689342,-1.2687366,4.0000000,-3.1428611,1.0347381,14.8899870,0.6053880,15.8784647
706,-13,-3.295624331150472,19.022369047536479,-13.0114861,-0.0046281,0.0000000,-3.4802835,-1.3314912,4.0000000,-3.2934854,1.0293213,13.6972589,0.6305031,16.4691620
707,-13,-3.288167691150472,19.022369047536479,-13.0122519,-0.0038017,0.0000000,-3.4945438,-1.3750342,4.0000000,-3.3742526,1.0242423,12.4675465,0.6241841,16.6018581
708,-13,-3.280711051150472,19.022369047536479,-13.0129147,-0.0030579,0.0000000,-3.4392374,-1.3896420,4.0000000,-3.3699734,1.0196186,11.2236691,0.5906894,16.2443676
709,-13,-3.273254411150472,19.022369047536479,-13.0134678,-0.0024793,0.0000000,-3.3268077,-1.3752271,4.0000000,-3.2791178,1.0155450,9.9940710,0.5286636,15.4614220
710,-13,-3.265797771150472,19.022369047536479,-13.0139132,-0.0019008,0.0000000,-3.1477242,-1.3356698,4.0000000,-3.1041942,1.0120734,8.8071241,0.4328548,14.3220348
711,-13,-3.258341131150472,19.022369047536479,-13.0142508,-0.0014876,0.0000000,-2.9118814,-1.2826231,4.0000000,-2.8553090,1.0091968,7.6827230,0.2900629,13.0120621
712,-13,-3.250884491150472,19.022369047536479,-13.0144844,-0.0010744,0.0000000,-2.6421666,-1.2141798,4.0000000,-2.5189788,1.0068924,6.6443982,0.0906193,11.5751190
713,-13,-3.243427851150471,19.022369047536479,-13.0146170,-0.0007438,0.0000000,-2.3544080,-1.1265262,4.0000000,-2.0683925,1.0051131,5.7153826,-0.1846600,10.0254478
714,-13,-3.235971211150471,19.022369047536479,-13.0146532,-0.0004959,0.0000000,-2.0770609,-1.0180423,5.0000000,-1.5031158,1.0037994,4.9214044,-0.5329689,8.4381733
715,-13,-3.228514571150471,19.022369047536479,-13.0146036,-0.0002479,0.0000000,-1.8124018,-0.8909163,4.0000000,-0.8573968,1.0028806,4.2829194,-0.9244357,6.8755684
716,-13,-3.221057931150471,19.022369047536479,-13.0144758,-0.0000826,0.0000000,-1.5682969,-0.7595883,4.0000000,-0.2375461,1.0022684,3.8042450,-1.2816305,5.4857001
717,-13,-3.213601291150471,19.022369047536479,-13.0142822,0.0000000,0.0000000,-1.3441092,-0.6339184,4.0000000,0.2509034,1.0018865,3.4745553,-1.5187402,4.3190584
718,-13,-3.206144651150471,19.022369047536479,-13.0140324,0.0000000,0.0000000,-1.1368908,-0.5226699,5.0000000,0.5367404,1.0016727,3.2785935,-1.5820802,3.3813591
719,-13,-3.198688011150471,19.022369047536479,-13.0137348,0.0000000,0.0000000,-0.9465445,-0.4317939,5.0000000,0.6234624,1.0015763,3.1894355,-1.4870502,2.6496131
720,-13,-3.191231371150471,19.022369047536479,-13.0133972,0.0000000,0.0000000,-0.7774188,-0.3671345,4.0000000,0.5765633,1.0015752,3.1921568,-1.3108321,2.1027143
721,-13,-3.183774731150471,19.022369047536479,-13.0130215,0.0000000,0.0000000,-0.6351429,-0.3200191,4.0000000,0.4760889,1.0016528,3.2771728,-1.1161270,1.6876190
722,-13,-3.176318091150471,19.022369047536479,-13.0126114,0.0000000,0.0000000,-0.5238417,-0.2804874,4.0000000,0.3777199,1.0017935,3.4211218,-0.9386947,1.3694843
723,-13,-3.168861451150471,19.022369047536479,-13.0121670,-0.0009091,0.0000000,-0.4401211,-0.2485669,4.0000000,0.3024881,1.0019882,3.6024268,-0.7996219,1.1341600
724,-13,-3.161404811150471,19.022369047536479,-13.0116892,-0.0018182,0.0000000,-0.3832057,-0.2254939,4.0000000,0.2553490,1.0022248,3.8136113,-0.7063368,0.9765045
725,-13,-3.153948171150471,19.022369047536479,-13.0111790,-0.0027273,0.0000000,-0.3499489,-0.2051609,4.0000000,0.2332830,1.0025040,4.0475497,-0.6436049,0.8751693
726,-13,-3.146491531150471,19.022369047536479,-13.0106354,-0.0036364,0.0000000,-0.3347116,-0.1848771,3.0000000,0.2286538,1.0028201,4.2955589,-0.5984081,0.8135299
727,-13,-3.139034891150471,19.022369047536479,-13.0100584,-0.0045455,0.0000000,-0.3317863,-0.1553614,4.0000000,0.2359183,1.0031650,4.5543308,-0.5466412,0.7682476
728,-13,-3.131578251150471,19.022369047536479,-13.0094490,0.0045455,45.4545441,-0.3336421,-0.1134500,4.0000000,0.2514665,1.0035269,4.8082995,-0.4783666,0.7277989
729,-13,-3.124121611150471,19.022369047536479,-13.0088081,0.0036364,36.3636360,-0.3310567,-0.0579125,4.0000000,0.2676817,1.0038798,5.0422320,-0.3835067,0.6855002
730,-13,-3.116664971150471,19.022369047536479,-13.0081406,0.0027273,27.2727280,-0.3211067,0.0124605,4.0000000,0.2851186,1.0041986,5.2497711,-0.2601977,0.6538562
731,-13,-3.109208331150471,19.022369047536479,-13.0074520,0.0018182,18.1818180,-0.2951371,0.0976953,4.0000000,0.2991005,1.0044636,5.4124703,-0.1037099,0.6405058
732,-13,-3.101751691150471,19.022369047536479,-13.0067482,0.0009091,9.0909090,-0.2561990,0.1880750,4.0000000,0.3055412,1.0046504,5.5224276,0.0706088,0.6670108
733,-13,-3.094295051150471,19.022369047536479,-13.0060387,0.0000000,0.0000000,-0.2058323,0.2785117,4.0000000,0.3030297,1.0047508,5.5812483,0.2539938,0.7360653
734,-13,-3.086838411150471,19.022369047536479,-13.0053301,0.0000000,0.0000000,-0.1458612,0.3661078,4.0000000,0.2914366,1.0047669,5.5877585,0.4407790,0.8427371
735,-13,-3.079381771150471,19.022369047536479,-13.0046320,0.0000000,0.0000000,-0.0812853,0.4430781,4.0000000,0.2702107,1.0046979,5.5454249,0.6159455,0.9628882
736,-13,-3.071925131150472,19.022369047536479,-13.0039520,-0.0002479,0.0000000,-0.0257645,0.4981899,4.0000000,0.2408874,1.0045711,5.4650741,0.7554924,1.0587757
737,-13,-3.064468491150472,19.022369047536479,-13.0032949,-0.0005785,0.0000000,0.0144381,0.5284678,4.0000000,0.2064125,1.0044140,5.3678603,0.8505231,1.1014769
738,-13,-3.057011851150472,19.022369047536479,-13.0026655,-0.0010744,0.0000000,0.0323740,0.5289969,4.0000000,0.1678798,1.0042537,5.2665401,0.8901139,1.0660547
739,-13,-3.049555211150472,19.022369047536479,-13.0020638,-0.0016529,0.0000000,0.0275436,0.4997357,4.0000000,0.1267209,1.0041200,5.1795721,0.8727505,0.9532546
740,-13,-3.042098571150472,19.022369047536479,-13.0014887,-0.0023140,0.0000000,0.0067083,0.4445624,4.0000000,0.0840986,1.0040315,5.1245284,0.8050262,0.7844803
741,-13,-3.034641931150472,19.022369047536479,-13.0009346,-0.0030579,0.0000000,-0.0174686,0.3720115,4.0000000,0.0439817,1.0039959,5.1027002,0.7000412,0.5940067
742,-13,-3.027185291150472,19.022369047536479,-13.0003967,-0.0039669,0.0000000,-0.0409813,0.2869842,4.0000000,0.0052125,1.0040143,5.1156421,0.5687560,0.4154100
743,-12,-3.019728651150472,19.022369047536479,-12.9998684,0.0051240,51.2396698,-0.0577751,0.1968123,4.0000000,-0.0295903,1.0040847,5.1620994,0.4232149,0.2734573
744,-12,-3.012272011150471,19.022369047536479,-12.9993420,0.0042149,42.1487617,-0.0659810,0.1061437,4.0000000,-0.0583770,1.0041987,5.2341042,0.2706644,0.1794207
745,-12,-3.004815371150471,19.022369047536479,-12.9988108,0.0033058,33.0578499,-0.0683223,0.0157283,4.0000000,-0.0823148,1.0043520,5.3303041,0.1137714,0.1399872
746,-12,-2.997358731150471,19.022369047536479,-12.9982681,0.0023967,23.9669418,-0.0661308,-0.0705334,4.0000000,-0.0982651,1.0045503,5.4507165,-0.0428017,0.1550177
747,-12,-2.989902091150471,19.022369047536479,-12.9977064,0.0017355,17.3553715,-0.0597496,-0.1467912,4.0000000,-0.1042016,1.0047954,5.5964079,-0.1893809,0.2094172
748,-12,-3.526780171150472,19.014912407536478,-12.9667664,0.0016529,30.5785122,-4.6090274,-0.0131797,4.0000000,1.7571020,1.0405232,16.0303059,-1.7834613,10.8180542
749,-12,-3.519323531150472,19.014912407536478,-12.9685946,0.0035537,38.8429756,-4.6314917,-0.0927619,4.0000000,1.7435979,1.0439405,16.6738033,-1.9291217,11.0004148
750,-12,-3.511866891150472,19.014912407536478,-12.9704475,-0.0047107,11.5702477,-4.5555153,-0.1869870,4.0000000,1.6910335,1.0476263,17.3409538,-2.0650074,11.0222750
751,-12,-3.504410251150472,19.014912407536478,-12.9723225,-0.0028926,16.5289249,-4.3752861,-0.2929343,4.0000000,1.6020151,1.0514745,18.0040627,-2.1878839,10.8886738
752,-12,-3.496953611150472,19.014912407536478,-12.9742174,-0.0010744,22.3140488,-4.0923567,-0.4045340,4.0000000,1.4803772,1.0554309,18.6585236,-2.2894452,10.6143255
753,-12,-3.489496971150472,19.014912407536478,-12.9761286,0.0009091,28.9256191,-3.7149780,-0.5245202,4.0000000,1.3295156,1.0593721,19.2854729,-2.3785558,10.2423668
754,-12,-3.482040331150472,19.014912407536478,-12.9780512,0.0026446,36.3636360,-3.2424197,-0.6559844,5.0000000,1.1489831,1.0631868,19.8718243,-2.4609518,9.8161354
755,-12,-3.474583691150471,19.014912407536478,-12.9799776,0.0043802,43.8016510,-2.6700096,-0.8007246,5.0000000,0.9383018,1.0667663,20.4027939,-2.5397511,9.3851328
756,-12,-3.467127051150471,19.014912407536478,-12.9818993,-0.0038017,18.1818180,-2.0102966,-0.9536078,4.0000000,0.7026777,1.0699335,20.8578110,-2.6098933,9.0045710
757,-12,-3.459670411150471,19.014912407536478,-12.9838018,-0.0019008,23.9669418,-1.3080610,-1.0994426,4.0000000,0.4561733,1.0725917,21.2309418,-2.6550586,8.6872377
758,-12,-3.452213771150471,19.014912407536478,-12.9856739,-0.0000826,29.7520657,-0.6223330,-1.2261070,4.0000000,0.2143620,1.0747348,21.5267353,-2.6665759,8.4233465
759,-12,-3.444757131150471,19.014912407536478,-12.9875031,0.0017355,36.3636360,0.0167893,-1.3298045,4.0000000,-0.0168148,1.0763865,21.7497902,-2.6427944,8.1707716
760,-12,-3.437300491150471,19.014912407536478,-12.9892836,0.0033884,42.9752083,0.5690864,-1.4062673,4.0000000,-0.2278668,1.0775703,21.9082088,-2.5846677,7.8960395
761,-12,-3.429843851150471,19.014912407536478,-12.9910069,-0.0048760,15.7024794,1.0237765,-1.4588161,4.0000000,-0.4182770,1.0783118,22.0079556,-2.4993553,7.6013641
762,-12,-3.422387211150471,19.014912407536478,-12.9926710,-0.0032231,20.6611576,1.3684871,-1.4893743,4.0000000,-0.5861400,1.0786402,22.0532742,-2.3926084,7.2979603
763,-12,-3.414930571150471,19.014912407536478,-12.9942732,-0.0015702,25.6198349,1.5924112,-1.4996270,4.0000000,-0.7285593,1.0785686,22.0451908,-2.2706947,7.0064178
764,-12,-3.407473931150471,19.014912407536478,-12.9958143,-0.0000826,31.4049587,1.6905262,-1.4907724,4.0000000,-0.8459079,1.0781366,21.9898338,-2.1356368,6.7444115
765,-12,-3.400017291150472,19.014912407536478,-12.9972973,0.0014876,37.1900826,1.6792322,-1.4687884,4.0000000,-0.9467835,1.0773463,21.8866844,-1.9907932,6.5617523
766,-12,-3.392560651150472,19.014912407536478,-12.9987259,0.0030579,43.8016510,1.5595329,-1.4358176,4.0000000,-1.0365702,1.0761764,21.7328396,-1.8350649,6.4952254
767,-13,-3.385104011150472,19.014912407536478,-13.0001049,-0.0055372,12.3966942,1.3385042,-1.3956922,4.0000000,-1.1256449,1.0746129,21.5225697,-1.6657397,6.5939703
768,-13,-3.377647371150472,19.014912407536478,-13.0014400,-0.0042149,15.7024794,1.0481856,-1.3586072,4.0000000,-1.2279139,1.0726190,21.2527390,-1.4893005,6.9233775
769,-13,-3.370190731150472,19.014912407536478,-13.0027351,-0.0029752,19.8347111,0.7234415,-1.3333913,4.0000000,-1.3595319,1.0701566,20.9105301,-1.3072506,7.5079374
770,-13,-3.362734091150472,19.014912407536478,-13.0039940,-0.0018182,23.9669418,0.3806414,-1.3232055,4.0000000,-1.5199115,1.0671903,20.4866600,-1.1264994,8.3234777
771,-13,-3.355277451150472,19.014912407536478,-13.0052147,-0.0004959,28.9256191,0.0185053,-1.3258395,4.0000000,-1.7035632,1.0637100,19.9751568,-0.9481159,9.3216095
772,-13,-3.347820811150472,19.014912407536478,-13.0063963,0.0006612,33.8842964,-0.3594780,-1.3394076,4.0000000,-1.9052588,1.0597575,19.3732338,-0.7735563,10.4515905
773,-13,-3.340364171150472,19.014912407536478,-13.0075340,0.0017355,38.8429756,-0.7408475,-1.3628243,4.0000000,-2.1198115,1.0553768,18.6785717,-0.6058372,11.6549644
774,-13,-3.332907531150472,19.014912407536478,-13.0086222,0.0026446,42.9752083,-1.1271578,-1.3945094,4.0000000,-2.3430698,1.0506431,17.8910065,-0.4459490,12.9076824
775,-13,-3.325450891150472,19.014912407536478,-13.0096560,0.0035537,47.9338837,-1.4983048,-1.4317629,4.0000000,-2.5643945,1.0456390,17.0128689,-0.2991315,14.1181526
776,-13,-3.317994251150472,19.014912407536478,-13.0106258,-0.0056198,0.0000000,-1.8256483,-1.4752154,4.0000000,-2.7788601,1.0404718,16.0484276,-0.1715708,15.2323608
777,-13,-3.310537611150472,19.014912407536478,-13.0115242,-0.0048760,0.0000000,-2.0715430,-1.5234698,4.0000000,-2.9732869,1.0352718,15.0016851,-0.0736529,16.1535511
778,-13,-3.303080971150472,19.014912407536478,-13.0123425,-0.0041322,0.0000000,-2.2297356,-1.5677854,4.0000000,-3.1265445,1.0301576,13.8896675,-0.0090263,16.7655964
779,-13,-3.295624331150472,19.014912407536478,-13.0130701,-0.0033884,0.0000000,-2.3202288,-1.5955997,4.0000000,-3.2136405,1.0252737,12.7285995,0.0224412,16.9576416
780,-13,-3.288167691150472,19.014912407536478,-13.0137014,-0.0027273,0.0000000,-2.3453100,-1.6030697,4.0000000,-3.2269368,1.0207615,11.5459452,0.0207976,16.7171001
781,-13,-3.280711051150472,19.014912407536478,-13.0142298,-0.0021488,0.0000000,-2.3277950,-1.5834215,4.0000000,-3.1507888,1.0167173,10.3640032,-0.0160541,16.0378304
782,-13,-3.273254411150472,19.014912407536478,-13.0146532,-0.0017355,0.0000000,-2.2813735,-1.5353336,4.0000000,-2.9815259,1.0132092,9.2131739,-0.0891412,14.9837751
783,-13,-3.265797771150472,19.014912407536478,-13.0149727,-0.0013223,0.0000000,-2.1945653,-1.4650643,4.0000000,-2.7256076,1.0102608,8.1179390,-0.2045209,13.6646290
784,-13,-3.258341131150472,19.014912407536478,-13.0151911,-0.0009917,0.0000000,-2.0596473,-1.3824795,4.0000000,-2.3914063,1.0078560,7.0994020,-0.3735527,12.2213764
785,-13,-3.250884491150472,19.014912407536478,-13.0153122,-0.0006612,0.0000000,-1.8874925,-1.2892808,4.0000000,-1.9734654,1.0059628,6.1792669,-0.6050961,10.7121649
786,-13,-3.243427851150471,19.014912407536478,-13.0153399,-0.0004132,0.0000000,-1.7043786,-1.1788727,5.0000000,-1.4570651,1.0045319,5.3827729,-0.9006802,9.1395807
787,-13,-3.235971211150471,19.014912407536478,-13.0152798,-0.0002479,0.0000000,-1.5249448,-1.0531352,4.0000000,-0.8760199,1.0035024,4.7310734,-1.2302505,7.5840592
788,-13,-3.228514571150471,19.014912407536478,-13.0151415,-0.0000826,0.0000000,-1.3605148,-0.9123415,4.0000000,-0.3027770,1.0028001,4.2335620,-1.5219061,6.1047349
789,-13,-3.221057931150471,19.014912407536478,-13.0149336,0.0000000,0.0000000,-1.1995357,-0.7736018,4.0000000,0.1547554,1.0023463,3.8816955,-1.7019590,4.8238583
790,-13,-3.213601291150471,19.014912407536478,-13.0146685,0.0000000,0.0000000,-1.0444961,-0.6420497,5.0000000,0.4377849,1.0020725,3.6553018,-1.7218844,3.7571144
791,-13,-3.206144651150471,19.014912407536478,-13.0143538,0.0000000,0.0000000,-0.8945408,-0.5275812,5.0000000,0.5449114,1.0019268,3.5316665,-1.6000737,2.9159529
792,-13,-3.198688011150471,19.014912407536478,-13.0139980,0.0000000,0.0000000,-0.7503351,-0.4336264,4.0000000,0.5249972,1.0018679,3.4836485,-1.3922499,2.2633448
793,-13,-3.191231371150471,19.014912407536478,-13.0136089,0.0000000,0.0000000,-0.6163776,-0.3679213,4.0000000,0.4385978,1.0018821,3.4994130,-1.1744405,1.7830615
794,-13,-3.183774731150471,19.014912407536478,-13.0131874,0.0000000,0.0000000,-0.4991140,-0.3222432,4.0000000,0.3373630,1.0019627,3.5758071,-0.9818495,1.4213213
795,-13,-3.176318091150471,19.014912407536478,-13.0127363,-0.0000826,0.0000000,-0.4027786,-0.2868544,4.0000000,0.2509320,1.0020946,3.6995628,-0.8246408,1.1416172
796,-13,-3.168861451150471,19.014912407536478,-13.0122566,-0.0009917,0.0000000,-0.3300391,-0.2581107,4.0000000,0.1918451,1.0022732,3.8552907,-0.7080665,0.9328790
797,-13,-3.161404811150471,19.014912407536478,-13.0117483,-0.0019008,0.0000000,-0.2785276,-0.2409002,4.0000000,0.1569791,1.0024929,4.0376925,-0.6387795,0.7951516
798,-13,-3.153948171150471,19.014912407536478,-13.0112114,-0.0028099,0.0000000,-0.2497306,-0.2281375,4.0000000,0.1445454,1.0027571,4.2474556,-0.6008205,0.7135904
799,-13,-3.146491531150471,19.014912407536478,-13.0106430,-0.0037190,0.0000000,-0.2387785,-0.2156617,4.0000000,0.1470342,1.0030617,4.4763441,-0.5783577,0.6698275
800,-13,-3.139034891150471,19.014912407536478,-13.0100441,-0.0046281,0.0000000,-0.2394394,-0.1920006,4.0000000,0.1613938,1.0033988,4.7193799,-0.5453951,0.6330411
801,-13,-3.131578251150471,19.014912407536478,-13.0094128,0.0044628,44.6280975,-0.2455569,-0.1571607,4.0000000,0.1821237,1.0037569,4.9618979,-0.4964451,0.5972202
802,-13,-3.124121611150471,19.014912407536478,-13.0087509,0.0035537,35.5371895,-0.2504152,-0.1062683,4.0000000,0.2061194,1.0041088,5.1897025,-0.4186561,0.5539463
803,-13,-3.116664971150471,19.014912407536478,-13.0080624,0.0026446,26.4462814,-0.2505491,-0.0410374,4.0000000,0.2312505,1.0044320,5.3935328,-0.3133252,0.5165309
804,-13,-3.109208331150471,19.014912407536478,-13.0073519,0.0017355,17.3553715,-0.2396876,0.0412263,4.0000000,0.2554183,1.0047035,5.5556183,-0.1729657,0.4957600
805,-13,-3.101751691150471,19.014912407536478,-13.0066252,0.0008264,8.2644625,-0.2171294,0.1305674,4.0000000,0.2730485,1.0048963,5.6676807,-0.0119136,0.5131441
806,-13,-3.094295051150471,19.014912407536478,-13.0058908,0.0000000,0.0000000,-0.1832655,0.2228842,4.0000000,0.2818260,1.0050001,5.7259765,0.1639423,0.5772055
807,-13,-3.086838411150471,19.014912407536478,-13.0051565,0.0000000,0.0000000,-0.1404275,0.3140688,4.0000000,0.2802449,1.0050125,5.7322340,0.3478928,0.6886675
808,-13,-3.079381771150471,19.014912407536478,-13.0044308,-0.0000826,0.0000000,-0.0887628,0.3987873,4.0000000,0.2674431,1.0049365,5.6856537,0.5301316,0.8277708
809,-13,-3.071925131150472,19.014912407536478,-13.0037212,-0.0004132,0.0000000,-0.0427425,0.4641202,4.0000000,0.2430118,1.0047885,5.5948763,0.6852286,0.9614087
810,-13,-3.064468491150472,19.014912407536478,-13.0030355,-0.0008264,0.0000000,-0.0085543,0.5053822,4.0000000,0.2105471,1.0046008,5.4817872,0.8002172,1.0524387
811,-13,-3.057011851150472,19.014912407536478,-13.0023766,-0.0014050,0.0000000,0.0082338,0.5181333,4.0000000,0.1726230,1.0044096,5.3622632,0.8636436,1.0697325
812,-13,-3.049555211150472,19.014912407536478,-13.0017462,-0.0020661,0.0000000,0.0062749,0.5023296,4.0000000,0.1300817,1.0042404,5.2553134,0.8745775,1.0073478
813,-13,-3.042098571150472,19.014912407536478,-13.0011435,-0.0028099,0.0000000,-0.0109353,0.4593955,4.0000000,0.0860033,1.0041170,5.1782894,0.8327877,0.8746505
814,-13,-3.034641931150472,19.014912407536478,-13.0005655,-0.0036364,0.0000000,-0.0306382,0.3995574,4.0000000,0.0459851,1.0040523,5.1377416,0.7531297,0.7066172
815,-13,-3.027185291150472,19.014912407536478,-13.0000057,-0.0045455,0.0000000,-0.0515456,0.3240616,4.0000000,0.0073995,1.0040463,5.1344376,0.6407238,0.5282959
816,-12,-3.019728651150472,19.014912407536478,-12.9994583,0.0045455,45.4545441,-0.0653480,0.2431511,4.0000000,-0.0232926,1.0040947,5.1679816,0.5095947,0.3710804
817,-12,-3.012272011150471,19.014912407536478,-12.9989166,0.0036364,36.3636360,-0.0737105,0.1585604,4.0000000,-0.0475893,1.0041919,5.2305155,0.3647101,0.2510556
818,-12,-3.004815371150471,19.014912407536478,-12.9983740,0.0027273,27.2727280,-0.0778228,0.0722625,4.0000000,-0.0670168,1.0043321,5.3169131,0.2115417,0.1792528
819,-12,-2.997358731150471,19.014912407536478,-12.9978237,0.0019008,19.0082645,-0.0792025,-0.0135456,4.0000000,-0.0792622,1.0045170,5.4316745,0.0521711,0.1620625
820,-12,-2.989902091150471,19.014912407536478,-12.9972582,0.0013223,13.2231407,-0.0773199,-0.0900908,4.0000000,-0.0811280,1.0047493,5.5687060,-0.0990535,0.1906490
821,-12,-3.526780171150472,19.007455767536477,-12.9678946,0.0028926,36.3636360,-3.9564118,-0.0415856,4.0000000,1.4729027,1.0441791,16.7206192,-1.5560740,9.4081364
822,-12,-3.519323531150472,19.007455767536477,-12.9698467,0.0048760,45.4545441,-3.9505503,-0.1357595,4.0000000,1.4336416,1.0473872,17.3017540,-1.7051605,9.5280361
823,-12,-3.511866891150472,19.007455767536477,-12.9718237,-0.0032231,15.7024794,-3.8596594,-0.2457727,4.0000000,1.3605230,1.0507866,17.8906651,-1.8520685,9.5470467
824,-12,-3.504410251150472,19.007455767536477,-12.9738216,-0.0013223,21.4876041,-3.6725500,-0.3680044,4.0000000,1.2562445,1.0542489,18.4673195,-1.9922532,9.4695644
825,-12,-3.496953611150472,19.007455767536477,-12.9758368,0.0005785,28.0991745,-3.4014974,-0.4971198,4.0000000,1.1260210,1.0577207,19.0283394,-2.1202605,9.3457365
826,-12,-3.489496971150472,19.007455767536477,-12.9778643,0.0025620,35.5371895,-3.0376606,-0.6363224,4.0000000,0.9694723,1.0611053,19.5567589,-2.2421169,9.1955490
827,-12,-3.482040331150472,19.007455767536477,-12.9798975,0.0043802,43.8016510,-2.5731096,-0.7868903,4.0000000,0.7868480,1.0643100,20.0409756,-2.3606286,9.0522718
828,-12,-3.474583691150471,19.007455767536477,-12.9819298,-0.0037190,18.1818180,-2.0005357,-0.9521217,5.0000000,0.5787839,1.0672150,20.4693604,-2.4830275,8.9825935
