OID_,DEM_Large_S3_Clip20,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
331,-13,-4.257530891150472,20.476413847536477,-13.2499495,0.0019008,47.1074371,9.2735500,-3.2907379,4.0000000,-2.1191621,1.3357539,41.5164185,-4.4623137,62.1626472
332,-13,-4.250074251150472,20.476413847536477,-13.2481508,0.0000000,44.6280975,10.0170879,-3.3505149,4.0000000,-2.3080206,1.3446738,41.9434738,-4.3930092,67.1376877
333,-13,-4.242617611150472,20.476413847536477,-13.2460556,-0.0022314,41.3223152,10.4048071,-3.3681810,4.0000000,-2.4332898,1.3554671,42.4485779,-4.3030720,71.1347809
334,-13,-4.235160971150472,20.476413847536477,-13.2436352,-0.0047934,38.0165291,10.3467350,-3.3329039,4.0000000,-2.4754183,1.3681561,43.0284805,-4.1903896,73.1980133
335,-13,-4.227704331150472,20.476413847536477,-13.2408733,-0.0074380,33.8842964,9.8252716,-3.2385795,4.0000000,-2.4283106,1.3825372,43.6681366,-4.0488486,72.5420151
336,-13,-4.220247691150472,20.476413847536477,-13.2377625,-0.0004132,44.6280975,8.8989859,-3.0848572,4.0000000,-2.2996545,1.3982297,44.3437309,-3.8700597,68.8184509
337,-13,-4.212791051150472,20.476413847536477,-13.2343092,-0.0037190,39.6694221,7.6827111,-2.8767655,4.0000000,-2.1067719,1.4146028,45.0238419,-3.6467588,62.2179909
338,-13,-4.205334411150472,20.476413847536477,-13.2305298,-0.0072727,33.8842964,6.3122172,-2.6231983,4.0000000,-1.8697953,1.4308882,45.6777916,-3.3766010,53.4184494
339,-13,-4.197877771150472,20.476413847536477,-13.2264538,-0.0010744,43.8016510,4.9175615,-2.3353598,4.0000000,-1.6089474,1.4462255,46.2743759,-3.0617719,43.4351692
340,-13,-4.190421131150472,20.476413847536477,-13.2221212,-0.0051240,37.1900826,3.5969691,-2.0249536,4.0000000,-1.3375087,1.4598242,46.7876396,-2.7123985,33.3348656
341,-13,-4.182964491150472,20.476413847536477,-13.2175770,0.0007438,44.6280975,2.4039855,-1.7000090,4.0000000,-1.0613244,1.4709967,47.1988792,-2.3386936,24.0285740
342,-13,-4.175507851150472,20.476413847536477,-13.2128725,-0.0036364,38.8429756,1.3681108,-1.3671302,4.0000000,-0.7839795,1.4790589,47.4906387,-1.9502808,16.3310776
343,-13,-4.168051211150472,20.476413847536477,-13.2080660,0.0019835,46.2809906,0.5084782,-1.0349463,4.0000000,-0.5071825,1.4835441,47.6501808,-1.5627102,10.8925648
344,-13,-4.160594571150471,20.476413847536477,-13.2032175,-0.0023967,40.4958687,-0.1531001,-0.7181658,4.0000000,-0.2390372,1.4842563,47.6732292,-1.1972944,8.0483227
345,-13,-4.153137931150471,20.476413847536477,-13.1983862,0.0030579,47.9338837,-0.6154420,-0.4303849,4.0000000,0.0141477,1.4813305,47.5662270,-0.8749175,7.5025702
346,-13,-4.145681291150471,20.476413847536477,-13.1936255,-0.0014876,41.3223152,-0.8918581,-0.1837710,4.0000000,0.2446086,1.4752536,47.3455505,-0.6121506,8.4761600
347,-13,-4.138224651150471,20.476413847536477,-13.1889801,0.0041322,48.7603302,-1.0139707,0.0170988,4.0000000,0.4467568,1.4667201,47.0323372,-0.4125592,10.0457478
348,-13,-4.533426571150471,20.468957207536480,-13.2021713,-0.0035537,34.7107430,-5.7574844,-1.6626745,4.0000000,0.4091678,1.3790483,43.5745697,-3.7345169,58.4347420
349,-13,-4.525969931150471,20.468957207536480,-13.2066431,0.0004132,41.3223152,-3.5715065,-2.0182698,4.0000000,0.0064806,1.3935443,44.2000694,-4.0430202,58.6470528
350,-13,-4.518513291150471,20.468957207536480,-13.2111893,-0.0055372,34.7107430,-1.3122290,-2.3522396,4.0000000,-0.3699541,1.4036342,44.6231918,-4.3345251,60.8659554
351,-13,-4.511056651150471,20.468957207536480,-13.2157488,-0.0012397,41.3223152,0.9933426,-2.6646311,4.0000000,-0.7270041,1.4091505,44.8479347,-4.6022582,64.9214783
352,-13,-4.503600011150471,20.468957207536480,-13.2202616,-0.0069421,32.2314034,3.2893784,-2.9517441,4.0000000,-1.0668697,1.4101027,44.8825455,-4.8366184,70.4326553
353,-13,-4.496143371150471,20.468957207536480,-13.2246704,-0.0029752,38.8429756,5.5170145,-3.2102547,4.0000000,-1.3910358,1.4068019,44.7426758,-5.0294738,76.8344955
354,-13,-4.488686731150471,20.468957207536480,-13.2289238,0.0009917,45.4545441,7.5957279,-3.4348705,4.0000000,-1.6963561,1.3997284,44.4424133,-5.1733851,83.3178482
355,-13,-4.481230091150471,20.468957207536480,-13.2329750,-0.0052066,35.5371895,9.3825617,-3.6159556,4.0000000,-1.9697506,1.3895447,44.0038834,-5.2621608,88.8763199
356,-13,-4.473773451150471,20.468957207536480,-13.2367878,-0.0015702,41.3223152,10.7036018,-3.7412884,4.0000000,-2.1905899,1.3771967,43.4600334,-5.2919874,92.3707581
357,-13,-4.466316811150471,20.468957207536480,-13.2403402,-0.0080992,29.7520657,11.5138435,-3.8132885,4.0000000,-2.3463178,1.3636694,42.8474121,-5.2802591,93.3723373
358,-13,-4.458860171150471,20.468957207536480,-13.2436228,-0.0049587,35.5371895,11.8836374,-3.8433616,4.0000000,-2.4359548,1.3497690,42.2008705,-5.2507682,92.1683197
359,-13,-4.451403531150471,20.468957207536480,-13.2466345,-0.0019008,41.3223152,12.0090885,-3.8522093,4.0000000,-2.4757438,1.3361521,41.5474358,-5.2286749,89.6560745
360,-13,-4.443946891150471,20.468957207536480,-13.2493811,0.0009917,46.2809906,12.0015526,-3.8491111,4.0000000,-2.4765759,1.3231937,40.9056358,-5.2216463,86.3423080
361,-13,-4.436490251150471,20.468957207536480,-13.2518663,-0.0063636,33.8842964,11.8912916,-3.8362339,4.0000000,-2.4437771,1.3111339,40.2902260,-5.2286906,82.5455627
362,-13,-4.429033611150471,20.468957207536480,-13.2540960,-0.0041322,38.0165291,11.6322231,-3.8084404,4.0000000,-2.3728962,1.3002572,39.7195015,-5.2439847,78.3031082
363,-13,-4.421576971150471,20.468957207536480,-13.2560806,-0.0022314,41.3223152,11.2883291,-3.7712076,4.0000000,-2.2774103,1.2907410,39.2070045,-5.2650051,74.0259094
364,-13,-4.414120331150471,20.468957207536480,-13.2578287,-0.0003306,44.6280975,10.9198341,-3.7305160,4.0000000,-2.1708302,1.2826543,38.7624779,-5.2902012,70.0488815
365,-13,-4.406663691150471,20.468957207536480,-13.2593508,0.0011570,47.1074371,10.5277719,-3.6866903,4.0000000,-2.0593784,1.2760122,38.3903008,-5.3140025,66.4603577
366,-13,-4.399207051150471,20.468957207536480,-13.2606554,-0.0075207,31.4049587,10.1257286,-3.6405036,4.0000000,-1.9512694,1.2708031,38.0942039,-5.3297381,63.3168068
367,-13,-4.391750411150471,20.468957207536480,-13.2617512,-0.0064463,33.0578499,9.7370691,-3.5941603,4.0000000,-1.8545177,1.2669359,37.8730354,-5.3338032,60.6690712
368,-13,-4.384293771150471,20.468957207536480,-13.2626448,-0.0053719,35.5371895,9.3278427,-3.5438251,4.0000000,-1.7656586,1.2643042,37.7221489,-5.3219914,58.3514137
369,-13,-4.376837131150471,20.468957207536480,-13.2633429,-0.0046281,36.3636360,8.7874928,-3.4781220,4.0000000,-1.6642499,1.2628131,37.6365128,-5.2919941,55.9888840
370,-13,-4.369380491150471,20.468957207536480,-13.2638550,-0.0041322,37.1900826,8.1090918,-3.3964872,4.0000000,-1.5455015,1.2623030,37.6083565,-5.2474728,53.5441475
371,-13,-4.361923851150471,20.468957207536480,-13.2641935,-0.0038017,37.1900826,7.3211918,-3.3020246,4.0000000,-1.4106385,1.2626079,37.6295967,-5.1934104,51.0902786
372,-13,-4.354467211150471,20.468957207536480,-13.2643728,-0.0036364,37.1900826,6.5053434,-3.2025299,4.0000000,-1.2723318,1.2635860,37.6899147,-5.1327281,48.7917137
373,-13,-4.347010571150471,20.468957207536480,-13.2644100,-0.0035537,37.1900826,5.7180247,-3.1044314,5.0000000,-1.1388884,1.2650808,37.7780037,-5.0699744,46.7536278
374,-13,-4.339553931150471,20.468957207536480,-13.2643194,-0.0036364,37.1900826,5.0097175,-3.0148473,4.0000000,-1.0180080,1.2669053,37.8847733,-5.0116868,45.0849876
375,-13,-4.332097291150471,20.468957207536480,-13.2641163,-0.0038017,37.1900826,4.3944936,-2.9359372,4.0000000,-0.9121354,1.2689085,38.0023460,-4.9597392,43.7639618
376,-13,-4.324640651150471,20.468957207536480,-13.2638130,-0.0039669,37.1900826,3.9588223,-2.8778770,4.0000000,-0.8388694,1.2710189,38.1235542,-4.9168849,42.8992233
377,-13,-4.317184011150472,20.468957207536480,-13.2634201,-0.0041322,37.1900826,3.7489958,-2.8472524,4.0000000,-0.8082339,1.2732098,38.2471657,-4.8862710,42.5477867
378,-13,-4.309727371150472,20.468957207536480,-13.2629414,-0.0045455,37.1900826,3.8170760,-2.8492534,4.0000000,-0.8322247,1.2754844,38.3749161,-4.8662820,42.7459030
379,-13,-4.302270731150472,20.468957207536480,-13.2623758,-0.0052066,35.5371895,4.1689329,-2.8832855,4.0000000,-0.9134384,1.2779065,38.5095062,-4.8531327,43.5086632
380,-13,-4.294814091150472,20.468957207536480,-13.2617130,-0.0059504,34.7107430,4.8528557,-2.9530470,4.0000000,-1.0617411,1.2805979,38.6580276,-4.8443532,45.0199013
381,-13,-4.287357451150472,20.468957207536480,-13.2609386,-0.0066942,33.8842964,5.8025675,-3.0487835,4.0000000,-1.2650599,1.2837368,38.8297501,-4.8325071,47.3306541
382,-13,-4.279900811150472,20.468957207536480,-13.2600260,-0.0077686,32.2314034,6.9409237,-3.1602252,4.0000000,-1.5089644,1.2875142,39.0349083,-4.8114858,50.4905014
383,-13,-4.272444171150472,20.468957207536480,-13.2589474,0.0010744,47.9338837,8.1451492,-3.2736180,4.0000000,-1.7707411,1.2921510,39.2845993,-4.7764950,54.4078445
384,-13,-4.264987531150472,20.468957207536480,-13.2576704,-0.0003306,45.4545441,9.3202705,-3.3779447,4.0000000,-2.0351322,1.2979505,39.5938530,-4.7207575,58.9412575
385,-13,-4.257530891150472,20.468957207536480,-13.2561617,-0.0018182,42.9752083,10.3548260,-3.4622357,4.0000000,-2.2826073,1.3052368,39.9756432,-4.6418638,63.8159637
386,-13,-4.250074251150472,20.468957207536480,-13.2543888,-0.0036364,39.6694221,11.1406450,-3.5163746,4.0000000,-2.4936101,1.3143212,40.4441147,-4.5391388,68.6412964
387,-13,-4.242617611150472,20.468957207536480,-13.2523193,-0.0058678,35.5371895,11.5225525,-3.5243566,4.0000000,-2.6380341,1.3254720,41.0077095,-4.4106793,72.5460587
388,-13,-4.235160971150472,20.468957207536480,-13.2499266,0.0015702,47.1074371,11.3982954,-3.4736886,4.0000000,-2.6939378,1.3387799,41.6610603,-4.2534394,74.5391922
389,-13,-4.227704331150472,20.468957207536480,-13.2471924,-0.0010744,42.9752083,10.7651777,-3.3599458,4.0000000,-2.6552405,1.3540673,42.3866692,-4.0646510,73.8903656
390,-13,-4.220247691150472,20.468957207536480,-13.2441101,-0.0040496,38.0165291,9.6852932,-3.1820710,4.0000000,-2.5279374,1.3709018,43.1587524,-3.8362045,70.1591339
391,-13,-4.212791051150472,20.468957207536480,-13.2406836,-0.0073554,33.0578499,8.2914715,-2.9460509,4.0000000,-2.3302715,1.3886213,43.9411392,-3.5618300,63.4933968
392,-13,-4.205334411150472,20.468957207536480,-13.2369318,-0.0009091,42.9752083,6.7489400,-2.6638596,4.0000000,-2.0848777,1.4064558,44.6971092,-3.2428412,54.5996017
393,-13,-4.197877771150472,20.468957207536480,-13.2328825,-0.0046281,38.0165291,5.2091732,-2.3498306,4.0000000,-1.8136803,1.4235477,45.3941154,-2.8859808,44.5284691
394,-13,-4.190421131150472,20.468957207536480,-13.2285738,0.0013223,46.2809906,3.7698169,-2.0146022,4.0000000,-1.5302103,1.4390177,46.0045929,-2.4989939,34.2584381
395,-13,-4.182964491150472,20.468957207536480,-13.2240515,-0.0027273,40.4958687,2.4965720,-1.6692576,4.0000000,-1.2421209,1.4521601,46.5078964,-2.0963945,24.7506943
396,-13,-4.175507851150472,20.468957207536480,-13.2193661,0.0028926,47.9338837,1.4111403,-1.3192894,4.0000000,-0.9520817,1.4622937,46.8860321,-1.6864972,16.7664757
397,-13,-4.168051211150472,20.468957207536480,-13.2145748,-0.0014876,41.3223152,0.5311478,-0.9742635,4.0000000,-0.6624108,1.4688392,47.1267357,-1.2861164,10.9905100
398,-13,-4.160594571150471,20.468957207536480,-13.2097368,0.0041322,49.5867767,-0.1298340,-0.6468335,4.0000000,-0.3800543,1.4715655,47.2238846,-0.9136128,7.7669983
399,-13,-4.153137931150471,20.468957207536480,-13.2049112,-0.0004132,42.9752083,-0.5712880,-0.3527365,4.0000000,-0.1137250,1.4705950,47.1856575,-0.5917480,6.8758383
400,-13,-4.145681291150471,20.468957207536480,-13.2001514,-0.0048760,37.1900826,-0.8173785,-0.1021902,4.0000000,0.1298408,1.4663848,47.0270424,-0.3342211,7.5782661
401,-13,-4.138224651150471,20.468957207536480,-13.1955013,0.0007438,44.6280975,-0.9056072,0.0999314,4.0000000,0.3444846,1.4595634,46.7714500,-0.1446218,8.9720402
402,-13,-4.130768011150471,20.468957207536480,-13.1909962,-0.0034711,38.8429756,-0.8815528,0.2550905,4.0000000,0.5279056,1.4508919,46.4436188,-0.0177246,10.3414669
403,-13,-4.123311371150471,20.468957207536480,-13.1866579,0.0023140,46.2809906,-0.7926567,0.3698720,4.0000000,0.6792905,1.4410828,46.0667267,0.0604536,11.3396053
404,-13,-4.533426571150471,20.461500567536479,-13.2075357,0.0016529,42.9752083,-5.6204600,-1.7400712,4.0000000,-0.0512948,1.3582782,42.6437225,-3.4288476,61.3425369
405,-13,-4.525969931150471,20.461500567536479,-13.2121105,-0.0042975,34.7107430,-3.1633842,-2.1377535,4.0000000,-0.4502686,1.3700664,43.1766739,-3.8252385,63.4141273
406,-13,-4.518513291150471,20.461500567536479,-13.2167473,-0.0002479,42.1487617,-0.6044080,-2.5158467,4.0000000,-0.8183363,1.3774252,43.5000000,-4.2133570,67.6105728
407,-13,-4.511056651150471,20.461500567536479,-13.2213840,-0.0058678,33.0578499,2.0255315,-2.8726788,4.0000000,-1.1629993,1.3802701,43.6204758,-4.5823584,73.5225983
408,-13,-4.503600011150471,20.461500567536479,-13.2259588,-0.0014876,39.6694221,4.6833763,-3.2060289,4.0000000,-1.4904200,1.3787265,43.5482521,-4.9216380,80.6509781
409,-13,-4.496143371150471,20.461500567536479,-13.2304134,-0.0074380,30.5785122,7.2924571,-3.5091300,4.0000000,-1.8017877,1.3732274,43.3005295,-5.2164726,88.2458420
410,-13,-4.488686731150471,20.461500567536479,-13.2346964,-0.0033884,37.1900826,9.7464819,-3.7743971,4.0000000,-2.0936441,1.3643292,42.8946304,-5.4551497,95.4251175
411,-13,-4.481230091150471,20.461500567536479,-13.2387619,0.0004132,43.8016510,11.8516750,-3.9873583,4.0000000,-2.3524814,1.3527677,42.3560638,-5.6222353,101.0879059
412,-13,-4.473773451150471,20.461500567536479,-13.2425737,-0.0059504,32.2314034,13.3985882,-4.1351123,4.0000000,-2.5568223,1.3395351,41.7218704,-5.7134018,104.2021561
413,-13,-4.466316811150471,20.461500567536479,-13.2461128,-0.0024793,38.0165291,14.2884140,-4.2157278,4.0000000,-2.6895020,1.3255892,41.0329933,-5.7419538,104.3358231
414,-13,-4.458860171150471,20.461500567536479,-13.2493706,0.0006612,44.6280975,14.5985928,-4.2418385,4.0000000,-2.7485998,1.3117452,40.3279610,-5.7350774,101.9753876
415,-13,-4.451403531150471,20.461500567536479,-13.2523508,-0.0063636,32.2314034,14.5764093,-4.2380300,4.0000000,-2.7522976,1.2985953,39.6359634,-5.7237620,98.2462387
416,-13,-4.443946891150471,20.461500567536479,-13.2550631,-0.0034711,37.1900826,14.4058151,-4.2206612,4.0000000,-2.7185760,1.2863624,38.9724464,-5.7227464,93.9592285
417,-13,-4.436490251150471,20.461500567536479,-13.2575121,-0.0008264,42.9752083,14.1206923,-4.1926498,4.0000000,-2.6528995,1.2752109,38.3478661,-5.7324004,89.4192276
418,-13,-4.429033611150471,20.461500567536479,-13.2597084,0.0014050,47.1074371,13.6739750,-4.1500020,4.0000000,-2.5508480,1.2653161,37.7770195,-5.7491565,84.6726608
419,-13,-4.421576971150471,20.461500567536479,-13.2616615,-0.0066942,32.2314034,13.1396847,-4.0986991,4.0000000,-2.4257963,1.2567616,37.2718048,-5.7716017,80.0708237
420,-13,-4.414120331150471,20.461500567536479,-13.2633848,-0.0049587,35.5371895,12.6057596,-4.0470405,4.0000000,-2.2937069,1.2495764,36.8376884,-5.8003736,75.9491577
421,-13,-4.406663691150471,20.461500567536479,-13.2648878,-0.0034711,38.0165291,12.0890169,-3.9963784,4.0000000,-2.1630518,1.2437139,36.4768562,-5.8297048,72.3641586
422,-13,-4.399207051150471,20.461500567536479,-13.2661800,-0.0021488,40.4958687,11.5931196,-3.9464576,4.0000000,-2.0403907,1.2391366,36.1922150,-5.8525243,69.2992554
423,-13,-4.391750411150471,20.461500567536479,-13.2672710,-0.0010744,42.1487617,11.1415272,-3.8990037,4.0000000,-1.9338946,1.2357863,35.9813957,-5.8641129,66.7635956
424,-13,-4.384293771150471,20.461500567536479,-13.2681665,0.0000000,44.6280975,10.6944876,-3.8499191,4.0000000,-1.8403751,1.2335752,35.8403244,-5.8594632,64.5925522
425,-13,-4.376837131150471,20.461500567536479,-13.2688732,0.0007438,45.4545441,10.1146650,-3.7856696,4.0000000,-1.7382207,1.2323973,35.7660255,-5.8331184,62.3799858
426,-13,-4.369380491150471,20.461500567536479,-13.2693977,0.0012397,46.2809906,9.3617458,-3.7021236,4.0000000,-1.6180835,1.2321337,35.7515373,-5.7861638,59.9999847
427,-13,-4.361923851150471,20.461500567536479,-13.2697515,0.0015702,46.2809906,8.4686642,-3.6019671,4.0000000,-1.4812083,1.2326643,35.7871590,-5.7227254,57.5048447
428,-13,-4.354467211150471,20.461500567536479,-13.2699499,0.0017355,46.2809906,7.5441923,-3.4950669,4.0000000,-1.3423400,1.2338291,35.8631134,-5.6477938,55.0986977
429,-13,-4.347010571150471,20.461500567536479,-13.2700081,-0.0080992,28.9256191,6.6518774,-3.3874891,5.0000000,-1.2094531,1.2354592,35.9694977,-5.5655251,52.8641243
430,-13,-4.339553931150471,20.461500567536479,-13.2699394,0.0019008,46.2809906,5.8392849,-3.2853596,4.0000000,-1.0882063,1.2374122,36.0946999,-5.4825130,50.8841591
431,-13,-4.332097291150471,20.461500567536479,-13.2697573,0.0019008,46.2809906,5.1294160,-3.1921778,4.0000000,-0.9814376,1.2395428,36.2289848,-5.4029179,49.1757545
432,-13,-4.324640651150471,20.461500567536479,-13.2694759,0.0017355,46.2809906,4.6225686,-3.1197307,4.0000000,-0.9071403,1.2417346,36.3662529,-5.3323212,47.8901672
433,-13,-4.317184011150472,20.461500567536479,-13.2691040,0.0015702,46.2809906,4.3656654,-3.0734012,4.0000000,-0.8759091,1.2439485,36.5030861,-5.2708936,47.0450592
434,-13,-4.309727371150472,20.461500567536479,-13.2686453,0.0011570,46.2809906,4.4156785,-3.0602109,4.0000000,-0.9002144,1.2461857,36.6393661,-5.2202072,46.7283669
435,-13,-4.302270731150472,20.461500567536479,-13.2680988,0.0004959,44.6280975,4.7828403,-3.0813253,4.0000000,-0.9843464,1.2485052,36.7791824,-5.1783042,46.9968796
436,-13,-4.294814091150472,20.461500567536479,-13.2674561,-0.0002479,43.8016510,5.5230808,-3.1412563,4.0000000,-1.1407292,1.2510438,36.9306335,-5.1417837,48.0395012
437,-13,-4.287357451150472,20.461500567536479,-13.2667007,-0.0009091,42.9752083,6.5648637,-3.2305400,4.0000000,-1.3580709,1.2539893,37.1057320,-5.1030092,49.9158134
438,-13,-4.279900811150472,20.461500567536479,-13.2658091,-0.0019008,41.3223152,7.8064055,-3.3376653,4.0000000,-1.6192427,1.2575731,37.3174744,-5.0560880,52.6841698
439,-13,-4.272444171150472,20.461500567536479,-13.2647514,-0.0029752,39.6694221,9.1034632,-3.4469287,4.0000000,-1.8993165,1.2620702,37.5802536,-4.9945412,56.2204399
440,-13,-4.264987531150472,20.461500567536479,-13.2634974,-0.0044628,37.1900826,10.3583603,-3.5474670,4.0000000,-2.1836286,1.2677985,37.9114494,-4.9113054,60.4115143
441,-13,-4.257530891150472,20.461500567536479,-13.2620144,-0.0059504,34.7107430,11.4446363,-3.6261129,4.0000000,-2.4520118,1.2751095,38.3284340,-4.8002143,64.9605179
442,-13,-4.250074251150472,20.461500567536479,-13.2602692,-0.0077686,31.4049587,12.2493811,-3.6725988,4.0000000,-2.6840160,1.2843615,38.8449059,-4.6611819,69.5116119
443,-13,-4.242617611150472,20.461500567536479,-13.2582312,0.0000000,44.6280975,12.6145430,-3.6708593,4.0000000,-2.8496635,1.2958367,39.4716148,-4.4920554,73.2906189
444,-13,-4.235160971150472,20.461500567536479,-13.2558737,-0.0024793,40.4958687,12.4219046,-3.6066141,4.0000000,-2.9229686,1.3096422,40.2028084,-4.2902598,75.2913361
445,-13,-4.227704331150472,20.461500567536479,-13.2531786,-0.0050413,36.3636360,11.6592121,-3.4732711,4.0000000,-2.8946092,1.3256446,41.0199661,-4.0519333,74.6959839
446,-13,-4.220247691150472,20.461500567536479,-13.2501373,-0.0079339,31.4049587,10.4167871,-3.2726457,4.0000000,-2.7718344,1.3434447,41.8923798,-3.7734571,71.1274261
447,-13,-4.212791051150472,20.461500567536479,-13.2467546,-0.0011570,42.1487617,8.8485546,-3.0124152,4.0000000,-2.5730839,1.3623629,42.7800102,-3.4517462,64.6944809
448,-13,-4.205334411150472,20.461500567536479,-13.2430477,-0.0047934,36.3636360,7.1325107,-2.7047813,4.0000000,-2.3217630,1.3815697,43.6429138,-3.0877993,56.0098000
449,-13,-4.197877771150472,20.461500567536479,-13.2390451,0.0014876,47.1074371,5.4404554,-2.3663909,4.0000000,-2.0410841,1.4002265,44.4452896,-2.6916978,46.0922699
450,-13,-4.190421131150472,20.461500567536479,-13.2347822,-0.0025620,41.3223152,3.8862820,-2.0110676,4.0000000,-1.7466373,1.4174435,45.1567688,-2.2754979,35.9370689
451,-13,-4.182964491150472,20.461500567536479,-13.2303057,-0.0065289,34.7107430,2.5305128,-1.6486144,4.0000000,-1.4466647,1.4324536,45.7566605,-1.8505641,26.4150085
452,-13,-4.175507851150472,20.461500567536479,-13.2256632,-0.0009091,42.9752083,1.3907220,-1.2839173,4.0000000,-1.1428190,1.4446001,46.2275505,-1.4250156,18.2344933
453,-13,-4.168051211150472,20.461500567536479,-13.2209101,-0.0052893,36.3636360,0.4867461,-0.9277930,4.0000000,-0.8393729,1.4532462,46.5552979,-1.0162131,12.1229296
454,-13,-4.160594571150471,20.461500567536479,-13.2161055,0.0004132,43.8016510,-0.1726739,-0.5934243,4.0000000,-0.5428115,1.4580847,46.7349663,-0.6440372,8.4595194
455,-13,-4.153137931150471,20.461500567536479,-13.2113075,-0.0040496,38.0165291,-0.5948344,-0.2943680,4.0000000,-0.2620919,1.4592018,46.7734909,-0.3266442,7.0782599
456,-13,-4.145681291150471,20.461500567536479,-13.2065687,0.0014876,46.2809906,-0.8103635,-0.0408471,4.0000000,-0.0032816,1.4570044,46.6875725,-0.0784127,7.3348637
457,-13,-4.138224651150471,20.461500567536479,-13.2019339,-0.0028926,39.6694221,-0.8628775,0.1617612,4.0000000,0.2257181,1.4520988,46.4988556,0.0978044,8.3815641
458,-13,-4.130768011150471,20.461500567536479,-13.1974363,0.0028926,47.9338837,-0.8045616,0.3150824,4.0000000,0.4220778,1.4451799,46.2326050,0.2080870,9.5119238
459,-13,-4.123311371150471,20.461500567536479,-13.1931000,-0.0012397,41.3223152,-0.6877409,0.4281192,4.0000000,0.5873457,1.4369199,45.9114456,0.2688928,10.4074650
460,-13,-4.115854731150471,20.461500567536479,-13.1889381,0.0047107,49.5867767,-0.5485188,0.5055578,4.0000000,0.7204080,1.4277909,45.5511971,0.2907076,10.8772049
461,-13,-4.540883211150471,20.454043927536478,-13.2079687,0.0023967,43.8016510,-8.0506821,-1.3048428,4.0000000,-0.1288855,1.3223536,40.9195862,-2.4808002,62.2180443
462,-13,-4.533426571150471,20.454043927536478,-13.2124996,-0.0034711,34.7107430,-5.5163736,-1.7552156,5.0000000,-0.5670016,1.3359256,41.5887413,-2.9434297,63.2477493
463,-13,-4.525969931150471,20.454043927536478,-13.2171497,0.0005785,42.1487617,-2.8063860,-2.1940510,5.0000000,-0.9601181,1.3452123,42.0306511,-3.4279840,66.8494873
464,-13,-4.518513291150471,20.454043927536478,-13.2218533,-0.0052893,33.0578499,0.0478787,-2.6172366,5.0000000,-1.3190906,1.3500689,42.2554932,-3.9153826,72.6662750
465,-13,-4.511056651150471,20.454043927536478,-13.2265463,-0.0008264,40.4958687,3.0227454,-3.0236976,5.0000000,-1.6523192,1.3505086,42.2716599,-4.3950763,80.1902084
466,-13,-4.503600011150471,20.454043927536478,-13.2311659,-0.0064463,31.4049587,6.0706248,-3.4081728,4.0000000,-1.9664515,1.3467933,42.0915070,-4.8498940,88.7331848
467,-13,-4.496143371150471,20.454043927536478,-13.2356548,-0.0023140,38.0165291,9.1065807,-3.7629931,4.0000000,-2.2634218,1.3394269,41.7332535,-5.2625642,97.4819412
468,-13,-4.488686731150471,20.454043927536478,-13.2399616,0.0017355,45.4545441,12.0088024,-4.0790892,4.0000000,-2.5408127,1.3289760,41.2172546,-5.6173658,105.5452271
469,-13,-4.481230091150471,20.454043927536478,-13.2440395,-0.0044628,33.0578499,14.5271854,-4.3371005,4.0000000,-2.7842796,1.3162572,40.5712509,-5.8899212,111.7280579
470,-13,-4.473773451150471,20.454043927536478,-13.2478552,-0.0008264,39.6694221,16.3964424,-4.5205250,4.0000000,-2.9718916,1.3022617,39.8370399,-6.0691581,114.9951248
471,-13,-4.466316811150471,20.454043927536478,-13.2513866,-0.0073554,28.9256191,17.4443703,-4.6230888,4.0000000,-3.0816746,1.2879505,39.0598907,-6.1645036,114.8967514
472,-13,-4.458860171150471,20.454043927536478,-13.2546291,-0.0041322,34.7107430,17.7491264,-4.6581707,4.0000000,-3.1103146,1.2741716,38.2847481,-6.2060266,112.0558243
473,-13,-4.451403531150471,20.454043927536478,-13.2575893,-0.0012397,40.4958687,17.6210175,-4.6544032,4.0000000,-3.0791259,1.2614143,37.5439758,-6.2296805,107.7895203
474,-13,-4.443946891150471,20.454043927536478,-13.2602768,-0.0083471,26.4462814,17.3271999,-4.6352491,4.0000000,-3.0120559,1.2498106,36.8475685,-6.2584419,103.1432037
475,-13,-4.436490251150471,20.454043927536478,-13.2627020,-0.0057851,31.4049587,16.8808861,-4.6015215,4.0000000,-2.9125376,1.2394266,36.2013283,-6.2905059,98.2870331
476,-13,-4.429033611150471,20.454043927536478,-13.2648754,-0.0035537,36.3636360,16.2439938,-4.5512457,4.0000000,-2.7770371,1.2303230,35.6184044,-6.3254547,93.3256683
477,-13,-4.421576971150471,20.454043927536478,-13.2668085,-0.0015702,41.3223152,15.5206251,-4.4929361,4.0000000,-2.6208551,1.2225474,35.1092567,-6.3650169,88.6425018
478,-13,-4.414120331150471,20.454043927536478,-13.2685156,0.0001653,44.6280975,14.8031063,-4.4338360,4.0000000,-2.4595308,1.2160820,34.6754684,-6.4081416,84.4599380
479,-13,-4.406663691150471,20.454043927536478,-13.2700071,-0.0083471,25.6198349,14.1174612,-4.3754478,4.0000000,-2.3023596,1.2108560,34.3176041,-6.4485359,80.7938004
