OID_,RegC,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1235,-12,-3.325450891150472,18.418381207536481,-12.9817791,-0.0034711,9.0909090,-0.1171128,-0.6164084,4.0000000,-0.1025646,1.0365816,15.2767868,-1.1302522,1.9240330
1236,-12,-3.317994251150472,18.418381207536481,-12.9797230,0.0041322,49.5867767,-0.2441886,-0.5407235,4.0000000,-0.0206885,1.0392262,15.8045607,-1.0607585,1.8368785
1237,-12,-3.310537611150472,18.418381207536481,-12.9775972,0.0022314,40.4958687,-0.3693126,-0.4373325,4.0000000,0.0692741,1.0417999,16.3028431,-0.9439391,1.6896621
1238,-12,-3.303080971150472,18.418381207536481,-12.9754076,0.0004132,31.4049587,-0.4805022,-0.3088155,4.0000000,0.1666758,1.0441921,16.7507820,-0.7843068,1.5389373
1239,-12,-3.295624331150472,18.418381207536481,-12.9731617,-0.0015702,22.3140488,-0.5535465,-0.1516720,4.0000000,0.2697057,1.0463144,17.1368008,-0.5730497,1.4120660
1240,-12,-3.288167691150472,18.418381207536481,-12.9708700,-0.0039669,13.2231407,-0.5675949,0.0294108,4.0000000,0.3750787,1.0480225,17.4411106,-0.3162570,1.3804331
1241,-12,-3.280711051150472,18.418381207536481,-12.9685469,0.0034711,45.4545441,-0.5100468,0.2288262,4.0000000,0.4802323,1.0491920,17.6435413,-0.0225798,1.5191116
1242,-12,-3.273254411150472,18.418381207536481,-12.9662075,0.0012397,36.3636360,-0.3725404,0.4366583,4.0000000,0.5828555,1.0497828,17.7458401,0.2904612,1.8651688
1243,-12,-3.265797771150472,18.418381207536481,-12.9638691,-0.0005785,27.2727280,-0.1461899,0.6505423,4.0000000,0.6818148,1.0497420,17.7394638,0.6192697,2.4268522
1244,-12,-3.258341131150472,18.418381207536481,-12.9615488,-0.0027273,18.1818180,0.1456699,0.8551272,4.0000000,0.7744780,1.0490755,17.6207638,0.9357764,3.1678822
1245,-12,-3.250884491150472,18.418381207536481,-12.9592638,0.0048760,48.7603302,0.4818326,1.0445191,4.0000000,0.8583494,1.0478829,17.4096813,1.2306888,4.0257983
1246,-12,-3.243427851150471,18.418381207536481,-12.9570265,0.0026446,39.6694221,0.8595201,1.2225049,4.0000000,0.9309363,1.0462345,17.1169720,1.5140735,4.9657006
1247,-12,-3.235971211150471,18.418381207536481,-12.9548531,0.0006612,30.5785122,1.2752397,1.3898622,4.0000000,0.9943573,1.0441623,16.7406635,1.7853671,5.9473066
1248,-12,-3.228514571150471,18.418381207536481,-12.9527569,-0.0011570,21.4876041,1.6837039,1.5341517,4.0000000,1.0457467,1.0417753,16.2924385,2.0225565,6.8551173
1249,-13,-3.757936011150471,18.410924567536480,-13.0305033,-0.0039669,3.3057852,-0.4453588,0.5080104,4.0000000,0.0286593,1.0247810,12.6643639,0.9873616,2.0704520
1250,-13,-3.750479371150471,18.410924567536480,-13.0292711,0.0047934,47.9338837,-0.2323308,0.6613419,4.0000000,0.3739056,1.0234362,12.3247948,0.9487782,2.3928981
1251,-13,-3.743022731150471,18.410924567536480,-13.0281229,0.0037190,38.8429756,-0.0105491,0.8061971,3.0000000,0.7406892,1.0218084,11.8966265,0.8717050,2.8500583
1252,-13,-3.735566091150471,18.410924567536480,-13.0270700,0.0027273,30.5785122,0.1907066,0.9326007,4.0000000,1.1055465,1.0199641,11.3913832,0.7596548,3.3834987
1253,-13,-3.728109451150471,18.410924567536480,-13.0261202,0.0018182,23.1404953,0.3426946,1.0299411,4.0000000,1.4430029,1.0179940,10.8215132,0.6168791,3.8897905
1254,-13,-3.720652811150471,18.410924567536480,-13.0252790,0.0010744,17.3553715,0.4136616,1.0902697,4.0000000,1.7260646,1.0159901,10.2030964,0.4544748,4.2819619
1255,-13,-3.713196171150471,18.410924567536480,-13.0245476,0.0004132,12.3966942,0.3839388,1.1068739,4.0000000,1.9250531,1.0140294,9.5613384,0.2886945,4.4794145
1256,-13,-3.705739531150471,18.410924567536480,-13.0239248,-0.0001653,8.2644625,0.2492400,1.0797249,4.0000000,2.0218146,1.0121769,8.9099569,0.1376351,4.4769726
1257,-13,-3.698282891150471,18.410924567536480,-13.0234041,-0.0006612,4.9586778,0.0258092,1.0139149,4.0000000,2.0106916,1.0104842,8.2690821,0.0171381,4.3228469
1258,-13,-3.690826251150471,18.410924567536480,-13.0229731,-0.0010744,2.4793389,-0.2504254,0.9199780,4.0000000,1.9086015,1.0089542,7.6429935,-0.0686455,4.0954089
1259,-13,-3.683369611150471,18.410924567536480,-13.0226231,-0.0014050,0.8264463,-0.5412549,0.8005629,4.0000000,1.7254351,1.0075849,7.0332522,-0.1243094,3.8044202
1260,-13,-3.675912971150471,18.410924567536480,-13.0223398,-0.0017355,0.0000000,-0.8101234,0.6583973,4.0000000,1.4818919,1.0063804,6.4477649,-0.1650973,3.4688349
1261,-13,-3.668456331150471,18.410924567536480,-13.0221081,-0.0019008,0.0000000,-1.0234170,0.5031951,4.0000000,1.2146457,1.0053239,5.8868032,-0.2082556,3.1406100
1262,-13,-3.660999691150471,18.410924567536480,-13.0219135,-0.0020661,0.0000000,-1.1632529,0.3400585,4.0000000,0.9500815,1.0044039,5.3517995,-0.2699645,2.8456481
1263,-13,-3.653543051150471,18.410924567536480,-13.0217428,-0.0021488,0.0000000,-1.2141207,0.1771068,4.0000000,0.7196335,1.0036191,4.8481698,-0.3654200,2.5933969
1264,-13,-3.646086411150471,18.410924567536480,-13.0215797,-0.0023140,0.0000000,-1.1833974,0.0225840,4.0000000,0.5458312,1.0029632,4.3823409,-0.5006632,2.3970308
1265,-13,-3.638629771150471,18.410924567536480,-13.0214138,-0.0024793,0.0000000,-1.0796016,-0.1174036,4.0000000,0.4369445,1.0024318,3.9645829,-0.6717517,2.2344089
1266,-13,-3.631173131150471,18.410924567536480,-13.0212336,-0.0028099,0.0000000,-0.9210742,-0.2370044,4.0000000,0.3903248,1.0020213,3.6110811,-0.8643335,2.0809531
1267,-13,-3.623716491150471,18.410924567536480,-13.0210314,-0.0034711,0.0000000,-0.7353574,-0.3247709,4.0000000,0.3879446,1.0017252,3.3343914,-1.0374863,1.9023383
1268,-13,-3.616259851150471,18.410924567536480,-13.0208015,-0.0042149,0.0000000,-0.5459753,-0.3844357,4.0000000,0.3748343,1.0015285,3.1389532,-1.1437058,1.6897322
1269,-13,-3.608803211150471,18.410924567536480,-13.0205431,-0.0049587,0.0000000,-0.3671433,-0.4300963,5.0000000,0.3052829,1.0014158,3.0211043,-1.1654755,1.4789090
1270,-13,-3.601346571150471,18.410924567536480,-13.0202570,-0.0057025,0.0000000,-0.2030774,-0.4715229,5.0000000,0.1752824,1.0013759,2.9814527,-1.1183282,1.2992100
1271,-13,-3.593889931150471,18.410924567536480,-13.0199413,0.0036364,36.3636360,-0.0582292,-0.5072567,4.0000000,0.0127602,1.0014055,3.0171118,-1.0272735,1.1491308
1272,-13,-3.586433291150471,18.410924567536480,-13.0195942,0.0029752,29.7520657,0.0642107,-0.5387799,4.0000000,-0.1501139,1.0014907,3.1103117,-0.9274459,1.0363408
1273,-13,-3.578976651150471,18.410924567536480,-13.0192175,0.0023140,23.1404953,0.1630261,-0.5653649,4.0000000,-0.2913375,1.0016272,3.2542503,-0.8393923,0.9566573
1274,-13,-3.571520011150471,18.410924567536480,-13.0188084,0.0016529,16.5289249,0.2362530,-0.5840871,4.0000000,-0.3989450,1.0018135,3.4384470,-0.7692293,0.8970129
1275,-13,-3.564063371150471,18.410924567536480,-13.0183659,0.0010744,10.7438021,0.2832360,-0.5934930,4.0000000,-0.4765298,1.0020339,3.6435015,-0.7104561,0.8481826
1276,-13,-3.556606731150471,18.410924567536480,-13.0178909,0.0004959,4.9586778,0.3115649,-0.5967759,4.0000000,-0.5273262,1.0022814,3.8619483,-0.6662257,0.8080043
1277,-13,-3.549150091150471,18.410924567536480,-13.0173836,0.0000826,0.8264463,0.3305106,-0.5995708,4.0000000,-0.5572544,1.0025524,4.0858011,-0.6418872,0.7843556
1278,-13,-3.541693451150471,18.410924567536480,-13.0168447,0.0000000,0.0000000,0.3548620,-0.6118826,4.0000000,-0.5741763,1.0028554,4.3176718,-0.6495890,0.7963670
1279,-13,-3.534236811150471,18.410924567536480,-13.0162716,0.0000000,0.0000000,0.3890531,-0.6358688,4.0000000,-0.5827899,1.0032026,4.5720887,-0.6889477,0.8491231
1280,-13,-3.526780171150471,18.410924567536480,-13.0156631,0.0000000,0.0000000,0.4187665,-0.6590468,4.0000000,-0.5839745,1.0036107,4.8558803,-0.7341192,0.9114529
1281,-13,-3.519323531150471,18.410924567536480,-13.0150137,0.0000000,0.0000000,0.4373441,-0.6753089,4.0000000,-0.5829270,1.0040777,5.1597528,-0.7676908,0.9629986
1282,-13,-3.511866891150471,18.410924567536480,-13.0143232,-0.0003306,0.0000000,0.4500883,-0.6883263,4.0000000,-0.5820743,1.0045886,5.4737897,-0.7945783,1.0106714
1283,-13,-3.504410251150471,18.410924567536480,-13.0135908,-0.0012397,0.0000000,0.4573060,-0.6983383,4.0000000,-0.5799470,1.0051571,5.8028712,-0.8167296,1.0541909
1284,-13,-3.496953611150472,18.410924567536480,-13.0128126,-0.0021488,0.0000000,0.4631176,-0.7077711,4.0000000,-0.5811799,1.0057814,6.1399264,-0.8343623,1.0984578
1285,-13,-3.489496971150472,18.410924567536480,-13.0119886,-0.0030579,0.0000000,0.4666664,-0.7154088,4.0000000,-0.5842943,1.0064481,6.4841242,-0.8465233,1.1380180
1286,-13,-3.482040331150472,18.410924567536480,-13.0111189,-0.0039669,0.0000000,0.4716172,-0.7241693,4.0000000,-0.5883623,1.0071706,6.8365383,-0.8599762,1.1822124
1287,-13,-3.474583691150471,18.410924567536480,-13.0102015,-0.0048760,0.0000000,0.4707776,-0.7279640,4.0000000,-0.5935564,1.0079513,7.1967964,-0.8623717,1.2097936
1288,-13,-3.467127051150471,18.410924567536480,-13.0092363,0.0042149,42.1487617,0.4687767,-0.7302086,5.0000000,-0.6002743,1.0087765,7.5600767,-0.8601429,1.2310548
1289,-13,-3.459670411150471,18.410924567536480,-13.0082226,0.0033058,33.0578499,0.4604818,-0.7273034,5.0000000,-0.6049122,1.0096495,7.9235921,-0.8496947,1.2347693
1290,-13,-3.452213771150471,18.410924567536480,-13.0071602,0.0023967,23.9669418,0.4484613,-0.7209592,4.0000000,-0.6077191,1.0105591,8.2879019,-0.8341994,1.2260031
1291,-13,-3.444757131150471,18.410924567536480,-13.0060511,0.0007438,14.8760328,0.4305488,-0.7088115,4.0000000,-0.6075211,1.0114952,8.6444941,-0.8101020,1.1956754
1292,-13,-3.437300491150471,18.410924567536480,-13.0048943,-0.0010744,5.7851238,0.4160344,-0.6988711,4.0000000,-0.6046898,1.0124531,8.9932613,-0.7930525,1.1719810
1293,-13,-3.429843851150471,18.410924567536480,-13.0036926,-0.0025620,0.0000000,0.3978815,-0.6850839,4.0000000,-0.5983785,1.0134391,9.3412390,-0.7717892,1.1345879
1294,-13,-3.422387211150471,18.410924567536480,-13.0024452,-0.0034711,0.0000000,0.3800876,-0.6721029,4.0000000,-0.5880222,1.0144451,9.6801558,-0.7561836,1.1020440
1295,-13,-3.414930571150471,18.410924567536480,-13.0011539,-0.0043802,0.0000000,0.3634869,-0.6611116,4.0000000,-0.5749015,1.0154781,10.0145226,-0.7473217,1.0789894
1296,-12,-3.407473931150471,18.410924567536480,-12.9998178,0.0047107,47.1074371,0.3534484,-0.6576119,4.0000000,-0.5596250,1.0165595,10.3539419,-0.7555988,1.0838172
1297,-12,-3.400017291150471,18.410924567536480,-12.9984369,0.0036364,38.0165291,0.3451356,-0.6572762,4.0000000,-0.5411968,1.0176944,10.6972923,-0.7733556,1.1022702
1298,-12,-3.392560651150471,18.410924567536480,-12.9970102,0.0018182,28.9256191,0.3436844,-0.6663221,4.0000000,-0.5190666,1.0189207,11.0559635,-0.8135775,1.1581303
1299,-12,-3.385104011150471,18.410924567536480,-12.9955349,0.0000000,19.8347111,0.3440438,-0.6801068,4.0000000,-0.4942489,1.0202808,11.4384146,-0.8659646,1.2380698
1300,-12,-3.377647371150471,18.410924567536480,-12.9940062,-0.0018182,10.7438021,0.3427323,-0.6976724,4.0000000,-0.4654748,1.0217823,11.8474464,-0.9298701,1.3456618
1301,-12,-3.370190731150471,18.410924567536480,-12.9924221,-0.0036364,1.6528926,0.3299971,-0.7114093,4.0000000,-0.4295621,1.0234517,12.2870445,-0.9932566,1.4575193
1302,-12,-3.362734091150471,18.410924567536480,-12.9907770,-0.0047107,0.0000000,0.3064757,-0.7227806,4.0000000,-0.3879710,1.0253105,12.7541523,-1.0575901,1.5801708
1303,-12,-3.355277451150471,18.410924567536480,-12.9890671,0.0038017,43.8016510,0.2688431,-0.7294568,4.0000000,-0.3407861,1.0273434,13.2465906,-1.1181276,1.7059811
1304,-12,-3.347820811150471,18.410924567536480,-12.9872894,0.0019835,34.7107430,0.2119240,-0.7294549,4.0000000,-0.2846850,1.0295765,13.7676744,-1.1742249,1.8331082
1305,-12,-3.340364171150471,18.410924567536480,-12.9854393,0.0001653,25.6198349,0.1318839,-0.7115056,4.0000000,-0.2205936,1.0320110,14.3110418,-1.2024176,1.9012587
1306,-12,-3.332907531150472,18.410924567536480,-12.9835138,-0.0016529,16.5289249,0.0325581,-0.6733438,4.0000000,-0.1471542,1.0345702,14.8608217,-1.1995333,1.8966365
1307,-12,-3.325450891150472,18.410924567536480,-12.9815140,-0.0038017,7.4380164,-0.0814653,-0.6165096,4.0000000,-0.0634984,1.0372003,15.4015503,-1.1695207,1.8371165
1308,-12,-3.317994251150472,18.410924567536480,-12.9794407,0.0038017,48.7603302,-0.2048032,-0.5422125,4.0000000,0.0301918,1.0398618,15.9288158,-1.1146169,1.7450563
1309,-12,-3.310537611150472,18.410924567536480,-12.9772959,0.0019835,39.6694221,-0.3241532,-0.4419055,4.0000000,0.1312127,1.0424799,16.4308033,-1.0150237,1.5932411
1310,-12,-3.303080971150472,18.410924567536480,-12.9750843,0.0001653,30.5785122,-0.4261494,-0.3149491,4.0000000,0.2405754,1.0449276,16.8845158,-0.8704736,1.4199442
1311,-12,-3.295624331150472,18.410924567536480,-12.9728155,-0.0019008,21.4876041,-0.4860040,-0.1585271,4.0000000,0.3557484,1.0471047,17.2776699,-0.6728026,1.2567908
1312,-12,-3.288167691150472,18.410924567536480,-12.9704971,-0.0043802,12.3966942,-0.4875350,0.0210002,4.0000000,0.4746801,1.0488673,17.5872650,-0.4326797,1.1897017
1313,-12,-3.280711051150472,18.410924567536480,-12.9681454,0.0029752,43.8016510,-0.4139121,0.2199262,4.0000000,0.5945818,1.0500835,17.7981720,-0.1547295,1.2842610
1314,-12,-3.273254411150472,18.410924567536480,-12.9657745,0.0008264,34.7107430,-0.2551203,0.4327435,4.0000000,0.7143390,1.0507182,17.9085274,0.1511481,1.5984242
1315,-12,-3.265797771150472,18.410924567536480,-12.9634008,-0.0009917,25.6198349,-0.0029054,0.6536599,4.0000000,0.8295416,1.0506870,17.9007454,0.4777783,2.1526592
1316,-12,-3.258341131150472,18.410924567536480,-12.9610424,-0.0032231,16.5289249,0.3120892,0.8647862,4.0000000,0.9383344,1.0499816,17.7768250,0.7912381,2.9180470
1317,-12,-3.250884491150472,18.410924567536480,-12.9587164,0.0042975,46.2809906,0.6686397,1.0608056,4.0000000,1.0370464,1.0487131,17.5562820,1.0845647,3.8298042
1318,-12,-3.243427851150471,18.410924567536480,-12.9564381,0.0020661,37.1900826,1.0737395,1.2483130,4.0000000,1.1241401,1.0469611,17.2482338,1.3724856,4.8586397
1319,-12,-3.235971211150471,18.410924567536480,-12.9542208,0.0000826,28.0991745,1.5161294,1.4252896,4.0000000,1.1975071,1.0447619,16.8501377,1.6530722,5.9540076
1320,-12,-3.228514571150471,18.410924567536480,-12.9520788,-0.0017355,19.0082645,1.9522079,1.5811032,4.0000000,1.2556742,1.0422087,16.3727970,1.9065320,7.0125637
1321,-12,-3.221057931150471,18.410924567536480,-12.9500246,-0.0038843,9.9173555,2.3555448,1.7112479,4.0000000,1.2979174,1.0394230,15.8374357,2.1245785,7.9405260
1322,-12,-3.213601291150471,18.410924567536480,-12.9480686,0.0040496,45.4545441,2.6692610,1.8034298,4.0000000,1.3231685,1.0365225,15.2539806,2.2836912,8.5878839
1323,-13,-3.765392651150471,18.403467927536479,-13.0328608,-0.0019008,9.0909090,-0.9781627,0.1798495,4.0000000,-0.5854182,1.0245348,12.5930891,0.9451172,2.2711380
1324,-13,-3.757936011150471,18.403467927536479,-13.0315857,-0.0030579,4.9586778,-0.8317196,0.3030734,4.0000000,-0.3013162,1.0237890,12.4111872,0.9074630,2.1953464
1325,-13,-3.750479371150471,18.403467927536479,-13.0303755,-0.0042149,1.6528926,-0.6672175,0.4392999,4.0000000,0.0313966,1.0227766,12.1535282,0.8472031,2.2715051
1326,-13,-3.743022731150471,18.403467927536479,-13.0292406,0.0047107,47.1074371,-0.4925052,0.5708787,3.0000000,0.3919336,1.0214912,11.8127537,0.7498237,2.4748628
1327,-13,-3.735566091150471,18.403467927536479,-13.0281897,0.0037190,38.0165291,-0.3323302,0.6883565,4.0000000,0.7595381,1.0199687,11.3945446,0.6171750,2.7814553
1328,-13,-3.728109451150471,18.403467927536479,-13.0272322,0.0028099,29.7520657,-0.2071114,0.7806314,4.0000000,1.1084105,1.0182692,10.9060335,0.4528522,3.1086032
1329,-13,-3.720652811150471,18.403467927536479,-13.0263739,0.0020661,23.1404953,-0.1436345,0.8416631,4.0000000,1.4128555,1.0164833,10.3650551,0.2704706,3.4019508
1330,-13,-3.713196171150471,18.403467927536479,-13.0256157,0.0014050,17.3553715,-0.1644831,0.8622022,4.0000000,1.6442780,1.0146834,9.7848711,0.0801263,3.5869734
1331,-13,-3.705739531150471,18.403467927536479,-13.0249567,0.0008264,12.3966942,-0.2736657,0.8426535,4.0000000,1.7836179,1.0129204,9.1826973,-0.0983110,3.6542318
1332,-13,-3.698282891150471,18.403467927536479,-13.0243902,0.0003306,8.2644625,-0.4561195,0.7901776,4.0000000,1.8278604,1.0112541,8.5726032,-0.2475052,3.6444836
1333,-13,-3.690826251150471,18.403467927536479,-13.0239077,-0.0000826,4.9586778,-0.6890751,0.7141253,4.0000000,1.7934918,1.0096999,7.9572463,-0.3652412,3.6155918
1334,-13,-3.683369611150471,18.403467927536479,-13.0234985,-0.0004132,2.4793389,-0.9345590,0.6142217,4.0000000,1.6840559,1.0082606,7.3426218,-0.4556127,3.5364745
1335,-13,-3.675912971150471,18.403467927536479,-13.0231533,-0.0007438,0.8264463,-1.1559993,0.4948131,4.0000000,1.5177697,1.0069598,6.7384982,-0.5281434,3.4130132
1336,-13,-3.668456331150471,18.403467927536479,-13.0228558,-0.0009917,0.0000000,-1.3274231,0.3616526,4.0000000,1.3219516,1.0058045,6.1493216,-0.5986465,3.2687757
1337,-13,-3.660999691150471,18.403467927536479,-13.0225954,-0.0011570,0.0000000,-1.4254279,0.2197423,4.0000000,1.1193022,1.0047919,5.5821729,-0.6798176,3.1101763
1338,-13,-3.653543051150471,18.403467927536479,-13.0223570,-0.0012397,0.0000000,-1.4416641,0.0771301,4.0000000,0.9379452,1.0039270,5.0482235,-0.7836851,2.9548149
1339,-13,-3.646086411150471,18.403467927536479,-13.0221291,-0.0014050,0.0000000,-1.3792164,-0.0587086,4.0000000,0.7971573,1.0032051,4.5554094,-0.9145746,2.8062699
1340,-13,-3.638629771150471,18.403467927536479,-13.0219002,-0.0015702,0.0000000,-1.2464100,-0.1831536,4.0000000,0.6995854,1.0026257,4.1164956,-1.0658925,2.6509316
1341,-13,-3.631173131150471,18.403467927536479,-13.0216599,-0.0019008,0.0000000,-1.0631869,-0.2869506,4.0000000,0.6382073,1.0021834,3.7494721,-1.2121084,2.4723024
1342,-13,-3.623716491150471,18.403467927536479,-13.0214014,-0.0026446,0.0000000,-0.8547993,-0.3618257,4.0000000,0.5838414,1.0018659,3.4646170,-1.3074930,2.2446413
1343,-13,-3.616259851150471,18.403467927536479,-13.0211201,-0.0034711,0.0000000,-0.6470886,-0.4129997,5.0000000,0.4903239,1.0016547,3.2630503,-1.3163233,1.9844580
1344,-13,-3.608803211150471,18.403467927536479,-13.0208168,-0.0042975,0.0000000,-0.4526402,-0.4519023,5.0000000,0.3352979,1.0015314,3.1411116,-1.2391026,1.7282344
1345,-13,-3.601346571150471,18.403467927536479,-13.0204887,-0.0051240,0.0000000,-0.2702132,-0.4895332,4.0000000,0.1308804,1.0014834,3.0930860,-1.1099466,1.5042067
1346,-13,-3.593889931150471,18.403467927536479,-13.0201378,-0.0058678,0.0000000,-0.1091704,-0.5239457,4.0000000,-0.0856795,1.0015033,3.1182134,-0.9622120,1.3215085
1347,-13,-3.586433291150471,18.403467927536479,-13.0197611,0.0033884,33.8842964,0.0329471,-0.5571062,4.0000000,-0.2833102,1.0015781,3.1989176,-0.8309022,1.1810197
1348,-13,-3.578976651150471,18.403467927536479,-13.0193596,0.0026446,26.4462814,0.1498505,-0.5858424,4.0000000,-0.4404829,1.0017040,3.3270876,-0.7312019,1.0792574
1349,-13,-3.571520011150471,18.403467927536479,-13.0189295,0.0019008,19.0082645,0.2428298,-0.6113704,4.0000000,-0.5555978,1.0018783,3.4968367,-0.6671431,1.0164815
1350,-13,-3.564063371150471,18.403467927536479,-13.0184708,0.0012397,12.3966942,0.3044022,-0.6263679,4.0000000,-0.6330920,1.0020865,3.6888466,-0.6196439,0.9686217
1351,-13,-3.556606731150471,18.403467927536479,-13.0179825,0.0005785,5.7851238,0.3448192,-0.6359767,4.0000000,-0.6817203,1.0023230,3.8950734,-0.5902333,0.9374053
1352,-13,-3.549150091150471,18.403467927536479,-13.0174656,0.0000826,0.8264463,0.3771500,-0.6463124,4.0000000,-0.7103191,1.0025848,4.1081753,-0.5823057,0.9269316
1353,-13,-3.541693451150471,18.403467927536479,-13.0169182,0.0000000,0.0000000,0.4179357,-0.6668799,4.0000000,-0.7268345,1.0028796,4.3345089,-0.6069252,0.9548523
1354,-13,-3.534236811150471,18.403467927536479,-13.0163393,0.0000000,0.0000000,0.4692653,-0.6973974,4.0000000,-0.7329542,1.0032263,4.5871882,-0.6618406,1.0205923
1355,-13,-3.526780171150471,18.403467927536479,-13.0157242,0.0000000,0.0000000,0.5141028,-0.7258536,4.0000000,-0.7329261,1.0036422,4.8746028,-0.7187809,1.0951835
1356,-13,-3.519323531150471,18.403467927536479,-13.0150690,0.0000000,0.0000000,0.5426869,-0.7454244,4.0000000,-0.7287688,1.0041200,5.1853886,-0.7620800,1.1556892
1357,-13,-3.511866891150471,18.403467927536479,-13.0143719,-0.0003306,0.0000000,0.5611121,-0.7597882,4.0000000,-0.7233027,1.0046512,5.5086150,-0.7962736,1.2080735
1358,-13,-3.504410251150471,18.403467927536479,-13.0136309,-0.0012397,0.0000000,0.5724375,-0.7708781,4.0000000,-0.7177163,1.0052446,5.8493829,-0.8240399,1.2564553
1359,-13,-3.496953611150472,18.403467927536479,-13.0128441,-0.0021488,0.0000000,0.5731604,-0.7757786,5.0000000,-0.7133595,1.0058932,6.2009158,-0.8381976,1.2887156
1360,-13,-3.489496971150472,18.403467927536479,-13.0120106,-0.0030579,0.0000000,0.5706864,-0.7786562,5.0000000,-0.7103518,1.0065904,6.5548220,-0.8469608,1.3152182
1361,-13,-3.482040331150472,18.403467927536479,-13.0111303,-0.0039669,0.0000000,0.5717253,-0.7841098,5.0000000,-0.7093734,1.0073435,6.9166579,-0.8588462,1.3514851
1362,-13,-3.474583691150471,18.403467927536479,-13.0102015,-0.0048760,0.0000000,0.5660344,-0.7845976,4.0000000,-0.7083713,1.0081552,7.2888441,-0.8608239,1.3703463
1363,-13,-3.467127051150471,18.403467927536479,-13.0092230,0.0042149,42.1487617,0.5533241,-0.7799372,4.0000000,-0.7058446,1.0090109,7.6598744,-0.8540298,1.3708935
1364,-13,-3.459670411150471,18.403467927536479,-13.0081968,0.0033058,33.0578499,0.5382343,-0.7727996,4.0000000,-0.7033297,1.0099117,8.0299644,-0.8422695,1.3610082
1365,-13,-3.452213771150471,18.403467927536479,-13.0071211,0.0023140,23.9669418,0.5215788,-0.7631945,4.0000000,-0.7004398,1.0108498,8.3997011,-0.8259493,1.3393984
1366,-13,-3.444757131150471,18.403467927536479,-13.0059977,0.0006612,14.8760328,0.4964564,-0.7465968,4.0000000,-0.6942610,1.0118054,8.7609310,-0.7989326,1.2926338
1367,-13,-3.437300491150471,18.403467927536479,-13.0048285,-0.0011570,5.7851238,0.4739160,-0.7307975,4.0000000,-0.6841771,1.0127827,9.1121092,-0.7774180,1.2470814
1368,-13,-3.429843851150471,18.403467927536479,-13.0036125,-0.0026446,0.0000000,0.4524558,-0.7147873,4.0000000,-0.6724485,1.0137919,9.4595804,-0.7571261,1.1997817
1369,-13,-3.422387211150471,18.403467927536479,-13.0023508,-0.0035537,0.0000000,0.4346480,-0.7015126,4.0000000,-0.6575206,1.0148096,9.7994642,-0.7455046,1.1623480
1370,-13,-3.414930571150471,18.403467927536479,-13.0010462,-0.0044628,0.0000000,0.4174722,-0.6895359,4.0000000,-0.6383321,1.0158536,10.1349535,-0.7407396,1.1319391
1371,-12,-3.407473931150471,18.403467927536479,-12.9996967,0.0046281,46.2809906,0.4057454,-0.6838581,4.0000000,-0.6168614,1.0169535,10.4751282,-0.7508548,1.1267885
1372,-12,-3.400017291150471,18.403467927536479,-12.9983025,0.0034711,37.1900826,0.3956298,-0.6806116,4.0000000,-0.5930277,1.0181122,10.8217649,-0.7681953,1.1321282
1373,-12,-3.392560651150471,18.403467927536479,-12.9968615,0.0016529,28.0991745,0.3931107,-0.6867816,4.0000000,-0.5650864,1.0193558,11.1797762,-0.8084769,1.1750411
1374,-12,-3.385104011150471,18.403467927536479,-12.9953718,-0.0001653,19.0082645,0.3918035,-0.6972493,4.0000000,-0.5333393,1.0207227,11.5609026,-0.8611593,1.2408063
1375,-12,-3.377647371150471,18.403467927536479,-12.9938297,-0.0019835,9.9173555,0.3885459,-0.7110704,4.0000000,-0.4962969,1.0222298,11.9683619,-0.9258439,1.3316679
1376,-12,-3.370190731150471,18.403467927536479,-12.9922323,-0.0037190,1.6528926,0.3741783,-0.7210905,4.0000000,-0.4531887,1.0239042,12.4024582,-0.9889923,1.4247565
1377,-12,-3.362734091150471,18.403467927536479,-12.9905739,-0.0048760,0.0000000,0.3500471,-0.7302172,4.0000000,-0.4041585,1.0257580,12.8650341,-1.0562760,1.5343429
1378,-12,-3.355277451150471,18.403467927536479,-12.9888515,0.0035537,42.9752083,0.3093566,-0.7337956,4.0000000,-0.3474307,1.0277863,13.3526192,-1.1201606,1.6458718
1379,-12,-3.347820811150471,18.403467927536479,-12.9870615,0.0017355,33.8842964,0.2522759,-0.7337888,4.0000000,-0.2841210,1.0300195,13.8664980,-1.1834567,1.7713449
1380,-12,-3.340364171150471,18.403467927536479,-12.9851990,-0.0000826,24.7933884,0.1689355,-0.7135687,4.0000000,-0.2104195,1.0324432,14.4069014,-1.2167180,1.8296440
1381,-12,-3.332907531150472,18.403467927536479,-12.9832621,-0.0019008,15.7024794,0.0670593,-0.6732243,4.0000000,-0.1274406,1.0349978,14.9506502,-1.2190078,1.8145673
1382,-12,-3.325450891150472,18.403467927536479,-12.9812498,-0.0041322,6.6115704,-0.0466860,-0.6158896,4.0000000,-0.0356896,1.0376166,15.4830751,-1.1960896,1.7492282
1383,-12,-3.317994251150472,18.403467927536479,-12.9791641,0.0034711,47.1074371,-0.1679292,-0.5453324,4.0000000,0.0649975,1.0402572,16.0062065,-1.1556624,1.6682503
