OID_,RegC,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
3655,-13,-3.653543051150471,18.217051927536481,-13.0199280,0.0047934,47.9338837,0.1234879,-0.3832446,4.0000000,-0.2384679,1.0132515,9.2811346,-0.5280213,0.3529173
3656,-13,-3.646086411150471,18.217051927536481,-13.0189753,0.0038843,38.8429756,0.1130999,-0.3820231,4.0000000,-0.2111755,1.0134763,9.3594608,-0.5528708,0.3700071
3657,-13,-3.638629771150471,18.217051927536481,-13.0180016,0.0028926,30.5785122,0.1018659,-0.3788598,4.0000000,-0.1862492,1.0136827,9.4302731,-0.5714705,0.3828785
3658,-13,-3.631173131150471,18.217051927536481,-13.0170078,0.0019008,23.1404953,0.0893165,-0.3720583,4.0000000,-0.1629837,1.0138954,9.5017300,-0.5811328,0.3874462
3659,-13,-3.623716491150471,18.217051927536481,-13.0159922,0.0008264,16.5289249,0.0745663,-0.3602037,4.0000000,-0.1391686,1.0141057,9.5724812,-0.5812388,0.3818921
3660,-13,-3.616259851150471,18.217051927536481,-13.0149565,-0.0002479,10.7438021,0.0545718,-0.3373235,4.0000000,-0.1109095,1.0142963,9.6373796,-0.5637376,0.3571943
3661,-13,-3.608803211150471,18.217051927536481,-13.0139008,-0.0013223,6.6115704,0.0308382,-0.3022236,4.0000000,-0.0777666,1.0144686,9.6961870,-0.5266806,0.3135228
3662,-13,-3.601346571150471,18.217051927536481,-13.0128269,-0.0024793,3.3057852,0.0064907,-0.2546477,4.0000000,-0.0418835,1.0145917,9.7362318,-0.4674118,0.2545558
3663,-13,-3.593889931150471,18.217051927536481,-13.0117397,-0.0036364,0.8264463,-0.0126769,-0.2005785,4.0000000,-0.0063338,1.0146555,9.7583675,-0.3948232,0.1927173
3664,-13,-3.586433291150471,18.217051927536481,-13.0106421,-0.0046281,0.0000000,-0.0256330,-0.1385771,4.0000000,0.0304516,1.0146666,9.7625999,-0.3076059,0.1329210
3665,-13,-3.578976651150471,18.217051927536481,-13.0095377,0.0044628,44.6280975,-0.0305592,-0.0698309,4.0000000,0.0681877,1.0146103,9.7435312,-0.2078496,0.0842823
3666,-13,-3.571520011150471,18.217051927536481,-13.0084314,0.0035537,35.5371895,-0.0267980,0.0022865,4.0000000,0.1080141,1.0144775,9.6997070,-0.1034411,0.0568350
3667,-13,-3.564063371150471,18.217051927536481,-13.0073290,0.0024793,26.4462814,-0.0137646,0.0797077,4.0000000,0.1516943,1.0142759,9.6337137,0.0077212,0.0567374
3668,-13,-3.556606731150471,18.217051927536481,-13.0062342,0.0014050,19.0082645,0.0097566,0.1641506,4.0000000,0.2001648,1.0139853,9.5358286,0.1281363,0.0940393
3669,-13,-3.549150091150471,18.217051927536481,-13.0051537,0.0003306,12.3966942,0.0451760,0.2510958,4.0000000,0.2520246,1.0135854,9.4003773,0.2501670,0.1709131
3670,-13,-3.541693451150471,18.217051927536481,-13.0040951,-0.0007438,7.4380164,0.0895528,0.3331497,4.0000000,0.3028757,1.0130955,9.2288265,0.3634237,0.2779903
3671,-13,-3.534236811150471,18.217051927536481,-13.0030632,-0.0018182,3.3057852,0.1371877,0.4045685,4.0000000,0.3491871,1.0125215,9.0239296,0.4599498,0.3975161
3672,-13,-3.526780171150471,18.217051927536481,-13.0020647,-0.0028099,0.8264463,0.1791079,0.4573841,4.0000000,0.3877528,1.0118852,8.7911806,0.5270154,0.4987198
3673,-13,-3.519323531150471,18.217051927536481,-13.0011034,-0.0037190,0.0000000,0.2076449,0.4871951,4.0000000,0.4152069,1.0112370,8.5463934,0.5591832,0.5553949
3674,-13,-3.511866891150471,18.217051927536481,-13.0001812,-0.0046281,0.0000000,0.2184340,0.4958453,4.0000000,0.4310435,1.0106083,8.3035374,0.5606471,0.5674055
3675,-12,-3.504410251150471,18.217051927536481,-12.9992962,0.0044628,44.6280975,0.2112387,0.4844805,4.0000000,0.4351112,1.0100088,8.0647955,0.5338498,0.5354707
3676,-12,-3.496953611150472,18.217051927536481,-12.9984503,0.0035537,35.5371895,0.1856634,0.4513505,4.0000000,0.4249100,1.0094599,7.8387561,0.4777909,0.4596591
3677,-12,-3.489496971150472,18.217051927536481,-12.9976377,0.0026446,26.4462814,0.1434801,0.3944782,4.0000000,0.3960111,1.0089842,7.6372623,0.3929454,0.3477608
3678,-12,-3.482040331150472,18.217051927536481,-12.9968548,0.0019008,19.0082645,0.0913241,0.3140776,4.0000000,0.3460592,1.0085881,7.4669733,0.2820959,0.2200124
3679,-12,-3.474583691150471,18.217051927536481,-12.9960957,0.0011570,13.2231407,0.0393503,0.2127704,4.0000000,0.2777291,1.0082989,7.3384395,0.1478117,0.1067625
3680,-12,-3.467127051150471,18.217051927536481,-12.9953499,0.0004132,8.2644625,0.0003953,0.0995160,4.0000000,0.1970178,1.0081228,7.2595568,0.0020142,0.0407438
3681,-12,-3.459670411150471,18.217051927536481,-12.9946098,-0.0002479,4.9586778,-0.0184213,-0.0234844,4.0000000,0.1091385,1.0080569,7.2289476,-0.1561074,0.0401148
3682,-12,-3.452213771150471,18.217051927536481,-12.9938650,-0.0009917,2.4793389,-0.0110833,-0.1498902,4.0000000,0.0198346,1.0081109,7.2529206,-0.3196149,0.1140187
3683,-12,-3.444757131150471,18.217051927536481,-12.9931059,-0.0018182,0.8264463,0.0232381,-0.2726260,4.0000000,-0.0646358,1.0082808,7.3299398,-0.4806162,0.2553789
3684,-12,-3.437300491150471,18.217051927536481,-12.9923229,-0.0028099,0.0000000,0.0802814,-0.3870399,4.0000000,-0.1410009,1.0085664,7.4532442,-0.6330789,0.4471547
3685,-12,-3.429843851150471,18.217051927536481,-12.9915075,-0.0037190,0.0000000,0.1568276,-0.4945063,4.0000000,-0.2120214,1.0089703,7.6264563,-0.7769913,0.6783487
3686,-12,-3.422387211150471,18.217051927536481,-12.9906540,-0.0046281,0.0000000,0.2474300,-0.5935158,4.0000000,-0.2784281,1.0094894,7.8440113,-0.9086035,0.9347763
3687,-12,-3.414930571150471,18.217051927536481,-12.9897547,0.0044628,44.6280975,0.3439745,-0.6806343,4.0000000,-0.3391845,1.0101380,8.1062679,-1.0220841,1.1936624
3688,-12,-3.407473931150471,18.217051927536481,-12.9888029,0.0035537,35.5371895,0.4351666,-0.7519840,4.0000000,-0.3916368,1.0109128,8.4108009,-1.1123312,1.4289589
3689,-12,-3.400017291150471,18.217051927536481,-12.9877958,0.0024793,26.4462814,0.5093962,-0.8020178,4.0000000,-0.4365423,1.0117990,8.7454891,-1.1674932,1.6002715
3690,-12,-3.392560651150471,18.217051927536481,-12.9867296,0.0014050,19.0082645,0.5676554,-0.8373173,4.0000000,-0.4758927,1.0127758,9.0986300,-1.1987418,1.7241147
3691,-12,-3.385104011150471,18.217051927536481,-12.9856043,0.0000826,12.3966942,0.6105568,-0.8600940,4.0000000,-0.5103886,1.0138346,9.4662104,-1.2097995,1.8017384
3692,-12,-3.377647371150471,18.217051927536481,-12.9844179,-0.0014050,6.6115704,0.6339828,-0.8687207,4.0000000,-0.5380756,1.0149790,9.8480787,-1.1993657,1.8224474
3693,-12,-3.370190731150471,18.217051927536481,-12.9831705,-0.0027273,2.4793389,0.6377994,-0.8638037,4.0000000,-0.5587184,1.0161698,10.2296171,-1.1688890,1.7870498
3694,-12,-3.362734091150471,18.217051927536481,-12.9818649,-0.0038843,0.0000000,0.6302155,-0.8516992,4.0000000,-0.5720487,1.0173963,10.6068878,-1.1313497,1.7240953
3695,-12,-3.355277451150471,18.217051927536481,-12.9805012,-0.0047934,0.0000000,0.6117043,-0.8332002,4.0000000,-0.5759072,1.0186697,10.9848680,-1.0904932,1.6397115
3696,-12,-3.347820811150471,18.217051927536481,-12.9790812,0.0041322,42.9752083,0.5762270,-0.8033447,4.0000000,-0.5708655,1.0199716,11.3571720,-1.0358241,1.5158226
3697,-12,-3.340364171150471,18.217051927536481,-12.9776058,0.0026446,33.8842964,0.5200896,-0.7589423,4.0000000,-0.5552435,1.0212582,11.7141476,-0.9626412,1.3476645
3698,-12,-3.332907531150472,18.217051927536481,-12.9760799,0.0008264,24.7933884,0.4509084,-0.7037121,4.0000000,-0.5306501,1.0224833,12.0434685,-0.8767741,1.1569191
3699,-12,-3.325450891150472,18.217051927536481,-12.9745083,-0.0009917,15.7024794,0.3736668,-0.6391124,4.0000000,-0.4997391,1.0236249,12.3416452,-0.7784857,0.9561626
3700,-12,-3.317994251150472,18.217051927536481,-12.9728956,-0.0026446,8.2644625,0.2952914,-0.5689690,4.0000000,-0.4655878,1.0246407,12.5999537,-0.6723502,0.7646845
3701,-12,-3.310537611150472,18.217051927536481,-12.9712477,-0.0041322,2.4793389,0.2196037,-0.4961188,4.0000000,-0.4302089,1.0254958,12.8119125,-0.5620286,0.5965981
3702,-12,-3.303080971150472,18.217051927536481,-12.9695721,0.0045455,47.1074371,0.1550044,-0.4300472,4.0000000,-0.3946234,1.0261772,12.9785395,-0.4654710,0.4736755
3703,-12,-3.295624331150472,18.217051927536481,-12.9678745,0.0028099,38.0165291,0.0973283,-0.3696262,4.0000000,-0.3623025,1.0267131,13.1063595,-0.3769499,0.3908032
3704,-12,-3.288167691150472,18.217051927536481,-12.9661589,0.0009917,28.9256191,0.0443377,-0.3161934,4.0000000,-0.3347274,1.0270885,13.1954002,-0.2976594,0.3481143
3705,-12,-3.280711051150472,18.217051927536481,-12.9644327,-0.0008264,19.8347111,-0.0119220,-0.2643873,4.0000000,-0.3142602,1.0272986,13.2455597,-0.2145144,0.3414084
3706,-12,-3.273254411150472,18.217051927536481,-12.9626989,-0.0026446,10.7438021,-0.0706431,-0.2184293,4.0000000,-0.3021965,1.0273453,13.2550631,-0.1346622,0.3745973
3707,-12,-3.265797771150472,18.217051927536481,-12.9609652,-0.0042975,3.3057852,-0.1303619,-0.1838826,4.0000000,-0.3033608,1.0272216,13.2226858,-0.0644044,0.4463202
3708,-12,-3.258341131150472,18.217051927536481,-12.9592342,0.0043802,44.6280975,-0.1867409,-0.1664701,4.0000000,-0.3164632,1.0269846,13.1633749,-0.0164770,0.5448407
3709,-12,-3.250884491150472,18.217051927536481,-12.9575100,0.0025620,35.5371895,-0.2403119,-0.1656620,4.0000000,-0.3434736,1.0266740,13.0859642,0.0121496,0.6629983
3710,-12,-3.243427851150471,18.217051927536481,-12.9557943,0.0007438,26.4462814,-0.2822216,-0.1863175,4.0000000,-0.3816594,1.0263331,13.0003128,0.0090244,0.7888835
3711,-12,-3.235971211150471,18.217051927536481,-12.9540873,-0.0010744,17.3553715,-0.3099740,-0.2257736,4.0000000,-0.4314009,1.0260582,12.9302568,-0.0201463,0.9238296
3712,-12,-3.228514571150471,18.217051927536481,-12.9523840,-0.0028926,8.2644625,-0.3244526,-0.2754512,4.0000000,-0.4909692,1.0258855,12.8864336,-0.0599331,1.0684808
3713,-12,-3.221057931150471,18.217051927536481,-12.9506836,-0.0045455,0.8264463,-0.3295277,-0.3270369,4.0000000,-0.5576114,1.0258118,12.8689404,-0.0964625,1.2207409
3714,-12,-3.213601291150471,18.217051927536481,-12.9489813,0.0041322,44.6280975,-0.3130288,-0.3846742,4.0000000,-0.6260946,1.0258738,12.8819580,-0.1432537,1.3702664
3715,-12,-3.206144651150471,18.217051927536481,-12.9472733,0.0023140,35.5371895,-0.2783807,-0.4427752,5.0000000,-0.6962498,1.0260974,12.9358282,-0.1893005,1.5125370
3716,-12,-3.198688011150471,18.217051927536481,-12.9455547,0.0004959,26.4462814,-0.2246765,-0.4981152,5.0000000,-0.7615108,1.0264723,13.0283422,-0.2347196,1.6317096
3717,-12,-3.191231371150471,18.217051927536481,-12.9438219,-0.0013223,17.3553715,-0.1609858,-0.5443799,4.0000000,-0.8158806,1.0269979,13.1561327,-0.2728792,1.7127378
3718,-12,-3.183774731150471,18.217051927536481,-12.9420700,-0.0031405,8.2644625,-0.0904827,-0.5813517,4.0000000,-0.8576843,1.0276845,13.3199415,-0.3050191,1.7499851
3719,-12,-3.176318091150471,18.217051927536481,-12.9402952,-0.0050413,0.0000000,-0.0236236,-0.6030399,4.0000000,-0.8824978,1.0284739,13.5079031,-0.3235818,1.7241058
3720,-12,-3.168861451150471,18.217051927536481,-12.9384966,0.0032231,42.1487617,0.0242049,-0.6017665,4.0000000,-0.8875152,1.0293484,13.7141781,-0.3160176,1.6181682
3721,-12,-3.161404811150471,18.217051927536481,-12.9366713,0.0014050,33.0578499,0.0440248,-0.5726661,4.0000000,-0.8690863,1.0302160,13.9166670,-0.2762459,1.4258860
3722,-12,-3.153948171150471,18.217051927536481,-12.9348240,-0.0004132,23.9669418,0.0378659,-0.5196751,4.0000000,-0.8320574,1.0309889,14.0918407,-0.2072929,1.1815300
3723,-12,-3.146491531150471,18.217051927536481,-12.9329567,-0.0022314,14.8760328,0.0179529,-0.4496424,4.0000000,-0.7743338,1.0316006,14.2305155,-0.1249510,0.9180263
3724,-12,-3.139034891150471,18.217051927536481,-12.9310770,-0.0040496,5.7851238,-0.0187946,-0.3595107,4.0000000,-0.6971902,1.0319926,14.3224020,-0.0218311,0.6651549
3725,-12,-3.131578251150471,18.217051927536481,-12.9291906,0.0039669,44.6280975,-0.0650163,-0.2529933,4.0000000,-0.6035839,1.0321271,14.3520555,0.0975972,0.4646682
3726,-12,-3.124121611150471,18.217051927536481,-12.9273062,0.0021488,35.5371895,-0.1145753,-0.1359603,4.0000000,-0.4990007,1.0319151,14.3084059,0.2270802,0.3586089
3727,-12,-3.116664971150471,18.217051927536481,-12.9254351,0.0003306,26.4462814,-0.1584238,-0.0150619,4.0000000,-0.3834993,1.0313599,14.1884584,0.3533754,0.3618242
3728,-12,-3.109208331150471,18.217051927536481,-12.9235849,-0.0014876,17.3553715,-0.1951960,0.1056296,4.0000000,-0.2624533,1.0304867,13.9932117,0.4737126,0.4807557
3729,-12,-3.101751691150472,18.217051927536481,-12.9217663,-0.0033058,8.2644625,-0.2239511,0.2204183,4.0000000,-0.1437176,1.0293162,13.7274837,0.5845541,0.7009522
3730,-12,-3.094295051150472,18.217051927536481,-12.9199867,0.0050413,49.5867767,-0.2434164,0.3266767,4.0000000,-0.0295509,1.0278990,13.3970318,0.6829042,0.9924095
3731,-12,-3.086838411150472,18.217051927536481,-12.9182539,0.0040496,40.4958687,-0.2523545,0.4219291,4.0000000,0.0772684,1.0262982,13.0137501,0.7665899,1.3175598
3732,-12,-3.079381771150472,18.217051927536481,-12.9165735,0.0022314,31.4049587,-0.2530731,0.5055621,4.0000000,0.1715510,1.0245900,12.5891695,0.8395730,1.6494993
3733,-12,-3.071925131150472,18.217051927536481,-12.9149494,0.0004132,22.3140488,-0.2468860,0.5770032,4.0000000,0.2523248,1.0228186,12.1337023,0.9016815,1.9620688
3734,-12,-3.064468491150472,18.217051927536481,-12.9133863,-0.0014050,13.2231407,-0.2307398,0.6346850,4.0000000,0.3176518,1.0210475,11.6587238,0.9517182,2.2175012
3735,-12,-3.057011851150472,18.217051927536481,-12.9118843,-0.0032231,4.1322312,-0.2021005,0.6798245,4.0000000,0.3674758,1.0193397,11.1796637,0.9921732,2.3980184
3736,-12,-3.049555211150472,18.217051927536481,-12.9104443,-0.0045455,0.0000000,-0.1598991,0.7112492,4.0000000,0.4022909,1.0177165,10.7053366,1.0202074,2.4814656
3737,-13,-3.713196171150471,18.209595287536480,-13.0260963,0.0009917,14.8760328,-0.0271110,-0.1605174,4.0000000,-0.3600494,1.0115820,8.6782799,0.0390146,0.1678254
3738,-13,-3.705739531150471,18.209595287536480,-13.0252686,0.0001653,9.9173555,0.0076217,-0.1966130,4.0000000,-0.3500383,1.0117812,8.7532892,-0.0431877,0.1490694
3739,-13,-3.698282891150471,18.209595287536480,-13.0244350,-0.0006612,5.7851238,0.0386742,-0.2319603,4.0000000,-0.3396828,1.0120093,8.8375597,-0.1242378,0.1471640
3740,-13,-3.690826251150471,18.209595287536480,-13.0235910,-0.0015702,2.4793389,0.0625374,-0.2603590,4.0000000,-0.3218848,1.0122522,8.9266529,-0.1988332,0.1550535
3741,-13,-3.683369611150471,18.209595287536480,-13.0227346,-0.0023967,0.8264463,0.0800888,-0.2842106,4.0000000,-0.2995170,1.0124969,9.0158319,-0.2689041,0.1717390
3742,-13,-3.675912971150471,18.209595287536480,-13.0218630,-0.0032231,0.0000000,0.0886315,-0.2994493,4.0000000,-0.2694674,1.0127449,9.1049080,-0.3294311,0.1899581
3743,-13,-3.668456331150471,18.209595287536480,-13.0209742,-0.0041322,0.0000000,0.0899472,-0.3089515,4.0000000,-0.2354264,1.0129784,9.1875973,-0.3824767,0.2102119
3744,-13,-3.660999691150471,18.209595287536480,-13.0200682,-0.0050413,0.0000000,0.0862660,-0.3153385,4.0000000,-0.2011054,1.0131912,9.2609940,-0.4295715,0.2334533
3745,-13,-3.653543051150471,18.209595287536480,-13.0191441,0.0040496,40.4958687,0.0797150,-0.3207417,4.0000000,-0.1692411,1.0133923,9.3306885,-0.4722423,0.2604971
3746,-13,-3.646086411150471,18.209595287536480,-13.0182009,0.0031405,32.2314034,0.0693703,-0.3213107,4.0000000,-0.1386133,1.0135787,9.3950300,-0.5040081,0.2828521
3747,-13,-3.638629771150471,18.209595287536480,-13.0172386,0.0021488,24.7933884,0.0596081,-0.3225465,4.0000000,-0.1137030,1.0137502,9.4514809,-0.5313900,0.3059506
3748,-13,-3.631173131150471,18.209595287536480,-13.0162573,0.0011570,18.1818180,0.0492951,-0.3220586,4.0000000,-0.0914538,1.0139236,9.5099649,-0.5526633,0.3257344
3749,-13,-3.623716491150471,18.209595287536480,-13.0152550,0.0000826,12.3966942,0.0362478,-0.3155555,4.0000000,-0.0680435,1.0140915,9.5673819,-0.5630674,0.3354564
3750,-13,-3.616259851150471,18.209595287536480,-13.0142336,-0.0009917,7.4380164,0.0186697,-0.2989875,4.0000000,-0.0400821,1.0142443,9.6188822,-0.5578929,0.3297470
3751,-13,-3.608803211150471,18.209595287536480,-13.0131931,-0.0020661,4.1322312,-0.0000719,-0.2742313,4.0000000,-0.0117475,1.0143807,9.6640959,-0.5367151,0.3100713
3752,-13,-3.601346571150471,18.209595287536480,-13.0121355,-0.0032231,1.6528926,-0.0183126,-0.2393554,4.0000000,0.0165676,1.0144715,9.6945047,-0.4952783,0.2741700
3753,-13,-3.593889931150471,18.209595287536480,-13.0110636,-0.0042975,0.0000000,-0.0338448,-0.1965276,4.0000000,0.0448526,1.0145156,9.7097921,-0.4379078,0.2296661
3754,-13,-3.586433291150471,18.209595287536480,-13.0099802,0.0047934,47.9338837,-0.0442023,-0.1462106,4.0000000,0.0722682,1.0145119,9.7078276,-0.3646894,0.1803991
3755,-13,-3.578976651150471,18.209595287536480,-13.0088892,0.0038843,38.8429756,-0.0482233,-0.0898352,4.0000000,0.0984107,1.0144428,9.6849651,-0.2780812,0.1343168
3756,-13,-3.571520011150471,18.209595287536480,-13.0077953,0.0028926,29.7520657,-0.0461089,-0.0281612,4.0000000,0.1268719,1.0143070,9.6402149,-0.1831942,0.1004691
3757,-13,-3.564063371150471,18.209595287536480,-13.0067024,0.0018182,21.4876041,-0.0370749,0.0414825,4.0000000,0.1582485,1.0141008,9.5719643,-0.0752835,0.0862947
3758,-13,-3.556606731150471,18.209595287536480,-13.0056162,0.0007438,14.8760328,-0.0202783,0.1193364,4.0000000,0.1951078,1.0138024,9.4722586,0.0435649,0.1040915
3759,-13,-3.549150091150471,18.209595287536480,-13.0045433,-0.0003306,9.0909090,0.0046903,0.1980235,4.0000000,0.2324849,1.0134037,9.3341055,0.1635622,0.1563466
3760,-13,-3.541693451150471,18.209595287536480,-13.0034895,-0.0014050,4.9586778,0.0370489,0.2751583,4.0000000,0.2699699,1.0129131,9.1629362,0.2803467,0.2407067
3761,-13,-3.534236811150471,18.209595287536480,-13.0024614,-0.0024793,1.6528926,0.0726607,0.3428486,4.0000000,0.3023734,1.0123349,8.9552383,0.3833238,0.3398388
3762,-13,-3.526780171150471,18.209595287536480,-13.0014658,-0.0034711,0.0000000,0.1041492,0.3931078,4.0000000,0.3272555,1.0117025,8.7208395,0.4589601,0.4269169
3763,-13,-3.519323531150471,18.209595287536480,-13.0005054,-0.0043802,0.0000000,0.1244343,0.4198669,4.0000000,0.3390002,1.0110565,8.4758148,0.5007337,0.4737496
3764,-12,-3.511866891150471,18.209595287536480,-12.9995832,0.0047107,47.1074371,0.1335964,0.4304930,4.0000000,0.3429872,1.0104277,8.2312660,0.5179989,0.4909876
3765,-12,-3.504410251150471,18.209595287536480,-12.9986992,0.0038017,38.0165291,0.1286107,0.4208303,4.0000000,0.3367970,1.0098321,7.9916158,0.5048636,0.4663332
3766,-12,-3.496953611150472,18.209595287536480,-12.9978523,0.0028926,28.9256191,0.1089398,0.3884302,4.0000000,0.3151448,1.0092906,7.7668853,0.4617156,0.3979914
3767,-12,-3.489496971150472,18.209595287536480,-12.9970407,0.0020661,20.6611576,0.0791481,0.3332264,4.0000000,0.2776231,1.0088254,7.5696397,0.3888296,0.2947411
3768,-12,-3.482040331150472,18.209595287536480,-12.9962597,0.0013223,14.0495872,0.0451489,0.2556995,4.0000000,0.2206572,1.0084509,7.4054132,0.2907417,0.1764635
3769,-12,-3.474583691150471,18.209595287536480,-12.9955015,0.0005785,9.0909090,0.0156879,0.1594428,4.0000000,0.1481622,1.0081887,7.2887616,0.1707234,0.0725180
3770,-12,-3.467127051150471,18.209595287536480,-12.9947586,-0.0001653,4.9586778,-0.0007325,0.0493230,4.0000000,0.0634220,1.0080383,7.2219353,0.0352241,0.0116050
3771,-12,-3.459670411150471,18.209595287536480,-12.9940224,-0.0008264,2.4793389,0.0028731,-0.0693109,4.0000000,-0.0267688,1.0080019,7.2045169,-0.1118529,0.0137124
3772,-12,-3.452213771150471,18.209595287536480,-12.9932823,-0.0015702,0.8264463,0.0300654,-0.1905998,4.0000000,-0.1165888,1.0080860,7.2429347,-0.2646107,0.0870337
3773,-12,-3.444757131150471,18.209595287536480,-12.9925289,-0.0023967,0.0000000,0.0794995,-0.3069909,4.0000000,-0.1993105,1.0082856,7.3322115,-0.4146713,0.2230382
3774,-12,-3.437300491150471,18.209595287536480,-12.9917536,-0.0033058,0.0000000,0.1482415,-0.4179589,4.0000000,-0.2730004,1.0085940,7.4669924,-0.5629173,0.4120028
3775,-12,-3.429843851150471,18.209595287536480,-12.9909487,-0.0042149,0.0000000,0.2329615,-0.5224660,4.0000000,-0.3390585,1.0090166,7.6484461,-0.7058734,0.6417412
3776,-12,-3.422387211150471,18.209595287536480,-12.9901047,-0.0051240,0.0000000,0.3264647,-0.6178222,4.0000000,-0.3960535,1.0095488,7.8701534,-0.8395909,0.8969889
3777,-12,-3.414930571150471,18.209595287536480,-12.9892178,0.0039669,39.6694221,0.4218903,-0.7015561,4.0000000,-0.4446789,1.0102032,8.1349487,-0.9584334,1.1564388
3778,-12,-3.407473931150471,18.209595287536480,-12.9882793,0.0029752,30.5785122,0.5113347,-0.7714787,4.0000000,-0.4851419,1.0109783,8.4371033,-1.0578156,1.3987118
3779,-12,-3.400017291150471,18.209595287536480,-12.9872866,0.0019008,22.3140488,0.5829464,-0.8220543,4.0000000,-0.5175320,1.0118508,8.7659798,-1.1265765,1.5869508
3780,-12,-3.392560651150471,18.209595287536480,-12.9862356,0.0008264,15.7024794,0.6351774,-0.8572113,4.0000000,-0.5425853,1.0128119,9.1132202,-1.1718373,1.7276076
3781,-12,-3.385104011150471,18.209595287536480,-12.9851255,-0.0004959,9.9173555,0.6741498,-0.8817747,4.0000000,-0.5654140,1.0138547,9.4736166,-1.1981355,1.8296082
3782,-12,-3.377647371150471,18.209595287536480,-12.9839554,-0.0019008,4.9586778,0.6927428,-0.8924275,4.0000000,-0.5824748,1.0149792,9.8496943,-1.2023802,1.8763516
3783,-12,-3.370190731150471,18.209595287536480,-12.9827242,-0.0031405,1.6528926,0.6901857,-0.8890717,4.0000000,-0.5924675,1.0161527,10.2261868,-1.1856760,1.8641983
3784,-12,-3.362734091150471,18.209595287536480,-12.9814339,-0.0042149,0.0000000,0.6771173,-0.8785075,4.0000000,-0.5973642,1.0173724,10.5993471,-1.1596507,1.8210025
3785,-12,-3.355277451150471,18.209595287536480,-12.9800844,-0.0051240,0.0000000,0.6535925,-0.8610246,4.0000000,-0.5950488,1.0186396,10.9765558,-1.1270002,1.7501419
3786,-12,-3.347820811150471,18.209595287536480,-12.9786777,0.0037190,39.6694221,0.6095409,-0.8293149,4.0000000,-0.5839007,1.0199336,11.3477068,-1.0747291,1.6243227
3787,-12,-3.340364171150471,18.209595287536480,-12.9772148,0.0021488,30.5785122,0.5427423,-0.7814097,4.0000000,-0.5618059,1.0212111,11.7030106,-1.0010136,1.4457561
3788,-12,-3.332907531150472,18.209595287536480,-12.9757013,0.0003306,21.4876041,0.4654639,-0.7233667,4.0000000,-0.5332372,1.0224272,12.0302963,-0.9134962,1.2445561
3789,-12,-3.325450891150472,18.209595287536480,-12.9741402,-0.0014050,13.2231407,0.3804947,-0.6552616,4.0000000,-0.4983892,1.0235591,12.3241634,-0.8121340,1.0300007
3790,-12,-3.317994251150472,18.209595287536480,-12.9725370,-0.0029752,6.6115704,0.2949539,-0.5808888,4.0000000,-0.4608617,1.0245557,12.5798054,-0.7009160,0.8233531
3791,-12,-3.310537611150472,18.209595287536480,-12.9708996,-0.0043802,1.6528926,0.2107942,-0.5007577,4.0000000,-0.4207229,1.0253876,12.7873411,-0.5807925,0.6347007
3792,-12,-3.303080971150472,18.209595287536480,-12.9692335,0.0042975,45.4545441,0.1403194,-0.4283415,4.0000000,-0.3821712,1.0260395,12.9452314,-0.4745118,0.4984590
3793,-12,-3.295624331150472,18.209595287536480,-12.9675465,0.0024793,36.3636360,0.0783319,-0.3606552,4.0000000,-0.3459194,1.0265244,13.0624723,-0.3753910,0.4029874
3794,-12,-3.288167691150472,18.209595287536480,-12.9658432,0.0006612,27.2727280,0.0233260,-0.2997170,4.0000000,-0.3146698,1.0268439,13.1385708,-0.2847643,0.3490078
3795,-12,-3.280711051150472,18.209595287536480,-12.9641294,-0.0011570,18.1818180,-0.0320010,-0.2411147,4.0000000,-0.2908897,1.0269865,13.1711779,-0.1913396,0.3329574
3796,-12,-3.273254411150472,18.209595287536480,-12.9624119,-0.0029752,9.0909090,-0.0857857,-0.1909301,4.0000000,-0.2770650,1.0269527,13.1630478,-0.1047952,0.3570935
3797,-12,-3.265797771150472,18.209595287536480,-12.9606953,-0.0045455,2.4793389,-0.1380633,-0.1526971,4.0000000,-0.2739469,1.0267525,13.1112480,-0.0314472,0.4150260
3798,-12,-3.258341131150472,18.209595287536480,-12.9589853,0.0041322,42.9752083,-0.1845011,-0.1341515,4.0000000,-0.2854018,1.0264413,13.0329142,0.0170988,0.4943391
3799,-12,-3.250884491150472,18.209595287536480,-12.9572840,0.0023140,33.8842964,-0.2287024,-0.1315341,4.0000000,-0.3095464,1.0260582,12.9380560,0.0464783,0.5891457
3800,-12,-3.243427851150471,18.209595287536480,-12.9555931,0.0004959,24.7933884,-0.2623433,-0.1518256,4.0000000,-0.3453938,1.0256417,12.8317671,0.0417426,0.6893164
3801,-12,-3.235971211150471,18.209595287536480,-12.9539137,-0.0013223,15.7024794,-0.2831203,-0.1935463,4.0000000,-0.3941997,1.0252895,12.7410336,0.0071070,0.7999502
3802,-12,-3.228514571150471,18.209595287536480,-12.9522409,-0.0031405,6.6115704,-0.2917859,-0.2471718,4.0000000,-0.4537393,1.0250392,12.6793032,-0.0406043,0.9252982
3803,-12,-3.221057931150471,18.209595287536480,-12.9505730,-0.0047107,0.0000000,-0.2905829,-0.3043845,4.0000000,-0.5217564,1.0248970,12.6418428,-0.0870126,1.0646440
