OID_,Clips_Alternate_DEM_Large_S5_15_RegR,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1
1,,-5.830881931150470,21.035661847536478,-13.0200586,-0.0051240,3.3057852,-0.7948961,-0.3858588,4.0000000,0.0662738,1.0272292,13.2281256,-0.8379915
2,,-5.823425291150471,21.035661847536478,-13.0211201,-0.0039669,5.7851238,-0.7191116,-0.3847918,4.0000000,-0.0558470,1.0268625,13.1401243,-0.7137366
3,,-5.815968651150470,21.035661847536478,-13.0221167,-0.0029752,8.2644625,-0.6481040,-0.3842655,4.0000000,-0.1785959,1.0265074,13.0574741,-0.5899352
4,,-5.808512011150471,21.035661847536478,-13.0230474,-0.0021488,10.7438021,-0.5836773,-0.3841134,4.0000000,-0.2995893,1.0261613,12.9742413,-0.4686375
5,,-5.801055371150470,21.035661847536478,-13.0239143,-0.0013223,14.0495872,-0.5286853,-0.3839049,4.0000000,-0.4170083,1.0258161,12.8900204,-0.3508015
6,,-5.793598731150471,21.035661847536478,-13.0247154,-0.0004959,17.3553715,-0.4840917,-0.3823093,4.0000000,-0.5268984,1.0254620,12.8036861,-0.2377202
7,,-5.786142091150470,21.035661847536478,-13.0254517,0.0002479,20.6611576,-0.4503162,-0.3834522,4.0000000,-0.6360458,1.0250945,12.7142696,-0.1308587
8,,-5.778685451150471,21.035661847536478,-13.0261230,0.0010744,24.7933884,-0.4285882,-0.3857653,4.0000000,-0.7412132,1.0247066,12.6176205,-0.0303173
9,,-5.771228811150470,21.035661847536478,-13.0267286,0.0018182,28.9256191,-0.4177085,-0.3874640,4.0000000,-0.8372135,1.0242995,12.5142956,0.0622856
10,,-5.763772171150471,21.035661847536478,-13.0272675,0.0023967,32.2314034,-0.4162089,-0.3885167,4.0000000,-0.9243639,1.0238783,12.4075718,0.1473306
11,,-5.756315531150470,21.035661847536478,-13.0277386,0.0029752,35.5371895,-0.4262382,-0.3872819,4.0000000,-1.0007929,1.0234486,12.2973747,0.2262291
12,,-5.748858891150471,21.035661847536478,-13.0281420,0.0033884,38.0165291,-0.4429683,-0.3824040,4.0000000,-1.0621954,1.0230147,12.1842241,0.2973874
13,,-5.853251851150471,21.028205207536480,-13.0177402,0.0024793,33.8842964,-0.8585938,-0.4328065,5.0000000,0.3464330,1.0299697,13.8599052,-1.2120459
14,,-5.845795211150470,21.028205207536480,-13.0190401,0.0038017,41.3223152,-0.7999114,-0.4518581,5.0000000,0.2341870,1.0294068,13.7336960,-1.1379032
15,,-5.838338571150471,21.028205207536480,-13.0202732,-0.0049587,4.1322312,-0.7312142,-0.4628246,4.0000000,0.1174745,1.0288773,13.6136065,-1.0431237
16,,-5.830881931150470,21.028205207536480,-13.0214376,-0.0037190,6.6115704,-0.6597377,-0.4694895,4.0000000,-0.0042469,1.0283767,13.4971380,-0.9347321
17,,-5.823425291150471,21.028205207536480,-13.0225344,-0.0025620,9.9173555,-0.5875565,-0.4715306,4.0000000,-0.1249019,1.0279056,13.3885412,-0.8181594
18,,-5.815968651150470,21.028205207536480,-13.0235615,-0.0015702,13.2231407,-0.5210239,-0.4722424,4.0000000,-0.2457679,1.0274529,13.2832680,-0.6987169
19,,-5.808512011150471,21.028205207536480,-13.0245209,-0.0006612,16.5289249,-0.4585566,-0.4724073,4.0000000,-0.3642496,1.0270168,13.1802216,-0.5805650
20,,-5.801055371150470,21.028205207536480,-13.0254116,0.0002479,20.6611576,-0.4071908,-0.4708993,4.0000000,-0.4778217,1.0265864,13.0773945,-0.4639767
21,,-5.793598731150471,21.028205207536480,-13.0262346,0.0010744,24.7933884,-0.3651604,-0.4693846,4.0000000,-0.5861385,1.0261606,12.9756250,-0.3526307
22,,-5.786142091150470,21.028205207536480,-13.0269890,0.0018182,28.9256191,-0.3343848,-0.4701580,4.0000000,-0.6930416,1.0257353,12.8715925,-0.2472745
23,,-5.778685451150471,21.028205207536480,-13.0276747,0.0026446,33.8842964,-0.3145617,-0.4706929,4.0000000,-0.7947848,1.0253017,12.7646303,-0.1466009
24,,-5.771228811150470,21.028205207536480,-13.0282907,0.0033058,38.0165291,-0.3060129,-0.4684840,4.0000000,-0.8862433,1.0248555,12.6545820,-0.0507247
25,,-5.763772171150471,21.028205207536480,-13.0288372,0.0038017,41.3223152,-0.3064397,-0.4665535,4.0000000,-0.9697475,1.0244131,12.5437212,0.0366405
26,,-5.756315531150470,21.028205207536480,-13.0293140,0.0042975,44.6280975,-0.3182068,-0.4634865,4.0000000,-1.0440453,1.0239749,12.4317656,0.1170723
27,,-5.748858891150471,21.028205207536480,-13.0297194,0.0046281,47.1074371,-0.3376613,-0.4544397,4.0000000,-1.0999478,1.0235466,12.3220415,0.1910683
28,,-5.741402251150470,21.028205207536480,-13.0300531,-0.0051240,0.0000000,-0.3614849,-0.4396402,4.0000000,-1.1356958,1.0231462,12.2176981,0.2564155
