OID_,Clips_Alternate_DEM_Large_S5_15_RegR,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1
1,,-6.352846731150471,21.453233687536478,-12.8132753,-0.0020661,29.7520657,0.0810270,-0.4582856,4.0000000,-0.5251339,1.1275522,27.5206757,-0.3914373
2,,-6.345390091150472,21.453233687536478,-12.8158607,0.0004959,36.3636360,0.0772700,-0.4416500,4.0000000,-0.5624463,1.1248083,27.2517719,-0.3208537
3,,-6.337933451150471,21.453233687536478,-12.8183899,0.0030579,43.8016510,0.0677493,-0.4226372,4.0000000,-0.5925218,1.1220747,26.9774189,-0.2527526
4,,-6.375216651150472,21.445777047536481,-12.8080301,0.0027273,44.6280975,0.0858706,-0.5231301,4.0000000,-0.4203967,1.1356175,28.2944450,-0.6258634
5,,-6.367760011150471,21.445777047536481,-12.8108015,-0.0045455,23.1404953,0.1053696,-0.5238254,4.0000000,-0.4816639,1.1327279,28.0204048,-0.5659869
6,,-6.360303371150472,21.445777047536481,-12.8135061,-0.0019008,29.7520657,0.1152837,-0.5149718,4.0000000,-0.5324506,1.1297902,27.7377148,-0.4974930
7,,-6.352846731150471,21.445777047536481,-12.8161449,0.0007438,37.1900826,0.1162428,-0.4995907,4.0000000,-0.5742455,1.1268504,27.4518299,-0.4249360
8,,-6.345390091150472,21.445777047536481,-12.8187218,0.0033058,44.6280975,0.1092945,-0.4814792,4.0000000,-0.6099991,1.1239423,27.1642933,-0.3529594
9,,-6.337933451150471,21.445777047536481,-12.8212395,-0.0041322,24.7933884,0.0965814,-0.4601669,4.0000000,-0.6376206,1.1210506,26.8743382,-0.2827132
10,,-6.330476811150472,21.445777047536481,-12.8237000,-0.0016529,30.5785122,0.0789427,-0.4351686,4.0000000,-0.6560614,1.1182265,26.5872917,-0.2142759
11,,-6.323020171150471,21.445777047536481,-12.8261089,0.0008264,37.1900826,0.0580050,-0.4080129,4.0000000,-0.6659787,1.1155127,26.3054295,-0.1500471
12,,-6.315563531150472,21.445777047536481,-12.8284702,0.0032231,44.6280975,0.0346165,-0.3801647,4.0000000,-0.6690106,1.1128834,26.0293407,-0.0913188
13,,-6.382673291150471,21.438320407536480,-12.8080530,0.0028926,45.4545441,0.0894914,-0.5501441,5.0000000,-0.4026919,1.1383682,28.5505238,-0.6975965
14,,-6.375216651150472,21.438320407536480,-12.8108969,-0.0043802,23.1404953,0.1189797,-0.5594862,4.0000000,-0.4708855,1.1353561,28.2681122,-0.6480868
15,,-6.367760011150471,21.438320407536480,-12.8136692,-0.0016529,29.7520657,0.1371625,-0.5599655,4.0000000,-0.5298633,1.1322529,27.9737263,-0.5900677
16,,-6.360303371150472,21.438320407536480,-12.8163710,0.0009917,37.1900826,0.1466894,-0.5520231,4.0000000,-0.5794166,1.1291194,27.6723518,-0.5246295
17,,-6.352846731150471,21.438320407536480,-12.8190041,0.0036364,45.4545441,0.1459336,-0.5356525,4.0000000,-0.6193839,1.1260118,27.3686676,-0.4519211
18,,-6.345390091150472,21.438320407536480,-12.8215714,-0.0038017,25.6198349,0.1375148,-0.5169311,4.0000000,-0.6534038,1.1229527,27.0645142,-0.3804584
19,,-6.337933451150471,21.438320407536480,-12.8240767,-0.0012397,32.2314034,0.1217940,-0.4931531,4.0000000,-0.6779726,1.1199251,26.7595387,-0.3083336
20,,-6.330476811150472,21.438320407536480,-12.8265219,0.0012397,38.8429756,0.1010485,-0.4656589,4.0000000,-0.6930416,1.1169895,26.4579010,-0.2382762
21,,-6.323020171150471,21.438320407536480,-12.8289137,0.0037190,46.2809906,0.0756081,-0.4348260,4.0000000,-0.6994295,1.1141663,26.1641865,-0.1702226
22,,-6.315563531150472,21.438320407536480,-12.8312550,-0.0039669,23.1404953,0.0490533,-0.4047802,4.0000000,-0.7006375,1.1114392,25.8775005,-0.1089229
23,,-6.390129931150472,21.430863767536479,-12.8079882,0.0027273,44.6280975,0.0754808,-0.5591691,4.0000000,-0.3757993,1.1413785,28.8270760,-0.7425388
24,,-6.382673291150471,21.430863767536479,-12.8109083,-0.0042975,23.1404953,0.1126093,-0.5788668,5.0000000,-0.4497246,1.1382204,28.5358334,-0.7080091
25,,-6.375216651150472,21.430863767536479,-12.8137541,-0.0014876,29.7520657,0.1390112,-0.5870478,4.0000000,-0.5132431,1.1349782,28.2317181,-0.6608524
26,,-6.367760011150471,21.430863767536479,-12.8165264,0.0012397,37.1900826,0.1572718,-0.5881836,4.0000000,-0.5711453,1.1316735,27.9185543,-0.6052220
27,,-6.360303371150472,21.430863767536479,-12.8192244,0.0038843,45.4545441,0.1661167,-0.5807840,4.0000000,-0.6189731,1.1283557,27.5971794,-0.5425949
28,,-6.352846731150471,21.430863767536479,-12.8218508,-0.0034711,26.4462814,0.1657416,-0.5653524,4.0000000,-0.6587531,1.1250813,27.2757149,-0.4719516
29,,-6.345390091150472,21.430863767536479,-12.8244085,-0.0009091,33.0578499,0.1563241,-0.5452172,4.0000000,-0.6903089,1.1218618,26.9550247,-0.4001253
30,,-6.337933451150471,21.430863767536479,-12.8269005,0.0016529,40.4958687,0.1400966,-0.5202221,4.0000000,-0.7121376,1.1187098,26.6337719,-0.3283065
31,,-6.330476811150472,21.430863767536479,-12.8293304,0.0041322,47.9338837,0.1164219,-0.4899357,4.0000000,-0.7238553,1.1156645,26.3199005,-0.2560161
32,,-6.323020171150471,21.430863767536479,-12.8317032,-0.0034711,24.7933884,0.0898400,-0.4582395,4.0000000,-0.7284306,1.1127450,26.0152912,-0.1880484
33,,-6.315563531150472,21.430863767536479,-12.8340235,-0.0011570,30.5785122,0.0602791,-0.4253803,4.0000000,-0.7272422,1.1099528,25.7169647,-0.1235184
34,,-6.308106891150471,21.430863767536479,-12.8362970,0.0009917,37.1900826,0.0290801,-0.3900040,4.0000000,-0.7175810,1.1073086,25.4301872,-0.0624270
