OID_,Clips_Alternate_DEM_Large_S5_15_RegR,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1
1,,-6.807701771150471,20.275084567536478,-12.9594116,0.0042975,47.9338837,-0.1424354,-0.2908722,4.0000000,-0.6594684,1.0664266,20.3312778,0.0777240
2,,-6.800245131150471,20.275084567536478,-12.9610138,-0.0042149,15.7024794,-0.1699990,-0.3070114,4.0000000,-0.6923674,1.0644881,20.0460510,0.0783446
3,,-6.792788491150471,20.275084567536478,-12.9625664,-0.0027273,19.8347111,-0.2034486,-0.3170413,4.0000000,-0.7234588,1.0625097,19.7510948,0.0893762
4,,-6.785331851150471,20.275084567536478,-12.9640665,-0.0011570,24.7933884,-0.2399039,-0.3214788,4.0000000,-0.7509800,1.0605010,19.4474545,0.1080225
5,,-6.815158411150471,20.267627927536481,-12.9600153,-0.0052066,13.2231407,-0.0843272,-0.2826264,4.0000000,-0.6080692,1.0679317,20.5479431,0.0428164
6,,-6.807701771150471,20.267627927536481,-12.9616470,-0.0035537,17.3553715,-0.1012340,-0.3069757,4.0000000,-0.6431621,1.0661557,20.2913265,0.0292108
7,,-6.800245131150471,20.267627927536481,-12.9632339,-0.0020661,22.3140488,-0.1267400,-0.3228657,4.0000000,-0.6749666,1.0643052,20.0190716,0.0292352
8,,-6.792788491150471,20.267627927536481,-12.9647703,-0.0004959,27.2727280,-0.1561666,-0.3348503,4.0000000,-0.7061911,1.0624185,19.7386627,0.0364905
9,,-6.785331851150471,20.267627927536481,-12.9662542,0.0010744,33.0578499,-0.1915157,-0.3391694,4.0000000,-0.7339056,1.0605148,19.4486961,0.0555668
10,,-6.777875211150471,20.267627927536481,-12.9676828,0.0025620,38.8429756,-0.2294665,-0.3374125,4.0000000,-0.7568742,1.0586127,19.1544552,0.0820491
11,,-6.815158411150471,20.260171287536480,-12.9622698,-0.0029752,19.8347111,-0.0491286,-0.2959108,4.0000000,-0.5908750,1.0675355,20.4911366,-0.0009467
12,,-6.807701771150471,20.260171287536480,-12.9638872,-0.0013223,24.7933884,-0.0619424,-0.3220356,4.0000000,-0.6256970,1.0658534,20.2470913,-0.0183743
13,,-6.800245131150471,20.260171287536480,-12.9654589,0.0002479,30.5785122,-0.0826238,-0.3405654,4.0000000,-0.6577391,1.0640963,19.9897423,-0.0233917
14,,-6.792788491150471,20.260171287536480,-12.9669819,0.0018182,36.3636360,-0.1094638,-0.3533981,4.0000000,-0.6885163,1.0623127,19.7233295,-0.0182800
15,,-6.785331851150471,20.260171287536480,-12.9684525,0.0033058,42.1487617,-0.1420020,-0.3583221,4.0000000,-0.7157103,1.0605147,19.4491329,-0.0009339
16,,-6.777875211150471,20.260171287536480,-12.9698677,0.0047107,47.9338837,-0.1771840,-0.3580063,4.0000000,-0.7397025,1.0587101,19.1700401,0.0236899
17,,-6.770418571150471,20.260171287536480,-12.9712257,-0.0040496,15.7024794,-0.2139693,-0.3491403,4.0000000,-0.7561100,1.0569336,18.8915634,0.0578295
18,,-6.822615051150471,20.252714647536479,-12.9628811,-0.0023140,22.3140488,-0.0142311,-0.2787172,4.0000000,-0.5410030,1.0686092,20.6442471,-0.0164314
19,,-6.815158411150471,20.252714647536479,-12.9645243,-0.0006612,27.2727280,-0.0159921,-0.3090402,4.0000000,-0.5731990,1.0670907,20.4269180,-0.0448814
20,,-6.807701771150471,20.252714647536479,-12.9661274,0.0009917,33.0578499,-0.0250078,-0.3360851,4.0000000,-0.6067089,1.0654986,20.1969395,-0.0654612
