OID_,ClipsFinal_DEM_Large_S3_RegK,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
96,-13,-3.608803211150471,18.574970647536482,-13.0017681,-0.0037190,0.0000000,-0.2841835,-0.2718669,4.0000000,-0.0927475,1.0149888,9.8660517,-0.4509864,0.9110104
97,-13,-3.601346571150471,18.574970647536482,-13.0018911,-0.0035537,0.0000000,-0.2772283,-0.3121829,4.0000000,-0.1966196,1.0142767,9.6305571,-0.4277462,0.9952088
98,-13,-3.593889931150471,18.574970647536482,-13.0020084,-0.0033884,0.0000000,-0.2808045,-0.3457033,4.0000000,-0.2844059,1.0135188,9.3742390,-0.4070007,1.0947815
99,-13,-3.586433291150471,18.574970647536482,-13.0021152,-0.0033058,0.0000000,-0.2938746,-0.3721553,4.0000000,-0.3550995,1.0127285,9.0982399,-0.3892111,1.2004774
100,-13,-3.578976651150471,18.574970647536482,-13.0022078,-0.0032231,0.0000000,-0.3145935,-0.3933500,4.0000000,-0.4143777,1.0119157,8.8048944,-0.3723222,1.3096060
101,-13,-3.571520011150471,18.574970647536482,-13.0022821,-0.0031405,0.0000000,-0.3406430,-0.4114406,4.0000000,-0.4608180,1.0110898,8.4955053,-0.3620633,1.4216745
102,-13,-3.564063371150471,18.574970647536482,-13.0023336,-0.0030579,0.0000000,-0.3732008,-0.4232793,4.0000000,-0.4885648,1.0102624,8.1757050,-0.3579939,1.5265168
103,-13,-3.556606731150471,18.574970647536482,-13.0023603,-0.0029752,0.0000000,-0.4136056,-0.4283155,5.0000000,-0.4971475,1.0094500,7.8469043,-0.3594836,1.6232632
104,-13,-3.549150091150471,18.574970647536482,-13.0023594,-0.0028926,0.0000000,-0.4561449,-0.4300783,4.0000000,-0.4915071,1.0086602,7.5112481,-0.3686495,1.7120475
105,-13,-3.541693451150471,18.574970647536482,-13.0023289,-0.0028099,0.0000000,-0.5042353,-0.4256457,4.0000000,-0.4653744,1.0078948,7.1738644,-0.3859171,1.7896609
106,-13,-3.534236811150471,18.574970647536482,-13.0022669,-0.0027273,0.0000000,-0.5509789,-0.4173558,4.0000000,-0.4233713,1.0071671,6.8361812,-0.4113404,1.8509586
107,-13,-3.526780171150471,18.574970647536482,-13.0021725,-0.0028099,0.0000000,-0.5972103,-0.4056686,4.0000000,-0.3626342,1.0064864,6.5030913,-0.4487029,1.9002515
108,-13,-3.519323531150471,18.574970647536482,-13.0020437,-0.0028926,0.0000000,-0.6437789,-0.3924614,4.0000000,-0.2884221,1.0058548,6.1792879,-0.4965007,1.9466279
109,-13,-3.511866891150471,18.574970647536482,-13.0018816,-0.0029752,0.0000000,-0.6903448,-0.3743531,4.0000000,-0.1915244,1.0052803,5.8692279,-0.5571818,1.9795750
110,-13,-3.504410251150471,18.574970647536482,-13.0016842,-0.0031405,0.0000000,-0.7349638,-0.3549500,4.0000000,-0.0769936,1.0047663,5.5754056,-0.6329064,2.0078881
111,-13,-3.496953611150471,18.574970647536482,-13.0014515,-0.0033884,0.0000000,-0.7757966,-0.3327733,4.0000000,0.0533511,1.0043126,5.3035460,-0.7188976,2.0246019
112,-13,-3.489496971150471,18.574970647536482,-13.0011845,-0.0037190,0.0000000,-0.8144870,-0.3121830,4.0000000,0.1901813,1.0039241,5.0586886,-0.8145473,2.0456176
113,-13,-3.482040331150471,18.574970647536482,-13.0008812,-0.0042149,0.0000000,-0.8478138,-0.2880884,4.0000000,0.3366316,1.0036018,4.8442225,-0.9128084,2.0516367
114,-13,-3.474583691150471,18.574970647536482,-13.0005426,-0.0048760,0.0000000,-0.8797421,-0.2646181,4.0000000,0.4796227,1.0033405,4.6662683,-1.0088589,2.0615690
115,-13,-3.467127051150471,18.574970647536482,-13.0001707,-0.0055372,0.0000000,-0.9063554,-0.2390947,5.0000000,0.6108366,1.0031452,4.5272841,-1.0890260,2.0619397
116,-13,-3.459670411150471,18.574970647536482,-12.9997635,0.0038017,38.0165291,-0.9309655,-0.2137228,5.0000000,0.7197331,1.0030168,4.4337988,-1.1471788,2.0644932
117,-12,-3.452213771150471,18.574970647536482,-12.9993219,0.0031405,31.4049587,-0.9503303,-0.1870364,4.0000000,0.7962141,1.0029480,4.3808212,-1.1702869,2.0602930
118,-12,-3.444757131150471,18.574970647536482,-12.9988480,0.0025620,25.6198349,-0.9673051,-0.1624625,4.0000000,0.8326915,1.0029389,4.3748417,-1.1576165,2.0603552
119,-13,-3.668456331150471,18.567514007536481,-13.0027838,-0.0028926,2.4793389,-0.6172930,0.1428173,4.0000000,0.9398234,1.0179199,10.7733850,-0.6541889,1.4314867
120,-13,-3.660999691150471,18.567514007536481,-13.0027046,-0.0029752,1.6528926,-0.5634460,0.0737144,4.0000000,0.8119915,1.0175773,10.6710405,-0.6645628,1.2405041
121,-13,-3.653543051150471,18.567514007536481,-13.0026722,-0.0030579,0.8264463,-0.5077561,0.0060778,3.0000000,0.6754177,1.0172179,10.5645876,-0.6632621,1.0887036
122,-13,-3.646086411150471,18.567514007536481,-13.0026789,-0.0031405,0.0000000,-0.4512547,-0.0601435,4.0000000,0.5328803,1.0168301,10.4473495,-0.6531674,0.9757154
123,-13,-3.638629771150471,18.567514007536481,-13.0027170,-0.0031405,0.0000000,-0.3981926,-0.1226833,4.0000000,0.3917634,1.0164022,10.3151569,-0.6371301,0.9058141
124,-13,-3.631173131150471,18.567514007536481,-13.0027800,-0.0031405,0.0000000,-0.3496881,-0.1820680,4.0000000,0.2535535,1.0159227,10.1655741,-0.6176895,0.8758699
125,-13,-3.623716491150471,18.567514007536481,-13.0028591,-0.0030579,0.0000000,-0.3074391,-0.2367126,4.0000000,0.1235769,1.0153894,9.9959688,-0.5970021,0.8810365
126,-13,-3.616259851150471,18.567514007536481,-13.0029488,-0.0029752,0.0000000,-0.2718334,-0.2871116,4.0000000,0.0019485,1.0148046,9.8052673,-0.5761716,0.9161407
127,-13,-3.608803211150471,18.567514007536481,-13.0030432,-0.0028099,0.0000000,-0.2453116,-0.3316236,4.0000000,-0.1080092,1.0141685,9.5947886,-0.5552381,0.9757522
128,-13,-3.601346571150471,18.567514007536481,-13.0031347,-0.0026446,0.0000000,-0.2263862,-0.3721710,4.0000000,-0.2060748,1.0134877,9.3647556,-0.5382673,1.0554528
129,-13,-3.593889931150471,18.567514007536481,-13.0032187,-0.0024793,0.0000000,-0.2217936,-0.4035068,4.0000000,-0.2849126,1.0127757,9.1154032,-0.5221010,1.1469568
130,-13,-3.586433291150471,18.567514007536481,-13.0032902,-0.0023967,0.0000000,-0.2255054,-0.4291530,4.0000000,-0.3486367,1.0120394,8.8496847,-0.5096694,1.2426221
131,-13,-3.578976651150471,18.567514007536481,-13.0033455,-0.0023140,0.0000000,-0.2362829,-0.4507065,4.0000000,-0.4014960,1.0112839,8.5705652,-0.4999171,1.3421775
132,-13,-3.571520011150471,18.567514007536481,-13.0033808,-0.0022314,0.0000000,-0.2537400,-0.4672109,4.0000000,-0.4388170,1.0105232,8.2785187,-0.4956048,1.4386411
133,-13,-3.564063371150471,18.567514007536481,-13.0033913,-0.0021488,0.0000000,-0.2779772,-0.4774197,5.0000000,-0.4579892,1.0097697,7.9772248,-0.4968501,1.5252222
134,-13,-3.556606731150471,18.567514007536481,-13.0033760,-0.0020661,0.0000000,-0.3113576,-0.4807888,4.0000000,-0.4579357,1.0090306,7.6707010,-0.5036419,1.6032518
135,-13,-3.549150091150471,18.567514007536481,-13.0033321,-0.0019835,0.0000000,-0.3478711,-0.4803668,4.0000000,-0.4441465,1.0083127,7.3610950,-0.5165871,1.6721088
136,-13,-3.541693451150471,18.567514007536481,-13.0032568,-0.0019008,0.0000000,-0.3887130,-0.4742117,4.0000000,-0.4105796,1.0076252,7.0510039,-0.5378437,1.7268007
137,-13,-3.534236811150471,18.567514007536481,-13.0031490,-0.0018182,0.0000000,-0.4309591,-0.4644215,4.0000000,-0.3616723,1.0069783,6.7469006,-0.5671707,1.7705981
138,-13,-3.526780171150471,18.567514007536481,-13.0030079,-0.0019008,0.0000000,-0.4760669,-0.4500028,4.0000000,-0.2953881,1.0063795,6.4519854,-0.6046175,1.8039126
139,-13,-3.519323531150471,18.567514007536481,-13.0028324,-0.0019835,0.0000000,-0.5207157,-0.4357679,4.0000000,-0.2171659,1.0058310,6.1675568,-0.6543700,1.8388187
140,-13,-3.511866891150471,18.567514007536481,-13.0026226,-0.0020661,0.0000000,-0.5650355,-0.4166262,4.0000000,-0.1200770,1.0053337,5.8984661,-0.7131753,1.8582038
141,-13,-3.504410251150471,18.567514007536481,-13.0023766,-0.0022314,0.0000000,-0.6070548,-0.3959426,4.0000000,-0.0103549,1.0048904,5.6486382,-0.7815302,1.8713593
142,-13,-3.496953611150471,18.567514007536481,-13.0020952,-0.0024793,0.0000000,-0.6465040,-0.3727333,4.0000000,0.1094770,1.0045037,5.4211078,-0.8549435,1.8756452
143,-13,-3.489496971150471,18.567514007536481,-13.0017786,-0.0028099,0.0000000,-0.6856347,-0.3508794,4.0000000,0.2316319,1.0041763,5.2208543,-0.9333907,1.8881071
144,-13,-3.482040331150471,18.567514007536481,-13.0014267,-0.0033058,0.0000000,-0.7230341,-0.3245618,4.0000000,0.3595618,1.0039116,5.0520940,-1.0086854,1.8897456
145,-13,-3.474583691150471,18.567514007536481,-13.0010395,-0.0040496,0.0000000,-0.7556927,-0.3003269,4.0000000,0.4758479,1.0037053,4.9153414,-1.0765016,1.8930311
146,-13,-3.467127051150471,18.567514007536481,-13.0006170,-0.0047934,0.0000000,-0.7861068,-0.2742998,5.0000000,0.5797176,1.0035586,4.8172851,-1.1283172,1.8931926
147,-13,-3.459670411150471,18.567514007536481,-13.0001602,-0.0055372,0.0000000,-0.8131421,-0.2479439,4.0000000,0.6624449,1.0034704,4.7588954,-1.1583327,1.8919497
