OID_,ClipsFinal_DEM_Large_S3_RegI,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
27,-12,-5.495333131150471,22.519533207536480,-12.7816486,-0.0034711,26.4462814,-0.2604820,-0.0908803,4.0000000,-0.5577204,1.1070611,25.4113235,0.3759598,0.8986638
28,-12,-5.487876491150471,22.519533207536480,-12.7828646,-0.0022314,29.7520657,-0.2843044,-0.0971782,4.0000000,-0.6009696,1.1055762,25.2472687,0.4066132,0.9811321
29,-12,-5.592269451150471,22.512076567536479,-12.7656784,0.0008264,38.0165291,-0.1607389,-0.0498143,4.0000000,0.0139219,1.1151472,26.2716465,-0.1135505,0.5087414
30,-12,-5.584812811150471,22.512076567536479,-12.7673559,0.0023967,42.9752083,-0.1573934,-0.0550096,4.0000000,-0.0279766,1.1154696,26.3052387,-0.0820427,0.5044314
31,-12,-5.577356171150471,22.512076567536479,-12.7690077,0.0042149,47.9338837,-0.1543884,-0.0612597,4.0000000,-0.0718682,1.1156577,26.3260021,-0.0506512,0.5029139
32,-12,-5.569899531150471,22.512076567536479,-12.7706327,-0.0042149,24.7933884,-0.1516984,-0.0679097,4.0000000,-0.1179041,1.1157223,26.3326092,-0.0179154,0.5040178
33,-12,-5.562442891150471,22.512076567536479,-12.7722292,-0.0026446,28.9256191,-0.1522118,-0.0754803,4.0000000,-0.1674694,1.1156329,26.3226719,0.0165088,0.5175377
34,-12,-5.554986251150471,22.512076567536479,-12.7737951,-0.0011570,33.0578499,-0.1536690,-0.0814217,4.0000000,-0.2147197,1.1153758,26.2968044,0.0518763,0.5334272
35,-12,-5.547529611150471,22.512076567536479,-12.7753267,0.0003306,37.1900826,-0.1568087,-0.0880129,4.0000000,-0.2627882,1.1149801,26.2555676,0.0867623,0.5563914
36,-12,-5.540072971150471,22.512076567536479,-12.7768250,0.0018182,41.3223152,-0.1615965,-0.0929605,4.0000000,-0.3090922,1.1144390,26.1984787,0.1231713,0.5830696
37,-12,-5.532616331150471,22.512076567536479,-12.7782850,0.0033058,45.4545441,-0.1700527,-0.0974877,4.0000000,-0.3563835,1.1137503,26.1267986,0.1614081,0.6211770
38,-12,-5.525159691150471,22.512076567536479,-12.7797079,0.0045455,48.7603302,-0.1808618,-0.1029871,4.0000000,-0.4043955,1.1129080,26.0380306,0.1984213,0.6683532
39,-12,-5.517703051150471,22.512076567536479,-12.7810898,-0.0038843,25.6198349,-0.1943631,-0.1089242,4.0000000,-0.4522550,1.1119181,25.9337063,0.2344067,0.7247699
40,-12,-5.510246411150471,22.512076567536479,-12.7824306,-0.0026446,28.9256191,-0.2091957,-0.1123272,4.0000000,-0.4953870,1.1108038,25.8142700,0.2707327,0.7802271
41,-12,-5.502789771150471,22.512076567536479,-12.7837276,-0.0014050,32.2314034,-0.2287625,-0.1166699,4.0000000,-0.5399339,1.1095538,25.6803455,0.3065941,0.8515092
42,-12,-5.495333131150471,22.512076567536479,-12.7849798,-0.0002479,35.5371895,-0.2505818,-0.1205585,4.0000000,-0.5828842,1.1081762,25.5315075,0.3417671,0.9278142
43,-12,-5.487876491150471,22.512076567536479,-12.7861853,0.0009091,38.8429756,-0.2749488,-0.1246206,4.0000000,-0.6245456,1.1066841,25.3689461,0.3753044,1.0109478
44,-12,-5.480419851150471,22.512076567536479,-12.7873430,0.0020661,42.1487617,-0.3021331,-0.1289834,4.0000000,-0.6657363,1.1050905,25.1940556,0.4077695,1.1019487
45,-12,-5.472963211150471,22.512076567536479,-12.7884512,0.0031405,45.4545441,-0.3314440,-0.1354868,4.0000000,-0.7081372,1.1033946,25.0051708,0.4371636,1.2026218
46,-12,-5.592269451150471,22.504619927536478,-12.7689562,0.0040496,47.1074371,-0.1562734,-0.0820052,4.0000000,-0.0023354,1.1165138,26.4135246,-0.1616750,0.5195585
47,-12,-5.584812811150471,22.504619927536478,-12.7706528,-0.0042975,23.9669418,-0.1512965,-0.0896322,4.0000000,-0.0469061,1.1168131,26.4448986,-0.1323583,0.5162712
48,-12,-5.577356171150471,22.504619927536478,-12.7723217,-0.0024793,28.9256191,-0.1469728,-0.0980054,4.0000000,-0.0942134,1.1169820,26.4628792,-0.1017974,0.5176973
49,-12,-5.569899531150471,22.504619927536478,-12.7739620,-0.0009091,33.8842964,-0.1433064,-0.1038808,4.0000000,-0.1405691,1.1170224,26.4657574,-0.0671925,0.5197278
50,-12,-5.562442891150471,22.504619927536478,-12.7755718,0.0006612,38.0165291,-0.1426290,-0.1121578,4.0000000,-0.1909535,1.1168847,26.4523335,-0.0333621,0.5359877
51,-12,-5.554986251150471,22.504619927536478,-12.7771473,0.0021488,42.1487617,-0.1428093,-0.1187653,4.0000000,-0.2395091,1.1165932,26.4231968,0.0019786,0.5538267
52,-12,-5.547529611150471,22.504619927536478,-12.7786884,0.0036364,46.2809906,-0.1454983,-0.1256399,4.0000000,-0.2885268,1.1161686,26.3790054,0.0372470,0.5811356
53,-12,-5.540072971150471,22.504619927536478,-12.7801914,-0.0047934,23.1404953,-0.1500743,-0.1294458,4.0000000,-0.3350233,1.1155944,26.3190498,0.0761316,0.6096092
54,-12,-5.532616331150471,22.504619927536478,-12.7816563,-0.0032231,27.2727280,-0.1576192,-0.1344747,4.0000000,-0.3835506,1.1148751,26.2444096,0.1146012,0.6501751
55,-12,-5.525159691150471,22.504619927536478,-12.7830801,-0.0019835,30.5785122,-0.1677622,-0.1391897,4.0000000,-0.4307931,1.1140079,26.1534786,0.1524137,0.6982011
56,-12,-5.517703051150471,22.504619927536478,-12.7844610,-0.0004959,34.7107430,-0.1815523,-0.1434306,4.0000000,-0.4782346,1.1130013,26.0468826,0.1913734,0.7566043
57,-12,-5.510246411150471,22.504619927536478,-12.7857981,0.0006612,38.0165291,-0.1970602,-0.1453586,4.0000000,-0.5210449,1.1118548,25.9258175,0.2303277,0.8141607
58,-12,-5.502789771150471,22.504619927536478,-12.7870893,0.0018182,41.3223152,-0.2158839,-0.1490946,4.0000000,-0.5653774,1.1105801,25.7910442,0.2671882,0.8852495
59,-12,-5.495333131150471,22.504619927536478,-12.7883339,0.0030579,44.6280975,-0.2370606,-0.1514422,4.0000000,-0.6067069,1.1091983,25.6416626,0.3038224,0.9588969
60,-12,-5.487876491150471,22.504619927536478,-12.7895288,0.0042975,47.9338837,-0.2606242,-0.1541323,4.0000000,-0.6470115,1.1077132,25.4812431,0.3387468,1.0391972
61,-12,-5.480419851150471,22.504619927536478,-12.7906742,-0.0045455,23.9669418,-0.2875186,-0.1568724,4.0000000,-0.6870922,1.1061335,25.3083439,0.3733473,1.1282589
62,-12,-5.472963211150471,22.504619927536478,-12.7917690,-0.0034711,26.4462814,-0.3174179,-0.1611113,4.0000000,-0.7280943,1.1044458,25.1216164,0.4058716,1.2284353
63,-12,-5.465506571150471,22.504619927536478,-12.7928095,-0.0022314,29.7520657,-0.3490836,-0.1640244,4.0000000,-0.7653435,1.1026635,24.9231758,0.4372947,1.3281151
64,-12,-5.458049931150471,22.504619927536478,-12.7937965,-0.0013223,32.2314034,-0.3809779,-0.1683708,4.0000000,-0.8016821,1.1008133,24.7163010,0.4649406,1.4300412
65,-12,-5.592269451150471,22.497163287536477,-12.7722492,-0.0026446,28.0991745,-0.1492526,-0.1148915,4.0000000,-0.0208363,1.1177757,26.5439358,-0.2089466,0.5350665
66,-12,-5.584812811150471,22.497163287536477,-12.7739649,-0.0009917,33.0578499,-0.1423655,-0.1240746,4.0000000,-0.0662745,1.1180501,26.5722427,-0.1818748,0.5326162
67,-12,-5.577356171150471,22.497163287536477,-12.7756510,0.0008264,38.0165291,-0.1370226,-0.1335232,4.0000000,-0.1148650,1.1181855,26.5852699,-0.1521814,0.5379187
68,-12,-5.569899531150471,22.497163287536477,-12.7773075,0.0023967,42.9752083,-0.1323106,-0.1412839,4.0000000,-0.1631413,1.1181681,26.5848694,-0.1194266,0.5445558
69,-12,-5.562442891150471,22.497163287536477,-12.7789297,0.0039669,47.1074371,-0.1302834,-0.1496940,4.0000000,-0.2137817,1.1179870,26.5668259,-0.0856062,0.5627872
70,-12,-5.554986251150471,22.497163287536477,-12.7805166,-0.0044628,23.9669418,-0.1297727,-0.1559569,4.0000000,-0.2629980,1.1176825,26.5350895,-0.0489158,0.5831478
71,-12,-5.547529611150471,22.497163287536477,-12.7820663,-0.0028926,28.0991745,-0.1323129,-0.1622469,4.0000000,-0.3129668,1.1172311,26.4878254,-0.0115270,0.6143102
72,-12,-5.540072971150471,22.497163287536477,-12.7835770,-0.0014050,32.2314034,-0.1363812,-0.1667179,4.0000000,-0.3610770,1.1166230,26.4258480,0.0276412,0.6468439
73,-12,-5.532616331150471,22.497163287536477,-12.7850456,0.0000826,36.3636360,-0.1428119,-0.1713552,4.0000000,-0.4092528,1.1158724,26.3480244,0.0665424,0.6874321
74,-12,-5.525159691150471,22.497163287536477,-12.7864714,0.0012397,39.6694221,-0.1522966,-0.1752146,4.0000000,-0.4563130,1.1149857,26.2567387,0.1058838,0.7356372
75,-12,-5.517703051150471,22.497163287536477,-12.7878523,0.0027273,43.8016510,-0.1653537,-0.1784886,4.0000000,-0.5028208,1.1139661,26.1486320,0.1458436,0.7931002
76,-12,-5.510246411150471,22.497163287536477,-12.7891865,0.0039669,47.1074371,-0.1807325,-0.1795941,4.0000000,-0.5453442,1.1128135,26.0276928,0.1861560,0.8508435
77,-12,-5.502789771150471,22.497163287536477,-12.7904720,-0.0047934,23.9669418,-0.1994125,-0.1819099,4.0000000,-0.5888818,1.1115407,25.8929367,0.2250620,0.9210280
78,-12,-5.495333131150471,22.497163287536477,-12.7917089,-0.0035537,27.2727280,-0.2203190,-0.1832536,4.0000000,-0.6295445,1.1101555,25.7456570,0.2630372,0.9936914
79,-12,-5.487876491150471,22.497163287536477,-12.7928953,-0.0023140,30.5785122,-0.2437107,-0.1845231,4.0000000,-0.6691899,1.1086694,25.5845776,0.3001437,1.0720335
80,-12,-5.480419851150471,22.497163287536477,-12.7940292,-0.0011570,33.0578499,-0.2694797,-0.1859753,4.0000000,-0.7073339,1.1070874,25.4123917,0.3353834,1.1561264
81,-12,-5.472963211150471,22.497163287536477,-12.7951097,-0.0001653,35.5371895,-0.2991477,-0.1870784,4.0000000,-0.7448677,1.1054046,25.2280426,0.3707110,1.2491065
82,-12,-5.465506571150471,22.497163287536477,-12.7961349,0.0009917,38.8429756,-0.3302263,-0.1889784,4.0000000,-0.7812141,1.1036516,25.0344906,0.4032572,1.3462920
83,-12,-5.458049931150471,22.497163287536477,-12.7971039,0.0019008,41.3223152,-0.3633974,-0.1906290,4.0000000,-0.8158655,1.1018454,24.8307133,0.4346075,1.4465755
84,-12,-5.450593291150471,22.497163287536477,-12.7980156,0.0028099,43.8016510,-0.4011234,-0.1920203,4.0000000,-0.8506759,1.0999825,24.6195450,0.4666354,1.5576409
85,-12,-5.592269451150471,22.489706647536480,-12.7755537,0.0006612,37.1900826,-0.1389283,-0.1492191,4.0000000,-0.0392239,1.1188970,26.6586304,-0.2592143,0.5545989
86,-12,-5.584812811150471,22.489706647536480,-12.7772894,0.0023140,42.1487617,-0.1305024,-0.1588241,4.0000000,-0.0859184,1.1191319,26.6824894,-0.2317297,0.5537425
87,-12,-5.577356171150471,22.489706647536480,-12.7789936,0.0041322,47.1074371,-0.1242507,-0.1692643,4.0000000,-0.1364979,1.1192223,26.6921253,-0.2020308,0.5643439
88,-12,-5.569899531150471,22.489706647536480,-12.7806654,-0.0042149,24.7933884,-0.1192392,-0.1781957,4.0000000,-0.1854982,1.1191678,26.6870289,-0.1708933,0.5779259
89,-12,-5.562442891150471,22.489706647536480,-12.7823009,-0.0025620,28.9256191,-0.1156719,-0.1865231,4.0000000,-0.2363981,1.1189703,26.6670609,-0.1366480,0.5971926
90,-12,-5.554986251150471,22.489706647536480,-12.7839003,-0.0010744,33.0578499,-0.1137196,-0.1941926,4.0000000,-0.2863718,1.1186417,26.6326790,-0.1020134,0.6214901
91,-12,-5.547529611150471,22.489706647536480,-12.7854595,0.0004132,37.1900826,-0.1150225,-0.2002288,4.0000000,-0.3364669,1.1181531,26.5829239,-0.0639906,0.6534359
92,-12,-5.540072971150471,22.489706647536480,-12.7869768,0.0019008,41.3223152,-0.1176849,-0.2054444,4.0000000,-0.3856819,1.1175103,26.5173092,-0.0252069,0.6880810
93,-12,-5.532616331150471,22.489706647536480,-12.7884502,0.0033884,45.4545441,-0.1233026,-0.2097161,4.0000000,-0.4333226,1.1167369,26.4379120,0.0138904,0.7294422
94,-12,-5.525159691150471,22.489706647536480,-12.7898788,0.0046281,48.7603302,-0.1323701,-0.2135021,4.0000000,-0.4812775,1.1158303,26.3427715,0.0542733,0.7803328
95,-12,-5.517703051150471,22.489706647536480,-12.7912598,-0.0038017,26.4462814,-0.1443699,-0.2160008,4.0000000,-0.5270804,1.1147845,26.2352257,0.0950788,0.8358179
96,-12,-5.510246411150471,22.489706647536480,-12.7925920,-0.0025620,29.7520657,-0.1587252,-0.2161822,4.0000000,-0.5684820,1.1136267,26.1135788,0.1361175,0.8898390
97,-12,-5.502789771150471,22.489706647536480,-12.7938738,-0.0013223,33.0578499,-0.1767021,-0.2169516,4.0000000,-0.6104799,1.1123692,25.9796181,0.1765766,0.9558154
98,-12,-5.495333131150471,22.489706647536480,-12.7951040,-0.0001653,36.3636360,-0.1974263,-0.2174577,4.0000000,-0.6510905,1.1109934,25.8332424,0.2161751,1.0277295
99,-12,-5.487876491150471,22.489706647536480,-12.7962809,0.0009917,39.6694221,-0.2217858,-0.2168377,4.0000000,-0.6901315,1.1095073,25.6749001,0.2564560,1.1054347
100,-12,-5.480419851150471,22.489706647536480,-12.7974043,0.0020661,42.1487617,-0.2484873,-0.2154652,4.0000000,-0.7262090,1.1079324,25.5048790,0.2952786,1.1853346
101,-12,-5.472963211150471,22.489706647536480,-12.7984715,0.0030579,44.6280975,-0.2776555,-0.2148103,4.0000000,-0.7617272,1.1062857,25.3251057,0.3321065,1.2728165
102,-12,-5.465506571150471,22.489706647536480,-12.7994823,0.0042975,47.9338837,-0.3092651,-0.2134892,4.0000000,-0.7950574,1.1045884,25.1370392,0.3680791,1.3631099
103,-12,-5.458049931150471,22.489706647536480,-12.8004351,-0.0047934,23.1404953,-0.3443302,-0.2119691,4.0000000,-0.8278280,1.1028363,24.9415588,0.4038899,1.4610052
104,-12,-5.450593291150471,22.489706647536480,-12.8013296,-0.0038843,25.6198349,-0.3813508,-0.2123268,4.0000000,-0.8615323,1.1010174,24.7374935,0.4368788,1.5683515
105,-12,-5.592269451150471,22.482250007536479,-12.7788677,0.0038843,46.2809906,-0.1265642,-0.1831158,4.0000000,-0.0585995,1.1198798,26.7583408,-0.3076321,0.5803933
106,-12,-5.584812811150471,22.482250007536479,-12.7806225,-0.0043802,23.9669418,-0.1170536,-0.1932168,4.0000000,-0.1060261,1.1200734,26.7785568,-0.2804074,0.5830060
107,-12,-5.577356171150471,22.482250007536479,-12.7823448,-0.0025620,28.9256191,-0.1093330,-0.2044406,4.0000000,-0.1568671,1.1201267,26.7841072,-0.2520141,0.5971061
108,-12,-5.569899531150471,22.482250007536479,-12.7840328,-0.0009091,33.8842964,-0.1026067,-0.2151333,4.0000000,-0.2071578,1.1200396,26.7754192,-0.2231088,0.6157247
109,-12,-5.562442891150471,22.482250007536479,-12.7856836,0.0007438,38.0165291,-0.0970436,-0.2248652,4.0000000,-0.2588263,1.1198113,26.7516556,-0.1909041,0.6385103
110,-12,-5.554986251150471,22.482250007536479,-12.7872944,0.0022314,42.1487617,-0.0938631,-0.2326462,4.0000000,-0.3095024,1.1194381,26.7144165,-0.1557901,0.6653147
111,-12,-5.547529611150471,22.482250007536479,-12.7888641,0.0037190,46.2809906,-0.0929114,-0.2400700,4.0000000,-0.3607675,1.1189072,26.6609859,-0.1193725,0.6996874
112,-12,-5.540072971150471,22.482250007536479,-12.7903891,-0.0047107,23.9669418,-0.0943677,-0.2455482,4.0000000,-0.4097154,1.1182473,26.5931835,-0.0813810,0.7361194
113,-12,-5.532616331150471,22.482250007536479,-12.7918682,-0.0031405,28.0991745,-0.0993866,-0.2492328,4.0000000,-0.4569658,1.1174634,26.5118580,-0.0414998,0.7780253
114,-12,-5.525159691150471,22.482250007536479,-12.7932997,-0.0019008,31.4049587,-0.1083354,-0.2518687,4.0000000,-0.5036994,1.1165400,26.4170475,-0.0000379,0.8285891
115,-12,-5.517703051150471,22.482250007536479,-12.7946815,-0.0004132,35.5371895,-0.1197537,-0.2539725,4.0000000,-0.5494682,1.1154898,26.3079624,0.0415232,0.8842230
116,-12,-5.510246411150471,22.482250007536479,-12.7960119,0.0007438,38.8429756,-0.1338887,-0.2533905,4.0000000,-0.5902624,1.1143268,26.1861973,0.0834813,0.9368554
117,-12,-5.502789771150471,22.482250007536479,-12.7972908,0.0019008,42.1487617,-0.1519779,-0.2523312,4.0000000,-0.6311957,1.1130632,26.0545082,0.1265334,0.9990869
118,-12,-5.495333131150471,22.482250007536479,-12.7985153,0.0031405,45.4545441,-0.1734283,-0.2504002,4.0000000,-0.6703362,1.1117060,25.9098148,0.1695357,1.0666331
119,-12,-5.487876491150471,22.482250007536479,-12.7996845,0.0043802,48.7603302,-0.1982901,-0.2481730,4.0000000,-0.7082655,1.1102550,25.7538910,0.2119196,1.1415660
120,-12,-5.480419851150471,22.482250007536479,-12.8007975,-0.0045455,23.9669418,-0.2256003,-0.2447326,4.0000000,-0.7430825,1.1087185,25.5896549,0.2536173,1.2172093
121,-12,-5.472963211150471,22.482250007536479,-12.8018532,-0.0035537,26.4462814,-0.2550468,-0.2413022,4.0000000,-0.7757336,1.1071169,25.4151764,0.2931291,1.2967392
122,-12,-5.465506571150471,22.482250007536479,-12.8028507,-0.0023140,29.7520657,-0.2867965,-0.2377383,4.0000000,-0.8071744,1.1054628,25.2331352,0.3316978,1.3805768
123,-12,-5.458049931150471,22.482250007536479,-12.8037891,-0.0014050,32.2314034,-0.3218889,-0.2351168,4.0000000,-0.8395478,1.1037527,25.0449924,0.3693143,1.4759500
124,-12,-5.450593291150471,22.482250007536479,-12.8046656,-0.0004959,34.7107430,-0.3574439,-0.2335030,4.0000000,-0.8704768,1.1019996,24.8488159,0.4034708,1.5733496
125,-12,-5.443136651150471,22.482250007536479,-12.8054810,0.0004132,37.1900826,-0.3951720,-0.2292099,4.0000000,-0.8966079,1.1002275,24.6471195,0.4381882,1.6651655
126,-12,-5.592269451150471,22.474793367536478,-12.7821875,-0.0028099,28.0991745,-0.1115461,-0.2152837,4.0000000,-0.0772764,1.1207340,26.8446693,-0.3532910,0.6068017
127,-12,-5.584812811150471,22.474793367536478,-12.7839622,-0.0010744,33.0578499,-0.1007814,-0.2277983,4.0000000,-0.1259193,1.1208869,26.8606777,-0.3296773,0.6173322
128,-12,-5.577356171150471,22.474793367536478,-12.7857037,0.0007438,38.0165291,-0.0904546,-0.2413965,4.0000000,-0.1783412,1.1208982,26.8624115,-0.3044519,0.6366690
129,-12,-5.569899531150471,22.474793367536478,-12.7874079,0.0023967,42.9752083,-0.0825893,-0.2520663,4.0000000,-0.2286159,1.1207637,26.8487167,-0.2755167,0.6584608
130,-12,-5.562442891150471,22.474793367536478,-12.7890730,0.0040496,47.1074371,-0.0755151,-0.2622277,4.0000000,-0.2802379,1.1204898,26.8207340,-0.2442175,0.6842644
131,-12,-5.554986251150471,22.474793367536478,-12.7906971,-0.0043802,24.7933884,-0.0707818,-0.2717624,4.0000000,-0.3326419,1.1200705,26.7789173,-0.2108830,0.7180806
132,-12,-5.547529611150471,22.474793367536478,-12.7922764,-0.0028099,28.9256191,-0.0681840,-0.2800874,4.0000000,-0.3838782,1.1195054,26.7210503,-0.1762965,0.7560326
133,-12,-5.540072971150471,22.474793367536478,-12.7938099,-0.0013223,33.0578499,-0.0692800,-0.2844242,4.0000000,-0.4316414,1.1188198,26.6510391,-0.1372069,0.7918928
134,-12,-5.532616331150471,22.474793367536478,-12.7952957,0.0001653,37.1900826,-0.0732938,-0.2879996,4.0000000,-0.4782557,1.1180112,26.5680656,-0.0977434,0.8339137
135,-12,-5.525159691150471,22.474793367536478,-12.7967310,0.0014050,40.4958687,-0.0806070,-0.2914438,4.0000000,-0.5257659,1.1170793,26.4731579,-0.0571217,0.8860313
136,-12,-5.517703051150471,22.474793367536478,-12.7981148,0.0028926,44.6280975,-0.0915395,-0.2921943,4.0000000,-0.5702835,1.1160426,26.3649750,-0.0141050,0.9379002
137,-12,-5.510246411150471,22.474793367536478,-12.7994452,0.0041322,47.9338837,-0.1057293,-0.2902362,4.0000000,-0.6099776,1.1148953,26.2451439,0.0295051,0.9869376
138,-12,-5.502789771150471,22.474793367536478,-12.8007202,-0.0046281,23.9669418,-0.1232907,-0.2888056,4.0000000,-0.6505888,1.1136515,26.1153946,0.0729775,1.0475062
139,-12,-5.495333131150471,22.474793367536478,-12.8019409,-0.0033884,27.2727280,-0.1446261,-0.2857122,4.0000000,-0.6885341,1.1123135,25.9745140,0.1171096,1.1110175
140,-12,-5.487876491150471,22.474793367536478,-12.8031034,-0.0021488,30.5785122,-0.1690165,-0.2815609,4.0000000,-0.7241165,1.1108932,25.8235416,0.1609946,1.1774637
141,-12,-5.480419851150471,22.474793367536478,-12.8042078,-0.0010744,33.0578499,-0.1960322,-0.2761261,4.0000000,-0.7570860,1.1094170,25.6646137,0.2048338,1.2446655
142,-12,-5.472963211150471,22.474793367536478,-12.8052530,-0.0001653,35.5371895,-0.2253400,-0.2712139,4.0000000,-0.7890283,1.1078702,25.4966450,0.2466006,1.3186296
143,-12,-5.465506571150471,22.474793367536478,-12.8062382,0.0009917,38.8429756,-0.2580251,-0.2649446,4.0000000,-0.8186074,1.1062642,25.3227711,0.2887182,1.3955173
144,-12,-5.458049931150471,22.474793367536478,-12.8071623,0.0019008,41.3223152,-0.2930561,-0.2606857,4.0000000,-0.8495526,1.1046218,25.1407051,0.3281812,1.4852104
145,-12,-5.450593291150471,22.474793367536478,-12.8080244,0.0028099,43.8016510,-0.3297181,-0.2557589,4.0000000,-0.8778003,1.1029434,24.9527740,0.3662827,1.5746586
146,-12,-5.443136651150471,22.474793367536478,-12.8088226,0.0036364,46.2809906,-0.3667407,-0.2495926,4.0000000,-0.9018883,1.1012384,24.7624302,0.4027030,1.6580192
147,-12,-5.592269451150471,22.467336727536477,-12.7855110,0.0004959,37.1900826,-0.0931160,-0.2492307,4.0000000,-0.0970953,1.1214364,26.9162693,-0.4013662,0.6392758
