OID_,ClipsFinal_DEM_Large_S3_RegE,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
45,-13,-6.710765451150471,19.454854167536478,-13.0959930,0.0008264,37.1900826,-1.7861257,-0.5311669,4.0000000,0.6063412,1.0672401,20.4456482,-1.6686748,5.7237744
46,-13,-6.703308811150471,19.454854167536478,-13.0985956,0.0033884,46.2809906,-1.8908521,-0.5330312,4.0000000,0.5643400,1.0618573,19.6514473,-1.6304024,5.9219160
47,-13,-6.695852171150471,19.454854167536478,-13.1010780,-0.0040496,14.8760328,-1.9938663,-0.5276480,4.0000000,0.5232073,1.0566009,18.8343945,-1.5785033,6.0735693
48,-13,-6.688395531150471,19.454854167536478,-13.1034412,-0.0015702,23.9669418,-2.0920706,-0.5178776,4.0000000,0.4825678,1.0515136,18.0030041,-1.5183232,6.1868238
49,-13,-6.680938891150471,19.454854167536478,-13.1056843,0.0006612,33.0578499,-2.1898308,-0.5058690,4.0000000,0.4455136,1.0466150,17.1578445,-1.4572517,6.2834702
50,-13,-6.800245131150471,19.447397527536477,-13.0570936,0.0019008,42.9752083,-0.9565483,-0.2248370,4.0000000,0.6469501,1.1266726,27.4356651,-1.0966240,3.1794665
51,-13,-6.792788491150471,19.447397527536477,-13.0608950,-0.0041322,27.2727280,-0.9999084,-0.2815525,4.0000000,0.6735256,1.1234683,27.1180763,-1.2366306,3.3748848
52,-13,-6.785331851150471,19.447397527536477,-13.0646296,-0.0007438,36.3636360,-1.0460196,-0.3357616,4.0000000,0.6950755,1.1197929,26.7497501,-1.3665986,3.5972362
53,-13,-6.777875211150471,19.447397527536477,-13.0682917,0.0029752,45.4545441,-1.0924679,-0.3853868,4.0000000,0.7100522,1.1157007,26.3283024,-1.4808258,3.8295469
54,-13,-6.770418571150471,19.447397527536477,-13.0718727,-0.0033884,28.0991745,-1.1417322,-0.4309424,4.0000000,0.7179737,1.1112174,25.8572617,-1.5798584,4.0756321
55,-13,-6.762961931150471,19.447397527536477,-13.0753641,-0.0000826,37.1900826,-1.1969725,-0.4708820,4.0000000,0.7196657,1.1064004,25.3374920,-1.6614298,4.3333240
56,-13,-6.755505291150471,19.447397527536477,-13.0787601,0.0034711,46.2809906,-1.2577595,-0.5068339,4.0000000,0.7128152,1.1012847,24.7687836,-1.7264830,4.6016603
57,-13,-6.748048651150471,19.447397527536477,-13.0820532,-0.0033058,28.0991745,-1.3237416,-0.5336316,4.0000000,0.6999351,1.0959367,24.1543465,-1.7671982,4.8505034
58,-13,-6.740592011150471,19.447397527536477,-13.0852394,-0.0001653,37.1900826,-1.3993247,-0.5565610,4.0000000,0.6794558,1.0904307,23.5008049,-1.7925777,5.1098762
59,-13,-6.733135371150471,19.447397527536477,-13.0883131,0.0029752,46.2809906,-1.4854122,-0.5753087,4.0000000,0.6516418,1.0847982,22.8069878,-1.8022592,5.3759375
60,-13,-6.725678731150471,19.447397527536477,-13.0912704,-0.0040496,21.4876041,-1.5773938,-0.5877734,4.0000000,0.6173414,1.0790858,22.0718193,-1.7928883,5.6207209
61,-13,-6.718222091150471,19.447397527536477,-13.0941076,-0.0011570,30.5785122,-1.6723278,-0.5911856,4.0000000,0.5784857,1.0733768,21.3071537,-1.7608569,5.8194780
62,-13,-6.710765451150471,19.447397527536477,-13.0968237,0.0015702,39.6694221,-1.7786363,-0.5924235,4.0000000,0.5359579,1.0677222,20.5148449,-1.7208049,6.0272374
63,-13,-6.703308811150471,19.447397527536477,-13.0994158,0.0041322,48.7603302,-1.8896371,-0.5901401,4.0000000,0.4901178,1.0621421,19.6936817,-1.6703979,6.2184119
64,-13,-6.695852171150471,19.447397527536477,-13.1018829,-0.0033058,18.1818180,-2.0003843,-0.5798860,4.0000000,0.4445809,1.0567088,18.8503113,-1.6043530,6.3584185
65,-13,-6.688395531150471,19.447397527536477,-13.1042261,-0.0009091,27.2727280,-2.1069989,-0.5631815,4.0000000,0.4004335,1.0514636,17.9936867,-1.5267965,6.4492993
66,-13,-6.680938891150471,19.447397527536477,-13.1064444,0.0012397,36.3636360,-2.2137945,-0.5445985,4.0000000,0.3586816,1.0464345,17.1254330,-1.4478786,6.5272527
67,-13,-6.673482251150471,19.447397527536477,-13.1085405,0.0032231,45.4545441,-2.3088171,-0.5228641,4.0000000,0.3194574,1.0416520,16.2482758,-1.3651856,6.5610304
68,-13,-6.807701771150471,19.439940887536476,-13.0537653,-0.0013223,35.5371895,-0.9163550,-0.2080350,4.0000000,0.5772018,1.1330810,28.0548115,-0.9932718,3.1032381
69,-13,-6.800245131150471,19.439940887536476,-13.0576754,0.0023967,44.6280975,-0.9583482,-0.2731141,4.0000000,0.6074939,1.1302195,27.7798405,-1.1537220,3.3102925
70,-13,-6.792788491150471,19.439940887536476,-13.0615263,-0.0035537,28.9256191,-0.9983789,-0.3345681,4.0000000,0.6327920,1.1268328,27.4510269,-1.3019280,3.5352633
71,-13,-6.785331851150471,19.439940887536476,-13.0653095,-0.0000826,38.0165291,-1.0380218,-0.3932481,4.0000000,0.6522131,1.1229557,27.0689526,-1.4387093,3.7808275
72,-13,-6.777875211150471,19.439940887536476,-13.0690155,0.0037190,47.1074371,-1.0797307,-0.4474401,4.0000000,0.6652185,1.1186218,26.6294918,-1.5600988,4.0443358
73,-13,-6.770418571150471,19.439940887536476,-13.0726347,-0.0026446,30.5785122,-1.1250647,-0.4957820,4.0000000,0.6719977,1.1138877,26.1402702,-1.6635617,4.3187852
74,-13,-6.762961931150471,19.439940887536476,-13.0761614,0.0007438,39.6694221,-1.1740245,-0.5390058,4.0000000,0.6704434,1.1088042,25.5989017,-1.7484549,4.5996919
75,-13,-6.755505291150471,19.439940887536476,-13.0795870,0.0042975,48.7603302,-1.2313021,-0.5771366,4.0000000,0.6614077,1.1034088,25.0067329,-1.8156810,4.8937426
76,-13,-6.748048651150471,19.439940887536476,-13.0829048,-0.0024793,30.5785122,-1.2931055,-0.6052400,4.0000000,0.6454803,1.0977737,24.3678226,-1.8559604,5.1568618
77,-13,-6.740592011150471,19.439940887536476,-13.0861092,0.0007438,39.6694221,-1.3647891,-0.6294748,4.0000000,0.6210113,1.0919846,23.6882629,-1.8799609,5.4296446
78,-13,-6.733135371150471,19.439940887536476,-13.0891962,0.0038843,48.7603302,-1.4489692,-0.6482875,4.0000000,0.5892626,1.0860871,22.9678116,-1.8858377,5.7049832
79,-13,-6.725678731150471,19.439940887536476,-13.0921612,-0.0031405,24.7933884,-1.5435526,-0.6585371,4.0000000,0.5524565,1.0801044,22.2037468,-1.8695307,5.9521542
80,-13,-6.718222091150471,19.439940887536476,-13.0950003,-0.0002479,33.8842964,-1.6411883,-0.6601111,4.0000000,0.5095791,1.0741407,21.4122028,-1.8298014,6.1488638
81,-13,-6.710765451150471,19.439940887536476,-13.0977116,0.0024793,42.9752083,-1.7497716,-0.6579493,4.0000000,0.4630035,1.0682690,20.5925121,-1.7789022,6.3419566
82,-13,-6.703308811150471,19.439940887536476,-13.1002951,-0.0049587,13.2231407,-1.8689582,-0.6507210,4.0000000,0.4138463,1.0625008,19.7456188,-1.7152883,6.5217152
83,-13,-6.695852171150471,19.439940887536476,-13.1027479,-0.0023967,22.3140488,-1.9858009,-0.6356396,4.0000000,0.3633669,1.0568845,18.8788757,-1.6346462,6.6412773
84,-13,-6.688395531150471,19.439940887536476,-13.1050711,-0.0000826,31.4049587,-2.0986712,-0.6138366,4.0000000,0.3137718,1.0514916,17.9973030,-1.5414450,6.7076306
85,-13,-6.680938891150471,19.439940887536476,-13.1072664,0.0020661,40.4958687,-2.2112956,-0.5882605,4.0000000,0.2666852,1.0463465,17.1086998,-1.4432062,6.7512851
86,-13,-6.673482251150471,19.439940887536476,-13.1093340,0.0040496,49.5867767,-2.3170774,-0.5592852,4.0000000,0.2230488,1.0414721,16.2137165,-1.3416193,6.7626090
87,-13,-6.666025611150471,19.439940887536476,-13.1112776,-0.0040496,6.6115704,-2.4083886,-0.5242573,4.0000000,0.1850773,1.0368929,15.3160162,-1.2335919,6.7171898
88,-13,-6.807701771150471,19.432484247536479,-13.0543270,-0.0008264,37.1900826,-0.9144011,-0.2510327,4.0000000,0.5358119,1.1369011,28.4128227,-1.0378774,3.2099910
89,-13,-6.800245131150471,19.432484247536479,-13.0582924,0.0029752,46.2809906,-0.9494119,-0.3226620,4.0000000,0.5627741,1.1338811,28.1308212,-1.2080981,3.4412832
90,-13,-6.792788491150471,19.432484247536479,-13.0621958,-0.0028926,31.4049587,-0.9836985,-0.3900332,4.0000000,0.5858382,1.1303053,27.7898674,-1.3659045,3.6990111
91,-13,-6.785331851150471,19.432484247536479,-13.0660276,0.0006612,40.4958687,-1.0168498,-0.4538863,4.0000000,0.6033187,1.1262258,27.3919048,-1.5110912,3.9779453
92,-13,-6.777875211150471,19.432484247536479,-13.0697784,0.0045455,49.5867767,-1.0520279,-0.5115037,4.0000000,0.6151611,1.1216432,26.9378033,-1.6381685,4.2705984
93,-13,-6.770418571150471,19.432484247536479,-13.0734396,-0.0018182,33.0578499,-1.0895201,-0.5642357,4.0000000,0.6190984,1.1166508,26.4266911,-1.7475697,4.5751758
94,-13,-6.762961931150471,19.432484247536479,-13.0770025,0.0016529,42.1487617,-1.1331651,-0.6101589,4.0000000,0.6160686,1.1112809,25.8647442,-1.8363864,4.8855262
95,-13,-6.755505291150471,19.432484247536479,-13.0804586,-0.0047934,23.9669418,-1.1870198,-0.6500280,4.0000000,0.6060019,1.1055993,25.2494373,-1.9060580,5.2074409
96,-13,-6.748048651150471,19.432484247536479,-13.0838032,-0.0015702,33.0578499,-1.2431161,-0.6810215,4.0000000,0.5863857,1.0996768,24.5860443,-1.9484286,5.4934945
97,-13,-6.740592011150471,19.432484247536479,-13.0870275,0.0016529,42.1487617,-1.3115966,-0.7052462,4.0000000,0.5593991,1.0936037,23.8809032,-1.9698914,5.7762599
98,-13,-6.733135371150471,19.432484247536479,-13.0901299,-0.0052066,19.0082645,-1.3932472,-0.7240828,4.0000000,0.5246423,1.0874295,23.1324558,-1.9728079,6.0592394
99,-13,-6.725678731150471,19.432484247536479,-13.0931034,-0.0022314,28.0991745,-1.4875038,-0.7326694,4.0000000,0.4852646,1.0811703,22.3429089,-1.9506032,6.3019800
100,-13,-6.718222091150471,19.432484247536479,-13.0959454,0.0006612,37.1900826,-1.5862763,-0.7336211,4.0000000,0.4380955,1.0749737,21.5248489,-1.9053377,6.4983344
101,-13,-6.710765451150471,19.432484247536479,-13.0986547,0.0033884,46.2809906,-1.6971453,-0.7277147,4.0000000,0.3876052,1.0688828,20.6790791,-1.8430347,6.6702561
102,-13,-6.703308811150471,19.432484247536479,-13.1012297,-0.0040496,16.5289249,-1.8216710,-0.7156144,4.0000000,0.3347964,1.0629215,19.8074608,-1.7660253,6.8257208
103,-13,-6.695852171150471,19.432484247536479,-13.1036701,-0.0015702,25.6198349,-1.9438994,-0.6957986,4.0000000,0.2795232,1.0571387,18.9187965,-1.6711204,6.9179845
104,-13,-6.688395531150471,19.432484247536479,-13.1059752,0.0007438,34.7107430,-2.0631735,-0.6700959,4.0000000,0.2236946,1.0515999,18.0160027,-1.5638864,6.9620156
105,-13,-6.680938891150471,19.432484247536479,-13.1081476,0.0028926,43.8016510,-2.1796565,-0.6373549,4.0000000,0.1709275,1.0463521,17.1077271,-1.4456372,6.9582906
106,-13,-6.673482251150471,19.432484247536479,-13.1101894,-0.0051240,5.7851238,-2.2945368,-0.6009336,4.0000000,0.1220617,1.0413946,16.1976223,-1.3239288,6.9358354
107,-13,-6.666025611150471,19.432484247536479,-13.1121025,-0.0032231,9.9173555,-2.3925793,-0.5579239,4.0000000,0.0790417,1.0367440,15.2859535,-1.1948895,6.8507195
108,-13,-6.815158411150471,19.425027607536478,-13.0508423,-0.0042975,29.7520657,-0.8692148,-0.2174293,4.0000000,0.4581774,1.1433491,29.0058727,-0.8930359,3.0845368
109,-13,-6.807701771150471,19.425027607536478,-13.0549173,-0.0002479,38.8429756,-0.9023315,-0.2965459,4.0000000,0.4881133,1.1408178,28.7761402,-1.0812051,3.3163075
110,-13,-6.800245131150471,19.425027607536478,-13.0589399,0.0036364,47.9338837,-0.9306766,-0.3730581,4.0000000,0.5137956,1.1376520,28.4847908,-1.2599117,3.5767922
111,-13,-6.792788491150471,19.425027607536478,-13.0628967,-0.0022314,33.8842964,-0.9567079,-0.4461797,4.0000000,0.5349616,1.1338886,28.1319695,-1.4273211,3.8668149
112,-13,-6.785331851150471,19.425027607536478,-13.0667801,0.0014050,42.9752083,-0.9836997,-0.5146942,4.0000000,0.5512987,1.1295928,27.7204552,-1.5806870,4.1857233
113,-13,-6.777875211150471,19.425027607536478,-13.0705786,-0.0046281,26.4462814,-1.0104350,-0.5777970,4.0000000,0.5608529,1.1247590,27.2481422,-1.7164470,4.5175591
114,-13,-6.770418571150471,19.425027607536478,-13.0742817,-0.0009917,35.5371895,-1.0417044,-0.6337147,4.0000000,0.5640086,1.1194836,26.7183456,-1.8314379,4.8578153
115,-13,-6.762961931150471,19.425027607536478,-13.0778828,0.0025620,44.6280975,-1.0780721,-0.6823944,4.0000000,0.5594583,1.1138333,26.1342640,-1.9242470,5.1966000
116,-13,-6.755505291150471,19.425027607536478,-13.0813723,-0.0038843,26.4462814,-1.1249892,-0.7250687,4.0000000,0.5472965,1.1078577,25.4967117,-1.9974340,5.5469022
117,-13,-6.748048651150471,19.425027607536478,-13.0847435,-0.0006612,35.5371895,-1.1775445,-0.7583777,4.0000000,0.5261536,1.1016446,24.8088913,-2.0429091,5.8626189
118,-13,-6.740592011150471,19.425027607536478,-13.0879908,0.0025620,44.6280975,-1.2424163,-0.7836019,4.0000000,0.4969226,1.0952793,24.0770321,-2.0641265,6.1614280
119,-13,-6.733135371150471,19.425027607536478,-13.0911093,-0.0042149,22.3140488,-1.3212779,-0.8013155,4.0000000,0.4603602,1.0888081,23.3024998,-2.0629914,6.4430308
120,-13,-6.725678731150471,19.425027607536478,-13.0940933,-0.0012397,31.4049587,-1.4090935,-0.8101580,4.0000000,0.4161402,1.0822933,22.4878006,-2.0364561,6.6774220
121,-13,-6.718222091150471,19.425027607536478,-13.0969400,0.0016529,40.4958687,-1.5107222,-0.8089704,4.0000000,0.3673192,1.0758737,21.6438446,-1.9852600,6.8650432
122,-13,-6.710765451150471,19.425027607536478,-13.0996494,0.0043802,49.5867767,-1.6235733,-0.8003052,4.0000000,0.3129326,1.0695530,20.7733135,-1.9135432,7.0168891
123,-13,-6.703308811150471,19.425027607536478,-13.1022177,-0.0030579,20.6611576,-1.7471036,-0.7853407,4.0000000,0.2544928,1.0633928,19.8794975,-1.8251743,7.1403165
124,-13,-6.695852171150471,19.425027607536478,-13.1046467,-0.0006612,29.7520657,-1.8745971,-0.7602371,4.0000000,0.1953807,1.0574663,18.9681091,-1.7158550,7.1943879
125,-13,-6.688395531150471,19.425027607536478,-13.1069355,0.0016529,38.8429756,-2.0048699,-0.7283081,4.0000000,0.1367240,1.0517933,18.0475140,-1.5933403,7.2068124
126,-13,-6.680938891150471,19.425027607536478,-13.1090870,0.0038017,47.9338837,-2.1271930,-0.6895648,4.0000000,0.0777435,1.0464392,17.1230335,-1.4568729,7.1606069
127,-13,-6.673482251150471,19.425027607536478,-13.1111040,-0.0042149,8.2644625,-2.2528455,-0.6452729,4.0000000,0.0241694,1.0414085,16.1985264,-1.3147150,7.0986018
128,-13,-6.666025611150471,19.425027607536478,-13.1129885,-0.0023140,13.2231407,-2.3595324,-0.5942791,4.0000000,-0.0238745,1.0367093,15.2799520,-1.1646837,6.9724197
129,-13,-6.658568971150471,19.425027607536478,-13.1147442,-0.0004959,19.8347111,-2.4470515,-0.5383175,4.0000000,-0.0654228,1.0323882,14.3730621,-1.0112122,6.8031044
130,-13,-6.815158411150471,19.417570967536477,-13.0513983,-0.0037190,31.4049587,-0.8585500,-0.2556267,4.0000000,0.4112728,1.1474832,29.3769627,-0.9225264,3.1689353
131,-13,-6.807701771150471,19.417570967536477,-13.0555334,0.0002479,40.4958687,-0.8833641,-0.3406907,4.0000000,0.4391310,1.1448265,29.1416626,-1.1205124,3.4250290
132,-13,-6.800245131150471,19.417570967536477,-13.0596132,0.0042149,49.5867767,-0.9053299,-0.4233629,4.0000000,0.4635576,1.1415249,28.8409195,-1.3102834,3.7252181
133,-13,-6.792788491150471,19.417570967536477,-13.0636272,-0.0016529,35.5371895,-0.9239466,-0.5017004,4.0000000,0.4836410,1.1375700,28.4769382,-1.4870418,4.0549636
134,-13,-6.785331851150471,19.417570967536477,-13.0675621,0.0020661,44.6280975,-0.9405126,-0.5751474,4.0000000,0.4976520,1.1330289,28.0508308,-1.6479467,4.4079466
135,-13,-6.777875211150471,19.417570967536477,-13.0714092,-0.0038843,28.0991745,-0.9583230,-0.6429694,4.0000000,0.5055176,1.1279469,27.5609989,-1.7914563,4.7806501
136,-13,-6.770418571150471,19.417570967536477,-13.0751572,-0.0002479,37.1900826,-0.9790244,-0.7042552,4.0000000,0.5058612,1.1223832,27.0123844,-1.9143716,5.1627488
137,-13,-6.762961931150471,19.417570967536477,-13.0787973,0.0034711,46.2809906,-1.0070678,-0.7564400,4.0000000,0.4998619,1.1164432,26.4054680,-2.0127418,5.5368710
138,-13,-6.755505291150471,19.417570967536477,-13.0823221,-0.0029752,29.7520657,-1.0436178,-0.8021792,4.0000000,0.4852021,1.1101757,25.7466145,-2.0895605,5.9130640
139,-13,-6.748048651150471,19.417570967536477,-13.0857229,0.0002479,38.8429756,-1.0911781,-0.8370991,4.0000000,0.4632420,1.1036599,25.0342045,-2.1374402,6.2528505
140,-13,-6.740592011150471,19.417570967536477,-13.0889940,0.0034711,47.9338837,-1.1503098,-0.8647644,4.0000000,0.4317376,1.0969875,24.2758808,-2.1612663,6.5751920
141,-13,-6.733135371150471,19.417570967536477,-13.0921297,-0.0033058,25.6198349,-1.2260216,-0.8815619,4.0000000,0.3943155,1.0902261,23.4758396,-2.1574392,6.8541231
142,-13,-6.725678731150471,19.417570967536477,-13.0951262,-0.0002479,34.7107430,-1.3112215,-0.8892083,4.0000000,0.3482417,1.0834715,22.6355915,-2.1266582,7.0778961
143,-13,-6.718222091150471,19.417570967536477,-13.0979805,0.0026446,43.8016510,-1.4147469,-0.8866166,4.0000000,0.2976368,1.0768119,21.7695103,-2.0708702,7.2572298
144,-13,-6.710765451150471,19.417570967536477,-13.1006908,-0.0046281,16.5289249,-1.5296028,-0.8755689,4.0000000,0.2403608,1.0702671,20.8732891,-1.9914986,7.3871555
145,-13,-6.703308811150471,19.417570967536477,-13.1032543,-0.0020661,24.7933884,-1.6541060,-0.8567556,4.0000000,0.1780349,1.0639247,19.9578094,-1.8915461,7.4710941
146,-13,-6.695852171150471,19.417570967536477,-13.1056738,0.0003306,33.8842964,-1.7833945,-0.8277274,4.0000000,0.1143930,1.0578563,19.0294113,-1.7698478,7.4821830
147,-13,-6.688395531150471,19.417570967536477,-13.1079493,0.0026446,42.9752083,-1.9204069,-0.7906376,4.0000000,0.0503699,1.0520676,18.0913029,-1.6316450,7.4528503
148,-13,-6.680938891150471,19.417570967536477,-13.1100817,-0.0052893,6.6115704,-2.0508797,-0.7444407,4.0000000,-0.0116668,1.0466139,17.1537189,-1.4772147,7.3521819
