OID_,ClipsFinal_DEM_Large_S3_RegS2,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,,-2.617070091150472,22.169071127536480,-12.7799530,0.0043802,43.8016510,-0.2684534,-0.1454081,4.0000000,-0.4622473,1.0006329,2.0344474,0.1714311,0.6232835
15,,-2.609613451150472,22.169071127536480,-12.7800751,-0.0052066,0.0000000,-0.2720108,-0.1610776,4.0000000,-0.5948613,1.0005257,1.8532474,0.2727062,0.6494560
16,,-2.602156811150472,22.169071127536480,-12.7801590,-0.0049587,0.0000000,-0.2747414,-0.1740796,4.0000000,-0.7004922,1.0004376,1.6888914,0.3523329,0.6721836
17,,-2.594700171150472,22.169071127536480,-12.7802029,-0.0048760,0.0000000,-0.2775417,-0.1856333,4.0000000,-0.7420365,1.0003728,1.5573418,0.3707698,0.6942530
18,,-2.587243531150472,22.169071127536480,-12.7802076,-0.0049587,0.0000000,-0.2826875,-0.1962244,5.0000000,-0.6814334,1.0003322,1.4675599,0.2889846,0.7205859
19,,-2.579786891150472,22.169071127536480,-12.7801714,-0.0052893,0.0000000,-0.2891572,-0.2041344,4.0000000,-0.4943416,1.0003176,1.4340333,0.0860727,0.7460806
20,,-2.572330251150472,22.169071127536480,-12.7800951,-0.0057025,0.0000000,-0.2958217,-0.2098471,4.0000000,-0.2261177,1.0003308,1.4612050,-0.1935766,0.7687951
21,,-2.564873611150472,22.169071127536480,-12.7799778,0.0038017,38.0165291,-0.3030253,-0.2143359,5.0000000,0.0413922,1.0003734,1.5529246,-0.4700641,0.7908103
22,,-2.654353291150471,22.161614487536479,-12.7790451,0.0022314,22.3140488,-0.2653576,-0.0600410,4.0000000,0.0659951,1.0014941,3.1315248,-0.1860771,0.5483122
23,,-2.646896651150471,22.161614487536479,-12.7793446,0.0028099,28.0991745,-0.2684294,-0.0846139,4.0000000,-0.0410108,1.0013181,2.9411197,-0.1282169,0.5684471
24,,-2.639440011150471,22.161614487536479,-12.7796106,0.0033884,33.8842964,-0.2708311,-0.1075075,4.0000000,-0.1575438,1.0011493,2.7453239,-0.0574711,0.5906500
25,,-2.631983371150471,22.161614487536479,-12.7798405,0.0040496,40.4958687,-0.2734860,-0.1297011,4.0000000,-0.2837813,1.0009872,2.5453124,0.0243791,0.6168503
26,,-2.624526731150472,22.161614487536479,-12.7800331,-0.0052893,0.0000000,-0.2745016,-0.1475242,4.0000000,-0.4159530,1.0008396,2.3449283,0.1209045,0.6384583
27,,-2.617070091150472,22.161614487536479,-12.7801886,-0.0047107,0.0000000,-0.2757906,-0.1629335,4.0000000,-0.5447202,1.0007086,2.1527059,0.2188532,0.6599834
28,,-2.609613451150472,22.161614487536479,-12.7803040,-0.0042975,0.0000000,-0.2787729,-0.1798378,4.0000000,-0.6658695,1.0005960,1.9745723,0.3061940,0.6889629
29,,-2.602156811150472,22.161614487536479,-12.7803793,-0.0040496,0.0000000,-0.2807425,-0.1935875,4.0000000,-0.7497005,1.0005058,1.8166552,0.3625254,0.7132558
30,,-2.594700171150472,22.161614487536479,-12.7804136,-0.0039669,0.0000000,-0.2846369,-0.2049105,5.0000000,-0.7626497,1.0004402,1.6933604,0.3528287,0.7389166
31,,-2.587243531150472,22.161614487536479,-12.7804070,-0.0040496,0.0000000,-0.2892032,-0.2150268,4.0000000,-0.6734929,1.0004017,1.6138828,0.2434392,0.7648786
32,,-2.579786891150472,22.161614487536479,-12.7803583,-0.0043802,0.0000000,-0.2940443,-0.2236854,4.0000000,-0.4754605,1.0003915,1.5924121,0.0280897,0.7896222
33,,-2.572330251150472,22.161614487536479,-12.7802668,-0.0048760,0.0000000,-0.3014375,-0.2286756,4.0000000,-0.2160133,1.0004108,1.6323278,-0.2413378,0.8133551
34,,-2.564873611150472,22.161614487536479,-12.7801342,-0.0054545,0.0000000,-0.3107319,-0.2326871,5.0000000,0.0369177,1.0004631,1.7317946,-0.5022920,0.8393402
35,,-2.557416971150472,22.161614487536479,-12.7799587,0.0039669,39.6694221,-0.3219539,-0.2354683,4.0000000,0.2286011,1.0005462,1.8819144,-0.6995377,0.8670869
36,,-2.669266571150471,22.154157847536478,-12.7786160,0.0017355,17.3553715,-0.2624093,-0.0199251,4.0000000,0.1805411,1.0020022,3.6238384,-0.2203913,0.5305741
37,,-2.661809931150471,22.154157847536478,-12.7789812,0.0023140,23.1404953,-0.2683706,-0.0480999,4.0000000,0.0888606,1.0018134,3.4501050,-0.1850605,0.5498759
38,,-2.654353291150471,22.154157847536478,-12.7793150,0.0028926,28.9256191,-0.2719144,-0.0767905,4.0000000,-0.0145444,1.0016208,3.2624481,-0.1390365,0.5710469
39,,-2.646896651150471,22.154157847536478,-12.7796144,0.0035537,35.5371895,-0.2747587,-0.1025833,5.0000000,-0.1262878,1.0014325,3.0658658,-0.0788788,0.5950381
40,,-2.639440011150471,22.154157847536478,-12.7798796,0.0042149,42.1487617,-0.2764142,-0.1249928,4.0000000,-0.2433724,1.0012517,2.8648763,-0.0066132,0.6185559
41,,-2.631983371150471,22.154157847536478,-12.7801065,-0.0050413,0.0000000,-0.2780688,-0.1476825,4.0000000,-0.3702679,1.0010797,2.6602895,0.0749030,0.6464441
42,,-2.624526731150472,22.154157847536478,-12.7802954,-0.0043802,0.0000000,-0.2783165,-0.1674739,4.0000000,-0.4989173,1.0009241,2.4599507,0.1639695,0.6717055
43,,-2.617070091150472,22.154157847536478,-12.7804441,-0.0038017,0.0000000,-0.2799381,-0.1831397,4.0000000,-0.6208559,1.0007859,2.2688360,0.2545766,0.6967223
44,,-2.609613451150472,22.154157847536478,-12.7805519,-0.0033884,0.0000000,-0.2830067,-0.1993239,4.0000000,-0.7266708,1.0006702,2.0934548,0.3280230,0.7274356
45,,-2.602156811150472,22.154157847536478,-12.7806187,-0.0031405,0.0000000,-0.2853118,-0.2128439,4.0000000,-0.7873429,1.0005790,1.9425056,0.3616551,0.7541284
46,,-2.594700171150472,22.154157847536478,-12.7806425,-0.0030579,0.0000000,-0.2898450,-0.2256503,5.0000000,-0.7757348,1.0005134,1.8286458,0.3244343,0.7854674
47,,-2.587243531150472,22.154157847536478,-12.7806244,-0.0031405,0.0000000,-0.2944575,-0.2345575,4.0000000,-0.6619650,1.0004773,1.7620347,0.1928500,0.8108960
48,,-2.579786891150472,22.154157847536478,-12.7805614,-0.0034711,0.0000000,-0.2986845,-0.2417619,4.0000000,-0.4544722,1.0004728,1.7520161,-0.0290515,0.8329131
49,,-2.572330251150472,22.154157847536478,-12.7804556,-0.0040496,0.0000000,-0.3044045,-0.2487231,4.0000000,-0.2071695,1.0005002,1.8009074,-0.2902766,0.8579146
50,,-2.564873611150472,22.154157847536478,-12.7803068,-0.0047107,0.0000000,-0.3133357,-0.2527460,5.0000000,0.0318480,1.0005624,1.9103513,-0.5373401,0.8838372
51,,-2.557416971150472,22.154157847536478,-12.7801132,-0.0053719,0.0000000,-0.3237067,-0.2550473,4.0000000,0.2136505,1.0006586,2.0682337,-0.7237451,0.9093543
52,,-2.549960331150471,22.154157847536478,-12.7798767,0.0038843,38.8429756,-0.3354149,-0.2548875,4.0000000,0.3292460,1.0007883,2.2635183,-0.8390210,0.9326790
53,,-2.542503691150471,22.154157847536478,-12.7795973,0.0031405,31.4049587,-0.3491852,-0.2561755,4.0000000,0.3835865,1.0009547,2.4932039,-0.8959375,0.9632761
54,,-2.535047051150471,22.154157847536478,-12.7792749,0.0023967,23.9669418,-0.3640231,-0.2537677,4.0000000,0.3956144,1.0011567,2.7447658,-0.9031498,0.9886566
55,,-2.527590411150471,22.154157847536478,-12.7789106,0.0017355,17.3553715,-0.3798880,-0.2520626,4.0000000,0.3765238,1.0013974,3.0172982,-0.8806491,1.0177956
56,,-2.520133771150471,22.154157847536478,-12.7785034,0.0011570,11.5702477,-0.3959443,-0.2471431,4.0000000,0.3393287,1.0016735,3.3036735,-0.8336149,1.0411873
57,,-2.512677131150471,22.154157847536478,-12.7780561,0.0006612,6.6115704,-0.4145604,-0.2424309,4.0000000,0.2913018,1.0019853,3.5987341,-0.7761638,1.0705934
58,,-2.505220491150471,22.154157847536478,-12.7775669,0.0002479,2.4793389,-0.4357828,-0.2367038,3.0000000,0.2387896,1.0023377,3.9045420,-0.7121973,1.1038066
59,,-2.497763851150471,22.154157847536478,-12.7770376,0.0000000,0.0000000,-0.4554712,-0.2319053,4.0000000,0.1809982,1.0027270,4.2177882,-0.6448087,1.1362512
60,,-2.490307211150471,22.154157847536478,-12.7764692,0.0000000,0.0000000,-0.4754109,-0.2231527,4.0000000,0.1230750,1.0031537,4.5371408,-0.5693805,1.1625817
61,,-2.482850571150471,22.154157847536478,-12.7758617,0.0000000,0.0000000,-0.4939143,-0.2172810,4.0000000,0.0647590,1.0036180,4.8589478,-0.4993211,1.1919566
62,,-2.475393931150471,22.154157847536478,-12.7752161,0.0000000,0.0000000,-0.5110425,-0.2089279,4.0000000,0.0104927,1.0041255,5.1881204,-0.4283486,1.2149774
63,,-2.467937291150471,22.154157847536478,-12.7745323,-0.0003306,0.0000000,-0.5277418,-0.2032087,4.0000000,-0.0420979,1.0046735,5.5210280,-0.3643194,1.2423398
64,,-2.669266571150471,22.146701207536477,-12.7789097,0.0023140,23.1404953,-0.2655681,-0.0378784,4.0000000,0.1041342,1.0021601,3.7657893,-0.1798910,0.5414437
65,,-2.661809931150471,22.146701207536477,-12.7792768,0.0029752,29.7520657,-0.2713841,-0.0675087,4.0000000,0.0067805,1.0019569,3.5852385,-0.1417979,0.5653322
66,,-2.654353291150471,22.146701207536477,-12.7796106,0.0036364,36.3636360,-0.2759492,-0.0949760,4.0000000,-0.0985663,1.0017520,3.3907480,-0.0913858,0.5921205
67,,-2.646896651150471,22.146701207536477,-12.7799091,0.0043802,43.8016510,-0.2789097,-0.1207742,4.0000000,-0.2107466,1.0015503,3.1880548,-0.0308019,0.6201299
68,,-2.639440011150471,22.146701207536477,-12.7801714,-0.0048760,0.0000000,-0.2797697,-0.1441702,4.0000000,-0.3279585,1.0013558,2.9827394,0.0396182,0.6464635
69,,-2.631983371150471,22.146701207536477,-12.7803946,-0.0041322,0.0000000,-0.2813590,-0.1673579,4.0000000,-0.4542889,1.0011741,2.7759907,0.1195731,0.6783829
70,,-2.624526731150472,22.146701207536477,-12.7805777,-0.0034711,0.0000000,-0.2818246,-0.1866744,4.0000000,-0.5768434,1.0010110,2.5740395,0.2034947,0.7064745
71,,-2.617070091150472,22.146701207536477,-12.7807198,-0.0028926,0.0000000,-0.2819879,-0.2038241,4.0000000,-0.6894966,1.0008680,2.3833992,0.2818483,0.7333735
72,,-2.609613451150472,22.146701207536477,-12.7808199,-0.0024793,0.0000000,-0.2837594,-0.2202700,4.0000000,-0.7778147,1.0007490,2.2124658,0.3372747,0.7646052
73,,-2.602156811150472,22.146701207536477,-12.7808771,-0.0022314,0.0000000,-0.2860386,-0.2345398,4.0000000,-0.8167838,1.0006562,2.0700815,0.3477043,0.7948997
74,,-2.594700171150472,22.146701207536477,-12.7808895,-0.0021488,0.0000000,-0.2907598,-0.2463843,5.0000000,-0.7794729,1.0005922,1.9648411,0.2867043,0.8269019
75,,-2.587243531150472,22.146701207536477,-12.7808580,-0.0022314,0.0000000,-0.2944704,-0.2560422,4.0000000,-0.6480519,1.0005598,1.9085631,0.1359676,0.8535095
76,,-2.579786891150472,22.146701207536477,-12.7807817,-0.0025620,0.0000000,-0.2987037,-0.2622823,4.0000000,-0.4347974,1.0005609,1.9100195,-0.0897672,0.8747190
77,,-2.572330251150472,22.146701207536477,-12.7806606,-0.0031405,0.0000000,-0.3047598,-0.2692561,4.0000000,-0.1956183,1.0005963,1.9686642,-0.3428939,0.9015481
78,,-2.564873611150472,22.146701207536477,-12.7804947,-0.0038843,0.0000000,-0.3134492,-0.2732896,5.0000000,0.0295597,1.0006697,2.0863154,-0.5761389,0.9276658
79,,-2.557416971150472,22.146701207536477,-12.7802830,-0.0046281,0.0000000,-0.3215394,-0.2763329,4.0000000,0.2002742,1.0007799,2.2523186,-0.7529401,0.9506391
80,,-2.549960331150471,22.146701207536477,-12.7800264,-0.0054545,0.0000000,-0.3330826,-0.2754447,4.0000000,0.3112913,1.0009255,2.4538052,-0.8621808,0.9720201
81,,-2.542503691150471,22.146701207536477,-12.7797260,0.0037190,37.1900826,-0.3466924,-0.2760032,4.0000000,0.3676727,1.0011106,2.6891046,-0.9196791,1.0009340
82,,-2.535047051150471,22.146701207536477,-12.7793808,0.0028926,28.9256191,-0.3610270,-0.2733538,4.0000000,0.3841198,1.0013318,2.9464033,-0.9308274,1.0244511
83,,-2.527590411150471,22.146701207536477,-12.7789927,0.0021488,21.4876041,-0.3771255,-0.2699389,4.0000000,0.3720503,1.0015917,3.2221446,-0.9119281,1.0501554
84,,-2.520133771150471,22.146701207536477,-12.7785606,0.0014876,14.8760328,-0.3931344,-0.2652649,4.0000000,0.3411084,1.0018924,3.5127552,-0.8716381,1.0733607
85,,-2.512677131150471,22.146701207536477,-12.7780857,0.0009091,9.0909090,-0.4104007,-0.2595738,4.0000000,0.2987877,1.0022274,3.8128250,-0.8179353,1.0974379
86,,-2.505220491150471,22.146701207536477,-12.7775698,0.0004132,4.1322312,-0.4290491,-0.2538435,4.0000000,0.2507290,1.0026021,4.1211567,-0.7584159,1.1247882
87,,-2.497763851150471,22.146701207536477,-12.7770119,0.0000826,0.8264463,-0.4487996,-0.2468504,4.0000000,0.2001207,1.0030180,4.4382977,-0.6938215,1.1524597
88,,-2.490307211150471,22.146701207536477,-12.7764130,0.0000000,0.0000000,-0.4680199,-0.2371284,4.0000000,0.1486410,1.0034724,4.7609963,-0.6228979,1.1745669
89,,-2.482850571150471,22.146701207536477,-12.7757740,0.0000000,0.0000000,-0.4878161,-0.2288275,4.0000000,0.0969132,1.0039623,5.0839438,-0.5545681,1.2015358
90,,-2.475393931150471,22.146701207536477,-12.7750959,-0.0000826,0.0000000,-0.5058893,-0.2197515,4.0000000,0.0467569,1.0044919,5.4137740,-0.4862598,1.2245600
91,,-2.467937291150471,22.146701207536477,-12.7743788,-0.0004959,0.0000000,-0.5225214,-0.2116107,4.0000000,-0.0010100,1.0050601,5.7454658,-0.4222115,1.2472469
92,,-2.460480651150471,22.146701207536477,-12.7736244,-0.0010744,0.0000000,-0.5368348,-0.2014825,4.0000000,-0.0457532,1.0056673,6.0798879,-0.3572117,1.2628163
93,,-2.676723211150471,22.139244567536480,-12.7788305,0.0023140,23.1404953,-0.2617996,-0.0284079,4.0000000,0.1184050,1.0025353,4.0790272,-0.1752208,0.5321144
94,,-2.669266571150471,22.139244567536480,-12.7792301,0.0029752,29.7520657,-0.2659903,-0.0592153,4.0000000,0.0240634,1.0023190,3.9025476,-0.1424939,0.5510079
95,,-2.661809931150471,22.139244567536480,-12.7795973,0.0037190,37.1900826,-0.2706981,-0.0895766,4.0000000,-0.0759501,1.0021011,3.7131588,-0.1032030,0.5783125
96,,-2.654353291150471,22.139244567536480,-12.7799311,0.0044628,44.6280975,-0.2750210,-0.1163148,4.0000000,-0.1826518,1.0018809,3.5120745,-0.0499779,0.6088358
97,,-2.646896651150471,22.139244567536480,-12.7802277,-0.0047107,0.0000000,-0.2773311,-0.1421215,4.0000000,-0.2951385,1.0016640,3.3053360,0.0108956,0.6399944
98,,-2.639440011150471,22.139244567536480,-12.7804852,-0.0039669,0.0000000,-0.2783381,-0.1665060,4.0000000,-0.4128791,1.0014597,3.0957870,0.0798671,0.6719672
99,,-2.631983371150471,22.139244567536480,-12.7807035,-0.0032231,0.0000000,-0.2807422,-0.1889774,4.0000000,-0.5340320,1.0012710,2.8857169,0.1560772,0.7085844
100,,-2.624526731150472,22.139244567536480,-12.7808809,-0.0025620,0.0000000,-0.2811534,-0.2085561,4.0000000,-0.6493388,1.0010993,2.6832461,0.2322265,0.7403389
101,,-2.617070091150472,22.139244567536480,-12.7810154,-0.0019835,0.0000000,-0.2798238,-0.2262150,4.0000000,-0.7496594,1.0009496,2.4935684,0.2972294,0.7681444
102,,-2.609613451150472,22.139244567536480,-12.7811060,-0.0015702,0.0000000,-0.2801527,-0.2426810,4.0000000,-0.8193715,1.0008268,2.3262568,0.3340094,0.7994378
103,,-2.602156811150472,22.139244567536480,-12.7811527,-0.0013223,0.0000000,-0.2830264,-0.2572143,4.0000000,-0.8372487,1.0007339,2.1893139,0.3228201,0.8339944
104,,-2.594700171150472,22.139244567536480,-12.7811537,-0.0012397,0.0000000,-0.2858600,-0.2700549,5.0000000,-0.7778890,1.0006729,2.0943990,0.2377792,0.8664853
105,,-2.587243531150472,22.139244567536480,-12.7811089,-0.0013223,0.0000000,-0.2896714,-0.2782597,4.0000000,-0.6298054,1.0006461,2.0504014,0.0732860,0.8918400
106,,-2.579786891150472,22.139244567536480,-12.7810173,-0.0016529,0.0000000,-0.2949811,-0.2842682,4.0000000,-0.4151416,1.0006548,2.0640466,-0.1533948,0.9157634
107,,-2.572330251150472,22.139244567536480,-12.7808800,-0.0022314,0.0000000,-0.3023424,-0.2905192,4.0000000,-0.1838536,1.0006994,2.1330435,-0.3971847,0.9447344
108,,-2.564873611150472,22.139244567536480,-12.7806969,-0.0030579,0.0000000,-0.3098072,-0.2952963,5.0000000,0.0286103,1.0007846,2.2591350,-0.6192030,0.9708344
109,,-2.557416971150472,22.139244567536480,-12.7804661,-0.0038843,0.0000000,-0.3176668,-0.2961438,4.0000000,0.1905313,1.0009087,2.4326842,-0.7828189,0.9886588
110,,-2.549960331150471,22.139244567536480,-12.7801905,-0.0047934,0.0000000,-0.3277958,-0.2962371,4.0000000,0.2941652,1.0010709,2.6409950,-0.8866395,1.0094142
111,,-2.542503691150471,22.139244567536480,-12.7798681,0.0042975,42.9752083,-0.3422450,-0.2953311,4.0000000,0.3517361,1.0012765,2.8838351,-0.9423983,1.0366791
112,,-2.535047051150471,22.139244567536480,-12.7795000,0.0033884,33.8842964,-0.3561356,-0.2931714,4.0000000,0.3703953,1.0015199,3.1474729,-0.9567381,1.0601066
113,,-2.527590411150471,22.139244567536480,-12.7790871,0.0025620,25.6198349,-0.3729701,-0.2878029,4.0000000,0.3649608,1.0018008,3.4282658,-0.9405667,1.0823034
114,,-2.520133771150471,22.139244567536480,-12.7786303,0.0018182,18.1818180,-0.3893054,-0.2823966,4.0000000,0.3400722,1.0021250,3.7241879,-0.9048654,1.1039330
115,,-2.512677131150471,22.139244567536480,-12.7781286,0.0011570,11.5702477,-0.4047959,-0.2754820,4.0000000,0.3028726,1.0024858,4.0268950,-0.8538367,1.1210423
116,,-2.505220491150471,22.139244567536480,-12.7775850,0.0005785,5.7851238,-0.4214848,-0.2697470,4.0000000,0.2585903,1.0028840,4.3396015,-0.7980843,1.1438221
117,,-2.497763851150471,22.139244567536480,-12.7769985,0.0001653,1.6528926,-0.4400827,-0.2612921,4.0000000,0.2141682,1.0033255,4.6597934,-0.7367525,1.1653129
118,,-2.490307211150471,22.139244567536480,-12.7763700,0.0000000,0.0000000,-0.4582210,-0.2515707,4.0000000,0.1668433,1.0038075,4.9845185,-0.6699848,1.1842290
119,,-2.482850571150471,22.139244567536480,-12.7756996,0.0000000,0.0000000,-0.4779274,-0.2418159,4.0000000,0.1211614,1.0043223,5.3109078,-0.6047931,1.2073466
120,,-2.475393931150471,22.139244567536480,-12.7749901,-0.0001653,0.0000000,-0.4953274,-0.2315304,4.0000000,0.0755724,1.0048757,5.6405678,-0.5386332,1.2259042
121,,-2.467937291150471,22.139244567536480,-12.7742405,-0.0006612,0.0000000,-0.5125079,-0.2209668,4.0000000,0.0322287,1.0054668,5.9722753,-0.4741623,1.2447025
122,,-2.460480651150471,22.139244567536480,-12.7734528,-0.0013223,0.0000000,-0.5254453,-0.2096379,4.0000000,-0.0089506,1.0060979,6.3061175,-0.4103252,1.2547467
123,,-2.453024011150471,22.139244567536480,-12.7726259,-0.0021488,0.0000000,-0.5380253,-0.1975604,4.0000000,-0.0457859,1.0067686,6.6418691,-0.3493348,1.2641644
124,,-2.445567371150471,22.139244567536480,-12.7717619,-0.0030579,0.0000000,-0.5496845,-0.1864287,4.0000000,-0.0805952,1.0074674,6.9753776,-0.2922621,1.2745467
125,,-2.438110731150472,22.139244567536480,-12.7708616,-0.0039669,0.0000000,-0.5604730,-0.1747963,4.0000000,-0.1116542,1.0082054,7.3105192,-0.2379385,1.2836832
126,,-2.676723211150471,22.131787927536479,-12.7791758,0.0029752,29.7520657,-0.2622336,-0.0484934,4.0000000,0.0401771,1.0027081,4.2171626,-0.1371639,0.5396008
127,,-2.669266571150471,22.131787927536479,-12.7795763,0.0037190,37.1900826,-0.2664862,-0.0800326,4.0000000,-0.0554533,1.0024773,4.0315628,-0.1046119,0.5641175
128,,-2.661809931150471,22.131787927536479,-12.7799435,0.0045455,45.4545441,-0.2711033,-0.1099091,4.0000000,-0.1564172,1.0022413,3.8337927,-0.0634011,0.5959350
129,,-2.654353291150471,22.131787927536479,-12.7802744,-0.0046281,0.0000000,-0.2739436,-0.1381203,4.0000000,-0.2647944,1.0020043,3.6276896,-0.0114462,0.6295077
130,,-2.646896651150471,22.131787927536479,-12.7805672,-0.0038017,0.0000000,-0.2750944,-0.1641855,4.0000000,-0.3763831,1.0017763,3.4148686,0.0480121,0.6632106
131,,-2.639440011150471,22.131787927536479,-12.7808208,-0.0030579,0.0000000,-0.2755075,-0.1888322,4.0000000,-0.4915619,1.0015625,3.2002308,0.1138975,0.6987085
132,,-2.631983371150471,22.131787927536479,-12.7810335,-0.0023967,0.0000000,-0.2763460,-0.2110789,4.0000000,-0.6067085,1.0013634,2.9884787,0.1845507,0.7358143
133,,-2.624526731150472,22.131787927536479,-12.7812033,-0.0018182,0.0000000,-0.2768622,-0.2311665,4.0000000,-0.7145699,1.0011836,2.7852809,0.2522370,0.7721767
134,,-2.617070091150472,22.131787927536479,-12.7813282,-0.0013223,0.0000000,-0.2767403,-0.2483574,4.0000000,-0.8018052,1.0010302,2.5971522,0.3050904,0.8046387
135,,-2.609613451150472,22.131787927536479,-12.7814093,-0.0009091,0.0000000,-0.2769462,-0.2650892,4.0000000,-0.8541733,1.0009059,2.4333408,0.3239949,0.8391323
136,,-2.602156811150472,22.131787927536479,-12.7814445,-0.0006612,0.0000000,-0.2792026,-0.2796424,5.0000000,-0.8504364,1.0008128,2.3033950,0.2911516,0.8750626
137,,-2.594700171150472,22.131787927536479,-12.7814331,-0.0005785,0.0000000,-0.2807067,-0.2915222,4.0000000,-0.7689685,1.0007548,2.2185581,0.1859240,0.9048999
138,,-2.587243531150472,22.131787927536479,-12.7813740,-0.0006612,0.0000000,-0.2832178,-0.3004751,4.0000000,-0.6096218,1.0007342,2.1877341,0.0086717,0.9308299
139,,-2.579786891150472,22.131787927536479,-12.7812681,-0.0009917,0.0000000,-0.2882138,-0.3067409,4.0000000,-0.3949389,1.0007526,2.2133031,-0.2185429,0.9557984
140,,-2.572330251150472,22.131787927536479,-12.7811136,-0.0015702,0.0000000,-0.2961523,-0.3127565,4.0000000,-0.1718323,1.0008097,2.2951965,-0.4536808,0.9864503
141,,-2.564873611150472,22.131787927536479,-12.7809124,-0.0024793,0.0000000,-0.3039688,-0.3150939,5.0000000,0.0295652,1.0009080,2.4309030,-0.6597529,1.0079160
142,,-2.557416971150472,22.131787927536479,-12.7806625,-0.0033884,0.0000000,-0.3123752,-0.3159460,4.0000000,0.1809553,1.0010473,2.6120126,-0.8128473,1.0269952
143,,-2.549960331150471,22.131787927536479,-12.7803659,-0.0042975,0.0000000,-0.3227059,-0.3160423,4.0000000,0.2795740,1.0012263,2.8271277,-0.9116586,1.0482053
144,,-2.542503691150471,22.131787927536479,-12.7800226,-0.0052066,0.0000000,-0.3358339,-0.3153802,4.0000000,0.3348413,1.0014516,3.0775640,-0.9656017,1.0733416
145,,-2.535047051150471,22.131787927536479,-12.7796316,0.0038843,38.8429756,-0.3494636,-0.3115083,4.0000000,0.3560520,1.0017179,3.3474851,-0.9790685,1.0916736
146,,-2.527590411150471,22.131787927536479,-12.7791948,0.0029752,29.7520657,-0.3634558,-0.3066234,4.0000000,0.3519138,1.0020235,3.6336737,-0.9651605,1.1086291
147,,-2.520133771150471,22.131787927536479,-12.7787123,0.0021488,21.4876041,-0.3804153,-0.2999946,4.0000000,0.3327975,1.0023713,3.9351521,-0.9327866,1.1278423
148,,-2.512677131150471,22.131787927536479,-12.7781849,0.0014050,14.0495872,-0.3967658,-0.2913722,4.0000000,0.3024741,1.0027580,4.2433476,-0.8852186,1.1418045
149,,-2.505220491150471,22.131787927536479,-12.7776127,0.0007438,7.4380164,-0.4141809,-0.2836876,4.0000000,0.2651585,1.0031835,4.5582519,-0.8325337,1.1609644
150,,-2.497763851150471,22.131787927536479,-12.7769976,0.0002479,2.4793389,-0.4316641,-0.2757193,3.0000000,0.2244444,1.0036497,4.8813138,-0.7758831,1.1804540
151,,-2.490307211150471,22.131787927536479,-12.7763395,0.0000000,0.0000000,-0.4477009,-0.2645412,4.0000000,0.1828422,1.0041549,5.2086902,-0.7119246,1.1909810
