OID_,ClipsFinal_DEM_Large_S3_RegA,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
13,-13,-4.943541771150471,17.613064087536479,-13.0652447,0.0000000,0.0000000,-0.3466011,0.3348175,4.0000000,-0.1395821,1.0032402,4.5895009,0.8092170,1.1522536
14,-13,-4.936085131150471,17.613064087536479,-13.0655146,0.0000826,0.8264463,-0.3158699,0.3567159,4.0000000,-0.1026474,1.0031009,4.4877200,0.8160793,1.1507601
15,-13,-4.928628491150471,17.613064087536479,-13.0657663,0.0001653,1.6528926,-0.2820631,0.3837283,4.0000000,-0.0586467,1.0029987,4.4124784,0.8261033,1.1628219
16,-13,-4.921171851150471,17.613064087536479,-13.0660038,0.0002479,2.4793389,-0.2472143,0.4134101,4.0000000,-0.0084381,1.0029329,4.3636322,0.8352584,1.1877340
17,-13,-4.913715211150471,17.613064087536479,-13.0662270,0.0004132,4.1322312,-0.2131432,0.4457591,4.0000000,0.0459535,1.0029068,4.3436937,0.8455647,1.2310853
18,-13,-4.906258571150471,17.613064087536479,-13.0664396,0.0005785,5.7851238,-0.1782294,0.4819792,4.0000000,0.1070363,1.0029243,4.3539286,0.8569220,1.2964090
19,-13,-4.898801931150471,17.613064087536479,-13.0666447,0.0007438,7.4380164,-0.1452231,0.5193775,4.0000000,0.1719362,1.0029808,4.3960433,0.8668188,1.3814029
20,-13,-4.965911691150471,17.605607447536478,-13.0637836,-0.0002479,0.0000000,-0.4270926,0.2319833,4.0000000,-0.2139605,1.0034600,4.7448230,0.6779271,1.0813686
21,-13,-4.958455051150471,17.605607447536478,-13.0641260,-0.0000826,0.0000000,-0.4030024,0.2416978,4.0000000,-0.1952957,1.0032063,4.5670938,0.6786913,1.0502751
22,-13,-4.950998411150471,17.605607447536478,-13.0644455,0.0000000,0.0000000,-0.3799712,0.2541040,4.0000000,-0.1739983,1.0029836,4.4054542,0.6822063,1.0277438
23,-13,-4.943541771150471,17.605607447536478,-13.0647421,0.0000000,0.0000000,-0.3572111,0.2682234,4.0000000,-0.1496313,1.0027951,4.2628145,0.6860781,1.0108607
24,-13,-4.936085131150471,17.605607447536478,-13.0650177,0.0000000,0.0000000,-0.3305906,0.2872269,4.0000000,-0.1201684,1.0026391,4.1408458,0.6946222,0.9991301
25,-13,-4.928628491150471,17.605607447536478,-13.0652733,0.0000000,0.0000000,-0.2990617,0.3115925,4.0000000,-0.0817058,1.0025191,4.0443401,0.7048908,0.9939081
26,-13,-4.921171851150471,17.605607447536478,-13.0655117,0.0000000,0.0000000,-0.2695477,0.3391313,4.0000000,-0.0392197,1.0024337,3.9741485,0.7174822,1.0063144
27,-13,-4.913715211150471,17.605607447536478,-13.0657339,0.0000826,0.8264463,-0.2416395,0.3686186,4.0000000,0.0060865,1.0023808,3.9308102,0.7311507,1.0339808
28,-13,-4.906258571150471,17.605607447536478,-13.0659418,0.0001653,1.6528926,-0.2123463,0.4015035,4.0000000,0.0580728,1.0023680,3.9187174,0.7449342,1.0769734
29,-13,-4.898801931150471,17.605607447536478,-13.0661383,0.0002479,2.4793389,-0.1826904,0.4387548,4.0000000,0.1166335,1.0023935,3.9381156,0.7608761,1.1434996
30,-13,-4.891345291150471,17.605607447536478,-13.0663261,0.0004132,4.1322312,-0.1533789,0.4786507,4.0000000,0.1814473,1.0024562,3.9883649,0.7758542,1.2323265
31,-13,-4.973368331150471,17.598150807536477,-13.0629206,-0.0007438,0.0000000,-0.4309267,0.1711537,4.0000000,-0.2065094,1.0034291,4.7252913,0.5488169,0.9906753
32,-13,-4.965911691150471,17.598150807536477,-13.0633001,-0.0004132,0.0000000,-0.4152325,0.1738010,4.0000000,-0.1972815,1.0031345,4.5194182,0.5448835,0.9615958
33,-13,-4.958455051150471,17.598150807536477,-13.0636549,-0.0001653,0.0000000,-0.3946609,0.1808429,4.0000000,-0.1843432,1.0028738,4.3243542,0.5460290,0.9291732
34,-13,-4.950998411150471,17.598150807536477,-13.0639839,0.0000000,0.0000000,-0.3756443,0.1900884,4.0000000,-0.1690893,1.0026441,4.1455302,0.5492661,0.9038183
35,-13,-4.943541771150471,17.598150807536477,-13.0642900,0.0000000,0.0000000,-0.3554468,0.2022706,4.0000000,-0.1512109,1.0024434,3.9860456,0.5557522,0.8816658
36,-13,-4.936085131150471,17.598150807536477,-13.0645723,0.0000000,0.0000000,-0.3323095,0.2188529,4.0000000,-0.1287531,1.0022722,3.8432744,0.5664590,0.8625718
37,-13,-4.928628491150471,17.598150807536477,-13.0648327,0.0000000,0.0000000,-0.3049290,0.2405627,4.0000000,-0.0987481,1.0021377,3.7262847,0.5798736,0.8471014
38,-13,-4.921171851150471,17.598150807536477,-13.0650730,0.0000000,0.0000000,-0.2815538,0.2642317,4.0000000,-0.0664487,1.0020373,3.6358986,0.5949122,0.8477809
39,-13,-4.913715211150471,17.598150807536477,-13.0652952,0.0000000,0.0000000,-0.2588090,0.2910757,4.0000000,-0.0299277,1.0019660,3.5699666,0.6120792,0.8617386
40,-13,-4.906258571150471,17.598150807536477,-13.0654993,0.0000000,0.0000000,-0.2328727,0.3227937,4.0000000,0.0146537,1.0019273,3.5347557,0.6309337,0.8877522
41,-13,-4.898801931150471,17.598150807536477,-13.0656900,0.0000000,0.0000000,-0.2079405,0.3581592,4.0000000,0.0658558,1.0019244,3.5309179,0.6504626,0.9344802
42,-13,-4.891345291150471,17.598150807536477,-13.0658693,0.0000826,0.8264463,-0.1866279,0.3949684,4.0000000,0.1205579,1.0019557,3.5589941,0.6693789,1.0033031
43,-13,-4.883888651150471,17.598150807536477,-13.0660381,0.0001653,1.6528926,-0.1656898,0.4346721,4.0000000,0.1814303,1.0020251,3.6197636,0.6879140,1.0940892
44,-13,-4.973368331150471,17.590694167536480,-13.0624666,-0.0010744,0.0000000,-0.4112715,0.1173307,4.0000000,-0.1816985,1.0031936,4.5620885,0.4163599,0.8879219
45,-13,-4.965911691150471,17.590694167536480,-13.0628605,-0.0006612,0.0000000,-0.3957729,0.1180273,4.0000000,-0.1759376,1.0028951,4.3418298,0.4119923,0.8562604
46,-13,-4.958455051150471,17.590694167536480,-13.0632277,-0.0003306,0.0000000,-0.3783808,0.1226351,4.0000000,-0.1684152,1.0026234,4.1338449,0.4136855,0.8247270
47,-13,-4.950998411150471,17.590694167536480,-13.0635681,-0.0000826,0.0000000,-0.3620257,0.1284680,4.0000000,-0.1588788,1.0023830,3.9397922,0.4158149,0.7968771
48,-13,-4.943541771150471,17.590694167536480,-13.0638838,0.0000000,0.0000000,-0.3449491,0.1382184,4.0000000,-0.1481991,1.0021744,3.7602990,0.4246358,0.7722635
49,-13,-4.936085131150471,17.590694167536480,-13.0641737,0.0000000,0.0000000,-0.3253776,0.1533460,4.0000000,-0.1319570,1.0019926,3.5986307,0.4386491,0.7500241
50,-13,-4.928628491150471,17.590694167536480,-13.0644388,0.0000000,0.0000000,-0.3021021,0.1726293,4.0000000,-0.1091611,1.0018435,3.4616086,0.4544196,0.7279969
51,-13,-4.921171851150471,17.590694167536480,-13.0646820,0.0000000,0.0000000,-0.2839125,0.1916774,4.0000000,-0.0864616,1.0017272,3.3480330,0.4698164,0.7189546
52,-13,-4.913715211150471,17.590694167536480,-13.0649042,0.0000000,0.0000000,-0.2646412,0.2156157,4.0000000,-0.0588336,1.0016395,3.2602763,0.4900650,0.7191217
53,-13,-4.906258571150471,17.590694167536480,-13.0651073,0.0000000,0.0000000,-0.2421537,0.2451712,4.0000000,-0.0233191,1.0015814,3.2022405,0.5136614,0.7284606
54,-13,-4.898801931150471,17.590694167536480,-13.0652933,0.0000000,0.0000000,-0.2214142,0.2766736,4.0000000,0.0179305,1.0015565,3.1752784,0.5354167,0.7527550
55,-13,-4.891345291150471,17.590694167536480,-13.0654640,0.0000000,0.0000000,-0.2049652,0.3108557,4.0000000,0.0618336,1.0015632,3.1798456,0.5598776,0.8004208
56,-13,-4.883888651150471,17.590694167536480,-13.0656233,0.0000000,0.0000000,-0.1903879,0.3484359,4.0000000,0.1125569,1.0016022,3.2191925,0.5843149,0.8708532
57,-13,-4.876432011150472,17.590694167536480,-13.0657721,0.0000000,0.0000000,-0.1757270,0.3894031,4.0000000,0.1704957,1.0016768,3.2926362,0.6083105,0.9632131
58,-13,-4.980824971150471,17.583237527536479,-13.0616159,-0.0020661,0.0000000,-0.3993846,0.0703649,4.0000000,-0.1555009,1.0033517,4.6762123,0.2962308,0.8291375
59,-13,-4.973368331150471,17.583237527536479,-13.0620518,-0.0014876,0.0000000,-0.3871472,0.0661824,4.0000000,-0.1552489,1.0030205,4.4374056,0.2876137,0.8010262
60,-13,-4.965911691150471,17.583237527536479,-13.0624599,-0.0009917,0.0000000,-0.3732499,0.0646847,3.0000000,-0.1536876,1.0027177,4.2087011,0.2830570,0.7712179
61,-13,-4.958455051150471,17.583237527536479,-13.0628405,-0.0005785,0.0000000,-0.3571463,0.0678269,3.0000000,-0.1493777,1.0024401,3.9872906,0.2850316,0.7395445
62,-13,-4.950998411150471,17.583237527536479,-13.0631924,-0.0002479,0.0000000,-0.3418721,0.0707320,4.0000000,-0.1455221,1.0021915,3.7784648,0.2869861,0.7096412
63,-13,-4.943541771150471,17.583237527536479,-13.0635166,-0.0000826,0.0000000,-0.3260337,0.0773067,4.0000000,-0.1395970,1.0019723,3.5836170,0.2942103,0.6810219
64,-13,-4.936085131150471,17.583237527536479,-13.0638142,0.0000000,0.0000000,-0.3089440,0.0877981,4.0000000,-0.1316802,1.0017817,3.4023731,0.3072765,0.6530428
65,-13,-4.928628491150471,17.583237527536479,-13.0640860,0.0000000,0.0000000,-0.2892091,0.1046455,4.0000000,-0.1159164,1.0016202,3.2441607,0.3252074,0.6259281
66,-13,-4.921171851150471,17.583237527536479,-13.0643330,0.0000000,0.0000000,-0.2738558,0.1210160,4.0000000,-0.1019407,1.0014882,3.1102161,0.3439727,0.6095570
67,-13,-4.913715211150471,17.583237527536479,-13.0645571,0.0000000,0.0000000,-0.2579142,0.1417914,4.0000000,-0.0834235,1.0013866,2.9991236,0.3670062,0.5991740
68,-13,-4.906258571150471,17.583237527536479,-13.0647593,0.0000000,0.0000000,-0.2405941,0.1681901,4.0000000,-0.0570584,1.0013152,2.9176843,0.3934387,0.5970370
69,-13,-4.898801931150471,17.583237527536479,-13.0649414,0.0000000,0.0000000,-0.2248271,0.1970338,4.0000000,-0.0268392,1.0012723,2.8700900,0.4209069,0.6075438
70,-13,-4.891345291150471,17.583237527536479,-13.0651064,0.0000000,0.0000000,-0.2121697,0.2292978,4.0000000,0.0071731,1.0012579,2.8527384,0.4514225,0.6372978
71,-13,-4.883888651150471,17.583237527536479,-13.0652561,0.0000000,0.0000000,-0.2014278,0.2647293,4.0000000,0.0466555,1.0012733,2.8694904,0.4828030,0.6860374
72,-13,-4.876432011150472,17.583237527536479,-13.0653925,0.0000000,0.0000000,-0.1915939,0.3042971,4.0000000,0.0937879,1.0013194,2.9198472,0.5148063,0.7568324
73,-13,-4.868975371150471,17.583237527536479,-13.0655193,0.0000000,0.0000000,-0.1852584,0.3460360,4.0000000,0.1463057,1.0013998,3.0055153,0.5457664,0.8534065
74,-13,-4.980824971150471,17.575780887536478,-13.0612221,-0.0025620,0.0000000,-0.3685566,0.0226432,4.0000000,-0.1290491,1.0032403,4.5986590,0.1743355,0.7486705
75,-13,-4.973368331150471,17.575780887536478,-13.0616732,-0.0019008,0.0000000,-0.3562933,0.0165064,4.0000000,-0.1316389,1.0029026,4.3517871,0.1646517,0.7219100
76,-13,-4.965911691150471,17.575780887536478,-13.0620956,-0.0013223,0.0000000,-0.3424306,0.0137848,4.0000000,-0.1326364,1.0025935,4.1132221,0.1602059,0.6926895
77,-13,-4.958455051150471,17.575780887536478,-13.0624876,-0.0008264,0.0000000,-0.3282392,0.0130166,4.0000000,-0.1323164,1.0023102,3.8803391,0.1583496,0.6631823
78,-13,-4.950998411150471,17.575780887536478,-13.0628510,-0.0004132,0.0000000,-0.3149115,0.0142088,4.0000000,-0.1324554,1.0020549,3.6578829,0.1608730,0.6357619
79,-13,-4.943541771150471,17.575780887536478,-13.0631857,-0.0001653,0.0000000,-0.3006968,0.0180938,3.0000000,-0.1317083,1.0018251,3.4482131,0.1678958,0.6070483
80,-13,-4.936085131150471,17.575780887536478,-13.0634909,0.0000000,0.0000000,-0.2848886,0.0261396,4.0000000,-0.1291643,1.0016246,3.2517855,0.1814435,0.5761600
81,-13,-4.928628491150471,17.575780887536478,-13.0637693,0.0000000,0.0000000,-0.2682289,0.0388360,4.0000000,-0.1228592,1.0014555,3.0750895,0.2005312,0.5455539
82,-13,-4.921171851150471,17.575780887536478,-13.0640211,0.0000000,0.0000000,-0.2547916,0.0532514,4.0000000,-0.1148176,1.0013132,2.9208131,0.2213205,0.5235484
83,-13,-4.913715211150471,17.575780887536478,-13.0642471,0.0000000,0.0000000,-0.2418424,0.0710990,4.0000000,-0.1053723,1.0011984,2.7886827,0.2475702,0.5061798
84,-13,-4.906258571150471,17.575780887536478,-13.0644484,0.0000000,0.0000000,-0.2291994,0.0935968,4.0000000,-0.0898904,1.0011128,2.6860631,0.2770839,0.4954633
85,-13,-4.898801931150471,17.575780887536478,-13.0646286,0.0000000,0.0000000,-0.2180816,0.1207447,4.0000000,-0.0687038,1.0010558,2.6144764,0.3101931,0.4963534
86,-13,-4.891345291150471,17.575780887536478,-13.0647888,0.0000000,0.0000000,-0.2085117,0.1508303,4.0000000,-0.0449557,1.0010257,2.5751102,0.3466162,0.5098403
87,-13,-4.883888651150471,17.575780887536478,-13.0649300,0.0000000,0.0000000,-0.2017153,0.1838461,4.0000000,-0.0150071,1.0010223,2.5696309,0.3826993,0.5405049
88,-13,-4.876432011150472,17.575780887536478,-13.0650568,0.0000000,0.0000000,-0.1969545,0.2202786,4.0000000,0.0193901,1.0010453,2.5976889,0.4211672,0.5900578
89,-13,-4.868975371150471,17.575780887536478,-13.0651693,0.0000000,0.0000000,-0.1948772,0.2596287,4.0000000,0.0607536,1.0010974,2.6610866,0.4585039,0.6617875
90,-13,-4.861518731150472,17.575780887536478,-13.0652723,0.0000000,0.0000000,-0.1964321,0.3009087,4.0000000,0.1084054,1.0011818,2.7604105,0.4934120,0.7580233
91,-13,-4.854062091150471,17.575780887536478,-13.0653687,0.0000000,0.0000000,-0.2028645,0.3423992,4.0000000,0.1589078,1.0012987,2.8927219,0.5258906,0.8785070
92,-13,-4.995738251150471,17.568324247536477,-13.0598373,0.0051240,51.2396698,-0.3585818,-0.0044866,4.0000000,-0.1005668,1.0039271,5.0636425,0.0915935,0.7285655
93,-13,-4.988281611150471,17.568324247536477,-13.0603628,-0.0039669,0.0000000,-0.3461293,-0.0152532,4.0000000,-0.1055800,1.0035394,4.8076186,0.0750737,0.7030708
94,-13,-4.980824971150471,17.568324247536477,-13.0608597,-0.0031405,0.0000000,-0.3325892,-0.0243196,4.0000000,-0.1104177,1.0031765,4.5532069,0.0617785,0.6760920
95,-13,-4.973368331150471,17.568324247536477,-13.0613260,-0.0023967,0.0000000,-0.3198671,-0.0314398,4.0000000,-0.1146516,1.0028332,4.3005137,0.0517720,0.6510485
96,-13,-4.965911691150471,17.568324247536477,-13.0617609,-0.0017355,0.0000000,-0.3070273,-0.0358757,4.0000000,-0.1186128,1.0025175,4.0530910,0.0468615,0.6254966
97,-13,-4.958455051150471,17.568324247536477,-13.0621662,-0.0011570,0.0000000,-0.2945377,-0.0398234,4.0000000,-0.1226133,1.0022268,3.8123646,0.0429664,0.6007777
98,-13,-4.950998411150471,17.568324247536477,-13.0625401,-0.0006612,0.0000000,-0.2828180,-0.0408370,4.0000000,-0.1265687,1.0019630,3.5781996,0.0448948,0.5768465
99,-13,-4.943541771150471,17.568324247536477,-13.0628843,-0.0003306,0.0000000,-0.2696562,-0.0381832,4.0000000,-0.1282898,1.0017270,3.3538857,0.0519234,0.5489427
100,-13,-4.936085131150471,17.568324247536477,-13.0631981,-0.0000826,0.0000000,-0.2551470,-0.0311221,4.0000000,-0.1287894,1.0015171,3.1439750,0.0665452,0.5173125
101,-13,-4.928628491150471,17.568324247536477,-13.0634823,0.0000000,0.0000000,-0.2415078,-0.0218526,3.0000000,-0.1283972,1.0013382,2.9513829,0.0846920,0.4875321
102,-13,-4.921171851150471,17.568324247536477,-13.0637388,0.0000000,0.0000000,-0.2309823,-0.0106186,4.0000000,-0.1274169,1.0011873,2.7773848,0.1061797,0.4646065
103,-13,-4.913715211150471,17.568324247536477,-13.0639677,0.0000000,0.0000000,-0.2204793,0.0042931,4.0000000,-0.1256620,1.0010611,2.6241386,0.1342482,0.4428825
104,-13,-4.906258571150471,17.568324247536477,-13.0641708,0.0000000,0.0000000,-0.2099065,0.0245915,4.0000000,-0.1175708,1.0009626,2.4989631,0.1667537,0.4238154
105,-13,-4.898801931150471,17.568324247536477,-13.0643492,0.0000000,0.0000000,-0.2016286,0.0485669,4.0000000,-0.1067372,1.0008923,2.4039404,0.2038710,0.4140948
106,-13,-4.891345291150471,17.568324247536477,-13.0645046,0.0000000,0.0000000,-0.1948603,0.0749938,4.0000000,-0.0930623,1.0008485,2.3424256,0.2430499,0.4135130
107,-13,-4.883888651150471,17.568324247536477,-13.0646400,0.0000000,0.0000000,-0.1914041,0.1041139,4.0000000,-0.0759107,1.0008312,2.3168154,0.2841385,0.4274404
108,-13,-4.876432011150472,17.568324247536477,-13.0647573,0.0000000,0.0000000,-0.1906503,0.1366570,4.0000000,-0.0533135,1.0008385,2.3252325,0.3266275,0.4573345
109,-13,-4.868975371150471,17.568324247536477,-13.0648584,0.0000000,0.0000000,-0.1926035,0.1726171,4.0000000,-0.0235231,1.0008715,2.3700452,0.3687573,0.5058909
110,-13,-4.861518731150472,17.568324247536477,-13.0649462,0.0000000,0.0000000,-0.1969590,0.2117429,4.0000000,0.0133225,1.0009332,2.4522312,0.4101633,0.5750541
111,-13,-4.854062091150471,17.568324247536477,-13.0650234,0.0000000,0.0000000,-0.2081123,0.2525620,4.0000000,0.0524866,1.0010242,2.5687184,0.4526374,0.6736724
112,-13,-4.846605451150472,17.568324247536477,-13.0650930,0.0000000,0.0000000,-0.2203705,0.2967722,4.0000000,0.0999767,1.0011470,2.7171347,0.4935678,0.7960850
113,-13,-5.003194891150471,17.560867607536480,-13.0588989,0.0035537,35.5371895,-0.3345380,-0.0296935,4.0000000,-0.0730421,1.0043209,5.3109012,0.0136552,0.6843228
114,-13,-4.995738251150471,17.560867607536480,-13.0594721,0.0044628,44.6280975,-0.3223726,-0.0433794,4.0000000,-0.0793801,1.0039072,5.0520635,-0.0073788,0.6625571
115,-13,-4.988281611150471,17.560867607536480,-13.0600138,-0.0046281,0.0000000,-0.3099972,-0.0558516,4.0000000,-0.0875918,1.0035139,4.7924089,-0.0241113,0.6414450
116,-13,-4.980824971150471,17.560867607536480,-13.0605249,-0.0037190,0.0000000,-0.2980548,-0.0658985,4.0000000,-0.0942975,1.0031469,4.5329595,-0.0374996,0.6212640
117,-13,-4.973368331150471,17.560867607536480,-13.0610046,-0.0028926,0.0000000,-0.2854179,-0.0740004,4.0000000,-0.1003611,1.0028003,4.2770982,-0.0476397,0.5994334
118,-13,-4.965911691150471,17.560867607536480,-13.0614529,-0.0021488,0.0000000,-0.2719272,-0.0821021,4.0000000,-0.1087101,1.0024781,4.0232129,-0.0554940,0.5765226
119,-13,-4.958455051150471,17.560867607536480,-13.0618696,-0.0014876,0.0000000,-0.2589545,-0.0865472,4.0000000,-0.1146132,1.0021816,3.7729883,-0.0584812,0.5526891
120,-13,-4.950998411150471,17.560867607536480,-13.0622549,-0.0009091,0.0000000,-0.2470025,-0.0900120,4.0000000,-0.1218272,1.0019081,3.5298307,-0.0581969,0.5304713
121,-13,-4.943541771150471,17.560867607536480,-13.0626078,-0.0004959,0.0000000,-0.2351021,-0.0905429,4.0000000,-0.1282243,1.0016629,3.2935352,-0.0528615,0.5063788
122,-13,-4.936085131150471,17.560867607536480,-13.0629301,-0.0001653,0.0000000,-0.2229601,-0.0856913,4.0000000,-0.1325604,1.0014453,3.0670338,-0.0388223,0.4780717
123,-13,-4.928628491150471,17.560867607536480,-13.0632210,0.0000000,0.0000000,-0.2117244,-0.0776534,4.0000000,-0.1350055,1.0012559,2.8599558,-0.0203013,0.4498504
124,-13,-4.921171851150471,17.560867607536480,-13.0634823,0.0000000,0.0000000,-0.2018808,-0.0700935,3.0000000,-0.1408543,1.0010955,2.6699691,0.0006673,0.4253009
125,-13,-4.913715211150471,17.560867607536480,-13.0637150,0.0000000,0.0000000,-0.1929916,-0.0573886,4.0000000,-0.1452705,1.0009611,2.4980714,0.0304933,0.4007165
126,-13,-4.906258571150471,17.560867607536480,-13.0639191,0.0000000,0.0000000,-0.1844202,-0.0402729,4.0000000,-0.1451985,1.0008545,2.3533132,0.0646527,0.3766256
127,-13,-4.898801931150471,17.560867607536480,-13.0640974,0.0000000,0.0000000,-0.1778944,-0.0204561,4.0000000,-0.1446492,1.0007740,2.2387443,0.1037370,0.3585716
128,-13,-4.891345291150471,17.560867607536480,-13.0642500,0.0000000,0.0000000,-0.1737234,0.0023030,4.0000000,-0.1401168,1.0007187,2.1560984,0.1447227,0.3484519
129,-13,-4.883888651150471,17.560867607536480,-13.0643797,0.0000000,0.0000000,-0.1725694,0.0287385,4.0000000,-0.1320031,1.0006899,2.1111841,0.1894801,0.3493649
130,-13,-4.876432011150472,17.560867607536480,-13.0644894,0.0000000,0.0000000,-0.1750011,0.0573799,4.0000000,-0.1216553,1.0006850,2.1022162,0.2364151,0.3640960
131,-13,-4.868975371150471,17.560867607536480,-13.0645790,0.0000000,0.0000000,-0.1807155,0.0896908,4.0000000,-0.1048423,1.0007048,2.1313190,0.2842239,0.3946031
132,-13,-4.861518731150472,17.560867607536480,-13.0646534,0.0000000,0.0000000,-0.1883195,0.1264008,4.0000000,-0.0806518,1.0007504,2.1973650,0.3334534,0.4416915
133,-13,-4.854062091150471,17.560867607536480,-13.0647135,0.0000000,0.0000000,-0.2024461,0.1650587,4.0000000,-0.0531099,1.0008218,2.2994137,0.3832273,0.5152955
134,-13,-4.846605451150472,17.560867607536480,-13.0647631,0.0000000,0.0000000,-0.2175810,0.2076119,4.0000000,-0.0172350,1.0009201,2.4336841,0.4324588,0.6094319
135,-13,-4.839148811150472,17.560867607536480,-13.0648041,0.0000000,0.0000000,-0.2366133,0.2518474,4.0000000,0.0265424,1.0010484,2.5978134,0.4771523,0.7294627
136,-13,-5.018108171150471,17.553410967536479,-13.0572767,0.0014050,14.0495872,-0.3226963,-0.0351427,4.0000000,-0.0387525,1.0052150,5.8347526,-0.0315328,0.6639915
137,-13,-5.010651531150471,17.553410967536479,-13.0579252,0.0020661,20.6611576,-0.3103205,-0.0495288,4.0000000,-0.0461701,1.0047643,5.5783548,-0.0528875,0.6425328
138,-13,-5.003194891150471,17.553410967536479,-13.0585442,0.0028926,28.9256191,-0.2980358,-0.0663600,4.0000000,-0.0563814,1.0043291,5.3201838,-0.0763386,0.6243530
139,-13,-4.995738251150471,17.553410967536479,-13.0591316,0.0038017,38.0165291,-0.2857035,-0.0812611,4.0000000,-0.0662807,1.0039160,5.0575762,-0.0962416,0.6071839
140,-13,-4.988281611150471,17.553410967536479,-13.0596886,0.0047107,47.1074371,-0.2734182,-0.0930107,4.0000000,-0.0745869,1.0035198,4.7950182,-0.1114345,0.5896035
141,-13,-4.980824971150471,17.553410967536479,-13.0602131,-0.0043802,0.0000000,-0.2610259,-0.1050115,4.0000000,-0.0842803,1.0031439,4.5344567,-0.1257426,0.5732509
142,-13,-4.973368331150471,17.553410967536479,-13.0607061,-0.0034711,0.0000000,-0.2474855,-0.1158037,4.0000000,-0.0937072,1.0027930,4.2713799,-0.1379001,0.5546936
143,-13,-4.965911691150471,17.553410967536479,-13.0611668,-0.0026446,0.0000000,-0.2348853,-0.1244040,4.0000000,-0.1031888,1.0024644,4.0130053,-0.1456191,0.5368704
144,-13,-4.958455051150471,17.553410967536479,-13.0615950,-0.0019008,0.0000000,-0.2216510,-0.1308098,4.0000000,-0.1126737,1.0021615,3.7570698,-0.1489459,0.5161290
145,-13,-4.950998411150471,17.553410967536479,-13.0619907,-0.0012397,0.0000000,-0.2092814,-0.1362378,4.0000000,-0.1236554,1.0018824,3.5052707,-0.1488203,0.4964853
146,-13,-4.943541771150471,17.553410967536479,-13.0623531,-0.0007438,0.0000000,-0.1979827,-0.1394662,4.0000000,-0.1344508,1.0016286,3.2609076,-0.1444816,0.4768407
147,-13,-4.936085131150471,17.553410967536479,-13.0626831,-0.0003306,0.0000000,-0.1858122,-0.1382923,4.0000000,-0.1438204,1.0014019,3.0230258,-0.1327642,0.4506353
148,-13,-4.928628491150471,17.553410967536479,-13.0629807,-0.0000826,0.0000000,-0.1747749,-0.1332004,4.0000000,-0.1506613,1.0012047,2.8009143,-0.1157395,0.4225571
149,-13,-4.921171851150471,17.553410967536479,-13.0632477,0.0000000,0.0000000,-0.1654815,-0.1268762,4.0000000,-0.1583509,1.0010355,2.5962307,-0.0954015,0.3970137
