OID_,ClipsFinal_DEM_Large_S3_RegH,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
48,-12,-7.255100171150470,21.184794647536481,-12.7147589,-0.0001653,28.0991745,0.0110261,0.1209155,4.0000000,0.1088350,1.0409025,16.1233692,0.1329959,0.0423334
49,-12,-7.247643531150470,21.184794647536481,-12.7145605,-0.0003306,27.2727280,0.0150611,0.1312414,4.0000000,0.1428260,1.0409882,16.1391830,0.1196568,0.0462477
50,-12,-7.657758731150470,21.177338007536481,-12.7115650,-0.0033058,9.0909090,-0.0785659,0.0119919,4.0000000,0.2095984,1.0327742,14.4786844,-0.1856146,0.1803218
51,-12,-7.650302091150470,21.177338007536481,-12.7118530,-0.0030579,10.7438021,-0.0697838,0.0134538,4.0000000,0.1978387,1.0333010,14.5898390,-0.1709310,0.1608551
52,-12,-7.642845451150470,21.177338007536481,-12.7121496,-0.0028099,12.3966942,-0.0610867,0.0149720,4.0000000,0.1848762,1.0338057,14.6966438,-0.1549322,0.1415059
53,-12,-7.635388811150470,21.177338007536481,-12.7124538,-0.0023967,14.8760328,-0.0519584,0.0165399,4.0000000,0.1709712,1.0342774,14.7978001,-0.1378914,0.1210942
54,-12,-7.627932171150470,21.177338007536481,-12.7127647,-0.0020661,16.5289249,-0.0430795,0.0168128,4.0000000,0.1540644,1.0347176,14.8903742,-0.1204388,0.1008951
55,-12,-7.620475531150470,21.177338007536481,-12.7130823,-0.0017355,18.1818180,-0.0345948,0.0153803,4.0000000,0.1325202,1.0351229,14.9738293,-0.1017597,0.0811776
56,-12,-7.613018891150470,21.177338007536481,-12.7134047,-0.0014050,19.8347111,-0.0273008,0.0166893,4.0000000,0.1143475,1.0354899,15.0498981,-0.0809688,0.0646419
57,-12,-7.605562251150470,21.177338007536481,-12.7137308,-0.0010744,21.4876041,-0.0209970,0.0188883,4.0000000,0.0981921,1.0358232,15.1186857,-0.0604155,0.0505157
58,-12,-7.598105611150470,21.177338007536481,-12.7140608,-0.0008264,23.1404953,-0.0152713,0.0200325,4.0000000,0.0789678,1.0361176,15.1787024,-0.0389027,0.0374637
59,-12,-7.590648971150470,21.177338007536481,-12.7143936,-0.0004959,24.7933884,-0.0105736,0.0188123,4.0000000,0.0537836,1.0363647,15.2288771,-0.0161591,0.0262576
60,-12,-7.583192331150470,21.177338007536481,-12.7147274,-0.0001653,26.4462814,-0.0072993,0.0191300,4.0000000,0.0321613,1.0365629,15.2698841,0.0060986,0.0186319
61,-12,-7.322209931150470,21.177338007536481,-12.7187347,0.0033058,44.6280975,-0.0413610,0.0028626,4.0000000,-0.1672524,1.0388925,15.7325993,0.1729777,0.0964334
62,-12,-7.314753291150470,21.177338007536481,-12.7185459,0.0031405,43.8016510,-0.0349985,0.0092008,4.0000000,-0.1415231,1.0392270,15.7975788,0.1599247,0.0817056
63,-12,-7.307296651150470,21.177338007536481,-12.7183495,0.0029752,42.9752083,-0.0289443,0.0168743,4.0000000,-0.1144209,1.0395478,15.8603096,0.1481695,0.0682604
64,-12,-7.299840011150470,21.177338007536481,-12.7181482,0.0028099,42.1487617,-0.0236077,0.0229833,4.0000000,-0.0900207,1.0398487,15.9190779,0.1359873,0.0568245
65,-12,-7.292383371150470,21.177338007536481,-12.7179413,0.0026446,41.3223152,-0.0178569,0.0309915,4.0000000,-0.0607279,1.0401284,15.9735498,0.1227110,0.0453223
66,-12,-7.284926731150470,21.177338007536481,-12.7177324,0.0024793,40.4958687,-0.0127055,0.0382732,4.0000000,-0.0314838,1.0403827,16.0221939,0.1080301,0.0356943
67,-12,-7.277470091150470,21.177338007536481,-12.7175236,0.0023140,39.6694221,-0.0079299,0.0464694,4.0000000,-0.0020286,1.0406065,16.0658855,0.0949674,0.0279199
68,-12,-7.270013451150470,21.177338007536481,-12.7173147,0.0020661,38.8429756,-0.0037915,0.0554933,4.0000000,0.0297996,1.0407991,16.1024284,0.0811870,0.0228480
69,-12,-7.262556811150470,21.177338007536481,-12.7171087,0.0018182,38.0165291,-0.0005315,0.0640741,4.0000000,0.0606780,1.0409533,16.1322746,0.0674703,0.0204820
70,-12,-7.255100171150470,21.177338007536481,-12.7169075,0.0016529,37.1900826,0.0019001,0.0728525,4.0000000,0.0923077,1.0410718,16.1544819,0.0533973,0.0210579
71,-12,-7.247643531150470,21.177338007536481,-12.7167120,0.0014876,36.3636360,0.0035651,0.0841090,4.0000000,0.1265497,1.0411444,16.1684856,0.0416683,0.0262991
72,-12,-7.240186891150470,21.177338007536481,-12.7165260,0.0014050,36.3636360,0.0041447,0.0953669,4.0000000,0.1609604,1.0411628,16.1713390,0.0297733,0.0354925
73,-12,-7.232730251150470,21.177338007536481,-12.7163496,0.0012397,35.5371895,0.0033808,0.1044713,4.0000000,0.1908620,1.0411344,16.1670208,0.0180805,0.0469257
74,-12,-7.665215371150470,21.169881367536480,-12.7131701,-0.0017355,16.5289249,-0.0993065,-0.0194039,4.0000000,0.2168672,1.0320146,14.3123646,-0.2556750,0.2259592
75,-12,-7.657758731150470,21.169881367536480,-12.7134647,-0.0014876,18.1818180,-0.0904632,-0.0198246,4.0000000,0.2044944,1.0325792,14.4336748,-0.2441437,0.2064182
76,-12,-7.650302091150470,21.169881367536480,-12.7137680,-0.0012397,19.8347111,-0.0814837,-0.0183752,4.0000000,0.1934436,1.0331228,14.5511589,-0.2301940,0.1862681
77,-12,-7.642845451150470,21.169881367536480,-12.7140789,-0.0009917,21.4876041,-0.0718534,-0.0193403,4.0000000,0.1771791,1.0336434,14.6636219,-0.2158597,0.1648128
78,-12,-7.635388811150470,21.169881367536480,-12.7143965,-0.0005785,23.9669418,-0.0616318,-0.0197840,4.0000000,0.1602558,1.0341387,14.7675648,-0.1998238,0.1418540
79,-12,-7.627932171150470,21.169881367536480,-12.7147198,-0.0002479,25.6198349,-0.0521790,-0.0192709,4.0000000,0.1437048,1.0346013,14.8637266,-0.1822465,0.1204419
80,-12,-7.620475531150470,21.169881367536480,-12.7150488,0.0000826,27.2727280,-0.0429638,-0.0211803,4.0000000,0.1225941,1.0350257,14.9535093,-0.1649546,0.0998342
81,-12,-7.613018891150470,21.169881367536480,-12.7153816,0.0004132,28.9256191,-0.0347989,-0.0223930,4.0000000,0.1025252,1.0354165,15.0348454,-0.1473112,0.0815013
82,-12,-7.605562251150470,21.169881367536480,-12.7157173,0.0007438,30.5785122,-0.0276911,-0.0208822,4.0000000,0.0861700,1.0357771,15.1080685,-0.1279343,0.0651003
83,-12,-7.598105611150470,21.169881367536480,-12.7160559,0.0009917,32.2314034,-0.0207394,-0.0206577,4.0000000,0.0665715,1.0360974,15.1741438,-0.1078868,0.0492291
84,-12,-7.590648971150470,21.169881367536480,-12.7163954,0.0013223,33.8842964,-0.0147588,-0.0228016,4.0000000,0.0411092,1.0363708,15.2302675,-0.0867125,0.0360012
85,-12,-7.583192331150470,21.169881367536480,-12.7167358,0.0016529,35.5371895,-0.0100813,-0.0233801,4.0000000,0.0184606,1.0366000,15.2766027,-0.0652208,0.0254963
86,-12,-7.575735691150470,21.169881367536480,-12.7170744,0.0019835,37.1900826,-0.0068021,-0.0232820,4.0000000,-0.0030517,1.0367875,15.3143005,-0.0435123,0.0180747
87,-12,-7.337123211150471,21.169881367536480,-12.7211628,-0.0037190,9.0909090,-0.0360980,-0.0398661,4.0000000,-0.2045726,1.0384886,15.6522694,0.1248404,0.0938731
88,-12,-7.329666571150470,21.169881367536480,-12.7210016,-0.0038017,9.0909090,-0.0319290,-0.0369650,4.0000000,-0.1864790,1.0387942,15.7122726,0.1125490,0.0828534
89,-12,-7.322209931150470,21.169881367536480,-12.7208309,-0.0039669,9.0909090,-0.0279493,-0.0327559,4.0000000,-0.1660424,1.0391004,15.7722321,0.1005306,0.0718709
90,-12,-7.314753291150470,21.169881367536480,-12.7206497,-0.0041322,9.0909090,-0.0235273,-0.0270902,4.0000000,-0.1411962,1.0394046,15.8314972,0.0870157,0.0595660
91,-12,-7.307296651150470,21.169881367536480,-12.7204618,-0.0042975,9.0909090,-0.0195739,-0.0218792,4.0000000,-0.1172744,1.0396960,15.8889284,0.0735159,0.0488151
92,-12,-7.299840011150470,21.169881367536480,-12.7202673,-0.0045455,8.2644625,-0.0160188,-0.0168731,4.0000000,-0.0946001,1.0399722,15.9429750,0.0608540,0.0393396
93,-12,-7.292383371150470,21.169881367536480,-12.7200680,-0.0047934,7.4380164,-0.0123536,-0.0101852,4.0000000,-0.0674308,1.0402352,15.9931917,0.0470604,0.0296598
94,-12,-7.284926731150470,21.169881367536480,-12.7198658,0.0049587,49.5867767,-0.0095555,-0.0023981,4.0000000,-0.0388516,1.0404708,16.0379009,0.0340554,0.0224693
95,-12,-7.277470091150470,21.169881367536480,-12.7196617,0.0047107,48.7603302,-0.0070571,0.0045091,4.0000000,-0.0121968,1.0406709,16.0771828,0.0212150,0.0166258
96,-12,-7.270013451150470,21.169881367536480,-12.7194586,0.0043802,47.9338837,-0.0052737,0.0117551,4.0000000,0.0172953,1.0408399,16.1104755,0.0062148,0.0130552
97,-12,-7.262556811150470,21.169881367536480,-12.7192564,0.0040496,47.1074371,-0.0043712,0.0194705,4.0000000,0.0465572,1.0409753,16.1363258,-0.0076162,0.0122560
98,-12,-7.255100171150470,21.169881367536480,-12.7190590,0.0038017,46.2809906,-0.0041603,0.0296228,4.0000000,0.0793052,1.0410749,16.1536522,-0.0200596,0.0144823
99,-12,-7.247643531150470,21.169881367536480,-12.7188663,0.0035537,45.4545441,-0.0050660,0.0382160,4.0000000,0.1098956,1.0411260,16.1639481,-0.0334635,0.0198609
100,-12,-7.240186891150470,21.169881367536480,-12.7186804,0.0033884,45.4545441,-0.0069696,0.0492703,4.0000000,0.1436141,1.0411259,16.1663113,-0.0450735,0.0296429
101,-12,-7.232730251150470,21.169881367536480,-12.7185040,0.0031405,44.6280975,-0.0095743,0.0586511,4.0000000,0.1726272,1.0410914,16.1587563,-0.0553249,0.0413268
102,-12,-7.225273611150470,21.169881367536480,-12.7183380,0.0028926,43.8016510,-0.0133692,0.0704850,4.0000000,0.2052695,1.0410138,16.1426544,-0.0642995,0.0585187
103,-12,-7.217816971150470,21.169881367536480,-12.7181854,0.0027273,42.9752083,-0.0185726,0.0812268,4.0000000,0.2364139,1.0408808,16.1182785,-0.0739602,0.0795761
104,-12,-7.657758731150470,21.162424727536482,-12.7153559,0.0003306,27.2727280,-0.0994000,-0.0471707,4.0000000,0.2004307,1.0323026,14.3750896,-0.2947721,0.2327969
105,-12,-7.650302091150470,21.162424727536482,-12.7156744,0.0005785,28.9256191,-0.0903974,-0.0480447,4.0000000,0.1882715,1.0328621,14.4962578,-0.2843609,0.2132128
106,-12,-7.642845451150470,21.162424727536482,-12.7159996,0.0008264,30.5785122,-0.0802733,-0.0508336,4.0000000,0.1702182,1.0334017,14.6111050,-0.2718853,0.1917785
107,-12,-7.635388811150470,21.162424727536482,-12.7163315,0.0012397,33.0578499,-0.0696427,-0.0528678,4.0000000,0.1516639,1.0339115,14.7193575,-0.2573995,0.1688768
108,-12,-7.627932171150470,21.162424727536482,-12.7166681,0.0015702,34.7107430,-0.0596529,-0.0537283,4.0000000,0.1341212,1.0343874,14.8205051,-0.2415779,0.1468861
109,-12,-7.620475531150470,21.162424727536482,-12.7170086,0.0019008,36.3636360,-0.0495038,-0.0558562,4.0000000,0.1128552,1.0348346,14.9137259,-0.2245676,0.1250700
110,-12,-7.613018891150470,21.162424727536482,-12.7173529,0.0022314,38.0165291,-0.0400084,-0.0574994,4.0000000,0.0919328,1.0352482,14.9986753,-0.2069317,0.1045109
111,-12,-7.605562251150470,21.162424727536482,-12.7176991,0.0025620,39.6694221,-0.0319531,-0.0573389,4.0000000,0.0740209,1.0356221,15.0768261,-0.1886988,0.0863329
112,-12,-7.598105611150470,21.162424727536482,-12.7180471,0.0028099,41.3223152,-0.0238950,-0.0587030,4.0000000,0.0529295,1.0359609,15.1467476,-0.1703355,0.0688832
113,-12,-7.590648971150470,21.162424727536482,-12.7183952,0.0032231,42.9752083,-0.0168459,-0.0615777,4.0000000,0.0283399,1.0362594,15.2070246,-0.1514954,0.0545935
114,-12,-7.583192331150470,21.162424727536482,-12.7187424,0.0036364,44.6280975,-0.0112513,-0.0619630,4.0000000,0.0071299,1.0365154,15.2592201,-0.1310558,0.0423362
115,-12,-7.575735691150470,21.162424727536482,-12.7190876,0.0040496,46.2809906,-0.0066902,-0.0621021,4.0000000,-0.0141048,1.0367335,15.3031416,-0.1100993,0.0323239
116,-12,-7.568279051150470,21.162424727536482,-12.7194300,0.0044628,47.9338837,-0.0032054,-0.0633760,4.0000000,-0.0364386,1.0369051,15.3374863,-0.0903134,0.0254415
117,-12,-7.337123211150471,21.162424727536482,-12.7232485,-0.0018182,18.1818180,-0.0202177,-0.0734517,4.0000000,-0.2014960,1.0386240,15.6788263,0.0545926,0.0756423
118,-12,-7.329666571150470,21.162424727536482,-12.7230949,-0.0018182,18.1818180,-0.0174739,-0.0705224,4.0000000,-0.1841641,1.0389034,15.7329321,0.0431194,0.0668676
119,-12,-7.322209931150470,21.162424727536482,-12.7229309,-0.0019008,18.1818180,-0.0146026,-0.0672300,4.0000000,-0.1644016,1.0391741,15.7871265,0.0299415,0.0575887
120,-12,-7.314753291150470,21.162424727536482,-12.7227573,-0.0019835,18.1818180,-0.0121240,-0.0621839,4.0000000,-0.1417202,1.0394468,15.8402910,0.0173525,0.0482287
121,-12,-7.307296651150470,21.162424727536482,-12.7225761,-0.0020661,18.1818180,-0.0101224,-0.0582855,4.0000000,-0.1202286,1.0397130,15.8913651,0.0036576,0.0409083
122,-12,-7.299840011150470,21.162424727536482,-12.7223883,-0.0022314,17.3553715,-0.0078952,-0.0550874,4.0000000,-0.0992807,1.0399632,15.9405289,-0.0108942,0.0336017
123,-12,-7.292383371150470,21.162424727536482,-12.7221956,-0.0023967,16.5289249,-0.0063367,-0.0490344,4.0000000,-0.0736659,1.0401963,15.9856300,-0.0244030,0.0265682
124,-12,-7.284926731150470,21.162424727536482,-12.7219992,-0.0025620,15.7024794,-0.0053582,-0.0423447,4.0000000,-0.0467903,1.0404038,16.0261307,-0.0378992,0.0210458
125,-12,-7.277470091150470,21.162424727536482,-12.7218008,-0.0027273,14.8760328,-0.0047369,-0.0367786,4.0000000,-0.0216146,1.0405838,16.0605278,-0.0519426,0.0172573
126,-12,-7.270013451150470,21.162424727536482,-12.7216015,-0.0029752,14.0495872,-0.0050179,-0.0299101,4.0000000,0.0059118,1.0407375,16.0893078,-0.0657321,0.0155878
127,-12,-7.262556811150470,21.162424727536482,-12.7214031,-0.0032231,13.2231407,-0.0060750,-0.0216888,4.0000000,0.0346169,1.0408498,16.1102543,-0.0779945,0.0160378
128,-12,-7.255100171150470,21.162424727536482,-12.7212086,-0.0034711,12.3966942,-0.0080318,-0.0128349,4.0000000,0.0649175,1.0409173,16.1255417,-0.0905872,0.0193054
129,-12,-7.247643531150470,21.162424727536482,-12.7210169,-0.0037190,11.5702477,-0.0106713,-0.0039393,4.0000000,0.0941688,1.0409539,16.1323833,-0.1020473,0.0250633
130,-12,-7.240186891150470,21.162424727536482,-12.7208319,-0.0038843,10.7438021,-0.0147443,0.0057955,4.0000000,0.1259401,1.0409528,16.1310024,-0.1143490,0.0351587
131,-12,-7.232730251150470,21.162424727536482,-12.7206554,-0.0041322,9.9173555,-0.0193696,0.0156250,4.0000000,0.1556590,1.0409036,16.1211147,-0.1244091,0.0476042
132,-12,-7.225273611150470,21.162424727536482,-12.7204885,-0.0043802,9.0909090,-0.0252879,0.0267975,4.0000000,0.1873445,1.0408075,16.1041870,-0.1337494,0.0645482
133,-12,-7.217816971150470,21.162424727536482,-12.7203321,-0.0045455,9.0909090,-0.0321263,0.0382558,4.0000000,0.2183807,1.0406642,16.0765648,-0.1418691,0.0850713
134,-12,-7.210360331150470,21.162424727536482,-12.7201900,-0.0047107,9.0909090,-0.0395719,0.0484693,4.0000000,0.2460082,1.0404751,16.0401630,-0.1490696,0.1076583
135,-12,-7.202903691150470,21.162424727536482,-12.7200623,-0.0049587,8.2644625,-0.0471545,0.0592606,4.0000000,0.2717707,1.0402429,15.9955063,-0.1532496,0.1319156
136,-12,-7.657758731150470,21.154968087536481,-12.7172337,0.0021488,36.3636360,-0.1066864,-0.0740394,4.0000000,0.1961621,1.0319417,14.2962217,-0.3442410,0.2614905
137,-12,-7.650302091150470,21.154968087536481,-12.7175684,0.0023967,38.0165291,-0.0971831,-0.0758157,4.0000000,0.1829254,1.0325124,14.4198208,-0.3345568,0.2416743
138,-12,-7.642845451150470,21.154968087536481,-12.7179098,0.0026446,39.6694221,-0.0861571,-0.0804268,4.0000000,0.1628887,1.0330621,14.5381393,-0.3237424,0.2202509
139,-12,-7.635388811150470,21.154968087536481,-12.7182560,0.0030579,42.1487617,-0.0751390,-0.0836075,4.0000000,0.1434928,1.0335852,14.6503115,-0.3107078,0.1979906
140,-12,-7.627932171150470,21.154968087536481,-12.7186060,0.0034711,43.8016510,-0.0648966,-0.0858626,4.0000000,0.1254950,1.0340824,14.7555466,-0.2972203,0.1768443
141,-12,-7.620475531150470,21.154968087536481,-12.7189598,0.0038843,45.4545441,-0.0541684,-0.0891500,4.0000000,0.1038057,1.0345511,14.8537683,-0.2821057,0.1554107
142,-12,-7.613018891150470,21.154968087536481,-12.7193165,0.0042975,47.1074371,-0.0434813,-0.0919127,4.0000000,0.0813667,1.0349816,14.9436121,-0.2651920,0.1337451
143,-12,-7.605562251150470,21.154968087536481,-12.7196732,0.0047107,48.7603302,-0.0344038,-0.0931055,4.0000000,0.0619419,1.0353713,15.0245733,-0.2481528,0.1144911
144,-12,-7.598105611150470,21.154968087536481,-12.7200308,-0.0049587,4.1322312,-0.0256896,-0.0940045,4.0000000,0.0413664,1.0357239,15.0971107,-0.2293754,0.0958446
145,-12,-7.590648971150470,21.154968087536481,-12.7203884,-0.0045455,5.7851238,-0.0173404,-0.0975727,4.0000000,0.0165579,1.0360352,15.1611471,-0.2117033,0.0803305
146,-12,-7.583192331150470,21.154968087536481,-12.7207432,-0.0041322,7.4380164,-0.0107264,-0.0991166,4.0000000,-0.0050510,1.0363089,15.2171850,-0.1931822,0.0671083
147,-12,-7.575735691150470,21.154968087536481,-12.7210960,-0.0037190,9.0909090,-0.0049241,-0.0997236,4.0000000,-0.0261843,1.0365498,15.2657690,-0.1732629,0.0549524
148,-12,-7.568279051150470,21.154968087536481,-12.7214441,-0.0033058,10.7438021,-0.0002545,-0.1000639,4.0000000,-0.0479901,1.0367498,15.3059750,-0.1521377,0.0451996
149,-12,-7.560822411150470,21.154968087536481,-12.7217875,-0.0028926,12.3966942,0.0034615,-0.1022598,4.0000000,-0.0706694,1.0369051,15.3373423,-0.1338502,0.0393395
