OID_,ClipsFinal_DEM_Large_S3_RegG1,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-7.217816971150471,20.282541207536479,-12.8493958,0.0044628,46.2809906,-0.4190474,-0.0769308,4.0000000,0.5688184,1.0707725,20.9502640,-0.7226799,1.1075089
2,-12,-7.210360331150472,20.282541207536479,-12.8516531,-0.0033058,19.8347111,-0.4273570,-0.0881881,4.0000000,0.5685384,1.0717043,21.0788555,-0.7449146,1.1372465
3,-12,-7.202903691150471,20.282541207536479,-12.8539028,-0.0010744,26.4462814,-0.4326470,-0.0963999,4.0000000,0.5674617,1.0726255,21.2071285,-0.7602615,1.1587238
4,-12,-7.225273611150472,20.275084567536481,-12.8488331,0.0037190,43.8016510,-0.4023966,-0.0951547,4.0000000,0.5257284,1.0714184,21.0403099,-0.7160378,1.0751220
5,-12,-7.217816971150471,20.275084567536481,-12.8511391,-0.0039669,18.1818180,-0.4108189,-0.1083126,4.0000000,0.5271409,1.0723652,21.1717396,-0.7437660,1.1083871
6,-12,-7.210360331150472,20.275084567536481,-12.8534374,-0.0016529,24.7933884,-0.4175208,-0.1206594,4.0000000,0.5272245,1.0733078,21.3003750,-0.7685433,1.1381418
7,-12,-7.202903691150471,20.275084567536481,-12.8557291,0.0006612,32.2314034,-0.4223236,-0.1313082,4.0000000,0.5262652,1.0742401,21.4277344,-0.7888815,1.1629112
8,-12,-7.195447051150472,20.275084567536481,-12.8580103,0.0028926,40.4958687,-0.4243065,-0.1419206,4.0000000,0.5223197,1.0751448,21.5506802,-0.8061609,1.1813198
9,-12,-7.187990411150471,20.275084567536481,-12.8602810,-0.0047934,16.5289249,-0.4227929,-0.1500861,4.0000000,0.5165026,1.0760527,21.6735287,-0.8166746,1.1891091
10,-12,-7.180533771150472,20.275084567536481,-12.8625402,-0.0025620,22.3140488,-0.4168727,-0.1572651,4.0000000,0.5072504,1.0769559,21.7941666,-0.8217807,1.1848623
11,-12,-7.232730251150471,20.267627927536481,-12.8481827,0.0030579,41.3223152,-0.3828135,-0.1059763,4.0000000,0.4774465,1.0719012,21.1071701,-0.6893991,1.0335723
12,-12,-7.225273611150472,20.267627927536481,-12.8505335,-0.0046281,16.5289249,-0.3928570,-0.1233122,4.0000000,0.4803542,1.0728943,21.2445488,-0.7269785,1.0760318
13,-12,-7.217816971150471,20.267627927536481,-12.8528805,-0.0023140,23.1404953,-0.4010479,-0.1385080,4.0000000,0.4826761,1.0738598,21.3751888,-0.7596921,1.1142235
14,-12,-7.210360331150472,20.267627927536481,-12.8552208,0.0000826,30.5785122,-0.4064547,-0.1530511,4.0000000,0.4827143,1.0748028,21.5051842,-0.7888165,1.1466384
