OID_,ClipsFinal_DEM_Large_S3_RegC,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-13,-5.018108171150472,18.500404247536480,-13.2857418,0.0004132,33.0578499,0.3536930,-0.9189964,4.0000000,-1.2571198,1.0516648,18.0457897,-0.5808730,3.4335673
2,-13,-5.010651531150472,18.500404247536480,-13.2858734,0.0005785,33.8842964,0.4029737,-0.9122316,4.0000000,-1.3085346,1.0527964,18.2354298,-0.5159286,3.2965000
3,-13,-5.003194891150472,18.500404247536480,-13.2859182,0.0005785,33.8842964,0.4399456,-0.9026563,5.0000000,-1.3422071,1.0539175,18.4196625,-0.4631056,3.1564865
4,-13,-4.995738251150472,18.500404247536480,-13.2858763,0.0004959,33.8842964,0.4632351,-0.8901202,4.0000000,-1.3583670,1.0550237,18.5973988,-0.4218735,3.0158770
5,-13,-4.988281611150472,18.500404247536480,-13.2857456,0.0004132,33.8842964,0.4738500,-0.8725895,4.0000000,-1.3524966,1.0561030,18.7721481,-0.3926823,2.8537576
6,-13,-4.980824971150472,18.500404247536480,-13.2855291,0.0002479,33.0578499,0.4711086,-0.8502166,4.0000000,-1.3281690,1.0571616,18.9414806,-0.3722642,2.6767850
7,-13,-4.973368331150472,18.500404247536480,-13.2852278,-0.0000826,32.2314034,0.4596739,-0.8255250,4.0000000,-1.2908552,1.0582095,19.1058655,-0.3601948,2.4995463
8,-13,-4.965911691150472,18.500404247536480,-13.2848434,-0.0004959,30.5785122,0.4401135,-0.7976698,4.0000000,-1.2405728,1.0592331,19.2630844,-0.3547668,2.3158085
9,-13,-4.958455051150472,18.500404247536480,-13.2843790,-0.0009091,28.9256191,0.4121996,-0.7658703,4.0000000,-1.1789287,1.0602194,19.4157887,-0.3528119,2.1242845
10,-13,-5.047934731150472,18.492947607536482,-13.2865982,0.0009091,33.8842964,0.2308017,-1.0193297,4.0000000,-0.8911960,1.0460149,17.0670528,-1.1474633,4.3776479
11,-13,-5.040478091150472,18.492947607536482,-13.2871161,0.0014050,36.3636360,0.3355209,-1.0255871,4.0000000,-1.0171268,1.0471284,17.2644787,-1.0340475,4.2592921
12,-13,-5.033021451150472,18.492947607536482,-13.2875490,0.0019008,38.8429756,0.4318513,-1.0303178,4.0000000,-1.1298807,1.0482283,17.4581661,-0.9307548,4.1430445
13,-13,-5.025564811150472,18.492947607536482,-13.2878933,0.0022314,40.4958687,0.5140157,-1.0309350,4.0000000,-1.2262138,1.0493231,17.6484470,-0.8356562,4.0155392
14,-13,-5.018108171150472,18.492947607536482,-13.2881489,0.0025620,42.1487617,0.5781167,-1.0266047,4.0000000,-1.3010888,1.0504180,17.8355732,-0.7521205,3.8744521
15,-13,-5.010651531150472,18.492947607536482,-13.2883129,0.0027273,42.9752083,0.6291212,-1.0195525,4.0000000,-1.3582014,1.0515130,18.0197849,-0.6809034,3.7303336
16,-13,-5.003194891150472,18.492947607536482,-13.2883873,0.0027273,42.9752083,0.6667284,-1.0096939,5.0000000,-1.3960223,1.0526026,18.2016354,-0.6233655,3.5821950
17,-13,-4.995738251150472,18.492947607536482,-13.2883692,0.0026446,42.9752083,0.6859875,-0.9945959,4.0000000,-1.4134505,1.0536857,18.3821259,-0.5757414,3.4187212
18,-13,-4.988281611150472,18.492947607536482,-13.2882605,0.0025620,42.9752083,0.6923537,-0.9750116,4.0000000,-1.4077191,1.0547762,18.5585213,-0.5423040,3.2333393
19,-13,-4.980824971150472,18.492947607536482,-13.2880611,0.0023967,42.1487617,0.6820284,-0.9500787,4.0000000,-1.3830265,1.0558629,18.7323380,-0.5171309,3.0321040
20,-13,-4.973368331150472,18.492947607536482,-13.2877750,0.0021488,41.3223152,0.6630358,-0.9232233,4.0000000,-1.3457007,1.0569346,18.9033852,-0.5007457,2.8327775
21,-13,-4.965911691150472,18.492947607536482,-13.2874022,0.0018182,39.6694221,0.6322255,-0.8918170,4.0000000,-1.2942449,1.0579925,19.0710049,-0.4893892,2.6213627
22,-13,-4.958455051150472,18.492947607536482,-13.2869463,0.0014050,38.0165291,0.5938785,-0.8567739,4.0000000,-1.2302977,1.0590315,19.2334270,-0.4832500,2.4000108
23,-13,-4.950998411150472,18.492947607536482,-13.2864094,0.0009091,36.3636360,0.5464541,-0.8170491,4.0000000,-1.1567808,1.0600499,19.3898487,-0.4773174,2.1700127
24,-13,-4.943541771150472,18.492947607536482,-13.2857971,0.0002479,33.8842964,0.4974719,-0.7762319,4.0000000,-1.0796396,1.0610439,19.5403347,-0.4728243,1.9486108
25,-13,-4.936085131150472,18.492947607536482,-13.2851114,-0.0004132,31.4049587,0.4443182,-0.7322510,4.0000000,-0.9987730,1.0619946,19.6855659,-0.4657290,1.7294184
26,-13,-4.928628491150472,18.492947607536482,-13.2843580,-0.0012397,28.0991745,0.3914768,-0.6865238,4.0000000,-0.9144556,1.0628997,19.8220367,-0.4585920,1.5152010
27,-13,-4.921171851150472,18.492947607536482,-13.2835398,-0.0019008,25.6198349,0.3398289,-0.6409645,4.0000000,-0.8326291,1.0637543,19.9492683,-0.4492999,1.3212206
28,-13,-5.070304651150472,18.485490967536482,-13.2865877,0.0007438,30.5785122,0.0625467,-1.0864067,4.0000000,-0.4677576,1.0419185,16.3136234,-1.7050560,5.1688714
29,-13,-5.062848011150472,18.485490967536482,-13.2874060,0.0016529,35.5371895,0.1957641,-1.1011461,4.0000000,-0.6170679,1.0428841,16.4949532,-1.5852244,5.0745783
30,-13,-5.055391371150472,18.485490967536482,-13.2881432,0.0023967,39.6694221,0.3271164,-1.1141747,4.0000000,-0.7646959,1.0438638,16.6773453,-1.4636536,4.9727178
31,-13,-5.047934731150472,18.485490967536482,-13.2887964,0.0030579,42.9752083,0.4521663,-1.1247759,4.0000000,-0.9068416,1.0448521,16.8566074,-1.3427101,4.8635912
32,-13,-5.040478091150472,18.485490967536482,-13.2893639,0.0036364,45.4545441,0.5680684,-1.1335286,4.0000000,-1.0407959,1.0458412,17.0362473,-1.2262614,4.7577667
33,-13,-5.033021451150472,18.485490967536482,-13.2898407,0.0042149,47.9338837,0.6724911,-1.1391127,4.0000000,-1.1611438,1.0468327,17.2136879,-1.1170818,4.6431136
34,-13,-5.025564811150472,18.485490967536482,-13.2902260,-0.0053719,8.2644625,0.7597552,-1.1410339,4.0000000,-1.2641149,1.0478400,17.3911343,-1.0179530,4.5248799
35,-13,-5.018108171150472,18.485490967536482,-13.2905188,-0.0049587,9.9173555,0.8280224,-1.1368103,4.0000000,-1.3446971,1.0488619,17.5680923,-0.9289235,4.3771954
36,-13,-5.010651531150472,18.485490967536482,-13.2907162,-0.0047107,10.7438021,0.8828088,-1.1301961,4.0000000,-1.4078889,1.0498992,17.7476120,-0.8525032,4.2285843
37,-13,-5.003194891150472,18.485490967536482,-13.2908192,-0.0046281,11.5702477,0.9180024,-1.1187812,4.0000000,-1.4485441,1.0509518,17.9259663,-0.7890182,4.0649810
38,-13,-4.995738251150472,18.485490967536482,-13.2908268,-0.0046281,12.3966942,0.9362179,-1.1030034,5.0000000,-1.4685053,1.0520178,18.1045113,-0.7375015,3.8863533
39,-13,-4.988281611150472,18.485490967536482,-13.2907400,-0.0047107,12.3966942,0.9340416,-1.0806211,4.0000000,-1.4633871,1.0531007,18.2836647,-0.6978550,3.6768816
40,-13,-4.980824971150472,18.485490967536482,-13.2905607,-0.0048760,12.3966942,0.9138801,-1.0528288,4.0000000,-1.4386966,1.0541946,18.4636574,-0.6669610,3.4494271
41,-13,-4.973368331150472,18.485490967536482,-13.2902889,-0.0052066,11.5702477,0.8821461,-1.0217736,4.0000000,-1.3999226,1.0552936,18.6414738,-0.6436244,3.2161186
42,-13,-4.965911691150472,18.485490967536482,-13.2899294,0.0043802,48.7603302,0.8406608,-0.9880407,4.0000000,-1.3496039,1.0563999,18.8187981,-0.6264774,2.9827197
43,-13,-4.958455051150472,18.485490967536482,-13.2894831,0.0038843,47.1074371,0.7858160,-0.9478332,4.0000000,-1.2831092,1.0575013,18.9925842,-0.6125572,2.7235949
44,-13,-4.950998411150472,18.485490967536482,-13.2889547,0.0033884,45.4545441,0.7243346,-0.9040753,4.0000000,-1.2071327,1.0585812,19.1621532,-0.6010178,2.4591436
45,-13,-4.943541771150472,18.485490967536482,-13.2883482,0.0027273,42.9752083,0.6591791,-0.8581250,4.0000000,-1.1268046,1.0596435,19.3265247,-0.5894453,2.2010181
46,-13,-4.936085131150472,18.485490967536482,-13.2876663,0.0020661,40.4958687,0.5953740,-0.8122966,4.0000000,-1.0460103,1.0606762,19.4856720,-0.5785829,1.9602578
47,-13,-4.928628491150472,18.485490967536482,-13.2869148,0.0012397,37.1900826,0.5303107,-0.7638753,4.0000000,-0.9608697,1.0616689,19.6359196,-0.5668809,1.7214870
48,-13,-4.921171851150472,18.485490967536482,-13.2860975,0.0005785,34.7107430,0.4674982,-0.7159994,4.0000000,-0.8797838,1.0626150,19.7784367,-0.5522150,1.5059174
49,-13,-4.913715211150472,18.485490967536482,-13.2852192,-0.0002479,31.4049587,0.4071493,-0.6677223,4.0000000,-0.7995816,1.0635014,19.9106808,-0.5358630,1.3047888
50,-13,-4.906258571150472,18.485490967536482,-13.2842836,-0.0011570,28.0991745,0.3494453,-0.6187880,4.0000000,-0.7202012,1.0643249,20.0333939,-0.5173748,1.1170472
51,-13,-4.898801931150472,18.485490967536482,-13.2832956,-0.0021488,23.9669418,0.2974307,-0.5727050,4.0000000,-0.6476741,1.0650760,20.1436386,-0.4977360,0.9578921
52,-13,-5.085217931150472,18.478034327536481,-13.2865744,0.0008264,29.7520657,-0.0397487,-1.1354240,4.0000000,-0.1774494,1.0394537,15.8379507,-2.0933986,5.7348642
53,-13,-5.077761291150472,18.478034327536481,-13.2876101,0.0018182,34.7107430,0.1137658,-1.1599300,4.0000000,-0.3195580,1.0402125,15.9870872,-2.0003021,5.6895189
54,-13,-5.070304651150472,18.478034327536481,-13.2885685,0.0028099,39.6694221,0.2662892,-1.1824512,4.0000000,-0.4682962,1.0409914,16.1371670,-1.8966062,5.6381044
55,-13,-5.062848011150472,18.478034327536481,-13.2894459,0.0038017,44.6280975,0.4145862,-1.2014462,4.0000000,-0.6202781,1.0417955,16.2901344,-1.7826142,5.5695000
56,-13,-5.055391371150472,18.478034327536481,-13.2902403,-0.0053719,6.6115704,0.5623034,-1.2186331,4.0000000,-0.7740120,1.0426149,16.4438229,-1.6632540,5.4909015
57,-13,-5.047934731150472,18.478034327536481,-13.2909460,-0.0046281,8.2644625,0.7008449,-1.2326456,4.0000000,-0.9227332,1.0434431,16.5994377,-1.5425580,5.4034209
58,-13,-5.040478091150472,18.478034327536481,-13.2915621,-0.0039669,10.7438021,0.8292874,-1.2438688,4.0000000,-1.0636311,1.0442883,16.7559242,-1.4241066,5.3102908
59,-13,-5.033021451150472,18.478034327536481,-13.2920847,-0.0033058,13.2231407,0.9412464,-1.2506784,4.0000000,-1.1913933,1.0451649,16.9143524,-1.3099636,5.2040224
60,-13,-5.025564811150472,18.478034327536481,-13.2925119,-0.0028099,15.7024794,1.0355337,-1.2537695,4.0000000,-1.3014421,1.0460688,17.0765591,-1.2060968,5.0912647
61,-13,-5.018108171150472,18.478034327536481,-13.2928419,-0.0023140,18.1818180,1.1045928,-1.2488171,4.0000000,-1.3869840,1.0470005,17.2438049,-1.1106502,4.9351826
62,-13,-5.010651531150472,18.478034327536481,-13.2930737,-0.0019835,19.8347111,1.1604440,-1.2423123,4.0000000,-1.4563051,1.0479743,17.4138737,-1.0283194,4.7851667
63,-13,-5.003194891150472,18.478034327536481,-13.2932072,-0.0019008,20.6611576,1.1921488,-1.2295583,4.0000000,-1.5010278,1.0489786,17.5883808,-0.9580889,4.6087799
64,-13,-4.995738251150472,18.478034327536481,-13.2932415,-0.0019008,21.4876041,1.2029717,-1.2113163,5.0000000,-1.5222571,1.0500134,17.7657661,-0.9003756,4.4082432
65,-13,-4.988281611150472,18.478034327536481,-13.2931776,-0.0019835,21.4876041,1.1887417,-1.1853975,4.0000000,-1.5184349,1.0510852,17.9479904,-0.8523601,4.1705642
66,-13,-4.980824971150472,18.478034327536481,-13.2930174,-0.0021488,21.4876041,1.1609299,-1.1560421,4.0000000,-1.4956715,1.0521872,18.1331558,-0.8164126,3.9222724
67,-13,-4.973368331150472,18.478034327536481,-13.2927628,-0.0024793,20.6611576,1.1152653,-1.1211690,4.0000000,-1.4556514,1.0533159,18.3199234,-0.7866865,3.6552999
68,-13,-4.965911691150472,18.478034327536481,-13.2924175,-0.0028926,19.8347111,1.0591896,-1.0833834,4.0000000,-1.4038646,1.0544684,18.5059071,-0.7629023,3.3866594
69,-13,-4.958455051150472,18.478034327536481,-13.2919827,-0.0033884,18.1818180,0.9907061,-1.0401003,4.0000000,-1.3369522,1.0556264,18.6942959,-0.7432485,3.0974491
70,-13,-4.950998411150472,18.478034327536481,-13.2914629,-0.0039669,15.7024794,0.9150663,-0.9930954,4.0000000,-1.2596676,1.0567684,18.8774071,-0.7265232,2.8007762
71,-13,-4.943541771150472,18.478034327536481,-13.2908630,-0.0047107,13.2231407,0.8334883,-0.9428093,4.0000000,-1.1769114,1.0579022,19.0559235,-0.7087073,2.5061154
72,-13,-4.936085131150472,18.478034327536481,-13.2901869,-0.0054545,10.7438021,0.7545409,-0.8931006,4.0000000,-1.0944262,1.0590166,19.2286434,-0.6917750,2.2334747
73,-13,-4.928628491150472,18.478034327536481,-13.2894392,0.0037190,46.2809906,0.6743897,-0.8411299,4.0000000,-1.0094508,1.0600932,19.3952656,-0.6728089,1.9676533
74,-13,-4.921171851150472,18.478034327536481,-13.2886248,0.0030579,43.8016510,0.5983906,-0.7902151,4.0000000,-0.9284778,1.0611278,19.5535755,-0.6519524,1.7274414
75,-13,-4.913715211150472,18.478034327536481,-13.2877474,0.0022314,40.4958687,0.5247605,-0.7384659,4.0000000,-0.8482849,1.0621123,19.7026100,-0.6286469,1.5009847
76,-13,-4.906258571150472,18.478034327536481,-13.2868118,0.0013223,37.1900826,0.4556742,-0.6870013,4.0000000,-0.7691771,1.0630434,19.8419151,-0.6048256,1.2919756
77,-13,-4.898801931150472,18.478034327536481,-13.2858229,0.0003306,33.0578499,0.3944784,-0.6392791,4.0000000,-0.6979289,1.0639009,19.9700031,-0.5806292,1.1158844
78,-13,-4.891345291150472,18.478034327536481,-13.2847853,-0.0006612,28.9256191,0.3417123,-0.5960563,4.0000000,-0.6326881,1.0646952,20.0871887,-0.5594245,0.9695705
79,-13,-4.883888651150472,18.478034327536481,-13.2837009,-0.0016529,24.7933884,0.2936002,-0.5544204,4.0000000,-0.5682490,1.0654213,20.1932850,-0.5405917,0.8392786
80,-13,-5.100131211150472,18.470577687536480,-13.2859411,0.0003306,25.6198349,-0.1655673,-1.1574436,4.0000000,0.0364324,1.0377350,15.4969330,-2.3513196,6.1407127
81,-13,-5.092674571150472,18.470577687536480,-13.2871895,0.0015702,31.4049587,-0.0131285,-1.1889555,4.0000000,-0.0667929,1.0382569,15.6022854,-2.3111181,6.1526356
82,-13,-5.085217931150472,18.470577687536480,-13.2883663,0.0027273,37.1900826,0.1508590,-1.2204763,4.0000000,-0.1894313,1.0387894,15.7092409,-2.2515213,6.1574388
83,-13,-5.077761291150472,18.470577687536480,-13.2894678,0.0038017,42.9752083,0.3229345,-1.2509199,4.0000000,-0.3277988,1.0393469,15.8195925,-2.1740410,6.1509681
84,-13,-5.070304651150472,18.470577687536480,-13.2904892,-0.0051240,7.4380164,0.4902935,-1.2772894,4.0000000,-0.4738769,1.0399297,15.9317589,-2.0807018,6.1257062
85,-13,-5.062848011150472,18.470577687536480,-13.2914276,-0.0041322,9.9173555,0.6578280,-1.3018776,4.0000000,-0.6276963,1.0405365,16.0501328,-1.9760588,6.0940666
86,-13,-5.055391371150472,18.470577687536480,-13.2922783,-0.0033058,12.3966942,0.8194438,-1.3222696,4.0000000,-0.7850071,1.0411688,16.1719837,-1.8595319,6.0388622
87,-13,-5.047934731150472,18.470577687536480,-13.2930384,-0.0025620,14.8760328,0.9747143,-1.3409975,4.0000000,-0.9411497,1.0418272,16.2976379,-1.7408451,5.9864902
88,-13,-5.040478091150472,18.470577687536480,-13.2937031,-0.0019008,18.1818180,1.1127964,-1.3539861,4.0000000,-1.0866565,1.0425212,16.4278774,-1.6213158,5.9070415
89,-13,-5.033021451150472,18.470577687536480,-13.2942724,-0.0012397,21.4876041,1.2307527,-1.3617883,4.0000000,-1.2194976,1.0432560,16.5644054,-1.5040790,5.8101530
90,-13,-5.025564811150472,18.470577687536480,-13.2947416,-0.0007438,24.7933884,1.3281111,-1.3648560,4.0000000,-1.3349923,1.0440331,16.7080517,-1.3947196,5.6978741
91,-13,-5.018108171150472,18.470577687536480,-13.2951097,-0.0003306,27.2727280,1.4040437,-1.3622569,4.0000000,-1.4284617,1.0448617,16.8592911,-1.2960520,5.5564151
92,-13,-5.010651531150472,18.470577687536480,-13.2953768,-0.0000826,28.9256191,1.4577975,-1.3548225,4.0000000,-1.5030998,1.0457457,17.0187016,-1.2065452,5.3989139
93,-13,-5.003194891150472,18.470577687536480,-13.2955408,0.0000000,29.7520657,1.4834927,-1.3401500,4.0000000,-1.5514635,1.0466857,17.1862125,-1.1288366,5.2052631
94,-13,-4.995738251150472,18.470577687536480,-13.2956018,0.0000826,30.5785122,1.4856043,-1.3192021,5.0000000,-1.5743879,1.0476832,17.3630066,-1.0640163,4.9787750
95,-13,-4.988281611150472,18.470577687536480,-13.2955627,0.0000826,30.5785122,1.4617478,-1.2913398,4.0000000,-1.5733064,1.0487443,17.5467663,-1.0093732,4.7207823
96,-13,-4.980824971150472,18.470577687536480,-13.2954235,0.0000000,30.5785122,1.4207239,-1.2587951,4.0000000,-1.5521716,1.0498598,17.7376537,-0.9654187,4.4433632
97,-13,-4.973368331150472,18.470577687536480,-13.2951870,-0.0002479,29.7520657,1.3614197,-1.2207379,4.0000000,-1.5116346,1.0510057,17.9330215,-0.9298413,4.1437812
98,-13,-4.965911691150472,18.470577687536480,-13.2948570,-0.0005785,28.9256191,1.2884669,-1.1785614,4.0000000,-1.4580721,1.0521854,18.1324577,-0.8990508,3.8358579
99,-13,-4.958455051150472,18.470577687536480,-13.2944355,-0.0009917,27.2727280,1.2040608,-1.1317245,4.0000000,-1.3909068,1.0534056,18.3327732,-0.8725421,3.5128605
100,-13,-4.950998411150472,18.470577687536480,-13.2939262,-0.0014876,24.7933884,1.1097867,-1.0803936,4.0000000,-1.3131903,1.0546296,18.5321579,-0.8475966,3.1808302
101,-13,-4.943541771150472,18.470577687536480,-13.2933359,-0.0021488,22.3140488,1.0117757,-1.0264839,4.0000000,-1.2297198,1.0558394,18.7279377,-0.8232480,2.8529685
102,-13,-4.936085131150472,18.470577687536480,-13.2926664,-0.0028099,19.8347111,0.9142866,-0.9718386,4.0000000,-1.1455729,1.0570338,18.9184475,-0.7981042,2.5430582
103,-13,-4.928628491150472,18.470577687536480,-13.2919245,-0.0036364,17.3553715,0.8166935,-0.9153712,4.0000000,-1.0600671,1.0581995,19.1014309,-0.7706754,2.2443399
104,-13,-4.921171851150472,18.470577687536480,-13.2911139,-0.0043802,14.8760328,0.7280256,-0.8617942,4.0000000,-0.9792647,1.0593312,19.2773743,-0.7443236,1.9796475
105,-13,-4.913715211150472,18.470577687536480,-13.2902393,-0.0052066,12.3966942,0.6427858,-0.8078352,4.0000000,-0.8996605,1.0604162,19.4452534,-0.7160099,1.7313842
106,-13,-4.906258571150472,18.470577687536480,-13.2893066,0.0038843,46.2809906,0.5633000,-0.7546680,4.0000000,-0.8210464,1.0614510,19.6029510,-0.6882896,1.5029838
107,-13,-4.898801931150472,18.470577687536480,-13.2883186,0.0028926,42.1487617,0.4937816,-0.7057763,4.0000000,-0.7502797,1.0624185,19.7474823,-0.6612728,1.3094494
108,-13,-4.891345291150472,18.470577687536480,-13.2872810,0.0019008,38.0165291,0.4349046,-0.6622494,4.0000000,-0.6868048,1.0633178,19.8828354,-0.6376939,1.1497383
109,-13,-4.883888651150472,18.470577687536480,-13.2861958,0.0009091,33.8842964,0.3800489,-0.6197310,4.0000000,-0.6229712,1.0641484,20.0064240,-0.6164908,1.0045271
110,-13,-4.876432011150472,18.470577687536480,-13.2850666,-0.0002479,29.7520657,0.3316568,-0.5805057,4.0000000,-0.5623935,1.0648872,20.1158829,-0.5986179,0.8806956
111,-13,-4.868975371150472,18.470577687536480,-13.2838974,-0.0014876,24.7933884,0.2902075,-0.5464223,4.0000000,-0.5076723,1.0655457,20.2117138,-0.5851724,0.7839307
112,-13,-5.107587851150472,18.463121047536482,-13.2861414,0.0005785,26.4462814,-0.1493864,-1.1894592,5.0000000,0.0611325,1.0371722,15.3846741,-2.4400508,6.4097872
113,-13,-5.100131211150472,18.463121047536482,-13.2875290,0.0019008,32.2314034,0.0050013,-1.2280574,4.0000000,-0.0088380,1.0374519,15.4405174,-2.4472766,6.4846983
114,-13,-5.092674571150472,18.463121047536482,-13.2888479,0.0032231,38.8429756,0.1771653,-1.2658898,4.0000000,-0.1021310,1.0377502,15.5025434,-2.4296486,6.5350218
115,-13,-5.085217931150472,18.463121047536482,-13.2900925,-0.0055372,6.6115704,0.3614664,-1.3037591,4.0000000,-0.2163343,1.0380629,15.5657787,-2.3911839,6.5819011
116,-13,-5.077761291150472,18.463121047536482,-13.2912598,-0.0043802,9.0909090,0.5495024,-1.3394293,4.0000000,-0.3470847,1.0384039,15.6328001,-2.3317738,6.6181450
117,-13,-5.070304651150472,18.463121047536482,-13.2923450,-0.0033058,12.3966942,0.7318242,-1.3695767,4.0000000,-0.4880952,1.0387608,15.7042942,-2.2510581,6.6216044
118,-13,-5.062848011150472,18.463121047536482,-13.2933426,-0.0023140,15.7024794,0.9176310,-1.3995357,4.0000000,-0.6407247,1.0391470,15.7816229,-2.1583467,6.6326799
119,-13,-5.055391371150472,18.463121047536482,-13.2942505,-0.0014876,19.0082645,1.0953863,-1.4250447,4.0000000,-0.7985386,1.0395749,15.8655386,-2.0515509,6.6220174
120,-13,-5.047934731150472,18.463121047536482,-13.2950640,-0.0007438,22.3140488,1.2621666,-1.4465094,4.0000000,-0.9572501,1.0400389,15.9545040,-1.9357686,6.5960827
121,-13,-5.040478091150472,18.463121047536482,-13.2957792,-0.0000826,26.4462814,1.4099230,-1.4616433,4.0000000,-1.1071768,1.0405531,16.0545807,-1.8161100,6.5366530
122,-13,-5.033021451150472,18.463121047536482,-13.2963943,0.0005785,30.5785122,1.5367119,-1.4715158,4.0000000,-1.2458055,1.0411201,16.1634216,-1.6972260,6.4571700
123,-13,-5.025564811150472,18.463121047536482,-13.2969065,0.0010744,33.8842964,1.6364002,-1.4744506,4.0000000,-1.3673135,1.0417569,16.2839260,-1.5815878,6.3445077
124,-13,-5.018108171150472,18.463121047536482,-13.2973137,0.0014876,36.3636360,1.7122695,-1.4715751,4.0000000,-1.4670051,1.0424727,16.4181156,-1.4761450,6.2016721
125,-13,-5.010651531150472,18.463121047536482,-13.2976151,0.0017355,38.0165291,1.7617902,-1.4630735,4.0000000,-1.5466726,1.0432633,16.5660877,-1.3794743,6.0374546
126,-13,-5.003194891150472,18.463121047536482,-13.2978115,0.0018182,38.8429756,1.7802675,-1.4465220,4.0000000,-1.5990356,1.0441383,16.7263012,-1.2940085,5.8266435
127,-13,-4.995738251150472,18.463121047536482,-13.2979012,0.0019008,39.6694221,1.7731559,-1.4237784,5.0000000,-1.6256897,1.0450971,16.9001751,-1.2218671,5.5839820
128,-13,-4.988281611150472,18.463121047536482,-13.2978868,0.0019008,39.6694221,1.7405719,-1.3944211,4.0000000,-1.6274821,1.0461316,17.0876236,-1.1613603,5.3072119
129,-13,-4.980824971150472,18.463121047536482,-13.2977705,0.0018182,39.6694221,1.6834146,-1.3578186,4.0000000,-1.6067853,1.0472406,17.2838097,-1.1088520,4.9916239
130,-13,-4.973368331150472,18.463121047536482,-13.2975531,0.0016529,38.8429756,1.6088439,-1.3163371,4.0000000,-1.5656836,1.0484099,17.4873352,-1.0669906,4.6568375
131,-13,-4.965911691150472,18.463121047536482,-13.2972393,0.0014050,38.0165291,1.5213784,-1.2715056,4.0000000,-1.5130886,1.0496222,17.6974697,-1.0299226,4.3209362
132,-13,-4.958455051150472,18.463121047536482,-13.2968330,0.0010744,36.3636360,1.4184988,-1.2207747,4.0000000,-1.4462938,1.0508837,17.9119053,-0.9952555,3.9633186
133,-13,-4.950998411150472,18.463121047536482,-13.2963371,0.0006612,33.8842964,1.3056794,-1.1654983,4.0000000,-1.3687112,1.0521717,18.1276665,-0.9622852,3.5958261
134,-13,-4.943541771150472,18.463121047536482,-13.2957563,0.0000826,31.4049587,1.1909536,-1.1081243,4.0000000,-1.2846125,1.0534596,18.3413258,-0.9316362,3.2340436
135,-13,-4.936085131150472,18.463121047536482,-13.2950964,-0.0004959,28.9256191,1.0753756,-1.0491393,4.0000000,-1.1990982,1.0547411,18.5503330,-0.8991803,2.8869066
136,-13,-4.928628491150472,18.463121047536482,-13.2943621,-0.0012397,26.4462814,0.9617021,-0.9892110,4.0000000,-1.1132019,1.0559996,18.7531662,-0.8652201,2.5575891
137,-13,-4.921171851150472,18.463121047536482,-13.2935581,-0.0019008,23.9669418,0.8586653,-0.9324208,4.0000000,-1.0326484,1.0572326,18.9485683,-0.8321933,2.2655573
138,-13,-4.913715211150472,18.463121047536482,-13.2926893,-0.0027273,20.6611576,0.7613398,-0.8761869,4.0000000,-0.9536545,1.0584265,19.1357479,-0.7987194,1.9947432
139,-13,-4.906258571150472,18.463121047536482,-13.2917604,-0.0036364,17.3553715,0.6716311,-0.8214495,4.0000000,-0.8760786,1.0595562,19.3124084,-0.7668204,1.7470680
140,-13,-4.898801931150472,18.463121047536482,-13.2907763,-0.0046281,14.0495872,0.5944538,-0.7717768,4.0000000,-0.8056272,1.0606226,19.4761391,-0.7379264,1.5370233
141,-13,-4.891345291150472,18.463121047536482,-13.2897406,0.0043802,47.1074371,0.5286694,-0.7272680,4.0000000,-0.7429599,1.0616301,19.6296062,-0.7115762,1.3613415
142,-13,-4.883888651150472,18.463121047536482,-13.2886562,0.0033884,42.9752083,0.4683070,-0.6844255,4.0000000,-0.6808024,1.0625744,19.7718754,-0.6880487,1.2022671
143,-13,-4.876432011150472,18.463121047536482,-13.2875271,0.0022314,38.8429756,0.4146960,-0.6446961,4.0000000,-0.6217095,1.0634383,19.9000244,-0.6676826,1.0645183
144,-13,-4.868975371150472,18.463121047536482,-13.2863560,0.0009917,33.8842964,0.3701758,-0.6108420,4.0000000,-0.5684040,1.0642073,20.0152817,-0.6532801,0.9558777
145,-13,-4.861518731150472,18.463121047536482,-13.2851458,-0.0001653,29.7520657,0.3343979,-0.5839770,4.0000000,-0.5207667,1.0649030,20.1173058,-0.6471873,0.8774865
146,-13,-4.854062091150472,18.463121047536482,-13.2838964,-0.0015702,24.7933884,0.3010318,-0.5598573,4.0000000,-0.4727357,1.0655172,20.2075500,-0.6469790,0.8148887
147,-13,-4.794408971150472,18.463121047536482,-13.2726736,-0.0026446,20.6611576,-0.0001724,-0.4570764,4.0000000,-0.0427744,1.0667934,20.3924904,-0.8713784,0.9639502
148,-13,-4.786952331150472,18.463121047536482,-13.2711296,-0.0041322,16.5289249,-0.0568547,-0.4467645,4.0000000,0.0218273,1.0664024,20.3363647,-0.9153562,1.0490795
149,-13,-4.779495691150472,18.463121047536482,-13.2695589,0.0042975,46.2809906,-0.1186801,-0.4349637,4.0000000,0.0885339,1.0658895,20.2608948,-0.9584612,1.1426618
