OID_,ClipsFinal_DEM_Large_S3_RegF2,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-5.980014731150471,21.632193047536479,-12.8622427,-0.0028099,24.7933884,-0.7252126,0.0804239,4.0000000,-0.6561307,1.0992686,24.5400677,0.8169785,2.1188560
2,-12,-5.987471371150471,21.624736407536481,-12.8623552,-0.0027273,25.6198349,-0.6303716,0.0591834,4.0000000,-0.6495794,1.1016532,24.8110752,0.7679462,1.8577318
3,-12,-5.980014731150471,21.624736407536481,-12.8646975,-0.0004132,32.2314034,-0.6940544,0.0430968,4.0000000,-0.6901514,1.0986013,24.4629002,0.7763451,2.0260527
4,-12,-5.972558091150471,21.624736407536481,-12.8670082,0.0018182,39.6694221,-0.7593793,0.0294152,4.0000000,-0.7280241,1.0954269,24.0957451,0.7868544,2.1961122
5,-12,-5.965101451150471,21.624736407536481,-12.8692846,0.0042149,48.7603302,-0.8289201,0.0146906,4.0000000,-0.7668065,1.0921371,23.7057438,0.7961877,2.3754623
6,-12,-5.994928011150471,21.617279767536481,-12.8625574,-0.0026446,26.4462814,-0.5359210,0.0339410,4.0000000,-0.6374632,1.1038679,25.0586891,0.7053450,1.5979161
7,-12,-5.987471371150471,21.617279767536481,-12.8648834,-0.0003306,33.0578499,-0.5969875,0.0193771,4.0000000,-0.6799795,1.1009399,24.7298012,0.7187337,1.7677563
8,-12,-5.980014731150471,21.617279767536481,-12.8671789,0.0019008,40.4958687,-0.6573223,0.0060296,4.0000000,-0.7193341,1.0978752,24.3805370,0.7313934,1.9323580
9,-12,-5.972558091150471,21.617279767536481,-12.8694420,0.0041322,48.7603302,-0.7210830,-0.0066979,4.0000000,-0.7581491,1.0947074,24.0111256,0.7447532,2.1034789
10,-12,-5.965101451150471,21.617279767536481,-12.8716698,-0.0035537,23.1404953,-0.7892798,-0.0200313,4.0000000,-0.7978657,1.0914170,23.6186390,0.7578031,2.2841482
11,-12,-5.957644811150471,21.617279767536481,-12.8738585,-0.0013223,29.7520657,-0.8573253,-0.0316184,4.0000000,-0.8346771,1.0880109,23.2054920,0.7714403,2.4584262
12,-12,-5.950188171150472,21.617279767536481,-12.8760061,0.0009091,37.1900826,-0.9251670,-0.0415621,4.0000000,-0.8693571,1.0845319,22.7719135,0.7862329,2.6256106
13,-12,-6.002384651150471,21.609823127536480,-12.8628426,-0.0023967,27.2727280,-0.4465134,0.0073534,4.0000000,-0.6202565,1.1058691,25.2797432,0.6349632,1.3544955
14,-12,-5.994928011150471,21.609823127536480,-12.8651524,-0.0000826,33.8842964,-0.5017312,-0.0074162,4.0000000,-0.6647677,1.1031030,24.9738102,0.6499354,1.5168114
15,-12,-5.987471371150471,21.609823127536480,-12.8674345,0.0022314,41.3223152,-0.5586274,-0.0203169,4.0000000,-0.7064248,1.1001749,24.6434479,0.6657909,1.6803801
16,-12,-5.980014731150471,21.609823127536480,-12.8696852,0.0044628,49.5867767,-0.6165658,-0.0323016,4.0000000,-0.7461848,1.0971206,24.2932739,0.6815816,1.8432868
17,-12,-5.972558091150471,21.609823127536480,-12.8719015,-0.0033058,23.9669418,-0.6772617,-0.0445364,4.0000000,-0.7857164,1.0939555,23.9222488,0.6966436,2.0111442
18,-12,-5.965101451150471,21.609823127536480,-12.8740816,-0.0010744,30.5785122,-0.7420522,-0.0561197,4.0000000,-0.8252215,1.0906599,23.5289383,0.7129822,2.1860533
